ngram,information,informaton,infrmation,infomration
1925,0.00016885191767609546,1.5334252344091836e-08,2.2743792365315889e-10,3.340553865273575e-10
1926,0.00017021288554782847,1.536169972179583e-08,1.5092066088914383e-10,2.9466683458347273e-10
1927,0.0001726507637483467,1.503509900706896e-08,1.5045738464637892e-10,3.851570768669583e-10
1928,0.000172961170652083,1.4733979877438027e-08,9.423416808778434e-11,5.342192363081263e-10
1929,0.0001747325316370864,1.3592216114537742e-08,1.206544665764499e-10,6.112111293278742e-10
1930,0.00017737273966693983,1.3427134451912285e-08,1.206544665764499e-10,5.866576847329036e-10
1931,0.00018098390760964582,1.3968231650705678e-08,9.623293630221598e-11,4.88971563635968e-10
1932,0.00018208851854849075,1.3745767571801285e-08,9.623293630221598e-11,5.605393728545596e-10
1933,0.0001848245322305177,1.3418528383673284e-08,9.64771318390234e-11,5.5419670281458315e-09
1934,0.0001862875880241128,1.2671424037031492e-08,7.373875319873134e-11,5.495678753345398e-09
1935,0.00018884936330973038,1.2803404812546302e-08,7.373875319873134e-11,5.334838043546952e-09
1936,0.00019227954492505108,1.3870257831172239e-08,1.4879174876319164e-10,5.296507149532559e-09
1937,0.00019538798785236265,1.3865678256357633e-08,1.4879174876319164e-10,5.363834404414902e-09
1938,0.00020138037507422268,1.3559032119303538e-08,1.70543999557436e-10,7.430298229868118e-09
1939,0.00020623039537375526,1.3265793162377446e-08,1.70543999557436e-10,7.460195370187099e-09
1940,0.0002090777935726302,1.3882853723755164e-08,1.7317010325701432e-10,2.4845083133685974e-09
1941,0.0002125147231189268,1.5271231009908855e-08,2.007486736367779e-10,2.4171046910024886e-09
1942,0.00021628123067785054,1.60999953686363e-08,2.2565671950073148e-10,2.472292208256986e-09
1943,0.00022248399909585714,1.6956191498504073e-08,1.4293877985999918e-10,2.6025598462034847e-09
1944,0.00022701329102606645,1.720599053710105e-08,1.4293877985999918e-10,2.668031847040199e-09
1945,0.00022608370636589825,1.72497778600749e-08,1.5872537014896944e-10,7.704928005138254e-10
1946,0.0002284272902345817,1.7460016163032118e-08,1.7527347430577678e-10,8.445999257121275e-10
1947,0.00023143441649153829,1.7370324861027646e-08,2.488220641432599e-10,9.420261872149028e-10
1948,0.00023415797997066484,1.651886069201477e-08,2.2124349376349628e-10,1.027526191117139e-09
1949,0.0002352097529053156,1.5819715188618895e-08,2.473539349536123e-10,1.0979556232447253e-09
1950,0.00023427130404992828,1.4342047042045384e-08,2.382872351816953e-10,1.243275189149224e-09
1951,0.00023643713835294226,1.3665906374780791e-08,2.879345293939549e-10,1.4745560962735128e-09
1952,0.0002397630679687219,1.3994230282524508e-08,3.4449938140263773e-10,1.478154757325204e-09
1953,0.00024487760674674064,1.417786675363329e-08,3.750189880857846e-10,1.4678483508033325e-09
1954,0.0002493111470747473,1.4368651792194344e-08,3.3374095947153696e-10,1.65270256210651e-09
1955,0.0002531953588394182,1.4170775790895668e-08,3.482352115002918e-10,1.9150646148245544e-09
1956,0.00025916244235954115,1.510646553880081e-08,3.241527354076139e-10,1.973959091421713e-09
1957,0.00026240320377317924,1.5233504489588412e-08,3.2854396088609153e-10,2.1453086291549947e-09
1958,0.00026477803891923813,1.5915996393849648e-08,3.0270028249829954e-10,2.1025772868808546e-09
1959,0.00026726557656989565,1.671126120023863e-08,2.3118446740300058e-10,2.3931053488064028e-09
1960,0.0002685757728093969,1.7133915746520804e-08,2.6881964412409486e-10,2.5542339037493936e-09
1961,0.00027062572189606726,1.723783084526888e-08,2.3326695832873566e-10,2.5017561355866746e-09
1962,0.000273100719953488,1.7678519600597805e-08,2.3917621851308827e-10,2.6435783720809727e-09
1963,0.0002756036493727671,1.717805440750096e-08,2.4195177805719226e-10,2.8107765321599184e-09
1964,0.0002812707098200917,1.8943228446184028e-08,2.5768046228526384e-10,2.8046528591626642e-09
1965,0.0002846583333199045,1.9434386798268732e-08,2.6032209126431686e-10,3.021024002387256e-09
1966,0.00028979993242371293,1.9122169244870487e-08,2.904926418459805e-10,3.5427965323313923e-09
1967,0.0002948281928963427,1.9805775305517922e-08,2.4116847011487353e-10,4.0247969718925396e-09
1968,0.0003017647582705,2.0623263604794114e-08,2.5408349828876757e-10,4.4607876123084875e-09
1969,0.0003110540481949491,2.1412645117331e-08,3.593563839356305e-10,4.72516172221406e-09
1970,0.00032077133073471487,2.2988194205351775e-08,3.5595334021579616e-10,5.574277769529853e-09
1971,0.00033255516401758153,2.3328290918048618e-08,4.183551858113635e-10,6.144760446500998e-09
1972,0.00034555525884830525,2.4472707543005915e-08,4.701689434608422e-10,6.685275634664225e-09
1973,0.0003591368981038353,2.6286608953033204e-08,4.751891935494967e-10,7.062377539922084e-09
1974,0.00037282772661585895,2.7566659050697647e-08,5.131380043099654e-10,9.229258690623965e-09
1975,0.00038571273242788654,2.931474872371252e-08,5.669163392697994e-10,1.0644677393502531e-08
1976,0.0003967934046938483,3.2645500017533125e-08,4.814220966320448e-10,1.204438263410371e-08
1977,0.0004072505980730057,3.521577569236862e-08,5.273512697951637e-10,1.2950190380373833e-08
1978,0.00041458608133585325,3.850520385079952e-08,4.844289215798016e-10,1.514005378209861e-08
1979,0.0004213791232489582,4.089651081276965e-08,4.386807226998611e-10,1.8784013075138058e-08
1980,0.00042520323352489086,4.301806047887372e-08,4.279230105184796e-10,2.104270129572277e-08
1981,0.0004296194529160857,4.5526346882849925e-08,4.1563387255725917e-10,2.186694939406867e-08
1982,0.00043322932989602644,4.7982239388082755e-08,3.708983398187371e-10,2.389199948993337e-08
1983,0.00043584209717144925,4.80455213391906e-08,3.899362301305688e-10,2.6320386885864925e-08
1984,0.0004381764738354832,4.679701604004549e-08,3.6915268461105e-10,2.9035401384801063e-08
1985,0.0004399559443949589,4.44488758180991e-08,3.608200008616994e-10,3.3598699187921607e-08
1986,0.00044348491688391993,4.308220929211919e-08,3.973947440957407e-10,3.722894779757878e-08
1987,0.00044802355114370584,4.1148945838033665e-08,3.838111138433829e-10,4.288385088305599e-08
1988,0.0004513606379207756,3.838890881370714e-08,3.712925958751104e-10,5.062984469767733e-08
1989,0.0004556351258153362,3.404323172568573e-08,3.7338770964012724e-10,6.0341441050176e-08
1990,0.0004624707092131887,3.0604726372221846e-08,3.3414005094569074e-10,6.873468448377804e-08
1991,0.0004694847697724721,2.827301415209149e-08,3.3524004405816044e-10,8.027205566918383e-08
1992,0.000477192599126803,2.7405694729460654e-08,3.592062143763032e-10,8.80834331188193e-08
1993,0.00048381108458020857,2.54907137937315e-08,3.3521018302388027e-10,9.8436697523344e-08
1994,0.0004905131354462355,2.3702088926467824e-08,3.8631353869801796e-10,1.096460400568893e-07
1995,0.0004969345339174781,2.1729130494918536e-08,4.016649810375686e-10,1.1963408651029438e-07
1996,0.0005017564316014094,2.042677392312596e-08,4.1181925131932624e-10,1.2665590125899534e-07
1997,0.0005018553513634418,1.9073486789977778e-08,4.723822047810902e-10,1.3295721653808608e-07
1998,0.000501262755798442,1.755147354438285e-08,4.833837179735972e-10,1.3393911554463296e-07
1999,0.000497755773332236,1.4640240004431299e-08,4.810827807550616e-10,1.3484678719675814e-07
2000,0.0004947820478784186,1.316303624828866e-08,5.138797086269773e-10,1.3192087270194213e-07
2001,0.0004882035469303706,1.1542011283235557e-08,4.952585088067809e-10,1.2477203321330827e-07
2002,0.000481257019730817,1.0292292161397297e-08,5.38758276087086e-10,1.1504775646439417e-07
2003,0.00047216514108835587,9.91411632154739e-09,5.181468865078642e-10,1.0330187397552696e-07
2004,0.00046403274089763206,9.280740303247675e-09,5.18356282500473e-10,9.148395920176102e-08
2005,0.00045210333025482086,8.417036591522122e-09,5.392667146164598e-10,8.195394280668162e-08
2006,0.00044015146392796723,7.768795955748992e-09,4.679345244618105e-10,7.285471426143886e-08
2007,0.0004261239207283195,6.7219959122764655e-09,4.5445401410302924e-10,6.398245742746309e-08
2008,0.0004127020199250962,5.953878342726934e-09,4.044077612468706e-10,5.238191125300773e-08
2009,0.0004069262940902263,5.710386956942719e-09,3.053340393022186e-10,4.121755597148129e-08
2010,0.00040283178428321013,4.9809010249646235e-09,2.85602661064572e-10,3.249794389148519e-08
2011,0.0003866430072646056,4.493747152167771e-09,2.3735470384779664e-10,2.5178420824469227e-08
2012,0.000373054582658889,4.104885669471108e-09,1.6356832604639112e-10,1.738181291756545e-08
2013,0.0003620915356025632,3.7350796741212176e-09,1.4812860908113608e-10,9.945425160996977e-09
2014,0.00034752965023341985,3.3800434038967963e-09,8.891842619350245e-11,3.0898465324034697e-09
2015,0.000333294368049662,3.275086186376492e-09,8.933720033584994e-11,1.3869564455259997e-09
2016,0.000314164037782965,2.770365984236126e-09,8.103984199972888e-11,7.440530642007939e-10
2017,0.00029737373794584226,2.4583472479910995e-09,7.544163384276548e-11,3.713358405488254e-10
2018,0.0002931577851995826,2.014109434789191e-09,4.503446990322679e-11,2.506223326093071e-10
2019,0.0002887725058826618,2.0503992670395377e-09,3.76035860435997e-11,2.104856549473011e-10
