ngram,category,categoy,cateory,categroy
1639,1.2341816305446889e-07,0.0,0.0,0.0
1640,2.2622621794913096e-07,0.0,0.0,0.0
1641,2.222522295726646e-07,0.0,0.0,0.0
1642,2.222522295726646e-07,0.0,0.0,0.0
1643,2.222522295726646e-07,0.0,0.0,0.0
1644,4.055751625336208e-07,0.0,0.0,0.0
1645,4.055751625336208e-07,0.0,0.0,0.0
1646,4.055751625336208e-07,0.0,0.0,0.0
1647,3.0276710763895866e-07,0.0,0.0,0.0
1648,1.8332293296095615e-07,0.0,0.0,0.0
1649,1.8332293296095615e-07,0.0,0.0,0.0
1650,2.7116320617486575e-07,0.0,0.0,0.0
1651,1.738404356339223e-07,0.0,0.0,0.0
1652,1.738404356339223e-07,0.0,0.0,0.0
1653,1.738404356339223e-07,0.0,0.0,0.0
1654,1.738404356339223e-07,0.0,0.0,0.0
1655,1.738404356339223e-07,0.0,0.0,0.0
1656,1.738404356339223e-07,0.0,0.0,0.0
1657,1.9721789255657184e-07,0.0,0.0,0.0
1658,3.2568026751635314e-07,0.0,0.0,0.0
1659,4.865161875906259e-07,0.0,0.0,0.0
1660,4.865161875906259e-07,0.0,0.0,0.0
1661,4.865161875906259e-07,0.0,0.0,0.0
1662,4.865161875906259e-07,0.0,0.0,0.0
1663,6.836011233904824e-07,0.0,0.0,0.0
1664,6.116863744409784e-07,0.0,0.0,0.0
1665,3.9722383706118437e-07,0.0,0.0,0.0
1666,2.7633631459268925e-07,0.0,0.0,0.0
1667,5.035025277980562e-07,0.0,0.0,0.0
1668,5.035025277980562e-07,0.0,0.0,0.0
1669,5.035025277980562e-07,0.0,0.0,0.0
1670,3.0641759199819975e-07,0.0,0.0,0.0
1671,2.6711461081114454e-07,0.0,0.0,0.0
1672,3.4091641915828017e-07,0.0,0.0,0.0
1673,3.009680215525025e-07,0.0,0.0,0.0
1674,1.3886285695921936e-07,0.0,0.0,0.0
1675,1.7318135649345224e-07,0.0,0.0,0.0
1676,1.7318135649345224e-07,0.0,0.0,0.0
1677,1.7318135649345224e-07,0.0,0.0,0.0
1678,1.7318135649345224e-07,0.0,0.0,0.0
1679,9.937954814631667e-08,0.0,0.0,0.0
1680,1.1748147699108813e-07,0.0,0.0,0.0
1681,2.538030514642742e-07,0.0,0.0,0.0
1682,3.001286838103364e-07,0.0,0.0,0.0
1683,3.001286838103364e-07,0.0,0.0,0.0
1684,3.293502633791182e-07,0.0,0.0,0.0
1685,3.69761926728123e-07,0.0,0.0,0.0
1686,3.69761926728123e-07,0.0,0.0,0.0
1687,3.5165999788335155e-07,0.0,0.0,0.0
1688,1.5027737479808172e-07,0.0,0.0,0.0
1689,6.963324291778658e-08,0.0,0.0,0.0
1690,9.040353380182101e-08,0.0,0.0,0.0
1691,8.564800728955951e-08,0.0,0.0,0.0
1692,4.523634394055469e-08,0.0,0.0,0.0
1693,7.658753783549141e-08,0.0,0.0,0.0
1694,7.658753783549141e-08,0.0,0.0,0.0
1695,9.209434129583574e-08,0.0,0.0,0.0
1696,9.209434129583574e-08,0.0,0.0,0.0
1697,4.166365812352524e-07,0.0,0.0,0.0
1698,8.173926277420054e-07,0.0,0.0,0.0
1699,8.173926277420054e-07,0.0,0.0,0.0
1700,7.860414338470687e-07,0.0,0.0,0.0
1701,7.860414338470687e-07,0.0,0.0,0.0
1702,8.78401067438972e-07,0.0,0.0,0.0
1703,1.0108955897132027e-06,0.0,0.0,0.0
1704,6.655830588897516e-07,0.0,0.0,0.0
1705,3.4109681174803494e-07,0.0,0.0,0.0
1706,3.4109681174803494e-07,0.0,0.0,0.0
1707,3.4109681174803494e-07,0.0,0.0,0.0
1708,3.700344137769207e-07,0.0,0.0,0.0
1709,2.6216797672467304e-07,0.0,0.0,0.0
1710,2.3296359838046295e-07,0.0,0.0,0.0
1711,2.3296359838046295e-07,0.0,0.0,0.0
1712,1.322277459589064e-07,0.0,0.0,0.0
1713,1.322277459589064e-07,0.0,0.0,0.0
1714,1.4626815507361762e-06,0.0,0.0,0.0
1715,1.4337439487072906e-06,0.0,0.0,0.0
1716,1.4337439487072906e-06,0.0,0.0,0.0
1717,1.33045380477727e-06,0.0,0.0,0.0
1718,1.33045380477727e-06,0.0,0.0,0.0
1719,1.33045380477727e-06,0.0,0.0,0.0
1720,1.33045380477727e-06,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,2.704655344132334e-07,0.0,0.0,0.0
1723,2.704655344132334e-07,0.0,0.0,0.0
1724,2.7633645416358377e-07,0.0,0.0,0.0
1725,2.7633645416358377e-07,0.0,0.0,0.0
1726,3.402114364194274e-07,0.0,0.0,0.0
1727,3.402114364194274e-07,0.0,0.0,0.0
1728,3.5317055641875026e-07,0.0,0.0,0.0
1729,8.270502200551683e-08,0.0,0.0,0.0
1730,8.270502200551683e-08,0.0,0.0,0.0
1731,7.683410225516646e-08,0.0,0.0,0.0
1732,7.683410225516646e-08,0.0,0.0,0.0
1733,1.2959119999322866e-08,0.0,0.0,0.0
1734,1.8120851612885806e-08,0.0,0.0,0.0
1735,2.4562510247960745e-08,0.0,0.0,0.0
1736,2.4562510247960745e-08,0.0,0.0,0.0
1737,2.4562510247960745e-08,0.0,0.0,0.0
1738,4.652977533429034e-08,0.0,0.0,0.0
1739,5.299160830775561e-08,0.0,0.0,0.0
1740,1.503262266412873e-07,0.0,0.0,0.0
1741,1.570471965806064e-07,0.0,0.0,0.0
1742,1.3764641794620859e-07,0.0,0.0,0.0
1743,1.3764641794620859e-07,0.0,0.0,0.0
1744,1.4211047830566974e-07,0.0,0.0,0.0
1745,1.2014321321934013e-07,0.0,0.0,0.0
1746,1.1865935738748184e-07,0.0,0.0,0.0
1747,2.5483890807111364e-08,0.0,0.0,0.0
1748,3.907931096185686e-08,0.0,0.0,0.0
1749,3.907931096185686e-08,0.0,0.0,0.0
1750,1.3474252164818218e-07,0.0,0.0,0.0
1751,2.4092175619573807e-07,0.0,0.0,0.0
1752,3.227921467896522e-07,0.0,0.0,0.0
1753,3.7313704735554764e-07,0.0,0.0,0.0
1754,3.689778956023864e-07,0.0,0.0,0.0
1755,3.473530816628616e-07,0.0,0.0,0.0
1756,3.6860137494646293e-07,0.0,0.0,0.0
1757,2.9425402812778755e-07,0.0,0.0,0.0
1758,1.867183180134394e-07,0.0,0.0,0.0
1759,1.2572069683715525e-07,0.0,0.0,0.0
1760,7.572055312924217e-08,0.0,0.0,0.0
1761,1.6731427849541497e-07,0.0,0.0,0.0
1762,1.9028679102258854e-07,0.0,0.0,0.0
1763,1.945865693337672e-07,0.0,0.0,0.0
1764,2.744551742698117e-07,0.0,0.0,0.0
1765,2.7134758947714286e-07,0.0,0.0,0.0
1766,2.8108428854320013e-07,0.0,0.0,0.0
1767,3.05206577471446e-07,0.0,0.0,0.0
1768,5.059740167163389e-07,0.0,0.0,0.0
1769,4.852407156720671e-07,0.0,0.0,0.0
1770,6.096045583246581e-07,0.0,0.0,0.0
1771,7.032357385940356e-07,0.0,0.0,0.0
1772,8.113150948523591e-07,0.0,0.0,0.0
1773,8.014671532155912e-07,0.0,0.0,0.0
1774,8.201264662943686e-07,0.0,0.0,0.0
1775,5.710956390966462e-07,0.0,0.0,0.0
1776,7.060463401233262e-07,0.0,0.0,0.0
1777,6.11577381245557e-07,0.0,0.0,0.0
1778,4.1954287586877725e-07,0.0,0.0,0.0
1779,3.217102624932165e-07,0.0,0.0,0.0
1780,3.596772446862977e-07,0.0,0.0,0.0
1781,3.192229761797957e-07,0.0,0.0,0.0
1782,3.190553083953773e-07,0.0,0.0,0.0
1783,1.9540888044186237e-07,0.0,0.0,0.0
1784,1.4828828577760434e-07,0.0,0.0,0.0
1785,2.231770151541111e-07,0.0,0.0,0.0
1786,4.3806678563994084e-07,0.0,0.0,0.0
1787,3.9222969304221677e-07,0.0,0.0,0.0
1788,3.96338594198044e-07,0.0,0.0,0.0
1789,3.834239298125145e-07,0.0,0.0,0.0
1790,3.82599863663862e-07,0.0,0.0,0.0
1791,3.927389298853866e-07,0.0,0.0,0.0
1792,3.248634154065907e-07,0.0,0.0,0.0
1793,1.0860110068376474e-07,0.0,0.0,0.0
1794,2.384216161642273e-07,0.0,0.0,0.0
1795,2.723262529765894e-07,0.0,0.0,0.0
1796,2.59145157396493e-07,0.0,0.0,0.0
1797,3.281779054223729e-07,0.0,0.0,0.0
1798,3.4154259509477924e-07,0.0,0.0,0.0
1799,3.491705555802582e-07,0.0,0.0,0.0
1800,3.678778394292489e-07,0.0,0.0,0.0
1801,2.3909612118749077e-07,0.0,0.0,0.0
1802,2.50737251406008e-07,0.0,0.0,0.0
1803,2.6420733892759276e-07,0.0,0.0,0.0
1804,2.1002485185915377e-07,0.0,0.0,0.0
1805,2.046858398330187e-07,0.0,0.0,0.0
1806,2.020008764702652e-07,0.0,0.0,0.0
1807,1.924124189502306e-07,0.0,0.0,0.0
1808,1.9754662312314914e-07,0.0,0.0,0.0
1809,1.5761067016585783e-07,0.0,0.0,0.0
1810,1.4973918841373495e-07,0.0,0.0,0.0
1811,1.3026978251673427e-07,0.0,0.0,0.0
1812,1.2789221313726428e-07,0.0,0.0,0.0
1813,1.3216483958038744e-07,0.0,0.0,0.0
1814,1.4238116311357123e-07,0.0,0.0,0.0
1815,1.5325355511614752e-07,0.0,0.0,0.0
1816,1.6821413392368152e-07,0.0,0.0,0.0
1817,1.6833784550434367e-07,0.0,0.0,0.0
1818,1.7285547215806218e-07,0.0,0.0,0.0
1819,2.5756128556914906e-07,0.0,4.508923393383871e-10,0.0
1820,2.671463081225868e-07,0.0,4.508923393383871e-10,0.0
1821,2.560346763808801e-07,0.0,4.508923393383871e-10,0.0
1822,2.513011848139156e-07,0.0,4.508923393383871e-10,0.0
1823,2.5507075613567007e-07,0.0,4.508923393383871e-10,0.0
1824,2.5883729242488176e-07,0.0,4.508923393383871e-10,0.0
1825,2.749066031323569e-07,0.0,4.508923393383871e-10,0.0
1826,2.0709164516574674e-07,0.0,0.0,0.0
1827,2.099723924889726e-07,0.0,6.274236368548308e-10,0.0
1828,2.3954397525877927e-07,0.0,6.274236368548308e-10,0.0
1829,7.436465320357197e-07,0.0,7.679721937746211e-10,1.405485569197903e-10
1830,7.69781463207307e-07,0.0,8.63276735810611e-10,1.405485569197903e-10
1831,8.187490599149376e-07,0.0,8.63276735810611e-10,1.405485569197903e-10
1832,8.857482620377206e-07,0.0,9.48426194722986e-10,1.405485569197903e-10
1833,9.87847654089689e-07,0.0,9.48426194722986e-10,1.405485569197903e-10
1834,1.0924244975285546e-06,0.0,3.2100255786815524e-10,1.405485569197903e-10
1835,1.223292217998408e-06,0.0,3.2100255786815524e-10,1.405485569197903e-10
1836,8.429827857980854e-07,0.0,2.555151804425496e-10,0.0
1837,9.244027328999696e-07,0.0,2.376520488337316e-10,0.0
1838,1.0135903413096718e-06,0.0,2.376520488337316e-10,0.0
1839,1.1057776581375428e-06,0.0,1.525025899213566e-10,0.0
1840,1.2040994436444765e-06,0.0,4.548464541517408e-10,0.0
1841,1.3189865545168037e-06,0.0,5.248240651591272e-10,0.0
1842,1.4093415399786733e-06,0.0,7.07270377185511e-10,0.0
1843,1.577791392394699e-06,0.0,6.97783727624365e-10,0.0
1844,1.8028457264205957e-06,0.0,6.20342317197193e-10,0.0
1845,2.02989131789114e-06,0.0,6.870810825050049e-10,0.0
1846,2.2380311617910465e-06,0.0,7.523015821409018e-10,0.0
1847,2.394120851282163e-06,0.0,5.711686480923208e-10,0.0
1848,2.50652606480019e-06,0.0,5.558787121083344e-10,0.0
1849,2.6694639083351442e-06,0.0,5.883905466027731e-10,0.0
1850,2.7633918437329285e-06,0.0,6.17755834581806e-10,0.0
1851,2.844344635377638e-06,0.0,9.891845953458045e-10,0.0
1852,2.9030916591312106e-06,0.0,9.730074008411955e-10,0.0
1853,2.961736786996231e-06,0.0,9.560462421731586e-10,0.0
1854,3.0670725469203068e-06,0.0,8.853371726212447e-10,0.0
1855,3.1947239936666198e-06,0.0,8.831512465778957e-10,0.0
1856,3.2264409323293615e-06,0.0,1.0160847203304663e-09,0.0
1857,3.3247118998198336e-06,0.0,9.69279129181544e-10,0.0
1858,3.437606892475742e-06,0.0,5.978503684175454e-10,0.0
1859,3.513411359433251e-06,0.0,7.300769631703372e-10,0.0
1860,3.5885464382902555e-06,0.0,8.038080399698697e-10,0.0
1861,3.61181634746442e-06,0.0,1.0922262459546671e-09,0.0
1862,3.642677321684979e-06,0.0,1.039724496974616e-09,0.0
1863,3.7661607815867422e-06,0.0,8.827844011349839e-10,0.0
1864,3.80602143325502e-06,0.0,1.0230306601854977e-09,0.0
1865,3.791211351459164e-06,0.0,1.5979758310231367e-09,0.0
1866,3.820552917334551e-06,0.0,1.813344252532545e-09,0.0
1867,3.86223645624081e-06,0.0,1.9938410446483447e-09,0.0
1868,3.924676353303117e-06,0.0,1.6549209780336582e-09,0.0
1869,4.010739498231228e-06,0.0,1.8132645226590478e-09,0.0
1870,4.0746016825973385e-06,0.0,1.6645494585862001e-09,0.0
1871,4.182265716476e-06,0.0,1.638473222177948e-09,0.0
1872,4.227705371054721e-06,0.0,1.145431471893943e-09,0.0
1873,4.2516478190788935e-06,3.900875257732496e-11,8.643011465255971e-10,0.0
1874,4.305452421249356e-06,3.900875257732496e-11,5.618139366424048e-10,0.0
1875,4.336753071194315e-06,3.900875257732496e-11,7.222740580229267e-10,0.0
1876,4.3819329351078655e-06,3.900875257732496e-11,6.022624978095439e-10,0.0
1877,4.361799710750347e-06,3.900875257732496e-11,7.697360645700765e-10,3.495167330161816e-10
1878,4.370865294081991e-06,3.900875257732496e-11,6.800025344398466e-10,3.495167330161816e-10
1879,4.38064138766744e-06,3.900875257732496e-11,7.028405516315165e-10,3.495167330161816e-10
1880,4.43586096870214e-06,0.0,6.187009733902928e-10,3.495167330161816e-10
1881,4.459849476136567e-06,0.0,6.502665687659257e-10,3.495167330161816e-10
1882,4.43982850941081e-06,0.0,5.870351803866874e-10,3.495167330161816e-10
1883,4.370749658327051e-06,0.0,7.093163378086536e-10,3.495167330161816e-10
1884,4.3395839384174906e-06,0.0,5.301172179799402e-10,0.0
1885,4.2623758937614705e-06,0.0,4.865697765334329e-10,0.0
1886,4.2685985265831865e-06,0.0,4.370055706193199e-10,0.0
1887,4.280587550705864e-06,0.0,4.870207947244814e-10,0.0
1888,4.253713736293971e-06,0.0,5.634665690384161e-10,0.0
1889,4.284203246892762e-06,0.0,5.970923061537903e-10,0.0
1890,4.369429851586963e-06,0.0,4.870705446112313e-10,0.0
1891,4.428681352562437e-06,0.0,4.821646891274765e-10,0.0
1892,4.517554121516046e-06,0.0,5.654993199901068e-10,0.0
1893,4.549276841966535e-06,0.0,6.486921337391292e-10,0.0
1894,4.509558103953688e-06,0.0,6.099737718891416e-10,0.0
1895,4.530512017351741e-06,0.0,6.078184404202856e-10,0.0
1896,4.553461362125485e-06,0.0,6.126269432225686e-10,0.0
1897,4.605957331347911e-06,1.857675521347143e-11,5.620355629311544e-10,0.0
1898,4.550262474367628e-06,1.857675521347143e-11,6.085831838475997e-10,0.0
1899,4.543635831006603e-06,1.857675521347143e-11,5.144391817297438e-10,0.0
1900,4.524719120776613e-06,1.857675521347143e-11,4.664221627973372e-10,0.0
1901,4.529314082901692e-06,1.857675521347143e-11,4.565119909078723e-10,0.0
1902,4.520220110342572e-06,1.857675521347143e-11,4.539656944008945e-10,0.0
1903,4.52226673327719e-06,1.857675521347143e-11,3.342418663272133e-10,0.0
1904,4.443930850227064e-06,0.0,4.2936430799667136e-10,0.0
1905,4.493492594649849e-06,0.0,4.029522211933058e-10,0.0
1906,4.497881166441532e-06,0.0,4.312832729835847e-10,0.0
1907,4.538987078766306e-06,0.0,3.99530942060292e-10,0.0
1908,4.591381639329484e-06,0.0,3.652575682387495e-10,0.0
1909,4.58041794055524e-06,0.0,2.895098446690067e-10,1.3781009071995547e-11
1910,4.589631056920293e-06,0.0,3.424401496492686e-10,1.3781009071995547e-11
1911,4.5677795372154965e-06,0.0,2.4731770797981056e-10,1.3781009071995547e-11
1912,4.511918047813067e-06,0.0,2.015771220577532e-10,1.3781009071995547e-11
1913,4.459116163551309e-06,0.0,1.9792591970142174e-10,1.3781009071995547e-11
1914,4.48192804469727e-06,1.461648956630717e-11,1.5394171354321529e-10,1.3781009071995547e-11
1915,4.579807214862999e-06,1.461648956630717e-11,3.7708382150907534e-10,1.3781009071995547e-11
1916,4.680629314991945e-06,1.461648956630717e-11,4.699367036382312e-10,0.0
1917,4.751851000556988e-06,1.461648956630717e-11,4.4296445777287323e-10,0.0
1918,4.893122877547285e-06,1.461648956630717e-11,4.861051749619324e-10,0.0
1919,5.088262696517631e-06,2.882223626432534e-11,5.713396531675003e-10,0.0
1920,5.216648852573209e-06,2.882223626432534e-11,6.212525166923325e-10,0.0
1921,5.370828148443252e-06,1.420574669801817e-11,6.066360271260254e-10,0.0
1922,5.591690361533048e-06,1.420574669801817e-11,5.042504033373315e-10,0.0
1923,5.767411624089748e-06,1.420574669801817e-11,4.083889476591551e-10,0.0
1924,6.033621372937757e-06,1.420574669801817e-11,4.153348042474596e-10,2.4421530274233915e-11
1925,6.197832395368355e-06,1.420574669801817e-11,4.182044373500306e-10,2.4421530274233915e-11
1926,6.475052292184305e-06,0.0,4.0173884655444626e-10,1.161133827976002e-10
1927,6.927507456566673e-06,0.0,3.316706056625104e-10,1.161133827976002e-10
1928,7.227461082948139e-06,0.0,3.544800921049886e-10,1.161133827976002e-10
1929,7.4680762216822975e-06,0.0,3.0958099972444586e-10,1.161133827976002e-10
1930,7.908902586807795e-06,0.0,3.939371269666227e-10,1.161133827976002e-10
1931,8.279342247468386e-06,2.6233009812034627e-11,4.2379309783679986e-10,1.179248623354009e-10
1932,8.785745454328467e-06,2.6233009812034627e-11,5.196422240917795e-10,1.179248623354009e-10
1933,9.441797504093432e-06,2.6233009812034627e-11,5.898762886876899e-10,2.6233009812034627e-11
1934,9.80012997128402e-06,4.8700884594917884e-11,6.570094091789309e-10,1.3857238570899203e-10
1935,1.0361653039581142e-05,4.8700884594917884e-11,7.675339173753213e-10,1.3857238570899203e-10
1936,1.0904737142222335e-05,4.8700884594917884e-11,1.0057380008175544e-09,1.3857238570899203e-10
1937,1.1340286489160332e-05,9.358571853975865e-11,1.0763677647597702e-09,1.3857238570899203e-10
1938,1.1931107889852552e-05,6.735270872772401e-11,1.389209247637524e-09,1.5584387748544615e-10
1939,1.2531233161488281e-05,6.735270872772401e-11,1.3967139270551092e-09,1.5584387748544615e-10
1940,1.28704319389986e-05,1.189392334621786e-10,1.4124705452874968e-09,1.5584387748544615e-10
1941,1.3485422641679179e-05,9.647135867929535e-11,1.5708061835389181e-09,9.866164234801594e-11
1942,1.4181930574912777e-05,9.647135867929535e-11,1.6367365558116781e-09,9.866164234801594e-11
1943,1.4921209705270095e-05,9.647135867929535e-11,1.9448215419056882e-09,1.201149675754211e-10
1944,1.6033626057573463e-05,7.055784726325446e-11,2.0308807175644414e-09,1.9600025769062057e-10
1945,1.6759774812921284e-05,2.0194378907196457e-10,2.0334980207640083e-09,2.6511227538669347e-10
1946,1.7534701458186775e-05,2.0194378907196457e-10,2.132355435082088e-09,4.1404520486779516e-10
1947,1.8330746180643992e-05,1.6691424036580875e-10,2.2590644593074264e-09,4.802731089809902e-10
1948,1.9337262658934507e-05,1.6691424036580875e-10,2.387057313717784e-09,4.593159681963245e-10
1949,2.0254439992381128e-05,2.859573807903867e-10,2.476897718674463e-09,5.103344552503941e-10
1950,2.103677538148726e-05,3.1979733147328003e-10,2.2777506388952216e-09,5.3964105802987e-10
1951,2.1774139895569533e-05,3.339242057468336e-10,2.4258795924428765e-09,5.961485551240844e-10
1952,2.2795178145835443e-05,2.0253826393812346e-10,2.470872363856204e-09,6.246875834075333e-10
1953,2.3802258770696687e-05,2.65295210403035e-10,2.6305709356831487e-09,6.16957782481212e-10
1954,2.4754076938344432e-05,2.487382343747362e-10,2.8861927133963914e-09,7.829851727298681e-10
1955,2.562383893486445e-05,2.9222099145227125e-10,2.9158317665129677e-09,8.502449339824786e-10
1956,2.6393274051120636e-05,1.731778510276933e-10,3.111575187984629e-09,8.935024862845507e-10
1957,2.7322122800147292e-05,1.903128032149886e-10,3.2875309141644493e-09,9.446923640180467e-10
1958,2.840872496433024e-05,2.1672364696507477e-10,3.3855811804832977e-09,9.670230806589431e-10
1959,2.9361306847671847e-05,2.2801758596337407e-10,3.3868942253941927e-09,9.162190450773267e-10
1960,3.0312979496167308e-05,2.0761208327898676e-10,3.3919006651014374e-09,9.867731314600852e-10
