ngram,winner,winner,winnr,winer
1614,2.6222275956960015e-07,2.6222275956960015e-07,0.0,0.0
1615,2.6222275956960015e-07,2.6222275956960015e-07,0.0,0.0
1616,2.6222275956960015e-07,2.6222275956960015e-07,0.0,0.0
1617,2.6222275956960015e-07,2.6222275956960015e-07,0.0,0.0
1618,2.5828761960968093e-07,2.5828761960968093e-07,0.0,0.0
1619,2.5828761960968093e-07,2.5828761960968093e-07,0.0,0.0
1620,9.847713857068032e-08,9.847713857068032e-08,0.0,0.0
1621,9.847713857068032e-08,9.847713857068032e-08,0.0,0.0
1622,9.847713857068032e-08,9.847713857068032e-08,0.0,0.0
1623,9.847713857068032e-08,9.847713857068032e-08,0.0,0.0
1624,6.958059088901791e-07,6.958059088901791e-07,0.0,0.0
1625,5.973287703194988e-07,5.973287703194988e-07,0.0,0.0
1626,5.973287703194988e-07,5.973287703194988e-07,0.0,0.0
1627,5.973287703194988e-07,5.973287703194988e-07,0.0,0.0
1628,5.973287703194988e-07,5.973287703194988e-07,0.0,0.0
1629,5.973287703194988e-07,5.973287703194988e-07,0.0,0.0
1630,6.835777688658189e-07,6.835777688658189e-07,0.0,0.0
1631,2.5628895627960446e-07,2.5628895627960446e-07,0.0,0.0
1632,2.5628895627960446e-07,2.5628895627960446e-07,0.0,0.0
1633,2.5628895627960446e-07,2.5628895627960446e-07,0.0,0.0
1634,2.5628895627960446e-07,2.5628895627960446e-07,0.0,0.0
1635,2.5628895627960446e-07,2.5628895627960446e-07,0.0,0.0
1636,2.5628895627960446e-07,2.5628895627960446e-07,0.0,0.0
1637,3.1636021243944666e-07,3.1636021243944666e-07,0.0,0.0
1638,2.8099032890947585e-07,2.8099032890947585e-07,0.0,0.0
1639,2.8099032890947585e-07,2.8099032890947585e-07,0.0,0.0
1640,3.83798383804138e-07,3.83798383804138e-07,0.0,0.0
1641,3.83798383804138e-07,3.83798383804138e-07,0.0,0.0
1642,8.155977216769575e-07,8.155977216769575e-07,0.0,0.0
1643,9.059201683417736e-07,9.059201683417736e-07,0.0,0.0
1644,8.512613801160893e-07,8.512613801160893e-07,0.0,0.0
1645,7.657081368961371e-07,7.657081368961371e-07,0.0,0.0
1646,7.657081368961371e-07,7.657081368961371e-07,0.0,0.0
1647,6.62900082001475e-07,6.62900082001475e-07,0.0,0.0
1648,6.62900082001475e-07,6.62900082001475e-07,0.0,0.0
1649,2.311007441286555e-07,2.311007441286555e-07,0.0,0.0
1650,1.407782974638394e-07,1.407782974638394e-07,0.0,0.0
1651,9.211691219336768e-08,9.211691219336768e-08,0.0,0.0
1652,4.300008121000636e-08,4.300008121000636e-08,0.0,0.0
1653,1.183758594639325e-07,1.183758594639325e-07,0.0,0.0
1654,1.183758594639325e-07,1.183758594639325e-07,0.0,0.0
1655,1.183758594639325e-07,1.183758594639325e-07,0.0,0.0
1656,1.183758594639325e-07,1.183758594639325e-07,0.0,0.0
1657,1.4618029199807226e-07,1.4618029199807226e-07,0.0,0.0
1658,1.0318021078806591e-07,1.0318021078806591e-07,0.0,0.0
1659,1.0318021078806591e-07,1.0318021078806591e-07,0.0,0.0
1660,2.7804432534139778e-08,2.7804432534139778e-08,0.0,0.0
1661,1.6217525049861641e-07,1.6217525049861641e-07,0.0,0.0
1662,1.6217525049861641e-07,1.6217525049861641e-07,0.0,0.0
1663,2.2787022909856853e-07,2.2787022909856853e-07,0.0,0.0
1664,2.0006579656442876e-07,2.0006579656442876e-07,0.0,0.0
1665,2.0006579656442876e-07,2.0006579656442876e-07,0.0,0.0
1666,2.0006579656442876e-07,2.0006579656442876e-07,0.0,0.0
1667,2.325181124466066e-07,2.325181124466066e-07,0.0,0.0
1668,1.419005103896e-07,1.419005103896e-07,0.0,0.0
1669,1.419005103896e-07,1.419005103896e-07,0.0,0.0
1670,7.620553178964786e-08,7.620553178964786e-08,0.0,0.0
1671,1.1531572446139243e-07,1.1531572446139243e-07,0.0,0.0
1672,2.137181301772476e-07,2.137181301772476e-07,0.0,0.0
1673,2.137181301772476e-07,2.137181301772476e-07,0.0,0.0
1674,3.1138791151923737e-07,3.1138791151923737e-07,0.0,0.0
1675,3.019531951460002e-07,3.019531951460002e-07,0.0,0.0
1676,3.019531951460002e-07,3.019531951460002e-07,0.0,4.2946510347974254e-08
1677,3.691255910455636e-07,3.691255910455636e-07,0.0,4.2946510347974254e-08
1678,3.30015398373819e-07,3.30015398373819e-07,0.0,4.2946510347974254e-08
1679,2.3161299265796386e-07,2.3161299265796386e-07,0.0,4.2946510347974254e-08
1680,2.3161299265796386e-07,2.3161299265796386e-07,0.0,4.2946510347974254e-08
1681,1.0149089543379627e-07,1.0149089543379627e-07,0.0,4.2946510347974254e-08
1682,8.733342886963718e-08,8.733342886963718e-08,0.0,4.2946510347974254e-08
1683,8.733342886963718e-08,8.733342886963718e-08,0.0,0.0
1684,2.016103297007378e-08,2.016103297007378e-08,0.0,0.0
1685,2.016103297007378e-08,2.016103297007378e-08,0.0,0.0
1686,2.016103297007378e-08,2.016103297007378e-08,0.0,0.0
1687,2.016103297007378e-08,2.016103297007378e-08,0.0,0.0
1688,2.016103297007378e-08,2.016103297007378e-08,0.0,4.659157834144675e-08
1689,0.0,0.0,0.0,4.659157834144675e-08
1690,2.0770290884034433e-08,2.0770290884034433e-08,0.0,4.659157834144675e-08
1691,4.523634394055469e-08,4.523634394055469e-08,0.0,4.659157834144675e-08
1692,4.523634394055469e-08,4.523634394055469e-08,0.0,4.659157834144675e-08
1693,7.658753783549141e-08,7.658753783549141e-08,0.0,4.659157834144675e-08
1694,1.0097308843017214e-07,1.0097308843017214e-07,0.0,4.659157834144675e-08
1695,1.1647989189051649e-07,1.1647989189051649e-07,0.0,0.0
1696,1.3222583764413036e-07,1.3222583764413036e-07,0.0,0.0
1697,1.7757922218411944e-07,1.7757922218411944e-07,0.0,0.0
1698,1.9459825141763888e-07,1.9459825141763888e-07,0.0,0.0
1699,2.3380687252938515e-07,2.3380687252938515e-07,0.0,0.0
1700,2.1545353133335864e-07,2.1545353133335864e-07,0.0,0.0
1701,2.1040149939770864e-07,2.1040149939770864e-07,0.0,0.0
1702,2.0687985572262084e-07,2.0687985572262084e-07,0.0,0.0
1703,1.9113390996900697e-07,1.9113390996900697e-07,0.0,0.0
1704,1.2501023454498344e-07,1.2501023454498344e-07,0.0,0.0
1705,8.352515225494375e-08,8.352515225494375e-08,0.0,0.0
1706,7.754267881767061e-08,7.754267881767061e-08,0.0,0.0
1707,7.669727913090745e-08,7.669727913090745e-08,0.0,0.0
1708,7.665549515780055e-08,7.665549515780055e-08,0.0,9.645867342961928e-09
1709,8.872036768739885e-08,8.872036768739885e-08,0.0,9.645867342961928e-09
1710,8.872036768739885e-08,8.872036768739885e-08,0.0,9.645867342961928e-09
1711,1.0810502512218331e-07,1.0810502512218331e-07,0.0,9.645867342961928e-09
1712,1.0810502512218331e-07,1.0810502512218331e-07,0.0,9.645867342961928e-09
1713,1.1815093817598868e-07,1.1815093817598868e-07,0.0,9.645867342961928e-09
1714,1.4428492737092062e-07,1.4428492737092062e-07,0.0,9.645867342961928e-09
1715,3.287955589062871e-07,3.287955589062871e-07,0.0,0.0
1716,4.6413476541472066e-07,4.6413476541472066e-07,0.0,0.0
1717,4.794175763679829e-07,4.794175763679829e-07,0.0,0.0
1718,4.7551643181772564e-07,4.7551643181772564e-07,0.0,0.0
1719,4.7551643181772564e-07,4.7551643181772564e-07,0.0,0.0
1720,4.5942775476045685e-07,4.5942775476045685e-07,0.0,0.0
1721,4.299013706291329e-07,4.299013706291329e-07,0.0,0.0
1722,2.3382659110536353e-07,2.3382659110536353e-07,0.0,0.0
1723,1.1766358503401924e-07,1.1766358503401924e-07,0.0,0.0
1724,1.141226135814577e-07,1.141226135814577e-07,0.0,0.0
1725,9.863910069693052e-08,9.863910069693052e-08,0.0,0.0
1726,3.094265323966283e-07,3.094265323966283e-07,0.0,0.0
1727,3.0961401214264175e-07,3.0961401214264175e-07,0.0,0.0
1728,3.138130740662096e-07,3.138130740662096e-07,0.0,0.0
1729,3.0608548736868866e-07,3.0608548736868866e-07,0.0,0.0
1730,3.037754439105811e-07,3.037754439105811e-07,0.0,0.0
1731,2.9203360440988035e-07,2.9203360440988035e-07,0.0,0.0
1732,3.0455065212566167e-07,3.0455065212566167e-07,0.0,0.0
1733,1.0078799001738454e-07,1.0078799001738454e-07,0.0,0.0
1734,7.341712660036137e-08,7.341712660036137e-08,0.0,0.0
1735,2.2213116527122372e-07,2.2213116527122372e-07,0.0,0.0
1736,2.2213116527122372e-07,2.2213116527122372e-07,0.0,0.0
1737,1.8813660420034596e-07,1.8813660420034596e-07,0.0,0.0
1738,2.1010386928667556e-07,2.1010386928667556e-07,0.0,0.0
1739,2.0727957052356162e-07,2.0727957052356162e-07,0.0,0.0
1740,2.227166362445132e-07,2.227166362445132e-07,0.0,0.0
1741,2.3459933779739523e-07,2.3459933779739523e-07,0.0,5.9413507764410105e-09
1742,1.0481304104002578e-07,1.0481304104002578e-07,0.0,5.9413507764410105e-09
1743,1.0481304104002578e-07,1.0481304104002578e-07,0.0,5.9413507764410105e-09
1744,1.7824449827230637e-07,1.7824449827230637e-07,0.0,1.0405411135902146e-08
1745,1.689003852334281e-07,1.689003852334281e-07,0.0,1.6716987159627805e-08
1746,1.9405347627200952e-07,1.9405347627200952e-07,0.0,1.6716987159627805e-08
1747,2.0486485498492713e-07,2.0486485498492713e-07,0.0,2.087613891278904e-08
1748,2.1118081353474087e-07,2.1118081353474087e-07,0.0,1.4934788136348028e-08
1749,2.0407035350444858e-07,2.0407035350444858e-07,0.0,1.4934788136348028e-08
1750,2.832399102560755e-07,2.832399102560755e-07,0.0,1.4934788136348028e-08
1751,2.5999304296777025e-07,2.5999304296777025e-07,0.0,1.0470727776886894e-08
1752,2.785586121132967e-07,2.785586121132967e-07,0.0,4.159151753161236e-09
1753,4.1974011212784846e-07,4.1974011212784846e-07,0.0,9.188504179746815e-09
1754,4.1157131087337415e-07,4.1157131087337415e-07,0.0,5.029352426585579e-09
1755,4.78145417608695e-07,4.78145417608695e-07,0.0,5.029352426585579e-09
1756,4.867591911761338e-07,4.867591911761338e-07,0.0,5.029352426585579e-09
1757,4.441311136003735e-07,4.441311136003735e-07,0.0,5.029352426585579e-09
1758,3.9013248022610826e-07,3.9013248022610826e-07,0.0,8.136937219254442e-09
1759,4.146044774801437e-07,4.146044774801437e-07,0.0,1.161573212219277e-08
1760,2.438998714739325e-07,2.438998714739325e-07,0.0,9.247746695401865e-09
1761,2.548778338860659e-07,2.548778338860659e-07,0.0,9.247746695401865e-09
1762,2.4789994691941176e-07,2.4789994691941176e-07,0.0,9.247746695401865e-09
1763,2.76960610889887e-07,2.76960610889887e-07,0.0,9.247746695401865e-09
1764,3.106861239388081e-07,3.106861239388081e-07,0.0,9.247746695401865e-09
1765,3.458948485095854e-07,3.458948485095854e-07,0.0,6.140161902733001e-09
1766,3.2424465195341714e-07,3.2424465195341714e-07,0.0,2.661366999794674e-09
1767,3.689784559160866e-07,3.689784559160866e-07,0.0,2.9445022927835194e-09
1768,3.6776484486316416e-07,3.6776484486316416e-07,0.0,2.9445022927835194e-09
1769,3.3261760076389433e-07,3.3261760076389433e-07,0.0,5.990761918285768e-09
1770,3.59537332477495e-07,3.59537332477495e-07,0.0,5.990761918285768e-09
1771,3.4718850575440487e-07,3.4718850575440487e-07,0.0,5.990761918285768e-09
1772,3.58957752918546e-07,3.58957752918546e-07,0.0,1.389900715155688e-08
1773,4.00207763310131e-07,4.00207763310131e-07,0.0,1.64941980074218e-08
1774,3.7420339335117856e-07,3.7420339335117856e-07,0.0,1.3549695714638282e-08
1775,3.913310341171642e-07,3.913310341171642e-07,0.0,1.3549695714638282e-08
1776,4.0835552843938263e-07,4.0835552843938263e-07,0.0,1.3215805592738304e-08
1777,3.890181606688462e-07,3.890181606688462e-07,0.0,1.6133855902061052e-08
1778,3.6447372053771687e-07,3.6447372053771687e-07,0.0,1.8914999598353332e-08
1779,3.5281345032802035e-07,3.5281345032802035e-07,0.0,1.1006754365082218e-08
1780,3.5037626438289795e-07,3.5037626438289795e-07,0.0,8.411563509217298e-09
1781,3.7031198628158434e-07,3.7031198628158434e-07,0.0,8.411563509217298e-09
1782,3.657945179773898e-07,3.657945179773898e-07,0.0,8.411563509217298e-09
1783,3.409159725314177e-07,3.409159725314177e-07,0.0,5.699194005615027e-09
1784,3.441195458110867e-07,3.441195458110867e-07,0.0,2.7811436962922797e-09
1785,3.7708883837694884e-07,3.7708883837694884e-07,0.0,0.0
1786,3.7216600950224734e-07,3.7216600950224734e-07,0.0,0.0
1787,3.689563133743182e-07,3.689563133743182e-07,0.0,1.2891416188511228e-09
1788,3.772305063876047e-07,3.772305063876047e-07,0.0,2.5956936917331016e-09
1789,3.9839127298689293e-07,3.9839127298689293e-07,0.0,3.7590785087867775e-09
1790,4.3320313685463976e-07,4.3320313685463976e-07,0.0,3.7590785087867775e-09
1791,4.229524007217021e-07,4.229524007217021e-07,0.0,3.7590785087867775e-09
1792,4.349642515372969e-07,4.349642515372969e-07,0.0,7.023864537610994e-09
1793,4.42874721784392e-07,4.42874721784392e-07,0.0,7.023864537610994e-09
1794,4.780495593032745e-07,4.780495593032745e-07,0.0,9.72666518756731e-09
1795,4.5957854410971777e-07,4.5957854410971777e-07,0.0,8.420113114685331e-09
1796,4.3455427649925174e-07,4.3455427649925174e-07,0.0,8.204889910347544e-09
1797,4.630266171748839e-07,4.630266171748839e-07,0.0,9.33873721211041e-09
1798,4.764232548788121e-07,4.764232548788121e-07,0.0,1.2232020539317188e-08
1799,4.665561224978124e-07,4.665561224978124e-07,0.0,1.0769543288903703e-08
1800,5.572873098864355e-07,5.572873098864355e-07,0.0,1.1592871107524161e-08
1801,5.040406136913589e-07,5.040406136913589e-07,0.0,9.458290722059409e-09
1802,5.29724916629805e-07,5.29724916629805e-07,0.0,1.1628924680349785e-08
1803,5.622764709707033e-07,5.622764709707033e-07,0.0,1.348876274168528e-08
1804,5.575524093209034e-07,5.575524093209034e-07,0.0,1.4795535844111133e-08
1805,5.725762142511874e-07,5.725762142511874e-07,0.0,1.605709254448584e-08
1806,5.943224599442536e-07,5.943224599442536e-07,0.0,1.5030434040243434e-08
1807,5.347781097952975e-07,5.347781097952975e-07,0.0,1.6508539678129963e-08
1808,5.849132134829103e-07,5.849132134829103e-07,0.0,1.6534083308832644e-08
1809,5.688597996465563e-07,5.688597996465563e-07,0.0,1.5629923006648435e-08
1810,5.733297387320948e-07,5.733297387320948e-07,0.0,1.4565424549013123e-08
1811,5.381032305454678e-07,5.381032305454678e-07,0.0,1.3296723848960873e-08
1812,5.099544344895029e-07,5.099544344895029e-07,0.0,1.0574133441869954e-08
1813,4.7578049995016567e-07,4.7578049995016567e-07,1.9397940396816337e-10,1.1544297835135758e-08
1814,4.863460755391966e-07,4.863460755391966e-07,1.9397940396816337e-10,9.86973880401365e-09
1815,4.3449948147359206e-07,4.3449948147359206e-07,1.9397940396816337e-10,8.952536870562459e-09
1816,5.015678782781054e-07,5.015678782781054e-07,1.9397940396816337e-10,9.017272262212828e-09
1817,5.20826582877427e-07,5.20826582877427e-07,1.9397940396816337e-10,8.815899248710529e-09
1818,5.513216235288252e-07,5.513216235288252e-07,1.9397940396816337e-10,9.076258474952477e-09
1819,5.856069752293738e-07,5.856069752293738e-07,1.9397940396816337e-10,8.696090958437708e-09
1820,6.49085844120886e-07,6.49085844120886e-07,0.0,7.98205482662898e-09
1821,6.516661942766535e-07,6.516661942766535e-07,1.2855425454308796e-10,7.74084317280353e-09
1822,7.014014775969761e-07,7.014014775969761e-07,1.2855425454308796e-10,7.2742151984479216e-09
1823,6.904992265585211e-07,6.904992265585211e-07,1.2855425454308796e-10,7.066708297896542e-09
1824,7.058126893103431e-07,7.058126893103431e-07,1.2855425454308796e-10,6.329300195062615e-09
1825,7.403885839656661e-07,7.403885839656661e-07,2.5517105888590256e-10,5.6567220748807554e-09
1826,7.707051525228183e-07,7.707051525228183e-07,2.5517105888590256e-10,5.197131169865088e-09
1827,7.940096874595579e-07,7.940096874595579e-07,2.5517105888590256e-10,5.211058695664406e-09
1828,9.334461148163038e-07,9.334461148163038e-07,1.266168043428146e-10,5.377042462078358e-09
1829,1.0046470281719979e-06,1.0046470281719979e-06,1.266168043428146e-10,5.580709608718085e-09
1830,1.1717210343574282e-06,1.1717210343574282e-06,1.266168043428146e-10,5.505357439769146e-09
1831,1.245552571812628e-06,1.245552571812628e-06,1.266168043428146e-10,5.2580053327184424e-09
1832,1.2739204586458591e-06,1.2739204586458591e-06,8.5149458912375e-11,5.264649668593588e-09
1833,1.2760465892824868e-06,1.2760465892824868e-06,8.5149458912375e-11,5.249506289979016e-09
1834,1.303061229204364e-06,1.303061229204364e-06,8.5149458912375e-11,5.283582714201072e-09
1835,1.239413506937126e-06,1.239413506937126e-06,8.5149458912375e-11,5.6535535618097904e-09
1836,1.2021057825352597e-06,1.2021057825352597e-06,8.5149458912375e-11,5.701422572152686e-09
1837,1.1484075587629507e-06,1.1484075587629507e-06,8.5149458912375e-11,5.504928132385853e-09
1838,1.1406405714556707e-06,1.1406405714556707e-06,8.5149458912375e-11,5.7108175965936425e-09
1839,1.1617046473994769e-06,1.1617046473994769e-06,0.0,5.70228683319637e-09
1840,1.2139566690296176e-06,1.2139566690296176e-06,0.0,5.956384655344696e-09
1841,1.2289094440477908e-06,1.2289094440477908e-06,0.0,5.716333501786559e-09
1842,1.2101696955012033e-06,1.2101696955012033e-06,0.0,6.071840300389145e-09
1843,1.1856302129282476e-06,1.1856302129282476e-06,0.0,6.1736974262974596e-09
1844,1.1301403008344226e-06,1.1301403008344226e-06,0.0,6.123236140354038e-09
1845,1.096426063083657e-06,1.096426063083657e-06,0.0,6.160843835090191e-09
1846,1.0513672431703265e-06,1.0513672431703265e-06,0.0,6.576998437931739e-09
1847,1.0005221286389445e-06,1.0005221286389445e-06,0.0,6.230396516165066e-09
1848,9.230631690115843e-07,9.230631690115843e-07,0.0,6.265667984450829e-09
1849,9.288583393234668e-07,9.288583393234668e-07,0.0,5.633418239828611e-09
1850,9.415094837095239e-07,9.415094837095239e-07,0.0,5.303118357145666e-09
1851,9.000605700748565e-07,9.000605700748565e-07,0.0,5.105295836876118e-09
1852,8.854275311672868e-07,8.854275311672868e-07,0.0,4.6583616646651245e-09
1853,9.017173283609736e-07,9.017173283609736e-07,0.0,3.72568937605828e-09
1854,9.724836250565464e-07,9.724836250565464e-07,0.0,3.9983735370238296e-09
1855,1.0314047602020895e-06,1.0314047602020895e-06,0.0,3.6483882264499404e-09
1856,1.0479640764060605e-06,1.0479640764060605e-06,0.0,3.748995875645684e-09
1857,1.1219630014888286e-06,1.1219630014888286e-06,4.8134226763149204e-11,4.093242950935811e-09
1858,1.200695416108439e-06,1.200695416108439e-06,4.8134226763149204e-11,3.950499324493048e-09
1859,1.3245254909374386e-06,1.3245254909374386e-06,4.8134226763149204e-11,4.205862229917605e-09
1860,1.4300738127661004e-06,1.4300738127661004e-06,4.8134226763149204e-11,4.5135224129617364e-09
1861,1.5174655995256866e-06,1.5174655995256866e-06,4.8134226763149204e-11,4.151401286226328e-09
1862,1.645719326656295e-06,1.645719326656295e-06,4.8134226763149204e-11,4.183566540813136e-09
1863,1.723221836462991e-06,1.723221836462991e-06,4.8134226763149204e-11,3.819987500922448e-09
1864,1.792374161725872e-06,1.792374161725872e-06,0.0,3.5187128766267506e-09
1865,1.8518751241052606e-06,1.8518751241052606e-06,0.0,3.6328299416307377e-09
1866,1.8671038658015147e-06,1.8671038658015147e-06,0.0,3.2004945360597503e-09
1867,1.8758888862586382e-06,1.8758888862586382e-06,0.0,3.0404497649730698e-09
1868,1.8311444591745385e-06,1.8311444591745385e-06,4.4811698003093574e-11,3.2724067582685326e-09
1869,1.7714807459664631e-06,1.7714807459664631e-06,8.4397584159441e-11,3.3881840507835446e-09
1870,1.7515842013641044e-06,1.7515842013641044e-06,8.4397584159441e-11,3.51311852624698e-09
1871,1.7302377435563748e-06,1.7302377435563748e-06,8.4397584159441e-11,3.4348898011618954e-09
1872,1.790611301138207e-06,1.790611301138207e-06,8.4397584159441e-11,3.310413435439078e-09
1873,1.7304826574867808e-06,1.7304826574867808e-06,1.2340633673676597e-10,3.874621258757673e-09
1874,1.7190780649148759e-06,1.7190780649148759e-06,1.2340633673676597e-10,4.677930582579799e-09
1875,1.7230651760006107e-06,1.7230651760006107e-06,7.859463873367239e-11,5.093557607440045e-09
1876,1.7709388495339745e-06,1.7709388495339745e-06,3.900875257732496e-11,5.225569215434283e-09
1877,1.7857852136720403e-06,1.7857852136720403e-06,3.900875257732496e-11,5.417765157135688e-09
1878,1.8252543603531585e-06,1.8252543603531585e-06,3.900875257732496e-11,5.729130313016282e-09
1879,1.7337565460755805e-06,1.7337565460755805e-06,3.900875257732496e-11,5.872196316504739e-09
1880,1.7741737597784128e-06,1.7741737597784128e-06,0.0,5.6901036263720275e-09
1881,1.7748581870234505e-06,1.7748581870234505e-06,0.0,5.192325299877407e-09
1882,1.8506467053417249e-06,1.8506467053417249e-06,6.481915797757714e-11,4.9271643907746105e-09
1883,1.8890398873086918e-06,1.8890398873086918e-06,6.481915797757714e-11,4.732522691191272e-09
1884,1.939186794126207e-06,1.939186794126207e-06,6.481915797757714e-11,4.674218282271372e-09
1885,1.9851471344216927e-06,1.9851471344216927e-06,9.384243580625094e-11,4.630545597754982e-09
1886,2.066977507248729e-06,2.066977507248729e-06,9.384243580625094e-11,4.561194501460721e-09
1887,2.189530911372068e-06,2.189530911372068e-06,1.2147640433240221e-10,4.941675798722908e-09
1888,2.3149659032891838e-06,2.3149659032891838e-06,1.2147640433240221e-10,5.057317961235494e-09
1889,2.3166827044665946e-06,2.3166827044665946e-06,5.665724635482507e-11,5.16929854477155e-09
1890,2.2909558603194976e-06,2.2909558603194976e-06,5.665724635482507e-11,5.8743444711747574e-09
1891,2.3101608478879953e-06,2.3101608478879953e-06,5.665724635482507e-11,5.694506358519139e-09
1892,2.2696440607562962e-06,2.2696440607562962e-06,2.7633968526151266e-11,5.726406555288983e-09
1893,2.3011262523401195e-06,2.3011262523401195e-06,2.7633968526151266e-11,5.963258077810809e-09
