ngram,sign,sin,sing,sighn
1836,3.536476184048557e-05,0.00010638039696329673,2.11521442646959e-05,8.247826231512688e-11
1837,3.5727176769536785e-05,0.00010450800099144024,2.133549086076008e-05,8.247826231512688e-11
1838,3.631039050690431e-05,0.00010520315429727946,2.1516516166489703e-05,8.247826231512688e-11
1839,3.704041435932075e-05,0.0001033436887415259,2.1557727969983326e-05,8.247826231512688e-11
1840,3.7561271061089686e-05,0.00010201982513535768,2.1997393300158103e-05,0.0
1841,3.7984108660436634e-05,0.00010617411940724455,2.2332055648023796e-05,0.0
1842,3.8908929127501324e-05,0.0001064774748686302,2.2461834305431694e-05,0.0
1843,3.9264804529791165e-05,0.0001008790495689027,2.2286883384887396e-05,0.0
1844,3.912972637668385e-05,0.00010188050405953877,2.2530322374742745e-05,0.0
1845,3.922306859749369e-05,0.00010112313611898571,2.228837521605393e-05,0.0
1846,3.890688250456671e-05,9.903978518975367e-05,2.2192371813746702e-05,6.52204996358969e-11
1847,3.892215370017636e-05,0.00010095347845760574,2.218204359191337e-05,6.52204996358969e-11
1848,3.854275668605364e-05,9.696735339405547e-05,2.2066081718159175e-05,1.7459584968269682e-10
1849,3.834921933178391e-05,9.53035383385473e-05,2.2177833670866676e-05,1.7459584968269682e-10
1850,3.808181697552625e-05,9.455492129615908e-05,2.2437055512065334e-05,2.2206575863873264e-10
1851,3.811978915889215e-05,9.242927938300584e-05,2.24081429353516e-05,2.6849435373423244e-10
1852,3.793611644401348e-05,9.159545775868796e-05,2.2636482234312488e-05,2.6849435373423244e-10
1853,3.7955933553998224e-05,9.020834633182468e-05,2.2821954189566895e-05,2.0327385409833554e-10
1854,3.744928108062595e-05,8.466479422557833e-05,2.2784110894593012e-05,2.0327385409833554e-10
1855,3.714146441780031e-05,8.082912141357415e-05,2.3035713508891475e-05,1.989020020116377e-10
1856,3.685530048512321e-05,8.094090195040085e-05,2.3098521913717767e-05,3.976972203937176e-10
1857,3.693789299826936e-05,8.022082952915557e-05,2.3178942813371706e-05,3.502273114376818e-10
1858,3.724054944801277e-05,7.937969660685797e-05,2.274820846131271e-05,3.0379871634218196e-10
1859,3.712066505353765e-05,7.914057122044531e-05,2.261801871229961e-05,3.0379871634218196e-10
1860,3.722964018899282e-05,7.91812053648755e-05,2.2345752898088123e-05,3.0379871634218196e-10
1861,3.746625588973984e-05,7.865171625910859e-05,2.219451380369719e-05,4.732587496495252e-10
1862,3.801978995657659e-05,7.893303284488087e-05,2.209663086562484e-05,3.6825525168942315e-10
1863,3.855630971624383e-05,7.570267709005358e-05,2.1978007030806373e-05,1.6946003330734324e-10
1864,3.8773837981612557e-05,7.349551846605859e-05,2.1742013424435364e-05,1.6946003330734324e-10
1865,3.8771312704609174e-05,7.033524577439363e-05,2.1947753079335337e-05,1.6946003330734324e-10
1866,3.874260541384241e-05,6.733828403022406e-05,2.230401228838933e-05,1.6946003330734324e-10
1867,3.885908725871039e-05,6.471974224301189e-05,2.243622865145361e-05,4.287347778385099e-10
1868,3.9412663422159054e-05,6.432277742922971e-05,2.2436566463771408e-05,3.4889814053735384e-10
1869,3.964251819914872e-05,6.224276876309887e-05,2.229234684948876e-05,3.884840266937013e-10
1870,3.9444231203690704e-05,6.031575217743271e-05,2.2207198136519374e-05,4.307204870546144e-10
1871,3.9304624286679814e-05,5.8488889148325794e-05,2.189481035332262e-05,8.770571689544125e-10
1872,3.977842217344525e-05,5.715169598780838e-05,2.187248615622853e-05,9.180088792312294e-10
1873,4.0094195095922e-05,5.486437502051038e-05,2.135524092799252e-05,1.230078899849829e-09
1874,4.023845186955961e-05,5.275345444845568e-05,2.0883933757431805e-05,9.708041553186624e-10
1875,3.989064082686257e-05,5.0015157155160394e-05,2.0637763165203588e-05,8.811807593124752e-10
1876,3.993513122882827e-05,4.7877953745358225e-05,2.0455945299805274e-05,1.6465665180526961e-09
1877,4.0029710882143786e-05,4.6631826990051195e-05,2.0186911050197004e-05,1.6392817302003847e-09
1878,4.057831340885189e-05,4.5621078502985514e-05,2.0112526336950915e-05,1.3380864868509486e-09
1879,4.005791717125768e-05,4.487241208802776e-05,1.9794510340683962e-05,1.2971347765741319e-09
1880,3.9949774613238075e-05,4.5007094221156354e-05,1.9666399176847854e-05,1.1166114897788658e-09
1881,3.987255851305755e-05,4.4740663205240185e-05,1.964251792482433e-05,1.1797426805301318e-09
1882,3.985910422800641e-05,4.393195610776145e-05,1.9389788836373816e-05,1.244561838507709e-09
1883,3.967591068690776e-05,4.328481684621822e-05,1.8897702830145136e-05,5.038354495517134e-10
1884,3.951532614467267e-05,4.2907633802055246e-05,1.8627189482296152e-05,4.993946843358441e-10
1885,3.915749299007335e-05,4.197500935073809e-05,1.8373887672039147e-05,5.283929167226071e-10
1886,3.944062752582665e-05,4.1075063823622516e-05,1.8257629562867805e-05,5.559815326382025e-10
1887,3.978404181127969e-05,3.9457998354919255e-05,1.7999934113634352e-05,4.5206876734102e-10
1888,3.975207281265674e-05,3.827252658084035e-05,1.7948064851225354e-05,4.699461018743887e-10
1889,4.016579779480318e-05,3.800090780714527e-05,1.7935874503954047e-05,4.836396323109377e-10
1890,4.058358639927714e-05,3.7443153684892294e-05,1.799358532090472e-05,5.964642113553964e-10
1891,4.095502195663617e-05,3.652675981616734e-05,1.7920415952435826e-05,6.683735112985748e-10
1892,4.092221726231011e-05,3.494158954708837e-05,1.7830926611038323e-05,5.391770046309879e-10
1893,4.110645334419262e-05,3.4197033008760105e-05,1.7835942604246418e-05,5.807734115054991e-10
1894,4.091048062296717e-05,3.310326428618282e-05,1.7845961857736775e-05,5.531394429793477e-10
1895,4.109818941547668e-05,3.1966171393703136e-05,1.7803058653953485e-05,4.933021253388554e-10
1896,4.124536696638513e-05,3.135415317956358e-05,1.782504373945163e-05,4.923111402670749e-10
1897,4.1221147382332545e-05,3.0496510589728132e-05,1.775424945143251e-05,4.081250853144829e-10
1898,4.113578168991288e-05,2.9354429508592667e-05,1.7616084993018637e-05,4.680483976583969e-10
1899,4.1171516516312424e-05,2.8899529102740678e-05,1.7436296080372165e-05,5.870303925498937e-10
1900,4.085771329950408e-05,2.7990038298802184e-05,1.699941952080865e-05,7.708338253412503e-10
1901,4.123364435924616e-05,2.7584708732319996e-05,1.6795067494967952e-05,1.079294193700215e-09
1902,4.1161083312804946e-05,2.7028374201368672e-05,1.6407817513806678e-05,1.126996147198562e-09
1903,4.074280877830461e-05,2.532810841720285e-05,1.581701040517406e-05,1.463892213798041e-09
1904,4.051492370698335e-05,2.5018597755531247e-05,1.5426261727822877e-05,1.3868621737134212e-09
1905,4.053964221384376e-05,2.4635320057443876e-05,1.5050492298282084e-05,1.239765516438039e-09
1906,4.065200534699086e-05,2.4218598420182908e-05,1.4815930626355112e-05,1.1379003017619738e-09
1907,4.091816663276404e-05,2.342618297136921e-05,1.4610770579435797e-05,9.288623679738959e-10
1908,4.0531707262354235e-05,2.265143874475533e-05,1.4027362729913356e-05,6.752998160663992e-10
1909,4.039908214638542e-05,2.192467660019507e-05,1.3777121239400003e-05,6.0642665492391e-10
1910,4.036394342879898e-05,2.1446402440363143e-05,1.3492716529331769e-05,2.6087833480760633e-10
1911,4.028929626136752e-05,2.044620591082743e-05,1.3229933496664411e-05,3.009363224884939e-10
1912,4.0128960660825085e-05,1.9676253941725008e-05,1.2916707029424807e-05,3.721741050264983e-10
1913,3.995383251874175e-05,1.8697037635969798e-05,1.2629713767507513e-05,3.2441207954108416e-10
1914,3.96150400255075e-05,1.8159470138406114e-05,1.2378731558523473e-05,3.6816049316300084e-10
1915,3.939050033555499e-05,1.769536824472847e-05,1.2462036595804551e-05,3.1326267671153273e-10
1916,3.939109852321313e-05,1.719642932584975e-05,1.2266265522547265e-05,3.8852199136479067e-10
1917,3.9409734329508084e-05,1.6755435093987865e-05,1.2242463136707166e-05,8.363847223929228e-10
1918,3.935032561587702e-05,1.6167342827040037e-05,1.2148707615519275e-05,8.523741940443966e-10
1919,3.936581405079258e-05,1.582281817848395e-05,1.2256029549462255e-05,7.800952958999677e-10
1920,3.943072338837997e-05,1.579189873674685e-05,1.2478991266107187e-05,9.514106159648682e-10
1921,3.92911460949108e-05,1.558944365699842e-05,1.254484790739038e-05,1.1729393716218362e-09
1922,3.942985495086759e-05,1.5776130177463138e-05,1.2748595509037841e-05,1.2936958557990025e-09
1923,3.927337508814942e-05,1.58508015114681e-05,1.3025752975538904e-05,1.2429899857407151e-09
1924,3.910938955544095e-05,1.5946738910445545e-05,1.3301701463725684e-05,7.506793351612956e-10
1925,3.914732743786382e-05,1.6312526505706565e-05,1.3496801070037431e-05,7.938040135927313e-10
1926,3.8989814908875686e-05,1.6495906103435637e-05,1.3736349891197669e-05,1.0317508672815938e-09
1927,3.883776610434454e-05,1.650880845513062e-05,1.3472337611476957e-05,8.688760068574299e-10
1928,3.914786741786104e-05,1.6191970644285902e-05,1.3415302808945334e-05,6.508862615550726e-10
1929,3.889420310900148e-05,1.5665482481251403e-05,1.3223943824414164e-05,7.071303503065301e-10
1930,3.875893630070745e-05,1.5326876304503196e-05,1.2969999521114265e-05,6.825769057115596e-10
1931,3.871280620972227e-05,1.5096070455911104e-05,1.2713873729808256e-05,8.417864381739446e-10
1932,3.8628519957585793e-05,1.4986001847968769e-05,1.2746030344195397e-05,7.504038065534299e-10
1933,3.86652786151639e-05,1.4645812240944775e-05,1.2693485197295168e-05,5.909198408371452e-10
1934,3.8634818338323385e-05,1.4298162828449027e-05,1.2718205783000616e-05,6.580529613283862e-10
1935,3.8565335541664225e-05,1.4485583570993705e-05,1.2692626504368881e-05,6.112596817597904e-10
1936,3.881521011602932e-05,1.4278456416962268e-05,1.2468923809397633e-05,6.645708626264377e-10
1937,3.909346300393476e-05,1.4113483173007677e-05,1.2440965422553876e-05,7.543405305161193e-10
1938,3.878055784818051e-05,1.373366233435393e-05,1.2111450424916776e-05,6.577184709564778e-10
1939,3.8528004162279626e-05,1.3353152618427494e-05,1.185593698340069e-05,7.585453495487623e-10
1940,3.82950077307344e-05,1.305757619515394e-05,1.1438166958604207e-05,7.17463239612621e-10
1941,3.803321046039595e-05,1.29949639813276e-05,1.12750836446399e-05,7.379060220001423e-10
1942,3.749649684842942e-05,1.3456228901174785e-05,1.1072108074066428e-05,7.183694016627789e-10
1943,3.7557797311040175e-05,1.3873370335204527e-05,1.1086210179200862e-05,5.524176255322644e-10
1944,3.747432648586775e-05,1.4815841495874338e-05,1.1008769693684631e-05,4.816192801713828e-10
1945,3.7818058314899516e-05,1.5724354982791867e-05,1.10404564890944e-05,5.447656413272637e-10
1946,3.7861276983416504e-05,1.5844982434438342e-05,1.0883341279363126e-05,5.195841415847216e-10
1947,3.796229637893183e-05,1.654704413210441e-05,1.0840628159972507e-05,4.845545928785658e-10
1948,3.835507699737458e-05,1.716424412734341e-05,1.0700783994772272e-05,7.162403269684552e-10
1949,3.9016786883751464e-05,1.7696099738324328e-05,1.0663261231716856e-05,8.273815799153539e-10
1950,3.904988885291719e-05,1.798472047604654e-05,1.0547740592820836e-05,8.645414582643594e-10
1951,3.9220683122818756e-05,1.7527600123555332e-05,1.0517380100541881e-05,8.621192341367362e-10
1952,3.9541229073490414e-05,1.767878178985224e-05,1.04846976682893e-05,8.217515170312011e-10
1953,3.981590374938345e-05,1.8123030063829253e-05,1.0446315432740708e-05,8.479767850201801e-10
1954,4.028864870113986e-05,1.8106998790504542e-05,1.0334972492793376e-05,8.894836325823441e-10
1955,4.050099284670848e-05,1.8113434375014288e-05,1.0282065886713099e-05,6.924261352784075e-10
1956,4.045489913551137e-05,1.7278268517527196e-05,1.0136171502901042e-05,6.775888848025475e-10
1957,4.075308554872338e-05,1.722914151157186e-05,9.988361333463608e-06,6.27043931658974e-10
1958,4.1049390087469616e-05,1.7604614705695504e-05,9.817001098001907e-06,7.771201499766939e-10
1959,4.1184796178380824e-05,1.728093983339412e-05,9.810013969919445e-06,6.899203807459691e-10
1960,4.1458021899286124e-05,1.7184308100175777e-05,9.821731250018015e-06,6.173457915505307e-10
1961,4.1810242172297353e-05,1.7192352450885145e-05,9.793007588346622e-06,6.830932228593259e-10
1962,4.1975989526170974e-05,1.7311128561102252e-05,9.81291668722406e-06,5.483524606608725e-10
1963,4.215948501951061e-05,1.732070657973444e-05,1.002985053284127e-05,5.459866943478633e-10
1964,4.207437190676241e-05,1.7251134392738875e-05,1.010577073299958e-05,6.928646049754659e-10
1965,4.199971330568327e-05,1.704671142631144e-05,1.0198559071536043e-05,6.143901082333869e-10
1966,4.177820769005588e-05,1.6894347676757855e-05,1.0142879805893504e-05,6.53353732227302e-10
1967,4.1608108793817724e-05,1.6734499045664313e-05,1.0168294465984218e-05,6.888612180677711e-10
1968,4.103496965918956e-05,1.6345834280530524e-05,1.0143329745915253e-05,6.536153800735483e-10
1969,4.0895117958176085e-05,1.5642533071513753e-05,1.0010285222961102e-05,7.33182482979901e-10
1970,4.046931800465765e-05,1.5115099683628483e-05,9.664778450054915e-06,7.634178527433327e-10
1971,4.0241750476915126e-05,1.4594610937430324e-05,9.463958901635903e-06,8.430429529074754e-10
1972,3.980675111441607e-05,1.3918474386238294e-05,9.198570166647966e-06,8.505420336289506e-10
1973,3.963323771521183e-05,1.3274783798676384e-05,8.96550201494912e-06,8.632774019444258e-10
1974,3.944666761006894e-05,1.2611806986179935e-05,8.659956750177247e-06,8.563056454389897e-10
1975,3.945138658829299e-05,1.2201454540315484e-05,8.49625887765017e-06,8.974922313268305e-10
1976,3.928842644589687e-05,1.1980561274478013e-05,8.358765496398388e-06,8.157598034574942e-10
1977,3.944784267722363e-05,1.1857737393126757e-05,8.347304693805719e-06,7.228630258855023e-10
1978,3.96150847206757e-05,1.1831944643095735e-05,8.250050346500107e-06,5.922638277628639e-10
1979,4.0032641014217264e-05,1.1779563205241825e-05,8.23556768279689e-06,5.128693288511002e-10
1980,4.030942727695219e-05,1.1874028132297099e-05,8.274167807290464e-06,5.091139043083321e-10
1981,4.067328648358982e-05,1.2149818758189213e-05,8.295875107121122e-06,5.26826251770077e-10
1982,4.095388950580465e-05,1.231211289060801e-05,8.339008932775219e-06,4.934236853429816e-10
1983,4.1580749634054624e-05,1.2538026307343639e-05,8.407910172536504e-06,5.149972769664351e-10
1984,4.2282281356165186e-05,1.2850984993357478e-05,8.418364294422126e-06,6.131748620757144e-10
1985,4.293972181455631e-05,1.3092997895520447e-05,8.514139543487026e-06,5.241687461061367e-10
1986,4.3408571010721584e-05,1.3312427784382766e-05,8.595107829023618e-06,5.424561177231573e-10
1987,4.4091586979837825e-05,1.3594885656077946e-05,8.681773189372116e-06,5.521742805055954e-10
1988,4.495364295767753e-05,1.3748750461672898e-05,8.789628736849409e-06,4.5991830978562934e-10
1989,4.580828993182097e-05,1.3981876171393587e-05,8.919730394804251e-06,4.2343697992386353e-10
1990,4.631999711689007e-05,1.431374052377318e-05,9.062585247322983e-06,4.2711426657365033e-10
1991,4.6908261927975605e-05,1.4503990704335073e-05,9.149252036877442e-06,3.187366858543277e-10
1992,4.7327505204261146e-05,1.4646180066587736e-05,9.26362450367638e-06,3.4357458346599504e-10
1993,4.824859518391479e-05,1.5096614333742764e-05,9.408400209005257e-06,3.4767996616645394e-10
1994,4.900268010845009e-05,1.5439750573672688e-05,9.601893387818044e-06,3.3246165542788475e-10
1995,4.9637268862820095e-05,1.5910716423864608e-05,9.839075573836453e-06,4.021758243893154e-10
1996,5.036608074858252e-05,1.6424137616663108e-05,1.007697989864807e-05,3.8642199360973603e-10
1997,5.134522247577219e-05,1.7005817945963437e-05,1.0380422801452888e-05,3.93402354343613e-10
1998,5.236324172333947e-05,1.775989169670668e-05,1.0807741221339842e-05,4.109731364744716e-10
1999,5.35292830526097e-05,1.8335034837946296e-05,1.1066716589474318e-05,4.638437411941254e-10
2000,5.4631476814392954e-05,1.9306065171674292e-05,1.1433950930950232e-05,6.017381751607534e-10
2001,5.5915152708101754e-05,2.0387901843475576e-05,1.1862763780560012e-05,7.293946161343204e-10
2002,5.7105397510375564e-05,2.1447057536404047e-05,1.2287654369304488e-05,6.795918074318865e-10
2003,5.8028466030789006e-05,2.2811456801719032e-05,1.268309357068834e-05,6.870589058000881e-10
2004,5.904877876413853e-05,2.390915090342917e-05,1.3029304942132772e-05,6.871636037963924e-10
2005,6.0129625385993025e-05,2.519985849046082e-05,1.3519449177173165e-05,6.534195050113465e-10
2006,6.140469849924557e-05,2.7109736557966763e-05,1.4130795794439369e-05,5.847438446147737e-10
2007,6.27910838894812e-05,2.8725921635798712e-05,1.4683183638096256e-05,4.672400284138384e-10
2008,6.432094908502352e-05,3.018526902971124e-05,1.5037172098735546e-05,3.486274007575523e-10
2009,6.526574049660536e-05,3.141159426637127e-05,1.5168254451834531e-05,4.960291542589954e-10
2010,6.61450280209205e-05,3.1933381771003564e-05,1.533681695166576e-05,4.771989490067899e-10
2011,6.749496034379783e-05,3.2853910982209656e-05,1.5674072009070577e-05,4.925353438592747e-10
2012,6.857240077806637e-05,3.431203679480989e-05,1.5989291698913022e-05,5.802006514121771e-10
2013,6.898954078289015e-05,3.4441996311735625e-05,1.5935537963481954e-05,5.614544127238322e-10
2014,6.896860057687653e-05,3.58715166969757e-05,1.6171068507121943e-05,5.543731406471813e-10
2015,6.875282269902527e-05,3.6946926619358624e-05,1.635328551076652e-05,5.671887701571724e-10
2016,6.857439231160762e-05,3.738860946863757e-05,1.6782268435885532e-05,5.055969908613583e-10
2017,6.904591524895902e-05,3.840230480515553e-05,1.7084635449767422e-05,5.516534590244149e-10
2018,6.862962036393582e-05,3.9351877057924865e-05,1.720335385471117e-05,5.839918826300305e-10
2019,6.79949480399955e-05,3.921499774151016e-05,1.7038373243849492e-05,5.244053316588726e-10
