ngram,gift,gft,gift,gfit
1839,3.182421252339347e-05,2.2332491728909484e-09,3.182421252339347e-05,5.604871804771555e-10
1840,3.208288113195782e-05,2.4462224626883457e-09,3.208288113195782e-05,5.535948842196246e-10
1841,3.253333047073933e-05,2.1008991054774893e-09,3.253333047073933e-05,5.143471363108379e-10
1842,3.2602257955919155e-05,1.7576770515250116e-09,3.2602257955919155e-05,5.751625762963539e-10
1843,3.231161151364047e-05,1.7947916327746123e-09,3.231161151364047e-05,6.312504566682467e-10
1844,3.1948267600715295e-05,1.6185917051103615e-09,3.1948267600715295e-05,5.538090462410748e-10
1845,3.242083896891147e-05,1.7328952717221568e-09,3.242083896891147e-05,7.444383601625962e-10
1846,3.2544000142869276e-05,1.6148700789285287e-09,3.2544000142869276e-05,7.444383601625962e-10
1847,3.260566336393822e-05,1.7823894741094852e-09,3.260566336393822e-05,7.900633242868033e-10
1848,3.191064258446984e-05,2.3139763121499915e-09,3.191064258446984e-05,6.895058413114441e-10
1849,3.1792464921766494e-05,2.6081099502306415e-09,3.1792464921766494e-05,7.361694745863393e-10
1850,3.1844434488448314e-05,3.010390571743317e-09,3.1844434488448314e-05,7.474301495185338e-10
1851,3.244290876734469e-05,3.4803965899752954e-09,3.244290876734469e-05,7.474301495185338e-10
1852,3.218851790214623e-05,4.275234531471637e-09,3.218851790214623e-05,5.310366590904891e-10
1853,3.176712977749828e-05,4.352167927633234e-09,3.176712977749828e-05,6.758146899242336e-10
1854,3.138623495552955e-05,4.0592280172089906e-09,3.138623495552955e-05,6.051056203723196e-10
1855,3.137175528016607e-05,4.087684555921709e-09,3.137175528016607e-05,6.007337682856217e-10
1856,3.1864777806081944e-05,3.947879594663155e-09,3.1864777806081944e-05,6.920499134072904e-10
1857,3.2001321025226e-05,3.8609115745761156e-09,3.2001321025226e-05,6.459086321353169e-10
1858,3.160019124542097e-05,3.718167948133352e-09,3.160019124542097e-05,8.187191757880186e-10
1859,3.14736514285739e-05,3.2047394737944046e-09,3.14736514285739e-05,8.900163820221455e-10
1860,3.174101740504349e-05,3.4158809590424865e-09,3.174101740504349e-05,9.282239778394898e-10
1861,3.1870999789264586e-05,3.615265103158143e-09,3.1870999789264586e-05,9.342087976221031e-10
1862,3.1914027723749836e-05,3.709581657724519e-09,3.1914027723749836e-05,9.406418421953333e-10
1863,3.167420748338502e-05,3.980321564408687e-09,3.167420748338502e-05,7.895845049216937e-10
1864,3.1723756235026356e-05,3.967852300691886e-09,3.1723756235026356e-05,7.875062943022268e-10
1865,3.180490031289602e-05,4.081969365695873e-09,3.180490031289602e-05,7.031488526352905e-10
1866,3.220376934872807e-05,4.020240648320136e-09,3.220376934872807e-05,6.697693154057913e-10
1867,3.2203514170500315e-05,4.1626830871166476e-09,3.2203514170500315e-05,5.299961461765637e-10
1868,3.2383851898235404e-05,4.427776811866124e-09,3.2383851898235404e-05,5.183211637671548e-10
1869,3.2335269289822986e-05,4.178469887554976e-09,3.2335269289822986e-05,4.0688462123382255e-10
1870,3.221487401918109e-05,4.1859229098812585e-09,3.221487401918109e-05,3.591467401253823e-10
1871,3.199642014806159e-05,4.878639397227451e-09,3.199642014806159e-05,9.141734948401949e-10
1872,3.1853573351067356e-05,5.286535273033419e-09,3.1853573351067356e-05,8.666721031312465e-10
1873,3.1471362100481724e-05,5.619083293899913e-09,3.1471362100481724e-05,9.732366222449583e-10
1874,3.109394570596383e-05,6.874978998792715e-09,3.109394570596383e-05,1.0095055941976889e-09
1875,3.072123295818788e-05,7.441672801787393e-09,3.072123295818788e-05,1.1251540175751172e-09
1876,3.059461232624017e-05,7.77161382866812e-09,3.059461232624017e-05,1.2784819552231446e-09
1877,3.06045803881716e-05,8.07447727727403e-09,3.06045803881716e-05,1.348385300240348e-09
1878,3.120098179871482e-05,7.614897220723345e-09,3.120098179871482e-05,7.71739021893885e-10
1879,3.1393143996995476e-05,7.644556797105549e-09,3.1393143996995476e-05,1.010097822844764e-09
1880,3.157511361808117e-05,7.515993288060535e-09,3.157511361808117e-05,9.137141123081807e-10
1881,3.175101664965041e-05,6.2947069778829245e-09,3.175101664965041e-05,8.657982783092219e-10
1882,3.213183949160988e-05,6.112951668667068e-09,3.213183949160988e-05,8.025668899299835e-10
1883,3.249209839850664e-05,6.2716588747743376e-09,3.249209839850664e-05,8.098520941159291e-10
1884,3.286187711637467e-05,6.116806553332513e-09,3.286187711637467e-05,8.009705636841907e-10
1885,3.239104054435822e-05,6.3053201390265e-09,3.239104054435822e-05,7.864464000663572e-10
1886,3.245091180100904e-05,6.120477965712975e-09,3.245091180100904e-05,6.174903525010425e-10
1887,3.2485287582468505e-05,6.452314492223974e-09,3.2485287582468505e-05,8.228039440259596e-10
1888,3.282599677082284e-05,6.455382514250882e-09,3.282599677082284e-05,8.722468739349612e-10
1889,3.291221375028337e-05,5.981558359735573e-09,3.291221375028337e-05,9.058726110503354e-10
1890,3.294951394699248e-05,5.852637295435313e-09,3.294951394699248e-05,8.464422297991905e-10
1891,3.2501030935756194e-05,5.796994376591361e-09,3.2501030935756194e-05,8.110254670227032e-10
1892,3.240429344129682e-05,5.574236691277942e-09,3.240429344129682e-05,9.32751568443508e-10
1893,3.25306841010128e-05,5.784353567556926e-09,3.25306841010128e-05,9.607671503613397e-10
1894,3.2354137147194706e-05,6.904798701055727e-09,3.2354137147194706e-05,7.230688290179746e-10
1895,3.2195995247872944e-05,7.276624699617937e-09,3.2195995247872944e-05,7.902587572423364e-10
1896,3.202744665031787e-05,7.3074576865751945e-09,3.202744665031787e-05,6.787847129612651e-10
1897,3.200664208894263e-05,7.327230631761137e-09,3.200664208894263e-05,6.890624836592657e-10
1898,3.2338744599006274e-05,7.388834813834169e-09,3.2338744599006274e-05,7.897246111023191e-10
1899,3.25944898317435e-05,7.462640727595726e-09,3.25944898317435e-05,7.738771131852015e-10
1900,3.260800856099065e-05,7.4187486630096694e-09,3.260800856099065e-05,7.258600942527949e-10
1901,3.280896063578049e-05,6.321184591635236e-09,3.280896063578049e-05,7.109948344360565e-10
1902,3.314369054610974e-05,6.425562177574713e-09,3.314369054610974e-05,7.177609934976609e-10
1903,3.3291667932644486e-05,6.91424606458213e-09,3.3291667932644486e-05,7.940154327685483e-10
1904,3.307963977152083e-05,7.296306987163754e-09,3.307963977152083e-05,7.459698612789976e-10
1905,3.29670037899632e-05,7.335622395235727e-09,3.29670037899632e-05,8.026650257151959e-10
1906,3.272287774182457e-05,7.382136870047264e-09,3.272287774182457e-05,7.783747416453427e-10
1907,3.234969491521562e-05,7.076811771509841e-09,3.234969491521562e-05,7.612725806880962e-10
1908,3.193098408311406e-05,6.8137677722290846e-09,3.193098408311406e-05,8.196581548412598e-10
1909,3.157727639648199e-05,6.655844129811937e-09,3.157727639648199e-05,7.335985906044482e-10
1910,3.096313516185286e-05,6.3071113411337725e-09,3.096313516185286e-05,7.343809568397372e-10
1911,3.097971343127678e-05,5.6016810872400975e-09,3.097971343127678e-05,7.408556546018019e-10
1912,3.080260934698994e-05,5.626284581085526e-09,3.080260934698994e-05,6.876202781772431e-10
1913,3.0423763226800865e-05,5.399634707613034e-09,3.0423763226800865e-05,6.62368755082505e-10
1914,3.0169930271638024e-05,5.3249691005825235e-09,3.0169930271638024e-05,6.76816824807247e-10
1915,3.005548205692321e-05,5.514937268762716e-09,3.005548205692321e-05,6.626535272883213e-10
1916,2.9383744601675842e-05,5.34058860627137e-09,2.9383744601675842e-05,6.991115147109944e-10
1917,2.9316487468479734e-05,4.988606512006706e-09,2.9316487468479734e-05,6.864886912895583e-10
1918,2.88565232559839e-05,5.061415128285571e-09,2.88565232559839e-05,7.172607032122715e-10
1919,2.8658325650862287e-05,4.949056561390616e-09,2.8658325650862287e-05,7.722084400490254e-10
1920,2.8850251900231732e-05,5.4282333231522475e-09,2.8850251900231732e-05,7.506317075848098e-10
1921,2.89043559210508e-05,6.023139923324752e-09,2.89043559210508e-05,6.910443804488051e-10
1922,2.920514998550061e-05,5.582206347958569e-09,2.920514998550061e-05,6.195633411072115e-10
1923,2.9803118585342808e-05,5.544015437207252e-09,2.9803118585342808e-05,6.369675303081429e-10
1924,3.018601559493358e-05,6.098394678133445e-09,3.018601559493358e-05,5.775946526620501e-10
1925,3.0343632066173347e-05,6.092559219033384e-09,3.0343632066173347e-05,5.459485066408984e-10
1926,3.043509189280615e-05,6.38862245645149e-09,3.043509189280615e-05,3.612738025404738e-10
1927,3.0265517904938732e-05,6.070323037883034e-09,3.0265517904938732e-05,2.912055616485379e-10
1928,3.0235622554235825e-05,5.454570509552273e-09,3.0235622554235825e-05,3.315224146792163e-10
1929,3.0096541325162563e-05,5.479529528530845e-09,3.0096541325162563e-05,4.085143076989642e-10
1930,2.9558077585534193e-05,5.434306845789447e-09,2.9558077585534193e-05,3.6742925963688984e-10
1931,2.901137304434087e-05,5.193781404955189e-09,2.901137304434087e-05,3.6924073917469057e-10
1932,2.9123890791587265e-05,5.517733444751879e-09,2.9123890791587265e-05,3.9479820008419304e-10
1933,2.9520730874667477e-05,5.158536011050176e-09,2.9520730874667477e-05,6.26469786760683e-10
1934,2.978764574176499e-05,5.148797832532637e-09,2.978764574176499e-05,6.936029072519239e-10
1935,2.9609068276061278e-05,5.5557561725752944e-09,2.9609068276061278e-05,7.140637783445822e-10
1936,2.9577675897079253e-05,5.878840779262516e-09,2.9577675897079253e-05,6.338580216258549e-10
1937,2.9913890882328686e-05,5.8298461296552824e-09,2.9913890882328686e-05,6.195030996128789e-10
1938,3.036956253968778e-05,5.721656355055822e-09,3.036956253968778e-05,6.802790929778218e-10
1939,3.0521906280357924e-05,5.720648716638672e-09,3.0521906280357924e-05,6.603881865955127e-10
1940,2.9954516451523106e-05,5.853644489763253e-09,2.9954516451523106e-05,4.803031246534774e-10
1941,2.954073118287072e-05,5.982472422212075e-09,2.954073118287072e-05,5.007459070409987e-10
1942,2.965762723761145e-05,6.078421512155176e-09,2.965762723761145e-05,5.86212897668581e-10
1943,2.951985853932066e-05,6.078635690036955e-09,2.951985853932066e-05,7.154487359693564e-10
1944,2.9386507906435456e-05,6.1348314365058545e-09,2.9386507906435456e-05,6.670928036158128e-10
1945,2.9623248078028803e-05,6.77735391617164e-09,2.9623248078028803e-05,6.551614826052646e-10
1946,2.9070965216046068e-05,6.5512953157614055e-09,2.9070965216046068e-05,9.279895839859569e-10
1947,2.9097262865564388e-05,6.511409443378722e-09,2.9097262865564388e-05,9.095170113080999e-10
1948,2.924420758582918e-05,6.5655380180170855e-09,2.924420758582918e-05,8.847027336912814e-10
1949,2.9270676220351432e-05,6.370910592729777e-09,2.9270676220351432e-05,7.783710600664914e-10
1950,2.936743788138431e-05,6.608042684470255e-09,2.936743788138431e-05,6.789577174291596e-10
1951,2.9357070421350988e-05,6.407014728284009e-09,2.9357070421350988e-05,7.096336891126193e-10
1952,2.89030083097584e-05,5.849070307460482e-09,2.89030083097584e-05,7.600276003787749e-10
1953,2.8978710750899544e-05,5.797308664869303e-09,2.8978710750899544e-05,4.752743674808966e-10
1954,2.8728566966102725e-05,5.552139129402381e-09,2.8728566966102725e-05,5.582880626052247e-10
1955,2.8441727928501287e-05,5.212580525945246e-09,2.8441727928501287e-05,5.452593178554923e-10
1956,2.802626269320691e-05,5.011590190459206e-09,2.802626269320691e-05,5.580427033167825e-10
1957,2.7410878309248282e-05,4.481083187053108e-09,2.7410878309248282e-05,6.092325810502786e-10
1958,2.6835059023661806e-05,4.5875222985460235e-09,2.6835059023661806e-05,6.071925184869542e-10
1959,2.6158275951664628e-05,4.573188811767588e-09,2.6158275951664628e-05,6.05954255026932e-10
1960,2.5664913794441547e-05,4.681668195973186e-09,2.5664913794441547e-05,6.173123322041261e-10
1961,2.4858816946756894e-05,5.274869493579867e-09,2.4858816946756894e-05,5.799736682973336e-10
1962,2.441153186997066e-05,5.275540512375951e-09,2.441153186997066e-05,5.993182180688958e-10
1963,2.402432827303918e-05,5.5457821826873246e-09,2.402432827303918e-05,5.779333242131709e-10
1964,2.3661508229062228e-05,5.5711158860763786e-09,2.3661508229062228e-05,4.849768285377008e-10
1965,2.319592723714387e-05,5.812122973379376e-09,2.319592723714387e-05,4.814450068771744e-10
1966,2.30908805990891e-05,5.8543080859254e-09,2.30908805990891e-05,4.011770320706225e-10
1967,2.2789487567414263e-05,5.836678315266194e-09,2.2789487567414263e-05,4.2435347696085605e-10
1968,2.2828191244376024e-05,5.447873898032997e-09,2.2828191244376024e-05,4.164168256247182e-10
1969,2.2535840149170587e-05,5.674696331884174e-09,2.2535840149170587e-05,4.323236411720087e-10
1970,2.215710940488082e-05,5.405679078965672e-09,2.215710940488082e-05,4.781346073036628e-10
1971,2.2112195178384093e-05,5.96670192619188e-09,2.2112195178384093e-05,6.034048023144984e-10
1972,2.1823463092524825e-05,5.9278144297942555e-09,2.1823463092524825e-05,6.288929535866064e-10
1973,2.1516274500754662e-05,6.169817038223105e-09,2.1516274500754662e-05,6.261980814833582e-10
1974,2.153420791728422e-05,6.315639059347891e-09,2.153420791728422e-05,5.777916319996531e-10
1975,2.1581579338609508e-05,6.274974952345604e-09,2.1581579338609508e-05,5.555962991264454e-10
1976,2.1473489011571344e-05,5.941717467245715e-09,2.1473489011571344e-05,5.362744137649145e-10
1977,2.138672477615598e-05,5.858190377239225e-09,2.138672477615598e-05,4.79198771933095e-10
1978,2.1378883112837294e-05,5.852492205146323e-09,2.1378883112837294e-05,4.428544079068278e-10
1979,2.1714096874347888e-05,5.825957621092519e-09,2.1714096874347888e-05,4.1392935111263437e-10
1980,2.194729287501624e-05,5.861255861613504e-09,2.194729287501624e-05,4.1184300414442987e-10
1981,2.1755636355789776e-05,5.889271546623474e-09,2.1755636355789776e-05,4.5451557200466246e-10
1982,2.1568880973583354e-05,6.449016685751628e-09,2.1568880973583354e-05,4.947965093204942e-10
1983,2.147413527252086e-05,6.6723999658790945e-09,2.147413527252086e-05,4.582133085660546e-10
1984,2.1592348795301014e-05,6.9070351977578474e-09,2.1592348795301014e-05,4.3945721664836613e-10
1985,2.158522043568415e-05,6.383998092068006e-09,2.158522043568415e-05,4.211128985203467e-10
1986,2.1485709242239993e-05,6.335233036582264e-09,2.1485709242239993e-05,4.357428346717691e-10
1987,2.13020336689494e-05,6.336179898218981e-09,2.13020336689494e-05,4.4337097088969253e-10
1988,2.148837977854003e-05,6.142169059078892e-09,2.148837977854003e-05,4.2112747812770937e-10
1989,2.1744714363844002e-05,5.670766332700948e-09,2.1744714363844002e-05,3.987096605254489e-10
1990,2.210612521074446e-05,5.480104941264179e-09,2.210612521074446e-05,3.934943601116966e-10
1991,2.238440772219162e-05,5.5274258820808035e-09,2.238440772219162e-05,4.889080886170762e-10
1992,2.263235286851081e-05,5.640712405100398e-09,2.263235286851081e-05,4.920437628770052e-10
1993,2.3027151525768985e-05,5.810096467432199e-09,2.3027151525768985e-05,5.076302790816913e-10
1994,2.3668336975138766e-05,5.586245942014654e-09,2.3668336975138766e-05,5.713712162133281e-10
1995,2.4296379186645417e-05,5.562120922572181e-09,2.4296379186645417e-05,5.723155639879098e-10
1996,2.5008106604218483e-05,5.449751887860137e-09,2.5008106604218483e-05,5.43607682677662e-10
1997,2.5818550836577613e-05,5.5033303628501275e-09,2.5818550836577613e-05,5.257680679715548e-10
1998,2.677319831231476e-05,5.314008407911583e-09,2.677319831231476e-05,4.240631159716354e-10
1999,2.749397364303669e-05,5.158869331722826e-09,2.749397364303669e-05,3.7931532716393793e-10
2000,2.8195378555600265e-05,4.6589318434899136e-09,2.8195378555600265e-05,3.707695202446816e-10
2001,2.886704740896156e-05,4.366893386580679e-09,2.886704740896156e-05,3.312065324382171e-10
2002,2.9521982079521486e-05,4.235412782398791e-09,2.9521982079521486e-05,2.98527966235973e-10
2003,3.004484018934558e-05,4.045398111734195e-09,3.004484018934558e-05,3.0198082724895517e-10
2004,3.053030975154668e-05,3.902135376725775e-09,3.053030975154668e-05,3.0854402564641145e-10
2005,3.0967528800829314e-05,3.6137979910120878e-09,3.0967528800829314e-05,3.74867557630308e-10
2006,3.177438208825022e-05,5.600543552729067e-09,3.177438208825022e-05,4.758622979788336e-10
2007,3.254231186084715e-05,5.3865298887956214e-09,3.254231186084715e-05,4.672247588821676e-10
2008,3.3150873475408715e-05,5.1978030451189335e-09,3.3150873475408715e-05,5.549669295541143e-10
2009,3.3273847553313575e-05,4.822015358436309e-09,3.3273847553313575e-05,6.418474323461559e-10
2010,3.319658208056353e-05,4.400361226191458e-09,3.319658208056353e-05,6.415212964025077e-10
2011,3.36222983605694e-05,3.961912627335553e-09,3.36222983605694e-05,6.201226655193943e-10
2012,3.392122484261303e-05,3.6890981896282274e-09,3.392122484261303e-05,5.46707556210129e-10
2013,3.3695887915590515e-05,1.2448501317065462e-09,3.3695887915590515e-05,4.612603354825495e-10
2014,3.350310362293385e-05,9.967608484627378e-10,3.350310362293385e-05,4.4395897672419183e-10
2015,3.299908712506294e-05,6.961464539743747e-10,3.299908712506294e-05,3.2867195473177245e-10
2016,3.3202017220901325e-05,7.952364282954554e-10,3.3202017220901325e-05,2.104700620136108e-10
2017,3.35949540991957e-05,8.179229562162623e-10,3.35949540991957e-05,1.977862827221936e-10
2018,3.333821878186427e-05,9.100146303175904e-10,3.333821878186427e-05,2.178454722168155e-10
2019,3.2946692044788506e-05,8.758652553231272e-10,3.2946692044788506e-05,2.442725882678687e-10
