ngram,gift,gft,gift,gfit
1677,4.557098821221318e-05,8.831139552967215e-08,4.557098821221318e-05,3.431849953423287e-08
1678,4.5551795795160744e-05,4.920120285792759e-08,4.5551795795160744e-05,3.431849953423287e-08
1679,3.871227428524955e-05,0.0,3.871227428524955e-05,3.431849953423287e-08
1680,3.794288906127414e-05,0.0,3.794288906127414e-05,3.431849953423287e-08
1681,3.645428452208372e-05,0.0,3.645428452208372e-05,3.431849953423287e-08
1682,3.284941314112595e-05,0.0,3.284941314112595e-05,0.0
1683,2.579632070722125e-05,0.0,2.579632070722125e-05,0.0
1684,2.293691561914914e-05,0.0,2.293691561914914e-05,0.0
1685,1.883186879630167e-05,2.0205831674502406e-08,1.883186879630167e-05,0.0
1686,2.1861116822817295e-05,4.7835038279637436e-08,2.1861116822817295e-05,0.0
1687,2.0755819605255965e-05,4.7835038279637436e-08,2.0755819605255965e-05,0.0
1688,1.9335752897729564e-05,4.7835038279637436e-08,1.9335752897729564e-05,0.0
1689,1.966234750787927e-05,4.7835038279637436e-08,1.966234750787927e-05,0.0
1690,1.9247096133767627e-05,4.7835038279637436e-08,1.9247096133767627e-05,0.0
1691,1.997713765636685e-05,4.7835038279637436e-08,1.997713765636685e-05,2.446605305652026e-08
1692,2.230171295585543e-05,2.762920660513503e-08,2.230171295585543e-05,2.446605305652026e-08
1693,1.8546426612634343e-05,0.0,1.8546426612634343e-05,2.446605305652026e-08
1694,1.713646945842941e-05,0.0,1.713646945842941e-05,2.446605305652026e-08
1695,1.7040368350405644e-05,0.0,1.7040368350405644e-05,2.446605305652026e-08
1696,1.7190375469259118e-05,0.0,1.7190375469259118e-05,2.446605305652026e-08
1697,1.7837404811871238e-05,7.347074821544603e-09,1.7837404811871238e-05,2.446605305652026e-08
1698,1.6114117767886326e-05,7.347074821544603e-09,1.6114117767886326e-05,0.0
1699,1.3379164751573366e-05,7.347074821544603e-09,1.3379164751573366e-05,0.0
1700,1.3577749541582307e-05,7.347074821544603e-09,1.3577749541582307e-05,0.0
1701,1.3508379002554907e-05,7.347074821544603e-09,1.3508379002554907e-05,0.0
1702,1.2907424661534606e-05,7.347074821544603e-09,1.2907424661534606e-05,1.1985159785256525e-08
1703,1.1103631485249415e-05,2.942949452387568e-08,1.1103631485249415e-05,1.1985159785256525e-08
1704,9.138630892786231e-06,3.074418637132632e-08,9.138630892786231e-06,1.1985159785256525e-08
1705,9.07058132984925e-06,4.905979571796186e-08,9.07058132984925e-06,1.1985159785256525e-08
1706,9.758545274962671e-06,4.905979571796186e-08,9.758545274962671e-06,1.1985159785256525e-08
1707,9.015658698834678e-06,6.121224873010891e-08,9.015658698834678e-06,1.1985159785256525e-08
1708,8.656170978481117e-06,6.121224873010891e-08,8.656170978481117e-06,2.1631027128218453e-08
1709,8.768740436997697e-06,6.121224873010891e-08,8.768740436997697e-06,9.645867342961928e-09
1710,8.866468371187303e-06,3.9129829027777826e-08,8.866468371187303e-06,9.645867342961928e-09
1711,8.356625520329025e-06,3.046806235878259e-08,8.356625520329025e-06,9.645867342961928e-09
1712,7.681808483539498e-06,1.2152453012147037e-08,7.681808483539498e-06,9.645867342961928e-09
1713,8.078497590499215e-06,1.2152453012147037e-08,8.078497590499215e-06,9.645867342961928e-09
1714,8.292328629977419e-06,0.0,8.292328629977419e-06,9.645867342961928e-09
1715,8.777853476463601e-06,0.0,8.777853476463601e-06,0.0
1716,8.270962260732112e-06,2.6564874490629464e-08,8.270962260732112e-06,0.0
1717,8.326480156028992e-06,4.184768544389174e-08,8.326480156028992e-06,0.0
1718,8.890720404711569e-06,4.958944188615533e-08,8.890720404711569e-06,0.0
1719,9.170658293961814e-06,4.958944188615533e-08,9.170658293961814e-06,0.0
1720,8.709440667839122e-06,6.771169834353583e-08,8.709440667839122e-06,0.0
1721,8.499128593289892e-06,6.771169834353583e-08,8.499128593289892e-06,8.760058075755036e-09
1722,8.279458208042862e-06,6.771169834353583e-08,8.279458208042862e-06,8.760058075755036e-09
1723,9.096446839456413e-06,5.349717621275626e-08,9.096446839456413e-06,8.760058075755036e-09
1724,8.73302990709947e-06,3.8214365259493984e-08,8.73302990709947e-06,8.760058075755036e-09
1725,9.278429063540119e-06,3.0472608817230396e-08,9.278429063540119e-06,8.760058075755036e-09
1726,1.0218269640712866e-05,3.0472608817230396e-08,1.0218269640712866e-05,8.760058075755036e-09
1727,1.0182900301255618e-05,1.2350352359849888e-08,1.0182900301255618e-05,8.760058075755036e-09
1728,1.0909591115445697e-05,2.5309472359172754e-08,1.0909591115445697e-05,6.479559999661433e-09
1729,1.1321076661780743e-05,3.805342580725275e-08,1.1321076661780743e-05,6.479559999661433e-09
1730,1.1457805547771776e-05,2.5703073447402858e-08,1.1457805547771776e-05,6.479559999661433e-09
1731,1.119704815469699e-05,2.5703073447402858e-08,1.119704815469699e-05,6.479559999661433e-09
1732,1.0613627702176537e-05,3.196159730529351e-08,1.0613627702176537e-05,6.479559999661433e-09
1733,1.077546513832723e-05,3.196159730529351e-08,1.077546513832723e-05,6.479559999661433e-09
1734,1.1214003214783069e-05,3.712332891885646e-08,1.1214003214783069e-05,6.479559999661433e-09
1735,1.0938362135805488e-05,3.063113496182268e-08,1.0938362135805488e-05,0.0
1736,1.0342390006761499e-05,2.8911831658920813e-08,1.0342390006761499e-05,0.0
1737,9.750191371235165e-06,4.275508810483838e-08,9.750191371235165e-06,0.0
1738,1.089525332125569e-05,4.824690437642078e-08,1.089525332125569e-05,0.0
1739,1.0472448918465358e-05,4.5219297005262756e-08,1.0472448918465358e-05,0.0
1740,9.715677476508842e-06,5.270657561189702e-08,9.715677476508842e-06,0.0
1741,9.21081839676065e-06,4.7544843998334075e-08,9.21081839676065e-06,0.0
1742,9.63880542518122e-06,4.1077917956044985e-08,9.63880542518122e-06,6.377372281057043e-09
1743,1.024963869765218e-05,3.005326781086686e-08,1.024963869765218e-05,6.377372281057043e-09
1744,1.0900069160665485e-05,1.6210011364949295e-08,1.0900069160665485e-05,6.377372281057043e-09
1745,1.1247314757513647e-05,1.0718195093366895e-08,1.1247314757513647e-05,6.377372281057043e-09
1746,1.286218594032107e-05,1.2465255748241231e-08,1.286218594032107e-05,6.377372281057043e-09
1747,1.3245534059283923e-05,9.137128894768206e-09,1.3245534059283923e-05,6.377372281057043e-09
1748,1.3721102342450259e-05,9.137128894768206e-09,1.3721102342450259e-05,6.377372281057043e-09
1749,1.456414000650901e-05,9.137128894768206e-09,1.456414000650901e-05,9.910560753009382e-09
1750,1.5942229505786338e-05,1.2435860341497573e-08,1.5942229505786338e-05,9.910560753009382e-09
1751,1.6855684667202047e-05,1.2435860341497573e-08,1.6855684667202047e-05,9.910560753009382e-09
1752,1.8181177828020217e-05,1.63344504906198e-08,1.8181177828020217e-05,9.910560753009382e-09
1753,1.9336517522918128e-05,1.6385825775598406e-08,1.9336517522918128e-05,1.4939913179594962e-08
1754,2.0839524040638935e-05,1.2226674022437173e-08,2.0839524040638935e-05,1.4939913179594962e-08
1755,2.182721540780871e-05,1.2226674022437173e-08,2.182721540780871e-05,1.4939913179594962e-08
1756,2.0898788014684605e-05,1.2226674022437173e-08,2.0898788014684605e-05,5.029352426585579e-09
1757,2.1074016720896388e-05,1.1973065840363363e-08,2.1074016720896388e-05,5.029352426585579e-09
1758,2.2562309433331912e-05,1.5080650633032226e-08,2.2562309433331912e-05,5.029352426585579e-09
1759,2.1555853761258603e-05,1.118206048391e-08,2.1555853761258603e-05,5.029352426585579e-09
1760,2.1392799551124752e-05,1.4136808802943181e-08,2.1392799551124752e-05,0.0
1761,2.120836623881977e-05,1.691237626135132e-08,2.120836623881977e-05,0.0
1762,2.215394293411269e-05,2.4960122349934214e-08,2.215394293411269e-05,0.0
1763,2.3196483847901357e-05,2.4960122349934214e-08,2.3196483847901357e-05,2.8386745652499356e-09
1764,2.3552045864302533e-05,3.034703815225319e-08,2.3552045864302533e-05,5.649354254241448e-09
1765,2.2718966907372567e-05,2.723945335958433e-08,2.2718966907372567e-05,5.649354254241448e-09
1766,2.382280893341106e-05,2.723945335958433e-08,2.382280893341106e-05,5.649354254241448e-09
1767,2.4052322779815377e-05,1.925535261396557e-08,2.4052322779815377e-05,8.593856547024968e-09
1768,2.4535151689113783e-05,1.6479785155557432e-08,2.4535151689113783e-05,8.593856547024968e-09
1769,2.5344878719936658e-05,1.1478298692476789e-08,2.5344878719936658e-05,8.593856547024968e-09
1770,2.6051697204820812e-05,1.1478298692476789e-08,2.6051697204820812e-05,5.7551819817750325e-09
1771,2.5599476170360242e-05,3.046259625502249e-09,2.5599476170360242e-05,5.5771461100156165e-09
1772,2.5275367599013926e-05,8.3184232835265e-09,2.5275367599013926e-05,5.5771461100156165e-09
1773,2.4018969010545072e-05,1.091361413939142e-08,2.4018969010545072e-05,5.5771461100156165e-09
1774,2.434034623937415e-05,1.6258540418740656e-08,2.434034623937415e-05,5.305106956906716e-09
1775,2.4306684281327762e-05,1.914722957963022e-08,2.4306684281327762e-05,5.305106956906716e-09
1776,2.4306677005370148e-05,1.8813339457730242e-08,2.4306677005370148e-05,5.305106956906716e-09
1777,2.3569039902732974e-05,2.173138976705299e-08,2.3569039902732974e-05,5.305106956906716e-09
1778,2.4082449142172534e-05,2.729367715963755e-08,2.4082449142172534e-05,5.453606835966898e-09
1779,2.4623199611336793e-05,2.970657066368533e-08,2.4623199611336793e-05,5.453606835966898e-09
1780,2.5755555595554013e-05,3.415880048659606e-08,2.5755555595554013e-05,5.453606835966898e-09
1781,2.4999355706053654e-05,3.263890795730211e-08,2.4999355706053654e-05,2.7811436962922797e-09
1782,2.4962772970736425e-05,3.1908352277858805e-08,2.4962772970736425e-05,2.7811436962922797e-09
1783,2.3976240429744523e-05,3.789437893634126e-08,2.3976240429744523e-05,2.7811436962922797e-09
1784,2.4708802292090176e-05,3.497632862701851e-08,2.4708802292090176e-05,2.7811436962922797e-09
1785,2.5186305200415e-05,3.75046533512042e-08,2.5186305200415e-05,0.0
1786,2.4852691889723894e-05,3.7860186097304904e-08,2.4852691889723894e-05,0.0
1787,2.4954504364619163e-05,3.468019014819999e-08,2.4954504364619163e-05,1.2891416188511228e-09
1788,2.7866082746186294e-05,3.477481261679064e-08,2.7866082746186294e-05,1.2891416188511228e-09
1789,2.8991626874942866e-05,3.378006395239806e-08,2.8991626874942866e-05,1.2891416188511228e-09
1790,2.9051099253203055e-05,2.6186516193555624e-08,2.9051099253203055e-05,1.2891416188511228e-09
1791,2.9256112351764125e-05,2.8358448668695602e-08,2.9256112351764125e-05,1.2891416188511228e-09
1792,2.8871679075694245e-05,2.353262258074957e-08,2.8871679075694245e-05,1.2891416188511228e-09
1793,2.9285254640853964e-05,1.7464076914766987e-08,2.9285254640853964e-05,1.2891416188511228e-09
1794,2.9057241460707572e-05,1.65906087598192e-08,2.9057241460707572e-05,0.0
1795,2.6270838913790483e-05,1.4497496790357088e-08,2.6270838913790483e-05,0.0
1796,2.5440187528147362e-05,1.523043519873519e-08,2.5440187528147362e-05,0.0
1797,2.5799152354011312e-05,1.58263577481372e-08,2.5799152354011312e-05,5.66923650881433e-10
1798,2.539328254767627e-05,1.5390395370827392e-08,2.539328254767627e-05,5.66923650881433e-10
1799,2.5351704347745647e-05,1.3927918120413909e-08,2.5351704347745647e-05,5.66923650881433e-10
1800,2.4736349847184363e-05,1.3190865669595756e-08,2.4736349847184363e-05,5.66923650881433e-10
1801,2.540563738356078e-05,1.1125590036544151e-08,2.540563738356078e-05,1.9599450951091058e-09
1802,2.6102971137983593e-05,1.1903806638814883e-08,2.6102971137983593e-05,1.9599450951091058e-09
1803,2.673439796905898e-05,1.2464483096457407e-08,2.673439796905898e-05,1.9599450951091058e-09
1804,2.669916908156925e-05,1.3204332548001827e-08,2.669916908156925e-05,1.3930214442276728e-09
1805,2.7391658607354786e-05,1.2247394971203512e-08,2.7391658607354786e-05,1.9123764476753583e-09
1806,2.7501069260844296e-05,1.2254936874813081e-08,2.7501069260844296e-05,2.1709265496383523e-09
1807,2.858772183701928e-05,1.2066051205802556e-08,2.858772183701928e-05,2.1709265496383523e-09
1808,2.943293033500335e-05,1.2078823021153897e-08,2.943293033500335e-05,1.4839946414570348e-09
1809,2.8994118370714466e-05,1.0378686227901263e-08,2.8994118370714466e-05,1.6649194562694853e-09
1810,2.8126915952140864e-05,9.011374757506019e-09,2.8126915952140864e-05,1.882857108321494e-09
1811,2.7496852843406877e-05,6.805138294144594e-09,2.7496852843406877e-05,1.882857108321494e-09
1812,2.6940603285246262e-05,6.264814032620945e-09,2.6940603285246262e-05,1.3635021048738087e-09
1813,2.6966565461147445e-05,5.8128191466571315e-09,2.6966565461147445e-05,1.686890183094647e-09
1814,2.6597829543918904e-05,5.602545570328386e-09,2.6597829543918904e-05,2.1048064561110127e-09
1815,2.6003937819041312e-05,5.240514910909155e-09,2.6003937819041312e-05,1.5918576298393612e-09
1816,2.620091903996321e-05,4.335890852707231e-09,2.620091903996321e-05,1.601105533869226e-09
1817,2.6935297033300492e-05,3.417550211080668e-09,2.6935297033300492e-05,1.3831678818172171e-09
1818,2.7451387203265248e-05,3.3622011365506766e-09,2.7451387203265248e-05,1.5622027481145194e-09
1819,2.8054875396524688e-05,3.574385216380855e-09,2.8054875396524688e-05,2.1633925127519304e-09
1820,2.871284466112099e-05,2.363926356250902e-09,2.871284466112099e-05,1.7288512684946307e-09
1821,2.9064446737590644e-05,1.7852023193043465e-09,2.9064446737590644e-05,1.439489250021353e-09
1822,2.9050121936182093e-05,1.7048558279394603e-09,2.9050121936182093e-05,1.371117441806291e-09
1823,3.156216007482726e-05,2.126244149001723e-09,3.156216007482726e-05,1.1809447229639757e-09
1824,3.338353521290368e-05,2.759616678029074e-09,3.338353521290368e-05,1.1809447229639757e-09
1825,3.3997143223781935e-05,2.8338154204174006e-09,3.3997143223781935e-05,1.0019098566666734e-09
1826,3.3955007113815683e-05,2.7384178258316183e-09,3.3955007113815683e-05,6.377165779574462e-10
1827,3.398917631005004e-05,2.800162102190029e-09,3.398917631005004e-05,5.948902481733853e-10
1828,3.458311766735278e-05,3.094700131077234e-09,3.458311766735278e-05,5.766653028110064e-10
1829,3.381502964267773e-05,2.5956245248386675e-09,3.381502964267773e-05,5.221706797112599e-10
1830,3.176658122226529e-05,2.555454371920364e-09,3.176658122226529e-05,5.221706797112599e-10
1831,2.9822136379412507e-05,2.122312912712841e-09,2.9822136379412507e-05,6.150653399293406e-10
1832,2.98281925747038e-05,2.3799760575014618e-09,2.98281925747038e-05,6.150653399293406e-10
1833,2.9858071294646444e-05,2.189437837379111e-09,2.9858071294646444e-05,4.605471163162836e-10
1834,3.015231933594415e-05,2.3955975933124105e-09,3.015231933594415e-05,6.051570911047577e-10
1835,2.965834599828148e-05,2.430434869233571e-09,2.965834599828148e-05,4.948277819240485e-10
1836,3.0728178899153136e-05,2.655618407716125e-09,3.0728178899153136e-05,4.996146829583381e-10
1837,3.123809437965974e-05,2.5841658812808532e-09,3.123809437965974e-05,5.770560933855101e-10
1838,3.1615031340541986e-05,2.3652387350279825e-09,3.1615031340541986e-05,5.604871804771555e-10
