ngram,vegetable,vegetble,vegtable,vegeable
1933,1.5463866345401455e-05,2.633732240234618e-10,1.3470663711474223e-09,1.4497099790463812e-09
1934,1.5421972420881502e-05,2.406348453831697e-10,1.2090130880564637e-09,1.4028807084263762e-09
1935,1.5477273336728103e-05,1.9501587249821332e-10,1.448761515516444e-09,1.5087079918707502e-09
1936,1.5592021944550133e-05,1.6973007523267214e-10,1.536055211597593e-09,1.6212874852174407e-09
1937,1.5921446902211756e-05,1.6973007523267214e-10,1.7461244513786563e-09,1.8571016629260433e-09
1938,1.6157468572990702e-05,1.172640556086029e-10,1.609827097023445e-09,1.7419050170529106e-09
1939,1.6818550128456472e-05,4.633431733529798e-11,1.8924168264179896e-09,1.8552396920311155e-09
1940,1.741680015194496e-05,2.5793262367227296e-11,1.8181309156619007e-09,2.232101995299932e-09
1941,1.7903938766851623e-05,2.5793262367227296e-11,1.931530808312638e-09,2.5058625967895e-09
1942,1.8133409477221513e-05,1.5033348970445408e-10,1.8580191353732646e-09,2.418922348138405e-09
1943,1.821853220462799e-05,1.7178681493185925e-10,1.9055688297139486e-09,2.4879253736541175e-09
1944,1.7969843741281822e-05,1.9075813746065913e-10,1.6707313786414245e-09,2.251232676466129e-09
1945,1.7686652816857012e-05,2.4706639710293995e-10,1.593543305248143e-09,2.171934203915831e-09
1946,1.7134986592282075e-05,2.4706639710293995e-10,1.3109318947839605e-09,2.112937808845012e-09
1947,1.6290961087049383e-05,2.2127313473571268e-10,1.312505794524656e-09,1.7791992958292114e-09
1948,1.5648125034723697e-05,2.2127313473571268e-10,1.3549986608931063e-09,1.6324993103365516e-09
1949,1.5125703092573012e-05,1.3074523210119893e-10,1.2783846124543784e-09,1.6974316714118182e-09
1950,1.4704181791915158e-05,2.1081176288755595e-10,1.2115977824197648e-09,1.6261114835610817e-09
1951,1.4436159939837775e-05,1.9184044035875607e-10,1.4360184866620988e-09,1.651536526584404e-09
1952,1.4045308099801851e-05,1.6690007907462145e-10,1.533464244474203e-09,1.7086145831513022e-09
1953,1.3772541673720948e-05,1.6690007907462145e-10,1.8072818321255924e-09,1.864877680850847e-09
1954,1.344932622617177e-05,1.959319908698528e-10,1.8719263440912316e-09,1.8424264495006275e-09
1955,1.309987250611552e-05,2.1042624289860764e-10,1.885605624022243e-09,1.8639230000719718e-09
1956,1.2753228864832117e-05,1.7641391819589458e-10,2.0983552197405076e-09,1.8307103293630738e-09
1957,1.2491327132530777e-05,7.48940621821324e-11,2.1840299886071487e-09,1.7975153112002674e-09
1958,1.2396436042243814e-05,1.2250129383106767e-10,2.212142326461576e-09,1.8442168110104668e-09
1959,1.2256336049176753e-05,9.113339547292147e-11,2.3558491665401758e-09,1.8555481278476854e-09
1960,1.1990119284226758e-05,1.3348483925344568e-10,2.064780584604924e-09,1.5225132424642344e-09
1961,1.1867510173552936e-05,1.382196351421402e-10,2.121909695570626e-09,1.6442269609332323e-09
1962,1.1633104285075596e-05,1.339271392199391e-10,2.041969038302227e-09,1.5363567561012458e-09
1963,1.1433766303525772e-05,1.7354256523890602e-10,1.8740442531139934e-09,1.5181572189858018e-09
1964,1.1228752685253443e-05,2.0052249543362725e-10,1.7900426220661204e-09,1.5361054016084707e-09
1965,1.0878820441056242e-05,1.7936050858821265e-10,1.771493301256604e-09,1.4681974207826037e-09
1966,1.0614908725463984e-05,2.0573972287734373e-10,1.5959521640748368e-09,1.3855887231224123e-09
1967,1.029514948770936e-05,1.8992231596927566e-10,1.6511497407429537e-09,1.3983060582439017e-09
1968,1.0045351180971401e-05,1.9158177425434734e-10,1.4889540394286931e-09,1.2320518652916439e-09
1969,9.90953204953777e-06,2.2626444765424684e-10,1.363261154756807e-09,1.1777712694005515e-09
1970,9.796131832575026e-06,2.1295754842094132e-10,1.2480364519618092e-09,1.097929866070554e-09
1971,9.696100148305828e-06,3.5604472148342836e-10,1.3098869766636767e-09,1.1150258890805072e-09
1972,9.616477005433158e-06,3.5568581215260156e-10,1.2711571953768645e-09,1.0515257791483229e-09
1973,9.647882637052265e-06,3.458147914850837e-10,1.3203122722111565e-09,9.395412305300356e-10
1974,9.697579636329984e-06,3.355757606317487e-10,1.320572223002208e-09,8.380667152315827e-10
1975,9.791716625581362e-06,3.5691609489336377e-10,1.3005100647183505e-09,8.202456769357269e-10
1976,9.872467931667675e-06,3.6025025323960236e-10,1.442857262239678e-09,8.902649847478525e-10
1977,9.925424689884363e-06,3.499945482242163e-10,1.4418188230637595e-09,8.207043417878574e-10
1978,9.911747578631288e-06,1.7992744496700804e-10,1.4049336931926909e-09,6.898549311161264e-10
1979,9.9456402884763e-06,1.782242121741083e-10,1.339702904168405e-09,6.000617542538983e-10
1980,9.877689470678369e-06,2.557579515235656e-10,1.3614530296785737e-09,5.558703814705674e-10
1981,9.87016665021656e-06,2.9287153654625596e-10,1.3637700175499796e-09,5.451343543239062e-10
1982,9.77321776320293e-06,2.4351653134445176e-10,1.4274148847042462e-09,4.774663363095653e-10
1983,9.590474292053841e-06,2.3231047145490435e-10,1.4528121404312954e-09,3.4571381471845287e-10
1984,9.485613840557302e-06,2.5301061543478044e-10,1.4285661225394669e-09,3.0152685903672705e-10
1985,9.39686794611459e-06,2.8194691521963936e-10,1.6957086369982578e-09,2.6610958476463205e-10
1986,9.312862208129705e-06,3.4046647346646404e-10,1.7989308455566645e-09,2.738309678213773e-10
1987,9.20042514605614e-06,2.79861876728571e-10,1.8682101421418906e-09,2.4572304508601357e-10
1988,9.093375280956803e-06,2.6804174455393893e-10,1.8077651915098564e-09,2.4916251205122006e-10
1989,9.068017789104488e-06,2.672822613038393e-10,1.8885582938768917e-09,2.3947256677647744e-10
1990,9.103844994180171e-06,2.5689958246017623e-10,2.1613225177828456e-09,2.2908988793281437e-10
1991,9.137054413648521e-06,2.464236904808903e-10,2.149139977092318e-09,2.0469413069308066e-10
1992,9.126227658790803e-06,2.3021208302760014e-10,1.9152036464678954e-09,1.9571659769036997e-10
1993,9.102459963677184e-06,1.5375078145164955e-10,1.8440505313220358e-09,1.9244622562197833e-10
1994,9.177790161629673e-06,1.268165750983081e-10,1.725755141964872e-09,1.721994853257477e-10
1995,9.156325696884388e-06,9.800237902947627e-11,1.8995521029146242e-09,1.49772421151725e-10
1996,9.129601624278752e-06,9.765240649836241e-11,1.8099287306989303e-09,1.4872250504528927e-10
1997,9.034948561748024e-06,7.677508182773224e-11,1.5065278072664716e-09,1.3935022828109085e-10
1998,8.872952613663593e-06,8.51647338960339e-11,1.5098519418848306e-09,1.3697578636816055e-10
1999,8.700654429308738e-06,8.328652995445322e-11,1.3675793830714156e-09,1.5679055920655597e-10
2000,8.591647461539001e-06,8.723002925140452e-11,1.2887687583784668e-09,1.2208590239949834e-10
2001,8.41354631120339e-06,8.07268993715685e-11,1.3138075230908645e-09,1.2572423261200275e-10
2002,8.321540138110453e-06,6.795263657322081e-11,1.150139015772465e-09,1.280370531819841e-10
2003,8.213007406863784e-06,6.680873463576248e-11,1.0871609327064595e-09,1.349216214942471e-10
2004,8.189873759485116e-06,7.11493022236593e-11,9.623314526204955e-10,1.4794332425793755e-10
2005,8.256214122021837e-06,5.138835735908818e-11,8.99116075243305e-10,1.7035870928224942e-10
2006,8.49958139172356e-06,5.0835013282179986e-11,9.410084695587224e-10,1.7899182136460468e-10
2007,8.709842534569492e-06,5.6551637876513434e-11,8.920546206476437e-10,1.686069627169852e-10
2008,9.037028965914423e-06,8.829811633843348e-11,7.679305604111977e-10,1.743387418556048e-10
2009,9.200707998908391e-06,9.659547467455454e-11,6.993647565829114e-10,1.6531056384883058e-10
2010,9.345429134555161e-06,9.553123346947182e-11,7.127965122905827e-10,1.395198768025122e-10
2011,9.410680961861675e-06,8.543814143272384e-11,6.714084526444302e-10,1.0924060168353883e-10
2012,9.471524728204323e-06,7.587221798253742e-11,6.311462780977146e-10,7.483171126405302e-11
2013,9.346984370495193e-06,8.698316447080285e-11,5.77396297440913e-10,3.901015671206995e-11
2014,9.13290490903559e-06,7.088168122884993e-11,4.913503111325657e-10,3.901015671206995e-11
2015,8.873722695820366e-06,3.91352027669299e-11,4.87594739881755e-10,2.3136917481109923e-11
2016,8.837168544622337e-06,3.0837844430808836e-11,4.380233928545442e-10,1.0690880224745974e-11
2017,8.790048165489376e-06,3.1201273046714086e-11,3.629647202009941e-10,1.2472693595536969e-11
2018,8.765700476942584e-06,3.7441527656056904e-11,3.380673262165512e-10,1.4967232314644363e-11
2019,8.678324093125411e-06,3.745715890235424e-11,3.104471497580863e-10,9.36428972558856e-12
