ngram,boyfriend,boyfiend,boyfreind
1825,2.3721731959699557e-09,0.0,0.0
1826,2.3721731959699557e-09,0.0,0.0
1827,2.3721731959699557e-09,0.0,0.0
1828,2.3721731959699557e-09,0.0,0.0
1829,4.07453550264693e-09,0.0,0.0
1830,3.828526575132076e-09,0.0,0.0
1831,3.921421235350156e-09,0.0,0.0
1832,3.921421235350156e-09,0.0,0.0
1833,3.921421235350156e-09,0.0,0.0
1834,3.921421235350156e-09,0.0,0.0
1835,3.921421235350156e-09,0.0,0.0
1836,2.6197182994331617e-09,0.0,0.0
1837,6.183229325377023e-10,0.0,0.0
1838,5.254282723196216e-10,0.0,0.0
1839,6.012097090010318e-10,0.0,0.0
1840,6.012097090010318e-10,0.0,0.0
1841,6.012097090010318e-10,0.0,0.0
1842,6.012097090010318e-10,0.0,0.0
1843,1.4135596661444894e-10,0.0,0.0
1844,2.749216806588858e-10,0.0,0.0
1845,3.4166044596669766e-10,0.0,0.0
1846,5.267610078288751e-10,0.0,0.0
1847,3.920667116360679e-09,0.0,0.0
1848,3.97535479138408e-09,0.0,0.0
1849,4.082833864644491e-09,0.0,0.0
1850,4.017259334711452e-09,0.0,0.0
1851,3.930122215762515e-09,0.0,0.0
1852,4.267876016880326e-09,0.0,0.0
1853,4.151772049170483e-09,0.0,0.0
1854,8.083678012685677e-10,0.0,0.0
1855,9.111853731853208e-10,0.0,0.0
1856,1.1515979201983028e-09,0.0,0.0
1857,1.2960006004877504e-09,0.0,0.0
1858,1.2495720053922505e-09,0.0,0.0
1859,1.0278676045226221e-09,0.0,0.0
1860,1.3710512447584478e-09,0.0,0.0
1861,1.4900094174359018e-09,0.0,0.0
1862,1.8896869148830676e-09,0.0,0.0
1863,2.0191740977639127e-09,0.0,0.0
1864,1.9689616603812965e-09,0.0,0.0
1865,2.0131882113741793e-09,0.0,0.0
1866,2.007358525433846e-09,0.0,0.0
1867,1.9083089632308615e-09,0.0,0.0
1868,1.9180957219358928e-09,0.0,0.0
1869,1.4400847498612685e-09,0.0,0.0
1870,1.0049424070679436e-09,0.0,0.0
1871,1.4788170608705441e-09,0.0,0.0
1872,1.9669627514064457e-09,0.0,0.0
1873,1.9850480307123266e-09,0.0,0.0
1874,1.834580202039352e-09,0.0,0.0
1875,1.695448440372108e-09,4.011503034513047e-11,0.0
1876,2.1529244736180023e-09,4.011503034513047e-11,0.0
1877,2.669914773394717e-09,4.011503034513047e-11,0.0
1878,2.2832766709081552e-09,4.011503034513047e-11,0.0
1879,1.820732057186295e-09,4.011503034513047e-11,0.0
1880,1.6256882982647524e-09,1.0588839725679731e-10,0.0
1881,2.3657774628205175e-09,1.0588839725679731e-10,0.0
1882,2.3580720114641754e-09,6.577336691166685e-11,0.0
1883,1.9499147177867317e-09,6.577336691166685e-11,0.0
1884,1.4822206755622197e-09,6.577336691166685e-11,0.0
1885,1.5329801039687396e-09,9.479664474034065e-11,0.0
1886,1.6838614034865783e-09,9.479664474034065e-11,0.0
1887,1.932567126169563e-09,2.90232778286738e-11,0.0
1888,1.1700564207993226e-09,2.90232778286738e-11,0.0
1889,1.163817736626882e-09,2.90232778286738e-11,0.0
1890,1.2376927459113928e-09,2.90232778286738e-11,0.0
1891,1.274185285060625e-09,2.90232778286738e-11,0.0
1892,1.3790727964353116e-09,0.0,0.0
1893,1.2736722351406167e-09,0.0,0.0
1894,1.290067786723676e-09,0.0,0.0
1895,1.222243500853537e-09,4.234241528828469e-11,0.0
1896,2.513941594577724e-09,4.234241528828469e-11,0.0
1897,2.943185758600261e-09,4.234241528828469e-11,0.0
1898,3.302191044417059e-09,6.038058346964042e-11,0.0
1899,3.1654702827209137e-09,6.038058346964042e-11,0.0
1900,3.1043737303004804e-09,6.038058346964042e-11,0.0
1901,3.0277760180005433e-09,6.038058346964042e-11,0.0
1902,3.034542177062148e-09,3.525645846697805e-11,0.0
1903,1.8920037798369246e-09,3.525645846697805e-11,0.0
1904,1.5299076807005564e-09,3.525645846697805e-11,0.0
1905,1.1191114503348943e-09,1.721829028562232e-11,0.0
1906,1.073908339239387e-09,1.721829028562232e-11,0.0
1907,1.107597569216523e-09,1.721829028562232e-11,0.0
1908,1.097511906752605e-09,1.721829028562232e-11,0.0
1909,1.3973205925665866e-09,0.0,0.0
1910,1.5801111213115909e-09,0.0,0.0
1911,1.4363989204418154e-09,0.0,0.0
1912,1.4754774703616492e-09,0.0,0.0
1913,1.7921589450559899e-09,0.0,0.0
1914,2.0404371763633425e-09,0.0,0.0
1915,1.9417128936462446e-09,0.0,0.0
1916,1.6224063600514933e-09,0.0,0.0
1917,1.4877369891586056e-09,0.0,0.0
1918,1.5488787157608946e-09,0.0,0.0
1919,1.4477716000255952e-09,0.0,0.0
1920,1.3007634166212994e-09,0.0,0.0
1921,1.3862582659166352e-09,0.0,0.0
1922,4.3496278473839236e-09,0.0,0.0
1923,4.803443737013056e-09,0.0,0.0
1924,7.19309562607906e-09,0.0,0.0
1925,7.535271548596092e-09,0.0,0.0
1926,8.598445130506401e-09,0.0,0.0
1927,9.774354976193372e-09,0.0,0.0
1928,1.085810698496305e-08,0.0,0.0
1929,1.0293051934594035e-08,0.0,0.0
1930,1.160968673577908e-08,0.0,0.0
1931,1.1514952102942289e-08,0.0,0.0
1932,1.301915223247566e-08,0.0,0.0
1933,1.6667873303788383e-08,0.0,0.0
1934,1.788575319596118e-08,0.0,0.0
1935,1.829144772155392e-08,0.0,0.0
1936,1.813749468076204e-08,0.0,0.0
1937,2.0720060461038818e-08,2.2442416972420378e-11,0.0
1938,2.4749118944709736e-08,2.2442416972420378e-11,0.0
1939,2.92131406049683e-08,2.2442416972420378e-11,0.0
1940,3.2611917737719e-08,2.2442416972420378e-11,0.0
1941,3.4057668939015325e-08,2.2442416972420378e-11,2.7578570379763587e-11
1942,3.73025138397257e-08,2.2442416972420378e-11,2.7578570379763587e-11
1943,3.896877715752518e-08,2.2442416972420378e-11,4.903189560716876e-11
1944,4.204985185448809e-08,0.0,4.903189560716876e-11
1945,4.0626476405236644e-08,0.0,4.903189560716876e-11
1946,4.581209748063689e-08,0.0,4.903189560716876e-11
1947,4.427689630810099e-08,0.0,4.903189560716876e-11
1948,4.568713229957666e-08,0.0,2.1453325227405173e-11
1949,4.6874465452008603e-08,0.0,2.1453325227405173e-11
1950,4.9618297026654545e-08,0.0,0.0
1951,4.837049465728731e-08,0.0,0.0
1952,4.9959172798708096e-08,0.0,0.0
1953,4.35477944498481e-08,0.0,0.0
1954,4.489834586658097e-08,0.0,0.0
1955,4.752749254472681e-08,0.0,0.0
1956,4.949395306295758e-08,0.0,0.0
1957,5.0100189140169146e-08,0.0,0.0
1958,5.4632882345068927e-08,0.0,0.0
1959,6.276038837833247e-08,0.0,0.0
1960,7.439761873229145e-08,0.0,0.0
1961,8.608710239903822e-08,0.0,0.0
1962,9.562420899555946e-08,0.0,4.0807024426214866e-11
1963,1.0868697231103397e-07,0.0,4.0807024426214866e-11
1964,1.2660879430573653e-07,0.0,4.0807024426214866e-11
1965,1.4542590979057683e-07,0.0,4.0807024426214866e-11
1966,1.6886191238946984e-07,0.0,9.3565453004477e-11
1967,1.9382381058871294e-07,0.0,9.3565453004477e-11
1968,2.2722706814550163e-07,0.0,1.112785359889758e-10
1969,2.710407187578312e-07,0.0,7.047151156276093e-11
1970,3.1427316977377426e-07,0.0,7.047151156276093e-11
1971,3.6334819445268553e-07,0.0,7.047151156276093e-11
1972,4.097965537701904e-07,0.0,1.0525329219301938e-10
1973,4.6601321709463915e-07,0.0,5.249486361475724e-11
1974,5.129747283457878e-07,0.0,6.878986963387845e-11
1975,5.681954787308184e-07,0.0,5.1076786649379664e-11
1976,6.113315618806934e-07,0.0,5.1076786649379664e-11
1977,6.646666698933197e-07,0.0,5.1076786649379664e-11
1978,7.257108092874529e-07,8.15992858600139e-12,5.1076786649379664e-11
1979,7.928416120453871e-07,1.6287629479266082e-11,1.6295006019121214e-11
1980,8.50720141443162e-07,3.196128431359746e-11,1.6295006019121214e-11
1981,9.234870503860293e-07,6.248047862819232e-11,1.5259597157297425e-11
1982,9.98779008958601e-07,9.95379547635051e-11,1.5259597157297425e-11
1983,1.0864647411576049e-06,1.1434296614701696e-10,2.266210284905336e-11
1984,1.1807509931064227e-06,1.290441528435858e-10,3.001269619733777e-11
1985,1.273539575257538e-06,1.2811829920379913e-10,3.724677114355249e-11
1986,1.376074513765551e-06,1.3380770846497088e-10,5.1063881297988953e-11
1987,1.4756534158420566e-06,1.3150898871867282e-10,8.450121753116641e-11
1988,1.5891064971843401e-06,1.0098979440407798e-10,8.310443999626216e-11
1989,1.7000653380299419e-06,1.0384438794974749e-10,8.310443999626216e-11
1990,1.8240183245714953e-06,1.0235430112597627e-10,8.235939658437656e-11
1991,1.952507091118605e-06,1.0736091926192134e-10,7.500880323609214e-11
1992,2.07422163254835e-06,1.637503079560914e-10,6.777472828987742e-11
1993,2.2057514732815823e-06,1.692572758536594e-10,6.039897748610912e-11
1994,2.3611506938842856e-06,1.9490112103591273e-10,3.346477113276767e-11
1995,2.5160865594183894e-06,2.0767538383426043e-10,2.5989082909548346e-11
1996,2.684542453477791e-06,1.8036739264846802e-10,2.5989082909548346e-11
1997,2.8959439727519306e-06,1.7280499253757853e-10,2.508414507852917e-11
1998,3.1066147130331956e-06,1.7043055062464825e-10,1.0019537977079551e-10
1999,3.348373606318741e-06,1.2307681956924554e-10,1.1646511235577758e-10
2000,3.5939731008381514e-06,1.1413760016486054e-10,1.7233290290828507e-10
2001,3.857187039102428e-06,1.0554320116286573e-10,1.81041963662595e-10
2002,4.162696216423813e-06,1.303488140837393e-10,1.9612904752655932e-10
2003,4.4511062112308404e-06,1.7964238132764772e-10,2.2191973457287772e-10
2004,4.772315475877674e-06,1.7893640289717057e-10,2.2121375614240054e-10
2005,5.099242831160414e-06,1.6160303997758696e-10,2.106942383458702e-10
2006,5.613602947310678e-06,1.453333073926049e-10,2.253039396913982e-10
2007,6.163348189147655e-06,1.6178425414824027e-10,1.6299478978822257e-10
2008,6.814739793169013e-06,1.5252419119371474e-10,2.059844750125693e-10
2009,7.302040882807757e-06,1.3568771057134325e-10,2.0110497642167324e-10
2010,7.773026027280139e-06,1.0654123367267613e-10,1.875959779383342e-10
2011,8.531265198793595e-06,1.2006427598164138e-10,2.1504621099716863e-10
2012,9.189544081371942e-06,1.4142370607928e-10,1.6113420915025197e-10
2013,9.50263178570562e-06,1.7352984129002736e-10,1.4095682062041449e-10
2014,9.73819130324825e-06,1.6747703620748463e-10,1.5134832078077054e-10
2015,9.635525072683646e-06,1.517433891833659e-10,1.094384582955854e-10
2016,9.819108657081546e-06,1.3099999408651619e-10,1.2413617058884948e-10
2017,1.0029545289095646e-05,1.1462362945376577e-10,1.304968956968485e-10
2018,9.785403381101788e-06,1.1155093168624397e-10,1.1110078412812641e-10
2019,9.542718089505797e-06,1.0205966193693738e-10,1.2018647882472422e-10
