ngram,maintenance,maintenace,maintnce,mainteance
1821,1.8248275020076627e-05,4.081034890976046e-09,0.0,9.262179277515412e-10
1822,1.747583545303704e-05,4.3305726940953295e-09,0.0,9.262179277515412e-10
1823,1.7567538764394287e-05,4.693583965931225e-09,0.0,1.1574335299714888e-09
1824,1.775841233861034e-05,4.410553731761167e-09,0.0,1.1202059755989679e-09
1825,1.8278758683923764e-05,3.6419961887571415e-09,0.0,9.411711093016655e-10
1826,1.8487154583064174e-05,3.309602092382846e-09,0.0,9.411711093016655e-10
1827,1.877037461131944e-05,2.4869647690423894e-09,0.0,1.3594535338715526e-09
1828,1.94014347861022e-05,2.67117349667905e-09,0.0,9.737907623121244e-10
1829,2.1230831407592632e-05,2.9838299212389276e-09,0.0,1.254887876151705e-09
1830,2.1068164902057367e-05,2.0507368581057506e-09,0.0,8.334995550894422e-10
1831,2.1358200163896462e-05,1.6483768080658275e-09,0.0,6.993795384094678e-10
1832,2.2002874434942248e-05,2.117806200249309e-09,0.0,6.993795384094678e-10
1833,2.2207730060992098e-05,2.4116992847211804e-09,0.0,7.818578007245947e-10
1834,2.2553827875526622e-05,2.5347988470108315e-09,0.0,5.296957634420047e-10
1835,2.2452466769859063e-05,2.177265011140049e-09,0.0,5.296957634420047e-10
1836,2.1363097922793323e-05,1.6901319629550722e-09,0.0,2.485986496024241e-10
1837,2.1694203366808195e-05,2.351378417372477e-09,0.0,3.2604006002959606e-10
1838,2.164195289619134e-05,2.5803556672318197e-09,0.0,7.076687886480621e-10
1839,2.1154555465078113e-05,2.6663423770477225e-09,0.0,7.076687886480621e-10
1840,2.109114393533673e-05,2.934224728269795e-09,0.0,6.251905263329352e-10
1841,2.1073004973004572e-05,3.441715285783837e-09,0.0,1.4387566931490475e-09
1842,2.1205345027348293e-05,4.33097892470004e-09,0.0,1.4995721331345635e-09
1843,2.1415148564431418e-05,4.321492275138894e-09,0.0,1.6962957229336796e-09
1844,2.141787860767051e-05,3.803551029690766e-09,0.0,1.685637169528726e-09
1845,2.1509435880164218e-05,3.641312545139235e-09,0.0,1.9046573048900737e-09
1846,2.1808497227279338e-05,4.198469088263173e-09,0.0,1.9046573048900737e-09
1847,2.170790737311888e-05,3.7000118128080064e-09,0.0,1.9652627699809753e-09
1848,2.1678011242849088e-05,3.352469563860134e-09,0.0,1.0949515659243657e-09
1849,2.1410436342453716e-05,2.5943806706126995e-09,0.0,1.0878756625690551e-09
1850,2.137481455325282e-05,3.0509751471262193e-09,0.0,1.2234414433923542e-09
1851,2.108827798760363e-05,2.902775234466962e-09,0.0,1.4352301648732991e-09
1852,2.074468777988971e-05,3.392213732134053e-09,0.0,8.851428716966885e-10
1853,2.0298358971818482e-05,2.3943209795770517e-09,0.0,1.029920902530433e-09
1854,2.0017390072877917e-05,2.4650138755585462e-09,0.0,1.0198172980694205e-09
1855,1.9849661319832584e-05,2.4978422822182924e-09,0.0,1.0154454459827227e-09
1856,2.0026513084303588e-05,2.9786673762442562e-09,0.0,1.011404713948037e-09
1857,1.9673402545907136e-05,2.6009010500871454e-09,0.0,7.272495700887711e-10
1858,2.0143705374461467e-05,2.7608077570105495e-09,0.0,6.790920445024337e-10
1859,2.046129598706362e-05,2.4483480481103062e-09,0.0,6.894598622178957e-10
1860,2.0718658561236225e-05,2.5730226045033486e-09,0.0,6.666722491515437e-10
1861,2.0937305505088132e-05,2.43348666614399e-09,0.0,8.421171101716648e-10
1862,2.115293916306525e-05,2.242778803943476e-09,0.0,7.928318834782289e-10
1863,2.117402878606559e-05,2.310801661131734e-09,0.0,8.863467261731119e-10
1864,2.153162365305304e-05,2.3547794666559494e-09,0.0,8.853076208633784e-10
1865,2.1605437983193303e-05,2.4956504323420906e-09,0.0,8.317997719180831e-10
1866,2.1759820291273562e-05,2.9597667967300775e-09,0.0,8.151100033033337e-10
1867,2.2042269327877356e-05,3.1987699631942844e-09,0.0,6.931195855359412e-10
1868,2.2350154852444704e-05,4.430147518671593e-09,0.0,5.119845618890245e-10
1869,2.240455874665973e-05,4.175009663384291e-09,0.0,7.333674897517081e-10
1870,2.2513959525635334e-05,4.171459868006013e-09,0.0,7.590996839049577e-10
1871,2.2397277072221705e-05,4.510568196725018e-09,0.0,7.931566871542475e-10
1872,2.2488952319171013e-05,4.474544948848294e-09,0.0,9.848158836042335e-10
1873,2.268423330471186e-05,3.961754789307191e-09,0.0,1.0966112740096179e-09
1874,2.304053149211021e-05,4.111853960494674e-09,0.0,1.1760927033842096e-09
1875,2.336946662191102e-05,3.810493817305424e-09,0.0,1.1713960357262465e-09
1876,2.3695269451958927e-05,4.076309892805544e-09,0.0,1.3159466611638899e-09
1877,2.381295079041073e-05,3.5956669705175923e-09,0.0,1.2169041647374407e-09
1878,2.4209690569218117e-05,3.830170720269572e-09,0.0,1.3897495614629512e-09
1879,2.4194325305870734e-05,3.868495301873054e-09,0.0,1.0211841610414346e-09
1880,2.420363255493742e-05,4.364071865785897e-09,0.0,1.1940159892555512e-09
1881,2.4002089308591428e-05,4.082482193571277e-09,0.0,1.3670593228860233e-09
1882,2.4093854985299652e-05,4.238645847008473e-09,0.0,1.4889921914499178e-09
1883,2.4491552591955822e-05,4.889459472222159e-09,0.0,1.388566650550871e-09
1884,2.5144155058244776e-05,5.4946623758870115e-09,0.0,1.5322396526177125e-09
1885,2.5440462455402928e-05,6.067740532245125e-09,0.0,1.6555447330495505e-09
1886,2.6057872154134592e-05,7.123909652660489e-09,0.0,1.9590195021734758e-09
1887,2.6587187936196903e-05,7.566282077066587e-09,0.0,1.8512244118592695e-09
1888,2.70152190101466e-05,8.226917496451896e-09,0.0,1.8417252326382742e-09
1889,2.7265756995932732e-05,8.702700338147906e-09,0.0,2.2030952141958794e-09
1890,2.7624853828456253e-05,8.769317843310936e-09,0.0,2.03364307933234e-09
1891,2.780942954164597e-05,8.499022818853064e-09,0.0,2.0505122044767177e-09
1892,2.85166669138042e-05,8.894263865093827e-09,0.0,1.965340176316285e-09
1893,2.889862662414089e-05,8.686878391220683e-09,0.0,1.8002354527725727e-09
1894,2.983640479214955e-05,9.387502838567992e-09,0.0,1.8663567675452394e-09
1895,3.060157359868754e-05,9.460142383740537e-09,0.0,1.8138720525584517e-09
1896,3.1450575209289256e-05,9.490682525584556e-09,0.0,1.4842584304476857e-09
1897,3.2169290144728233e-05,1.0323092602959605e-08,0.0,1.499675082529604e-09
1898,3.355144352618871e-05,1.1638655372792073e-08,0.0,1.6480311401271104e-09
1899,3.4347982623980246e-05,1.1565809135813002e-08,0.0,1.629109165029214e-09
1900,3.567577472754887e-05,1.252319885886826e-08,0.0,1.8702218186815246e-09
1901,3.670026230143516e-05,1.2111926699682435e-08,0.0,2.0285826034844537e-09
1902,3.820482119668408e-05,1.3315728456372459e-08,0.0,2.285717282113353e-09
1903,3.966818517905527e-05,1.337949611419325e-08,0.0,2.729478833428191e-09
1904,4.209565927989648e-05,1.4227364048784758e-08,0.0,2.831801618593691e-09
1905,4.371993574230666e-05,1.4462334441134317e-08,0.0,2.9866402684319837e-09
1906,4.636064321467919e-05,1.5783746246508405e-08,0.0,3.163366267346289e-09
1907,4.849659464006046e-05,1.6023259544592098e-08,4.395052179338523e-11,3.3259399996004343e-09
1908,5.126970115400452e-05,1.7853610145834864e-08,2.772662377470425e-10,3.4568132483465367e-09
1909,5.372744219909821e-05,1.9701381351718998e-08,2.772662377470425e-10,3.587940103752122e-09
1910,5.7355673301831954e-05,2.2629032869758703e-08,2.772662377470425e-10,4.093607104087888e-09
1911,5.9042157642709624e-05,2.296148084367035e-08,2.772662377470425e-10,4.467078358010619e-09
1912,6.207853532812026e-05,2.4587336864913467e-08,2.772662377470425e-10,4.855941077812937e-09
1913,6.40721877321734e-05,2.5697664440826884e-08,2.772662377470425e-10,5.449754552395396e-09
1914,6.645538607179853e-05,2.7708912497814708e-08,2.3331571595365727e-10,5.989318374588493e-09
1915,6.791654751785765e-05,2.7548329078237136e-08,0.0,6.7836214740728855e-09
1916,7.006617046759597e-05,2.8332371369645315e-08,0.0,7.439071771285301e-09
1917,6.981146517708632e-05,2.70570796244231e-08,0.0,7.748275354657608e-09
1918,7.106682460289448e-05,2.877055419300437e-08,0.0,8.212568974081641e-09
1919,7.058137167145364e-05,2.917033903315769e-08,0.0,8.398114330938305e-09
1920,7.085994522120538e-05,2.9141423750291195e-08,0.0,8.328835779788538e-09
1921,7.058276969473809e-05,2.999312442852897e-08,0.0,8.652795940073638e-09
1922,7.077883076687743e-05,3.1030883767308685e-08,0.0,8.682840859007359e-09
1923,7.096477929735556e-05,2.957331243383773e-08,0.0,8.602600029153758e-09
1924,7.169873944284128e-05,3.0254524726761444e-08,0.0,8.566612435296456e-09
1925,7.085813974429454e-05,2.891668136685764e-08,0.0,8.70161339808614e-09
