ngram,addition,adition,additon,aditon
1581,7.185399415123226e-05,0.0,0.0,0.0
1582,7.394890099021723e-05,0.0,0.0,0.0
1583,8.503238905177568e-05,0.0,0.0,0.0
1584,3.145139316984569e-05,0.0,0.0,0.0
1585,3.3318512058550755e-05,0.0,0.0,0.0
1586,3.411204150844631e-05,0.0,0.0,0.0
1587,3.054405559461364e-05,0.0,0.0,0.0
1588,2.9357440845550237e-05,0.0,0.0,0.0
1589,3.5665225108719566e-05,0.0,0.0,0.0
1590,2.208546694808839e-05,0.0,0.0,0.0
1591,2.4217734660071854e-05,0.0,0.0,0.0
1592,2.3774850498219685e-05,0.0,0.0,0.0
1593,1.6760124968381467e-05,0.0,0.0,0.0
1594,2.090764922156398e-05,0.0,0.0,0.0
1595,2.541561999740744e-05,0.0,0.0,0.0
1596,2.143171150237322e-05,0.0,0.0,0.0
1597,2.4835403694721337e-05,0.0,0.0,0.0
1598,5.6188211341837556e-05,0.0,0.0,0.0
1599,6.535561650317894e-05,0.0,0.0,0.0
1600,6.946829567563586e-05,0.0,0.0,0.0
1601,6.745228269470058e-05,0.0,0.0,0.0
1602,7.192277397345086e-05,0.0,0.0,0.0
1603,6.956454191302848e-05,0.0,0.0,0.0
1604,6.715505060128635e-05,0.0,0.0,0.0
1605,3.456947037453314e-05,0.0,0.0,0.0
1606,2.861978574791075e-05,8.008010711689297e-08,0.0,0.0
1607,2.4360496744131005e-05,8.008010711689297e-08,0.0,0.0
1608,2.2042732780391816e-05,8.008010711689297e-08,0.0,0.0
1609,1.6460402418618158e-05,8.008010711689297e-08,0.0,0.0
1610,1.59292310075086e-05,8.008010711689297e-08,0.0,0.0
1611,3.0375614447361192e-05,8.008010711689297e-08,0.0,0.0
1612,3.216612659733593e-05,8.008010711689297e-08,0.0,0.0
1613,2.895767615232866e-05,0.0,0.0,0.0
1614,3.117766677210706e-05,3.296097474958515e-07,0.0,0.0
1615,3.416997697058832e-05,3.296097474958515e-07,0.0,0.0
1616,3.22155434072816e-05,3.296097474958515e-07,0.0,0.0
1617,3.2168660254683346e-05,3.296097474958515e-07,0.0,0.0
1618,3.210628970659205e-05,3.296097474958515e-07,0.0,0.0
1619,3.177950696096689e-05,3.296097474958515e-07,0.0,0.0
1620,3.572890143134698e-05,3.296097474958515e-07,0.0,0.0
1621,3.3654503697886996e-05,0.0,0.0,0.0
1622,3.396642607965207e-05,1.4069681648314664e-07,0.0,0.0
1623,4.141539622131469e-05,1.4069681648314664e-07,0.0,0.0
1624,6.263139338053796e-05,1.4069681648314664e-07,0.0,0.0
1625,5.067720706262792e-05,1.4069681648314664e-07,0.0,0.0
1626,5.3365662227276645e-05,1.4069681648314664e-07,0.0,0.0
1627,5.0853622789353335e-05,1.4069681648314664e-07,0.0,0.0
1628,6.378448545417217e-05,1.4069681648314664e-07,0.0,0.0
1629,6.406888912481788e-05,0.0,0.0,0.0
1630,8.0880422631578e-05,0.0,0.0,0.0
1631,6.158272870899444e-05,5.6679985911094784e-08,0.0,0.0
1632,5.879787464177103e-05,3.3155838861733044e-07,0.0,0.0
1633,5.703642195190436e-05,4.686511861759105e-07,0.0,0.0
1634,6.270510857575573e-05,4.686511861759105e-07,0.0,0.0
1635,5.168102610956079e-05,5.50970899634454e-07,0.0,0.0
1636,5.132338940581706e-05,5.50970899634454e-07,0.0,0.0
1637,2.927919402801698e-05,5.50970899634454e-07,0.0,0.0
1638,2.9514486803756362e-05,5.616259508250161e-07,0.0,0.0
1639,3.5803314728712265e-05,3.6461777800208696e-07,0.0,0.0
1640,3.374678440845206e-05,2.2752498044350693e-07,0.0,0.0
1641,2.543802721837502e-05,2.2752498044350693e-07,0.0,0.0
1642,2.6849200496924042e-05,1.4520526698496334e-07,0.0,0.0
1643,2.3594327233565438e-05,1.4520526698496334e-07,0.0,0.0
1644,2.323613365920859e-05,1.4520526698496334e-07,0.0,0.0
1645,2.4069673340168913e-05,7.787022988330656e-08,0.0,0.0
1646,2.2230553440749645e-05,0.0,0.0,0.0
1647,2.443036009935895e-05,0.0,0.0,0.0
1648,2.7362349620878896e-05,0.0,0.0,0.0
1649,2.5812050418088412e-05,0.0,0.0,0.0
1650,2.7316987013494198e-05,0.0,0.0,0.0
1651,2.6253178345671457e-05,4.300008121000636e-08,0.0,0.0
1652,2.5569201690294513e-05,4.300008121000636e-08,0.0,0.0
1653,2.22370007187627e-05,4.300008121000636e-08,0.0,0.0
1654,2.1541387728315646e-05,4.300008121000636e-08,0.0,0.0
1655,2.1075448395484792e-05,4.300008121000636e-08,0.0,0.0
1656,2.1768446718592065e-05,4.300008121000636e-08,0.0,0.0
1657,2.267609020886344e-05,4.300008121000636e-08,2.7804432534139778e-08,0.0
1658,2.7302887247060426e-05,0.0,2.7804432534139778e-08,0.0
1659,2.654094766642499e-05,0.0,2.7804432534139778e-08,0.0
1660,2.915734876296483e-05,0.0,2.7804432534139778e-08,0.0
1661,2.8300649838846376e-05,0.0,2.7804432534139778e-08,0.0
1662,2.7522747846627942e-05,4.059985972812033e-08,2.7804432534139778e-08,0.0
1663,2.791461897036892e-05,4.059985972812033e-08,2.7804432534139778e-08,0.0
1664,2.9673052397681333e-05,4.059985972812033e-08,0.0,0.0
1665,2.5103015364688224e-05,4.059985972812033e-08,0.0,0.0
1666,2.5594758881197777e-05,4.059985972812033e-08,0.0,0.0
1667,2.534097867672764e-05,4.059985972812033e-08,0.0,0.0
1668,2.5691201309590334e-05,4.059985972812033e-08,0.0,0.0
1669,2.5923837061522397e-05,2.995409228593157e-08,0.0,0.0
1670,2.5271156898400348e-05,6.860326046924975e-08,0.0,0.0
1671,2.199879171322599e-05,6.860326046924975e-08,0.0,0.0
1672,2.2904105857638308e-05,6.860326046924975e-08,0.0,0.0
1673,2.25804772396389e-05,6.860326046924975e-08,0.0,0.0
1674,2.0609801790020095e-05,6.860326046924975e-08,0.0,0.0
1675,2.0128631149418652e-05,1.0292176000348263e-07,0.0,0.0
1676,1.9203677376416245e-05,7.296766771755106e-08,0.0,0.0
1677,1.8697881127341782e-05,6.790469748401457e-08,0.0,0.0
1678,1.9075025323088213e-05,6.790469748401457e-08,0.0,0.0
1679,1.8576343921137906e-05,6.790469748401457e-08,0.0,0.0
1680,1.8027395266731867e-05,8.600662632878603e-08,0.0,0.0
1681,1.7518661609626308e-05,8.600662632878603e-08,0.0,0.0
1682,1.840951361893011e-05,5.168812679455316e-08,0.0,0.0
1683,1.9838267170208773e-05,5.168812679455316e-08,0.0,0.0
1684,2.0817162554262074e-05,1.8101928844771464e-08,0.0,0.0
1685,1.9599733994774787e-05,1.8101928844771464e-08,0.0,0.0
1686,1.982903294057386e-05,1.8101928844771464e-08,0.0,0.0
1687,1.9163755496265367e-05,0.0,0.0,0.0
1688,1.9132236827447612e-05,0.0,0.0,0.0
1689,1.9206261900503057e-05,0.0,0.0,0.0
1690,1.7975819771111545e-05,0.0,0.0,0.0
1691,1.5536225613946692e-05,0.0,0.0,0.0
1692,1.5771088588475584e-05,0.0,0.0,0.0
1693,1.513102987311348e-05,0.0,0.0,0.0
1694,1.486041414214664e-05,0.0,0.0,0.0
1695,1.3894152938779111e-05,0.0,0.0,0.0
1696,1.3226005389047454e-05,0.0,0.0,0.0
1697,1.5128113773243967e-05,1.4694149643089207e-08,0.0,0.0
1698,2.6769709750494387e-05,1.4694149643089207e-08,0.0,0.0
1699,2.6922914003080223e-05,1.4694149643089207e-08,1.3069540370582087e-08,0.0
1700,2.572609654245233e-05,1.4694149643089207e-08,1.3069540370582087e-08,0.0
1701,2.529512026480266e-05,1.4694149643089207e-08,1.3069540370582087e-08,0.0
1702,2.4327625526763897e-05,1.4694149643089207e-08,1.3069540370582087e-08,0.0
1703,2.39809989060242e-05,1.4694149643089207e-08,1.3069540370582087e-08,0.0
1704,2.1769131178319056e-05,0.0,1.3069540370582087e-08,0.0
1705,1.1145023043874452e-05,0.0,1.3069540370582087e-08,0.0
1706,1.1141405983445501e-05,0.0,0.0,0.0
1707,1.0535684428499995e-05,0.0,0.0,0.0
1708,1.0204967208794966e-05,0.0,0.0,0.0
1709,1.0401472634060025e-05,2.4050032314854823e-08,0.0,0.0
1710,1.0319338506243575e-05,4.126505562648422e-08,0.0,0.0
1711,8.918977560564859e-06,4.126505562648422e-08,0.0,0.0
1712,7.742895604678779e-06,4.126505562648422e-08,0.0,0.0
1713,6.720880492139258e-06,4.126505562648422e-08,0.0,0.0
1714,1.0178285914922266e-05,4.126505562648422e-08,0.0,0.0
1715,1.0082167396571354e-05,5.2587408967091117e-08,0.0,0.0
1716,9.740350378706353e-06,2.853737665223629e-08,0.0,0.0
1717,9.37532870791204e-06,1.132235334060689e-08,0.0,0.0
1718,1.0345859729048762e-05,1.132235334060689e-08,1.5483512884527173e-08,0.0
1719,1.0221878840509038e-05,1.7907224401726906e-08,1.5483512884527173e-08,0.0
1720,1.0886384838418703e-05,1.7907224401726906e-08,1.5483512884527173e-08,0.0
1721,8.081688844997967e-06,1.7907224401726906e-08,1.5483512884527173e-08,0.0
1722,1.1915429890255577e-05,1.4312457758640967e-08,1.5483512884527173e-08,0.0
1723,1.2746749819468408e-05,1.4312457758640967e-08,1.5483512884527173e-08,0.0
1724,1.2409422782054338e-05,1.4312457758640967e-08,1.5483512884527173e-08,0.0
1725,1.1995724824893322e-05,1.4312457758640967e-08,0.0,0.0
1726,1.3330998107059194e-05,7.727586697520955e-09,0.0,0.0
1727,1.4384339270431415e-05,7.727586697520955e-09,0.0,0.0
1728,1.483950342974692e-05,7.727586697520955e-09,0.0,0.0
1729,1.102954671036319e-05,0.0,0.0,0.0
1730,1.0393835249747749e-05,0.0,0.0,0.0
1731,1.1331124499390302e-05,0.0,0.0,0.0
1732,1.110970924855792e-05,0.0,0.0,0.0
1733,1.0610492414083897e-05,0.0,0.0,0.0
1734,9.717130589186646e-06,0.0,0.0,0.0
1735,9.319540172977473e-06,0.0,0.0,0.0
1736,9.730951140746974e-06,0.0,0.0,0.0
1737,1.014890332433944e-05,6.921628222958784e-09,0.0,0.0
1738,1.3463549878776706e-05,6.921628222958784e-09,0.0,0.0
1739,1.374849749221799e-05,2.3076211164152483e-08,0.0,0.0
1740,1.3132771138251493e-05,2.3076211164152483e-08,0.0,0.0
1741,1.2616380250359985e-05,2.9017561940593495e-08,0.0,0.0
1742,1.2810266071028309e-05,2.9017561940593495e-08,0.0,0.0
1743,1.3278807857984378e-05,3.8648955528027984e-08,0.0,0.0
1744,1.30804756476469e-05,3.619138766453034e-08,0.0,0.0
1745,9.572620846094132e-06,4.2502963688256e-08,0.0,0.0
1746,9.996172528709784e-06,2.6348380747062298e-08,0.0,0.0
1747,1.0509297486091132e-05,2.6348380747062298e-08,0.0,0.0
1748,1.2463401747351912e-05,2.0407029970621286e-08,0.0,0.0
1749,1.2901633064237622e-05,2.0407029970621286e-08,0.0,0.0
1750,1.4054901969627411e-05,1.0775636383186793e-08,0.0,0.0
1751,1.5027495984603384e-05,9.880714659159042e-09,0.0,0.0
1752,1.5975708395542044e-05,3.569138635433384e-09,0.0,0.0
1753,1.8498101651078158e-05,3.569138635433384e-09,5.029352426585579e-09,0.0
1754,2.025230177033726e-05,1.193727605652839e-08,5.029352426585579e-09,0.0
1755,2.2670290621005863e-05,1.193727605652839e-08,5.029352426585579e-09,0.0
1756,2.39986815618717e-05,1.193727605652839e-08,8.064822968175837e-09,0.0
1757,2.4326420056500604e-05,2.1072645850495064e-08,8.064822968175837e-09,0.0
1758,2.4984990886878222e-05,1.750350721506168e-08,1.11724077608447e-08,0.0
1759,2.565733744372015e-05,3.141868682681499e-08,1.11724077608447e-08,0.0
1760,2.4640802231650533e-05,3.674142082640433e-08,8.804422334053795e-09,0.0
1761,2.6153648962333265e-05,3.669998552676848e-08,8.804422334053795e-09,0.0
1762,2.4550925445510074e-05,3.669998552676848e-08,1.1487004363581427e-08,0.0
1763,2.5606629216261873e-05,3.669998552676848e-08,8.45153382199117e-09,0.0
1764,2.6341387898095752e-05,3.037529542179332e-08,8.45153382199117e-09,0.0
1765,2.763284231020537e-05,3.037529542179332e-08,5.343949029322305e-09,0.0
1766,2.842679922261076e-05,1.9861167948371465e-08,5.343949029322305e-09,0.0
1767,2.8770242352038622e-05,1.4538433948782118e-08,2.6825820295276313e-09,0.0
1768,2.9326170728641694e-05,8.893944374627999e-09,2.6825820295276313e-09,0.0
1769,3.080798705923371e-05,8.893944374627999e-09,0.0,0.0
1770,3.356629817322495e-05,8.893944374627999e-09,0.0,0.0
1771,3.6226615650645855e-05,6.083264685636485e-09,0.0,0.0
1772,3.7954859310827616e-05,6.083264685636485e-09,2.6360818290121254e-09,0.0
1773,3.987788503374239e-05,5.277403403169956e-09,2.6360818290121254e-09,0.0
1774,4.1733976104296744e-05,5.277403403169956e-09,2.6360818290121254e-09,0.0
1775,4.124545375816524e-05,2.5951908558649197e-09,5.5247709899016886e-09,0.0
1776,4.015431217599793e-05,2.5951908558649197e-09,8.23714049350396e-09,0.0
1777,3.795150197609993e-05,5.5132411651876674e-09,8.23714049350396e-09,0.0
1778,3.5894705173892104e-05,5.5132411651876674e-09,1.3799427886088519e-08,0.0
1779,3.452724454941095e-05,5.5132411651876674e-09,1.1163346057076394e-08,0.0
1780,3.38599576415228e-05,2.9180503093227473e-09,1.1163346057076394e-08,0.0
1781,3.5309596049566085e-05,2.9180503093227473e-09,1.1163346057076394e-08,0.0
1782,3.731348416684861e-05,5.076183790769002e-09,8.274656896186831e-09,0.0
1783,3.9565389930170826e-05,5.076183790769002e-09,5.562287392584559e-09,0.0
1784,4.136363817711494e-05,2.1581334814462546e-09,7.226759508276765e-09,0.0
1785,4.3911176492526594e-05,7.012500548496194e-09,1.664472115692206e-09,0.0
1786,4.495817380042614e-05,7.012500548496194e-09,1.664472115692206e-09,0.0
1787,4.5849372067355686e-05,1.3458208769634439e-08,8.11018033683045e-09,0.0
1788,4.532441744231619e-05,1.4764760842516417e-08,8.11018033683045e-09,0.0
1789,4.3895117414649576e-05,1.2606627361070163e-08,8.11018033683045e-09,0.0
1790,4.317282478690946e-05,1.9235718034289155e-08,8.11018033683045e-09,0.0
1791,4.281060734813634e-05,1.9235718034289155e-08,1.2961505900323443e-08,0.0
1792,4.173616460840484e-05,1.54696130191415e-08,1.5138030004128008e-08,0.0
1793,4.296918320635866e-05,1.6455635140236576e-08,1.5138030004128008e-08,0.0
1794,4.4048050248030836e-05,1.2005898053502051e-08,8.692321782989763e-09,0.0
1795,4.482185665567938e-05,1.343916222751318e-08,9.605593907581676e-09,0.0
1796,4.628178118894409e-05,1.5335485452944956e-08,1.1501917133013454e-08,0.0
1797,4.802049495213266e-05,9.840242081488831e-09,1.263576443477632e-08,0.0
1798,4.933485615765676e-05,1.2154868794007306e-08,7.277280111850359e-09,0.0
1799,5.0757726837348726e-05,1.2868915520515754e-08,6.302295193652949e-09,0.0
1800,5.099901318317279e-05,1.4764540828033595e-08,6.302295193652949e-09,0.0
1801,5.109337091978107e-05,1.5090272142970207e-08,6.302295193652949e-09,0.0
1802,5.163422195307378e-05,1.4955216747531656e-08,7.125530261069863e-09,0.0
1803,5.21027588027729e-05,1.4813893350102653e-08,6.984206863640858e-09,0.0
1804,5.245925629943875e-05,1.520543386439905e-08,6.155437112401582e-09,0.0
1805,5.2086056322358285e-05,1.4708549679807805e-08,6.556188798206059e-09,0.0
1806,5.201449104268769e-05,1.6525942265437673e-08,5.354649612598905e-09,0.0
1807,5.123979540907645e-05,1.8247161749838725e-08,5.982313311392318e-09,0.0
1808,5.038709319446103e-05,1.7808364814543764e-08,7.1591292893913305e-09,0.0
1809,5.0797729532600245e-05,1.827932573559922e-08,7.593719938573225e-09,0.0
1810,5.117517970834992e-05,1.8267827124012522e-08,6.4925330508661514e-09,0.0
1811,5.117337838912915e-05,1.7679975071262432e-08,7.593759145306324e-09,0.0
1812,5.214656006761028e-05,2.087510596128693e-08,7.229235369062995e-09,0.0
1813,5.252678706061228e-05,2.1910910038716987e-08,8.587091165119481e-09,0.0
1814,5.449364263248364e-05,1.83528337923836e-08,9.004218133006653e-09,0.0
1815,5.623939068755135e-05,1.936703889323813e-08,9.951949930808723e-09,0.0
1816,5.673101363104901e-05,1.7052007996097374e-08,1.0443270185131074e-08,0.0
1817,5.607225674404097e-05,1.5651201921786295e-08,1.1160237813255338e-08,0.0
1818,5.604235099911291e-05,1.5787875324540275e-08,1.1186213098669993e-08,0.0
1819,5.5194972706626034e-05,1.272886868924112e-08,1.014296927400896e-08,0.0
1820,5.551539496601825e-05,9.84212641544754e-09,9.374701221658605e-09,0.0
1821,5.436423193064651e-05,9.182998520326383e-09,8.844127573150371e-09,0.0
1822,5.383144993434793e-05,8.656497011269186e-09,1.0088340052227807e-08,0.0
1823,5.342127821807351e-05,1.042413593539087e-08,9.532863498584732e-09,0.0
1824,5.40592752388745e-05,1.1288520943405648e-08,9.637403113644488e-09,0.0
1825,5.486799480942344e-05,1.1353862960916672e-08,1.0104376240478124e-08,0.0
1826,5.542122588459668e-05,1.1177469838585807e-08,1.1850050686744242e-08,0.0
1827,5.525481901713647e-05,1.0558983370196578e-08,1.2619880791169585e-08,3.137118184274154e-10
1828,5.651383565106828e-05,1.1607601610056203e-08,1.2657310310970615e-08,3.137118184274154e-10
1829,5.9784913901239634e-05,1.15560436140884e-08,1.2029246868447022e-08,3.137118184274154e-10
1830,5.996609927803677e-05,1.1029109181492913e-08,1.1256568946801541e-08,3.137118184274154e-10
1831,6.093511806934008e-05,1.1865711587891577e-08,1.0524406045066468e-08,3.137118184274154e-10
1832,6.131726591515221e-05,1.2173701158246786e-08,1.0583591590420025e-08,3.137118184274154e-10
1833,6.24302078254654e-05,1.188083625131802e-08,1.0914532706201335e-08,3.137118184274154e-10
1834,6.349636117062931e-05,1.2391763424903144e-08,1.0717957632522257e-08,0.0
1835,6.37556440779008e-05,1.464395195581249e-08,1.1590628901103628e-08,8.37834008520539e-11
1836,6.141170628585055e-05,1.4126369153798026e-08,1.0501278069341424e-08,1.5884458034623857e-10
1837,6.144110998970323e-05,1.3131712098665308e-08,1.0638401271023668e-08,1.5884458034623857e-10
1838,6.153483471799908e-05,1.1851286999383807e-08,1.2108690685051573e-08,1.5884458034623857e-10
1839,6.190675984336329e-05,1.1767812058138816e-08,1.3105729200292769e-08,1.5884458034623857e-10
1840,6.218682808269347e-05,1.2172852503766762e-08,1.1332331993431564e-08,1.5884458034623857e-10
1841,6.167391672663922e-05,1.2471021739100609e-08,1.184895188315644e-08,1.5884458034623857e-10
1842,6.202837123834928e-05,1.0913092588335109e-08,1.1397681116369945e-08,7.506117949418467e-11
1843,6.28888161112887e-05,1.0882136652108038e-08,1.1254549387678431e-08,0.0
1844,6.385700544342399e-05,1.1478186845437222e-08,1.1052036841263657e-08,0.0
1845,6.441850044731317e-05,1.1982965984559866e-08,1.0573798059354544e-08,0.0
1846,6.523624324472621e-05,1.2771176751056958e-08,9.248834428480076e-09,0.0
1847,6.544839561684057e-05,1.2699691457182131e-08,9.765006073588926e-09,0.0
1848,6.706911621482245e-05,1.4076266501612217e-08,9.06992157569318e-09,0.0
1849,6.786084954260982e-05,1.6784284438488484e-08,1.0730111910106643e-08,0.0
1850,6.791722054393696e-05,1.6865098524070684e-08,9.98141620150201e-09,0.0
1851,6.83785994104775e-05,1.828016874380215e-08,1.0012542541103033e-08,0.0
1852,6.924628126268675e-05,1.9388526086215408e-08,9.490812326516464e-09,0.0
1853,6.883897523428979e-05,1.9890513363358357e-08,8.873745991979019e-09,0.0
1854,6.91431196173653e-05,2.0243929453402287e-08,8.712088320602821e-09,0.0
1855,6.899464018975518e-05,2.03205949844687e-08,9.512769619643028e-09,0.0
1856,6.926359076585089e-05,1.8615061238490072e-08,7.923207169722803e-09,0.0
1857,6.971623432556433e-05,1.9026043470863182e-08,8.126373161689214e-09,0.0
1858,7.060273076474135e-05,1.8081911206430893e-08,8.842495561164502e-09,0.0
1859,7.068050347567935e-05,1.7959904674569316e-08,9.213182026814235e-09,0.0
1860,7.138928776839748e-05,1.6525544995918802e-08,9.968596995487848e-09,0.0
1861,7.219319377327338e-05,1.6387485527299565e-08,1.153300775515374e-08,5.648668041250257e-11
1862,7.274666963244922e-05,1.5036447896323224e-08,1.1419496396111332e-08,5.648668041250257e-11
1863,7.264152684781169e-05,1.3910414280766353e-08,1.0948676061011448e-08,5.648668041250257e-11
1864,7.308005504975361e-05,1.3484815296140238e-08,1.1069179287456369e-08,5.648668041250257e-11
1865,7.30243617519071e-05,1.3666643055338617e-08,1.029139966896813e-08,5.648668041250257e-11
1866,7.324844565508621e-05,1.3491517744260558e-08,1.060953921542104e-08,1.0072630031641796e-10
1867,7.326669895389517e-05,1.3784049584281938e-08,9.877777072477199e-09,1.0072630031641796e-10
1868,7.349038060056046e-05,1.6814250943956007e-08,9.073745945085778e-09,4.4239619903915386e-11
1869,7.358710198397083e-05,1.7563272867805934e-08,8.19391557779373e-09,4.4239619903915386e-11
1870,7.422805148442941e-05,1.8303651800571126e-08,9.352755903080379e-09,4.4239619903915386e-11
1871,7.500000460173137e-05,1.857689735373924e-08,1.0054914868971667e-08,4.4239619903915386e-11
1872,7.521094812545925e-05,2.0252707320724184e-08,1.0618446693350897e-08,4.4239619903915386e-11
1873,7.590286986669526e-05,2.1216128029014466e-08,1.0510545576737838e-08,0.0
1874,7.714162347838283e-05,2.188943134687601e-08,1.0308001626871795e-08,0.0
1875,7.757077712865015e-05,1.8951806092713597e-08,1.0344193374882998e-08,0.0
1876,7.86113877048982e-05,2.2235993490937744e-08,1.1162418925688859e-08,0.0
1877,7.913963781902567e-05,2.2706177382758597e-08,1.0793839219250652e-08,1.747583665080908e-10
1878,7.916074849033196e-05,2.4696467854872546e-08,1.0859045852993989e-08,1.747583665080908e-10
1879,7.973118876439653e-05,2.3697863988607944e-08,1.0279154162771777e-08,1.747583665080908e-10
1880,7.970492567567687e-05,2.41082828620977e-08,1.0063312342164669e-08,1.747583665080908e-10
1881,7.973605638004042e-05,2.3911176023310484e-08,1.1122692988863037e-08,1.747583665080908e-10
1882,8.008067795474614e-05,2.4604712679985952e-08,1.1138570827589384e-08,1.747583665080908e-10
1883,8.021111196805058e-05,2.0469407629215245e-08,1.1166881514717325e-08,1.747583665080908e-10
1884,8.082664031202771e-05,2.051852085064151e-08,1.1237778961360943e-08,0.0
1885,8.132823235687933e-05,1.8362834681389425e-08,1.0693273060675373e-08,0.0
1886,8.209780623604144e-05,1.827170173892715e-08,1.1485258458573559e-08,0.0
1887,8.32587102195248e-05,1.7471461103265743e-08,1.2421388869857504e-08,0.0
1888,8.458044508837961e-05,1.7994092945830938e-08,1.3173731819701321e-08,0.0
1889,8.590321522206068e-05,1.7006422302147583e-08,1.335904453725334e-08,0.0
1890,8.69877206111726e-05,1.9347209548722536e-08,1.3997402728957046e-08,0.0
1891,8.776650065556169e-05,1.8566232487923377e-08,1.4739819523664925e-08,0.0
1892,8.884863200364634e-05,1.9722751178262244e-08,1.554610078764134e-08,0.0
1893,8.950857591116801e-05,2.0317313292090537e-08,1.593054602519065e-08,0.0
1894,9.017215156096167e-05,2.0536382753074837e-08,1.5359930851031678e-08,0.0
1895,9.05158106304173e-05,2.0523320947469463e-08,1.519068363161783e-08,6.351362293242703e-11
1896,9.03650205665534e-05,2.157904179154814e-08,1.541983658220098e-08,6.351362293242703e-11
1897,9.10043839082521e-05,2.1012701927653714e-08,1.578112370940029e-08,6.351362293242703e-11
1898,9.212525661236473e-05,2.1739805891992806e-08,1.585946536002731e-08,6.351362293242703e-11
