ngram,school,shool,schol,schoool
1570,3.96528611028251e-05,0.0,0.0,0.0
1571,1.520018291297934e-05,0.0,0.0,0.0
1572,1.889615006283358e-05,0.0,0.0,0.0
1573,1.889615006283358e-05,0.0,0.0,0.0
1574,1.862077851910726e-05,0.0,0.0,0.0
1575,1.862077851910726e-05,0.0,0.0,0.0
1576,1.6417948830037077e-05,0.0,0.0,0.0
1577,1.6417948830037077e-05,0.0,0.0,0.0
1578,1.1471524950528484e-05,0.0,0.0,0.0
1579,7.045466125938609e-06,0.0,0.0,0.0
1580,7.045466125938609e-06,0.0,0.0,0.0
1581,7.1426577830737055e-06,0.0,0.0,0.0
1582,7.1426577830737055e-06,0.0,0.0,0.0
1583,9.935792669628946e-06,0.0,0.0,0.0
1584,1.0834904255066899e-05,0.0,0.0,0.0
1585,8.6144911912405e-06,0.0,0.0,0.0
1586,1.091545068123066e-05,0.0,0.0,0.0
1587,1.091545068123066e-05,0.0,0.0,0.0
1588,1.1737353377481799e-05,0.0,0.0,0.0
1589,5.3750811486809524e-05,0.0,0.0,0.0
1590,4.9484201245572225e-05,0.0,0.0,0.0
1591,4.965122351612601e-05,0.0,0.0,0.0
1592,5.0656449015410286e-05,0.0,0.0,0.0
1593,4.8178363613260444e-05,0.0,0.0,0.0
1594,4.868125837934453e-05,0.0,0.0,0.0
1595,4.7123538024607114e-05,0.0,0.0,0.0
1596,5.741334592000515e-06,0.0,0.0,0.0
1597,7.624773778453735e-06,0.0,0.0,0.0
1598,2.173087315376116e-05,0.0,4.423391633931065e-08,0.0
1599,4.907142673411207e-05,0.0,4.423391633931065e-08,0.0
1600,4.9446128157017354e-05,0.0,4.423391633931065e-08,0.0
1601,5.343568195062939e-05,0.0,4.423391633931065e-08,0.0
1602,5.5908105033657716e-05,0.0,4.423391633931065e-08,0.0
1603,5.5688960466276125e-05,0.0,4.423391633931065e-08,0.0
1604,5.609046002064133e-05,0.0,4.423391633931065e-08,0.0
1605,4.136797435551541e-05,0.0,1.1243689154330891e-07,0.0
1606,2.3163811127752914e-05,0.0,1.1243689154330891e-07,0.0
1607,2.3912217167370337e-05,0.0,1.1243689154330891e-07,0.0
1608,1.9419768607674215e-05,0.0,1.1243689154330891e-07,0.0
1609,2.479820350994747e-05,0.0,1.1243689154330891e-07,0.0
1610,2.4513541664613774e-05,0.0,1.1243689154330891e-07,0.0
1611,2.800306183254569e-05,0.0,1.1243689154330891e-07,0.0
1612,2.809131572283669e-05,0.0,0.0,0.0
1613,1.9518897058138202e-05,0.0,0.0,0.0
1614,1.7279405897495182e-05,0.0,0.0,0.0
1615,1.7279405897495182e-05,0.0,0.0,0.0
1616,8.977750821616479e-06,0.0,3.6042453237834185e-07,0.0
1617,9.097385226855944e-06,0.0,3.6042453237834185e-07,0.0
1618,1.150441908391388e-05,0.0,3.6042453237834185e-07,0.0
1619,1.3442176542152343e-05,0.0,3.6042453237834185e-07,0.0
1620,1.2389433696366073e-05,0.0,3.6042453237834185e-07,0.0
1621,1.2746269687470755e-05,0.0,5.38842527930683e-07,0.0
1622,1.4716025118234808e-05,0.0,6.795393444138296e-07,0.0
1623,1.9296066333091793e-05,0.0,3.1911481203548776e-07,0.0
1624,2.0990302183625837e-05,0.0,3.1911481203548776e-07,0.0
1625,1.2028882500609533e-05,0.0,3.1911481203548776e-07,0.0
1626,1.0930854484416028e-05,0.0,3.1911481203548776e-07,0.0
1627,1.038545339529914e-05,0.0,3.1911481203548776e-07,0.0
1628,1.0028617404194457e-05,0.0,1.4069681648314664e-07,0.0
1629,8.141391317297217e-06,0.0,0.0,0.0
1630,4.51008911081122e-06,0.0,0.0,0.0
1631,2.625450576942967e-06,0.0,5.6679985911094784e-08,0.0
1632,5.007730067063676e-06,0.0,5.6679985911094784e-08,0.0
1633,3.904184763671635e-06,0.0,5.6679985911094784e-08,0.0
1634,3.7444134233867643e-06,0.0,5.6679985911094784e-08,0.0
1635,3.826733136845308e-06,0.0,5.6679985911094784e-08,0.0
1636,4.699492267588669e-06,0.0,5.6679985911094784e-08,0.0
1637,4.336034278042332e-06,0.0,1.2984011326417593e-07,0.0
1638,4.952704671268293e-06,0.0,7.316012735308114e-08,0.0
1639,4.595051206836485e-06,0.0,1.510303572363877e-07,0.0
1640,4.423673666613988e-06,0.0,1.510303572363877e-07,0.0
1641,5.558393297633302e-06,0.0,1.510303572363877e-07,0.0
1642,7.743020051163643e-06,0.0,1.510303572363877e-07,0.0
1643,7.239343801757059e-06,0.0,1.510303572363877e-07,0.0
1644,1.0503844456317374e-05,0.0,7.787022988330656e-08,0.0
1645,1.1991634607966262e-05,0.0,7.787022988330656e-08,0.0
1646,1.0369962223778981e-05,0.0,0.0,0.0
1647,1.2972338579077456e-05,0.0,0.0,0.0
1648,1.3671588378981272e-05,0.0,0.0,0.0
1649,1.156109746196827e-05,0.0,0.0,0.0
1650,1.16804470410768e-05,0.0,0.0,0.0
1651,8.905667381701018e-06,0.0,0.0,0.0
1652,7.07855521600972e-06,0.0,0.0,0.0
1653,9.087626478633735e-06,0.0,0.0,0.0
1654,7.170622585103306e-06,0.0,0.0,0.0
1655,6.324404937783713e-06,0.0,0.0,0.0
1656,1.065337508927249e-05,0.0,4.530733122010133e-08,0.0
1657,1.147263492384809e-05,0.0,4.530733122010133e-08,0.0
1658,1.699235612509905e-05,0.0,4.530733122010133e-08,0.0
1659,1.7816346436510294e-05,0.0,4.530733122010133e-08,0.0
1660,1.837078921848193e-05,0.0,4.530733122010133e-08,0.0
1661,1.8657575245535035e-05,0.0,4.530733122010133e-08,0.0
1662,1.9862215789804134e-05,0.0,4.530733122010133e-08,0.0
1663,1.8135979254501372e-05,0.0,0.0,0.0
1664,1.7885544041616542e-05,0.0,0.0,0.0
1665,1.1952195109188324e-05,0.0,0.0,0.0
1666,1.1513247565224966e-05,0.0,0.0,0.0
1667,2.1819777170354166e-05,0.0,3.245231588217783e-08,0.0
1668,2.1663628168815713e-05,0.0,3.245231588217783e-08,0.0
1669,2.0220088117639534e-05,0.0,3.245231588217783e-08,0.0
1670,1.807928564241073e-05,0.0,3.245231588217783e-08,0.0
1671,1.7213270569170292e-05,0.0,3.245231588217783e-08,0.0
1672,1.7831127609367415e-05,0.0,3.245231588217783e-08,0.0
1673,1.7507942402517074e-05,0.0,3.245231588217783e-08,0.0
1674,7.487997436328442e-06,0.0,0.0,0.0
1675,7.289868368128996e-06,0.0,0.0,0.0
1676,6.841641671988847e-06,0.0,0.0,0.0
1677,7.096496119629592e-06,0.0,0.0,0.0
1678,7.0219104730183195e-06,0.0,0.0,0.0
1679,5.858037996274236e-06,0.0,0.0,0.0
1680,5.932802228666592e-06,0.0,7.240771537908586e-08,0.0
1681,2.881132526714022e-06,0.0,7.240771537908586e-08,0.0
1682,2.8257581366882993e-06,0.0,7.240771537908586e-08,0.0
1683,2.657535925923834e-06,0.0,7.240771537908586e-08,0.0
1684,1.842737946487562e-06,0.0,7.240771537908586e-08,0.0
1685,1.9182214807805004e-05,0.0,7.240771537908586e-08,0.0
1686,1.9785215349494528e-05,0.0,7.240771537908586e-08,0.0
1687,1.9438165456417016e-05,0.0,0.0,0.0
1688,1.998224808679489e-05,0.0,0.0,0.0
1689,1.9979928550485836e-05,0.0,0.0,0.0
1690,2.02006201277527e-05,0.0,0.0,0.0
1691,2.0509167760402696e-05,0.0,0.0,0.0
1692,3.1361815087750855e-06,0.0,0.0,0.0
1693,3.4210603254385726e-06,0.0,0.0,0.0
1694,3.5169300157836654e-06,0.0,0.0,0.0
1695,3.019573617686027e-06,0.0,1.550680346034434e-08,0.0
1696,2.923433141534458e-06,0.0,1.550680346034434e-08,0.0
1697,1.4582805972297916e-05,0.0,1.550680346034434e-08,0.0
1698,2.0158553346456237e-05,0.0,1.550680346034434e-08,0.0
1699,2.0071294272838713e-05,0.0,1.550680346034434e-08,0.0
1700,1.9185036738430688e-05,0.0,1.550680346034434e-08,0.0
1701,1.9081567895032743e-05,0.0,1.550680346034434e-08,0.0
1702,1.9061177072541924e-05,0.0,0.0,0.0
1703,1.8659941141712416e-05,0.0,0.0,0.0
1704,6.664796897228241e-06,0.0,0.0,0.0
1705,1.8393108669150543e-06,0.0,0.0,0.0
1706,2.480793501799131e-06,0.0,0.0,0.0
1707,2.5096422677149477e-06,0.0,0.0,0.0
1708,3.3196444206851083e-06,0.0,0.0,0.0
1709,3.4286268483388734e-06,0.0,0.0,0.0
1710,3.7450293685229293e-06,0.0,0.0,0.0
1711,3.85370611054116e-06,0.0,0.0,0.0
1712,2.834224752794918e-06,0.0,0.0,0.0
1713,2.9581300883104892e-06,0.0,0.0,0.0
1714,3.453598554057992e-06,0.0,0.0,0.0
1715,2.7540423518855406e-06,0.0,0.0,0.0
1716,2.541311305646689e-06,0.0,0.0,0.0
1717,2.4260780995583834e-06,0.0,7.641405476631137e-09,0.0
1718,3.04328642641849e-06,7.741756442263587e-09,7.641405476631137e-09,0.0
1719,3.1562315224878797e-06,7.741756442263587e-09,7.641405476631137e-09,0.0
1720,3.4541285214930084e-06,7.741756442263587e-09,7.641405476631137e-09,0.0
1721,3.2070332330087174e-06,7.741756442263587e-09,7.641405476631137e-09,0.0
1722,1.2640069542158017e-05,7.741756442263587e-09,7.641405476631137e-09,0.0
1723,1.364615742919081e-05,7.741756442263587e-09,7.641405476631137e-09,0.0
1724,1.3590528705468127e-05,7.741756442263587e-09,0.0,0.0
1725,1.3487027039056037e-05,0.0,4.411772027067075e-08,0.0
1726,1.4981773152352876e-05,0.0,5.689271631581505e-08,0.0
1727,1.4572241525456775e-05,0.0,6.373543217007085e-08,0.0
1728,1.4994463461854529e-05,0.0,6.373543217007085e-08,0.0
1729,5.876598119617224e-06,0.0,6.373543217007085e-08,0.0
1730,5.8349114949253685e-06,0.0,7.191867013034425e-08,0.0
1731,7.133069597590033e-06,0.0,7.191867013034425e-08,0.0
1732,6.912683764832244e-06,0.0,2.7800949859673503e-08,0.0
1733,6.352259236207049e-06,0.0,1.5025953814529203e-08,0.0
1734,7.602193591083051e-06,0.0,1.3344969573836352e-08,0.0
1735,8.544772981622373e-06,0.0,1.3344969573836352e-08,0.0
1736,8.587461382246278e-06,0.0,1.8857294646425415e-08,0.0
1737,8.918024442599354e-06,0.0,1.0674056686152004e-08,0.0
1738,8.76953072292963e-06,0.0,1.0674056686152004e-08,0.0
1739,9.141784175881185e-06,0.0,1.0674056686152004e-08,0.0
1740,8.805372804740078e-06,0.0,1.0674056686152004e-08,0.0
1741,7.73229450195296e-06,0.0,5.512325072589062e-09,0.0
1742,7.331670920913373e-06,0.0,5.512325072589062e-09,0.0
1743,9.646413933036716e-06,0.0,1.926278717486899e-08,0.0
1744,9.888110590899097e-06,0.0,1.926278717486899e-08,0.0
1745,9.84739212331728e-06,0.0,8.237854842718662e-08,0.0
1746,1.0300311909564438e-05,0.0,8.735652556879359e-08,0.0
1747,1.0610497611196479e-05,0.0,9.567482907511606e-08,0.0
1748,1.3075502465653699e-05,3.639731817526938e-09,1.138734891778118e-07,0.0
1749,1.388257961869905e-05,3.639731817526938e-09,1.1882876955431649e-07,0.0
1750,1.4203092047994557e-05,3.639731817526938e-09,1.0286471382617687e-07,0.0
1751,1.6457806720739298e-05,3.639731817526938e-09,1.0286471382617687e-07,0.0
1752,1.9466500556778294e-05,2.313268205560754e-08,3.974895257385924e-08,3.898590149122226e-09
1753,2.2753452867618762e-05,2.313268205560754e-08,3.477097543225227e-08,3.898590149122226e-09
1754,2.340450217681272e-05,2.313268205560754e-08,3.06367406364773e-08,3.898590149122226e-09
1755,2.2920451426346388e-05,1.9492950238080605e-08,4.711785247682851e-08,3.898590149122226e-09
1756,2.5478185956931805e-05,1.9492950238080605e-08,6.03753943348043e-08,3.898590149122226e-09
1757,2.6887211528706496e-05,1.9492950238080605e-08,1.0579863512256387e-07,3.898590149122226e-09
1758,2.76643196619781e-05,1.9492950238080605e-08,1.2444414337104653e-07,3.898590149122226e-09
1759,2.9953073992926094e-05,0.0,1.3140173317692317e-07,0.0
1760,2.8663172218200217e-05,0.0,1.3406310017671785e-07,0.0
1761,3.1164909419853105e-05,0.0,1.382057335876295e-07,0.0
1762,3.254828178406959e-05,0.0,1.0352596164458256e-07,0.0
1763,3.2384001055366495e-05,0.0,8.531313941010207e-08,0.0
1764,3.08921322097636e-05,0.0,3.9401846864604654e-08,0.0
1765,2.969235798186024e-05,2.9474084125727782e-09,2.0756338616121994e-08,0.0
1766,2.9062688294548673e-05,2.9474084125727782e-09,1.7199800948576793e-08,0.0
1767,2.891875971857059e-05,2.9474084125727782e-09,2.0427438534349155e-08,0.0
1768,2.9373219669131296e-05,2.9474084125727782e-09,2.0147374054805108e-08,0.0
1769,2.8886367155272247e-05,2.9474084125727782e-09,3.5378671674785826e-08,0.0
1770,2.9317792983160223e-05,2.9474084125727782e-09,5.267620117876959e-08,0.0
1771,3.139370918298872e-05,2.9474084125727782e-09,5.249816530701017e-08,0.0
1772,3.270133545031838e-05,0.0,6.83146557735524e-08,0.0
1773,3.178566761822107e-05,0.0,6.491360363522095e-08,0.0
1774,3.326063571356437e-05,2.672463139674619e-09,5.9024599049653914e-08,0.0
1775,3.283005831430533e-05,2.672463139674619e-09,5.675533972951793e-08,0.0
1776,3.359491399481028e-05,2.672463139674619e-09,4.152404210953721e-08,0.0
1777,3.512933757779787e-05,2.672463139674619e-09,6.507921592101087e-08,0.0
1778,3.5164721079386906e-05,2.672463139674619e-09,7.357114688894789e-08,0.0
1779,3.617175726893558e-05,2.672463139674619e-09,6.031634214309634e-08,0.0
1780,3.540652921531416e-05,2.672463139674619e-09,6.031634214309634e-08,0.0
1781,3.959518419703402e-05,1.9125168750276445e-09,7.179144288573167e-08,0.0
1782,4.025046135731307e-05,1.9125168750276445e-09,6.601406456395256e-08,0.0
1783,4.17901568913034e-05,1.9125168750276445e-09,7.471246072603727e-08,0.0
1784,4.115596311748959e-05,1.9125168750276445e-09,3.552422952627207e-08,0.0
1785,4.0560046597550225e-05,3.5306392730051682e-09,2.439965474110295e-08,0.0
1786,4.355447059164622e-05,3.5306392730051682e-09,2.585826397449864e-08,0.0
1787,4.543849458319268e-05,3.5306392730051682e-09,2.7147405593349764e-08,0.0
1788,4.380188381349269e-05,2.924674470859502e-09,2.0898513142242336e-08,0.0
1789,4.572091295683224e-05,2.924674470859502e-09,2.3225282776349687e-08,0.0
1790,4.608328059215897e-05,2.924674470859502e-09,2.8889916237062607e-08,2.2096968064845767e-09
1791,4.6573851120358866e-05,6.1825733104521015e-09,2.8311410358940392e-08,2.2096968064845767e-09
1792,4.851226445420512e-05,1.0005761298868622e-08,2.9399672410842674e-08,2.2096968064845767e-09
1793,4.488908702374569e-05,1.0005761298868622e-08,2.7351421698946458e-08,2.2096968064845767e-09
1794,4.4652854350195934e-05,1.1003746866070481e-08,3.1052208042987265e-08,2.2096968064845767e-09
1795,4.499148573294016e-05,1.152373904237233e-08,2.7652544000643176e-08,2.2096968064845767e-09
1796,4.6018936700420454e-05,1.2471900655088218e-08,3.38592291981854e-08,2.2096968064845767e-09
1797,4.912668477377987e-05,1.4172671607732518e-08,2.5732359608200894e-08,0.0
1798,5.080334137476582e-05,1.9015966388837213e-08,3.101161689349803e-08,0.0
1799,5.181676689452226e-05,2.258619951384893e-08,3.1725663620006476e-08,0.0
1800,5.246322325547226e-05,2.587951078833076e-08,4.2926864475743646e-08,0.0
1801,5.31186290442877e-05,2.7667568109584247e-08,4.304468159688213e-08,9.286809416713432e-10
1802,5.2985166153770736e-05,2.8879911351253895e-08,4.2086390943702716e-08,9.286809416713432e-10
1803,5.3160225174256735e-05,3.1441749394543553e-08,3.776493549624758e-08,9.286809416713432e-10
1804,5.1292198414947574e-05,3.614760681257069e-08,3.9155714289965515e-08,1.5388360427185229e-09
1805,5.137970843601839e-05,3.375931838840123e-08,3.486791078088913e-08,2.0581910461662088e-09
1806,5.102680526241394e-05,2.862602650160235e-08,5.400816092761472e-08,2.0581910461662088e-09
1807,5.4590981952579955e-05,2.86802548694303e-08,6.426769357962111e-08,3.731960867321098e-09
1808,5.681965662266261e-05,2.989538623004202e-08,6.174894367256506e-08,3.50936946169611e-09
1809,5.7833930830903614e-05,2.975129577618775e-08,6.413733683834672e-08,3.50936946169611e-09
1810,5.954114957213668e-05,3.1035924306723114e-08,6.53737786444302e-08,3.50936946169611e-09
1811,6.087483728021782e-05,2.791067110763379e-08,6.501274223731051e-08,3.1335983014762245e-09
1812,6.237931458079922e-05,2.69719309743875e-08,7.343848576876358e-08,2.6142432980285388e-09
1813,6.723414324889225e-05,3.0076938019517133e-08,5.5017659000051415e-08,3.196181478212371e-09
1814,6.816536499952366e-05,2.9445854262836032e-08,3.910737435473623e-08,2.3582442030902128e-09
1815,6.979420036909037e-05,2.969377556537113e-08,3.825664559745487e-08,1.8452953768185613e-09
1816,8.143614104483277e-05,3.136312390747012e-08,3.9944489620730953e-08,2.0354680956608765e-09
1817,8.259939516262551e-05,3.256566064432523e-08,4.117860389182429e-08,2.0354680956608765e-09
1818,8.416319490476911e-05,3.555050603105363e-08,4.053699141439081e-08,1.8010841548335828e-09
1819,8.472672613736774e-05,3.784032084500463e-08,3.604572538863847e-08,3.003463684108405e-09
1820,8.335120946867391e-05,3.734252729259424e-08,3.7503710613253e-08,3.6007009913368346e-09
1821,8.331369255237015e-05,4.18251097248198e-08,3.705170138955184e-08,2.764868445304103e-09
1822,8.459243066941522e-05,4.2067694851409346e-08,4.042895998931531e-08,3.195572267118101e-09
1823,7.595300121465698e-05,3.98914166461444e-08,4.0400666177577346e-08,3.286325085077075e-09
1824,7.713857069445242e-05,3.6979012106387795e-08,4.176531171700455e-08,4.2251652018368955e-09
1825,7.994982505416763e-05,3.641054797347871e-08,4.3877581187449066e-08,4.605015606935175e-09
1826,8.225905081157439e-05,3.266451896268206e-08,5.066349422528609e-08,3.521134320624445e-09
1827,8.332729859310868e-05,2.942074266749322e-08,5.26443016164129e-08,3.3876648946369006e-09
1828,8.787550073715725e-05,2.641421811436625e-08,4.921468489880811e-08,3.49799420381761e-09
1829,9.130156623931336e-05,2.6209268660133082e-08,4.775342229582488e-08,3.295795342988279e-09
1830,9.466876612610317e-05,2.7538278705005074e-08,5.036628434952815e-08,3.1101743482229794e-09
1831,9.717486578405701e-05,2.705456887091324e-08,4.798565760617228e-08,2.728702224492301e-09
1832,0.00010152238870172628,2.6721228404572424e-08,4.239962818936809e-08,2.944898015920318e-09
1833,0.00010451871224047084,2.744471240743808e-08,3.6777426310712665e-08,3.6511824278281526e-09
1834,0.00010812437540153041,3.192762143555683e-08,3.4471550185750336e-08,3.2699579155526237e-09
1835,0.00011130517149077994,3.276211175367345e-08,3.828740575378171e-08,4.500163020004777e-09
1836,0.00011398265425149085,3.3579540925643414e-08,3.981236496031215e-08,4.679006785198883e-09
1837,0.00011576799650876117,3.342496869761037e-08,4.0259771389677164e-08,4.893467884871581e-09
1838,0.00011790453780642045,3.37242964982514e-08,4.787387730686987e-08,4.870380130940686e-09
1839,0.00011843763059005141,3.404348853613166e-08,5.480227827092676e-08,4.880585427865672e-09
1840,0.00011824805655383639,3.226963255339602e-08,5.6016712030831125e-08,4.433732587421397e-09
1841,0.00011958041120254035,2.762404958746499e-08,6.33485482483463e-08,4.539004759353458e-09
1842,0.00011728258894956005,2.7583911535852427e-08,6.398027910644747e-08,3.5633629697733635e-09
1843,0.00011692828723295991,2.6151924816174088e-08,6.693229944890586e-08,4.012066012748505e-09
1844,0.00011951917570383687,2.6396242651977834e-08,6.810508576141469e-08,4.704043250163587e-09
1845,0.00011991107021458447,2.850127194571022e-08,5.96295964986179e-08,4.903889421521106e-09
1846,0.00012111626191264284,2.640479149615008e-08,5.737712527320582e-08,5.406386449635647e-09
1847,0.00012432364019332454,2.7409907740353186e-08,5.462339101671075e-08,5.513300355935209e-09
1848,0.00012727885353212644,2.777621637457222e-08,5.0910366715990156e-08,5.235735717994723e-09
1849,0.00013090082731131197,2.692729467972705e-08,5.115154116148395e-08,5.354498939474135e-09
1850,0.0001317280766670592,2.771729233432195e-08,4.8906567684525726e-08,4.780005534245544e-09
1851,0.00013455444942727418,2.8460672041319413e-08,4.765017688360526e-08,4.799691755152935e-09
1852,0.0001380422347990264,2.8258613480959738e-08,4.962023630079264e-08,4.9756736508754784e-09
1853,0.00013889947565205927,2.7760083755522047e-08,5.207301662884285e-08,4.687333949553769e-09
1854,0.00014224950739714717,2.883054861513301e-08,5.946618841790041e-08,5.010519998904783e-09
1855,0.00014378145819396844,3.105541398643449e-08,6.075051268388571e-08,4.780839660664274e-09
1856,0.00014564251926328455,3.014789205581435e-08,6.057148839642781e-08,4.893569486138663e-09
1857,0.00014842425714180405,3.006593551901915e-08,6.431206500678854e-08,4.65954154625438e-09
1858,0.00015239771164488047,3.000900683503005e-08,6.44260923974928e-08,4.271751111569902e-09
1859,0.00015404617131155516,2.977536211241321e-08,6.392656918105136e-08,4.1537248878548945e-09
1860,0.00015513605571218899,3.1261404893306073e-08,5.999083084264254e-08,3.821277738680351e-09
1861,0.0001578039477213419,2.9799065564312903e-08,5.6168679358441816e-08,4.199468233474184e-09
1862,0.0001612722220930404,2.8753493300622982e-08,5.502142436902042e-08,4.605578743773922e-09
1863,0.00016277884008429413,2.8816984608072615e-08,5.95690973373816e-08,4.820737047645756e-09
1864,0.00016732093562105938,2.8722426088328186e-08,5.6347189009946826e-08,5.4748731897242516e-09
1865,0.0001729594951029867,2.9403858903265245e-08,5.79816885298052e-08,6.698749681938969e-09
1866,0.00017809526512532363,2.8815720349533487e-08,5.98902910756546e-08,6.393303410488573e-09
1867,0.00018983810982068202,2.726595178208819e-08,6.028793261439855e-08,7.504202719539016e-09
1868,0.00019324404794523225,2.873186564857276e-08,5.7085371858127994e-08,7.034969622716452e-09
1869,0.00020173462689854205,2.921382830883041e-08,5.790870614776265e-08,6.920552765775158e-09
1870,0.0002104306809737214,2.874975736842446e-08,6.510380298355553e-08,6.784792156671366e-09
1871,0.00021708463568107357,2.856228345901205e-08,6.782848060993274e-08,7.350723077844837e-09
1872,0.00021816915458267822,2.8261030087557108e-08,6.572220761264752e-08,6.598904153268645e-09
1873,0.00022428982733150145,2.9233575814048762e-08,6.561268963066271e-08,7.2045133668398515e-09
1874,0.00022057263413444161,3.085836754377981e-08,6.451472803600414e-08,6.2415038217165735e-09
1875,0.0002240073330800182,2.988129566006137e-08,6.697423162092622e-08,5.9657819953936755e-09
1876,0.00022201796569528857,2.8837906792692332e-08,6.433683706420976e-08,6.3698791955399005e-09
1877,0.00021964737347194126,2.8734294435902744e-08,5.545323996817128e-08,6.812549350040545e-09
1878,0.00022005362968359674,2.837350418108794e-08,5.5322394538442106e-08,6.077518329864315e-09
1879,0.0002151696805542867,2.685197689597122e-08,5.71790954901579e-08,5.3907878478603215e-09
1880,0.00021091467351652682,2.472612007206213e-08,5.785214187069089e-08,4.9562765003230425e-09
1881,0.0002129816067671137,2.4748164660439087e-08,5.8932432267511103e-08,5.519917634089211e-09
1882,0.00021133347971564426,2.4165725928274436e-08,5.795477367850513e-08,5.888891786907737e-09
1883,0.0002122262230841443,2.331479821902706e-08,5.948952771664803e-08,6.0227615910386186e-09
1884,0.00021582689701712558,2.391425673360053e-08,5.7755067522131346e-08,5.6060589186707995e-09
1885,0.00021463704095887287,2.3920867572460987e-08,5.9175655613736515e-08,5.402770738730364e-09
1886,0.0002190905236472775,2.4624668018954513e-08,5.646028508213671e-08,5.756286241315982e-09
1887,0.00022141823345529183,2.4919051710980966e-08,5.956739914024313e-08,5.817035741984e-09
1888,0.00022486173007304648,2.3973735504715218e-08,6.572428341249698e-08,5.48163413073764e-09
1889,0.0002261394672262083,2.48766076944256e-08,7.459448018006956e-08,6.1631355891782795e-09
1890,0.00022758987740546997,2.4446870940307364e-08,7.983284941052002e-08,6.436933462440817e-09
1891,0.00022679336585237512,2.496193981674618e-08,8.789215298423057e-08,6.7849897129284335e-09
1892,0.00022941963730512986,2.4723503752202954e-08,8.778725251496716e-08,6.891775023681086e-09
