ngram,failure,faiure,falure,failre
1666,3.179784398201134e-06,0.0,0.0,0.0
1667,3.460408988433171e-06,0.0,0.0,0.0
1668,3.4135446022836343e-06,0.0,0.0,0.0
1669,3.3882866351372546e-06,0.0,0.0,0.0
1670,2.3603736281074816e-06,0.0,0.0,0.0
1671,2.0052972818770546e-06,0.0,0.0,0.0
1672,2.090265590075952e-06,0.0,0.0,0.0
1673,2.088466560832915e-06,0.0,0.0,0.0
1674,1.9599868567508693e-06,0.0,0.0,0.0
1675,2.1127099216755596e-06,0.0,0.0,0.0
1676,2.242634098235742e-06,0.0,0.0,0.0
1677,2.2559684111911338e-06,0.0,0.0,0.0
1678,2.6992656135657204e-06,0.0,0.0,0.0
1679,2.536373683272229e-06,0.0,0.0,0.0
1680,2.845284711838758e-06,0.0,0.0,0.0
1681,2.918789553924788e-06,0.0,0.0,0.0
1682,3.021297613616168e-06,0.0,0.0,0.0
1683,2.6801014395719643e-06,0.0,0.0,0.0
1684,2.687499935356235e-06,0.0,0.0,0.0
1685,2.4957829996960105e-06,0.0,0.0,0.0
1686,2.9557954803749453e-06,0.0,0.0,0.0
1687,2.9845426589807696e-06,0.0,0.0,0.0
1688,2.5909768055498716e-06,0.0,0.0,0.0
1689,3.1953743635832713e-06,0.0,0.0,0.0
1690,6.201878672332636e-06,0.0,0.0,0.0
1691,6.564802349982658e-06,0.0,0.0,0.0
1692,6.418139443147604e-06,0.0,0.0,0.0
1693,6.134974796623283e-06,0.0,0.0,0.0
1694,6.574795650392064e-06,0.0,0.0,0.0
1695,6.85356228911717e-06,0.0,0.0,0.0
1696,6.363059615718417e-06,0.0,0.0,0.0
1697,5.060972690833816e-06,0.0,0.0,0.0
1698,9.51130056949166e-06,0.0,0.0,0.0
1699,9.511628539777511e-06,0.0,0.0,0.0
1700,9.61097927237071e-06,0.0,0.0,0.0
1701,8.828892435173788e-06,0.0,0.0,0.0
1702,8.580841413926724e-06,0.0,0.0,0.0
1703,8.598980993416003e-06,0.0,0.0,0.0
1704,7.0488241590283e-06,0.0,0.0,0.0
1705,2.4357130996577325e-06,0.0,0.0,0.0
1706,2.621540959678116e-06,0.0,0.0,0.0
1707,2.2969114914823356e-06,0.0,0.0,0.0
1708,2.3061395170641063e-06,0.0,0.0,0.0
1709,2.3911914825345903e-06,0.0,0.0,0.0
1710,2.17464480556373e-06,0.0,0.0,0.0
1711,2.1647312321095214e-06,0.0,0.0,0.0
1712,2.0499833388904724e-06,0.0,1.086341987794575e-08,0.0
1713,1.7664071784955532e-06,0.0,1.086341987794575e-08,0.0
1714,2.206275049892221e-06,0.0,1.086341987794575e-08,0.0
1715,2.2754483260151962e-06,0.0,1.086341987794575e-08,0.0
1716,2.1658067258353445e-06,0.0,1.086341987794575e-08,0.0
1717,2.090975109630173e-06,0.0,1.086341987794575e-08,0.0
1718,2.0828701638363e-06,0.0,1.086341987794575e-08,0.0
1719,1.9867698516204006e-06,0.0,0.0,0.0
1720,1.850479520726367e-06,0.0,0.0,0.0
1721,1.464846426253124e-06,0.0,0.0,0.0
1722,1.726313420087016e-06,0.0,0.0,0.0
1723,1.7712876407521044e-06,0.0,0.0,0.0
1724,1.8286016256752191e-06,0.0,0.0,0.0
1725,2.0452678524764323e-06,0.0,0.0,0.0
1726,2.3597084464199725e-06,0.0,0.0,0.0
1727,2.4131691621473043e-06,0.0,0.0,0.0
1728,2.6496554872729964e-06,0.0,0.0,0.0
1729,2.530630500327139e-06,0.0,0.0,0.0
1730,2.303855069385463e-06,0.0,0.0,0.0
1731,2.286083023201562e-06,0.0,6.966739566191141e-09,0.0
1732,2.0827297524712255e-06,0.0,6.966739566191141e-09,0.0
1733,2.5239121847724685e-06,0.0,6.966739566191141e-09,0.0
1734,4.23531406568145e-06,0.0,1.2128471179754082e-08,0.0
1735,3.988648578407654e-06,0.0,1.2128471179754082e-08,0.0
1736,3.728815183226938e-06,0.0,1.2128471179754082e-08,0.0
1737,3.858416481047503e-06,0.0,1.2128471179754082e-08,0.0
1738,4.4208105204493875e-06,0.0,5.161731613562941e-09,0.0
1739,4.347763365331048e-06,0.0,5.161731613562941e-09,0.0
1740,3.667111481523274e-06,0.0,5.161731613562941e-09,0.0
1741,2.149399993608573e-06,0.0,0.0,0.0
1742,2.1335108775539472e-06,0.0,0.0,0.0
1743,2.3644215291694437e-06,0.0,0.0,0.0
1744,2.423060891487694e-06,0.0,0.0,0.0
1745,1.9154405208610115e-06,0.0,0.0,0.0
1746,2.2136156465941374e-06,0.0,0.0,0.0
1747,2.344187237213191e-06,0.0,0.0,0.0
1748,2.738240173779819e-06,0.0,0.0,0.0
1749,3.290900037557419e-06,0.0,0.0,0.0
1750,3.4136489180777322e-06,0.0,3.298731446729367e-09,0.0
1751,3.8890915935293635e-06,0.0,3.298731446729367e-09,0.0
1752,4.250751057302945e-06,0.0,3.298731446729367e-09,0.0
1753,4.552260731673284e-06,0.0,3.298731446729367e-09,0.0
1754,4.872467538267042e-06,0.0,3.298731446729367e-09,0.0
1755,5.1305318525659715e-06,0.0,3.298731446729367e-09,0.0
1756,5.2082440171424035e-06,0.0,3.298731446729367e-09,0.0
1757,5.3275347714329e-06,0.0,0.0,0.0
1758,5.187687098181673e-06,0.0,0.0,0.0
1759,5.3867078609722995e-06,0.0,0.0,0.0
1760,5.58832256761629e-06,0.0,0.0,0.0
1761,6.291286094243073e-06,0.0,0.0,0.0
1762,6.953161833475211e-06,0.0,0.0,0.0
1763,6.9752936074759674e-06,0.0,0.0,0.0
1764,7.64934286832743e-06,0.0,0.0,0.0
1765,7.996658171448092e-06,0.0,0.0,0.0
1766,8.130969490593998e-06,0.0,0.0,0.0
1767,8.098300440906314e-06,0.0,0.0,0.0
1768,8.249920093866031e-06,0.0,0.0,0.0
1769,7.4546296023722136e-06,0.0,0.0,0.0
1770,7.839977505292544e-06,0.0,0.0,0.0
1771,7.6206494798368245e-06,0.0,0.0,0.0
1772,7.962807233395455e-06,0.0,0.0,0.0
1773,8.29548733755863e-06,0.0,0.0,0.0
1774,8.738398589360128e-06,0.0,0.0,0.0
1775,8.403804843380516e-06,0.0,0.0,0.0
1776,8.878993997184028e-06,0.0,0.0,0.0
1777,8.975910142388394e-06,0.0,0.0,0.0
1778,9.025819053931627e-06,0.0,0.0,0.0
1779,9.202580128788083e-06,0.0,0.0,0.0
1780,9.527502567964672e-06,0.0,0.0,0.0
1781,9.600871895340138e-06,0.0,0.0,0.0
1782,1.0129966800117732e-05,0.0,0.0,0.0
1783,1.0240070098786549e-05,2.174599040521181e-09,0.0,0.0
1784,1.0898873370024376e-05,2.174599040521181e-09,0.0,0.0
1785,1.1383452147128992e-05,2.174599040521181e-09,0.0,0.0
1786,1.2131180743121409e-05,3.5146973585499707e-09,2.6801966360575793e-09,0.0
1787,1.2202544244896022e-05,4.8038389774010935e-09,2.6801966360575793e-09,0.0
1788,1.2348156555422715e-05,4.8038389774010935e-09,2.6801966360575793e-09,0.0
1789,1.2709773857620479e-05,4.8038389774010935e-09,2.6801966360575793e-09,0.0
1790,1.3129456939558232e-05,2.6292399368799124e-09,2.6801966360575793e-09,0.0
1791,1.3299536996263278e-05,2.6292399368799124e-09,3.766162873627568e-09,0.0
1792,1.3735494966178002e-05,2.6292399368799124e-09,3.766162873627568e-09,0.0
1793,1.3764879700569768e-05,1.2891416188511228e-09,1.0859662375699892e-09,0.0
1794,1.401527255698706e-05,0.0,1.0859662375699892e-09,0.0
1795,1.4081214430916589e-05,0.0,1.0859662375699892e-09,0.0
1796,1.4109712407974126e-05,0.0,1.0859662375699892e-09,0.0
1797,1.4666259240974406e-05,0.0,1.0859662375699892e-09,0.0
1798,1.4512245278248364e-05,0.0,5.786566781296187e-10,0.0
1799,1.4654995019165134e-05,0.0,5.786566781296187e-10,0.0
1800,1.4084183151550991e-05,0.0,5.786566781296187e-10,0.0
1801,1.408003169802084e-05,4.643404708356716e-10,5.786566781296187e-10,0.0
1802,1.4724437278346159e-05,8.984672688378786e-10,5.786566781296187e-10,0.0
1803,1.4747900162806868e-05,8.984672688378786e-10,5.786566781296187e-10,0.0
1804,1.4708234500306259e-05,8.984672688378786e-10,5.786566781296187e-10,0.0
1805,1.5175594853644725e-05,1.4178222722855643e-09,0.0,0.0
1806,1.5194864447819003e-05,1.4178222722855643e-09,0.0,0.0
1807,1.5666061309665175e-05,1.4178222722855643e-09,0.0,0.0
1808,1.6313267484032883e-05,9.534818014498926e-10,2.35363189255671e-10,0.0
1809,1.685809041061605e-05,8.81204633072587e-10,2.35363189255671e-10,0.0
1810,1.700756794369746e-05,1.317079937176605e-09,6.71238493359689e-10,0.0
1811,1.7177947743870652e-05,1.5514638780038987e-09,2.0775421383234516e-09,0.0
1812,1.7116011414535543e-05,1.032108874556213e-09,2.0775421383234516e-09,0.0
1813,1.708670775510005e-05,1.4200676824925397e-09,2.271521542291615e-09,0.0
1814,1.7808075686584095e-05,1.8379839555089055e-09,2.271521542291615e-09,0.0
1815,1.787482636115913e-05,2.031124665283609e-09,3.00186193363012e-09,0.0
1816,1.791897479311696e-05,1.6692750356587079e-09,3.00186193363012e-09,1.901727188423154e-10
1817,1.835511154370449e-05,1.5760948736596804e-09,2.7373342005785973e-09,1.901727188423154e-10
1818,1.8357716856241624e-05,1.3417109328323867e-09,1.868135138646413e-09,1.901727188423154e-10
1819,1.8303745621649015e-05,1.7926032721707737e-09,1.868135138646413e-09,1.901727188423154e-10
1820,1.8852486131696162e-05,1.404644464234447e-09,1.6741557346782493e-09,1.901727188423154e-10
1821,1.850870441038361e-05,1.1152824457611693e-09,1.6741557346782493e-09,1.901727188423154e-10
1822,1.8394245801443632e-05,9.221417359864656e-10,7.084521540840732e-10,3.1494162040195713e-10
1823,1.8530251639146756e-05,9.221417359864656e-10,1.2703032276866517e-09,2.6523166996028635e-10
1824,1.883264069744785e-05,7.135666105614494e-10,1.0989556566341564e-09,3.9935168664026067e-10
1825,1.909116586570495e-05,7.135666105614494e-10,5.618510736025786e-10,5.259684909830753e-10
1826,1.950042081131999e-05,4.996707571512462e-10,9.173458183551832e-10,5.259684909830753e-10
1827,1.955728267993046e-05,4.996707571512462e-10,1.0219164244976549e-09,5.259684909830753e-10
1828,1.9907851310563274e-05,3.711165026081582e-10,1.0219164244976549e-09,7.466271093444935e-10
1829,2.44213936509498e-05,7.927621733675291e-10,1.7246591773759486e-09,8.326810431645373e-10
1830,2.4481685873719732e-05,7.927621733675291e-10,1.1628081037733701e-09,6.922182747638925e-10
1831,2.4800648524043417e-05,1.0302207975598776e-09,1.2557027639914509e-09,5.580982580839183e-10
1832,2.503870018699672e-05,1.1153702564722527e-09,1.4260016818162008e-09,4.3148145374110365e-10
1833,2.5585652370604555e-05,1.1258085574894494e-09,1.7303330355846113e-09,4.3148145374110365e-10
1834,2.625291719076423e-05,1.2919289447767467e-09,1.6257624294421395e-09,5.145416473847522e-10
1835,2.6938503391907682e-05,1.3757123456288006e-09,2.2960296362585707e-09,3.77666429875388e-10
1836,2.3085744292724746e-05,9.540666748694297e-10,1.6683480628744617e-09,2.419047739898872e-10
1837,2.3134379651829867e-05,9.540666748694297e-10,1.900672286225813e-09,3.193461844170591e-10
1838,2.3167517221216777e-05,5.824880339971067e-10,1.8841033733174584e-09,3.193461844170591e-10
1839,2.3288630213106183e-05,4.973385750847318e-10,1.9411487576067745e-09,3.9512762109846934e-10
1840,2.3461190202007337e-05,2.499037881393511e-10,1.3569086251433556e-09,4.707135871560655e-10
1841,2.3359341347323997e-05,7.835595109259178e-10,1.5668414581655149e-09,3.876533935124168e-10
1842,2.3455809891207275e-05,7.605915500593799e-10,1.0182051313201157e-09,3.038699926603629e-10
1843,2.4121763220006998e-05,8.261660799924186e-10,9.43143951825931e-10,2.9438334309921695e-10
1844,2.5057100564091733e-05,8.261660799924186e-10,7.776025854967981e-10,2.1694193267204501e-10
1845,2.5644997159750866e-05,8.929048453002305e-10,7.01276838187072e-10,2.836806979798569e-10
1846,2.6569070541881956e-05,1.0233458445720244e-09,4.739325360730057e-10,2.0789926129844664e-10
1847,2.6668361117897022e-05,1.083951309662926e-09,8.831902907426224e-10,1.323132952408506e-10
1848,2.7055536130709307e-05,5.482382167290975e-10,7.826328077672632e-10,1.323132952408506e-10
1849,2.725226607123789e-05,4.874227767435815e-10,7.147414644264367e-10,1.323132952408506e-10
1850,2.718824777860261e-05,4.218482468105427e-10,8.096812823385083e-10,6.673876530781188e-11
1851,2.6850117137655616e-05,5.611340360621244e-10,8.821842145678715e-10,1.1316736040331169e-10
1852,2.7068878937695574e-05,5.955184123607182e-10,1.084430497780683e-09,4.642859509549981e-11
1853,2.70813491494794e-05,4.6507741308892443e-10,1.084430497780683e-09,4.642859509549981e-11
1854,2.7754155131073537e-05,4.5497380862791204e-10,7.510923629082202e-10,4.642859509549981e-11
1855,2.8592348826350644e-05,3.9591428944797865e-10,7.992222598015733e-10,9.893034407555084e-11
1856,2.9109750487675357e-05,3.9591428944797865e-10,7.454827231713677e-10,9.893034407555084e-11
1857,2.97610427618825e-05,3.9591428944797865e-10,8.912140390750421e-10,9.893034407555084e-11
1858,3.055238084925804e-05,4.294390438490987e-10,8.671352762818734e-10,5.250174898005103e-11
1859,3.1108306887160454e-05,3.892452907613578e-10,8.476771586250566e-10,5.250174898005103e-11
1860,3.1604652187005354e-05,5.112357085287503e-10,1.213648411927234e-09,5.250174898005103e-11
1861,3.220224425604101e-05,1.0256006678842157e-09,1.2880895477224946e-09,3.9142181559473753e-10
1862,3.264223284661837e-05,9.205971699241136e-10,1.2977391145823398e-09,3.946383378813526e-10
1863,3.3298787457169965e-05,1.1115486943578746e-09,1.4886906390161008e-09,4.4237621898979285e-10
1864,3.3892325258680754e-05,1.629595030345448e-09,1.4834951124674335e-09,4.4237621898979285e-10
1865,3.455116218122255e-05,1.501011037685629e-09,1.3682880860090206e-09,4.866027699826755e-10
1866,3.4858531892366174e-05,1.440081649166964e-09,1.4951772518502692e-09,5.750820097905063e-10
1867,3.536776733069148e-05,1.4045161462432937e-09,1.1292059985480917e-09,6.182944672123674e-10
1868,3.5583403327369266e-05,9.292727222641264e-10,9.928826729042684e-10,2.793744005976809e-10
1869,3.603471746568435e-05,1.0084444945768212e-09,9.8407140372966e-10,3.0282790164370965e-10
1870,3.6707789799298295e-05,8.174929701430602e-10,1.384430308488354e-09,3.3956294125709567e-10
1871,3.7321148348772635e-05,3.4002269650683965e-10,1.432987149575991e-09,3.8013900360844843e-10
1872,3.765810885982189e-05,3.367478557907739e-10,1.5967939906832589e-09,5.406710119298148e-10
1873,3.838340905661296e-05,3.367478557907739e-10,1.3651341644406655e-09,5.302092772766339e-10
1874,3.9464724458022306e-05,2.900636556343475e-10,1.4843563045374708e-09,5.267375345420686e-10
1875,4.0608231626850155e-05,2.806703203184213e-10,1.4749629692215445e-09,7.273126783375566e-10
1876,4.157187920230042e-05,2.7816251682974015e-10,1.4699473622441823e-09,7.631368552958001e-10
1877,4.1960076487157494e-05,3.1311418933834187e-10,1.193201973733896e-09,6.786639345739737e-10
1878,4.2715142626548186e-05,4.5396492120985954e-10,9.454548850167705e-10,6.743732318602116e-10
1879,4.373193223727867e-05,5.177546486783464e-10,1.2355276127592622e-09,6.092699281598105e-10
1880,4.429560327220575e-05,5.506413321341799e-10,1.223283474516279e-09,5.64139106460994e-10
1881,4.5108066842658445e-05,7.318597890413971e-10,1.2618893073325565e-09,5.875295825249641e-10
1882,4.572512417715708e-05,7.164488863287133e-10,1.2788879796435788e-09,4.193640177182648e-10
1883,4.695637627654443e-05,6.71907545474986e-10,1.1898052979361244e-09,3.0436806844732645e-10
1884,4.8443586170573584e-05,7.589995021373142e-10,1.1193275155958154e-09,3.6538988303279144e-10
1885,4.9760250216682577e-05,6.356192635717914e-10,1.2281585510492172e-09,4.161743588637634e-10
1886,5.090230583196639e-05,6.688209113520876e-10,9.949879095242205e-10,3.316963350811061e-10
1887,5.2452176272968897e-05,8.293720016316897e-10,1.288456131469979e-09,2.9880965162527266e-10
1888,5.312695585806588e-05,8.784412423658492e-10,1.2386395282464641e-09,3.1668698615864143e-10
1889,5.40877174768996e-05,8.921347728023982e-10,1.3507779537759644e-09,2.8427740716985284e-10
1890,5.420262459665537e-05,9.106035251235259e-10,1.3118283879810987e-09,3.348687874612669e-10
1891,5.4831235112422814e-05,8.653750533620703e-10,1.2469764863544596e-09,3.506621302852762e-10
1892,5.526415095248792e-05,9.196864063960269e-10,1.4614054054197722e-09,3.0853545908625183e-10
1893,5.572225096070075e-05,9.431750301404561e-10,1.4713132101551452e-09,2.7641990085758295e-10
1894,5.6490940811012737e-05,9.2647143924905e-10,1.575998867123626e-09,3.6478699227959765e-10
1895,5.734342838487854e-05,9.528399339383701e-10,1.8702404585330915e-09,3.4729208992739e-10
1896,5.7492500283322965e-05,9.71229374702176e-10,1.8546775583581722e-09,4.0543336743414926e-10
1897,5.774419800478167e-05,1.2364428370048586e-09,2.2752239933357796e-09,4.1057225278314947e-10
1898,5.803056982196202e-05,1.3219711991752092e-09,2.3665611533932716e-09,4.6002427462570646e-10
1899,5.81690167434447e-05,1.4463940759387332e-09,2.2984383444121394e-09,4.697228300765133e-10
1900,5.8538780909397504e-05,1.3391741802783385e-09,2.2485276656476164e-09,4.828023655470811e-10
1901,5.8731766850022336e-05,1.4709003657932739e-09,1.904557226214568e-09,4.6298202176815144e-10
1902,5.95592131763364e-05,1.5188692644877273e-09,1.7261420388286248e-09,4.1668668912134676e-10
1903,6.108743348574665e-05,1.916080615600129e-09,1.7714249590992738e-09,3.7448455645984677e-10
1904,6.281021394118267e-05,2.0441804955100603e-09,1.7853412875063717e-09,3.980229935323416e-10
1905,6.414425037551805e-05,2.4307240069949235e-09,1.911187192631709e-09,3.174964002023677e-10
1906,6.538596426253207e-05,2.6128478468136406e-09,2.007639340487596e-09,3.249146249669924e-10
1907,6.657814083155245e-05,2.9834910732416476e-09,2.3543395328522773e-09,4.206249773089762e-10
1908,6.723145218399753e-05,2.9632442531481372e-09,2.6049429756115826e-09,4.207004962651441e-10
1909,6.801099516451359e-05,2.8393745925876193e-09,2.8496595083638e-09,4.723872543133112e-10
1910,6.854162659562592e-05,2.6207389115993708e-09,3.0651107049298585e-09,5.390914460866116e-10
1911,6.921645607300369e-05,2.4983266090826207e-09,2.7730874422157316e-09,5.716461986311166e-10
1912,7.046570369441594e-05,2.2088935125452736e-09,2.8667486797116582e-09,6.700466927332473e-10
1913,7.167221026195745e-05,2.0330535033252772e-09,2.993599114629676e-09,7.080721802538952e-10
1914,7.256046540403207e-05,2.192858022149429e-09,3.1970173492672824e-09,6.49303063696546e-10
1915,7.37659543769301e-05,2.3668674322051076e-09,3.448067292006434e-09,6.60374413882384e-10
1916,7.435567593867225e-05,2.612979023629082e-09,3.3257058377042117e-09,7.57039859371795e-10
1917,7.510448943191607e-05,2.8681991226520154e-09,3.359968176701906e-09,8.140538719305011e-10
