ngram,match,matc,match,match
1601,2.4995535438522764e-05,0.0,2.4995535438522764e-05,2.4995535438522764e-05
1602,1.8271591410926442e-05,0.0,1.8271591410926442e-05,1.8271591410926442e-05
1603,1.550124924116452e-05,0.0,1.550124924116452e-05,1.550124924116452e-05
1604,2.319780969628482e-05,0.0,2.319780969628482e-05,2.319780969628482e-05
1605,2.372512913747674e-05,0.0,2.372512913747674e-05,2.372512913747674e-05
1606,2.4396696127431433e-05,0.0,2.4396696127431433e-05,2.4396696127431433e-05
1607,2.3014980342850322e-05,0.0,2.3014980342850322e-05,2.3014980342850322e-05
1608,2.0697216379111133e-05,0.0,2.0697216379111133e-05,2.0697216379111133e-05
1609,2.5417829419893678e-05,0.0,2.5417829419893678e-05,2.5417829419893678e-05
1610,3.0524146885519645e-05,0.0,3.0524146885519645e-05,3.0524146885519645e-05
1611,2.2082240710525574e-05,0.0,2.2082240710525574e-05,2.2082240710525574e-05
1612,2.310563844990351e-05,0.0,2.310563844990351e-05,2.310563844990351e-05
1613,2.4139335567139953e-05,0.0,2.4139335567139953e-05,2.4139335567139953e-05
1614,2.5525551531505437e-05,0.0,2.5525551531505437e-05,2.5525551531505437e-05
1615,2.6994088849668124e-05,0.0,2.6994088849668124e-05,2.6994088849668124e-05
1616,2.2775567491148e-05,0.0,2.2775567491148e-05,2.2775567491148e-05
1617,2.0715380092691964e-05,0.0,2.0715380092691964e-05,2.0715380092691964e-05
1618,2.6371962381485252e-05,0.0,2.6371962381485252e-05,2.6371962381485252e-05
1619,2.805154001959766e-05,0.0,2.805154001959766e-05,2.805154001959766e-05
1620,3.0135421314168654e-05,0.0,3.0135421314168654e-05,3.0135421314168654e-05
1621,2.9364402117997607e-05,0.0,2.9364402117997607e-05,2.9364402117997607e-05
1622,2.733093489431277e-05,7.034840824157332e-08,2.733093489431277e-05,2.733093489431277e-05
1623,2.8044550292958904e-05,7.034840824157332e-08,2.8044550292958904e-05,2.8044550292958904e-05
1624,2.4992633890568478e-05,7.034840824157332e-08,2.4992633890568478e-05,2.4992633890568478e-05
1625,1.9978897008903524e-05,7.034840824157332e-08,1.9978897008903524e-05,1.9978897008903524e-05
1626,1.7328149754445932e-05,7.034840824157332e-08,1.7328149754445932e-05,1.7328149754445932e-05
1627,1.4764132434460667e-05,7.034840824157332e-08,1.4764132434460667e-05,1.4764132434460667e-05
1628,1.3154165441976926e-05,1.3586003433374572e-07,1.3154165441976926e-05,1.3154165441976926e-05
1629,1.7142672861934572e-05,1.4804096995898623e-07,1.7142672861934572e-05,1.7142672861934572e-05
1630,1.6971086292219946e-05,1.4804096995898623e-07,1.6971086292219946e-05,1.6971086292219946e-05
1631,1.7879031604804497e-05,1.4804096995898623e-07,1.7879031604804497e-05,1.7879031604804497e-05
1632,1.7451684730726163e-05,1.4804096995898623e-07,1.7451684730726163e-05,1.7451684730726163e-05
1633,1.739351526859017e-05,1.4804096995898623e-07,1.739351526859017e-05,1.739351526859017e-05
1634,1.649232178481595e-05,1.4804096995898623e-07,1.649232178481595e-05,1.649232178481595e-05
1635,1.640007680439989e-05,8.252934386681382e-08,1.640007680439989e-05,1.640007680439989e-05
1636,1.377585509284732e-05,0.0,1.377585509284732e-05,1.377585509284732e-05
1637,1.5450134534538457e-05,0.0,1.5450134534538457e-05,1.5450134534538457e-05
1638,1.491958625722743e-05,0.0,1.491958625722743e-05,1.491958625722743e-05
1639,1.4827720406174194e-05,0.0,1.4827720406174194e-05,1.4827720406174194e-05
1640,1.4004978895952394e-05,0.0,1.4004978895952394e-05,1.4004978895952394e-05
1641,1.2866397485465444e-05,0.0,1.2866397485465444e-05,1.2866397485465444e-05
1642,1.5276265977653175e-05,0.0,1.5276265977653175e-05,1.5276265977653175e-05
1643,1.4904648651281605e-05,0.0,1.4904648651281605e-05,1.4904648651281605e-05
1644,1.2254918406792317e-05,0.0,1.2254918406792317e-05,1.2254918406792317e-05
1645,1.1168087049944525e-05,4.9116830983361326e-08,1.1168087049944525e-05,1.1168087049944525e-05
1646,1.233061967858313e-05,4.9116830983361326e-08,1.233061967858313e-05,1.233061967858313e-05
1647,1.3494920624777609e-05,4.9116830983361326e-08,1.3494920624777609e-05,1.3494920624777609e-05
1648,1.4813725556450663e-05,4.9116830983361326e-08,1.4813725556450663e-05,1.4813725556450663e-05
1649,1.1798975525120373e-05,4.9116830983361326e-08,1.1798975525120373e-05,1.1798975525120373e-05
1650,1.3598942067411762e-05,4.9116830983361326e-08,1.3598942067411762e-05,1.3598942067411762e-05
1651,1.319266708118708e-05,4.9116830983361326e-08,1.319266708118708e-05,1.319266708118708e-05
1652,1.5377045461458954e-05,0.0,1.5377045461458954e-05,1.5377045461458954e-05
1653,1.416462380023274e-05,0.0,1.416462380023274e-05,1.416462380023274e-05
1654,1.2973238231747278e-05,0.0,1.2973238231747278e-05,1.2973238231747278e-05
1655,1.157366367416606e-05,0.0,1.157366367416606e-05,1.157366367416606e-05
1656,1.3653894386931955e-05,0.0,1.3653894386931955e-05,1.3653894386931955e-05
1657,1.2035411925483328e-05,0.0,1.2035411925483328e-05,1.2035411925483328e-05
1658,1.2773801570022312e-05,0.0,1.2773801570022312e-05,1.2773801570022312e-05
1659,1.2293912667311296e-05,0.0,1.2293912667311296e-05,1.2293912667311296e-05
1660,1.2389893202323168e-05,0.0,1.2389893202323168e-05,1.2389893202323168e-05
1661,1.157827383784544e-05,0.0,1.157827383784544e-05,1.157827383784544e-05
1662,1.3177726227045891e-05,0.0,1.3177726227045891e-05,1.3177726227045891e-05
1663,1.1732410777247943e-05,0.0,1.1732410777247943e-05,1.1732410777247943e-05
1664,1.2126089716600421e-05,0.0,1.2126089716600421e-05,1.2126089716600421e-05
1665,1.2152538991878309e-05,0.0,1.2152538991878309e-05,1.2152538991878309e-05
1666,1.027384931668556e-05,0.0,1.027384931668556e-05,1.027384931668556e-05
1667,1.0228064443903609e-05,0.0,1.0228064443903609e-05,1.0228064443903609e-05
1668,1.0603176373738929e-05,0.0,1.0603176373738929e-05,1.0603176373738929e-05
1669,1.0105538162211555e-05,0.0,1.0105538162211555e-05,1.0105538162211555e-05
1670,9.889257658609754e-06,0.0,9.889257658609754e-06,9.889257658609754e-06
1671,8.900706559091174e-06,0.0,8.900706559091174e-06,8.900706559091174e-06
1672,8.345686312947822e-06,0.0,8.345686312947822e-06,8.345686312947822e-06
1673,8.081524129011086e-06,0.0,8.081524129011086e-06,8.081524129011086e-06
1674,7.434667590392305e-06,0.0,7.434667590392305e-06,7.434667590392305e-06
1675,6.905382276402504e-06,0.0,6.905382276402504e-06,6.905382276402504e-06
1676,7.281447031865744e-06,4.2946510347974254e-08,7.281447031865744e-06,7.281447031865744e-06
1677,7.222045204408849e-06,4.2946510347974254e-08,7.222045204408849e-06,7.222045204408849e-06
1678,6.925883521294704e-06,4.2946510347974254e-08,6.925883521294704e-06,6.925883521294704e-06
1679,7.198436800795857e-06,4.2946510347974254e-08,7.198436800795857e-06,7.198436800795857e-06
1680,7.355248856453857e-06,4.2946510347974254e-08,7.355248856453857e-06,7.355248856453857e-06
1681,8.57009964810069e-06,4.2946510347974254e-08,8.57009964810069e-06,8.57009964810069e-06
1682,9.22851527970384e-06,4.2946510347974254e-08,9.22851527970384e-06,9.22851527970384e-06
1683,8.010389267708109e-06,0.0,8.010389267708109e-06,8.010389267708109e-06
1684,8.00943085518416e-06,0.0,8.00943085518416e-06,8.00943085518416e-06
1685,7.820586558539486e-06,0.0,7.820586558539486e-06,7.820586558539486e-06
1686,7.59271883258147e-06,2.762920660513503e-08,7.59271883258147e-06,7.59271883258147e-06
1687,7.311850172949822e-06,2.762920660513503e-08,7.311850172949822e-06,7.311850172949822e-06
1688,5.8850183839760054e-06,2.762920660513503e-08,5.8850183839760054e-06,5.8850183839760054e-06
1689,4.953405290767218e-06,2.762920660513503e-08,4.953405290767218e-06,4.953405290767218e-06
1690,4.561421519611031e-06,2.762920660513503e-08,4.561421519611031e-06,4.561421519611031e-06
1691,4.0225433752181876e-06,2.762920660513503e-08,4.0225433752181876e-06,4.0225433752181876e-06
1692,3.934170633458832e-06,2.762920660513503e-08,3.934170633458832e-06,3.934170633458832e-06
1693,4.206308273881275e-06,0.0,4.206308273881275e-06,4.206308273881275e-06
1694,4.445146259968169e-06,0.0,4.445146259968169e-06,4.445146259968169e-06
1695,4.397558378903861e-06,0.0,4.397558378903861e-06,4.397558378903861e-06
1696,4.837493504185529e-06,1.5745945753613862e-08,4.837493504185529e-06,4.837493504185529e-06
1697,4.853580321650952e-06,1.5745945753613862e-08,4.853580321650952e-06,4.853580321650952e-06
1698,5.067380698164925e-06,1.5745945753613862e-08,5.067380698164925e-06,5.067380698164925e-06
1699,5.186376841135955e-06,1.5745945753613862e-08,5.186376841135955e-06,5.186376841135955e-06
1700,4.720624279538502e-06,1.5745945753613862e-08,4.720624279538502e-06,4.720624279538502e-06
1701,4.739324854849006e-06,2.541270508312924e-08,4.739324854849006e-06,4.739324854849006e-06
1702,4.831118985748617e-06,2.541270508312924e-08,4.831118985748617e-06,4.831118985748617e-06
1703,4.453978200607318e-06,9.666759329515377e-09,4.453978200607318e-06,4.453978200607318e-06
1704,4.438429868969251e-06,9.666759329515377e-09,4.438429868969251e-06,4.438429868969251e-06
1705,4.3521601388160235e-06,1.882456400283315e-08,4.3521601388160235e-06,4.3521601388160235e-06
1706,5.222208041491935e-06,1.882456400283315e-08,5.222208041491935e-06,5.222208041491935e-06
1707,5.239854902226528e-06,1.882456400283315e-08,5.239854902226528e-06,5.239854902226528e-06
1708,5.402476647629685e-06,9.157804673317775e-09,5.402476647629685e-06,5.402476647629685e-06
1709,5.00812221356942e-06,9.157804673317775e-09,5.00812221356942e-06,5.00812221356942e-06
1710,5.616590247622558e-06,9.157804673317775e-09,5.616590247622558e-06,5.616590247622558e-06
1711,5.5163287860133484e-06,9.157804673317775e-09,5.5163287860133484e-06,5.5163287860133484e-06
1712,5.673612512120079e-06,1.086341987794575e-08,5.673612512120079e-06,5.673612512120079e-06
1713,4.478251867112704e-06,2.1681435060015375e-08,4.478251867112704e-06,4.478251867112704e-06
1714,4.659159458242357e-06,3.125304561178512e-08,4.659159458242357e-06,4.659159458242357e-06
1715,4.434315997059457e-06,3.125304561178512e-08,4.434315997059457e-06,4.434315997059457e-06
1716,4.678872690939377e-06,3.125304561178512e-08,4.678872690939377e-06,4.678872690939377e-06
1717,4.476952264147778e-06,3.125304561178512e-08,4.476952264147778e-06,4.476952264147778e-06
1718,4.967736588566497e-06,3.125304561178512e-08,4.967736588566497e-06,4.967736588566497e-06
1719,4.625420355556084e-06,2.0389625733839367e-08,4.625420355556084e-06,4.625420355556084e-06
1720,5.071629175290582e-06,9.571610551769742e-09,5.071629175290582e-06,5.071629175290582e-06
1721,5.384032030113823e-06,8.760058075755036e-09,5.384032030113823e-06,5.384032030113823e-06
1722,5.853411006942874e-06,2.4215231470796946e-08,5.853411006942874e-06,5.853411006942874e-06
1723,6.488988836801062e-06,3.039040765072189e-08,6.488988836801062e-06,6.488988836801062e-06
1724,7.038071771603427e-06,3.039040765072189e-08,7.038071771603427e-06,7.038071771603427e-06
1725,6.6194908673164065e-06,3.774336069081333e-08,6.6194908673164065e-06,6.6194908673164065e-06
1726,7.012626740886065e-06,3.774336069081333e-08,7.012626740886065e-06,7.012626740886065e-06
1727,6.886396022309782e-06,3.774336069081333e-08,6.886396022309782e-06,6.886396022309782e-06
1728,6.256831284190412e-06,2.8983302615058293e-08,6.256831284190412e-06,6.256831284190412e-06
1729,6.017831732866138e-06,1.3528129220016386e-08,6.017831732866138e-06,6.017831732866138e-06
1730,6.384703185956044e-06,7.352953040091441e-09,6.384703185956044e-06,6.384703185956044e-06
1731,5.914000634480285e-06,7.352953040091441e-09,5.914000634480285e-06,5.914000634480285e-06
1732,6.163312166661074e-06,0.0,6.163312166661074e-06,6.163312166661074e-06
1733,7.0272110406222055e-06,0.0,7.0272110406222055e-06,7.0272110406222055e-06
1734,7.1623301209911006e-06,0.0,7.1623301209911006e-06,7.1623301209911006e-06
1735,7.135401152221935e-06,0.0,7.135401152221935e-06,7.135401152221935e-06
1736,7.391758150073916e-06,5.512325072589062e-09,7.391758150073916e-06,7.391758150073916e-06
1737,7.152665895253969e-06,5.512325072589062e-09,7.152665895253969e-06,7.152665895253969e-06
1738,7.428797256839711e-06,1.6495957615753857e-08,7.428797256839711e-06,7.428797256839711e-06
1739,7.621020781048823e-06,1.6495957615753857e-08,7.621020781048823e-06,7.621020781048823e-06
1740,6.885585045373384e-06,1.6495957615753857e-08,6.885585045373384e-06,6.885585045373384e-06
1741,7.3167471197978425e-06,1.6495957615753857e-08,7.3167471197978425e-06,7.3167471197978425e-06
1742,7.902678459816212e-06,1.6495957615753857e-08,7.902678459816212e-06,7.902678459816212e-06
1743,7.90927768840837e-06,1.0983632543164795e-08,7.90927768840837e-06,7.90927768840837e-06
1744,8.789132737417407e-06,1.0983632543164795e-08,8.789132737417407e-06,8.789132737417407e-06
1745,8.602588747765236e-06,6.311576023725658e-09,8.602588747765236e-06,8.602588747765236e-06
1746,9.048901704643089e-06,1.1289553165332628e-08,9.048901704643089e-06,9.048901704643089e-06
1747,9.569538048838564e-06,1.1289553165332628e-08,9.569538048838564e-06,9.569538048838564e-06
1748,9.218726842976008e-06,1.1289553165332628e-08,9.218726842976008e-06,9.218726842976008e-06
1749,1.0171882747402248e-05,1.1289553165332628e-08,1.0171882747402248e-05,1.0171882747402248e-05
1750,1.089374446954545e-05,1.4588284612061995e-08,1.089374446954545e-05,1.089374446954545e-05
1751,1.0170564954543287e-05,1.4588284612061995e-08,1.0170564954543287e-05,1.0170564954543287e-05
1752,1.0943854119562144e-05,8.276708588336338e-09,1.0943854119562144e-05,1.0943854119562144e-05
1753,1.1145250027766451e-05,3.298731446729367e-09,1.1145250027766451e-05,1.1145250027766451e-05
1754,1.154665057713698e-05,3.298731446729367e-09,1.154665057713698e-05,1.154665057713698e-05
1755,1.3541675668550721e-05,3.298731446729367e-09,1.3541675668550721e-05,1.3541675668550721e-05
1756,1.3871114138705057e-05,1.5440613613090396e-08,1.3871114138705057e-05,1.3871114138705057e-05
1757,1.4842590644548181e-05,1.2141882166361029e-08,1.4842590644548181e-05,1.4842590644548181e-05
1758,1.5821558788177625e-05,1.2141882166361029e-08,1.5821558788177625e-05,1.5821558788177625e-05
1759,1.6342025706502943e-05,1.2141882166361029e-08,1.6342025706502943e-05,1.6342025706502943e-05
1760,1.6501519894518424e-05,1.4803249166155702e-08,1.6501519894518424e-05,1.6501519894518424e-05
1761,1.6205567979860852e-05,1.7578816624563842e-08,1.6205567979860852e-05,1.6205567979860852e-05
1762,1.569961945538775e-05,1.7578816624563842e-08,1.569961945538775e-05,1.569961945538775e-05
1763,1.581745073053753e-05,8.27560902345275e-09,1.581745073053753e-05,1.581745073053753e-05
1764,1.590344579329082e-05,8.27560902345275e-09,1.590344579329082e-05,1.590344579329082e-05
1765,1.6078567438983426e-05,1.1223017436025527e-08,1.6078567438983426e-05,1.6078567438983426e-05
1766,1.6125576621561777e-05,1.1223017436025527e-08,1.6125576621561777e-05,1.6125576621561777e-05
1767,1.6569127702885972e-05,8.561650436230854e-09,1.6569127702885972e-05,1.6569127702885972e-05
1768,1.767346787216541e-05,5.786082977822713e-09,1.767346787216541e-05,1.767346787216541e-05
1769,1.6736306211636736e-05,5.786082977822713e-09,1.6736306211636736e-05,1.6736306211636736e-05
1770,1.626505491003627e-05,8.713251580567366e-09,1.626505491003627e-05,1.626505491003627e-05
1771,1.5245425207207777e-05,8.713251580567366e-09,1.5245425207207777e-05,1.5245425207207777e-05
1772,1.4544537667201699e-05,8.401924997006712e-09,1.4544537667201699e-05,1.4544537667201699e-05
1773,1.3905625045091646e-05,8.401924997006712e-09,1.3905625045091646e-05,1.3905625045091646e-05
1774,1.322389705040093e-05,8.401924997006712e-09,1.322389705040093e-05,1.322389705040093e-05
1775,1.3617512844835541e-05,8.401924997006712e-09,1.3617512844835541e-05,1.3617512844835541e-05
1776,1.4329709431746909e-05,1.1114294500608984e-08,1.4329709431746909e-05,1.4329709431746909e-05
1777,1.442159035442663e-05,1.1184551951259891e-08,1.442159035442663e-05,1.442159035442663e-05
1778,1.457704547647154e-05,1.3965695647552171e-08,1.457704547647154e-05,1.457704547647154e-05
1779,1.5325915358386866e-05,1.3891299539230723e-08,1.5325915358386866e-05,1.5325915358386866e-05
1780,1.5221758336078242e-05,1.3891299539230723e-08,1.5221758336078242e-05,1.5221758336078242e-05
1781,1.5426761430197594e-05,1.3891299539230723e-08,1.5426761430197594e-05,1.5426761430197594e-05
1782,1.4014698016191168e-05,1.3891299539230723e-08,1.4014698016191168e-05,1.4014698016191168e-05
1783,1.3811318759897923e-05,1.3353529076149634e-08,1.3811318759897923e-05,1.3811318759897923e-05
1784,1.3388068639739816e-05,9.181900573196344e-09,1.3388068639739816e-05,1.3388068639739816e-05
1785,1.3115721360788615e-05,9.637001672859112e-09,1.3115721360788615e-05,1.3115721360788615e-05
1786,1.1780635759350844e-05,8.415414270197224e-09,1.1780635759350844e-05,1.1780635759350844e-05
1787,1.1677650426073732e-05,1.228283899986796e-08,1.1677650426073732e-05,1.1677650426073732e-05
1788,1.1738786140215649e-05,1.228283899986796e-08,1.1738786140215649e-05,1.1738786140215649e-05
1789,1.1986169868448218e-05,1.6936378268082664e-08,1.1986169868448218e-05,1.1986169868448218e-05
1790,1.1846559703241968e-05,1.5866627630803772e-08,1.1846559703241968e-05,1.1846559703241968e-05
1791,1.152681813567012e-05,1.7460054354704165e-08,1.152681813567012e-05,1.152681813567012e-05
1792,1.134920850225691e-05,1.857685776635825e-08,1.134920850225691e-05,1.134920850225691e-05
1793,1.1386807013228203e-05,2.1180847932709768e-08,1.1386807013228203e-05,1.1386807013228203e-05
1794,1.2120402451338513e-05,1.9309394337442753e-08,1.2120402451338513e-05,1.2120402451338513e-05
1795,1.1651812591091065e-05,2.0222666462034666e-08,1.1651812591091065e-05,1.1651812591091065e-05
1796,1.1030446720334502e-05,1.9361773644683515e-08,1.1030446720334502e-05,1.1030446720334502e-05
1797,1.0833423013017246e-05,1.9957696194085528e-08,1.0833423013017246e-05,1.0833423013017246e-05
1798,1.1076363339920395e-05,1.84357674523231e-08,1.1076363339920395e-05,1.1076363339920395e-05
1799,1.106444610091525e-05,2.1291954358356894e-08,1.106444610091525e-05,1.106444610091525e-05
1800,1.124544892913296e-05,2.1052840994327327e-08,1.124544892913296e-05,1.124544892913296e-05
1801,1.088388009001002e-05,2.416461494395402e-08,1.088388009001002e-05,1.088388009001002e-05
1802,1.1172407019850133e-05,3.06314984805616e-08,1.1172407019850133e-05,1.1172407019850133e-05
1803,1.1993142444615451e-05,2.894485172179527e-08,1.1993142444615451e-05,1.1993142444615451e-05
1804,1.2063918542740534e-05,3.0905011375434044e-08,1.2063918542740534e-05,1.2063918542740534e-05
1805,1.2871508910653315e-05,3.254484884759482e-08,1.2871508910653315e-05,1.2871508910653315e-05
1806,1.314948908007604e-05,2.998951537896184e-08,1.314948908007604e-05,1.314948908007604e-05
1807,1.3540908055022425e-05,2.9422858562254206e-08,1.3540908055022425e-05,1.3540908055022425e-05
1808,1.3588927036575374e-05,2.6904108655198148e-08,1.3588927036575374e-05,1.3588927036575374e-05
1809,1.3354954847142966e-05,2.11522763748917e-08,1.3354954847142966e-05,1.3354954847142966e-05
1810,1.304826855630381e-05,2.1879466111889608e-08,1.304826855630381e-05,1.304826855630381e-05
