ngram,philosophy,philosohy,philosphy,philosphy
1899,2.626175981796613e-05,1.6311569079568195e-09,1.2161875316353741e-08,1.2161875316353741e-08
1900,2.583347720376748e-05,1.68158138207681e-09,1.1033394515485334e-08,1.1033394515485334e-08
1901,2.5463138756874416e-05,1.6468957784811421e-09,1.045488609971049e-08,1.045488609971049e-08
1902,2.515363173318162e-05,1.3798428590204382e-09,1.0014171714090025e-08,1.0014171714090025e-08
1903,2.451927710873341e-05,1.2200909251168314e-09,9.293480017293275e-09,9.293480017293275e-09
1904,2.4235112765122073e-05,1.2666834486069994e-09,8.308728942958105e-09,8.308728942958105e-09
1905,2.3746332642206524e-05,1.315004700368811e-09,7.837393083726901e-09,7.837393083726901e-09
1906,2.3160012330793377e-05,1.3608711221405452e-09,7.578990451102235e-09,7.578990451102235e-09
1907,2.314843654208484e-05,1.360356042098435e-09,7.533432988537925e-09,7.533432988537925e-09
1908,2.312462415180302e-05,1.3776437689040831e-09,7.267505391134981e-09,7.267505391134981e-09
1909,2.309347343855604e-05,1.2743978015729495e-09,7.42657687727696e-09,7.42657687727696e-09
1910,2.309634510311298e-05,1.3281104628757946e-09,7.193748580951771e-09,7.193748580951771e-09
1911,2.275575648777054e-05,1.2403099975648907e-09,8.025405990557438e-09,8.025405990557438e-09
1912,2.2351268333815305e-05,1.0404352835629333e-09,8.293383884400945e-09,8.293383884400945e-09
1913,2.1756130601196283e-05,1.0139666943377789e-09,8.532479928951325e-09,8.532479928951325e-09
1914,2.0999386314153007e-05,1.0426607256157944e-09,8.617416811875143e-09,8.617416811875143e-09
1915,2.0442250648297238e-05,1.1763744641100716e-09,8.42487571769571e-09,8.42487571769571e-09
1916,1.9877621005954487e-05,1.1740311322323243e-09,9.038704070921507e-09,9.038704070921507e-09
1917,1.9663242710521445e-05,1.1484018081724707e-09,9.300830581894713e-09,9.300830581894713e-09
1918,1.9404570463978287e-05,1.0242096436836284e-09,9.228433255665486e-09,9.228433255665486e-09
1919,1.9543751477613114e-05,1.123233149348733e-09,9.694551320446213e-09,9.694551320446213e-09
1920,2.0166431308358108e-05,1.1337618066598054e-09,1.0140843593425025e-08,1.0140843593425025e-08
1921,2.100969114897972e-05,9.831114256009243e-10,1.011961486036788e-08,1.011961486036788e-08
1922,2.182833200744686e-05,8.329096380853076e-10,1.0219195267779924e-08,1.0219195267779924e-08
1923,2.3241791755676138e-05,1.0166376391523053e-09,9.399814133408718e-09,9.399814133408718e-09
1924,2.438130546319631e-05,9.74666411071975e-10,9.929327709252383e-09,9.929327709252383e-09
1925,2.552029867989144e-05,1.1932075486395126e-09,1.0590529976793408e-08,1.0590529976793408e-08
1926,2.7017652817968546e-05,1.1799706450028274e-09,1.1134550678296558e-08,1.1134550678296558e-08
1927,2.8163596133318996e-05,1.154452612871028e-09,1.164737931499563e-08,1.164737931499563e-08
1928,2.8811228081134948e-05,1.3157200249937416e-09,1.1864973511624806e-08,1.1864973511624806e-08
1929,2.939884351300342e-05,1.2708209326131988e-09,1.2046993117361841e-08,1.2046993117361841e-08
1930,2.963000536380735e-05,1.0060809526749433e-09,1.34059233555409e-08,1.34059233555409e-08
1931,3.020511342453704e-05,1.0395598786556398e-09,1.375795515607641e-08,1.375795515607641e-08
1932,3.12334255535721e-05,9.999302457470399e-10,1.3933597767642628e-08,1.3933597767642628e-08
1933,3.1736310640034e-05,1.0706526974514828e-09,1.4026297710602518e-08,1.4026297710602518e-08
1934,3.249638991422087e-05,1.1591716673832663e-09,1.3798388844220102e-08,1.3798388844220102e-08
1935,3.288484107802755e-05,1.0187918167822323e-09,1.4871340476523592e-08,1.4871340476523592e-08
1936,3.331327077051226e-05,1.215121047432837e-09,1.5934649536372295e-08,1.5934649536372295e-08
1937,3.377996420437869e-05,1.29532077127895e-09,1.55025192682956e-08,1.55025192682956e-08
1938,3.355945071754312e-05,1.3381737305552731e-09,1.552345985089687e-08,1.552345985089687e-08
1939,3.3157541890562114e-05,1.1764233476263541e-09,1.5144403445585145e-08,1.5144403445585145e-08
1940,3.2638423103240454e-05,1.2232254336425846e-09,1.5040656085675763e-08,1.5040656085675763e-08
1941,3.199616964723516e-05,1.1589074224081587e-09,1.5700804592963128e-08,1.5700804592963128e-08
1942,3.1778303049837374e-05,1.2497458385623312e-09,1.541186847983259e-08,1.541186847983259e-08
1943,3.236636517353223e-05,1.2349991267741294e-09,1.5514618796024545e-08,1.5514618796024545e-08
1944,3.2578354876022786e-05,1.422857109911746e-09,1.5921275091963187e-08,1.5921275091963187e-08
1945,3.310338174092716e-05,1.380225045366501e-09,1.6894584905661044e-08,1.6894584905661044e-08
1946,3.355626280868559e-05,1.471024008952477e-09,1.8155124641745194e-08,1.8155124641745194e-08
1947,3.456588300260981e-05,1.503796270047835e-09,1.905153114632542e-08,1.905153114632542e-08
1948,3.5217823876467135e-05,1.6053034060778008e-09,1.8921545473306522e-08,1.8921545473306522e-08
1949,3.6170114721504175e-05,1.6872419096790127e-09,2.027722599353053e-08,2.027722599353053e-08
1950,3.6630207822392027e-05,1.6666816577653216e-09,2.1417368196401705e-08,2.1417368196401705e-08
1951,3.6636001563497954e-05,1.625503834709211e-09,2.2232255909265016e-08,2.2232255909265016e-08
1952,3.7029451570041214e-05,1.5882215859923982e-09,2.2883252118585266e-08,2.2883252118585266e-08
1953,3.7384447620882255e-05,1.6737683302839708e-09,2.3175914013303815e-08,2.3175914013303815e-08
1954,3.7349322935499784e-05,1.8733673025548926e-09,2.3291867736117766e-08,2.3291867736117766e-08
1955,3.760868276003748e-05,1.938346594343443e-09,2.4337076607951402e-08,2.4337076607951402e-08
1956,3.765425156286385e-05,2.076679875681212e-09,2.4593549546076636e-08,2.4593549546076636e-08
1957,3.757725582025679e-05,2.15839336879599e-09,2.474503268956596e-08,2.474503268956596e-08
1958,3.819704319799452e-05,2.1269966581678138e-09,2.4891951611039076e-08,2.4891951611039076e-08
1959,3.877550261677243e-05,2.3604171950353248e-09,2.5634686246738577e-08,2.5634686246738577e-08
1960,3.907912313089972e-05,2.2999709121356612e-09,2.6989558017070133e-08,2.6989558017070133e-08
1961,3.947481049440934e-05,1.959271578311217e-09,2.8402835892750644e-08,2.8402835892750644e-08
1962,3.9999370658603895e-05,1.889532681114454e-09,2.973085955204624e-08,2.973085955204624e-08
1963,4.03526059277023e-05,1.7124926159668113e-09,3.072477155236746e-08,3.072477155236746e-08
1964,4.055815952597186e-05,1.7806118087929486e-09,3.207280714028522e-08,3.207280714028522e-08
1965,4.062856844809305e-05,1.8392017194937944e-09,3.381247586682028e-08,3.381247586682028e-08
1966,4.017875107820146e-05,1.6875389101984289e-09,3.465343161630179e-08,3.465343161630179e-08
1967,3.994577231683901e-05,1.850744565537862e-09,3.603420292311707e-08,3.603420292311707e-08
1968,3.933454250467808e-05,1.8774945090679498e-09,3.723410862172776e-08,3.723410862172776e-08
1969,3.867386996197248e-05,1.8223918406081096e-09,3.947226190348374e-08,3.947226190348374e-08
1970,3.81599368535847e-05,1.7479169064519136e-09,4.15274763148383e-08,4.15274763148383e-08
1971,3.7363079692503174e-05,1.5670752790646653e-09,4.306054738175849e-08,4.306054738175849e-08
1972,3.641583784233912e-05,1.5628879936256469e-09,4.5554280855445283e-08,4.5554280855445283e-08
1973,3.546380373466361e-05,1.5851249043511269e-09,4.86644309611555e-08,4.86644309611555e-08
1974,3.4735360324183216e-05,1.4594678323019495e-09,5.103082248833094e-08,5.103082248833094e-08
1975,3.4046050651730706e-05,1.5684106394583556e-09,5.406988989875572e-08,5.406988989875572e-08
1976,3.32293457177002e-05,1.6862208772140873e-09,5.6181744716760866e-08,5.6181744716760866e-08
1977,3.264419709531856e-05,1.8625065933974838e-09,5.911026538082556e-08,5.911026538082556e-08
1978,3.2272151916653714e-05,1.9259135238972445e-09,6.297314821982322e-08,6.297314821982322e-08
1979,3.20861633684087e-05,1.8328931705724472e-09,6.557962909222884e-08,6.557962909222884e-08
1980,3.20417363712165e-05,1.8777364901063312e-09,6.756826564924268e-08,6.756826564924268e-08
1981,3.173540192489911e-05,2.0539857275332044e-09,6.878160060555924e-08,6.878160060555924e-08
1982,3.16194657768522e-05,2.0687070310744714e-09,6.96668251976007e-08,6.96668251976007e-08
1983,3.196005075421583e-05,2.29693697395561e-09,7.075586288302865e-08,7.075586288302865e-08
1984,3.1942487112246454e-05,2.42021182460052e-09,6.979364794038442e-08,6.979364794038442e-08
1985,3.1982839053463454e-05,2.4041268023974484e-09,6.739381116663676e-08,6.739381116663676e-08
1986,3.196977611098971e-05,2.4138803337133854e-09,6.402935933838957e-08,6.402935933838957e-08
1987,3.220851898991636e-05,2.538749385320013e-09,6.026009456507251e-08,6.026009456507251e-08
1988,3.245487511906374e-05,2.363106583429848e-09,5.60002852978414e-08,5.60002852978414e-08
1989,3.2898671114318336e-05,2.3483097371419196e-09,5.129278030884572e-08,5.129278030884572e-08
1990,3.297965356198672e-05,2.062400472624404e-09,4.5731585121952123e-08,4.5731585121952123e-08
1991,3.322751009753639e-05,1.7669887616581344e-09,4.093002178454494e-08,4.093002178454494e-08
1992,3.348909376654774e-05,1.6474054025701029e-09,3.64465496513081e-08,3.64465496513081e-08
1993,3.3982475932654257e-05,1.7226341781600191e-09,3.2739717984294914e-08,3.2739717984294914e-08
1994,3.4425847323810945e-05,1.5954392886184466e-09,2.9017073188697395e-08,2.9017073188697395e-08
1995,3.530580735449413e-05,1.5455424400607448e-09,2.61855317112187e-08,2.61855317112187e-08
1996,3.591756467358209e-05,1.4373629270940975e-09,2.358394571696668e-08,2.358394571696668e-08
1997,3.639264416831013e-05,1.3702700244319237e-09,2.1096689601612136e-08,2.1096689601612136e-08
1998,3.675022890092805e-05,1.259858780791997e-09,1.936715042307112e-08,1.936715042307112e-08
1999,3.778930476983078e-05,1.2075981801830592e-09,1.7700798794960193e-08,1.7700798794960193e-08
2000,3.851249389949122e-05,1.009951796796368e-09,1.6449888816185065e-08,1.6449888816185065e-08
2001,3.903612326082241e-05,8.606091236476995e-10,1.527606206609887e-08,1.527606206609887e-08
2002,3.9427090606685465e-05,7.998776323831741e-10,1.4129616207217817e-08,1.4129616207217817e-08
2003,4.0124080572111e-05,7.621077023424659e-10,1.2815762419547485e-08,1.2815762419547485e-08
2004,4.062016939445e-05,6.399974320344829e-10,1.1608937620723379e-08,1.1608937620723379e-08
2005,4.134495663622927e-05,6.377967162344131e-10,1.033891302729525e-08,1.033891302729525e-08
2006,4.1231321769633465e-05,6.027672012314562e-10,9.35078065771628e-09,9.35078065771628e-09
2007,4.114180358426113e-05,5.416811761043456e-10,7.959582453460306e-09,7.959582453460306e-09
2008,4.05415781382804e-05,4.927366728920849e-10,7.102172183692801e-09,7.102172183692801e-09
2009,3.979840611074386e-05,4.1611528112106555e-10,6.595880032632197e-09,6.595880032632197e-09
2010,3.99542753127337e-05,3.7223249482742915e-10,6.5667678279217915e-09,6.5667678279217915e-09
2011,3.9876353444664604e-05,3.728334030395075e-10,6.4758449396557745e-09,6.4758449396557745e-09
2012,3.9761539872935305e-05,3.097267402869213e-10,6.034216999089332e-09,6.034216999089332e-09
2013,4.009884807081627e-05,3.008647497804162e-10,5.625621238688641e-09,5.625621238688641e-09
2014,4.009896084815929e-05,3.0486062087474256e-10,5.641250768105368e-09,5.641250768105368e-09
2015,4.050723977603151e-05,3.005466827791078e-10,5.437577753143939e-09,5.437577753143939e-09
2016,4.120007309081432e-05,3.02869293137117e-10,5.065633499969278e-09,5.065633499969278e-09
2017,4.077590710949153e-05,2.721519028655213e-10,4.66809065476544e-09,4.66809065476544e-09
2018,4.087990746484138e-05,2.550893662967013e-10,4.301837641662587e-09,4.301837641662587e-09
2019,4.089046433364274e-05,2.8148270520000906e-10,4.237237449800091e-09,4.237237449800091e-09
