ngram,philosophy,philosohy,philosphy,philosphy
1544,9.723402919397423e-06,0.0,0.0,0.0
1545,9.723402919397423e-06,0.0,0.0,0.0
1546,9.723402919397423e-06,0.0,0.0,0.0
1547,9.723402919397423e-06,0.0,0.0,0.0
1548,1.00206448548436e-05,0.0,0.0,0.0
1549,9.92766574979344e-07,0.0,0.0,0.0
1550,2.073457998059374e-06,0.0,0.0,0.0
1551,1.3779333585262066e-06,0.0,0.0,0.0
1552,1.3779333585262066e-06,0.0,0.0,0.0
1553,1.3779333585262066e-06,0.0,0.0,0.0
1554,1.3779333585262066e-06,0.0,0.0,0.0
1555,1.08069142308003e-06,0.0,0.0,0.0
1556,2.121567701708825e-06,0.0,0.0,0.0
1557,1.0408762786287947e-06,0.0,0.0,0.0
1558,2.4049735917027907e-06,0.0,0.0,0.0
1559,2.4049735917027907e-06,0.0,0.0,0.0
1560,5.097115068305616e-06,0.0,0.0,0.0
1561,5.097115068305616e-06,0.0,0.0,0.0
1562,5.097115068305616e-06,0.0,0.0,0.0
1563,4.056238789676822e-06,0.0,0.0,0.0
1564,4.056238789676822e-06,0.0,0.0,0.0
1565,2.692141476602826e-06,0.0,0.0,0.0
1566,2.692141476602826e-06,0.0,0.0,0.0
1567,6.823973178273133e-07,0.0,0.0,0.0
1568,6.823973178273133e-07,0.0,0.0,0.0
1569,2.167807971480735e-06,0.0,7.427053268267108e-07,7.427053268267108e-07
1570,2.167807971480735e-06,0.0,7.427053268267108e-07,7.427053268267108e-07
1571,7.07151132571328e-06,0.0,7.427053268267108e-07,7.427053268267108e-07
1572,7.07151132571328e-06,0.0,7.427053268267108e-07,7.427053268267108e-07
1573,7.07151132571328e-06,0.0,7.427053268267108e-07,7.427053268267108e-07
1574,6.389114007885967e-06,0.0,7.427053268267108e-07,7.427053268267108e-07
1575,6.389114007885967e-06,0.0,7.427053268267108e-07,7.427053268267108e-07
1576,6.2557446653954685e-06,0.0,0.0,0.0
1577,6.2557446653954685e-06,0.0,0.0,0.0
1578,2.556606887083035e-06,0.0,4.81826223871654e-07,4.81826223871654e-07
1579,2.556606887083035e-06,0.0,4.81826223871654e-07,4.81826223871654e-07
1580,2.556606887083035e-06,0.0,4.81826223871654e-07,4.81826223871654e-07
1581,4.33652907564205e-06,0.0,4.81826223871654e-07,4.81826223871654e-07
1582,4.33652907564205e-06,0.0,4.81826223871654e-07,4.81826223871654e-07
1583,3.9457329746385635e-06,0.0,4.81826223871654e-07,4.81826223871654e-07
1584,6.643067665988513e-06,0.0,4.81826223871654e-07,4.81826223871654e-07
1585,5.627220178082228e-06,0.0,0.0,0.0
1586,7.783901716201009e-06,0.0,0.0,0.0
1587,7.783901716201009e-06,0.0,0.0,0.0
1588,6.673485342746842e-06,0.0,0.0,0.0
1589,7.233664762549909e-06,0.0,0.0,0.0
1590,1.1731908362630098e-05,0.0,0.0,0.0
1591,9.834174063273946e-06,0.0,0.0,0.0
1592,1.0242427768909173e-05,0.0,0.0,0.0
1593,9.42540659057808e-06,0.0,0.0,0.0
1594,1.043119612274625e-05,0.0,0.0,0.0
1595,1.1564878669949913e-05,0.0,0.0,0.0
1596,1.1004699250146846e-05,0.0,0.0,0.0
1597,6.0294588105794645e-06,0.0,0.0,0.0
1598,5.406794083942909e-06,0.0,0.0,0.0
1599,5.045644586841393e-06,0.0,0.0,0.0
1600,4.558032904761993e-06,0.0,0.0,0.0
1601,4.919510404631312e-06,0.0,0.0,0.0
1602,4.473531362236827e-06,0.0,0.0,0.0
1603,4.473531362236827e-06,0.0,0.0,0.0
1604,4.159553311313045e-06,0.0,0.0,0.0
1605,3.982617645955802e-06,0.0,0.0,0.0
1606,1.0233284017756108e-05,0.0,0.0,0.0
1607,9.38123534004782e-06,0.0,0.0,0.0
1608,8.01396830801033e-06,0.0,0.0,0.0
1609,6.656758988096304e-06,0.0,0.0,0.0
1610,7.803793307305438e-06,0.0,0.0,0.0
1611,7.633522987556976e-06,0.0,0.0,0.0
1612,7.633522987556976e-06,0.0,0.0,0.0
1613,1.6264657460851595e-06,0.0,0.0,0.0
1614,2.9449047360685654e-06,0.0,0.0,0.0
1615,2.9449047360685654e-06,0.0,0.0,0.0
1616,2.9449047360685654e-06,0.0,0.0,0.0
1617,1.797870416859431e-06,0.0,0.0,0.0
1618,2.4872103624927277e-06,0.0,0.0,0.0
1619,4.287762359516429e-06,0.0,0.0,0.0
1620,3.909069846486091e-06,0.0,0.0,0.0
1621,2.947466847607367e-06,0.0,0.0,0.0
1622,4.495131893885887e-06,0.0,0.0,0.0
1623,5.0339602759257625e-06,0.0,0.0,0.0
1624,5.332624661085512e-06,0.0,0.0,0.0
1625,4.643284715452215e-06,0.0,0.0,0.0
1626,3.072354534846714e-06,0.0,0.0,0.0
1627,3.131386961285898e-06,0.0,0.0,0.0
1628,2.774550970181216e-06,0.0,0.0,0.0
1629,1.391944611636323e-06,0.0,0.0,0.0
1630,1.0256142266890883e-06,0.0,0.0,0.0
1631,8.403098133515284e-07,0.0,0.0,0.0
1632,4.780233585474239e-06,0.0,0.0,0.0
1633,4.550611769056039e-06,0.0,0.0,0.0
1634,4.761094909814087e-06,0.0,0.0,0.0
1635,4.761094909814087e-06,0.0,0.0,0.0
1636,4.856569457193213e-06,0.0,0.0,0.0
1637,4.830391714806735e-06,0.0,0.0,0.0
1638,4.851701817187859e-06,0.0,0.0,0.0
1639,9.896482749484546e-07,0.0,0.0,0.0
1640,9.896482749484546e-07,0.0,0.0,0.0
1641,1.8138355244445847e-06,0.0,0.0,0.0
1642,2.0297351933809945e-06,0.0,0.0,0.0
1643,2.040169306383177e-06,0.0,0.0,0.0
1644,2.4438178343189065e-06,0.0,0.0,0.0
1645,2.603848729774784e-06,0.0,0.0,0.0
1646,2.8281937147767167e-06,0.0,0.0,0.0
1647,2.8281937147767167e-06,0.0,0.0,0.0
1648,2.138093561500552e-06,0.0,0.0,0.0
1649,2.2351049925159065e-06,0.0,0.0,0.0
1650,2.3154987372566083e-06,0.0,0.0,0.0
1651,2.8405319686238987e-06,0.0,0.0,0.0
1652,2.657173792743249e-06,0.0,0.0,0.0
1653,3.7870983078391873e-06,0.0,0.0,0.0
1654,4.450829286335127e-06,0.0,0.0,0.0
1655,5.108548569816256e-06,0.0,0.0,0.0
1656,4.976866794744897e-06,0.0,0.0,0.0
1657,8.073255376725033e-06,0.0,0.0,0.0
1658,7.159100261690453e-06,0.0,0.0,0.0
1659,7.465930886090584e-06,0.0,0.0,0.0
1660,6.5148399569027656e-06,0.0,0.0,0.0
1661,5.851108978406826e-06,0.0,0.0,0.0
1662,4.932647276031535e-06,0.0,0.0,0.0
1663,5.933927630914175e-06,0.0,0.0,0.0
1664,3.6652674160515223e-06,0.0,0.0,0.0
1665,3.548512134037602e-06,0.0,0.0,0.0
1666,3.7695130775513723e-06,0.0,0.0,0.0
1667,3.353368908522368e-06,0.0,0.0,0.0
1668,3.83465427538405e-06,0.0,0.0,0.0
1669,3.8007337609867264e-06,0.0,0.0,0.0
1670,2.772820753956954e-06,0.0,0.0,0.0
1671,1.6719516793273215e-06,0.0,0.0,0.0
1672,2.7840883335881827e-06,0.0,0.0,0.0
1673,2.2191425849931486e-06,0.0,0.0,0.0
1674,2.9024400061773903e-06,0.0,0.0,0.0
1675,2.6270656365211053e-06,0.0,0.0,0.0
1676,2.718012573106015e-06,0.0,0.0,0.0
1677,2.563415900372742e-06,0.0,0.0,0.0
1678,2.604706943592256e-06,0.0,0.0,0.0
1679,1.4946222108846996e-06,0.0,0.0,0.0
1680,1.7462283251136666e-06,0.0,0.0,0.0
1681,1.0651538145469073e-06,0.0,0.0,0.0
1682,1.1011752129823954e-06,0.0,0.0,0.0
1683,8.446840890233684e-07,0.0,0.0,0.0
1684,8.446840890233684e-07,0.0,0.0,0.0
1685,9.070251516212531e-07,0.0,0.0,0.0
1686,1.0819152659483474e-06,0.0,0.0,0.0
1687,9.208808973783431e-07,0.0,0.0,0.0
1688,4.720854406059516e-06,0.0,0.0,0.0
1689,5.489199444192698e-06,0.0,0.0,0.0
1690,5.63199760758185e-06,0.0,0.0,0.0
1691,5.68092971369489e-06,0.0,0.0,0.0
1692,5.688421578854884e-06,0.0,0.0,0.0
1693,5.5927927015935504e-06,0.0,0.0,0.0
1694,5.525534545215903e-06,0.0,0.0,0.0
1695,1.8755287425977128e-06,0.0,0.0,0.0
1696,1.3848675247832683e-06,0.0,0.0,0.0
1697,1.8959069945724747e-06,0.0,0.0,0.0
1698,1.9403163215819016e-06,0.0,0.0,0.0
1699,1.8293892074845125e-06,0.0,0.0,0.0
1700,1.7689736953993166e-06,0.0,0.0,0.0
1701,1.7004317710091397e-06,0.0,0.0,0.0
1702,1.5192920029351496e-06,0.0,0.0,0.0
1703,1.3640357029284393e-06,0.0,0.0,0.0
1704,7.266959788207064e-07,0.0,0.0,0.0
1705,1.1736650143185606e-06,0.0,0.0,0.0
1706,1.5382630960760122e-06,0.0,0.0,0.0
1707,1.7527802640415757e-06,0.0,0.0,0.0
1708,2.0420936144611394e-06,0.0,0.0,0.0
1709,2.0782882350951174e-06,0.0,1.2025016157427411e-08,1.2025016157427411e-08
1710,2.385314254687338e-06,0.0,1.2025016157427411e-08,1.2025016157427411e-08
1711,2.392528188011056e-06,0.0,1.2025016157427411e-08,1.2025016157427411e-08
1712,1.928261659551416e-06,0.0,1.2025016157427411e-08,1.2025016157427411e-08
1713,1.7556967171523347e-06,0.0,1.2025016157427411e-08,1.2025016157427411e-08
1714,2.481209410884081e-06,0.0,1.2025016157427411e-08,1.2025016157427411e-08
1715,2.5252110893753913e-06,0.0,1.2025016157427411e-08,1.2025016157427411e-08
1716,3.0197783108373448e-06,0.0,0.0,0.0
1717,2.6464071863431726e-06,0.0,0.0,0.0
1718,3.5695057119612883e-06,0.0,0.0,0.0
1719,3.7831960883392768e-06,0.0,0.0,0.0
1720,4.038291146051571e-06,0.0,0.0,0.0
1721,3.5150752150262373e-06,0.0,0.0,0.0
1722,6.2437945871351985e-06,0.0,0.0,0.0
1723,6.677455823072316e-06,0.0,0.0,0.0
1724,6.95479112826953e-06,0.0,0.0,0.0
1725,7.721202109678416e-06,0.0,0.0,0.0
1726,8.479017489142799e-06,0.0,0.0,0.0
1727,1.0478434108206005e-05,0.0,0.0,0.0
1728,1.0871371484557e-05,0.0,0.0,0.0
1729,9.226775481303256e-06,0.0,0.0,0.0
1730,8.971071565611055e-06,0.0,0.0,0.0
1731,9.573100409657595e-06,0.0,0.0,0.0
1732,8.447855504657906e-06,0.0,0.0,0.0
1733,8.046584623246287e-06,0.0,0.0,0.0
1734,7.405654611959887e-06,0.0,0.0,0.0
1735,7.138805098553089e-06,0.0,0.0,0.0
1736,6.3207714577272005e-06,0.0,0.0,0.0
1737,8.28937520834318e-06,0.0,0.0,0.0
1738,7.90830959626224e-06,0.0,0.0,0.0
1739,7.81576175411049e-06,0.0,0.0,0.0
1740,8.255138319717454e-06,0.0,0.0,0.0
1741,7.975270948788551e-06,0.0,0.0,0.0
1742,9.082893094663242e-06,0.0,0.0,0.0
1743,9.513941352322166e-06,0.0,0.0,0.0
1744,7.827396854866362e-06,0.0,0.0,0.0
1745,1.1644845666783762e-05,0.0,0.0,0.0
1746,1.3534535420538824e-05,0.0,0.0,0.0
1747,1.6063182881355586e-05,0.0,0.0,0.0
1748,1.6915837282535256e-05,0.0,0.0,0.0
1749,1.9164548510681406e-05,0.0,0.0,0.0
1750,2.1974507165266133e-05,0.0,3.298731446729367e-09,3.298731446729367e-09
1751,3.061656986704163e-05,0.0,3.298731446729367e-09,3.298731446729367e-09
1752,3.049008513958792e-05,0.0,3.298731446729367e-09,3.298731446729367e-09
1753,3.2386075482853425e-05,0.0,3.298731446729367e-09,3.298731446729367e-09
1754,3.191819242991707e-05,0.0,3.298731446729367e-09,3.298731446729367e-09
1755,3.398130320420023e-05,0.0,1.1005346982934888e-08,1.1005346982934888e-08
1756,3.3735530191084505e-05,0.0,1.1005346982934888e-08,1.1005346982934888e-08
1757,3.4552563062918906e-05,0.0,7.70661553620552e-09,7.70661553620552e-09
1758,2.970052264572587e-05,0.0,1.0814200328874385e-08,1.0814200328874385e-08
1759,3.1273306116677956e-05,0.0,1.429299523181271e-08,1.429299523181271e-08
1760,2.9702577843896245e-05,0.0,1.429299523181271e-08,1.429299523181271e-08
1761,3.294273899103116e-05,0.0,2.5395265065445268e-08,2.5395265065445268e-08
1762,3.327560001967608e-05,0.0,1.768864952923975e-08,1.768864952923975e-08
1763,3.3991158228933015e-05,0.0,2.0527324094489685e-08,2.0527324094489685e-08
1764,3.420653852767178e-05,0.0,2.3338003783481198e-08,2.3338003783481198e-08
1765,3.5485023025622855e-05,0.0,2.0230418990812334e-08,2.0230418990812334e-08
1766,3.358784981953379e-05,0.0,2.0152676226205457e-08,2.0152676226205457e-08
1767,3.663694899712157e-05,0.0,2.0152676226205457e-08,2.0152676226205457e-08
1768,3.532779633782671e-05,0.0,1.441483148718297e-08,1.441483148718297e-08
1769,3.6308592825662345e-05,0.0,1.746109111268522e-08,1.746109111268522e-08
1770,3.779322131387224e-05,0.0,1.7505338131432576e-08,1.7505338131432576e-08
1771,4.187134462491875e-05,0.0,1.732730225967316e-08,1.732730225967316e-08
1772,4.040242752775417e-05,0.0,1.9963384088685287e-08,1.9963384088685287e-08
1773,4.3573549191933125e-05,0.0,1.6562331950353837e-08,1.6562331950353837e-08
1774,4.420255364883425e-05,2.672463139674619e-09,1.9234795090028456e-08,1.9234795090028456e-08
1775,4.503249458918747e-05,2.672463139674619e-09,1.6759059156307947e-08,1.6759059156307947e-08
1776,4.73007551460926e-05,2.672463139674619e-09,1.642516903440797e-08,1.642516903440797e-08
1777,4.762674455248218e-05,2.672463139674619e-09,1.3542247450410677e-08,1.3542247450410677e-08
1778,4.42508005237739e-05,2.672463139674619e-09,1.6471891025763138e-08,1.6471891025763138e-08
1779,4.745298844812039e-05,2.672463139674619e-09,2.1520866358823047e-08,2.1520866358823047e-08
1780,4.514848842518404e-05,2.672463139674619e-09,2.8568287037598694e-08,2.8568287037598694e-08
1781,4.665090247207055e-05,0.0,2.5895823897924075e-08,2.5895823897924075e-08
1782,4.640863387196857e-05,2.1581334814462546e-09,2.5165268218480767e-08,2.5165268218480767e-08
1783,4.636802467367878e-05,2.1581334814462546e-09,2.2452898714878496e-08,2.2452898714878496e-08
1784,4.658654246928303e-05,2.1581334814462546e-09,2.2452898714878496e-08,2.2452898714878496e-08
1785,4.7995480729566354e-05,2.1581334814462546e-09,1.6890611322293936e-08,1.6890611322293936e-08
1786,4.6323380956891924e-05,2.1581334814462546e-09,9.205554160221903e-09,9.205554160221903e-09
1787,4.7222633708900374e-05,3.447275100297377e-09,3.447275100297377e-09,3.447275100297377e-09
1788,5.151431573072581e-05,3.447275100297377e-09,3.447275100297377e-09,3.447275100297377e-09
1789,5.4227912707054724e-05,1.2891416188511228e-09,2.452526435904799e-09,2.452526435904799e-09
1790,5.24897212536806e-05,1.2891416188511228e-09,2.452526435904799e-09,2.452526435904799e-09
1791,5.242617511872335e-05,2.3751078564211117e-09,3.538492673474788e-09,3.538492673474788e-09
1792,5.240096288616769e-05,2.3751078564211117e-09,6.803278702299005e-09,6.803278702299005e-09
1793,5.141722327347712e-05,2.3751078564211117e-09,7.789300823394082e-09,7.789300823394082e-09
1794,5.2073170081712306e-05,2.083951804771849e-09,8.496130338946678e-09,8.496130338946678e-09
1795,4.7007422316320504e-05,2.083951804771849e-09,8.496130338946678e-09,8.496130338946678e-09
1796,4.5957065594848245e-05,2.083951804771849e-09,1.1125391972756558e-08,1.1125391972756558e-08
1797,4.518873642414941e-05,3.784722757416148e-09,1.7928475783333753e-08,1.7928475783333753e-08
1798,4.5733017551745956e-05,2.6987565198461586e-09,2.2629076200177323e-08,2.2629076200177323e-08
1799,4.429219292692973e-05,2.6987565198461586e-09,2.236813800848836e-08,2.236813800848836e-08
1800,4.4768784781419004e-05,2.6987565198461586e-09,2.220544370601374e-08,2.220544370601374e-08
1801,4.454600483378661e-05,2.1651114234799707e-09,2.067381304244569e-08,2.067381304244569e-08
1802,4.31801968911064e-05,4.335745381770348e-09,2.1542066638450104e-08,2.1542066638450104e-08
1803,4.164897109149024e-05,5.739745218796039e-09,1.915342002461224e-08,1.915342002461224e-08
1804,4.193435233901255e-05,4.64912936719892e-09,1.3570646416129404e-08,1.3570646416129404e-08
1805,3.965012521283435e-05,6.726549380989663e-09,7.784079761715849e-09,7.784079761715849e-09
1806,3.974736838634791e-05,6.726549380989663e-09,6.0729824661162215e-09,6.0729824661162215e-09
1807,4.010212588972146e-05,9.864867684632778e-09,6.086539558073209e-09,6.086539558073209e-09
1808,3.84964161120089e-05,1.034197997081979e-08,9.388010115328273e-09,9.388010115328273e-09
1809,3.690450258935536e-05,9.075970070731337e-09,1.0148079900216902e-08,1.0148079900216902e-08
1810,3.6674822955059684e-05,8.979596114297043e-09,8.962017715243218e-09,8.962017715243218e-09
1811,3.692472143614266e-05,8.603824954077157e-09,9.382395098939916e-09,9.382395098939916e-09
1812,3.7842725370345374e-05,7.242529750531698e-09,1.033722813697275e-08,1.033722813697275e-08
1813,3.670142021811833e-05,8.406406110899362e-09,9.626415775620956e-09,9.626415775620956e-09
1814,3.6453359436044206e-05,6.103920353288978e-09,1.0461195957108974e-08,1.0461195957108974e-08
1815,3.724317554900024e-05,5.741889693869748e-09,7.661088509612414e-09,7.661088509612414e-09
1816,3.9632267414292854e-05,6.7389927923703195e-09,6.793456004088634e-09,6.793456004088634e-09
1817,3.8764895829704725e-05,8.172928048618847e-09,7.946298920456587e-09,7.946298920456587e-09
1818,3.736758091171006e-05,9.370823038169971e-09,8.274994848075527e-09,8.274994848075527e-09
1819,3.691566754631432e-05,9.105590567263074e-09,8.823136189915561e-09,8.823136189915561e-09
1820,3.7758468222039354e-05,8.826095790733949e-09,9.567770385489536e-09,9.567770385489536e-09
1821,3.7340208759165504e-05,9.40436002088469e-09,1.008152767616772e-08,1.008152767616772e-08
1822,3.689834453065747e-05,9.573551348499417e-09,1.1361664434669398e-08,1.1361664434669398e-08
1823,3.5556645993243107e-05,8.374138017939816e-09,1.2567452348629819e-08,1.2567452348629819e-08
1824,3.595220394864944e-05,6.7055370145396864e-09,1.2403751930329626e-08,1.2403751930329626e-08
1825,3.631672266887368e-05,6.159575706630806e-09,1.0814218822017909e-08,1.0814218822017909e-08
1826,3.7300748122756234e-05,9.026634233728309e-09,1.1088718102466747e-08,1.1088718102466747e-08
1827,3.730974588376869e-05,1.0233664772739206e-08,1.1748987275136561e-08,1.1748987275136561e-08
1828,3.7328091171470336e-05,1.047450767391719e-08,1.0887516634282081e-08,1.0887516634282081e-08
1829,3.675316786809292e-05,1.1412476931736495e-08,1.1171550256301138e-08,1.1171550256301138e-08
1830,3.7128261153286856e-05,1.166320849423284e-08,1.1301771423483892e-08,1.1301771423483892e-08
1831,3.737863413074852e-05,1.1612089639052264e-08,1.288153098474457e-08,1.288153098474457e-08
1832,3.87096001109707e-05,1.2939657980025134e-08,1.4289819232666495e-08,1.4289819232666495e-08
1833,3.84537254701302e-05,1.2096054951322394e-08,1.4574302146083288e-08,1.4574302146083288e-08
1834,3.925409276104931e-05,1.1499726250617317e-08,1.4082544019800025e-08,1.4082544019800025e-08
1835,4.013479857738795e-05,1.1269104379810609e-08,1.3763993119856162e-08,1.3763993119856162e-08
1836,4.173617240407371e-05,1.1383990004633558e-08,1.4686933320311774e-08,1.4686933320311774e-08
1837,4.1992657705642546e-05,1.182489001954374e-08,1.4061620185706097e-08,1.4061620185706097e-08
1838,4.270272932314713e-05,1.240588939513795e-08,1.2038037931562582e-08,1.2038037931562582e-08
1839,4.23060695798735e-05,1.178341360993532e-08,1.229599806101029e-08,1.229599806101029e-08
1840,4.175112917437218e-05,1.0745199143156827e-08,1.1216659030160209e-08,1.1216659030160209e-08
1841,4.0858645661501214e-05,1.0509712719145422e-08,1.0561306940104487e-08,1.0561306940104487e-08
1842,4.0225549517864625e-05,1.1822089592986425e-08,1.2900755321153059e-08,1.2900755321153059e-08
1843,4.041991944956992e-05,1.1463260943652846e-08,1.2726667529351841e-08,1.2726667529351841e-08
1844,4.0589898812218704e-05,1.1738886941868389e-08,1.2924852109210048e-08,1.2924852109210048e-08
1845,4.0723585698287934e-05,1.240516426089958e-08,1.4230496400305777e-08,1.4230496400305777e-08
1846,4.0267732921555375e-05,1.2835589607058345e-08,1.4010571623503308e-08,1.4010571623503308e-08
1847,4.120302037335932e-05,1.267217099508246e-08,1.5027934452405134e-08,1.5027934452405134e-08
1848,4.141139444462689e-05,1.3326642646558997e-08,1.6156959452879553e-08,1.6156959452879553e-08
1849,4.1425400663034194e-05,1.1181082853235175e-08,1.4854212590112833e-08,1.4854212590112833e-08
1850,4.0855565852585384e-05,1.0735311306575568e-08,1.2809703900781448e-08,1.2809703900781448e-08
1851,4.130680827074684e-05,1.0458597797326417e-08,1.3322276488330381e-08,1.3322276488330381e-08
1852,4.068888977469344e-05,8.846780260743766e-09,1.246685243927459e-08,1.246685243927459e-08
1853,4.080271433589847e-05,8.224465616482997e-09,1.2233236645897705e-08,1.2233236645897705e-08
1854,4.037522739963606e-05,7.456769455872956e-09,1.1899817639208062e-08,1.1899817639208062e-08
1855,4.0516974487608035e-05,6.592735785864485e-09,1.171612077196674e-08,1.171612077196674e-08
1856,4.030122415445346e-05,7.393167379886125e-09,1.1761368260262576e-08,1.1761368260262576e-08
1857,3.965426419329431e-05,7.407117998324355e-09,1.288572765949831e-08,1.288572765949831e-08
1858,3.806319520143526e-05,6.302277683849817e-09,1.289251714910376e-08,1.289251714910376e-08
1859,3.723897836087937e-05,6.315200489532507e-09,1.2653909666125531e-08,1.2653909666125531e-08
1860,3.680660198110023e-05,5.58662690711539e-09,1.2464241194720671e-08,1.2464241194720671e-08
1861,3.537378038994835e-05,5.6464751287320175e-09,1.2887686981092169e-08,1.2887686981092169e-08
1862,3.441472342404138e-05,5.0421863192643255e-09,1.2272711228230752e-08,1.2272711228230752e-08
1863,3.385443518969363e-05,4.796329016493977e-09,1.1522022066604417e-08,1.1522022066604417e-08
1864,3.359378648123571e-05,4.115176136362411e-09,1.0905964512427805e-08,1.0905964512427805e-08
1865,3.3196416812383435e-05,4.0925178642784286e-09,9.86692137518373e-09,9.86692137518373e-09
1866,3.329918659541623e-05,4.085888944642997e-09,1.0927073722046186e-08,1.0927073722046186e-08
1867,3.2959516829578206e-05,3.933491135984671e-09,1.1857656570920686e-08,1.1857656570920686e-08
1868,3.368847111622537e-05,4.175234903845495e-09,1.1604929081191325e-08,1.1604929081191325e-08
1869,3.396348204530243e-05,4.283691131970865e-09,1.2809998649134156e-08,1.2809998649134156e-08
1870,3.423035793405559e-05,3.771528882851831e-09,1.4683308917946242e-08,1.4683308917946242e-08
1871,3.4760233704998556e-05,3.807047581944849e-09,1.496959254966766e-08,1.496959254966766e-08
1872,3.5226599201061095e-05,4.1559639539303e-09,1.6194901419908092e-08,1.6194901419908092e-08
1873,3.521739251612287e-05,3.648404641890376e-09,1.5954281451513452e-08,1.5954281451513452e-08
1874,3.5031509469263256e-05,3.6862251505200204e-09,1.5329659573483567e-08,1.5329659573483567e-08
1875,3.462797758402303e-05,3.200534805434886e-09,1.5016751017274795e-08,1.5016751017274795e-08
1876,3.39972734114521e-05,2.9913202549890018e-09,1.4366537039377038e-08,1.4366537039377038e-08
1877,3.3592394954342e-05,2.567483352906257e-09,1.3323569676109465e-08,1.3323569676109465e-08
1878,3.2986604959920184e-05,3.10943279061401e-09,1.3326746690316732e-08,1.3326746690316732e-08
1879,3.2236444115239594e-05,2.9839504993895663e-09,1.3430428325023058e-08,1.3430428325023058e-08
1880,3.175728696598006e-05,3.1896690051118934e-09,1.364211347062597e-08,1.364211347062597e-08
1881,3.13916750331243e-05,3.2646108990722465e-09,1.4237551328376088e-08,1.4237551328376088e-08
1882,3.081322990640599e-05,3.1705577052676404e-09,1.4041972917766543e-08,1.4041972917766543e-08
1883,3.0602487510935005e-05,3.2431640071907607e-09,1.4661985530446081e-08,1.4661985530446081e-08
1884,2.9992423151270486e-05,3.582650287548006e-09,1.444768000473979e-08,1.444768000473979e-08
1885,2.9488807350779617e-05,3.2559818809372943e-09,1.459244572795829e-08,1.459244572795829e-08
1886,2.8980575734749436e-05,3.318960836321391e-09,1.3962002094152531e-08,1.3962002094152531e-08
1887,2.9135545316551414e-05,3.1782790684989746e-09,1.516145482176918e-08,1.516145482176918e-08
1888,2.9298802473931573e-05,3.2490410679335876e-09,1.4342322631120754e-08,1.4342322631120754e-08
1889,2.9739793327670278e-05,3.54559189944378e-09,1.5709132153826237e-08,1.5709132153826237e-08
1890,2.9898798467391835e-05,3.558024494080111e-09,1.5438426790938464e-08,1.5438426790938464e-08
1891,2.9988646149701837e-05,3.4441140574413355e-09,1.5636553004786232e-08,1.5636553004786232e-08
1892,2.9398686820059083e-05,3.2906085316903547e-09,1.5414834741989125e-08,1.5414834741989125e-08
1893,2.9594929531283143e-05,2.9233295784081292e-09,1.5941750015307273e-08,1.5941750015307273e-08
1894,2.8826755234539242e-05,2.8569002401874447e-09,1.4857019741449612e-08,1.4857019741449612e-08
1895,2.799139240648531e-05,2.662935332559917e-09,1.5086731229376127e-08,1.5086731229376127e-08
1896,2.7236213749607225e-05,2.410843397931168e-09,1.4115986855602256e-08,1.4115986855602256e-08
1897,2.669052498406797e-05,2.2037377161205588e-09,1.3676494730369931e-08,1.3676494730369931e-08
1898,2.616726305859629e-05,1.9488335231291185e-09,1.2896571176059167e-08,1.2896571176059167e-08
