ngram,project,projet,proect,prject
1591,1.5479982104287565e-05,0.0,0.0,0.0
1592,1.5102545928259912e-05,0.0,0.0,0.0
1593,1.5772376108153757e-05,0.0,0.0,0.0
1594,1.627527087423784e-05,0.0,0.0,0.0
1595,1.5387056334605275e-05,0.0,0.0,0.0
1596,5.635511050578705e-06,0.0,0.0,0.0
1597,6.846131912295407e-06,0.0,0.0,0.0
1598,1.294589225965735e-05,0.0,0.0,0.0
1599,1.64832266429065e-05,0.0,0.0,0.0
1600,1.8050024274478866e-05,1.0650608471353605e-06,0.0,0.0
1601,1.8133101093553705e-05,1.0650608471353605e-06,0.0,0.0
1602,1.841310904637794e-05,1.0650608471353605e-06,0.0,0.0
1603,1.5467253888346022e-05,1.0650608471353605e-06,0.0,0.0
1604,1.5618795584617017e-05,1.0650608471353605e-06,0.0,0.0
1605,8.902648947436578e-06,1.0650608471353605e-06,0.0,0.0
1606,1.2652604482354946e-05,1.0650608471353605e-06,0.0,0.0
1607,1.1162473746091045e-05,0.0,0.0,0.0
1608,1.1574890160253354e-05,0.0,0.0,0.0
1609,1.0844085116851992e-05,0.0,0.0,0.0
1610,1.0844085116851992e-05,0.0,0.0,0.0
1611,1.3271176840135013e-05,0.0,0.0,0.0
1612,1.389743218689026e-05,0.0,0.0,0.0
1613,7.88862611703475e-06,0.0,0.0,0.0
1614,1.3075104431793858e-05,0.0,0.0,0.0
1615,1.5886149023052504e-05,0.0,0.0,0.0
1616,1.5886149023052504e-05,0.0,0.0,0.0
1617,1.6133231692297807e-05,0.0,0.0,0.0
1618,1.4018088726126215e-05,0.0,0.0,0.0
1619,1.4179965270549083e-05,0.0,0.0,0.0
1620,2.8818230134675105e-05,0.0,0.0,0.0
1621,2.3063672740266027e-05,0.0,0.0,0.0
1622,1.9676330599135588e-05,0.0,0.0,0.0
1623,2.102340152175332e-05,0.0,0.0,0.0
1624,2.7346935261058597e-05,0.0,0.0,0.0
1625,2.5672823945959472e-05,0.0,0.0,0.0
1626,2.489418812144452e-05,0.0,0.0,0.0
1627,8.977439409006496e-06,0.0,0.0,0.0
1628,3.8082717700100534e-05,0.0,0.0,0.0
1629,3.832086200158561e-05,0.0,0.0,0.0
1630,3.7405036079819964e-05,0.0,0.0,0.0
1631,3.25914992507543e-05,0.0,0.0,0.0
1632,3.314125605616677e-05,0.0,0.0,0.0
1633,3.3230383613564686e-05,0.0,0.0,0.0
1634,6.025896128189093e-05,0.0,0.0,0.0
1635,3.1716142432612416e-05,0.0,0.0,0.0
1636,4.4951012861409776e-05,0.0,0.0,0.0
1637,4.495872862467617e-05,0.0,0.0,0.0
1638,4.3942334449249234e-05,0.0,0.0,0.0
1639,6.78438302657014e-05,0.0,0.0,0.0
1640,6.750107518525641e-05,0.0,0.0,0.0
1641,4.095027421564217e-05,0.0,0.0,0.0
1642,4.0857095768842555e-05,0.0,0.0,0.0
1643,2.7684570162429217e-05,0.0,0.0,0.0
1644,2.871219286199838e-05,0.0,0.0,0.0
1645,3.091851741438794e-05,0.0,0.0,0.0
1646,7.676125652064261e-06,0.0,0.0,0.0
1647,8.198828416945097e-06,1.040455523642387e-07,0.0,0.0
1648,9.18822726297159e-06,1.040455523642387e-07,0.0,0.0
1649,9.088122689198436e-06,1.040455523642387e-07,0.0,0.0
1650,8.629063943642126e-06,1.040455523642387e-07,0.0,0.0
1651,7.549481194603556e-06,1.040455523642387e-07,0.0,0.0
1652,4.880828230722857e-06,1.040455523642387e-07,0.0,0.0
1653,4.124222056946435e-06,1.040455523642387e-07,0.0,0.0
1654,4.3085333020696585e-06,0.0,0.0,0.0
1655,3.073769935976348e-06,0.0,0.0,0.0
1656,3.5229368222644553e-06,0.0,0.0,0.0
1657,4.010135658713157e-06,0.0,0.0,0.0
1658,9.199160688565047e-06,0.0,0.0,0.0
1659,1.0464828554696786e-05,0.0,0.0,0.0
1660,1.0172923469196706e-05,0.0,0.0,0.0
1661,1.0335259893119136e-05,0.0,0.0,0.0
1662,1.079304531361101e-05,0.0,0.0,0.0
1663,1.1110183582526848e-05,0.0,0.0,0.0
1664,1.189228016430986e-05,0.0,0.0,0.0
1665,7.506728024964104e-06,0.0,0.0,0.0
1666,6.282290347111744e-06,0.0,0.0,0.0
1667,7.290224110485204e-06,0.0,0.0,0.0
1668,6.60903651805711e-06,4.3753215907470026e-08,0.0,0.0
1669,6.48796666220213e-06,4.3753215907470026e-08,0.0,0.0
1670,6.488138816556395e-06,4.3753215907470026e-08,0.0,0.0
1671,5.933077383295833e-06,4.3753215907470026e-08,0.0,0.0
1672,5.603624815973619e-06,4.3753215907470026e-08,0.0,0.0
1673,5.877866539906661e-06,4.3753215907470026e-08,0.0,0.0
1674,5.913212622285105e-06,4.3753215907470026e-08,0.0,0.0
1675,5.6910261686685515e-06,0.0,0.0,0.0
1676,6.281454147938348e-06,0.0,0.0,0.0
1677,5.504761588781548e-06,0.0,0.0,0.0
1678,4.8855410536167e-06,0.0,0.0,0.0
1679,4.855103709035445e-06,0.0,0.0,0.0
1680,4.8586384601938855e-06,0.0,0.0,0.0
1681,4.415787819717869e-06,2.237584746061267e-08,0.0,0.0
1682,4.627254936297374e-06,2.237584746061267e-08,0.0,0.0
1683,3.909043795959276e-06,2.237584746061267e-08,0.0,0.0
1684,4.014539399577188e-06,2.237584746061267e-08,0.0,0.0
1685,4.302591735592744e-06,2.237584746061267e-08,0.0,0.0
1686,4.79820995938748e-06,2.237584746061267e-08,0.0,0.0
1687,4.654047285969552e-06,2.237584746061267e-08,0.0,0.0
1688,4.03304321545355e-06,0.0,0.0,0.0
1689,3.965695295197033e-06,0.0,0.0,0.0
1690,3.981297124612736e-06,0.0,0.0,0.0
1691,3.411820508907632e-06,0.0,0.0,0.0
1692,3.1675906484451843e-06,0.0,0.0,0.0
1693,2.123549490663988e-06,0.0,0.0,0.0
1694,2.279987289252209e-06,0.0,0.0,0.0
1695,3.179168369829962e-06,0.0,0.0,0.0
1696,3.446056699171355e-06,0.0,0.0,0.0
1697,4.67893754115981e-06,2.9388299286178413e-08,0.0,0.0
1698,7.177614569237838e-06,2.9388299286178413e-08,0.0,0.0
1699,7.115065857630855e-06,2.9388299286178413e-08,0.0,0.0
1700,7.560784881986495e-06,2.9388299286178413e-08,0.0,0.0
1701,7.695486569251184e-06,2.9388299286178413e-08,0.0,0.0
1702,6.896233945293975e-06,2.9388299286178413e-08,0.0,0.0
1703,6.6890350711089146e-06,2.9388299286178413e-08,0.0,0.0
1704,5.388987330791549e-06,0.0,0.0,0.0
1705,3.998268977868845e-06,0.0,0.0,0.0
1706,4.610943879665033e-06,0.0,0.0,0.0
1707,4.028893532189873e-06,0.0,0.0,0.0
1708,3.4774704025559392e-06,0.0,0.0,0.0
1709,3.62256772794873e-06,0.0,0.0,0.0
1710,3.557037010588309e-06,0.0,0.0,0.0
1711,3.341719418261034e-06,0.0,0.0,0.0
1712,2.3776309814950636e-06,0.0,0.0,0.0
1713,1.6631443681295162e-06,0.0,0.0,0.0
1714,3.326349266379631e-06,0.0,0.0,0.0
1715,3.3372342938621713e-06,0.0,0.0,0.0
1716,3.209227559507001e-06,0.0,0.0,0.0
1717,3.205013350842429e-06,0.0,0.0,0.0
1718,3.9440787012218995e-06,0.0,0.0,0.0
1719,3.9309413101104184e-06,0.0,0.0,0.0
1720,3.946656566508214e-06,0.0,0.0,0.0
1721,3.4516309434755906e-06,0.0,0.0,0.0
1722,4.198321741049378e-06,7.727586697520955e-09,0.0,0.0
1723,4.793702276271818e-06,7.727586697520955e-09,0.0,0.0
1724,5.0457834147112275e-06,1.9469426198221688e-08,0.0,0.0
1725,5.16902254535775e-06,1.9469426198221688e-08,0.0,0.0
1726,6.2807161254698125e-06,4.501941828851029e-08,0.0,0.0
1727,6.677062564059659e-06,4.501941828851029e-08,0.0,0.0
1728,5.7647865625248026e-06,5.149897828817172e-08,0.0,0.0
1729,5.375027350445245e-06,4.377139159065077e-08,0.0,0.0
1730,4.866549033977208e-06,4.377139159065077e-08,0.0,0.0
1731,4.8800843290207145e-06,3.2029552089950034e-08,0.0,0.0
1732,4.36903392905411e-06,3.828807594784069e-08,0.0,0.0
1733,3.5730422821091324e-06,1.2738083857552089e-08,0.0,0.0
1734,3.408187012610142e-06,2.306154708467797e-08,0.0,0.0
1735,3.6790145908785884e-06,1.6581987085016536e-08,0.0,0.0
1736,3.7136117693340305e-06,2.7606637230194664e-08,0.0,0.0
1737,4.26280582489978e-06,2.7606637230194664e-08,0.0,0.0
1738,5.520307955261419e-06,2.7606637230194664e-08,0.0,0.0
1739,5.866939383330256e-06,2.4579029859036642e-08,0.0,0.0
1740,5.931114174018148e-06,2.4579029859036642e-08,0.0,0.0
1741,6.016281076881569e-06,1.425556663191076e-08,0.0,0.0
1742,5.968703265222887e-06,1.425556663191076e-08,0.0,0.0
1743,7.43449033637132e-06,3.2309164867326346e-09,0.0,0.0
1744,7.845105886060213e-06,3.2309164867326346e-09,0.0,0.0
1745,6.918886486216382e-06,3.2309164867326346e-09,0.0,0.0
1746,7.709183462014022e-06,5.973572569928365e-08,0.0,0.0
1747,8.601674640626048e-06,5.973572569928365e-08,0.0,0.0
1748,1.1820265886594175e-05,5.973572569928365e-08,0.0,0.0
1749,1.3048558295330232e-05,5.973572569928365e-08,0.0,0.0
1750,1.3190992701441115e-05,6.303445714601302e-08,0.0,0.0
1751,1.4289517431669602e-05,6.303445714601302e-08,0.0,0.0
1752,1.5893755517026875e-05,7.862881774250191e-08,0.0,0.0
1753,1.6851403805568615e-05,1.889309204321827e-08,0.0,0.0
1754,1.9475292122349076e-05,2.3077160753765772e-08,0.0,0.0
1755,1.8641818184862912e-05,3.0783776289971295e-08,0.0,0.0
1756,2.0825719080416354e-05,3.989018740721154e-08,0.0,0.0
1757,2.4228238284454813e-05,5.1817072283759965e-08,0.0,0.0
1758,2.6245193761756775e-05,5.1817072283759965e-08,0.0,0.0
1759,2.6998031119416866e-05,3.970150659020939e-08,0.0,0.0
1760,2.700184631976299e-05,4.236287359000406e-08,0.0,0.0
1761,2.516632204268327e-05,3.817880487945656e-08,0.0,0.0
1762,2.4477616794424e-05,3.851993543183393e-08,0.0,0.0
1763,2.3029312225324766e-05,2.9413524314593686e-08,0.0,0.0
1764,2.0009065857656033e-05,1.4187907991315894e-08,0.0,0.0
1765,1.871433284707434e-05,1.713531640388867e-08,0.0,0.0
1766,1.773000596066205e-05,1.3656521500950345e-08,0.0,0.0
1767,1.760872510203626e-05,1.393965679393919e-08,0.0,0.0
1768,1.776590007856222e-05,1.6621869341244226e-08,2.682212547305036e-09,0.0
1769,1.7348198006012744e-05,8.574123252661333e-09,2.682212547305036e-09,0.0
1770,1.7682609333340743e-05,8.574123252661333e-09,2.682212547305036e-09,0.0
1771,1.7471428561423507e-05,8.574123252661333e-09,2.682212547305036e-09,0.0
1772,1.678555132197549e-05,1.0898878498112805e-08,2.682212547305036e-09,0.0
1773,1.7538835111606333e-05,1.3494069353977726e-08,2.682212547305036e-09,0.0
1774,1.69708713916147e-05,3.460173506450051e-08,2.682212547305036e-09,0.0
1775,1.7342195990620113e-05,4.058558999986417e-08,0.0,0.0
1776,1.783389117398266e-05,4.8722698510670984e-08,0.0,0.0
1777,1.732383615100324e-05,6.039489974796197e-08,0.0,0.0
1778,1.7894422723786973e-05,7.151947453313109e-08,0.0,0.0
1779,1.8642784068236195e-05,6.880899659579751e-08,0.0,0.0
1780,1.8186504868416315e-05,7.326122641870825e-08,0.0,0.0
1781,1.9747722295245955e-05,5.494660878671961e-08,0.0,0.0
1782,1.9429738780932633e-05,4.628054130405092e-08,0.0,0.0
1783,1.9006960298741304e-05,4.249263087428647e-08,0.0,0.0
1784,1.9068802820194314e-05,3.082042963699548e-08,0.0,0.0
1785,1.8206095124436876e-05,3.4258956052976175e-08,1.6181223979775235e-09,0.0
1786,2.269678134325659e-05,3.303736865031429e-08,1.6181223979775235e-09,0.0
1787,2.280588744594882e-05,2.9857372701209376e-08,2.9072640168286465e-09,0.0
1788,2.1496974893255227e-05,3.195913476718358e-08,2.9072640168286465e-09,0.0
1789,2.1574062105043724e-05,3.4285904401290934e-08,4.070648833882322e-09,0.0
1790,2.209999053905319e-05,3.104155472349086e-08,5.175497237124611e-09,0.0
1791,2.213784630709727e-05,4.624508230323597e-08,5.175497237124611e-09,0.0
1792,2.2954452755844352e-05,8.065377204197993e-08,3.557374839147087e-09,0.0
1793,1.8090150790937643e-05,8.818787236971762e-08,3.557374839147087e-09,0.0
1794,1.81691643125045e-05,2.3302029778753714e-07,2.2682332202959644e-09,0.0
1795,1.925790326952535e-05,3.840903357905339e-07,2.2682332202959644e-09,0.0
1796,1.9658960549609867e-05,3.969341519598808e-07,2.0530100159581774e-09,0.0
1797,2.0242408157043557e-05,4.956078640816486e-07,1.5150852635973218e-09,5.66923650881433e-10
1798,2.1739573120222694e-05,6.227538835089166e-07,1.5150852635973218e-09,1.1455803290110517e-09
1799,2.2029327997838015e-05,7.750399037474511e-07,2.716624449204476e-09,1.1455803290110517e-09
1800,2.2301627853136908e-05,1.1436615179962116e-06,2.716624449204476e-09,1.1455803290110517e-09
1801,2.3035361664369702e-05,1.1347281524568383e-06,2.716624449204476e-09,1.1455803290110517e-09
1802,2.3632733895543163e-05,1.101281444196697e-06,3.150751247206683e-09,1.5797071270132586e-09
1803,2.368412112576022e-05,1.1471848527630106e-06,2.202589634490794e-09,1.5797071270132586e-09
1804,2.330238125328573e-05,1.0898120714435727e-06,1.9407435341329507e-09,1.0127834761318256e-09
1805,2.214978173599645e-05,9.827786665742418e-07,1.9407435341329507e-09,6.938042997260498e-10
1806,2.1562686535097392e-05,8.099613657870057e-07,1.7734047563777722e-09,6.938042997260498e-10
1807,2.1274762600244556e-05,4.914659399446464e-07,2.1918472116664945e-09,6.938042997260498e-10
1808,2.08134907942232e-05,3.681748787747503e-07,3.3686631896655074e-09,6.938042997260498e-10
1809,1.9947905457229353e-05,2.599000948423834e-07,3.658235650913103e-09,2.5967750172384285e-10
1810,1.9776620060188827e-05,2.511311367113324e-07,4.094110955017121e-09,2.5967750172384285e-10
1811,2.0218058385320808e-05,3.059946952329743e-07,4.726569167802706e-09,2.5967750172384285e-10
1812,1.993050032719371e-05,4.2297441536577806e-07,4.726569167802706e-09,0.0
1813,2.020290360503298e-05,4.676641408098346e-07,4.662265811512205e-09,0.0
1814,2.0688556885163833e-05,4.912022169329637e-07,4.661739629239849e-09,0.0
1815,2.056745610648899e-05,6.058693356538112e-07,4.064345748844289e-09,0.0
1816,2.0155429540734205e-05,7.853200624400156e-07,3.7209919272791173e-09,0.0
1817,2.0116311653899694e-05,8.464471160810458e-07,3.4564641942275945e-09,0.0
1818,1.928579617275058e-05,7.885654481145008e-07,3.2350678961076287e-09,0.0
1819,1.9321870370601702e-05,7.020998639615885e-07,3.535662778426334e-09,0.0
1820,1.9214612620999105e-05,7.383381525219843e-07,2.8605595987179252e-09,0.0
1821,1.8694478837590266e-05,7.193054898380069e-07,3.0854146222074927e-09,0.0
1822,1.8750567375848603e-05,6.600298385300058e-07,3.1298370561927413e-09,0.0
1823,1.9082565423949355e-05,4.88112699973239e-07,3.0304171553093997e-09,0.0
1824,1.9069170645837274e-05,4.186719755645234e-07,2.8590695842569046e-09,0.0
1825,1.9753417291212827e-05,4.252462052331144e-07,2.522780524165975e-09,0.0
1826,2.001731887243555e-05,4.024307876144511e-07,2.577680386599874e-09,0.0
1827,2.0013871107948944e-05,3.2181918032035484e-07,2.4920277270317523e-09,0.0
1828,1.9802992028417066e-05,2.839097805105796e-07,2.0699150488872372e-09,0.0
1829,2.0858105667035227e-05,2.669271026434217e-07,2.008264744977696e-09,0.0
1830,2.0492607550945e-05,3.580959802970288e-07,2.2991664921130042e-09,0.0
1831,2.037534224135535e-05,3.8962797483626286e-07,2.392061152331085e-09,0.0
1832,2.0264908276398535e-05,4.0633607868910205e-07,2.182509665057556e-09,0.0
1833,2.0272500998024562e-05,3.955702193739593e-07,2.4043627406505105e-09,0.0
1834,2.0049991040390785e-05,4.049379315672143e-07,2.527462302940161e-09,8.306019364364862e-11
1835,1.9966112501736332e-05,4.330466895550801e-07,2.8095041055513955e-09,8.306019364364862e-11
1836,1.843620287088145e-05,4.0285760454545585e-07,2.547554595848973e-09,8.306019364364862e-11
1837,1.8610582628753036e-05,3.2181591385389244e-07,2.285492953621063e-09,8.306019364364862e-11
1838,1.8657520610889022e-05,2.7422777699419907e-07,2.3452497880224345e-09,8.306019364364862e-11
1839,1.8277848409655106e-05,2.5596569587703145e-07,2.402295172311751e-09,1.5884163032505886e-10
1840,1.780503875384706e-05,2.6090499107210364e-07,2.05170525013898e-09,2.344275963826549e-10
1841,1.7621746987320614e-05,2.7603332292918434e-07,1.999374919593931e-09,1.513674027390063e-10
1842,1.800433346943464e-05,2.6471652501771003e-07,1.9223825705897266e-09,1.513674027390063e-10
1843,1.82177092418507e-05,2.8605471616823965e-07,2.277883151943375e-09,1.513674027390063e-10
1844,1.805497335486247e-05,2.908083160946262e-07,2.235248938323561e-09,2.181502597612247e-10
1845,1.8022147612230454e-05,2.9330596922656174e-07,2.683246307683922e-09,2.181502597612247e-10
1846,1.8186728474185137e-05,2.814430765900917e-07,2.7167840041134437e-09,1.4236882307981447e-10
1847,1.826328480092343e-05,2.6631516902853036e-07,2.6718425091435247e-09,6.678285702221842e-11
1848,1.8467662032760147e-05,2.286481952345249e-07,2.391932065113979e-09,6.678285702221842e-11
1849,1.8230223888947095e-05,2.2468360226314742e-07,2.557358880217464e-09,6.678285702221842e-11
1850,1.815407371655705e-05,2.4596261535439877e-07,2.2813728525353636e-09,6.678285702221842e-11
1851,1.818031030000254e-05,2.617496974721689e-07,2.8499561599559797e-09,0.0
1852,1.7858014221669043e-05,2.7753009845810084e-07,2.5526767207953836e-09,0.0
1853,1.7916208370089798e-05,2.780427184997539e-07,2.3883134041875157e-09,4.825934096786e-11
1854,1.805130991020373e-05,2.714358992810568e-07,2.307500722244425e-09,4.825934096786e-11
1855,1.7993685365321914e-05,3.043090280081222e-07,2.517507718164629e-09,4.825934096786e-11
1856,1.7797777088292476e-05,3.208024383281684e-07,2.0754692488443384e-09,4.825934096786e-11
1857,1.7418611085824004e-05,2.751505080920781e-07,1.7919784307223502e-09,4.825934096786e-11
1858,1.7157841804354185e-05,2.509822962792896e-07,1.2442812732541393e-09,4.825934096786e-11
1859,1.7203588348430848e-05,2.418140862151371e-07,1.123700013990917e-09,4.825934096786e-11
1860,1.685598674937085e-05,2.2473718124566793e-07,1.1491717498225894e-09,0.0
1861,1.6669298409916727e-05,2.2905394964871967e-07,1.1046547089753135e-09,0.0
1862,1.6493326516605782e-05,1.9926045423192461e-07,1.0618025268551078e-09,5.571827126666611e-11
1863,1.624866490601562e-05,1.652524679635852e-07,1.2946091579709877e-09,5.571827126666611e-11
1864,1.608327212514788e-05,1.5795607818550446e-07,1.433816311711768e-09,5.571827126666611e-11
1865,1.5972702255697057e-05,1.503519533636271e-07,1.6765173455850807e-09,9.994482225954876e-11
1866,1.5944305492407045e-05,1.3087001450782866e-07,1.891885767094489e-09,1.4418444216346415e-10
1867,1.568753512921311e-05,1.3602016122961557e-07,1.9859576285062376e-09,1.4418444216346415e-10
1868,1.530626104795374e-05,1.3260609270966078e-07,2.1087177401061095e-09,1.4418444216346415e-10
1869,1.504975937548027e-05,1.407401179725249e-07,2.218664125435461e-09,8.846617089679804e-11
1870,1.5147892034812166e-05,1.330087014496582e-07,2.1324162911641663e-09,8.846617089679804e-11
1871,1.5395875509836643e-05,1.5479796035476413e-07,2.0592449333024986e-09,8.846617089679804e-11
1872,1.5506328444254386e-05,1.6377854247398966e-07,1.9380434400164047e-09,4.4239619903915386e-11
1873,1.554155941058915e-05,1.6642194822225065e-07,1.6959218632603017e-09,0.0
1874,1.5873912421479224e-05,1.6230008270667895e-07,1.678563161482722e-09,3.974071468729587e-11
1875,1.605568000481331e-05,1.5705567640062717e-07,1.6196614605057391e-09,3.974071468729587e-11
1876,1.640158162834788e-05,1.5072531108931537e-07,1.4575562106473277e-09,3.974071468729587e-11
1877,1.671682548476383e-05,1.5380006398605213e-07,1.301707686085507e-09,3.974071468729587e-11
1878,1.7141978137910234e-05,1.3531776334372937e-07,1.211974155955277e-09,3.974071468729587e-11
1879,1.785417901243948e-05,1.2255124914872795e-07,1.081767548554475e-09,3.974071468729587e-11
1880,1.813609846327121e-05,1.1372350781714755e-07,1.0243925866301344e-09,3.974071468729587e-11
1881,1.8451465751110974e-05,1.0438492178569245e-07,1.172910562325618e-09,0.0
1882,1.9173304670922725e-05,1.0276906538462884e-07,1.7007570669263267e-09,3.240957898878857e-11
1883,1.9799635473256266e-05,9.466699627377498e-08,1.8427421414176796e-09,3.240957898878857e-11
1884,2.006881524201682e-05,9.565313011502699e-08,2.099577250153877e-09,3.240957898878857e-11
1885,2.0181725631118752e-05,9.902403620896751e-08,2.201146201815821e-09,3.240957898878857e-11
1886,2.034416086514414e-05,9.682211502389951e-08,1.9770129224193157e-09,1.1517542871811567e-10
1887,2.071125371523002e-05,9.575079218393512e-08,2.4310322366272175e-09,1.4280939724426693e-10
1888,2.1130436705009614e-05,9.923252670367739e-08,2.5158561622884434e-09,1.4280939724426693e-10
1889,2.1395369133512888e-05,9.996934023450064e-08,2.1032026160343928e-09,1.3657071307182633e-10
1890,2.1432844732771628e-05,9.842868361634568e-08,1.9727000390355543e-09,1.3657071307182633e-10
1891,2.140547777733965e-05,9.112478137142586e-08,1.7808986547367717e-09,1.3657071307182633e-10
1892,2.1779387939854393e-05,1.0183525083513295e-07,1.853946381334483e-09,1.590422952065954e-10
1893,2.142235488073701e-05,9.047890056227256e-08,2.029385881563428e-09,7.627644547726829e-11
1894,2.1143470023941647e-05,8.774890858376239e-08,1.7638995819524439e-09,4.8642476951117026e-11
1895,2.0932079548531745e-05,8.487467642989291e-08,1.4165389337707423e-09,6.981368459525937e-11
1896,2.0681850531088586e-05,8.609568829293884e-08,1.2972834394022114e-09,4.3642789778911404e-11
1897,2.0857035841410315e-05,8.795705751042857e-08,1.3008422751679761e-09,4.3642789778911404e-11
1898,2.0806670623382422e-05,9.404019150695473e-08,1.1681545334215775e-09,6.168095796026713e-11
1899,2.0470800726408405e-05,7.021089487579957e-08,1.1395340147681209e-09,3.9209375825498076e-11
1900,2.0738461639016998e-05,8.574933931169784e-08,1.3968236012296131e-09,3.9209375825498076e-11
1901,2.142427131600146e-05,1.0242027315143787e-07,1.3324074621401394e-09,3.9209375825498076e-11
1902,2.1571746921316454e-05,1.1444269532034923e-07,1.4543421149910379e-09,5.247474875260037e-11
1903,2.155737768459533e-05,1.136521505478478e-07,1.465572718739594e-09,6.841389359785971e-11
1904,2.2453073792608586e-05,1.1047647013080158e-07,1.5416340505756766e-09,8.426763354567918e-11
1905,2.3307763642930824e-05,1.0362194048850273e-07,1.6219500028772212e-09,8.14763276687661e-11
1906,2.3910288291517645e-05,1.0966237847956758e-07,1.6205929296932352e-09,8.14763276687661e-11
