ngram,music,msic,muic,musci
1683,1.8809551209285149e-06,0.0,0.0,0.0
1684,1.171280337481611e-06,0.0,0.0,0.0
1685,1.3144447186570169e-06,0.0,0.0,0.0
1686,1.958462204600307e-06,0.0,2.762920660513503e-08,0.0
1687,2.1563531963205866e-06,0.0,2.762920660513503e-08,0.0
1688,3.2147829987902047e-06,0.0,2.762920660513503e-08,0.0
1689,2.851884413449365e-06,0.0,2.762920660513503e-08,0.0
1690,3.225749653422229e-06,0.0,2.762920660513503e-08,0.0
1691,3.367790441188845e-06,0.0,2.762920660513503e-08,0.0
1692,3.2234548500907423e-06,0.0,2.762920660513503e-08,0.0
1693,2.569944545679651e-06,0.0,0.0,0.0
1694,2.3303150068646313e-06,0.0,0.0,0.0
1695,1.0722712886490626e-06,0.0,0.0,0.0
1696,1.3242064207068843e-06,0.0,0.0,0.0
1697,5.216680051489675e-05,0.0,0.0,0.0
1698,5.211999339443147e-05,0.0,0.0,0.0
1699,5.2027792256532325e-05,0.0,0.0,0.0
1700,5.180526527835484e-05,0.0,0.0,0.0
1701,5.175649417716548e-05,0.0,0.0,0.0
1702,5.191372148211875e-05,0.0,0.0,0.0
1703,5.1716992398301696e-05,0.0,0.0,0.0
1704,5.265183631308901e-07,0.0,0.0,0.0
1705,9.790047832731425e-07,0.0,0.0,0.0
1706,1.4844840653235484e-06,0.0,0.0,0.0
1707,1.4785662593957177e-06,0.0,0.0,0.0
1708,1.584670802198421e-06,0.0,0.0,0.0
1709,4.050476612909344e-06,0.0,0.0,0.0
1710,4.167420793724627e-06,0.0,0.0,0.0
1711,4.800513823153908e-06,0.0,0.0,0.0
1712,4.2452989958974285e-06,0.0,0.0,0.0
1713,3.756952693834137e-06,0.0,0.0,0.0
1714,4.2557537755426115e-06,0.0,0.0,0.0
1715,4.3647739472265e-06,0.0,0.0,0.0
1716,1.7926249650404965e-06,0.0,0.0,0.0
1717,1.8802825191447222e-06,0.0,0.0,0.0
1718,2.560528037471548e-06,0.0,0.0,0.0
1719,2.690253227553642e-06,0.0,0.0,0.0
1720,3.308443540715546e-06,0.0,0.0,0.0
1721,2.873496279270122e-06,0.0,0.0,0.0
1722,3.0524784863570986e-06,0.0,0.0,0.0
1723,3.152679580255478e-06,0.0,0.0,0.0
1724,3.0689993926508966e-06,0.0,0.0,0.0
1725,6.781154118990733e-06,0.0,0.0,0.0
1726,7.095989433634843e-06,0.0,0.0,0.0
1727,6.7219211164878545e-06,0.0,6.842715854255792e-09,0.0
1728,6.845141651215922e-06,0.0,1.3322275853917226e-08,0.0
1729,7.011768681357873e-06,0.0,1.3322275853917226e-08,0.0
1730,7.026927229552322e-06,0.0,1.3322275853917226e-08,0.0
1731,7.024968129241772e-06,0.0,1.3322275853917226e-08,0.0
1732,2.1737623196064045e-06,0.0,1.3322275853917226e-08,0.0
1733,1.9322676020497705e-06,0.0,1.3322275853917226e-08,0.0
1734,1.9029601259847238e-06,0.0,1.1641291613224375e-08,1.0839636388482177e-07
1735,2.0641026594603318e-06,0.0,5.161731613562941e-09,1.0839636388482177e-07
1736,1.6411768391273135e-06,0.0,5.161731613562941e-09,1.0839636388482177e-07
1737,2.0998106070432447e-06,0.0,5.161731613562941e-09,1.0839636388482177e-07
1738,2.1782656663812564e-06,0.0,5.161731613562941e-09,1.0839636388482177e-07
1739,2.2849299544499705e-06,0.0,5.161731613562941e-09,1.0839636388482177e-07
1740,2.5018867648083998e-06,0.0,1.2649010220197202e-08,1.0839636388482177e-07
1741,2.665636104991011e-06,0.0,7.48727860663426e-09,0.0
1742,2.723409709558057e-06,0.0,7.48727860663426e-09,0.0
1743,3.1538538028793743e-06,0.0,7.48727860663426e-09,0.0
1744,3.290450747174743e-06,0.0,7.48727860663426e-09,0.0
1745,3.713165857074533e-06,0.0,7.48727860663426e-09,0.0
1746,4.7751725560374325e-06,0.0,7.48727860663426e-09,0.0
1747,5.281709718474303e-06,0.0,0.0,0.0
1748,6.563268243553466e-06,0.0,0.0,0.0
1749,7.5290629735848465e-06,0.0,0.0,0.0
1750,9.180856912800145e-06,0.0,0.0,0.0
1751,9.779102583706845e-06,0.0,0.0,0.0
1752,1.1142726569752475e-05,0.0,0.0,0.0
1753,1.4129201969938419e-05,0.0,0.0,0.0
1754,1.5247845372609195e-05,0.0,0.0,0.0
1755,1.5255319600068365e-05,0.0,0.0,0.0
1756,1.6035609015878955e-05,0.0,3.035470541590257e-09,3.035470541590257e-09
1757,1.7926479163829106e-05,0.0,6.080593806245815e-09,3.035470541590257e-09
1758,1.916479322972009e-05,0.0,6.080593806245815e-09,3.035470541590257e-09
1759,2.1884821892724305e-05,0.0,6.080593806245815e-09,3.035470541590257e-09
1760,2.097853432912546e-05,0.0,6.080593806245815e-09,3.035470541590257e-09
1761,2.2328327759169042e-05,0.0,6.080593806245815e-09,3.035470541590257e-09
1762,2.3908987194382852e-05,0.0,8.763175835773446e-09,3.035470541590257e-09
1763,2.4459423782120992e-05,0.0,5.7277052941831894e-09,0.0
1764,2.463479410965062e-05,0.0,8.303941407510657e-09,0.0
1765,2.5365022208591525e-05,0.0,8.303941407510657e-09,0.0
1766,2.4751913380376728e-05,0.0,8.303941407510657e-09,3.4010521383314493e-09
1767,2.4709570945040988e-05,0.0,8.303941407510657e-09,3.4010521383314493e-09
1768,2.644269547350372e-05,0.0,1.0986153954815694e-08,3.022317761138181e-08
1769,2.6526423036037678e-05,6.092519251004498e-09,8.303571925288061e-09,3.022317761138181e-08
1770,3.015046214776313e-05,6.092519251004498e-09,8.303571925288061e-09,4.175486394737098e-08
1771,3.22351734212134e-05,6.092519251004498e-09,2.682212547305036e-09,4.175486394737098e-08
1772,3.326264751584469e-05,6.092519251004498e-09,2.682212547305036e-09,4.175486394737098e-08
1773,3.881239847812269e-05,6.092519251004498e-09,2.682212547305036e-09,3.835381180903953e-08
1774,4.072915570369722e-05,6.092519251004498e-09,5.354675686979655e-09,3.835381180903953e-08
1775,4.01578802536408e-05,6.092519251004498e-09,8.449841461453746e-09,1.1531686335989174e-08
1776,4.455898774072661e-05,0.0,8.449841461453746e-09,1.1531686335989174e-08
1777,4.270828295765179e-05,0.0,1.7203991881891463e-08,0.0
1778,4.02503542967939e-05,0.0,1.7203991881891463e-08,0.0
1779,4.172204301409822e-05,0.0,1.976567760258214e-08,0.0
1780,3.680925926476318e-05,0.0,1.976567760258214e-08,7.047420678775649e-09
1781,3.516539540474436e-05,0.0,1.9005731337935165e-08,7.047420678775649e-09
1782,3.55656369980092e-05,0.0,1.322835301615604e-08,7.047420678775649e-09
1783,3.32866599949609e-05,0.0,4.36727400909831e-08,7.047420678775649e-09
1784,3.39189001741553e-05,0.0,3.8247533901929794e-08,7.047420678775649e-09
1785,3.497023031481409e-05,0.0,3.8247533901929794e-08,7.047420678775649e-09
1786,3.33390359758466e-05,0.0,3.5685848181239114e-08,7.047420678775649e-09
1787,3.423098782410047e-05,0.0,3.5685848181239114e-08,2.5782832377022456e-09
1788,3.402542720972893e-05,0.0,3.5079883379093446e-08,2.5782832377022456e-09
1789,3.3102172632685066e-05,0.0,3.5079883379093446e-08,3.741668054755922e-09
1790,3.131486742599269e-05,0.0,4.635496304266391e-09,3.741668054755922e-09
1791,3.0193002073376973e-05,0.0,4.564450912474578e-09,1.3515364066003194e-08
1792,3.0813563301178094e-05,0.0,4.564450912474578e-09,1.3515364066003194e-08
1793,3.341281964302263e-05,0.0,4.564450912474578e-09,2.1403541034763814e-08
1794,3.263712928206327e-05,0.0,4.564450912474578e-09,2.3815185759953498e-08
1795,3.368644424231856e-05,0.0,5.084443088776425e-09,3.294790725963789e-08
1796,3.417542341464598e-05,0.0,5.084443088776425e-09,3.368084566801599e-08
1797,3.670036884224308e-05,0.0,7.352137692302157e-09,3.708238757330459e-08
1798,3.7416886438482576e-05,0.0,5.251552208968795e-09,2.730869156205732e-08
1799,3.640137947513722e-05,0.0,5.852321801772373e-09,3.091330911887878e-08
1800,3.4059270027293156e-05,0.0,5.852321801772373e-09,2.384845996873862e-08
1801,3.404177030980853e-05,4.643404708356716e-10,6.781002743443716e-09,1.932287247668236e-08
1802,3.431630258481684e-05,4.643404708356716e-10,5.388585292262096e-09,2.0175066982121492e-08
1803,3.5637675214924715e-05,4.643404708356716e-10,5.388585292262096e-09,3.337174235364314e-08
1804,3.5011499546401736e-05,1.0744955718828513e-09,4.036123340307134e-09,5.590179256006625e-08
1805,3.53183074496753e-05,1.0744955718828513e-09,3.3981649874955824e-09,6.317276267177516e-08
1806,3.4920042578180854e-05,1.0744955718828513e-09,2.7973953946920052e-09,6.629044782943286e-08
1807,3.615113252765566e-05,1.0744955718828513e-09,3.215837849980728e-09,7.571896053017366e-08
1808,3.55234754221913e-05,6.101551010471797e-10,2.2871569083093846e-09,7.996188397133405e-08
1809,3.4708746950075563e-05,6.101551010471797e-10,2.0339549251196284e-09,7.68521109608043e-08
1810,3.393603869231551e-05,8.280927530991886e-10,2.251892577171637e-09,8.595019147199829e-08
1811,3.453578444480497e-05,2.17937652052009e-10,1.3366599256008677e-09,7.126902851999667e-08
1812,3.4269523374470214e-05,2.17937652052009e-10,1.0560131816613909e-09,6.68625576492689e-08
1813,3.4118557648201075e-05,2.17937652052009e-10,1.637951361845223e-09,6.789943134728154e-08
1814,3.34585654075324e-05,2.17937652052009e-10,1.6374251795728663e-09,5.973717216128144e-08
1815,3.482983421625769e-05,2.17937652052009e-10,1.83056588934757e-09,5.638189318598766e-08
1816,3.7221373401864965e-05,2.17937652052009e-10,1.6496410745351194e-09,6.890436792567861e-08
1817,3.8185306818507214e-05,1.7134757105249524e-10,1.774398564588101e-09,5.2252581690075724e-08
1818,3.752303148628146e-05,1.7134757105249524e-10,1.774398564588101e-09,4.422478002855509e-08
1819,3.8864088700003254e-05,1.7134757105249524e-10,1.8362851873985976e-09,4.917574791818424e-08
1820,4.190005191568551e-05,1.7134757105249524e-10,1.4017439431412981e-09,4.480670107958369e-08
1821,4.5236633013701066e-05,1.7134757105249524e-10,9.838276701249323e-10,4.7602181244396236e-08
1822,4.7434420204288994e-05,4.208853741717787e-10,1.1649936729593184e-09,5.2239103709439405e-08
1823,4.827422942201208e-05,4.208853741717787e-10,1.4459192097606076e-09,4.3516656690810255e-08
1824,5.055627324119476e-05,2.4953780311928343e-10,1.2373440843355915e-09,3.731856398506547e-08
1825,5.158073119153934e-05,2.4953780311928343e-10,1.7438113017068498e-09,3.599518854408805e-08
1826,5.168793671016049e-05,2.4953780311928343e-10,1.6802129053163283e-09,3.6948591234217277e-08
1827,5.1157269938682604e-05,2.4953780311928343e-10,4.460793068261637e-09,4.07738333255533e-08
1828,4.916887285487194e-05,2.4953780311928343e-10,5.122768939206221e-09,3.8316016518332874e-08
1829,4.6038427431735075e-05,0.0,8.543273295152126e-09,4.146276515777052e-08
1830,4.5238405748802635e-05,0.0,9.310697736607056e-09,3.2217162525073813e-08
1831,4.372865493808474e-05,9.289466021808072e-11,1.1313154857361951e-08,3.180490892873422e-08
1832,4.38926020121601e-05,9.289466021808072e-11,1.0891837098903068e-08,3.305618686714037e-08
1833,4.367038647095407e-05,9.289466021808072e-11,1.0819797137605138e-08,2.6019360507437535e-08
1834,4.304056242939883e-05,9.289466021808072e-11,9.220783137031674e-09,2.021601210243164e-08
1835,4.399650008833435e-05,9.289466021808072e-11,1.0150691858485622e-08,1.8542818011216663e-08
1836,4.647032619686797e-05,9.289466021808072e-11,6.73118667154122e-09,1.9690543481435237e-08
1837,4.663092165303949e-05,1.7033607064525265e-10,5.760278103712173e-09,1.888050668189375e-08
1838,4.703633333390046e-05,1.5376715773689805e-10,3.929003955516208e-09,2.0699286982863085e-08
1839,4.7446205176778934e-05,1.5376715773689805e-10,4.298543100831966e-09,1.989798154815909e-08
1840,4.796589564648457e-05,1.5376715773689805e-10,4.662688354465214e-09,2.0509102987326903e-08
1841,4.891890889017044e-05,1.5376715773689805e-10,4.1034789772480855e-09,2.0426654399687194e-08
1842,4.7973199668506694e-05,1.5376715773689805e-10,3.2413796329550895e-09,2.2713375751643687e-08
1843,4.723612905114091e-05,1.5376715773689805e-10,3.3906699908088048e-09,1.3348037659304574e-08
1844,4.7043671137154366e-05,1.4310860433194454e-10,3.513577143518124e-09,1.3396334961969712e-08
1845,4.6398615398045096e-05,1.335216223300303e-10,3.742184276741714e-09,1.1449473242513314e-08
1846,4.561197264203136e-05,1.335216223300303e-10,4.331023666687932e-09,1.0469879185848185e-08
1847,4.607884433685935e-05,1.9412708742093188e-10,4.468582012354513e-09,1.012669465743394e-08
1848,4.606226710685795e-05,1.9412708742093188e-10,4.573831091647662e-09,1.038306253674039e-08
1849,4.640844729562689e-05,3.0160616068134315e-10,4.3277016890743065e-09,8.57829997512129e-09
1850,4.7423832646537835e-05,4.4401589547961503e-10,4.847443462503114e-09,8.182425562505306e-09
1851,4.93956748479312e-05,5.165188277089783e-10,5.20423805637295e-09,8.025311526438372e-09
1852,4.981498724581408e-05,5.003416332043692e-10,1.2659056342861114e-08,8.690731880177185e-09
1853,5.050772181545783e-05,5.486009741722292e-10,1.2194640472021741e-08,8.43106619439839e-09
1854,5.11352154717315e-05,6.395010949360775e-10,1.2942032461588887e-08,7.188613704300906e-09
1855,5.0949700380442664e-05,7.970063418762306e-10,1.274955239795515e-08,6.0751868932332596e-09
1856,5.184104728479204e-05,6.895272686158194e-10,1.4104752350212785e-08,5.1870691234309365e-09
1857,5.1093063770427504e-05,5.471175338175474e-10,1.3397353924661713e-08,5.29064503318466e-09
1858,4.960497036725948e-05,4.654352577951723e-10,1.3416245923737944e-08,5.528776167044011e-09
1859,5.014417079759629e-05,4.758030755106343e-10,5.8540232344179395e-09,4.4889963809627685e-09
1860,4.97307966205491e-05,5.495341523101668e-10,5.701877573268835e-09,4.354954904631622e-09
1861,4.8790243973988776e-05,4.545152468679195e-10,4.513772181421619e-09,3.879860432931537e-09
1862,4.9612048834595566e-05,2.9700999992776644e-10,4.109840816874615e-09,3.630217777177742e-09
1863,4.860163608100265e-05,4.4022364721816945e-10,2.4619365435185614e-09,3.7119670829152287e-09
1864,4.9233197517293904e-05,4.4022364721816945e-10,2.4546628063504272e-09,3.4158880168888572e-09
1865,4.920239942813558e-05,3.82620133988963e-10,2.1882134992878832e-09,3.2862140310539546e-09
1866,4.910865391138941e-05,3.6593036537421343e-10,2.3810624424517155e-09,3.1693856428205436e-09
1867,4.9245366556403625e-05,2.8715240502868207e-10,2.083733352531425e-09,3.057711417397968e-09
1868,4.987312526541895e-05,2.306657246161795e-10,1.9922217288557776e-09,3.7163236615051734e-09
1869,4.890181662631221e-05,2.306657246161795e-10,1.8323880111660783e-09,4.087238896539296e-09
1870,5.029138212973651e-05,2.9863438706050667e-10,2.7395844719763876e-09,4.9246918289367974e-09
1871,5.0123191093527044e-05,3.3921044941185944e-10,3.3025919856020737e-09,5.5688514434746955e-09
1872,5.1821913075400516e-05,3.3921044941185944e-10,3.525378378110844e-09,7.120120334594812e-09
1873,5.1455835741113075e-05,3.33979582085269e-10,3.1010674742379e-09,7.746653096774025e-09
1874,5.140883721261551e-05,3.305078393507037e-10,3.170133679373878e-09,8.511773254481016e-09
1875,5.18789368340679e-05,3.7062286969583424e-10,3.878114242437749e-09,8.974753702111521e-09
1876,5.340934668700876e-05,6.77278744991889e-10,3.912684525581816e-09,9.185937026907304e-09
1877,5.3664071206834964e-05,6.408548017652496e-10,3.199004933967282e-09,8.897489982879442e-09
1878,5.389044391839499e-05,7.454201779642591e-10,2.8143266130241175e-09,8.975939927832347e-09
1879,5.243990433103006e-05,7.80333991867721e-10,3.119885873457763e-09,7.39903414727548e-09
1880,5.24721851564079e-05,8.070986062020629e-10,3.122162211306139e-09,8.534685085643495e-09
1881,5.212446766173733e-05,8.30489082266033e-10,3.1444178054990904e-09,7.410365337230067e-09
1882,5.069282529543021e-05,7.903740519209026e-10,2.4316404604160115e-09,6.9786266289538295e-09
1883,4.941237161152198e-05,5.800860585531658e-10,2.9528877121265396e-09,6.719739685325164e-09
1884,4.765257887941386e-05,4.3583859933780747e-10,2.8735283993544922e-09,6.473354614249567e-09
1885,4.702752162951843e-05,3.1972043861611914e-10,2.597719579127451e-09,6.117637888333352e-09
1886,4.682544334043216e-05,2.8480662471265713e-10,1.8425539268943476e-09,6.15864121605065e-09
1887,4.69032529508695e-05,2.190332578009903e-10,1.8663055783336394e-09,4.280217957841614e-09
1888,4.797353903995827e-05,2.3691059233435906e-10,1.969380507877665e-09,4.315225256488832e-09
1889,4.912221265840344e-05,2.63081487150707e-10,1.918254880336637e-09,4.049551995320501e-09
1890,5.0024535344813815e-05,2.426006796245923e-10,1.446045212143738e-09,4.034676783147364e-09
1891,5.062640307837033e-05,2.376948241408375e-10,1.5506169602298924e-09,3.5328605120708646e-09
1892,5.1382840216060034e-05,2.3114312844693278e-10,1.655504471604579e-09,3.038546065552745e-09
1893,5.193323522689752e-05,2.542048020494546e-10,1.734170331145281e-09,3.2111665231633016e-09
1894,5.232436420296186e-05,3.204801206159656e-10,1.8223834029131224e-09,5.028080126859688e-09
1895,5.2350848688677486e-05,2.6064280297547325e-10,1.9217734546574304e-09,5.038474669229385e-09
1896,5.25194700458087e-05,3.701348810780658e-10,2.2890105525316275e-09,4.603186482781447e-09
1897,5.225783128740399e-05,3.1282456188933393e-10,2.290989334749075e-09,4.703586678874874e-09
1898,5.206685351108068e-05,3.774103490045937e-10,2.5667588689413735e-09,4.86998091060136e-09
1899,5.171783777768724e-05,4.642222063105146e-10,2.5575354532593663e-09,4.995586991693049e-09
1900,5.107195413854372e-05,5.315135593557991e-10,2.6490921995708003e-09,4.8389701769378595e-09
1901,5.0755960338782256e-05,4.995116146108306e-10,2.6996777987723217e-09,3.6169063934364333e-09
1902,5.016053026858052e-05,5.472135681091775e-10,2.6894926127444106e-09,3.531348864121193e-09
1903,4.9345921330054156e-05,4.4342888488075564e-10,2.4668908503246355e-09,3.770075553331611e-09
1904,4.8553800297668204e-05,4.565596095629232e-10,2.516206386106644e-09,3.4872481410478227e-09
1905,4.906859924501207e-05,4.273562198564562e-10,2.181433858946694e-09,3.3648519526252585e-09
