ngram,paint,pint,pat,pint
1771,1.0853684216272086e-05,1.0611331812729727e-05,2.430285998603462e-06,1.0611331812729727e-05
1772,1.0882130611987253e-05,1.0858573010149744e-05,2.384104959674005e-06,1.0858573010149744e-05
1773,1.0557124629225914e-05,1.1001313786047312e-05,2.441787614770874e-06,1.1001313786047312e-05
1774,1.0477259170979128e-05,9.449803396169695e-06,2.4104551649933067e-06,9.449803396169695e-06
1775,1.0560689588601235e-05,8.836039212058364e-06,2.3667297130357057e-06,8.836039212058364e-06
1776,1.2012237545734803e-05,8.303048096942283e-06,2.1680511476266214e-06,8.303048096942283e-06
1777,1.2083310398988292e-05,9.782522868460677e-06,2.074141856870223e-06,9.782522868460677e-06
1778,1.2046043333871889e-05,9.951696548731498e-06,2.0631108879700022e-06,9.951696548731498e-06
1779,1.2506588453626527e-05,8.938220876838646e-06,2.3220122134911695e-06,8.938220876838646e-06
1780,1.2392203383829578e-05,8.325279460612884e-06,2.198163120478317e-06,8.325279460612884e-06
1781,1.2222986697452143e-05,9.714968135605367e-06,2.1712604945735492e-06,9.714968135605367e-06
1782,1.2400895034910978e-05,1.0393283186463772e-05,2.199637216498169e-06,1.0393283186463772e-05
1783,1.121986666216149e-05,1.1819950162004846e-05,2.254986790311315e-06,1.1819950162004846e-05
1784,1.1132958466727619e-05,1.1265046526075042e-05,2.1981996626761557e-06,1.1265046526075042e-05
1785,1.0800841404748748e-05,1.1428327200389634e-05,2.159314590244321e-06,1.1428327200389634e-05
1786,1.0534945041789407e-05,1.1740907146824092e-05,1.9249703525149797e-06,1.1740907146824092e-05
1787,1.0589094927127007e-05,1.1991273822786752e-05,2.0620742589017027e-06,1.1991273822786752e-05
1788,1.0316535995765922e-05,1.1075575847436475e-05,2.0305421425551425e-06,1.1075575847436475e-05
1789,1.007105025304814e-05,1.1016248728472939e-05,2.123971350036819e-06,1.1016248728472939e-05
1790,9.676865764569292e-06,9.4919703639919e-06,2.239737649948178e-06,9.4919703639919e-06
1791,9.495397404992087e-06,8.376966564225898e-06,2.2591834587209244e-06,8.376966564225898e-06
1792,9.805368790694047e-06,7.85853483518752e-06,2.268440571892175e-06,7.85853483518752e-06
1793,9.778453854128852e-06,8.571474998981493e-06,2.2409071302068436e-06,8.571474998981493e-06
1794,1.0210286096220703e-05,8.124646163716015e-06,2.2549410232386435e-06,8.124646163716015e-06
1795,1.0873444287946249e-05,7.804161474008911e-06,2.2168359886823704e-06,7.804161474008911e-06
1796,1.102438649728096e-05,7.0977102950564586e-06,2.0024306195409736e-06,7.0977102950564586e-06
1797,1.1492488868368258e-05,7.605507367510914e-06,1.8943411370336044e-06,7.605507367510914e-06
1798,1.171378062281292e-05,8.071640617604966e-06,1.8379356398717e-06,8.071640617604966e-06
1799,1.1584183344634117e-05,8.242787771450821e-06,1.784165923319441e-06,8.242787771450821e-06
1800,1.1289070893586281e-05,7.480727617803495e-06,1.7032651352825009e-06,7.480727617803495e-06
1801,1.0937946171907242e-05,7.810603360017662e-06,1.5217426282885884e-06,7.810603360017662e-06
1802,1.0505720508392966e-05,8.172921297955327e-06,1.4677924582429114e-06,8.172921297955327e-06
1803,1.0607756459129242e-05,8.37334612567377e-06,1.5337199751489346e-06,8.37334612567377e-06
1804,1.0392695003247354e-05,8.219066850350437e-06,1.4835658410967362e-06,8.219066850350437e-06
