ngram,paint,pint,pat,pint
1805,1.0591816914841599e-05,8.028955172838842e-06,1.5436186393864254e-06,8.028955172838842e-06
1806,1.0393996360237776e-05,8.198453802573827e-06,1.5445545419165034e-06,8.198453802573827e-06
1807,1.1014899558046767e-05,8.91438867256511e-06,2.191958807478451e-06,8.91438867256511e-06
1808,1.0721051694417838e-05,9.309760701268846e-06,2.1806267308680357e-06,9.309760701268846e-06
1809,1.0307632367455102e-05,8.78482491576246e-06,2.1631891838426654e-06,8.78482491576246e-06
1810,9.83802881039862e-06,9.002633175571515e-06,2.061830189502091e-06,9.002633175571515e-06
1811,9.4244603912687e-06,8.706095026614743e-06,2.154448241396624e-06,8.706095026614743e-06
1812,8.975353726522631e-06,8.596610314270947e-06,1.9992649608216847e-06,8.596610314270947e-06
1813,8.796053992097899e-06,7.999693545051351e-06,1.977609583393912e-06,7.999693545051351e-06
1814,8.13485134390898e-06,7.634555069151766e-06,1.288467030592853e-06,7.634555069151766e-06
1815,7.982492791467979e-06,7.39451564056383e-06,1.3039202225887233e-06,7.39451564056383e-06
1816,8.564085874240845e-06,7.553192062914604e-06,1.2941017725357336e-06,7.553192062914604e-06
1817,8.7470167012985e-06,7.158547435080566e-06,1.295187238221323e-06,7.158547435080566e-06
1818,8.866654622709444e-06,7.158935529462594e-06,1.1656621511844735e-06,7.158935529462594e-06
1819,8.99964717453778e-06,7.080557095053207e-06,1.2003981899917043e-06,7.080557095053207e-06
1820,9.379044448516133e-06,7.488856356628405e-06,1.192722915480512e-06,7.488856356628405e-06
1821,9.822094268331836e-06,7.496126857274378e-06,1.1942750818759253e-06,7.496126857274378e-06
1822,1.0036820510452213e-05,7.34652595773306e-06,1.1753511606522288e-06,7.34652595773306e-06
1823,9.706979004217178e-06,7.414513025391248e-06,1.1975637335126521e-06,7.414513025391248e-06
1824,9.625263763674801e-06,7.643629617502614e-06,1.197120777110935e-06,7.643629617502614e-06
1825,9.548341170427324e-06,7.645714049431263e-06,1.1500423998508528e-06,7.645714049431263e-06
1826,9.377140096538434e-06,7.674781759955554e-06,1.1777275972235657e-06,7.674781759955554e-06
1827,9.061423043021932e-06,7.539982626829962e-06,1.1541667471906943e-06,7.539982626829962e-06
1828,8.680923461465032e-06,7.3262277900149845e-06,1.158944387823015e-06,7.3262277900149845e-06
1829,8.391335995838745e-06,6.961230935433248e-06,1.158918044958617e-06,6.961230935433248e-06
1830,8.400379491441917e-06,6.935057756761255e-06,1.288032673788361e-06,6.935057756761255e-06
1831,8.500531099083933e-06,6.634605792247125e-06,1.6782535518749292e-06,6.634605792247125e-06
1832,8.586639199035875e-06,6.346229253852341e-06,2.3018107445490647e-06,6.346229253852341e-06
1833,8.424715490816328e-06,6.022571467058567e-06,2.2376252023345193e-06,6.022571467058567e-06
1834,8.341112918839957e-06,6.064365542053045e-06,2.3712510223309176e-06,6.064365542053045e-06
1835,8.255663552907727e-06,5.983709278163067e-06,2.3718349504114097e-06,5.983709278163067e-06
1836,8.424767007194792e-06,6.232400469993341e-06,2.4011911331659315e-06,6.232400469993341e-06
1837,8.419616928482096e-06,6.0414503033306185e-06,2.244678171337e-06,6.0414503033306185e-06
1838,8.385888577322476e-06,6.102859580486049e-06,1.9085970442184978e-06,6.102859580486049e-06
1839,8.376688518702785e-06,6.354184798900471e-06,1.7592040941443493e-06,6.354184798900471e-06
1840,8.644508073172932e-06,6.443290268569919e-06,1.796038191059779e-06,6.443290268569919e-06
1841,8.76125185251502e-06,6.2370199884753674e-06,1.7015070008190897e-06,6.2370199884753674e-06
1842,8.81438037530253e-06,6.462108103733044e-06,2.0148238490946824e-06,6.462108103733044e-06
1843,8.899090062186588e-06,6.642130431698336e-06,2.006169389850194e-06,6.642130431698336e-06
1844,9.053608924399928e-06,7.028549459521725e-06,2.0083754991771585e-06,7.028549459521725e-06
1845,9.03346881386824e-06,7.06205927209729e-06,1.9736840418512917e-06,7.06205927209729e-06
1846,9.020834633182468e-06,7.117809803146104e-06,1.5508661590502015e-06,7.117809803146104e-06
1847,8.909918765961525e-06,7.338080584824118e-06,1.5758051696528646e-06,7.338080584824118e-06
1848,9.059606912030307e-06,7.527480712659391e-06,1.5970832529481932e-06,7.527480712659391e-06
1849,9.260428669222165e-06,7.349997369081913e-06,1.3476351828753e-06,7.349997369081913e-06
1850,9.390208625908209e-06,7.251643832465301e-06,1.3450041121489318e-06,7.251643832465301e-06
1851,9.545045291555912e-06,7.132758972667423e-06,1.3874816074478855e-06,7.132758972667423e-06
1852,9.655235252077027e-06,7.204792642109428e-06,1.4048047367915778e-06,7.204792642109428e-06
1853,9.822803674199219e-06,7.172036995533355e-06,1.4136985880343543e-06,7.172036995533355e-06
1854,1.0054449506112309e-05,7.0455715623601075e-06,1.4272520404899427e-06,7.0455715623601075e-06
1855,1.0023659602406301e-05,7.0710083751431995e-06,1.4935615451707105e-06,7.0710083751431995e-06
1856,1.0091513104271144e-05,7.159946627715337e-06,1.4622586702119276e-06,7.159946627715337e-06
1857,1.0170087209969228e-05,7.369447562918399e-06,1.4534955101096005e-06,7.369447562918399e-06
1858,1.0082540419326896e-05,7.523179972070336e-06,1.4719481019450801e-06,7.523179972070336e-06
1859,1.0165464898039187e-05,7.655811909249419e-06,1.6021665325232398e-06,7.655811909249419e-06
1860,1.0135296439070121e-05,7.66138581249314e-06,1.880128804389512e-06,7.66138581249314e-06
1861,1.0081670422680742e-05,8.003819857549388e-06,1.8998055273706477e-06,8.003819857549388e-06
1862,1.013825164721181e-05,8.13614367091629e-06,2.2136354118629242e-06,8.13614367091629e-06
1863,1.01031578846492e-05,8.294629813982673e-06,2.315371391757383e-06,8.294629813982673e-06
1864,1.0076075601058879e-05,8.296992941073508e-06,2.449940633856126e-06,8.296992941073508e-06
1865,1.0074047168018296e-05,8.132760805373046e-06,2.708264300313853e-06,8.132760805373046e-06
1866,1.0123823813046329e-05,8.225510035637334e-06,3.067410342997131e-06,8.225510035637334e-06
1867,1.0142384650992295e-05,8.272750424761657e-06,2.8477416143297366e-06,8.272750424761657e-06
1868,1.0208611196763481e-05,8.105015045397782e-06,2.9284661065633244e-06,8.105015045397782e-06
1869,1.0288954399584327e-05,7.872143344554519e-06,2.6365542323349345e-06,7.872143344554519e-06
1870,1.044948684076579e-05,7.690478664049546e-06,2.6694558852925965e-06,7.690478664049546e-06
1871,1.0517526918972311e-05,7.635003904787091e-06,3.1228580935151385e-06,7.635003904787091e-06
1872,1.0719402260812266e-05,7.545892263546453e-06,3.0415550489643854e-06,7.545892263546453e-06
1873,1.0842122329839704e-05,7.300544764023341e-06,2.6119815532053636e-06,7.300544764023341e-06
1874,1.0882865223850655e-05,7.214835477498127e-06,2.7374380644167625e-06,7.214835477498127e-06
1875,1.0971087769056404e-05,7.0993502439315696e-06,2.8773976055163075e-06,7.0993502439315696e-06
1876,1.110014038983666e-05,7.189519367654741e-06,2.8920534629963057e-06,7.189519367654741e-06
1877,1.1148831098190775e-05,7.242349900999605e-06,2.918505596686113e-06,7.242349900999605e-06
1878,1.123689552124623e-05,7.162180411666798e-06,2.367777759510708e-06,7.162180411666798e-06
1879,1.1329513134634389e-05,7.1339924423747495e-06,2.2160194248499465e-06,7.1339924423747495e-06
1880,1.1521403134143579e-05,7.245215264057541e-06,2.2050870711609605e-06,7.245215264057541e-06
1881,1.1641273626342549e-05,7.303122986611145e-06,2.1706376531126026e-06,7.303122986611145e-06
1882,1.1793616587445805e-05,7.347983293064837e-06,2.1011649908229757e-06,7.347983293064837e-06
1883,1.1828371758123726e-05,7.336227034621905e-06,2.04622671974773e-06,7.336227034621905e-06
1884,1.1722692631467777e-05,7.283378896058171e-06,1.934958683185479e-06,7.283378896058171e-06
1885,1.1684254786814563e-05,7.342732520295872e-06,1.9686970063048648e-06,7.342732520295872e-06
1886,1.1683982977826548e-05,7.4201666393491905e-06,1.9583821995183825e-06,7.4201666393491905e-06
1887,1.1506797948511252e-05,7.34423883841373e-06,1.948067132876271e-06,7.34423883841373e-06
1888,1.1594429062305217e-05,7.260961150937614e-06,1.9305158665312253e-06,7.260961150937614e-06
1889,1.1579202042152506e-05,7.273968419342834e-06,1.851481134248648e-06,7.273968419342834e-06
1890,1.1652697139652446e-05,7.047557249149707e-06,1.861356720058081e-06,7.047557249149707e-06
1891,1.1858638702376214e-05,7.045233944934028e-06,1.856162059864021e-06,7.045233944934028e-06
1892,1.2176134467673755e-05,6.868962503046662e-06,1.8586023315947386e-06,6.868962503046662e-06
1893,1.2376839159904713e-05,6.747936497829089e-06,1.8894155411024777e-06,6.747936497829089e-06
1894,1.2692447203984816e-05,6.703802098075227e-06,1.8897531585285573e-06,6.703802098075227e-06
1895,1.279800367878384e-05,6.6709440034173895e-06,1.7834912731424474e-06,6.6709440034173895e-06
1896,1.299493760598125e-05,6.543666716294995e-06,1.7102964875448379e-06,6.543666716294995e-06
1897,1.318227025746767e-05,6.660660411788351e-06,1.664848468863056e-06,6.660660411788351e-06
1898,1.312480851213747e-05,6.498137541452057e-06,1.6805617113797261e-06,6.498137541452057e-06
1899,1.3181269033728832e-05,6.606425163876598e-06,1.6597897618859342e-06,6.606425163876598e-06
1900,1.3288268356908312e-05,6.52986539405122e-06,1.6549256218110843e-06,6.52986539405122e-06
1901,1.3548645906017295e-05,6.43636823432254e-06,1.6850220358069886e-06,6.43636823432254e-06
1902,1.3972284510340874e-05,6.360395348435434e-06,1.7542152883314493e-06,6.360395348435434e-06
1903,1.4221121870962503e-05,6.243222092702386e-06,1.7837566344626663e-06,6.243222092702386e-06
1904,1.4485398683713616e-05,6.157632404730455e-06,1.8087470315159798e-06,6.157632404730455e-06
1905,1.50307061111172e-05,6.120946506728485e-06,1.8308339641797439e-06,6.120946506728485e-06
1906,1.5358342482483878e-05,6.04941864626848e-06,1.8422215849308747e-06,6.04941864626848e-06
1907,1.560042502595544e-05,5.9791717441320154e-06,1.8562241816003474e-06,5.9791717441320154e-06
1908,1.5616243477519936e-05,5.87056066641318e-06,1.9374173884248843e-06,5.87056066641318e-06
1909,1.583088032930391e-05,5.803555333321648e-06,1.903256328919919e-06,5.803555333321648e-06
1910,1.6121164922619107e-05,5.705736449661865e-06,1.8666418262520374e-06,5.705736449661865e-06
1911,1.624845078497726e-05,5.65813895393928e-06,1.8603046620618052e-06,5.65813895393928e-06
1912,1.6387077006844004e-05,5.648521762071011e-06,1.80688882015342e-06,5.648521762071011e-06
1913,1.649873255311312e-05,5.5413343683799865e-06,1.8042283370180355e-06,5.5413343683799865e-06
1914,1.6516212781425565e-05,5.644472951514347e-06,1.7368498025202176e-06,5.644472951514347e-06
1915,1.6436237794031122e-05,5.682606505225911e-06,1.619538563448129e-06,5.682606505225911e-06
1916,1.6303015010115424e-05,5.613533565857713e-06,1.7504521890389566e-06,5.613533565857713e-06
1917,1.641534098390756e-05,5.538539101377994e-06,1.7652983582853006e-06,5.538539101377994e-06
1918,1.6594802218605764e-05,5.336458473591067e-06,1.8037275789798253e-06,5.336458473591067e-06
1919,1.6673718034456086e-05,5.192621366794421e-06,1.8504247886344923e-06,5.192621366794421e-06
1920,1.7039072450383435e-05,5.169840018684876e-06,1.9192245872545755e-06,5.169840018684876e-06
1921,1.7419596198513837e-05,4.952716868241883e-06,1.9962787973781815e-06,4.952716868241883e-06
1922,1.771519600879401e-05,4.757092483487213e-06,2.0528334191892228e-06,4.757092483487213e-06
1923,1.7872274838737212e-05,4.7287991427375734e-06,2.09288334320133e-06,4.7287991427375734e-06
1924,1.7921292705328335e-05,4.658452261147821e-06,2.1603502448540113e-06,4.658452261147821e-06
1925,1.7891706322968404e-05,4.66408573629451e-06,2.3515300914108854e-06,4.66408573629451e-06
1926,1.7980908523895778e-05,4.63825056483204e-06,2.384542345420674e-06,4.63825056483204e-06
1927,1.795391679999219e-05,4.465889430451041e-06,2.3661568775423802e-06,4.465889430451041e-06
1928,1.8063974234142472e-05,4.426203888994808e-06,2.38215134881362e-06,4.426203888994808e-06
1929,1.8255791604003336e-05,4.476705856047504e-06,2.4208490490959126e-06,4.476705856047504e-06
1930,1.8303919724920498e-05,4.476028022639054e-06,2.297918789346503e-06,4.476028022639054e-06
1931,1.824639210618833e-05,4.580734964422715e-06,2.281150825313359e-06,4.580734964422715e-06
1932,1.847107679558186e-05,4.557096157701121e-06,2.1085985346352184e-06,4.557096157701121e-06
1933,1.8480645979122657e-05,4.541531779977959e-06,2.1658633743624833e-06,4.541531779977959e-06
1934,1.848752721603627e-05,4.542418992059538e-06,2.169781477537721e-06,4.542418992059538e-06
1935,1.85014871801416e-05,4.516424334204723e-06,2.1617010068959123e-06,4.516424334204723e-06
1936,1.8695564774264183e-05,4.491366261001011e-06,2.1052207200357642e-06,4.491366261001011e-06
1937,1.9190834531660323e-05,4.479107961482701e-06,2.074162580356642e-06,4.479107961482701e-06
1938,1.9368050873578924e-05,4.420248322795877e-06,2.0587610021850977e-06,4.420248322795877e-06
1939,1.9815921924808727e-05,4.4574552313341494e-06,2.0437149065141317e-06,4.4574552313341494e-06
1940,2.0032666205744526e-05,4.518347200895992e-06,2.0130465502786265e-06,4.518347200895992e-06
1941,2.01056370445128e-05,4.574543319384767e-06,1.9966034057818305e-06,4.574543319384767e-06
1942,2.0509620818691993e-05,4.572655143419979e-06,1.9913058265176786e-06,4.572655143419979e-06
1943,2.0882815078948624e-05,4.532612235509857e-06,2.091792534234368e-06,4.532612235509857e-06
1944,2.1073558725350138e-05,4.414159060875786e-06,2.0976428589035223e-06,4.414159060875786e-06
1945,2.1567280003052603e-05,4.307760718802456e-06,2.076530547258569e-06,4.307760718802456e-06
1946,2.1476534259688507e-05,4.142340490683896e-06,2.0344133580303084e-06,4.142340490683896e-06
1947,2.1631559970306364e-05,3.957952165884697e-06,2.0039496381027026e-06,3.957952165884697e-06
1948,2.200706980407371e-05,3.797755718031632e-06,1.983824111968196e-06,3.797755718031632e-06
1949,2.1989806815067175e-05,3.7132815902753336e-06,1.9886327403842837e-06,3.7132815902753336e-06
1950,2.1865436792722903e-05,3.6163910408504307e-06,1.909235347089374e-06,3.6163910408504307e-06
1951,2.1884878411323632e-05,3.5308612820829566e-06,1.8901608720105806e-06,3.5308612820829566e-06
1952,2.16646798695105e-05,3.4323915250362395e-06,1.9217718058176355e-06,3.4323915250362395e-06
1953,2.1642295645766092e-05,3.3562192324357705e-06,1.9531366563439534e-06,3.3562192324357705e-06
1954,2.144001311015537e-05,3.2468516500167814e-06,1.9279520984127885e-06,3.2468516500167814e-06
1955,2.1013413580866264e-05,3.1594973474316897e-06,1.9173177666484013e-06,3.1594973474316897e-06
1956,2.0389519964477847e-05,3.020881324898385e-06,2.0354400476207957e-06,3.020881324898385e-06
1957,1.984136257046235e-05,2.9230350914336408e-06,2.2783528623092153e-06,2.9230350914336408e-06
1958,1.90723728467544e-05,2.8161811249966765e-06,2.450908920893978e-06,2.8161811249966765e-06
1959,1.843232452561746e-05,2.69008254300778e-06,2.5437614112888696e-06,2.69008254300778e-06
1960,1.7699737976987046e-05,2.5822333944753543e-06,2.6361069883153377e-06,2.5822333944753543e-06
1961,1.717779741738923e-05,2.474315546610991e-06,2.743711222917357e-06,2.474315546610991e-06
1962,1.6680296539561823e-05,2.3467746034709436e-06,2.8643750543519024e-06,2.3467746034709436e-06
1963,1.624251971017137e-05,2.2724491697902394e-06,2.8521650230166936e-06,2.2724491697902394e-06
1964,1.5820055263507777e-05,2.1909218373496387e-06,2.7663261010145235e-06,2.1909218373496387e-06
1965,1.5427546064269597e-05,2.1261679259103924e-06,2.6643278943083715e-06,2.1261679259103924e-06
1966,1.5033787739022436e-05,2.078609733351706e-06,2.6314774653915914e-06,2.078609733351706e-06
1967,1.5000582087460706e-05,2.0593823007532464e-06,2.5842741706583183e-06,2.0593823007532464e-06
1968,1.4681898392154835e-05,2.0314289810942554e-06,2.6565665263790706e-06,2.0314289810942554e-06
1969,1.4514378173251835e-05,1.961355630036061e-06,2.633392893715479e-06,1.961355630036061e-06
1970,1.4408845865026315e-05,1.9209873666373563e-06,2.5685513134833726e-06,1.9209873666373563e-06
1971,1.4150692160390982e-05,1.8551668128046522e-06,2.394214171934956e-06,1.8551668128046522e-06
1972,1.4060324506967195e-05,1.7978181696370093e-06,2.420274638227836e-06,1.7978181696370093e-06
1973,1.4092567263495376e-05,1.7424815074004333e-06,2.31551403625677e-06,1.7424815074004333e-06
1974,1.3770414885324758e-05,1.6738155506703021e-06,2.29126473121661e-06,1.6738155506703021e-06
1975,1.376214407043465e-05,1.6255981206216217e-06,2.1516988713951183e-06,1.6255981206216217e-06
1976,1.356148459308315e-05,1.6211937788414486e-06,2.1097707108960355e-06,1.6211937788414486e-06
1977,1.347043014123171e-05,1.5528584071944351e-06,2.022636506028773e-06,1.5528584071944351e-06
1978,1.3603167644760106e-05,1.5123494319725848e-06,2.051097258767446e-06,1.5123494319725848e-06
1979,1.3623900356053906e-05,1.4762437591083914e-06,1.993818776619654e-06,1.4762437591083914e-06
1980,1.3628648178252791e-05,1.4410015052947398e-06,2.0255526383802395e-06,1.4410015052947398e-06
1981,1.3679933025351992e-05,1.430333879527877e-06,2.044460026289536e-06,1.430333879527877e-06
1982,1.3730931251692319e-05,1.4173388405782004e-06,2.0758382756217282e-06,1.4173388405782004e-06
1983,1.3805321551834432e-05,1.3899415632425059e-06,2.087441998810391e-06,1.3899415632425059e-06
1984,1.403511188462809e-05,1.376926531650367e-06,2.1520093988718666e-06,1.376926531650367e-06
1985,1.4020152125989885e-05,1.3749604639607632e-06,2.1561008582336527e-06,1.3749604639607632e-06
1986,1.4163474718640958e-05,1.3638655868167656e-06,2.1554006447591486e-06,1.3638655868167656e-06
1987,1.4323807850554918e-05,1.3367481577526114e-06,2.142341047926623e-06,1.3367481577526114e-06
1988,1.4613106681541207e-05,1.3010412983151452e-06,2.1526770654288285e-06,1.3010412983151452e-06
1989,1.4863436263112817e-05,1.2649832927179107e-06,2.087251053645949e-06,1.2649832927179107e-06
1990,1.5134577941872912e-05,1.229252656490384e-06,2.02645791042804e-06,1.229252656490384e-06
1991,1.5385004579521982e-05,1.2356680209839915e-06,1.988109715966857e-06,1.2356680209839915e-06
1992,1.5717911732541063e-05,1.2242888942637364e-06,1.943092229339527e-06,1.2242888942637364e-06
1993,1.6121603428993175e-05,1.2311947362572288e-06,1.94566239640283e-06,1.2311947362572288e-06
1994,1.635517505097336e-05,1.2557115464265474e-06,1.972969455112304e-06,1.2557115464265474e-06
1995,1.6605947686392547e-05,1.2792618235835107e-06,1.9299265464464303e-06,1.2792618235835107e-06
1996,1.6872808243663583e-05,1.31233525735297e-06,1.9553290420455075e-06,1.31233525735297e-06
1997,1.7126332750194706e-05,1.365306128978513e-06,2.008650913662028e-06,1.365306128978513e-06
1998,1.7203961501114202e-05,1.3966843133467982e-06,2.061446853726271e-06,1.3966843133467982e-06
1999,1.7329433311325765e-05,1.4350576325991175e-06,2.1192574227565534e-06,1.4350576325991175e-06
2000,1.734354555082973e-05,1.4660894294138416e-06,2.1505052895268558e-06,1.4660894294138416e-06
2001,1.7420755154619527e-05,1.5217870636011606e-06,2.2301726403384237e-06,1.5217870636011606e-06
2002,1.7357949608205153e-05,1.5650521163479425e-06,2.291713306996306e-06,1.5650521163479425e-06
2003,1.7314422231200816e-05,1.651892067197228e-06,2.3403520767065596e-06,1.651892067197228e-06
2004,1.7236952252070686e-05,1.7486267844495679e-06,2.418552120226585e-06,1.7486267844495679e-06
2005,1.7352644135826267e-05,1.9982799943006413e-06,2.4962400857475586e-06,1.9982799943006413e-06
2006,1.7463006120773832e-05,2.2600815360159946e-06,2.6132182548670765e-06,2.2600815360159946e-06
2007,1.7497850681788156e-05,2.5380474783430273e-06,2.7396124875979566e-06,2.5380474783430273e-06
2008,1.7710643338172565e-05,2.773761415093239e-06,2.869156430408891e-06,2.773761415093239e-06
2009,1.7746020603226498e-05,2.936373026126863e-06,2.9945119552264387e-06,2.936373026126863e-06
2010,1.7764968236276347e-05,3.085875115565224e-06,3.1173233959894527e-06,3.085875115565224e-06
2011,1.8022575594451545e-05,3.2067730769215686e-06,3.2785474754096607e-06,3.2067730769215686e-06
2012,1.8080266662374405e-05,3.1627347263046043e-06,3.426976101244301e-06,3.1627347263046043e-06
2013,1.7976669758874258e-05,3.073097007342897e-06,3.454726895922379e-06,3.073097007342897e-06
2014,1.7875792244532412e-05,2.9666771946982147e-06,3.485958879017354e-06,2.9666771946982147e-06
2015,1.7541876202033434e-05,2.8936707557087563e-06,3.452471024242446e-06,2.8936707557087563e-06
2016,1.738473916442932e-05,2.94440915890196e-06,3.463738136945592e-06,2.94440915890196e-06
2017,1.7417696047535475e-05,2.928679274797711e-06,3.500962407088082e-06,2.928679274797711e-06
2018,1.715678081382066e-05,2.9048145279375604e-06,3.4341789159952895e-06,2.9048145279375604e-06
2019,1.6872262676770333e-05,2.880326292142854e-06,3.3337185527670954e-06,2.880326292142854e-06
