ngram,doctor,doctr,dctor,doctoor
1912,2.677136425128473e-05,6.182380988103578e-09,1.153226551951571e-10,1.5514986121242405e-11
1913,2.6864981399350135e-05,6.113621926167363e-09,2.40352720861013e-10,0.0
1914,2.654275782073715e-05,5.8491777770492655e-09,2.8420218856866393e-10,0.0
1915,2.608769292627195e-05,4.843761867791483e-09,2.8863072547093335e-10,0.0
1916,2.5511781132081524e-05,5.035344554014744e-09,2.899015789330812e-10,0.0
1917,2.4987447821851155e-05,3.994859839754181e-09,2.763195337223452e-10,0.0
1918,2.4526382341199288e-05,3.856792567853111e-09,3.050800118483846e-10,1.4380239063019725e-11
1919,2.4574767459333608e-05,3.787884640869623e-09,3.761087423646638e-10,7.12032258550924e-11
1920,2.4089564768863575e-05,3.6926739761205293e-09,2.045337183350807e-10,7.12032258550924e-11
1921,2.426241215809049e-05,3.76467371562431e-09,1.8879585890672701e-10,7.12032258550924e-11
1922,2.4542673210297445e-05,4.049195233081702e-09,2.2937229794089172e-10,7.12032258550924e-11
1923,2.4980872954724225e-05,3.5769449307261017e-09,2.634273245966894e-10,7.12032258550924e-11
1924,2.494134995296398e-05,4.044093853445523e-09,2.4946159027372516e-10,7.12032258550924e-11
1925,2.506725806077676e-05,3.644300734200507e-09,2.4370628729350075e-10,7.982816193788774e-11
1926,2.5357922433093855e-05,3.2439578325136965e-09,1.726775567772216e-10,4.592813827665663e-11
1927,2.5943269065464847e-05,4.0328518937014584e-09,1.9541593541751367e-10,4.592813827665663e-11
1928,2.6129144576511214e-05,4.209526568591368e-09,2.3573278844819205e-10,4.592813827665663e-11
1929,2.638162862110351e-05,4.210334303422769e-09,1.8856470155156505e-10,4.592813827665663e-11
1930,2.6294848274639143e-05,4.291040665650923e-09,1.666852053209108e-10,4.592813827665663e-11
1931,2.6751193217933178e-05,4.307410872428363e-09,1.666852053209108e-10,4.592813827665663e-11
1932,2.7072233414011343e-05,4.571953070099864e-09,1.4368003017509575e-10,2.292296313084157e-11
1933,2.7374458763266114e-05,5.4098778790034885e-09,1.9001434751039374e-10,0.0
1934,2.7412065069906282e-05,4.609977130190909e-09,2.7961534476705907e-10,0.0
1935,2.7565441996557638e-05,4.484186609334171e-09,2.5563154965840036e-10,2.222233310065848e-11
1936,2.7500822657852302e-05,4.40946003519928e-09,2.722206170797341e-10,2.222233310065848e-11
1937,2.763326197704633e-05,4.510957258523669e-09,2.449932241204473e-10,2.222233310065848e-11
1938,2.7329558049262103e-05,3.958109395796328e-09,3.320022272974248e-10,2.222233310065848e-11
1939,2.724985668984508e-05,3.930835371487465e-09,3.568962526306103e-10,2.222233310065848e-11
1940,2.7126602747427698e-05,3.757873663039797e-09,3.6214846002976687e-10,2.222233310065848e-11
1941,2.7316388046269173e-05,3.834534087080296e-09,2.498090841328095e-10,2.222233310065848e-11
1942,2.7684912441015642e-05,3.962972458130107e-09,3.049966013873069e-10,0.0
1943,2.8542036359015454e-05,4.532624466234227e-09,3.489350376100526e-10,0.0
1944,2.8897984261025806e-05,4.8838034251628775e-09,3.6790636013885244e-10,1.8971322528799864e-11
1945,2.9281582361103835e-05,5.580889242803469e-09,3.184361980450896e-10,1.8971322528799864e-11
1946,2.9389735313348604e-05,5.596287433462521e-09,2.935421727119041e-10,1.8971322528799864e-11
1947,2.9345065091287586e-05,6.303039423727341e-09,3.081835520906446e-10,1.8971322528799864e-11
1948,2.899944878923374e-05,6.812760895107723e-09,3.7658355204036754e-10,1.8971322528799864e-11
1949,2.8754469115353588e-05,7.2602456110562994e-09,3.109636932872663e-10,1.8971322528799864e-11
1950,2.8263753847568296e-05,6.767391853251021e-09,2.589903430605389e-10,1.8971322528799864e-11
1951,2.815807420120109e-05,6.404904352917486e-09,3.0621541413644593e-10,0.0
1952,2.8178638655975063e-05,6.194579198799082e-09,3.000444714113775e-10,0.0
1953,2.825550602990136e-05,6.832055429332026e-09,3.471121822513317e-10,0.0
1954,2.8592332455446012e-05,6.2548494637683555e-09,2.954002340357523e-10,0.0
1955,2.884641928955846e-05,6.273575817569313e-09,2.55988738143539e-10,0.0
1956,2.8613500554846333e-05,5.859266278512061e-09,2.354444189215218e-10,0.0
1957,2.847877398640516e-05,6.320405151630634e-09,2.2709191967372278e-10,0.0
1958,2.8408694821077267e-05,6.74150576632623e-09,1.8469914189348354e-10,0.0
1959,2.8143005692982115e-05,6.75542574260898e-09,1.872130615215057e-10,0.0
1960,2.7908862258690143e-05,6.212464257312636e-09,1.9308465441593625e-10,0.0
1961,2.7399076446142446e-05,5.940377650099598e-09,2.010798363134241e-10,0.0
1962,2.700741788430605e-05,5.865400546209035e-09,1.8229308836246816e-10,0.0
1963,2.700124293499227e-05,5.893187144628038e-09,2.2824822389276378e-10,0.0
1964,2.6942721628334505e-05,5.817986600423605e-09,4.006135859554608e-10,0.0
1965,2.6694655909003423e-05,5.537094465475028e-09,4.032552149345138e-10,0.0
1966,2.642336689210164e-05,5.524180478135219e-09,4.2213182552660756e-10,0.0
1967,2.6453502869117074e-05,5.697003440425468e-09,3.8688187970719364e-10,0.0
1968,2.6262896426487714e-05,5.162075180008076e-09,4.086534503646076e-10,0.0
1969,2.6205884361323634e-05,5.048984310006079e-09,4.253823503758929e-10,0.0
1970,2.6025038875689332e-05,4.7922263934907505e-09,3.9226773615056286e-10,1.7539017857107606e-11
1971,2.5672330074095434e-05,4.537148212691022e-09,2.660221269458672e-10,3.544081893038152e-11
1972,2.538872857777668e-05,4.308875193156528e-09,2.569677724574758e-10,4.413626408794613e-11
1973,2.5571893534756134e-05,4.172436713594558e-09,2.1246344069002022e-10,6.064445770955932e-11
1974,2.5154183666537782e-05,3.760264004932472e-09,2.4365910182368364e-10,1.0952947675819352e-10
1975,2.5048155293916352e-05,3.730382352224686e-09,2.0748589354572085e-10,1.0952947675819352e-10
1976,2.4845355645603767e-05,3.4183276526838266e-09,1.9662809971502223e-10,1.0952947675819352e-10
1977,2.4844724196425106e-05,3.5228233980737808e-09,2.1847803824018693e-10,1.0804328067136128e-10
1978,2.4754784005511154e-05,3.5108780961832865e-09,1.7135061920946016e-10,9.830140818408876e-11
1979,2.5032281493102865e-05,3.619705582888092e-09,2.1898133604044848e-10,8.960596302652414e-11
1980,2.5137495738038395e-05,3.4724357674978788e-09,2.1856406664680757e-10,7.309776940491096e-11
1981,2.520130666588167e-05,3.798692439969744e-09,1.849386447554708e-10,2.421275035627676e-11
1982,2.5231118343072012e-05,3.889356138740498e-09,2.2870960879130464e-10,2.421275035627676e-11
1983,2.5263149966901566e-05,4.417080669481623e-09,2.4224676927118796e-10,3.901776173978863e-11
1984,2.5384701854948488e-05,4.891073165528123e-09,2.3084126971051333e-10,2.2964939969513256e-11
1985,2.6695971038342187e-05,4.9082703298556194e-09,2.352977842330033e-10,1.4805011383511868e-11
1986,2.69348708700688e-05,4.750593632759806e-09,2.0481895049043582e-10,2.1713566460730097e-11
1987,2.6906779696998585e-05,4.696679616651116e-09,2.1704452520968483e-10,2.840103400474676e-11
1988,2.763363980713101e-05,4.73924505988472e-09,2.0178492805238742e-10,2.840103400474676e-11
1989,2.7986644064575167e-05,5.940640265425909e-09,1.6986049868248998e-10,3.5053045783455565e-11
1990,2.8576498152688146e-05,5.623343346528031e-09,1.8019524959468824e-10,2.6905496679814026e-11
1991,2.9495519681534332e-05,5.081630132559261e-09,1.6315008867705061e-10,2.6905496679814026e-11
1992,2.8914025149008792e-05,4.813436125873847e-09,1.7238786390435682e-10,2.6905496679814026e-11
1993,2.925396100701099e-05,5.119321316066865e-09,1.636105279034794e-10,2.6438300953263952e-11
1994,2.9795163624969844e-05,5.240955701170589e-09,1.6305751590220804e-10,3.275709316891933e-11
1995,3.054343064182571e-05,4.99926814231547e-09,1.7583177870055573e-10,3.914422456809317e-11
1996,3.1591701242307734e-05,4.094959641217802e-09,1.936879813281754e-10,5.139833152343977e-11
1997,3.2893694879021496e-05,3.9832656221047304e-09,2.7454621810101594e-10,5.049339369242059e-11
1998,3.3244589368613174e-05,3.910291170226645e-09,2.7794956316709983e-10,5.627118116707004e-11
1999,3.446416615458604e-05,3.803985380658657e-09,2.723149533248989e-10,6.711766955705808e-11
2000,3.5548346724161615e-05,4.3698134634593904e-09,2.984738101515941e-10,8.144602750162885e-11
2001,3.688649303512648e-05,4.451891553815455e-09,3.0938880128474263e-10,6.843976774195681e-11
2002,3.783476599242671e-05,4.608850444144861e-09,3.288258613811022e-10,8.889540641297624e-11
2003,3.8882018998265266e-05,4.98508700985667e-09,3.9417637209826495e-10,9.577997472523921e-11
2004,3.9304971453800264e-05,5.034795628030711e-09,3.8944391957316885e-10,1.3544636493738922e-10
2005,4.046015705431013e-05,5.314980328867997e-09,3.9614433162376324e-10,1.3960576444871364e-10
2006,4.168334583352719e-05,5.9677110237592905e-09,3.790445834190541e-10,1.69931853311045e-10
2007,4.306534901843406e-05,6.363579377729625e-09,3.271202891896863e-10,1.5452929709645702e-10
2008,4.460544524980443e-05,6.0044308572823215e-09,3.125691471523544e-10,1.5452929709645702e-10
2009,4.5358828044429955e-05,6.750006331657232e-09,2.845065034257077e-10,1.3598388536238482e-10
2010,4.588464850842554e-05,6.361695551301441e-09,1.936254438034135e-10,1.3475657544202513e-10
2011,4.7523253410223075e-05,6.778649831927299e-09,1.0076687178125646e-10,1.171920422807623e-10
2012,4.8665102180426144e-05,6.584764257665045e-09,9.765459745411257e-11,1.2327442786801742e-10
2013,4.879242416271674e-05,6.468225796244351e-09,8.221488048885752e-11,8.210185061569802e-11
2014,4.963676318376591e-05,5.6835695197828986e-09,8.741063056903555e-11,1.0271344043157247e-10
2015,4.97574416970435e-05,5.596007625539658e-09,9.869074828194879e-11,1.0814411172122007e-10
2016,5.036197087195303e-05,6.563042966232859e-09,1.008005549069895e-10,1.0610523917820025e-10
2017,5.1160232639328264e-05,6.840151223208579e-09,1.0327201073467851e-10,9.51321723942818e-11
2018,5.0928472046507525e-05,6.797821194837184e-09,9.142963261488112e-11,7.516247277350452e-11
2019,5.083840551378671e-05,7.749696440129128e-09,6.756328743001694e-11,6.591883896372996e-11
