ngram,doctor,doctr,dctor,doctoor
1722,2.2486585627185766e-06,0.0,0.0,0.0
1723,3.0750835873862215e-06,0.0,0.0,0.0
1724,3.0515078078354108e-06,0.0,0.0,0.0
1725,2.816499184226424e-06,0.0,0.0,0.0
1726,2.8241424802542625e-06,0.0,0.0,0.0
1727,2.2712888453822544e-06,0.0,0.0,0.0
1728,2.3327181476621002e-06,0.0,0.0,0.0
1729,2.4181337648445023e-06,0.0,0.0,0.0
1730,1.932046136029645e-06,0.0,0.0,0.0
1731,2.192711138247562e-06,0.0,0.0,0.0
1732,2.2570394061663786e-06,0.0,0.0,0.0
1733,2.7595921210377128e-06,0.0,0.0,0.0
1734,3.1229144659456713e-06,1.5485194840688824e-08,0.0,0.0
1735,3.4783047989809087e-06,1.5485194840688824e-08,0.0,0.0
1736,3.616369310423449e-06,1.5485194840688824e-08,0.0,0.0
1737,5.668170258234438e-06,1.5485194840688824e-08,0.0,0.0
1738,5.804995907965349e-06,1.5485194840688824e-08,0.0,0.0
1739,6.576031215185399e-06,2.5177943793356202e-08,0.0,0.0
1740,6.628381860147263e-06,2.5177943793356202e-08,0.0,0.0
1741,7.083416481431673e-06,9.69274895266738e-09,0.0,0.0
1742,7.22948824919253e-06,9.69274895266738e-09,0.0,0.0
1743,7.267285387310299e-06,9.69274895266738e-09,0.0,0.0
1744,5.379951679580179e-06,1.4156809312128514e-08,0.0,0.0
1745,5.352498354633488e-06,2.046838533585417e-08,0.0,0.0
1746,6.827505428321144e-06,1.0775636383186793e-08,0.0,0.0
1747,7.92793801857832e-06,1.0775636383186793e-08,0.0,0.0
1748,7.998692808541819e-06,1.0775636383186793e-08,0.0,0.0
1749,8.755500435394684e-06,1.0775636383186793e-08,0.0,0.0
1750,1.1672153829879659e-05,1.0775636383186793e-08,0.0,0.0
1751,1.662311680255308e-05,6.311576023725658e-09,0.0,0.0
1752,2.0313253766549417e-05,3.898590149122226e-09,0.0,0.0
1753,2.0882317065635497e-05,3.898590149122226e-09,0.0,0.0
1754,2.135355290582603e-05,8.082658859669728e-09,0.0,0.0
1755,2.4479874939840685e-05,8.082658859669728e-09,0.0,0.0
1756,2.6429805854734566e-05,1.1118129401259985e-08,0.0,0.0
1757,2.542710275780077e-05,2.025349919522666e-08,0.0,0.0
1758,2.387369308313022e-05,2.025349919522666e-08,0.0,0.0
1759,2.5448510184235473e-05,1.6354909046104434e-08,0.0,0.0
1760,2.575048269396315e-05,1.901627604589911e-08,0.0,0.0
1761,2.553506328695221e-05,1.4832207335351605e-08,0.0,0.0
1762,2.397211379242695e-05,1.4832207335351605e-08,0.0,0.0
1763,2.6689646801969502e-05,1.4635411359011284e-08,0.0,0.0
1764,2.726261651072751e-05,8.310721254036122e-09,0.0,0.0
1765,2.6599396863145686e-05,8.310721254036122e-09,0.0,0.0
1766,2.3646013167828122e-05,1.8513877415265208e-08,0.0,0.0
1767,2.219767052987923e-05,1.5852510415470533e-08,0.0,0.0
1768,2.2714778684270902e-05,1.5852510415470533e-08,0.0,0.0
1769,2.1797154658997897e-05,2.8037548917479527e-08,0.0,0.0
1770,1.800278200140123e-05,2.5198874352229594e-08,0.0,0.0
1771,1.717643005706902e-05,2.238819466323808e-08,0.0,0.0
1772,1.5993974167421194e-05,2.238819466323808e-08,0.0,0.0
1773,1.5828767053400433e-05,1.2185038502008995e-08,0.0,0.0
1774,1.6053851270823672e-05,1.4857501641683614e-08,0.0,0.0
1775,1.5734582510568934e-05,2.3523569124352306e-08,0.0,0.0
1776,1.593254260764557e-05,1.1338530622343309e-08,0.0,0.0
1777,1.6660661718300878e-05,1.1338530622343309e-08,0.0,0.0
1778,1.7094068295721498e-05,1.1338530622343309e-08,0.0,0.0
1779,1.7577851914601134e-05,2.6708644946487377e-08,0.0,0.0
1780,1.6956050395882422e-05,2.9057785257334346e-08,2.349140310846971e-09,0.0
1781,2.0538835607502343e-05,2.8297838992687374e-08,2.349140310846971e-09,0.0
1782,2.086017723611024e-05,1.963177151001868e-08,2.349140310846971e-09,0.0
1783,2.0689184956219314e-05,3.0504766458859326e-08,2.349140310846971e-09,0.0
1784,1.923695643719319e-05,3.0504766458859326e-08,2.349140310846971e-09,0.0
1785,1.8569333146193196e-05,3.374101125481437e-08,2.349140310846971e-09,0.0
1786,1.7256345667452217e-05,1.9710995248699093e-08,2.349140310846971e-09,0.0
1787,1.7234885880108258e-05,1.7361854937852124e-08,0.0,0.0
1788,1.3443492077515526e-05,1.6755890135706457e-08,1.3065520728819786e-09,0.0
1789,1.2851618001669912e-05,1.908265976981381e-08,1.3065520728819786e-09,0.0
1790,1.2894941132149792e-05,1.1524210157582665e-08,1.3065520728819786e-09,0.0
1791,1.331620413631234e-05,1.695404121854998e-08,1.3065520728819786e-09,0.0
1792,1.3833256941455017e-05,1.5894320526399497e-08,1.3065520728819786e-09,0.0
1793,1.4550310230073851e-05,1.5540244329465784e-08,1.3065520728819786e-09,0.0
1794,1.4999538377326513e-05,1.9532186598273223e-08,1.3065520728819786e-09,0.0
1795,1.5562054224054528e-05,2.096545077228435e-08,0.0,0.0
1796,1.6218560631386936e-05,2.0535004363608778e-08,0.0,0.0
1797,1.726061886334459e-05,1.722045902699928e-08,0.0,0.0
1798,1.9984080998775816e-05,1.526256816169231e-08,0.0,0.0
1799,1.9805346580272142e-05,1.3686813650691323e-08,0.0,0.0
1800,2.0303401730156372e-05,1.3935783320968248e-08,0.0,0.0
1801,2.07416349959593e-05,1.1336862496388482e-08,0.0,0.0
1802,2.0577939462132884e-05,9.031173047497581e-09,4.341267980022069e-10,0.0
1803,2.13821824997597e-05,8.538849659091495e-09,4.341267980022069e-10,0.0
1804,2.070444185976937e-05,1.0369314962233034e-08,4.341267980022069e-10,0.0
1805,1.949272180874167e-05,7.676407287604547e-09,4.341267980022069e-10,0.0
1806,1.9821769975741127e-05,7.851287968969295e-09,4.341267980022069e-10,0.0
1807,2.1004648650497465e-05,7.871623575184117e-09,4.341267980022069e-10,0.0
1808,2.1137721497715184e-05,7.890781203049154e-09,9.048531765135489e-10,0.0
1809,2.1707158988907134e-05,9.446827383844233e-09,4.70726378511342e-10,0.0
1810,2.1635683619284203e-05,9.1325157594976e-09,4.70726378511342e-10,0.0
1811,2.1941548246624215e-05,1.0583425627938174e-08,7.051103193386357e-10,0.0
1812,2.1255412710680893e-05,1.0281809625922733e-08,7.051103193386357e-10,0.0
1813,2.239884556079882e-05,1.1833912072489738e-08,7.051103193386357e-10,0.0
1814,2.119878133401341e-05,1.2041291582879206e-08,7.051103193386357e-10,0.0
1815,2.014929759752704e-05,1.2174238188984127e-08,2.343839408272938e-10,0.0
1816,1.9105791579931974e-05,1.132510155496139e-08,2.343839408272938e-10,0.0
1817,1.904442693298084e-05,1.1092151197544808e-08,2.343839408272938e-10,0.0
1818,1.9394517689111774e-05,8.884985192025852e-09,0.0,0.0
1819,1.887588769022841e-05,9.309353351686208e-09,1.5029744115935273e-10,0.0
1820,1.7751252276606726e-05,8.750363798627956e-09,1.5029744115935273e-10,0.0
1821,1.850134581867938e-05,8.05898243377052e-09,1.5029744115935273e-10,0.0
1822,1.9239062567066867e-05,9.882617010451407e-09,1.5029744115935273e-10,0.0
1823,2.037607789264127e-05,9.724820060341699e-09,1.5029744115935273e-10,0.0
1824,1.9862803258417572e-05,1.0879882455278839e-08,1.5029744115935273e-10,0.0
1825,1.8710563641174565e-05,1.1198458097335821e-08,1.5029744115935273e-10,0.0
1826,1.857785225313689e-05,1.1363157589475544e-08,0.0,0.0
1827,1.8429338264728097e-05,1.137209469449983e-08,0.0,0.0
1828,1.7687123545329086e-05,1.788250347800613e-08,0.0,0.0
1829,1.7536574367633356e-05,1.6621971608645125e-08,0.0,0.0
1830,1.7220902269140686e-05,1.64011685502682e-08,0.0,0.0
1831,1.702809562889992e-05,1.485384158529866e-08,0.0,0.0
1832,1.760105624271091e-05,1.567494274062093e-08,8.5149458912375e-11,0.0
1833,1.80007942357666e-05,1.6010589045021917e-08,1.6762772122750188e-10,0.0
1834,1.8245716221697095e-05,1.5063490708757043e-08,1.6762772122750188e-10,0.0
1835,1.8500924332849017e-05,9.289857581608528e-09,1.6762772122750188e-10,0.0
1836,1.9072619449746397e-05,8.082363350021232e-09,1.6762772122750188e-10,0.0
1837,1.9263070238853936e-05,8.713872417282736e-09,2.450691316546738e-10,0.0
1838,1.9845719050083843e-05,9.775914046526526e-09,2.450691316546738e-10,0.0
1839,2.0211714529848124e-05,1.0062815469780162e-08,1.599196727422988e-10,0.0
1840,2.0641201834743178e-05,1.0852678121255264e-08,1.5302737648476798e-10,0.0
1841,2.0963715931949472e-05,1.2191382189489071e-08,1.5302737648476798e-10,0.0
1842,2.1001582613929975e-05,1.2325297925132515e-08,2.1384281647028403e-10,0.0
1843,2.0832020319565864e-05,1.535903556718462e-08,2.1384281647028403e-10,0.0
1844,2.0581788703566417e-05,1.4966833042758968e-08,2.0318426306533055e-10,0.0
1845,2.0267943909857422e-05,1.4641615856244731e-08,2.0318426306533055e-10,0.0
1846,1.9651834528693663e-05,1.507575086989732e-08,2.0318426306533055e-10,0.0
1847,1.941422721886608e-05,1.6459480064615458e-08,1.2759829700773447e-10,0.0
1848,1.90164267093808e-05,1.560267819706545e-08,1.8228597203113443e-10,0.0
1849,1.8887632385095848e-05,1.77224287943391e-08,1.75210068675824e-10,5.3739536630205616e-11
1850,1.8992240386848736e-05,1.5829163059675822e-08,1.75210068675824e-10,5.3739536630205616e-11
1851,1.924752645468938e-05,1.6405992374148226e-08,1.5485580674910538e-10,5.3739536630205616e-11
1852,1.894709566840902e-05,1.955298983042602e-08,1.5485580674910538e-10,5.3739536630205616e-11
1853,1.9293571313028224e-05,1.7583254217713928e-08,2.0311514771696538e-10,5.3739536630205616e-11
1854,2.021799290170228e-05,1.5421584009800426e-08,2.0311514771696538e-10,5.3739536630205616e-11
1855,2.0605891612441546e-05,1.536912184820137e-08,1.4842747269356542e-10,5.3739536630205616e-11
1856,2.0969541635297772e-05,1.329711363240449e-08,9.468793606335981e-11,4.969880459551998e-11
1857,2.1060158490269843e-05,1.4095826854949273e-08,1.4282216282650902e-10,4.969880459551998e-11
1858,2.1600778252052676e-05,1.3957342456397522e-08,9.639356773100921e-11,4.969880459551998e-11
1859,2.2317757871600668e-05,1.1619717124996702e-08,1.573229562496741e-10,4.969880459551998e-11
1860,2.2638826651798028e-05,1.3216329237358032e-08,1.7005882416551036e-10,4.969880459551998e-11
1861,2.263679354135612e-05,1.3609850897060888e-08,1.7005882416551036e-10,1.0618548500802255e-10
1862,2.3053190099225113e-05,1.2851273378799988e-08,1.7005882416551036e-10,1.0618548500802255e-10
1863,2.3757892579721685e-05,1.2354961054228397e-08,2.177967052739506e-10,5.648668041250257e-11
1864,2.4040390988895005e-05,1.0409849046258809e-08,1.696624785108014e-10,2.448671662261656e-10
1865,2.4285726145275737e-05,1.1490674760900837e-08,2.1388902950368405e-10,3.7754681920481355e-10
1866,2.481972712433032e-05,1.0984151937216374e-08,1.9719926088893454e-10,3.7754681920481355e-10
1867,2.5316250165425508e-05,1.0539763411238873e-08,1.362040520052383e-10,3.7754681920481355e-10
1868,2.5108239112471763e-05,9.9421054880874e-09,1.8101575000833188e-10,3.2106013879231096e-10
1869,2.5309554985142313e-05,1.1697036482262644e-08,1.8101575000833188e-10,3.2106013879231096e-10
1870,2.518203239430607e-05,1.2404230150967318e-08,1.7551432926080476e-10,3.2106013879231096e-10
1871,2.5412613987490268e-05,1.3903410613279123e-08,2.1609039161215752e-10,1.3267965297864796e-10
1872,2.5356138004488976e-05,1.3184372324051959e-08,1.7186384061927485e-10,0.0
1873,2.5087895275126876e-05,1.4020750528840966e-08,1.6663297329268445e-10,0.0
1874,2.4704493106193176e-05,1.3612190866548905e-08,1.6663297329268445e-10,0.0
1875,2.467066639967795e-05,1.3525495897884606e-08,1.2182127528959086e-10,4.011503034513047e-11
1876,2.4558278320390465e-05,1.1959076142074667e-08,1.2182127528959086e-10,7.844701475713732e-11
1877,2.4394900070287156e-05,1.1806019146425634e-08,1.1453648743727943e-10,7.844701475713732e-11
1878,2.4305940574517342e-05,1.0355450782587435e-08,1.102457847235172e-10,7.844701475713732e-11
1879,2.4300476590204717e-05,9.356593277942693e-09,1.451595986269792e-10,7.844701475713732e-11
1880,2.4663141760226737e-05,8.13421526960464e-09,1.3903752950548765e-10,7.844701475713732e-11
1881,2.5439118482089335e-05,1.13811631230476e-08,1.3903752950548765e-10,7.844701475713732e-11
1882,2.565369868534617e-05,1.142468703767869e-08,2.038566874830648e-10,7.074156340079542e-11
1883,2.5754224874877502e-05,1.185900336661153e-08,2.038566874830648e-10,3.240957898878857e-11
1884,2.606874061582078e-05,1.1179301484531834e-08,1.9941592226719555e-10,3.240957898878857e-11
1885,2.6373387819538558e-05,1.2354581357953975e-08,1.9215384045827884e-10,6.143285681746237e-11
1886,2.6614467580137508e-05,1.4531134264115865e-08,2.4000587628414394e-10,6.143285681746237e-11
1887,2.6651816109993627e-05,1.4739417559488693e-08,2.0711919282831052e-10,8.906682534361364e-11
1888,2.6439376857264767e-05,1.1835835042209704e-08,2.3412203525070245e-10,8.906682534361364e-11
1889,2.6699836650680352e-05,1.2160831199180068e-08,1.6930287727312532e-10,5.665724635482507e-11
1890,2.6994271268319737e-05,1.2478393556542805e-08,1.6930287727312532e-10,5.665724635482507e-11
1891,2.7468786616477052e-05,1.2383503746247828e-08,1.3879196998039285e-10,5.665724635482507e-11
1892,2.7823618178704885e-05,1.0961423514897563e-08,1.0976869215171904e-10,2.7633968526151266e-11
1893,2.817262819527449e-05,8.835134845952552e-09,5.006451602491373e-11,2.7633968526151266e-11
1894,2.819348082994111e-05,9.342321519564426e-09,5.006451602491373e-11,0.0
1895,2.8396548649262903e-05,8.793261166825265e-09,4.4232881246664135e-11,4.234241528828469e-11
1896,2.9009061108808964e-05,8.367443690307904e-09,4.4232881246664135e-11,6.172284112387111e-11
1897,2.982686159417166e-05,8.003041086977549e-09,8.1386391673607e-11,6.172284112387111e-11
1898,2.9545560859592763e-05,7.715499477407256e-09,8.1386391673607e-11,7.976100930522684e-11
1899,2.9149575961387848e-05,7.838506225052048e-09,8.1386391673607e-11,7.976100930522684e-11
1900,2.8638493729106684e-05,8.033319343070389e-09,7.639532260763003e-11,7.976100930522684e-11
1901,2.8553393868995564e-05,6.5595725676611696e-09,7.639532260763003e-11,9.68976962159981e-11
1902,2.8144975138794897e-05,6.123950870216634e-09,8.966069553473233e-11,5.4555280927713416e-11
1903,2.7159374440088868e-05,5.5680800287965275e-09,1.0559984037999165e-10,3.5174855092126986e-11
1904,2.5916350880704287e-05,5.1723390649881045e-09,1.0015380984868777e-10,3.5174855092126986e-11
1905,2.5595643299831344e-05,5.21873807660508e-09,1.154006721531304e-10,1.7136686910771257e-11
1906,2.5637033883997772e-05,4.911106854521563e-09,1.6194563051685762e-10,3.265167303201366e-11
1907,2.568995192372573e-05,4.449018708996277e-09,1.438750259803128e-10,3.265167303201366e-11
1908,2.555397233144114e-05,5.365522470768269e-09,1.7132393420604686e-10,1.5514986121242405e-11
1909,2.5847992999063407e-05,5.0697249890216e-09,1.5066836270679777e-10,1.5514986121242405e-11
1910,2.641080079359069e-05,6.061026315760744e-09,1.622769973952387e-10,1.5514986121242405e-11
1911,2.6875247775543748e-05,6.078212124092732e-09,1.3056951749959974e-10,1.5514986121242405e-11
