ngram,appeal,apeal,appal,apeal
1591,1.3084812183348862e-05,0.0,0.0,0.0
1592,1.3115629696715456e-05,0.0,0.0,0.0
1593,1.2396735850675863e-05,0.0,0.0,0.0
1594,1.572773485999538e-05,0.0,0.0,0.0
1595,1.708012619669067e-05,0.0,0.0,0.0
1596,1.1949359434636011e-05,0.0,0.0,0.0
1597,1.312427749715945e-05,0.0,0.0,0.0
1598,2.647049041115679e-05,0.0,0.0,0.0
1599,4.509303549379443e-05,0.0,0.0,0.0
1600,4.892725467340954e-05,0.0,0.0,0.0
1601,4.646668743849399e-05,0.0,0.0,0.0
1602,4.647150542171273e-05,0.0,0.0,0.0
1603,4.3946486714828226e-05,0.0,0.0,0.0
1604,4.9062430272377764e-05,0.0,0.0,0.0
1605,3.3009222972525875e-05,0.0,0.0,0.0
1606,1.6112029097062725e-05,0.0,0.0,0.0
1607,1.2277809917447615e-05,0.0,0.0,0.0
1608,1.0715219023690484e-05,0.0,0.0,0.0
1609,1.0112705613859621e-05,0.0,0.0,0.0
1610,1.03676021418713e-05,0.0,0.0,0.0
1611,7.858104871567256e-06,0.0,0.0,0.0
1612,7.633231088480638e-06,0.0,0.0,0.0
1613,5.790339514533116e-06,0.0,0.0,0.0
1614,6.449559009524819e-06,0.0,0.0,0.0
1615,6.830502262086416e-06,0.0,0.0,0.0
1616,6.7966554167599365e-06,0.0,0.0,0.0
1617,6.9123828844957254e-06,0.0,0.0,0.0
1618,1.3837461340569592e-05,0.0,9.847713857068032e-08,0.0
1619,1.4737737339081442e-05,0.0,2.1101163838466164e-07,0.0
1620,1.4862739395279537e-05,0.0,2.1101163838466164e-07,0.0
1621,1.4738773903185834e-05,0.0,2.1101163838466164e-07,0.0
1622,1.6468282962835345e-05,0.0,2.1101163838466164e-07,0.0
1623,2.1674545905625564e-05,0.0,2.1101163838466164e-07,0.0
1624,2.145325410245797e-05,0.0,2.1101163838466164e-07,0.0
1625,1.0226859996821855e-05,0.0,1.1253449981398132e-07,0.0
1626,1.5985616804365626e-05,0.0,0.0,0.0
1627,1.5381183321291507e-05,0.0,0.0,0.0
1628,1.4845929318393506e-05,0.0,0.0,0.0
1629,1.6036650695891046e-05,0.0,0.0,0.0
1630,1.0713281670047894e-05,0.0,0.0,0.0
1631,1.0790669421112398e-05,0.0,0.0,0.0
1632,1.1706930763466517e-05,0.0,0.0,0.0
1633,5.184990754969476e-06,0.0,0.0,0.0
1634,5.431827081078414e-06,0.0,0.0,0.0
1635,7.325180539347846e-06,0.0,0.0,0.0
1636,4.718762121618576e-06,0.0,0.0,0.0
1637,4.407659649327148e-06,0.0,0.0,0.0
1638,4.921625109740749e-06,0.0,0.0,0.0
1639,5.3291577322462606e-06,0.0,0.0,0.0
1640,6.0145293738449775e-06,0.0,0.0,0.0
1641,8.813519603531209e-06,0.0,0.0,0.0
1642,7.567865135830029e-06,0.0,0.0,0.0
1643,7.595689437169183e-06,0.0,0.0,0.0
1644,1.0511200278935056e-05,0.0,0.0,0.0
1645,1.2717524831324617e-05,0.0,0.0,0.0
1646,1.3609975862241949e-05,0.0,0.0,0.0
1647,1.6221014772911856e-05,0.0,0.0,0.0
1648,1.555934854228066e-05,0.0,0.0,0.0
1649,1.6085066233374944e-05,0.0,0.0,0.0
1650,1.6811851180266656e-05,0.0,0.0,0.0
1651,1.6613705546270857e-05,0.0,4.300008121000636e-08,0.0
1652,1.4947137710156052e-05,0.0,4.300008121000636e-08,0.0
1653,1.6198178595264574e-05,0.0,4.300008121000636e-08,0.0
1654,1.3884721218866097e-05,0.0,4.300008121000636e-08,0.0
1655,1.3127446176700427e-05,0.0,4.300008121000636e-08,0.0
1656,1.4083474005539237e-05,0.0,4.300008121000636e-08,0.0
1657,1.4886268607889569e-05,0.0,4.300008121000636e-08,0.0
1658,1.7398673142971738e-05,0.0,0.0,0.0
1659,1.8981110380471883e-05,0.0,0.0,0.0
1660,1.8560467002056873e-05,0.0,0.0,0.0
1661,1.77091626645571e-05,0.0,0.0,0.0
1662,1.89648673085685e-05,0.0,0.0,0.0
1663,2.0448646718510384e-05,0.0,0.0,0.0
1664,2.2126785795860216e-05,0.0,0.0,0.0
1665,1.9249872674923347e-05,0.0,0.0,0.0
1666,1.846431000883188e-05,0.0,0.0,0.0
1667,1.7170092551818277e-05,0.0,0.0,0.0
1668,1.8782739191790044e-05,0.0,0.0,0.0
1669,1.85960175908154e-05,0.0,0.0,0.0
1670,1.7920130501027286e-05,0.0,0.0,0.0
1671,1.7196868092079448e-05,0.0,0.0,0.0
1672,1.683922697079002e-05,0.0,0.0,0.0
1673,1.681556854496843e-05,0.0,0.0,0.0
1674,1.8218604444492875e-05,0.0,3.2530524306041893e-08,0.0
1675,1.9597473510657437e-05,0.0,3.2530524306041893e-08,0.0
1676,1.930660982907284e-05,0.0,3.2530524306041893e-08,0.0
1677,1.88546517685089e-05,0.0,3.2530524306041893e-08,0.0
1678,1.8077681618576336e-05,0.0,3.2530524306041893e-08,0.0
1679,1.7889356578442467e-05,0.0,7.867406282002776e-08,0.0
1680,1.8243254739250654e-05,0.0,7.867406282002776e-08,0.0
1681,1.6967365029683735e-05,0.0,4.6143538513985864e-08,0.0
1682,1.6227236691130592e-05,2.016103297007378e-08,8.646560445413343e-08,2.016103297007378e-08
1683,1.6735106068413836e-05,2.016103297007378e-08,8.646560445413343e-08,2.016103297007378e-08
1684,1.6675118396441186e-05,2.016103297007378e-08,8.646560445413343e-08,2.016103297007378e-08
1685,1.6851605063753334e-05,2.016103297007378e-08,8.646560445413343e-08,2.016103297007378e-08
1686,1.7293961069039403e-05,2.016103297007378e-08,4.032206594014756e-08,2.016103297007378e-08
1687,1.6534408262357048e-05,2.016103297007378e-08,4.032206594014756e-08,2.016103297007378e-08
1688,1.6192359128451373e-05,2.016103297007378e-08,4.032206594014756e-08,2.016103297007378e-08
1689,1.5629642673177712e-05,0.0,3.157116980543963e-08,0.0
1690,1.4419932475513114e-05,0.0,7.31117515735085e-08,0.0
1691,1.453901079782684e-05,0.0,7.31117515735085e-08,0.0
1692,1.4062582522456069e-05,0.0,7.31117515735085e-08,0.0
1693,1.3589874340271177e-05,0.0,7.31117515735085e-08,0.0
1694,1.4916907925258524e-05,0.0,7.31117515735085e-08,0.0
1695,1.5984528935015468e-05,1.550680346034434e-08,8.861855503385283e-08,1.550680346034434e-08
1696,1.65464676423913e-05,1.550680346034434e-08,5.704738522841321e-08,1.550680346034434e-08
1697,1.8318470081015092e-05,1.550680346034434e-08,1.550680346034434e-08,1.550680346034434e-08
1698,2.5875617991135057e-05,1.550680346034434e-08,2.5878074032854263e-08,1.550680346034434e-08
1699,2.5771272703423165e-05,1.550680346034434e-08,5.201715477401844e-08,1.550680346034434e-08
1700,2.6366653790838817e-05,1.550680346034434e-08,5.201715477401844e-08,1.550680346034434e-08
1701,2.560530434233702e-05,1.550680346034434e-08,5.201715477401844e-08,1.550680346034434e-08
1702,2.5469104132623344e-05,0.0,3.65103513136741e-08,0.0
1703,2.548923125037358e-05,0.0,3.65103513136741e-08,0.0
1704,2.3910991850633373e-05,0.0,4.5172117982669336e-08,0.0
1705,1.7051237461730905e-05,0.0,3.4800847410159415e-08,0.0
1706,1.7129781424176015e-05,0.0,8.66176666899524e-09,0.0
1707,1.766131663316628e-05,0.0,4.511912570543635e-08,0.0
1708,1.7126009749647763e-05,0.0,8.370259507728406e-08,0.0
1709,1.643676919879259e-05,1.2025016157427411e-08,9.572761123471147e-08,1.2025016157427411e-08
1710,1.8132186596631072e-05,1.2025016157427411e-08,9.572761123471147e-08,1.2025016157427411e-08
1711,1.9869883025031803e-05,2.171734487481964e-08,1.0645050200050069e-07,2.171734487481964e-08
1712,1.9213513951399364e-05,2.171734487481964e-08,1.0645050200050069e-07,2.171734487481964e-08
1713,1.8969889814408297e-05,2.171734487481964e-08,1.0645050200050069e-07,2.171734487481964e-08
1714,1.8032694762431284e-05,2.171734487481964e-08,7.956475351582932e-08,2.171734487481964e-08
1715,1.8550850394863767e-05,2.171734487481964e-08,4.098128414398161e-08,2.171734487481964e-08
1716,1.8674964069629952e-05,1.8547286880935384e-08,2.89562679865542e-08,1.8547286880935384e-08
1717,1.6923525176285432e-05,1.8547286880935384e-08,2.89562679865542e-08,1.8547286880935384e-08
1718,1.5820456220743445e-05,8.854958163543155e-09,9.571610551769742e-09,8.854958163543155e-09
1719,1.6198154298763257e-05,8.854958163543155e-09,1.6156481612889754e-08,8.854958163543155e-09
1720,1.664804338880848e-05,8.854958163543155e-09,1.6156481612889754e-08,8.854958163543155e-09
1721,1.6386436592646142e-05,8.854958163543155e-09,2.4104987212630087e-08,8.854958163543155e-09
1722,1.6168162281766335e-05,8.854958163543155e-09,3.183257391015104e-08,8.854958163543155e-09
1723,1.668501525793025e-05,0.0,3.183257391015104e-08,0.0
1724,1.740120959376717e-05,0.0,3.770349366050141e-08,0.0
1725,1.756083604829785e-05,0.0,6.711530582086717e-08,0.0
1726,1.704405596163789e-05,6.3874980225721495e-09,6.053043475974715e-08,6.3874980225721495e-09
1727,1.738844210714368e-05,6.3874980225721495e-09,6.053043475974715e-08,6.3874980225721495e-09
1728,1.7626597192637356e-05,6.3874980225721495e-09,4.301031860823709e-08,6.3874980225721495e-09
1729,1.8305449235153253e-05,6.3874980225721495e-09,3.5282731910716136e-08,6.3874980225721495e-09
1730,1.7742375218533978e-05,6.3874980225721495e-09,3.5282731910716136e-08,6.3874980225721495e-09
1731,1.6444643863776166e-05,6.3874980225721495e-09,3.637855172655691e-08,6.3874980225721495e-09
1732,1.6256872705915676e-05,6.3874980225721495e-09,1.3225263424081796e-08,6.3874980225721495e-09
1733,1.7048879661680466e-05,0.0,2.7274802606923132e-08,0.0
1734,1.716059393532175e-05,0.0,3.2436534220486076e-08,0.0
1735,1.802926999516785e-05,0.0,3.2436534220486076e-08,0.0
1736,1.7841677358124537e-05,0.0,4.3461184365664196e-08,0.0
1737,1.7998276234720834e-05,0.0,5.038281258862298e-08,0.0
1738,1.971546342766877e-05,0.0,4.3416073022431844e-08,0.0
1739,1.9609393738002317e-05,0.0,3.7157549164541185e-08,0.0
1740,1.8385052888853742e-05,0.0,2.310800998169985e-08,0.0
1741,1.780478201648553e-05,0.0,2.388762914457792e-08,0.0
1742,1.710492688289378e-05,0.0,2.388762914457792e-08,0.0
1743,1.7630768655050944e-05,0.0,1.2862978999399793e-08,0.0
1744,1.83530437425361e-05,0.0,5.9413507764410105e-09,0.0
1745,1.7113400904885827e-05,0.0,2.487607834008746e-08,0.0
1746,1.6707251753749525e-05,0.0,2.985405548169443e-08,0.0
1747,1.7317598446555037e-05,0.0,3.4013207234855665e-08,0.0
1748,1.9477021071777146e-05,0.0,2.8071856458414653e-08,0.0
1749,2.091309423641568e-05,0.0,2.8071856458414653e-08,0.0
1750,2.1008642111805136e-05,0.0,3.137058790514402e-08,0.0
1751,2.1944816710726756e-05,0.0,3.4939726540577406e-08,0.0
1752,2.3042894879056674e-05,0.0,1.6004998976930958e-08,0.0
1753,2.432581251403982e-05,0.0,1.6056374261909567e-08,0.0
1754,2.4705549159469748e-05,0.0,1.189722250874833e-08,0.0
1755,2.404732497650132e-05,0.0,4.2723684653570415e-08,0.0
1756,2.3212098312797025e-05,3.035470541590257e-09,4.879462573675093e-08,3.035470541590257e-09
1757,2.3093227355275303e-05,3.035470541590257e-09,4.549589429002156e-08,3.035470541590257e-09
1758,2.3858214782584192e-05,3.035470541590257e-09,4.1926755654588174e-08,3.035470541590257e-09
1759,2.460045055028916e-05,3.035470541590257e-09,4.1926755654588174e-08,3.035470541590257e-09
1760,2.5422186029442984e-05,3.035470541590257e-09,4.4881503973621354e-08,3.035470541590257e-09
1761,2.8391045946461547e-05,5.8110379999983965e-09,4.4881503973621354e-08,5.8110379999983965e-09
1762,3.038245657600263e-05,5.8110379999983965e-09,3.551569806502032e-08,5.8110379999983965e-09
1763,3.2310957197166446e-05,2.7755674584081393e-09,4.363813031562001e-08,2.7755674584081393e-09
1764,3.339191711607522e-05,2.7755674584081393e-09,4.6448810004611525e-08,2.7755674584081393e-09
1765,3.407098691760828e-05,2.7755674584081393e-09,6.413326048004819e-08,2.7755674584081393e-09
1766,3.537451760036804e-05,6.176619596739588e-09,7.433641664127727e-08,6.176619596739588e-09
1767,3.463540633674711e-05,6.176619596739588e-09,8.990833423792668e-08,6.176619596739588e-09
1768,3.361643185988734e-05,3.4010521383314493e-09,1.247770983679532e-07,3.4010521383314493e-09
1769,3.287843875503833e-05,6.447311763833698e-09,1.1854773975171287e-07,6.447311763833698e-09
1770,3.362706099453915e-05,9.33023334783099e-09,1.1876897433791913e-07,9.33023334783099e-09
1771,3.357041402653392e-05,1.1962877165063089e-08,1.633458838666359e-07,1.1962877165063089e-08
1772,3.373642123603661e-05,1.723504082308734e-08,1.6411400695557988e-07,1.723504082308734e-08
1773,3.1750357655775065e-05,1.383398868475589e-08,1.6429161421781047e-07,1.383398868475589e-08
1774,3.3158626787813515e-05,1.383398868475589e-08,1.8082254119430479e-07,1.383398868475589e-08
1775,3.1616121954617226e-05,1.383398868475589e-08,1.7195197951228432e-07,1.383398868475589e-08
1776,3.0098099159658886e-05,1.0787729059253642e-08,1.811320069171935e-07,1.0787729059253642e-08
1777,2.8010898469282048e-05,7.904807475256348e-09,2.3966865926792836e-07,7.904807475256348e-09
1778,2.80722337525471e-05,5.272163658024251e-09,2.256547954207885e-07,5.272163658024251e-09
1779,2.7236612368142232e-05,0.0,2.5843593424009927e-07,0.0
1780,3.0373274577349158e-05,0.0,2.8094313466096666e-07,0.0
1781,3.161931350145356e-05,0.0,2.7719401072902527e-07,0.0
1782,3.173631973498102e-05,0.0,2.8140967702126674e-07,0.0
1783,3.22580321413365e-05,2.174599040521181e-09,2.809189416958751e-07,2.174599040521181e-09
1784,3.492307379409405e-05,2.174599040521181e-09,2.246124028358411e-07,2.174599040521181e-09
1785,3.4713280391380454e-05,5.4108438364762284e-09,2.2036487986757232e-07,5.4108438364762284e-09
1786,3.5559582361851684e-05,5.4108438364762284e-09,2.2407520004565284e-07,5.4108438364762284e-09
1787,3.428202191051761e-05,6.699985455327351e-09,2.3243976800456168e-07,6.699985455327351e-09
1788,3.4363433639685225e-05,6.699985455327351e-09,2.4444437534449595e-07,6.699985455327351e-09
1789,3.630861127541201e-05,6.699985455327351e-09,2.898505166675542e-07,6.699985455327351e-09
1790,4.237602505392195e-05,5.630234818048458e-09,3.4547901098643964e-07,5.630234818048458e-09
1791,4.159898916051523e-05,5.630234818048458e-09,3.7118697296786453e-07,5.630234818048458e-09
1792,4.299216431848306e-05,3.482252073995694e-09,4.269452103601777e-07,3.482252073995694e-09
1793,4.168624920047088e-05,4.468274195090771e-09,4.1045603893508087e-07,4.468274195090771e-09
1794,4.1592199652638685e-05,3.1791325762396484e-09,4.29082640656426e-07,3.1791325762396484e-09
1795,3.9938249756232835e-05,4.092404700831562e-09,4.6750106110136714e-07,4.092404700831562e-09
1796,3.922239894953756e-05,5.04056631354745e-09,4.952306694251872e-07,5.04056631354745e-09
1797,3.3766627633927525e-05,3.9357179103051615e-09,4.910824316084472e-07,3.9357179103051615e-09
1798,3.2846870713651045e-05,5.671688008135334e-09,5.650397391881208e-07,5.671688008135334e-09
1799,3.24443985196662e-05,5.7849651418402055e-09,5.498445757114366e-07,5.7849651418402055e-09
1800,3.22569945378096e-05,5.210606930055357e-09,6.097773897246433e-07,5.210606930055357e-09
1801,3.126609824123859e-05,7.532309379395689e-09,6.441593752372552e-07,7.532309379395689e-09
1802,3.113283128186595e-05,8.355544446812603e-09,6.537746750317248e-07,8.355544446812603e-09
1803,3.108011073241609e-05,8.460382680145325e-09,6.595860457179827e-07,8.460382680145325e-09
1804,3.13442758072467e-05,9.680692882239685e-09,6.747932356380001e-07,9.680692882239685e-09
1805,3.175511171450905e-05,9.762465312336741e-09,6.571606913244718e-07,9.762465312336741e-09
1806,3.2131210640987516e-05,9.336576400897911e-09,6.557286431935998e-07,9.336576400897911e-09
1807,3.321520151595385e-05,9.97101861394916e-09,6.544196204621195e-07,9.97101861394916e-09
1808,3.4396235735454995e-05,1.212121685562855e-08,6.611293120580999e-07,1.212121685562855e-08
1809,3.589615360916858e-05,1.635522872689421e-08,6.353138409005104e-07,1.635522872689421e-08
1810,3.6593891439094606e-05,1.9007168981590083e-08,6.277117969537877e-07,1.9007168981590083e-08
1811,3.765499163169547e-05,2.4115225435597916e-08,6.496080524292276e-07,2.4115225435597916e-08
1812,3.768849066026243e-05,2.5639398604226926e-08,6.55484825529129e-07,2.5639398604226926e-08
1813,3.9013809457953486e-05,3.165302731034103e-08,6.613277280718779e-07,3.165302731034103e-08
1814,4.018180386213187e-05,3.499504229255633e-08,6.641310668393479e-07,3.499504229255633e-08
1815,4.03489705474515e-05,3.2840829991950416e-08,6.597306147731225e-07,3.2840829991950416e-08
1816,4.005977669813936e-05,3.010324713313496e-08,6.884400980717536e-07,3.010324713313496e-08
1817,4.0247784324622315e-05,2.982525845344039e-08,6.944874257897027e-07,2.982525845344039e-08
1818,3.983172999661682e-05,2.6182414712496082e-08,7.173334941918646e-07,2.6182414712496082e-08
1819,4.04822058044374e-05,2.5245258074489485e-08,7.193401562030235e-07,2.5245258074489485e-08
1820,3.9490947528975084e-05,2.4646650181076827e-08,7.314672367491377e-07,2.4646650181076827e-08
1821,3.9492512379573395e-05,2.2572505642415308e-08,7.247870793694997e-07,2.2572505642415308e-08
1822,3.954894782509655e-05,2.362357750688001e-08,7.212943192566204e-07,2.362357750688001e-08
1823,4.0039597349407684e-05,2.446406150673803e-08,7.314446536708732e-07,2.446406150673803e-08
1824,4.089826065215415e-05,2.358539040260764e-08,7.259037114896014e-07,2.358539040260764e-08
1825,4.1930911850483555e-05,2.3938670728235982e-08,7.03875392511171e-07,2.3938670728235982e-08
1826,4.292649048563492e-05,2.3074388875800522e-08,6.79078295563938e-07,2.3074388875800522e-08
1827,4.396275315749725e-05,1.928884176192826e-08,6.718018913228921e-07,1.928884176192826e-08
1828,4.515423851054428e-05,2.227067216356967e-08,6.63994943092153e-07,2.227067216356967e-08
1829,5.810881131245489e-05,2.2977820027644417e-08,6.345858391146717e-07,2.2977820027644417e-08
1830,5.9044756718711664e-05,2.081049060060585e-08,6.230431089144466e-07,2.081049060060585e-08
1831,5.972894619584882e-05,2.0863260833233913e-08,5.954792966024667e-07,2.0863260833233913e-08
1832,5.993581310446773e-05,1.918684893504568e-08,5.685839547758016e-07,1.918684893504568e-08
1833,6.0895293115338844e-05,2.1110458651004852e-08,5.745770376311807e-07,2.1110458651004852e-08
1834,6.16181579451742e-05,2.1280200712681108e-08,5.847498170753949e-07,2.1280200712681108e-08
1835,6.165458450725834e-05,2.293841611893705e-08,5.690627225314009e-07,2.293841611893705e-08
1836,5.081458168985721e-05,2.2015077507018888e-08,5.683705564609096e-07,2.2015077507018888e-08
1837,5.174580499962238e-05,2.3051760373553927e-08,5.374021684799248e-07,2.3051760373553927e-08
1838,5.2178681861343125e-05,2.312211095605627e-08,5.213661730912073e-07,2.312211095605627e-08
1839,5.2815444567906e-05,2.312378542614267e-08,5.173896754838227e-07,2.312378542614267e-08
1840,5.375045657274313e-05,2.147376168945162e-08,4.942588093724356e-07,2.147376168945162e-08
1841,5.375446198740974e-05,2.169800009507331e-08,4.793114913224729e-07,2.169800009507331e-08
1842,5.422920990635508e-05,1.6690071800797212e-08,4.852581087431775e-07,1.6690071800797212e-08
1843,5.4551942802001054e-05,1.753754855623616e-08,4.96381001572185e-07,1.753754855623616e-08
1844,5.4681622714269906e-05,1.766678638302567e-08,5.068729527530585e-07,1.766678638302567e-08
1845,5.505276827274689e-05,1.766493592672954e-08,5.224874623114115e-07,1.766493592672954e-08
1846,5.605920055781358e-05,1.897491065859315e-08,5.032359240431106e-07,1.897491065859315e-08
1847,5.6089008597025115e-05,2.0191120648454282e-08,5.180636882024763e-07,2.0191120648454282e-08
1848,5.6773276550562256e-05,1.919670949186119e-08,5.067782475569922e-07,1.919670949186119e-08
1849,5.8002408747727585e-05,2.3323183130839553e-08,4.971697283703438e-07,2.3323183130839553e-08
1850,5.865350197252285e-05,2.3642898686456907e-08,4.880568107117662e-07,2.3642898686456907e-08
1851,5.893197677713553e-05,2.3728031603046214e-08,4.764448005646825e-07,2.3728031603046214e-08
1852,5.9340501528432856e-05,2.2979820586093476e-08,4.6824649351557515e-07,2.2979820586093476e-08
1853,5.9287076250516945e-05,2.262222853488538e-08,4.6546852315389386e-07,2.262222853488538e-08
1854,5.8755056670634076e-05,2.0955505648195024e-08,4.4914208225626293e-07,2.0955505648195024e-08
1855,5.925362867336454e-05,2.1880903311455313e-08,4.3702044649762684e-07,2.1880903311455313e-08
1856,5.8254118942256484e-05,1.75477936943074e-08,4.263390240209576e-07,1.75477936943074e-08
1857,5.807119928899088e-05,1.544220637076218e-08,4.12856341621851e-07,1.544220637076218e-08
1858,5.835778938489966e-05,1.3609942760086012e-08,3.990829944606438e-07,1.3609942760086012e-08
1859,5.8489387551422366e-05,1.3577414113642914e-08,3.815182724663048e-07,1.3577414113642914e-08
1860,5.8499387315740546e-05,1.2602860215744321e-08,3.7117464606646014e-07,1.2602860215744321e-08
1861,5.938877646778045e-05,1.2538503568748638e-08,3.580945206392373e-07,1.2538503568748638e-08
1862,5.943125506746583e-05,1.181427045082728e-08,3.5970050557157916e-07,1.181427045082728e-08
1863,5.98512779106386e-05,1.2223017011235373e-08,3.5336284197131006e-07,1.2223017011235373e-08
1864,5.981393301876129e-05,1.156298155637257e-08,3.5112071827825275e-07,1.156298155637257e-08
1865,6.024821154174528e-05,1.2714787572016511e-08,3.490807500838855e-07,1.2714787572016511e-08
1866,6.0958705684502744e-05,1.2728280271038069e-08,3.4150843524522703e-07,1.2728280271038069e-08
1867,6.264771686151757e-05,1.2855609275521016e-08,3.321375053084401e-07,1.2855609275521016e-08
1868,6.368369057392036e-05,1.2811143130469255e-08,3.2277932859869907e-07,1.2811143130469255e-08
1869,6.429517608402031e-05,1.250747835460483e-08,3.0666482432804643e-07,1.250747835460483e-08
1870,6.565199821904701e-05,1.2471096663294442e-08,3.0232419589992787e-07,1.2471096663294442e-08
1871,6.691770873398386e-05,1.2174815568398247e-08,2.927460879423701e-07,1.2174815568398247e-08
1872,6.765867042953946e-05,1.1254293750896847e-08,2.785209289868362e-07,1.1254293750896847e-08
1873,6.802172720199451e-05,1.1341436361484675e-08,2.774091326175819e-07,1.1341436361484675e-08
1874,6.83806262843843e-05,1.158106347328872e-08,2.6813790197723263e-07,1.158106347328872e-08
1875,6.945257337065414e-05,1.2572777739551709e-08,2.646756261778397e-07,1.2572777739551709e-08
1876,7.098500957779055e-05,1.4397127299860455e-08,2.581989053039381e-07,1.4397127299860455e-08
1877,7.191848791470485e-05,1.4207646360984784e-08,2.48184788022497e-07,1.4207646360984784e-08
1878,7.307424779615499e-05,1.5308336820396562e-08,2.420290700553908e-07,1.5308336820396562e-08
