ngram,speech,spch,spech,spech
1500,1.448700743367226e-06,0.0,0.0,0.0
1501,1.1589605946937808e-06,0.0,0.0,0.0
1502,1.3172221997592715e-06,0.0,0.0,0.0
1503,1.1290475997936613e-06,0.0,0.0,0.0
1504,9.953866018414764e-07,0.0,0.0,0.0
1505,3.012186035838178e-07,0.0,0.0,0.0
1506,3.012186035838178e-07,0.0,0.0,0.0
1507,3.012186035838178e-07,0.0,0.0,0.0
1508,3.012186035838178e-07,0.0,0.0,0.0
1509,0.0,0.0,0.0,0.0
1510,0.0,0.0,0.0,0.0
1511,0.0,0.0,0.0,0.0
1512,0.0,0.0,0.0,0.0
1513,0.0,0.0,0.0,0.0
1514,4.284917200233654e-06,0.0,0.0,0.0
1515,4.284917200233654e-06,0.0,0.0,0.0
1516,4.284917200233654e-06,0.0,0.0,0.0
1517,5.347470765367948e-06,0.0,0.0,0.0
1518,5.347470765367948e-06,0.0,0.0,0.0
1519,5.347470765367948e-06,0.0,0.0,0.0
1520,7.134939161395388e-06,0.0,0.0,0.0
1521,2.850021961161734e-06,0.0,0.0,0.0
1522,6.0237788212751705e-06,0.0,0.0,0.0
1523,1.5880498852181647e-05,0.0,0.0,0.0
1524,1.68826233805573e-05,0.0,0.0,0.0
1525,1.68826233805573e-05,0.0,0.0,0.0
1526,1.68826233805573e-05,0.0,0.0,0.0
1527,1.5095154984529862e-05,0.0,0.0,0.0
1528,1.5095154984529862e-05,0.0,0.0,0.0
1529,1.1921398124416425e-05,0.0,0.0,0.0
1530,2.064678093509948e-06,0.0,1.4578970097188306e-06,1.4578970097188306e-06
1531,1.1489696459778185e-05,0.0,1.4578970097188306e-06,1.4578970097188306e-06
1532,1.1489696459778185e-05,0.0,1.4578970097188306e-06,1.4578970097188306e-06
1533,1.1489696459778185e-05,0.0,1.4578970097188306e-06,1.4578970097188306e-06
1534,1.1489696459778185e-05,0.0,1.4578970097188306e-06,1.4578970097188306e-06
1535,1.2619225214751037e-05,0.0,1.4578970097188306e-06,1.4578970097188306e-06
1536,1.2619225214751037e-05,0.0,1.4578970097188306e-06,1.4578970097188306e-06
1537,1.2619225214751037e-05,0.0,0.0,0.0
1538,1.1295287549728528e-06,0.0,0.0,0.0
1539,1.1295287549728528e-06,0.0,0.0,0.0
1540,1.1295287549728528e-06,0.0,0.0,0.0
1541,1.1295287549728528e-06,0.0,0.0,0.0
1542,6.018585346672418e-06,0.0,1.5046463366681046e-06,1.5046463366681046e-06
1543,6.018585346672418e-06,0.0,1.5046463366681046e-06,1.5046463366681046e-06
1544,1.144367758700225e-05,0.0,1.5046463366681046e-06,1.5046463366681046e-06
1545,1.144367758700225e-05,0.0,1.5046463366681046e-06,1.5046463366681046e-06
1546,1.144367758700225e-05,0.0,1.5046463366681046e-06,1.5046463366681046e-06
1547,1.144367758700225e-05,0.0,1.5046463366681046e-06,1.5046463366681046e-06
1548,1.1740919522448426e-05,0.0,1.5046463366681046e-06,1.5046463366681046e-06
1549,5.722334175776009e-06,0.0,0.0,0.0
1550,1.4367865560416249e-05,0.0,0.0,0.0
1551,8.942773320086417e-06,0.0,0.0,0.0
1552,1.39905505095937e-05,0.0,0.0,0.0
1553,1.39905505095937e-05,0.0,0.0,0.0
1554,1.39905505095937e-05,0.0,0.0,0.0
1555,1.4294293578132056e-05,0.0,0.0,0.0
1556,1.4294293578132056e-05,0.0,0.0,0.0
1557,5.648762193491816e-06,0.0,0.0,0.0
1558,8.376956819639808e-06,0.0,0.0,0.0
1559,2.567908164305014e-05,0.0,0.0,0.0
1560,3.3755505813002985e-05,0.0,0.0,0.0
1561,3.3755505813002985e-05,0.0,0.0,0.0
1562,3.315452080901845e-05,0.0,0.0,0.0
1563,3.315452080901845e-05,0.0,0.0,0.0
1564,3.951616755719962e-05,0.0,0.0,0.0
1565,3.7799773573559446e-05,0.0,0.0,0.0
1566,1.544987156064183e-05,0.0,0.0,0.0
1567,9.42063940913483e-06,0.0,0.0,0.0
1568,9.42063940913483e-06,0.0,0.0,0.0
1569,1.5362282023748515e-05,0.0,0.0,0.0
1570,1.5362282023748515e-05,0.0,0.0,0.0
1571,9.00063527556735e-06,0.0,0.0,0.0
1572,1.162856018968991e-05,0.0,0.0,0.0
1573,2.2954244091774205e-05,0.0,1.2584093513266583e-06,1.2584093513266583e-06
1574,2.8533013911718236e-05,0.0,1.8031208972908125e-06,1.8031208972908125e-06
1575,2.8533013911718236e-05,0.0,1.8031208972908125e-06,1.8031208972908125e-06
1576,2.8450217152047636e-05,0.0,1.8031208972908125e-06,1.8031208972908125e-06
1577,3.3553168967565785e-05,0.0,1.8031208972908125e-06,1.8031208972908125e-06
1578,3.596230011940601e-05,0.0,1.8031208972908125e-06,1.8031208972908125e-06
1579,4.590442586049903e-05,0.0,1.8031208972908125e-06,1.8031208972908125e-06
1580,3.755012455388039e-05,0.0,5.447115459641541e-07,5.447115459641541e-07
1581,3.289069952318512e-05,0.0,0.0,0.0
1582,3.4985606362170074e-05,0.0,0.0,0.0
1583,3.777796765851755e-05,0.0,0.0,0.0
1584,4.256524373756422e-05,0.0,0.0,0.0
1585,4.5440219115075055e-05,0.0,0.0,0.0
1586,3.329615550943085e-05,0.0,0.0,0.0
1587,4.693659177844113e-05,0.0,3.46079559676582e-07,3.46079559676582e-07
1588,7.208929868543887e-05,0.0,3.46079559676582e-07,3.46079559676582e-07
1589,7.447582720487844e-05,0.0,3.46079559676582e-07,3.46079559676582e-07
1590,8.168313511954953e-05,0.0,3.46079559676582e-07,3.46079559676582e-07
1591,8.325384598200409e-05,0.0,3.46079559676582e-07,3.46079559676582e-07
1592,9.8863751450803e-05,0.0,3.46079559676582e-07,3.46079559676582e-07
1593,0.00010390098863613925,0.0,3.46079559676582e-07,3.46079559676582e-07
1594,9.516785420211298e-05,0.0,0.0,0.0
1595,7.831853768688493e-05,0.0,0.0,0.0
1596,7.909755783787529e-05,0.0,0.0,0.0
1597,7.328719636591683e-05,0.0,0.0,0.0
1598,6.30205733094564e-05,0.0,0.0,0.0
1599,5.2031097896230805e-05,0.0,1.1791114827376856e-07,1.1791114827376856e-07
1600,6.685728918195569e-05,0.0,1.1791114827376856e-07,1.1791114827376856e-07
1601,6.522896832653455e-05,0.0,1.1791114827376856e-07,1.1791114827376856e-07
1602,5.9596679680648125e-05,0.0,1.1791114827376856e-07,1.1791114827376856e-07
1603,6.381475655611471e-05,0.0,1.1791114827376856e-07,1.1791114827376856e-07
1604,6.262065965399546e-05,0.0,1.1791114827376856e-07,1.1791114827376856e-07
1605,7.222028528173854e-05,0.0,1.1791114827376856e-07,1.1791114827376856e-07
1606,7.256600240777646e-05,0.0,0.0,0.0
1607,5.201128331983844e-05,0.0,0.0,0.0
1608,5.294931328795168e-05,0.0,0.0,0.0
1609,5.4103938120014004e-05,0.0,0.0,0.0
1610,5.9027059965696284e-05,0.0,0.0,0.0
1611,5.4781555848291775e-05,0.0,0.0,0.0
1612,6.201066253197496e-05,0.0,0.0,0.0
1613,6.854050915145698e-05,0.0,0.0,0.0
1614,8.09784017162331e-05,0.0,0.0,0.0
1615,7.950415705896116e-05,0.0,0.0,0.0
1616,8.136208219054555e-05,0.0,0.0,0.0
1617,8.3144342560055e-05,0.0,0.0,0.0
1618,8.464137239830702e-05,0.0,0.0,0.0
1619,7.348292898054101e-05,0.0,0.0,0.0
1620,6.546711457693683e-05,0.0,0.0,0.0
1621,6.20957143837586e-05,0.0,0.0,0.0
1622,7.896340425109624e-05,0.0,0.0,0.0
1623,7.624032774141856e-05,0.0,0.0,0.0
1624,6.602970097446814e-05,0.0,0.0,0.0
1625,6.283138282014988e-05,0.0,0.0,0.0
1626,6.17073237663135e-05,0.0,0.0,0.0
1627,5.757640662652973e-05,0.0,0.0,0.0
1628,5.483867270023828e-05,0.0,0.0,0.0
1629,3.6548359795623196e-05,0.0,0.0,0.0
1630,3.622743289659931e-05,0.0,0.0,0.0
1631,3.949298245840639e-05,0.0,0.0,0.0
1632,4.620646229471147e-05,0.0,0.0,0.0
1633,4.526416445774625e-05,0.0,1.3709279755858006e-07,1.3709279755858006e-07
1634,4.4703595059607846e-05,0.0,1.3709279755858006e-07,1.3709279755858006e-07
1635,4.3061440529917104e-05,0.0,1.3709279755858006e-07,1.3709279755858006e-07
1636,4.3720045921093386e-05,0.0,1.3709279755858006e-07,1.3709279755858006e-07
1637,4.806363826251722e-05,0.0,1.3709279755858006e-07,1.3709279755858006e-07
1638,4.986774729331955e-05,0.0,1.3709279755858006e-07,1.3709279755858006e-07
1639,4.593153010189001e-05,0.0,1.3709279755858006e-07,1.3709279755858006e-07
1640,4.822703808063774e-05,0.0,0.0,0.0
1641,4.82153406794948e-05,0.0,0.0,0.0
1642,5.886676470774026e-05,0.0,0.0,0.0
1643,6.023920468578581e-05,0.0,0.0,0.0
1644,5.780566763340695e-05,0.0,0.0,0.0
1645,5.609491953301975e-05,0.0,0.0,0.0
1646,5.413771369993421e-05,0.0,0.0,0.0
1647,5.411905554605515e-05,0.0,0.0,0.0
1648,5.753137910297872e-05,0.0,0.0,0.0
1649,4.582760941827603e-05,0.0,0.0,0.0
1650,4.683970083923279e-05,0.0,0.0,0.0
1651,4.8181477333335874e-05,0.0,0.0,0.0
1652,4.653193198984289e-05,0.0,0.0,0.0
1653,5.192507991783454e-05,0.0,7.537577825392613e-08,7.537577825392613e-08
1654,5.2773271038729164e-05,0.0,7.537577825392613e-08,7.537577825392613e-08
1655,5.430581690494104e-05,0.0,1.3347882291522444e-07,1.3347882291522444e-07
1656,5.3640262714387586e-05,0.0,1.3347882291522444e-07,1.3347882291522444e-07
1657,5.2033313425324324e-05,0.0,1.3347882291522444e-07,1.3347882291522444e-07
1658,5.405927056147318e-05,0.0,1.3347882291522444e-07,1.3347882291522444e-07
1659,5.136253145922508e-05,0.0,1.3347882291522444e-07,1.3347882291522444e-07
1660,4.8014648200478405e-05,0.0,5.81030446612983e-08,5.81030446612983e-08
1661,4.3316259117481036e-05,0.0,5.81030446612983e-08,5.81030446612983e-08
1662,4.36076560228165e-05,0.0,0.0,0.0
1663,4.711890271989562e-05,0.0,1.3138995719990427e-07,1.3138995719990427e-07
1664,4.6775697878079624e-05,0.0,1.3138995719990427e-07,1.3138995719990427e-07
1665,4.237319158814249e-05,0.0,1.3138995719990427e-07,1.3138995719990427e-07
1666,4.409860853879114e-05,0.0,1.3138995719990427e-07,1.3138995719990427e-07
1667,4.0987112827549155e-05,0.0,1.3138995719990427e-07,1.3138995719990427e-07
1668,4.0299899670312046e-05,0.0,1.751431731073743e-07,1.751431731073743e-07
1669,3.516615028534683e-05,0.0,1.751431731073743e-07,1.751431731073743e-07
1670,3.0451898315472397e-05,0.0,4.3753215907470026e-08,4.3753215907470026e-08
1671,3.085569837172183e-05,0.0,4.3753215907470026e-08,4.3753215907470026e-08
1672,2.8064320888786044e-05,0.0,4.3753215907470026e-08,4.3753215907470026e-08
1673,2.7984079549371798e-05,0.0,4.3753215907470026e-08,4.3753215907470026e-08
1674,3.114595347142313e-05,0.0,4.3753215907470026e-08,4.3753215907470026e-08
1675,3.694766253050018e-05,0.0,0.0,0.0
1676,3.694985519229833e-05,0.0,0.0,0.0
1677,3.7191727512565975e-05,0.0,0.0,0.0
1678,3.4590390246843784e-05,0.0,0.0,0.0
1679,3.3276692192885093e-05,2.3071769256992932e-08,0.0,0.0
1680,2.9360892118087838e-05,4.1173698101764396e-08,0.0,0.0
1681,2.6692922671957475e-05,4.1173698101764396e-08,0.0,0.0
1682,2.2647827271222403e-05,4.1173698101764396e-08,0.0,0.0
1683,2.011499054788146e-05,4.1173698101764396e-08,0.0,0.0
1684,1.8500563913091484e-05,7.039527767054616e-08,0.0,0.0
1685,1.7051294110258042e-05,7.039527767054616e-08,2.0205831674502406e-08,2.0205831674502406e-08
1686,1.8239069504488725e-05,4.732350841355323e-08,2.0205831674502406e-08,2.0205831674502406e-08
1687,1.7254183798546103e-05,2.9221579568781764e-08,2.0205831674502406e-08,2.0205831674502406e-08
1688,1.866516400436272e-05,2.9221579568781764e-08,2.0205831674502406e-08,2.0205831674502406e-08
1689,1.5475854914776782e-05,2.9221579568781764e-08,2.0205831674502406e-08,2.0205831674502406e-08
1690,1.5296800354138084e-05,2.9221579568781764e-08,2.0205831674502406e-08,2.0205831674502406e-08
1691,1.584531647884952e-05,0.0,2.0205831674502406e-08,2.0205831674502406e-08
1692,1.5101672878310118e-05,0.0,0.0,0.0
1693,1.2383987528405019e-05,0.0,0.0,0.0
1694,1.2360572327452246e-05,0.0,0.0,0.0
1695,8.600951397446416e-06,0.0,0.0,0.0
1696,8.645414514571062e-06,0.0,0.0,0.0
1697,1.0358083467768406e-05,0.0,0.0,0.0
1698,9.312944582364122e-06,0.0,0.0,0.0
1699,9.194545912448251e-06,0.0,0.0,0.0
1700,1.0284743763934654e-05,0.0,0.0,0.0
1701,9.012759424617148e-06,0.0,0.0,0.0
1702,8.865589409521948e-06,0.0,0.0,0.0
1703,8.35652547591183e-06,1.104120985116554e-08,0.0,0.0
1704,5.6749951389584955e-06,1.970297652016078e-08,0.0,0.0
1705,7.037535591994778e-06,1.970297652016078e-08,0.0,0.0
1706,7.679203788159481e-06,3.0778359416672174e-08,0.0,0.0
1707,6.374451264231798e-06,3.0778359416672174e-08,1.2152453012147037e-08,1.2152453012147037e-08
1708,6.305990057496404e-06,3.0778359416672174e-08,2.1798320355108965e-08,2.1798320355108965e-08
1709,6.248057128946779e-06,3.0778359416672174e-08,2.1798320355108965e-08,2.1798320355108965e-08
1710,6.881578656248166e-06,1.9737149565506636e-08,2.1798320355108965e-08,2.1798320355108965e-08
1711,7.045905769181056e-06,1.1075382896511395e-08,2.1798320355108965e-08,2.1798320355108965e-08
1712,5.703015144068299e-06,1.1075382896511395e-08,2.1798320355108965e-08,2.1798320355108965e-08
1713,6.154566530572733e-06,0.0,2.1798320355108965e-08,2.1798320355108965e-08
1714,6.2405097521280235e-06,9.571610551769742e-09,9.645867342961928e-09,9.645867342961928e-09
1715,7.4817409897929925e-06,2.0893963892376632e-08,0.0,0.0
1716,7.659726504373663e-06,3.860388021946294e-08,0.0,0.0
1717,8.059282598488998e-06,4.624528569609408e-08,0.0,0.0
1718,1.056853320083714e-05,4.624528569609408e-08,0.0,0.0
1719,1.0412899655420915e-05,5.28301567572141e-08,0.0,0.0
1720,1.1832882819362567e-05,5.28301567572141e-08,0.0,0.0
1721,1.514463873978197e-05,4.325854620544435e-08,0.0,0.0
1722,1.5576947427169735e-05,3.1936192864837465e-08,1.545517339504191e-07,1.545517339504191e-07
1723,1.761976659508946e-05,1.4226276537751152e-08,1.6072691013034402e-07,1.6072691013034402e-07
1724,1.744925426854544e-05,1.2455790811470382e-08,1.6072691013034402e-07,1.6072691013034402e-07
1725,1.623915012974716e-05,1.2455790811470382e-08,1.6072691013034402e-07,1.6072691013034402e-07
1726,1.695851460681297e-05,1.2258417772922518e-08,1.6072691013034402e-07,1.6072691013034402e-07
1727,1.724419105032991e-05,1.2258417772922518e-08,1.6072691013034402e-07,1.6072691013034402e-07
1728,1.4905729455806846e-05,1.873797777258395e-08,2.06083829112913e-07,2.06083829112913e-07
1729,1.4203761695950692e-05,3.148193122066394e-08,5.153209516249392e-08,5.153209516249392e-08
1730,1.3746661872054184e-05,3.148193122066394e-08,4.535691898256898e-08,4.535691898256898e-08
1731,1.3497719529758407e-05,3.257775103650472e-08,4.535691898256898e-08,4.535691898256898e-08
1732,1.245041448783013e-05,3.257775103650472e-08,4.535691898256898e-08,4.535691898256898e-08
1733,1.349301555819693e-05,2.6190253013932567e-08,4.535691898256898e-08,4.535691898256898e-08
1734,1.2151579734823567e-05,2.6190253013932567e-08,4.535691898256898e-08,4.535691898256898e-08
1735,1.198660921935308e-05,1.9710693014271134e-08,0.0,0.0
1736,1.2903035050320405e-05,6.966739566191141e-09,0.0,0.0
1737,1.3722028273020572e-05,6.966739566191141e-09,6.921628222958784e-09,6.921628222958784e-09
1738,3.1321420400282864e-05,0.0,2.339707703770598e-08,2.339707703770598e-08
1739,3.6119529535686267e-05,6.461832973465269e-09,2.339707703770598e-08,2.339707703770598e-08
1740,3.644861460218506e-05,1.394911158009953e-08,2.339707703770598e-08,2.339707703770598e-08
1741,3.684853345475858e-05,1.394911158009953e-08,2.339707703770598e-08,2.339707703770598e-08
1742,3.854928919671303e-05,1.394911158009953e-08,2.339707703770598e-08,2.339707703770598e-08
1743,3.945384534225533e-05,2.3580505167534023e-08,2.339707703770598e-08,2.339707703770598e-08
1744,4.28633136055266e-05,2.8044565526995158e-08,1.6475448814747195e-08,1.6475448814747195e-08
1745,2.8043005451244036e-05,3.435614155072082e-08,0.0,0.0
1746,2.6156799451980207e-05,3.2872285718862515e-08,0.0,0.0
1747,2.8229440951171065e-05,2.5385007112228257e-08,0.0,0.0
1748,2.9063356643226662e-05,2.9024738929755197e-08,0.0,0.0
1749,2.9800630727550015e-05,2.9024738929755197e-08,0.0,0.0
1750,3.1830438404410544e-05,1.93933453423207e-08,3.298731446729367e-09,3.298731446729367e-09
1751,3.1318833602459305e-05,1.4929284982859566e-08,3.298731446729367e-09,3.298731446729367e-09
1752,3.222525005445017e-05,1.2516299108256135e-08,7.197321595851593e-09,7.197321595851593e-09
1753,3.471892731405595e-05,7.538321966649164e-09,7.197321595851593e-09,7.197321595851593e-09
1754,3.481385413449191e-05,1.1722390677196667e-08,7.197321595851593e-09,7.197321595851593e-09
1755,4.0556508923015955e-05,1.193596662777249e-08,7.197321595851593e-09,7.197321595851593e-09
1756,4.711018950079701e-05,1.193596662777249e-08,7.197321595851593e-09,7.197321595851593e-09
1757,4.958586006458583e-05,1.193596662777249e-08,3.898590149122226e-09,3.898590149122226e-09
1758,4.9181605260985505e-05,1.5043551420441352e-08,3.898590149122226e-09,3.898590149122226e-09
1759,5.089006871068185e-05,1.1144961271319126e-08,0.0,0.0
1760,5.296656672726385e-05,1.3806328271113801e-08,0.0,0.0
1761,5.359384054567532e-05,1.7948961682025455e-08,2.7755674584081393e-09,2.7755674584081393e-09
1762,5.238832870548192e-05,1.6778235943450326e-08,2.7755674584081393e-09,2.7755674584081393e-09
1763,4.9407104857631824e-05,2.2455585073950194e-08,2.7755674584081393e-09,2.7755674584081393e-09
1764,4.819303960955169e-05,2.5266264762941707e-08,2.7755674584081393e-09,2.7755674584081393e-09
1765,4.929452136691127e-05,2.80534967954184e-08,2.7755674584081393e-09,2.7755674584081393e-09
1766,4.882965731667355e-05,2.80534967954184e-08,2.7755674584081393e-09,2.7755674584081393e-09
1767,4.702436958073771e-05,2.5392129795623727e-08,2.7755674584081393e-09,2.7755674584081393e-09
1768,4.766910205944441e-05,1.7065427674164572e-08,5.364425094610072e-09,5.364425094610072e-09
1769,4.456698038016579e-05,1.742910527013919e-08,5.364425094610072e-09,5.364425094610072e-09
1770,4.48804946375146e-05,1.7517599307633906e-08,5.364425094610072e-09,5.364425094610072e-09
1771,4.776270673443962e-05,1.733956343587449e-08,5.364425094610072e-09,5.364425094610072e-09
1772,4.963528772350401e-05,1.1444746610728934e-08,1.5908752410658574e-08,1.5908752410658574e-08
1773,5.068237650058498e-05,1.9230319178323692e-08,1.5908752410658574e-08,1.5908752410658574e-08
1774,4.972722100709299e-05,1.9230319178323692e-08,1.8581215550333193e-08,1.8581215550333193e-08
1775,5.2101423664550695e-05,2.2119008339213257e-08,1.6105479616612683e-08,1.6105479616612683e-08
1776,5.69101056108983e-05,2.449748772091555e-08,1.6105479616612683e-08,1.6105479616612683e-08
1777,5.7703175116330385e-05,2.748579497335868e-08,2.1941580235258177e-08,2.1941580235258177e-08
1778,5.441665936294677e-05,3.041543854871114e-08,3.5847298462954313e-08,3.5847298462954313e-08
1779,5.3675524603542204e-05,3.55388099900925e-08,3.5549714029668526e-08,3.5549714029668526e-08
1780,5.462972798600926e-05,3.9498939230497854e-08,3.5549714029668526e-08,3.5549714029668526e-08
1781,5.7368389077185255e-05,4.523648960181552e-08,3.8614801261311575e-08,3.8614801261311575e-08
1782,5.744230708972152e-05,4.882220088526472e-08,3.788424558186827e-08,3.788424558186827e-08
1783,5.5334096292166836e-05,4.992125925338899e-08,4.875724053070891e-08,4.875724053070891e-08
1784,5.667766423097679e-05,4.7824997295720095e-08,4.292113991206341e-08,4.292113991206341e-08
1785,6.077384854766673e-05,4.5498954699090584e-08,3.710603380113753e-08,3.710603380113753e-08
1786,5.970858494817678e-05,4.305577989376681e-08,2.8199389236403605e-08,2.8199389236403605e-08
1787,5.910948935447128e-05,3.259921970461781e-08,3.0777672474105855e-08,3.0777672474105855e-08
1788,5.756163487343916e-05,3.2087877624828054e-08,2.504012210278818e-08,2.504012210278818e-08
1789,5.739289190387353e-05,2.5613477180489293e-08,2.40453734383956e-08,2.40453734383956e-08
1790,5.893472864824746e-05,2.2404225141769984e-08,2.3116013991852924e-08,2.3116013991852924e-08
1791,5.688956662197597e-05,1.574633667900116e-08,2.6373912831445523e-08,2.6373912831445523e-08
1792,5.6135612144966475e-05,1.2510091883046113e-08,2.045982481847984e-08,2.045982481847984e-08
1793,5.682359915226698e-05,1.4760005662139974e-08,1.911972650045105e-08,1.911972650045105e-08
1794,5.754851528243827e-05,1.64648206180118e-08,1.6541443262748804e-08,1.6541443262748804e-08
1795,5.8306785441735496e-05,1.3978428573376992e-08,2.0194531761116456e-08,2.0194531761116456e-08
1796,5.828521326683196e-05,1.3978428573376992e-08,1.903114694406278e-08,1.903114694406278e-08
1797,5.7284017072691184e-05,1.2364654189411795e-08,9.654435092646248e-09,9.654435092646248e-09
1798,5.7497354906185395e-05,1.467928090193027e-08,7.553849609312887e-09,7.553849609312887e-09
1799,5.813335987373388e-05,1.6481589680341002e-08,6.578864691115476e-09,6.578864691115476e-09
1800,5.858272561454214e-05,1.155147926518956e-08,9.872175965597307e-09,9.872175965597307e-09
1801,5.841749641279291e-05,1.1343565578921958e-08,1.776596419184833e-08,1.776596419184833e-08
1802,6.144563147764919e-05,1.2076763716046507e-08,1.5415256119207958e-08,1.5415256119207958e-08
1803,6.362962033433308e-05,1.4533763399120808e-08,1.787225580228226e-08,1.787225580228226e-08
1804,6.510998199311351e-05,1.4968535236700324e-08,1.7915487252448007e-08,1.7915487252448007e-08
1805,6.555211647147579e-05,1.5510361122445763e-08,1.98743039803162e-08,1.98743039803162e-08
1806,6.470775510284252e-05,1.5776453159738983e-08,2.3843766960851553e-08,2.3843766960851553e-08
1807,6.575977126236207e-05,1.7241001769109843e-08,3.289450857733657e-08,3.289450857733657e-08
1808,6.692880197078921e-05,1.6102501173723534e-08,2.664826264415459e-08,2.664826264415459e-08
1809,6.801013816064889e-05,1.5162434101918213e-08,2.7155130334831157e-08,2.7155130334831157e-08
