ngram,speech,spch,spech,spech
1862,5.706086968919928e-05,7.614041587698596e-09,1.4562948624785577e-08,1.4562948624785577e-08
1863,5.784308086731471e-05,8.489686604511754e-09,1.515608813055077e-08,1.515608813055077e-08
1864,5.707382764999888e-05,8.703341095436405e-09,1.4083626772734955e-08,1.4083626772734955e-08
1865,5.816001742329847e-05,8.683688561867647e-09,1.4444540547791412e-08,1.4444540547791412e-08
1866,5.869531430237528e-05,8.177965098760914e-09,1.3821189399314854e-08,1.3821189399314854e-08
1867,5.88484139630704e-05,7.934164626886644e-09,1.9647585019250917e-08,1.9647585019250917e-08
1868,5.8448647385895515e-05,7.498068198076778e-09,1.968106744243414e-08,1.968106744243414e-08
1869,5.908866296522319e-05,7.961307295951364e-09,1.5946323626638203e-08,1.5946323626638203e-08
1870,5.816414237155446e-05,6.755082461649766e-09,1.5671075928988135e-08,1.5671075928988135e-08
1871,5.8023003865465785e-05,6.179826238041284e-09,1.6844186045972265e-08,1.6844186045972265e-08
1872,5.7483468741078726e-05,5.940698028743847e-09,1.6462553669478145e-08,1.6462553669478145e-08
1873,5.763513399870135e-05,5.430300526703442e-09,1.5545930574591338e-08,1.5545930574591338e-08
1874,5.7505754479539716e-05,4.8700901089659965e-09,8.522761861330861e-09,8.522761861330861e-09
1875,5.725601139212293e-05,4.9058951821580516e-09,8.176589944801954e-09,8.176589944801954e-09
1876,5.682426490238868e-05,4.599954195327882e-09,7.046868802770437e-09,7.046868802770437e-09
1877,5.7888286911682894e-05,5.079048293055166e-09,7.60601905268134e-09,7.60601905268134e-09
1878,5.835728006786667e-05,5.627248191229585e-09,6.582664889366794e-09,6.582664889366794e-09
1879,5.844007526840349e-05,5.652183419714772e-09,6.205434483723999e-09,6.205434483723999e-09
1880,5.7803808886092156e-05,5.802803317221463e-09,7.084114088990694e-09,7.084114088990694e-09
1881,5.783356443446662e-05,5.957226648486572e-09,6.834090024046954e-09,6.834090024046954e-09
1882,5.7818154475951034e-05,5.925050481993464e-09,6.8606154091099825e-09,6.8606154091099825e-09
1883,5.715486518706062e-05,5.782235262025941e-09,6.88354684363901e-09,6.88354684363901e-09
1884,5.669192406847807e-05,5.41824737457627e-09,6.683712408924894e-09,6.683712408924894e-09
1885,5.642914922126303e-05,4.772272735717056e-09,7.866279405632781e-09,7.866279405632781e-09
1886,5.532204834578026e-05,4.603793156223089e-09,8.25299650841771e-09,8.25299650841771e-09
1887,5.508556257284779e-05,4.636908698277661e-09,7.527206413726617e-09,7.527206413726617e-09
1888,5.401147271706057e-05,4.464645129788534e-09,7.616219401183701e-09,7.616219401183701e-09
1889,5.3901776742090336e-05,4.387190705961481e-09,7.358001002139807e-09,7.358001002139807e-09
1890,5.4059609413213495e-05,4.407240953138317e-09,7.366409450680424e-09,7.366409450680424e-09
1891,5.334344989803087e-05,4.2372145157644675e-09,7.580931818803753e-09,7.580931818803753e-09
1892,5.166748815099709e-05,4.314976566531316e-09,6.6475934598234485e-09,6.6475934598234485e-09
1893,5.145332501602492e-05,4.072486887401234e-09,6.936376235293957e-09,6.936376235293957e-09
1894,5.0496752789643195e-05,3.9339320055477495e-09,7.764086072471952e-09,7.764086072471952e-09
1895,5.049793149477669e-05,4.1947047105647275e-09,8.482638464662223e-09,8.482638464662223e-09
1896,5.076014817210047e-05,3.985191129477325e-09,9.086111736016683e-09,9.086111736016683e-09
1897,5.0659059654987815e-05,3.6164322964842607e-09,9.090468060841367e-09,9.090468060841367e-09
1898,5.016684060267705e-05,3.765934706935679e-09,8.603283038358508e-09,8.603283038358508e-09
1899,5.0675210721757526e-05,3.5556502504212925e-09,1.0633784138950172e-08,1.0633784138950172e-08
1900,5.032762055634521e-05,3.579225709466576e-09,1.0518813375881564e-08,1.0518813375881564e-08
1901,5.0307083646267916e-05,3.678125455002552e-09,9.652077232707207e-09,9.652077232707207e-09
1902,4.936837389582901e-05,3.4576348451054173e-09,9.803016937886305e-09,9.803016937886305e-09
1903,4.79957286318365e-05,3.5400508556295206e-09,1.0603786927885852e-08,1.0603786927885852e-08
1904,4.674805937351526e-05,3.78408862974514e-09,1.0867671334275591e-08,1.0867671334275591e-08
1905,4.633120209161591e-05,3.697558132691776e-09,1.1093820084795425e-08,1.1093820084795425e-08
1906,4.592236499385243e-05,3.976812625237715e-09,1.0022501051309973e-08,1.0022501051309973e-08
1907,4.5417964429361746e-05,4.000693934865954e-09,1.0564434025996304e-08,1.0564434025996304e-08
1908,4.470686170472098e-05,4.131793764271054e-09,1.080229480468883e-08,1.080229480468883e-08
1909,4.4785202460064155e-05,4.252608741341289e-09,1.048256389627308e-08,1.048256389627308e-08
1910,4.4055892171205156e-05,4.280520192269575e-09,9.69950735602814e-09,9.69950735602814e-09
1911,4.3512444140755436e-05,4.1495761112945016e-09,1.0048230691950266e-08,1.0048230691950266e-08
1912,4.218880712869577e-05,4.2246594476681915e-09,9.846054130743402e-09,9.846054130743402e-09
1913,4.1177167856533613e-05,4.16989144800896e-09,8.73352602935386e-09,8.73352602935386e-09
1914,4.069178768466892e-05,4.680458052876344e-09,8.159743991598134e-09,8.159743991598134e-09
1915,4.046867304298628e-05,4.535713074968076e-09,8.090284125168118e-09,8.090284125168118e-09
1916,4.02664856145358e-05,4.487538467807488e-09,7.93988335396583e-09,7.93988335396583e-09
1917,4.052608658509728e-05,4.733780795922777e-09,8.37880729877481e-09,8.37880729877481e-09
1918,4.052616038409594e-05,4.8345452720509135e-09,8.516883515901391e-09,8.516883515901391e-09
1919,4.13615520561247e-05,4.897656312254282e-09,8.514837152822402e-09,8.514837152822402e-09
1920,4.172931377459983e-05,4.579073120680732e-09,8.538624854789338e-09,8.538624854789338e-09
1921,4.2150158800983005e-05,3.910117372742304e-09,8.217139413346786e-09,8.217139413346786e-09
1922,4.260934708457041e-05,3.562383975110249e-09,7.93127195665631e-09,7.93127195665631e-09
1923,4.3162494486231094e-05,3.3096079527743835e-09,8.042754018333653e-09,8.042754018333653e-09
1924,4.340192078546222e-05,2.698403500644986e-09,7.758745011545086e-09,7.758745011545086e-09
1925,4.429209470150194e-05,2.232464530698459e-09,7.033881540711004e-09,7.033881540711004e-09
1926,4.498385897022672e-05,1.896692961419636e-09,6.782700115845078e-09,6.782700115845078e-09
1927,4.5410295050325135e-05,1.799253603250252e-09,7.015217740047319e-09,7.015217740047319e-09
1928,4.564018516768036e-05,1.6549944430772306e-09,7.880979932143158e-09,7.880979932143158e-09
1929,4.619051521461058e-05,1.516893690021805e-09,8.074671217376102e-09,8.074671217376102e-09
1930,4.6116128422519455e-05,1.5788824216299092e-09,1.037319030672279e-08,1.037319030672279e-08
1931,4.6497167204506695e-05,1.4414106416385915e-09,1.0202373422276066e-08,1.0202373422276066e-08
1932,4.6799174534888675e-05,1.4452390712753932e-09,1.1475245642600385e-08,1.1475245642600385e-08
1933,4.735960568983241e-05,1.2628321563060548e-09,1.1646695163847198e-08,1.1646695163847198e-08
1934,4.788481913107846e-05,1.2151913602360359e-09,1.14761654147953e-08,1.14761654147953e-08
1935,4.8890847080786314e-05,1.2561131024213523e-09,1.087950637515941e-08,1.087950637515941e-08
1936,4.9453589911406327e-05,1.2718977775756051e-09,1.086002621164539e-08,1.086002621164539e-08
1937,4.994938405746195e-05,1.0926960288973726e-09,8.64605028841733e-09,8.64605028841733e-09
1938,4.972139712273409e-05,1.2878147437334064e-09,8.056053284783665e-09,8.056053284783665e-09
1939,4.974370157080037e-05,1.3202134465016358e-09,6.816841377091773e-09,6.816841377091773e-09
1940,4.940574789153678e-05,1.4854774394683951e-09,6.857636300087019e-09,6.857636300087019e-09
1941,4.898975385003723e-05,1.664255844247009e-09,6.906814104772658e-09,6.906814104772658e-09
1942,4.8206537030637264e-05,1.8351898255021736e-09,7.102395370241408e-09,7.102395370241408e-09
1943,4.833475967253824e-05,1.7749569909091584e-09,7.064345933624086e-09,7.064345933624086e-09
1944,4.925591201754287e-05,1.8954877350247604e-09,6.804492588433472e-09,6.804492588433472e-09
1945,5.078684366058691e-05,1.869514701776812e-09,6.8788392125286785e-09,6.8788392125286785e-09
1946,5.0813972588262656e-05,1.9269299806572756e-09,6.926327448094785e-09,6.926327448094785e-09
1947,5.189346951997972e-05,2.0994787178604415e-09,7.00199872686166e-09,7.00199872686166e-09
1948,5.280597490907114e-05,1.8777573147182078e-09,7.052270196388528e-09,7.052270196388528e-09
1949,5.4109727768393767e-05,1.818149440526083e-09,6.843041371646612e-09,6.843041371646612e-09
1950,5.4288519874847096e-05,1.9139225283991225e-09,7.589879137879864e-09,7.589879137879864e-09
1951,5.371070437831804e-05,1.7569010214911275e-09,7.686328399155888e-09,7.686328399155888e-09
1952,5.284310619962136e-05,1.629113732803944e-09,9.969238006541609e-09,9.969238006541609e-09
1953,5.307296409487857e-05,1.7739819613282748e-09,1.0210418605843025e-08,1.0210418605843025e-08
1954,5.246732949412295e-05,1.648335674302765e-09,1.0038515288865061e-08,1.0038515288865061e-08
1955,5.248655049529459e-05,1.6564781927083265e-09,9.79259911255375e-09,9.79259911255375e-09
1956,5.159991009609907e-05,1.5020534815946007e-09,9.977958142266224e-09,9.977958142266224e-09
1957,5.19876645869642e-05,1.45193847421256e-09,9.539451895079765e-09,9.539451895079765e-09
1958,5.216125646256842e-05,1.3816619515161221e-09,9.870213916026875e-09,9.870213916026875e-09
1959,5.2978337667549825e-05,1.2769021475099252e-09,7.4543599864236e-09,7.4543599864236e-09
1960,5.368353855114297e-05,1.0168269321780038e-09,8.271746081740211e-09,8.271746081740211e-09
1961,5.471798015475672e-05,9.033365246301019e-10,8.79290729116633e-09,8.79290729116633e-09
1962,5.513488888807062e-05,8.808150796037393e-10,9.321951718480444e-09,9.321951718480444e-09
1963,5.6444600756679263e-05,9.64019856005852e-10,9.2396594502426e-09,9.2396594502426e-09
1964,5.6072399664636965e-05,9.819680386285207e-10,9.439424353274717e-09,9.439424353274717e-09
1965,5.6696903422042464e-05,1.1688361865682039e-09,9.440140859494152e-09,9.440140859494152e-09
1966,5.710596399564695e-05,1.2417616934712328e-09,9.964734561305834e-09,9.964734561305834e-09
1967,5.764083731004835e-05,1.3641015618657904e-09,9.367803294984306e-09,9.367803294984306e-09
1968,5.776321735798514e-05,1.3587442599621064e-09,8.807207027164817e-09,8.807207027164817e-09
1969,5.8079512070565086e-05,1.3709764752028214e-09,8.52229747089999e-09,8.52229747089999e-09
1970,5.688202665104265e-05,1.4337159237598485e-09,8.669374107483918e-09,8.669374107483918e-09
1971,5.648659186720449e-05,1.4329101397489045e-09,8.250380632647745e-09,8.250380632647745e-09
1972,5.5437656556023285e-05,1.3334318728551254e-09,7.831966123258586e-09,7.831966123258586e-09
1973,5.3934385505272076e-05,1.795291788247206e-09,7.3978106815023435e-09,7.3978106815023435e-09
1974,5.224343424613055e-05,2.1349581467790456e-09,7.0136490900754976e-09,7.0136490900754976e-09
1975,5.063482759786504e-05,2.103051288671054e-09,6.958044172579645e-09,6.958044172579645e-09
1976,4.904788927108582e-05,2.2496730986024514e-09,6.832878580403141e-09,6.832878580403141e-09
1977,4.864347127815043e-05,2.11352421278629e-09,6.358886813931772e-09,6.358886813931772e-09
1978,4.819265190495311e-05,2.074015966905104e-09,6.374254330714686e-09,6.374254330714686e-09
1979,4.8032894743041e-05,2.0214548368535645e-09,6.304810261172276e-09,6.304810261172276e-09
1980,4.8183102210584495e-05,1.4737635714975487e-09,6.292761549937203e-09,6.292761549937203e-09
1981,4.838141363247165e-05,2.070279868173129e-09,6.27551617020978e-09,6.27551617020978e-09
1982,4.857597325878617e-05,2.027371786323633e-09,5.991213747336133e-09,5.991213747336133e-09
1983,4.9328733439324424e-05,1.9089518140827775e-09,6.029983877299725e-09,6.029983877299725e-09
1984,5.0126995379936746e-05,2.6980017981641832e-09,6.267155556421195e-09,6.267155556421195e-09
1985,5.055643071370598e-05,2.8206355663838524e-09,6.008248501895455e-09,6.008248501895455e-09
1986,5.100889237447908e-05,2.794220680232432e-09,5.822531409397211e-09,5.822531409397211e-09
1987,5.1497292068753655e-05,2.913237040491623e-09,5.598088532415042e-09,5.598088532415042e-09
1988,5.196806367686284e-05,1.7798365043691128e-09,5.658497162893841e-09,5.658497162893841e-09
1989,5.2578170392994904e-05,1.841616379235792e-09,5.948776138353651e-09,5.948776138353651e-09
1990,5.254814667361123e-05,1.7985955700984745e-09,5.626311797409958e-09,5.626311797409958e-09
1991,5.267909052365992e-05,2.5139565469028166e-09,5.139034023723557e-09,5.139034023723557e-09
1992,5.2582041722156904e-05,3.094231248208195e-09,4.804510376845071e-09,4.804510376845071e-09
1993,5.315871021593921e-05,3.13875418909783e-09,4.777582075986077e-09,4.777582075986077e-09
1994,5.3725927760491944e-05,3.127458288375097e-09,4.812463697386907e-09,4.812463697386907e-09
1995,5.404919439960005e-05,3.1944510608156965e-09,4.53623075610413e-09,4.53623075610413e-09
1996,5.449777121871843e-05,3.2357680899787665e-09,4.205392669019505e-09,4.205392669019505e-09
1997,5.5344649029263693e-05,3.3863024210109163e-09,4.1251760737485e-09,4.1251760737485e-09
1998,5.5582350406829005e-05,1.9743053461926e-09,4.173218532648499e-09,4.173218532648499e-09
1999,5.649370931288493e-05,1.2438796580051458e-09,4.098818142038243e-09,4.098818142038243e-09
2000,5.656367751985921e-05,1.2826558466143873e-09,4.018159170472911e-09,4.018159170472911e-09
2001,5.698621732465524e-05,1.2062800044557572e-09,4.152376950220368e-09,4.152376950220368e-09
2002,5.753081027900667e-05,1.2963352613581947e-09,3.884094030531011e-09,3.884094030531011e-09
2003,5.796479100743974e-05,1.2161774920471657e-09,3.750194060054517e-09,3.750194060054517e-09
2004,5.8398549299454316e-05,1.2586946881601842e-09,3.6824201465890383e-09,3.6824201465890383e-09
2005,5.924217839492485e-05,1.2652664788908347e-09,3.564179554668304e-09,3.564179554668304e-09
2006,5.9639239875001037e-05,1.9650901065101525e-09,3.3293762826046093e-09,3.3293762826046093e-09
2007,6.0058835515519604e-05,1.9069745148060845e-09,3.139452206138823e-09,3.139452206138823e-09
2008,5.9802473905230204e-05,1.8842650614406662e-09,2.54418824103502e-09,2.54418824103502e-09
2009,5.900783435208723e-05,1.7229666859908122e-09,2.418530090483476e-09,2.418530090483476e-09
2010,5.884318618752461e-05,1.6830147315476702e-09,2.460138489749194e-09,2.460138489749194e-09
2011,5.883377993346325e-05,1.5186855939486321e-09,2.29599547311007e-09,2.29599547311007e-09
2012,5.853833291829298e-05,1.3126035219063986e-09,2.0834045282620242e-09,2.0834045282620242e-09
2013,5.857625884735691e-05,6.595668971305052e-10,2.2852416308489457e-09,2.2852416308489457e-09
2014,5.848087883870383e-05,6.398657833742557e-10,2.304074566060267e-09,2.304074566060267e-09
2015,5.899795204251339e-05,6.143875249823136e-10,2.3852688554474153e-09,2.3852688554474153e-09
2016,6.004212679856989e-05,6.584097275322673e-10,2.8226717312713437e-09,2.8226717312713437e-09
2017,6.0209081008603484e-05,6.582918053258761e-10,2.739076428633543e-09,2.739076428633543e-09
2018,6.0083602147642526e-05,5.819707771248517e-10,2.838436174990022e-09,2.838436174990022e-09
2019,6.011717687215423e-05,6.620502132625994e-10,3.146220950434042e-09,3.146220950434042e-09
