ngram,balance,balnce,balane,blance
1812,3.0744125199687134e-05,0.0,2.17937652052009e-10,2.1477962012081013e-07
1813,3.0360845942465987e-05,0.0,2.17937652052009e-10,2.0683849502997225e-07
1814,3.0534299574875536e-05,0.0,4.268957885601919e-10,2.0031501435369137e-07
1815,2.93895279485566e-05,0.0,4.268957885601919e-10,2.0045142231798048e-07
1816,2.87075373697527e-05,0.0,8.072412262448227e-10,2.2229806363936534e-07
1817,2.834152162124935e-05,0.0,7.606511452453089e-10,2.181427406964888e-07
1818,2.9309012721309307e-05,0.0,7.606511452453089e-10,2.1986353918431893e-07
1819,2.9374682656323004e-05,0.0,7.606511452453089e-10,2.139046232839194e-07
1820,3.0183872825416203e-05,0.0,7.606511452453089e-10,2.1420991913601029e-07
1821,2.984010799471954e-05,0.0,5.51693008737126e-10,2.083685513655707e-07
1822,3.0220217273121568e-05,0.0,5.51693008737126e-10,1.9965095329358258e-07
1823,2.9700377906140473e-05,0.0,1.7134757105249524e-10,1.768679709357457e-07
1824,3.0659114989768046e-05,0.0,0.0,1.7316151814026982e-07
1825,3.047145556982806e-05,0.0,1.266168043428146e-10,1.7081752901049185e-07
1826,3.0747697175164444e-05,0.0,4.821115490954193e-10,1.7195815920396334e-07
1827,3.0453140425379388e-05,0.0,4.821115490954193e-10,1.6790439920961425e-07
1828,3.105532960034907e-05,0.0,7.027701674568374e-10,1.637240286202411e-07
1829,3.341064257256221e-05,2.1082283537968546e-10,9.838672812964182e-10,1.52853726628369e-07
1830,3.3426316804252565e-05,2.1082283537968546e-10,9.838672812964182e-10,1.4478011373902128e-07
1831,3.4209078356590385e-05,2.1082283537968546e-10,9.838672812964182e-10,1.4229230872940336e-07
1832,3.440066575421952e-05,2.9597229429206047e-10,9.423999358659785e-10,1.3991119069649877e-07
1833,3.4814470252188456e-05,4.609288189223142e-10,5.869051911133738e-10,1.367428968787213e-07
1834,3.548916564406162e-05,4.609288189223142e-10,6.699653847570224e-10,1.323828868748933e-07
1835,3.543693362319443e-05,4.609288189223142e-10,6.16873568099712e-10,1.3648566416739933e-07
1836,3.3273709310118905e-05,2.5010598354262877e-10,3.3577645426013143e-10,1.3805962290851831e-07
1837,3.368370484427682e-05,4.0498880439697263e-10,3.3577645426013143e-10,1.3216385801635105e-07
1838,3.332262713229284e-05,4.0498880439697263e-10,4.884279488795837e-10,1.3074518229976612e-07
1839,3.3288681671755125e-05,3.9562078216600783e-10,4.032784899672086e-10,1.2829076061799632e-07
1840,3.27956497910366e-05,3.818361896509462e-10,4.032784899672086e-10,1.2500128779687918e-07
1841,3.208597809134517e-05,3.818361896509462e-10,3.2021829632356e-10,1.255304228818334e-07
1842,3.1874751324981586e-05,4.426516296364623e-10,1.5265149461945223e-10,1.2516476134903443e-07
1843,3.2405190982639655e-05,4.426516296364623e-10,2.1822602455249092e-10,1.290776004176613e-07
1844,3.262671374873857e-05,2.877688087821184e-10,2.8500888157470937e-10,1.3303878481402925e-07
1845,3.2891154270536e-05,2.877688087821184e-10,1.3235738695525712e-10,1.3223492345559862e-07
1846,3.3711233170054455e-05,2.1198737210070817e-10,3.9323938549884474e-10,1.3188111580575423e-07
1847,3.41748176911746e-05,1.8202637016731923e-10,4.5384485058974633e-10,1.3073587418992766e-07
1848,3.531544176179783e-05,2.367140451907192e-10,7.272832336369106e-10,1.2956307062138096e-07
1849,3.634616639049325e-05,2.2963814183540876e-10,8.347623068973218e-10,1.2181984284812382e-07
1850,3.661055234260857e-05,3.720478766336807e-10,8.16657685920319e-10,1.1934130027059708e-07
1851,3.702335171900424e-05,4.1847647172918046e-10,7.498748288981005e-10,1.1834030796567926e-07
1852,3.754231407323719e-05,4.1847647172918046e-10,9.52121112110912e-10,1.1647624680628204e-07
1853,3.755349618066768e-05,4.1847647172918046e-10,7.394984545351844e-10,1.1396260646279188e-07
1854,3.8294598198262975e-05,2.972655415473773e-10,6.788929894442828e-10,1.1372949667734897e-07
1855,3.891921733156778e-05,3.475813644840794e-10,5.629598533372717e-10,1.1258157022504228e-07
1856,3.9769783532912175e-05,3.932394370449137e-10,5.548783892679004e-10,1.149181686953073e-07
1857,4.0224984072015756e-05,2.5082970224664184e-10,5.555427070750138e-10,1.1835441528416726e-07
1858,4.0539582966760334e-05,2.620046203803485e-10,6.131462203042202e-10,1.1723431165527082e-07
1859,4.037755206809379e-05,2.620046203803485e-10,4.718293256100736e-10,1.1814210815990528e-07
1860,4.072662600914815e-05,2.620046203803485e-10,6.065556112933024e-10,1.157936700175404e-07
1861,4.079114608300317e-05,2.620046203803485e-10,9.454756779079888e-10,1.122939607967055e-07
1862,4.0896116323503e-05,1.5700112242024644e-10,7.879704309678357e-10,1.1155634536765189e-07
1863,4.026583753459688e-05,5.7603513229206473e-11,7.363107028852361e-10,1.063512868881844e-07
1864,4.0448951040161774e-05,5.7603513229206473e-11,6.881764761220868e-10,1.0251328725579307e-07
1865,4.088632392397683e-05,0.0,8.959322688501764e-10,1.0077540529047318e-07
1866,4.141783730509425e-05,0.0,9.677217400432576e-10,1.016555423965266e-07
1867,4.18632709105233e-05,8.642491484372222e-11,7.847361133921688e-10,9.933224224109186e-08
1868,4.221473916134398e-05,2.208600128180852e-10,5.354394427836695e-10,1.004925585285881e-07
1869,4.2389076302892393e-05,2.6044589897443263e-10,7.333688775304889e-10,9.746796284356865e-08
1870,4.307160790111604e-05,2.6044589897443263e-10,8.545768378657012e-10,1.0247599188265408e-07
1871,4.4022982495204944e-05,3.415980236771381e-10,8.951529002170539e-10,1.0072607839869566e-07
1872,4.456272654351778e-05,3.415980236771381e-10,6.707453045365749e-10,1.0038906188875834e-07
1873,4.509998013548154e-05,3.415980236771381e-10,5.770351974021537e-10,9.574066694995054e-08
1874,4.609074520495986e-05,2.9491382352071176e-10,6.565166267767455e-10,9.598318330615387e-08
1875,4.6906072384445e-05,2.808238165817402e-10,5.668932307705582e-10,9.941108304799076e-08
1876,4.78222755191382e-05,4.3289785645050927e-10,4.0729578043574577e-10,9.810813647196223e-08
1877,4.839854799294179e-05,4.3289785645050927e-10,4.13108305500184e-10,9.455044493376721e-08
1878,4.867639498635461e-05,3.880310913853943e-10,4.088176027864218e-10,9.423398544023647e-08
1879,4.890682716255209e-05,3.880310913853943e-10,5.075211481234529e-10,9.085306170878279e-08
1880,4.941204887083066e-05,4.209177748412277e-10,4.685123955461279e-10,9.236774392970151e-08
1881,4.943763321664717e-05,5.074394416564638e-10,5.152933476740681e-10,9.111016043204603e-08
1882,4.95640368691446e-05,6.139613995775101e-10,6.449316636292224e-10,8.731338141387823e-08
1883,4.9832203720663006e-05,4.865467294929665e-10,6.38722307187502e-10,8.430980662816572e-08
1884,5.04013842146378e-05,5.170576367856989e-10,6.470293765056415e-10,8.024847427837553e-08
1885,5.088201578473672e-05,4.807722771481084e-10,7.268371281827462e-10,7.835978266257371e-08
1886,5.134409678118702e-05,5.635381268774355e-10,6.423591044000889e-10,7.728260698058875e-08
1887,5.169660237567898e-05,5.859193804739046e-10,6.699930729262401e-10,7.274082593409861e-08
1888,5.240829705144279e-05,5.136626838161565e-10,7.057477419929776e-10,7.091834066029281e-08
1889,5.339044530826088e-05,3.653083232738449e-10,8.639892729827331e-10,6.995219743138087e-08
1890,5.403694428553406e-05,4.528372161376788e-10,8.824580253038608e-10,7.145557288725155e-08
1891,5.4702490680418645e-05,4.991414662544205e-10,8.274178465399779e-10,7.063254819123748e-08
1892,5.515143805366408e-05,5.665562146412689e-10,8.461542319989793e-10,6.939941446911949e-08
1893,5.622873712647041e-05,5.529753877020482e-10,8.140386737703104e-10,6.923575516079186e-08
1894,5.721588240703568e-05,6.08166314927264e-10,8.747717966661739e-10,6.90910389217996e-08
1895,5.799394213162097e-05,7.23530291235619e-10,7.550971613851892e-10,6.863197553132392e-08
