ngram,wheel,whel,wheell,whee
1597,2.96282873283157e-06,1.2106209266806089e-07,0.0,5.969717936490529e-07
1598,1.6364575588210884e-05,1.2106209266806089e-07,0.0,5.969717936490529e-07
1599,1.6364575588210884e-05,1.2106209266806089e-07,0.0,0.0
1600,1.5577974766399295e-05,1.2106209266806089e-07,0.0,0.0
1601,1.5577974766399295e-05,1.2106209266806089e-07,0.0,0.0
1602,1.4087988574829069e-05,1.2106209266806089e-07,0.0,0.0
1603,1.4087988574829069e-05,1.2106209266806089e-07,0.0,0.0
1604,1.4769069853822917e-05,0.0,0.0,0.0
1605,1.3256633175322868e-06,0.0,0.0,0.0
1606,2.4467848334097653e-06,0.0,0.0,0.0
1607,2.340278748696229e-06,0.0,0.0,0.0
1608,3.738021908767613e-06,0.0,0.0,0.0
1609,3.4248197380293277e-06,0.0,0.0,0.0
1610,3.4248197380293277e-06,0.0,0.0,0.0
1611,2.7437384590354796e-06,0.0,0.0,0.0
1612,2.787865404180983e-06,0.0,0.0,0.0
1613,1.9863648503815057e-06,0.0,0.0,0.0
1614,3.3048038403649116e-06,0.0,0.0,0.0
1615,1.907060680293528e-06,0.0,0.0,0.0
1616,1.907060680293528e-06,0.0,0.0,0.0
1617,2.6483086717884622e-06,0.0,0.0,0.0
1618,2.7467858103591425e-06,0.0,0.0,0.0
1619,4.503406095019662e-06,0.0,0.0,0.0
1620,4.5867407883244075e-06,0.0,0.0,1.0073891384568664e-07
1621,3.2683017983410016e-06,0.0,0.0,1.0073891384568664e-07
1622,3.2683017983410016e-06,0.0,0.0,1.0073891384568664e-07
1623,3.5377159893609393e-06,0.0,0.0,1.0073891384568664e-07
1624,2.796467997866005e-06,0.0,0.0,1.0073891384568664e-07
1625,2.6979908592953246e-06,0.0,0.0,1.0073891384568664e-07
1626,1.3612352956572847e-06,0.0,0.0,1.0073891384568664e-07
1627,9.58279640274538e-07,0.0,0.0,0.0
1628,9.58279640274538e-07,0.0,0.0,1.310232521843448e-07
1629,1.2883970157417934e-06,0.0,0.0,1.310232521843448e-07
1630,1.2777298122403278e-06,0.0,0.0,1.310232521843448e-07
1631,1.4477697699736121e-06,0.0,0.0,1.8770323809543958e-07
1632,1.631022038444436e-06,0.0,0.0,1.8770323809543958e-07
1633,1.0792493867484154e-06,0.0,0.0,1.8770323809543958e-07
1634,1.4495038677913335e-06,0.0,0.0,1.8770323809543958e-07
1635,1.778782721625508e-06,0.0,0.0,5.6679985911094784e-08
1636,1.7091985812710066e-06,0.0,0.0,5.6679985911094784e-08
1637,2.1820528997653e-06,0.0,0.0,1.2984011326417593e-07
1638,2.146683016235329e-06,0.0,0.0,2.078302015563947e-07
1639,2.3527818890605497e-06,0.0,0.0,2.078302015563947e-07
1640,2.2156890915019697e-06,0.0,0.0,2.078302015563947e-07
1641,2.2634892096513274e-06,0.0,0.0,2.078302015563947e-07
1642,3.121658591810826e-06,0.0,0.0,2.078302015563947e-07
1643,2.861125356698072e-06,0.0,0.0,2.078302015563947e-07
1644,2.312846983646263e-06,0.0,0.0,1.3467007420331356e-07
1645,2.7675788487613318e-06,0.0,0.0,0.0
1646,2.3782277074652872e-06,0.0,0.0,0.0
1647,9.245234407119693e-06,0.0,0.0,0.0
1648,9.514918328282615e-06,0.0,0.0,0.0
1649,8.562153409132276e-06,0.0,0.0,0.0
1650,9.52839642260577e-06,0.0,0.0,0.0
1651,9.689074139324866e-06,0.0,0.0,0.0
1652,9.767728930195777e-06,0.0,0.0,0.0
1653,1.021998361596031e-05,0.0,0.0,0.0
1654,4.099674275234325e-06,0.0,0.0,0.0
1655,4.341584469459901e-06,0.0,0.0,0.0
1656,7.097185126830092e-06,0.0,0.0,0.0
1657,6.742639600685964e-06,0.0,0.0,0.0
1658,7.846261139223185e-06,0.0,0.0,0.0
1659,7.596377827212564e-06,0.0,0.0,0.0
1660,7.70534672613264e-06,0.0,0.0,0.0
1661,8.033615910920031e-06,0.0,0.0,0.0
1662,8.159563516788434e-06,0.0,0.0,0.0
1663,6.089009242974239e-06,0.0,0.0,0.0
1664,7.128036973621679e-06,0.0,0.0,3.9302981187055204e-08
1665,6.165422584152631e-06,0.0,0.0,3.9302981187055204e-08
1666,6.506268748905443e-06,0.0,0.0,3.9302981187055204e-08
1667,6.7239007616340785e-06,0.0,0.0,3.9302981187055204e-08
1668,6.436492120493702e-06,0.0,0.0,3.9302981187055204e-08
1669,5.92006946525154e-06,0.0,0.0,6.925707347298677e-08
1670,5.3868314548058805e-06,0.0,0.0,6.925707347298677e-08
1671,5.417844574497264e-06,0.0,0.0,2.995409228593157e-08
1672,5.572452437263564e-06,0.0,0.0,2.995409228593157e-08
1673,5.135090175047351e-06,0.0,0.0,7.943983299745533e-08
1674,4.876722966530776e-06,0.0,0.0,7.943983299745533e-08
1675,5.050083050913859e-06,0.0,0.0,1.8239533160015397e-07
1676,5.241000085983874e-06,0.0,0.0,1.9538774966219664e-07
1677,5.391887563226712e-06,0.0,0.0,1.9538774966219664e-07
1678,4.8056706743539375e-06,0.0,0.0,1.9538774966219664e-07
1679,4.650562167236265e-06,2.3071769256992932e-08,0.0,1.9538774966219664e-07
1680,4.817656937510557e-06,2.3071769256992932e-08,0.0,1.459020089506729e-07
1681,5.483088443725137e-06,2.3071769256992932e-08,0.0,1.6827785641128556e-07
1682,5.086679396169659e-06,2.3071769256992932e-08,0.0,6.532235780858692e-08
1683,5.106874466166898e-06,2.3071769256992932e-08,0.0,2.237584746061267e-08
1684,5.212370069784811e-06,5.22933488257747e-08,0.0,2.237584746061267e-08
1685,4.379524430727802e-06,5.22933488257747e-08,0.0,2.237584746061267e-08
1686,4.364713796738735e-06,2.9221579568781764e-08,0.0,2.237584746061267e-08
1687,4.08196215825488e-06,2.9221579568781764e-08,0.0,2.237584746061267e-08
1688,5.132438023533073e-06,2.9221579568781764e-08,0.0,0.0
1689,5.136210152808676e-06,2.9221579568781764e-08,0.0,0.0
1690,4.572857002520843e-06,2.9221579568781764e-08,0.0,0.0
1691,4.125710656158585e-06,0.0,0.0,2.446605305652026e-08
1692,3.957707024580616e-06,0.0,0.0,7.180214213674065e-08
1693,6.278266710069147e-06,0.0,0.0,7.180214213674065e-08
1694,6.511206168267693e-06,0.0,0.0,7.180214213674065e-08
1695,4.569439657383814e-06,0.0,0.0,7.180214213674065e-08
1696,4.331823447500938e-06,0.0,0.0,8.754808789035451e-08
1697,4.60775655548267e-06,0.0,0.0,9.48951627118991e-08
1698,5.303957371844652e-06,0.0,0.0,8.080038022788877e-08
1699,5.653649558163514e-06,0.0,0.0,5.9603371888832564e-08
1700,3.383307460223607e-06,0.0,0.0,5.9603371888832564e-08
1701,3.0700354208030537e-06,0.0,0.0,5.9603371888832564e-08
1702,3.158931284425697e-06,0.0,0.0,5.9603371888832564e-08
1703,2.8724312650345903e-06,0.0,0.0,5.489863598638424e-08
1704,2.6087861775587432e-06,8.66176666899524e-09,0.0,6.487509450283011e-08
1705,2.074011315958809e-06,1.7819571342313012e-08,0.0,6.366162860363797e-08
1706,1.8290038375263457e-06,2.889495423882441e-08,0.0,3.752254786247379e-08
1707,1.406309353667114e-06,2.889495423882441e-08,0.0,6.182745388676786e-08
1708,1.4639129639298126e-06,3.8540821581786333e-08,0.0,7.14733212297298e-08
1709,1.1525379518064125e-06,3.8540821581786333e-08,0.0,7.14733212297298e-08
1710,1.7797590479468845e-06,3.8540821581786333e-08,0.0,6.043211137856425e-08
1711,1.948846894655227e-06,2.9879054912791096e-08,0.0,4.3108578040573775e-08
1712,1.7329169687790063e-06,2.072125023947332e-08,0.0,3.3950773367256004e-08
1713,1.663376264917003e-06,9.645867342961928e-09,0.0,3.3950773367256004e-08
1714,1.8724481784764585e-06,9.645867342961928e-09,0.0,9.645867342961928e-09
1715,1.8590120021144685e-06,0.0,0.0,0.0
1716,2.211899892959731e-06,0.0,0.0,0.0
1717,2.1289021999239466e-06,7.641405476631137e-09,0.0,7.641405476631137e-09
1718,2.2096155995703678e-06,7.641405476631137e-09,0.0,1.5383161918894724e-08
1719,2.305446506462821e-06,1.4226276537751152e-08,0.0,2.196803298001474e-08
1720,2.49276982750806e-06,1.4226276537751152e-08,0.0,2.196803298001474e-08
1721,2.3091191029119988e-06,1.4226276537751152e-08,0.0,2.196803298001474e-08
1722,2.5565734793937215e-06,1.4226276537751152e-08,0.0,4.51507930725776e-08
1723,2.4773453495592027e-06,1.4226276537751152e-08,0.0,5.1325969252502546e-08
1724,2.605209325728148e-06,6.584871061120014e-09,0.0,4.9555483526221774e-08
1725,4.2885437616340435e-06,6.584871061120014e-09,0.0,4.1813727083958186e-08
1726,4.824375634728183e-06,0.0,0.0,4.1616354045410324e-08
1727,4.86990006720589e-06,6.842715854255792e-09,0.0,4.8459069899666115e-08
1728,5.298021830770137e-06,6.842715854255792e-09,0.0,4.8459069899666115e-08
1729,5.1228672646175255e-06,6.842715854255792e-09,0.0,2.5276309807103255e-08
1730,6.061825729375414e-06,6.842715854255792e-09,0.0,1.910113362717831e-08
1731,6.731954743242698e-06,1.3809455420446933e-08,0.0,1.3230213876827942e-08
1732,5.50082588038744e-06,1.3809455420446933e-08,0.0,1.9488737734718597e-08
1733,4.945706499321594e-06,1.3809455420446933e-08,0.0,3.4175547471347404e-08
1734,5.728947030547715e-06,6.966739566191141e-09,0.0,2.733283161709161e-08
1735,5.676137772882482e-06,6.966739566191141e-09,0.0,2.733283161709161e-08
1736,7.164872678393814e-06,6.966739566191141e-09,0.0,2.733283161709161e-08
1737,6.2884804005339646e-06,6.966739566191141e-09,0.0,3.425445984005039e-08
1738,5.209640871076512e-06,5.491816271582398e-09,0.0,3.425445984005039e-08
1739,5.087064307320231e-06,8.722732758315033e-09,0.0,3.445776895562501e-08
1740,6.127159200072388e-06,8.722732758315033e-09,0.0,1.3383461196424053e-08
1741,7.019138073311686e-06,8.722732758315033e-09,0.0,1.9324811972865064e-08
1742,7.94333875221907e-06,8.722732758315033e-09,0.0,1.9324811972865064e-08
1743,7.522338202241892e-06,8.722732758315033e-09,0.0,2.8956205560299557e-08
1744,7.908564871935855e-06,8.722732758315033e-09,0.0,2.2034577337340774e-08
1745,9.36826440270774e-06,9.542492510458293e-09,0.0,2.2034577337340774e-08
1746,9.57525298872497e-06,1.1289553165332628e-08,0.0,1.5572744363875505e-08
1747,1.0434398453591192e-05,1.1289553165332628e-08,0.0,6.13234136486491e-08
1748,9.277330199048655e-06,1.1289553165332628e-08,3.639731817526938e-09,5.538206287220808e-08
1749,8.83632174009108e-06,1.1289553165332628e-08,3.639731817526938e-09,5.538206287220808e-08
1750,8.562253957019753e-06,1.1289553165332628e-08,3.639731817526938e-09,4.904940073150296e-08
1751,9.10250907639108e-06,1.4858691800766013e-08,3.639731817526938e-09,5.2618539366936345e-08
1752,8.481453343327822e-06,8.547115777040354e-09,3.639731817526938e-09,5.651712951605857e-08
1753,9.160529576287704e-06,3.569138635433384e-09,3.639731817526938e-09,5.651712951605857e-08
1754,8.91798410001294e-06,3.569138635433384e-09,3.639731817526938e-09,1.495052894183248e-08
1755,1.1297067495823804e-05,3.569138635433384e-09,0.0,1.495052894183248e-08
1756,1.2823220588740827e-05,6.604609177023641e-09,0.0,1.7985999483422736e-08
1757,1.4735098245312526e-05,9.649732441679199e-09,0.0,2.0777514566004485e-08
1758,1.4985108594243815e-05,6.080593806245815e-09,0.0,1.7208375930571103e-08
1759,1.486864636847583e-05,6.080593806245815e-09,0.0,2.026737558732553e-08
1760,1.4438804880358345e-05,1.4064694551864574e-08,0.0,2.2928742587120203e-08
1761,1.5242764805277278e-05,1.6840262010272714e-08,0.0,1.87446738765727e-08
1762,1.4053819670932302e-05,1.6840262010272714e-08,0.0,1.87446738765727e-08
1763,1.3539270574775791e-05,1.6643466033932393e-08,0.0,2.1386552465482315e-08
1764,1.433822736934027e-05,1.6409022458268348e-08,0.0,1.8106985625162712e-08
1765,1.484307176724542e-05,1.6409022458268348e-08,0.0,3.579143610059938e-08
1766,1.6666831210646444e-05,1.9810074596599795e-08,0.0,2.8833846294722728e-08
1767,1.814973269834549e-05,1.1825973850981036e-08,0.0,3.206148388049509e-08
1768,1.9381975887102142e-05,1.1732618939877933e-08,0.0,4.01081215224102e-08
1769,1.8980372780268745e-05,1.1732618939877933e-08,0.0,4.315438114791245e-08
1770,2.1585882937610483e-05,1.1776865958625291e-08,0.0,4.324287518540716e-08
1771,2.152231549449165e-05,8.966186269633778e-09,0.0,4.5697483130879846e-08
1772,2.1425480814027003e-05,8.966186269633778e-09,0.0,3.06491144844553e-08
1773,2.107376206237989e-05,5.5651341313023295e-09,0.0,3.06491144844553e-08
1774,2.0312229415659594e-05,8.237597270976948e-09,0.0,3.01050361782375e-08
1775,1.8388981776037588e-05,5.5553847236719125e-09,0.0,3.072446601899108e-08
1776,1.9022433142319123e-05,5.5553847236719125e-09,0.0,3.310294540069338e-08
1777,1.656894047690522e-05,5.590513448997367e-09,0.0,3.0255152542021535e-08
1778,1.4084544740658852e-05,5.590513448997367e-09,0.0,3.611443969272646e-08
1779,1.464822915815083e-05,5.590513448997367e-09,0.0,4.116341502578637e-08
1780,1.325760851094466e-05,5.590513448997367e-09,0.0,6.230567706211332e-08
1781,1.3135469089320395e-05,4.830567184350392e-09,0.0,6.652333541166757e-08
1782,1.2775283461711037e-05,6.988700665796646e-09,0.0,5.785726792899888e-08
1783,1.2312192666286137e-05,9.163299706317827e-09,0.0,5.243252892179433e-08
1784,1.1858529303156371e-05,7.909721512687286e-09,0.0,5.617236707524041e-08
1785,1.2721344319288619e-05,9.527843910664809e-09,0.0,5.475652642417117e-08
1786,1.2346462036865497e-05,9.527843910664809e-09,0.0,4.9751665898156716e-08
1787,1.3470690386644232e-05,9.527843910664809e-09,0.0,3.376597033723426e-08
1788,1.3341637246152718e-05,8.921879108519143e-09,0.0,3.2042698145622646e-08
1789,1.3558369573729578e-05,9.090515261180241e-09,0.0,3.90230070479447e-08
1790,1.4014533657505776e-05,6.91591622065906e-09,0.0,5.0071490826602323e-08
1791,1.593643979244267e-05,6.337410342536844e-09,0.0,4.99294000430187e-08
1792,1.782207826701259e-05,9.072336152168451e-09,0.0,4.348545193774303e-08
1793,1.844760325704036e-05,1.0058358273263529e-08,0.0,4.4749343786065765e-08
1794,2.0279022854603162e-05,1.0058358273263529e-08,9.979855672018596e-10,4.3584719579468715e-08
1795,2.2631640344375876e-05,9.665078324973462e-09,9.979855672018596e-10,4.761794488875434e-08
1796,2.475762812537141e-05,7.3383086908661104e-09,9.979855672018596e-10,4.537844411345304e-08
1797,2.5457944762560407e-05,7.905232341747542e-09,1.5649092180832928e-09,3.829842576408282e-08
1798,2.413294350844808e-05,7.976579460436791e-09,1.5649092180832928e-09,3.46759114121044e-08
1799,2.3683497732106063e-05,3.623531252827661e-09,1.5649092180832928e-09,4.0422668894685946e-08
1800,2.3513411828649362e-05,5.1074927144765885e-09,1.5649092180832928e-09,4.224187526753147e-08
1801,2.2079431021536167e-05,6.500514158704261e-09,5.66923650881433e-10,4.4286358960984474e-08
1802,2.170619726322392e-05,7.323749226121176e-09,5.66923650881433e-10,3.718921602415191e-08
1803,2.3248347913197775e-05,9.429748918218398e-09,3.023923333955736e-09,4.368040659333669e-08
1804,2.4083015107732664e-05,1.038821308339623e-08,2.4569996830743027e-09,5.0084578008733974e-08
1805,2.5191588325209784e-05,1.0529287283337193e-08,2.4569996830743027e-09,5.3683232335645566e-08
1806,2.5883453417918645e-05,1.2597688099041143e-08,2.7155497850372967e-09,5.139399153871896e-08
1807,2.7414648814426202e-05,1.0964589426874584e-08,2.7155497850372967e-09,5.3162660813248815e-08
1808,2.7332940070274553e-05,1.0277657518693267e-08,2.7155497850372967e-09,5.607003623302782e-08
1809,2.5624023822144538e-05,1.0169473707577481e-08,2.7155497850372967e-09,6.106458170864113e-08
1810,2.3651009931719663e-05,1.067872577666305e-08,1.784113650466728e-09,5.5281024202713525e-08
1811,2.2396030674696832e-05,9.856489783085668e-09,1.784113650466728e-09,5.3814977616996525e-08
1812,2.3650202040568858e-05,1.0229060075163586e-08,3.9324880812025805e-09,5.711007895164195e-08
1813,2.1649325909882983e-05,9.518515055516121e-09,3.6739379792395864e-09,5.9310828756256994e-08
1814,1.962053374882089e-05,9.517462690971407e-09,4.718728645920172e-09,5.7629692256406477e-08
1815,1.974037500726159e-05,1.016335809162732e-08,6.843276421721254e-09,5.4286971362671466e-08
1816,2.213844917215673e-05,1.00564164614728e-08,7.03344914056357e-09,5.0982903486231276e-08
1817,2.1001481270234634e-05,9.668683187413762e-09,5.507885592059836e-09,5.1874322488336995e-08
1818,2.1293203254962073e-05,9.860705712278722e-09,5.86595532465444e-09,5.335175399880297e-08
1819,2.08973706321558e-05,9.542424818574448e-09,3.867878335077941e-09,5.0328099782908405e-08
1820,2.3083442231706742e-05,1.0542919997342487e-08,4.015275271004473e-09,4.715352781252997e-08
1821,2.4662737424867892e-05,1.0606967241041535e-08,3.227593113410064e-09,4.541643632600361e-08
1822,2.7703964276172754e-05,1.0876978048405102e-08,1.1030453376089815e-09,4.705195192197412e-08
1823,2.7304625681218958e-05,1.0057910123809473e-08,1.0533353871673106e-09,4.662597850670279e-08
1824,2.8969961931579746e-05,9.573951853525386e-09,1.3215754205272594e-09,4.793095926507769e-08
1825,2.9523673219955526e-05,9.944945502025706e-09,9.635056879326547e-10,4.33713106064358e-08
1826,2.9818492683781577e-05,9.184759746411991e-09,1.5241977362785114e-09,4.1347855425247615e-08
1827,2.9314327808346468e-05,7.66297362072724e-09,1.690512618779394e-09,4.281474654175911e-08
1828,2.9832486688974313e-05,7.204411067718297e-09,1.433404109693218e-09,4.366582930158204e-08
1829,2.8771630760664785e-05,6.566255253811651e-09,1.433404109693218e-09,4.092678703874039e-08
1830,2.7769735295026165e-05,7.0075959955419515e-09,1.7694640356121942e-09,4.098637873539701e-08
1831,2.7068594135926105e-05,5.635614419574608e-09,1.5012240022522455e-09,4.179495200722678e-08
1832,2.7201419860440573e-05,4.965492620253745e-09,1.7566723789893705e-09,4.124984544416423e-08
1833,2.6461763159854206e-05,5.4452187838092774e-09,1.3755959387446686e-09,4.112869841524766e-08
1834,2.593087109354591e-05,5.273135483818692e-09,1.4771850885354964e-09,3.873081817167596e-08
1835,2.5180959710269235e-05,6.758836411181944e-09,1.5609684893875502e-09,3.736868541588072e-08
1836,2.3534720250089386e-05,7.05103658000488e-09,1.861213207364289e-09,4.015206605296433e-08
1837,2.3866012790157193e-05,6.914120323894427e-09,1.539573333899012e-09,3.885394304705057e-08
1838,2.4263853057553725e-05,7.382124879638598e-09,1.9975278336176974e-09,4.3375906041579326e-08
1839,2.52101469543829e-05,7.316548731952009e-09,1.8936423302433933e-09,4.188571140722226e-08
1840,2.4569610104663298e-05,7.075777011930232e-09,1.7149012130980778e-09,4.1953258644866764e-08
1841,2.4156249440108824e-05,7.04109396184752e-09,1.5095330779019938e-09,4.462337166444286e-08
1842,2.4174221575127115e-05,6.877723565271562e-09,1.8514577490183877e-09,4.649407487582786e-08
1843,2.4527087589376606e-05,6.3885778254859e-09,1.6823620909077265e-09,4.413122997196492e-08
1844,2.4998538200244574e-05,8.119936754726252e-09,1.7278278331898734e-09,4.433857649287022e-08
1845,2.4369501521245445e-05,9.015561471973195e-09,1.3366120987789998e-09,3.36990559901551e-08
1846,2.3838454061270958e-05,9.919942391332727e-09,1.315490224687973e-09,3.460586001884687e-08
1847,2.417481248682764e-05,1.1209687971509247e-08,1.4067401529363872e-09,3.640431473732926e-08
1848,2.554469782418372e-05,1.1892393609563051e-08,1.4155580200078281e-09,3.821361487561197e-08
1849,2.6531211135859068e-05,1.1418494721177857e-08,1.3660266885904905e-09,4.1338551883183886e-08
1850,2.680025655925939e-05,1.153352860835558e-08,1.5196970983209569e-09,4.743348088912366e-08
1851,2.7112218179224457e-05,1.0513289350200239e-08,1.6907772959484646e-09,5.1106913748607697e-08
1852,2.8283730249053667e-05,9.99155913561367e-09,2.1296542386726814e-09,5.590023834299375e-08
1853,2.911779068069466e-05,9.328857622900192e-09,2.6265846640529033e-09,5.916715346237262e-08
1854,3.067580837523565e-05,8.571216688782864e-09,3.293196287097138e-09,6.490381971551479e-08
1855,3.101980915484351e-05,8.938768519024215e-09,3.494459578843946e-09,6.332467198230266e-08
1856,3.0866815255389414e-05,9.537574222459203e-09,3.317078056674916e-09,6.302604609637846e-08
1857,3.190846421473127e-05,1.0031538520495685e-08,3.706137761762461e-09,6.091785970901193e-08
1858,3.2599382393527776e-05,1.1193856127736775e-08,3.4499160274568753e-09,6.185549900854831e-08
1859,3.2192779274607475e-05,1.1503613173147187e-08,3.0661590964621764e-09,6.203784406823485e-08
1860,3.207407098670956e-05,1.1585396642033174e-08,2.499782880693857e-09,6.304134915678463e-08
1861,3.180761866263181e-05,1.089968648670947e-08,3.6807565487581175e-09,5.7993706852650055e-08
1862,3.1373469807606724e-05,1.2005543987519168e-08,3.817925301305028e-09,6.058383001621743e-08
1863,3.185949468128716e-05,1.1931028863289482e-08,4.00103313179047e-09,6.29296767077189e-08
1864,3.2624883325687346e-05,1.2607321662829106e-08,3.5155344429200444e-09,6.504510251050175e-08
1865,3.295732442763567e-05,1.0832809823771835e-08,3.842592942250787e-09,6.471289231464133e-08
1866,3.3929404837960776e-05,1.0548284404673528e-08,4.207369976226362e-09,6.947878260023441e-08
1867,3.441421748513156e-05,1.1033937700030298e-08,4.924198985075837e-09,7.027850149451556e-08
1868,3.41479714864233e-05,1.1790071902899918e-08,3.237497127526824e-09,7.251514944073278e-08
1869,3.5358447348698974e-05,1.1181382169362614e-08,3.551203902369642e-09,7.162871083567421e-08
1870,3.524196394469722e-05,1.0507727132846867e-08,3.5916654729715803e-09,7.344291930166946e-08
1871,3.466846568958967e-05,1.0545497047027247e-08,3.44386104950927e-09,7.918057523933644e-08
1872,3.386690072407613e-05,1.1077901770509665e-08,3.2882574877276684e-09,8.123662301581394e-08
1873,3.407700751267839e-05,1.0970446265698034e-08,3.2307179590304204e-09,7.883337665199569e-08
1874,3.383832647939146e-05,1.1141007227877253e-08,2.651597318698811e-09,8.138698299425024e-08
1875,3.435922943546237e-05,1.1271519083168511e-08,2.408752146156244e-09,8.497379663400092e-08
1876,3.335248064623946e-05,1.0244254841243868e-08,1.7678545254679839e-09,8.582532728951264e-08
1877,3.325244610355834e-05,1.1096115772245087e-08,1.5551999331199694e-09,8.287242638159244e-08
1878,3.303953131502827e-05,1.051014564268371e-08,1.7686213921968325e-09,7.52584229855659e-08
1879,3.338091482874006e-05,1.033845732832463e-08,1.7263561215484303e-09,7.498247762376715e-08
1880,3.317924659183648e-05,1.1048857828654945e-08,1.6590133552644e-09,7.790390757885948e-08
1881,3.343583635536821e-05,1.1464211928975082e-08,1.870662513780985e-09,7.546431796916814e-08
1882,3.3963698764897087e-05,1.1682252625584105e-08,2.1315269232197967e-09,7.36807623167936e-08
