ngram,football,fotball,footbal,foootball
1674,7.915529514385916e-08,0.0,0.0,0.0
1675,7.915529514385916e-08,0.0,0.0,0.0
1676,4.920120285792759e-08,0.0,0.0,0.0
1677,4.920120285792759e-08,0.0,0.0,0.0
1678,4.920120285792759e-08,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,2.237584746061267e-08,0.0,0.0,0.0
1682,8.285894637083402e-08,0.0,0.0,0.0
1683,8.285894637083402e-08,0.0,0.0,0.0
1684,8.285894637083402e-08,0.0,0.0,0.0
1685,1.0306477804533642e-07,0.0,0.0,0.0
1686,1.0306477804533642e-07,0.0,0.0,0.0
1687,1.0306477804533642e-07,0.0,0.0,0.0
1688,8.068893058472376e-08,0.0,0.0,0.0
1689,2.0205831674502406e-08,0.0,0.0,0.0
1690,2.0205831674502406e-08,0.0,0.0,0.0
1691,2.0205831674502406e-08,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,7.347074821544603e-09,0.0,0.0,0.0
1698,1.7718345394054528e-08,0.0,0.0,0.0
1699,1.7718345394054528e-08,0.0,0.0,0.0
1700,1.7718345394054528e-08,0.0,0.0,0.0
1701,1.7718345394054528e-08,0.0,0.0,0.0
1702,1.7718345394054528e-08,0.0,0.0,0.0
1703,2.8759555245220066e-08,0.0,0.0,0.0
1704,2.1412480423675462e-08,0.0,0.0,0.0
1705,3.8514624886179915e-08,0.0,0.0,0.0
1706,4.959000778269131e-08,0.0,0.0,0.0
1707,7.389491380698538e-08,0.0,0.0,0.0
1708,7.389491380698538e-08,0.0,0.0,0.0
1709,7.389491380698538e-08,0.0,0.0,0.0
1710,8.006872726744924e-08,0.0,0.0,0.0
1711,1.1883804213701816e-07,0.0,0.0,0.0
1712,9.136462710200379e-08,0.0,0.0,0.0
1713,8.028924420549239e-08,0.0,0.0,0.0
1714,5.5984338181198316e-08,0.0,0.0,0.0
1715,5.5984338181198316e-08,0.0,0.0,0.0
1716,5.5984338181198316e-08,0.0,0.0,0.0
1717,4.6410720346200055e-08,0.0,0.0,0.0
1718,2.3124918361158312e-08,0.0,0.0,0.0
1719,2.3124918361158312e-08,0.0,0.0,0.0
1720,2.3124918361158312e-08,0.0,0.0,0.0
1721,2.3124918361158312e-08,0.0,0.0,0.0
1722,3.085250505867927e-08,0.0,0.0,0.0
1723,3.702768123860421e-08,0.0,0.0,0.0
1724,2.9386275761973072e-08,0.0,0.0,0.0
1725,2.860866895762878e-08,0.0,0.0,0.0
1726,1.3635957851119786e-06,0.0,0.0,0.0
1727,1.3635957851119786e-06,0.0,0.0,0.0
1728,1.3635957851119786e-06,0.0,0.0,0.0
1729,1.3558681984144577e-06,0.0,0.0,0.0
1730,1.3496930222345327e-06,0.0,0.0,0.0
1731,1.363626501366915e-06,0.0,0.0,0.0
1732,1.348920595286732e-06,0.0,0.0,0.0
1733,1.3933479132382282e-08,0.0,0.0,0.0
1734,1.9095210745945224e-08,0.0,0.0,0.0
1735,2.5562136788234317e-08,0.0,0.0,0.0
1736,2.5562136788234317e-08,0.0,0.0,0.0
1737,2.5562136788234317e-08,0.0,0.0,0.0
1738,1.2695680037414343e-07,0.0,0.0,0.0
1739,1.3341863334760872e-07,0.0,0.0,0.0
1740,1.3341863334760872e-07,0.0,0.0,0.0
1741,1.5202230483980982e-07,0.0,0.0,0.0
1742,1.5193275107857778e-07,0.0,0.0,0.0
1743,1.5193275107857778e-07,0.0,0.0,0.0
1744,1.5193275107857778e-07,0.0,0.0,0.0
1745,4.922776040773767e-08,0.0,0.0,0.0
1746,4.27659274342724e-08,0.0,0.0,0.0
1747,4.27659274342724e-08,0.0,0.0,0.0
1748,4.447864603613587e-08,0.0,0.0,0.0
1749,5.792239526109759e-08,0.0,0.0,0.0
1750,6.451985815455633e-08,0.0,0.0,0.0
1751,8.593469047468716e-08,0.0,0.0,0.0
1752,7.721012857635807e-08,0.0,0.0,0.0
1753,9.22981858561148e-08,0.0,0.0,0.0
1754,1.0485039224152257e-07,0.0,0.0,0.0
1755,7.937227053389506e-08,0.0,0.0,0.0
1756,5.95511490278763e-08,0.0,0.0,0.0
1757,6.817930245769535e-08,0.0,0.0,0.0
1758,5.6087224261805857e-08,0.0,0.0,0.0
1759,6.26250188214986e-08,0.0,0.0,0.0
1760,6.882789754009927e-08,0.0,0.0,0.0
1761,7.29290953976098e-08,0.0,0.0,0.0
1762,8.097684148619269e-08,0.0,0.0,0.0
1763,1.0368623800819218e-07,0.0,0.0,0.0
1764,1.362421763977701e-07,0.0,0.0,0.0
1765,1.4755128116153822e-07,0.0,0.0,0.0
1766,1.405159485910547e-07,0.0,0.0,0.0
1767,1.2216951488548083e-07,0.0,0.0,0.0
1768,1.3233823611561286e-07,0.0,0.0,0.0
1769,1.3342926941106725e-07,0.0,0.0,0.0
1770,1.1936863764105965e-07,0.0,0.0,0.0
1771,9.001558939506335e-08,0.0,0.0,0.0
1772,7.201981233606602e-08,0.0,0.0,0.0
1773,7.640433276532934e-08,0.0,0.0,0.0
1774,8.414968303124429e-08,0.0,0.0,0.0
1775,7.754838168442088e-08,0.0,2.8886891608895635e-09,0.0
1776,7.92590803147927e-08,0.0,2.8886891608895635e-09,0.0
1777,9.103666722052952e-08,0.0,2.8886891608895635e-09,0.0
1778,7.817044814625465e-08,0.0,2.8886891608895635e-09,0.0
1779,8.834279441316539e-08,0.0,2.8886891608895635e-09,0.0
1780,1.0874690456067323e-07,0.0,2.8886891608895635e-09,0.0
1781,1.1144466987340301e-07,0.0,2.8886891608895635e-09,0.0
1782,1.041726466358536e-07,0.0,0.0,0.0
1783,9.549776766196569e-08,0.0,0.0,0.0
1784,9.338061016502966e-08,0.0,0.0,0.0
1785,9.752705690654498e-08,0.0,0.0,0.0
1786,4.09022416698284e-07,0.0,0.0,0.0
1787,3.950132921711916e-07,0.0,0.0,0.0
1788,3.907715388099372e-07,0.0,0.0,0.0
1789,4.092341269666479e-07,0.0,0.0,0.0
1790,4.3910013098573994e-07,0.0,0.0,0.0
1791,4.3165059894688186e-07,0.0,0.0,0.0
1792,4.295596990492153e-07,0.0,0.0,0.0
1793,1.1413010980731997e-07,0.0,0.0,0.0
1794,1.2190523485904642e-07,0.0,0.0,0.0
