ngram,math,mat,mth,math
1814,2.571417983939942e-07,3.3542170123317713e-06,1.2296019592992836e-07,2.571417983939942e-07
1815,2.554977202505272e-07,3.33418188347423e-06,1.1888258606112296e-07,2.554977202505272e-07
1816,2.5851844449269787e-07,3.2714445816444434e-06,1.1359641100788004e-07,2.5851844449269787e-07
1817,2.3754569156153593e-07,3.2309188294935405e-06,1.096662793591869e-07,2.3754569156153593e-07
1818,2.1394343718839082e-07,3.2962719030495336e-06,1.0297583839604028e-07,2.1394343718839082e-07
1819,1.8223939183111986e-07,3.4086845386939657e-06,9.863486078692014e-08,1.8223939183111986e-07
1820,1.7070566522241798e-07,3.441382075054987e-06,9.699476980326186e-08,1.7070566522241798e-07
1821,1.8589812254633996e-07,3.427884881343094e-06,9.183348430903087e-08,1.8589812254633996e-07
1822,2.129123280220873e-07,3.3115446577929627e-06,1.0332883348951327e-07,2.129123280220873e-07
1823,2.86464098410631e-07,3.4069232047581214e-06,9.9369371651749e-08,2.86464098410631e-07
1824,3.1276943397123045e-07,3.400707977821834e-06,9.952794550421068e-08,3.1276943397123045e-07
1825,3.0329613411238044e-07,3.310827131437171e-06,9.116906950014578e-08,3.0329613411238044e-07
1826,3.0013032922430026e-07,3.2158989142772043e-06,8.722925010878108e-08,3.0013032922430026e-07
1827,2.962977804697532e-07,3.2268173007261273e-06,8.530392392458452e-08,2.962977804697532e-07
1828,2.702661276998697e-07,3.160438317146535e-06,9.25196158415734e-08,2.702661276998697e-07
1829,2.3265821929336588e-07,3.1444141248877192e-06,7.181110157310805e-08,2.3265821929336588e-07
1830,1.53731251982338e-07,3.036287028278041e-06,7.313432703881517e-08,1.53731251982338e-07
1831,1.228897050152357e-07,3.0339500816418356e-06,6.774204765390226e-08,1.228897050152357e-07
1832,1.2671441140810202e-07,3.0386455754134138e-06,7.457455097892307e-08,1.2671441140810202e-07
1833,1.3708093352501498e-07,2.9834460682260603e-06,8.330518751011238e-08,1.3708093352501498e-07
1834,1.3456187377057306e-07,2.9289047103832544e-06,8.771356009771938e-08,1.3456187377057306e-07
1835,1.3986663763684452e-07,2.932489776087875e-06,8.572756472956047e-08,1.3986663763684452e-07
1836,1.4014654072168143e-07,2.91707488031534e-06,8.967495850648837e-08,1.4014654072168143e-07
1837,1.541412402161768e-07,2.8905230919917813e-06,8.722161786473797e-08,1.541412402161768e-07
1838,1.548249153009757e-07,2.862992135175903e-06,9.776978414168167e-08,1.548249153009757e-07
1839,1.5258260889692921e-07,2.8402148797925164e-06,1.1865536565989845e-07,1.5258260889692921e-07
1840,1.4150525982716188e-07,2.856729127285819e-06,1.1619159222066497e-07,1.4150525982716188e-07
1841,1.466020924973626e-07,2.8926078812219203e-06,1.0949082098120146e-07,1.466020924973626e-07
1842,1.3529804476775098e-07,2.8999092722057995e-06,1.1336904240774207e-07,1.3529804476775098e-07
1843,1.349575283273095e-07,2.916919973878456e-06,1.1981332396057302e-07,1.349575283273095e-07
1844,1.1678545571872487e-07,2.932482500130261e-06,1.2191607469601096e-07,1.1678545571872487e-07
1845,1.1976949057920398e-07,2.9188482975379363e-06,1.1416179392296857e-07,1.1976949057920398e-07
1846,1.216040713204945e-07,2.9274250599493305e-06,9.214020987461221e-08,1.216040713204945e-07
1847,1.2347890735294902e-07,2.9519103788646006e-06,9.79563949954354e-08,1.2347890735294902e-07
1848,1.231981780084165e-07,2.9328973596420838e-06,1.0405010085280861e-07,1.231981780084165e-07
1849,1.2577636912932837e-07,2.931972630904056e-06,1.1047076193498079e-07,1.2577636912932837e-07
1850,1.2804195291339836e-07,2.9529145909431724e-06,1.06004890199074e-07,1.2804195291339836e-07
1851,1.3826405112890176e-07,2.97662375357634e-06,1.0694394144853245e-07,1.3826405112890176e-07
1852,1.4113253955981365e-07,3.0008355419600515e-06,1.1185284977597933e-07,1.4113253955981365e-07
1853,1.4954003648069503e-07,3.015261589618084e-06,1.1370654919216707e-07,1.4954003648069503e-07
1854,1.5071059879444094e-07,2.9864924532116025e-06,1.1958398614199594e-07,1.5071059879444094e-07
1855,1.568779026683842e-07,2.9571175608517867e-06,1.2177208625579234e-07,1.568779026683842e-07
1856,1.58201122043725e-07,2.9416981176057433e-06,1.152396527410409e-07,1.58201122043725e-07
1857,1.5999754054973891e-07,2.9457920780779593e-06,1.242481764458197e-07,1.5999754054973891e-07
1858,1.5532546017636507e-07,2.9248157521318978e-06,1.3687747468793532e-07,1.5532546017636507e-07
1859,1.562822465725081e-07,2.9252003384629333e-06,1.3703338299007684e-07,1.562822465725081e-07
1860,1.5718945332667188e-07,2.9149296096875332e-06,1.4032060745096585e-07,1.5718945332667188e-07
1861,1.572980912507254e-07,2.895752394189393e-06,1.4217656131774804e-07,1.572980912507254e-07
1862,1.5709327629208148e-07,2.888102147023476e-06,1.4215695439848526e-07,1.5709327629208148e-07
1863,1.5396190633509832e-07,2.8440846823026992e-06,1.5846788719337773e-07,1.5396190633509832e-07
1864,1.4770817813314352e-07,2.7904958902321856e-06,1.5085359552001266e-07,1.4770817813314352e-07
1865,1.4984013725032647e-07,2.795206650521972e-06,1.410151863215755e-07,1.4984013725032647e-07
1866,1.5874800039585223e-07,2.7412626358065088e-06,1.404478737754289e-07,1.5874800039585223e-07
1867,1.5118535299864432e-07,2.77293747785734e-06,1.363077026488619e-07,1.5118535299864432e-07
1868,1.5081504857659767e-07,2.8010374860189458e-06,1.2571570400561021e-07,1.5081504857659767e-07
1869,1.5102852809637364e-07,2.8386233939922282e-06,1.1776457650317493e-07,1.5102852809637364e-07
1870,1.536792970974992e-07,2.8607615994198047e-06,1.0369200558508445e-07,1.536792970974992e-07
1871,1.617554273382536e-07,2.9323775834200205e-06,1.022921044377004e-07,1.617554273382536e-07
1872,1.5714166222226466e-07,2.95645440928638e-06,1.0279214888799158e-07,1.5714166222226466e-07
1873,1.4976988487498083e-07,3.0322805092250097e-06,1.0169249569409139e-07,1.4976988487498083e-07
1874,1.532531196549566e-07,2.992279275661401e-06,1.0156811214301342e-07,1.532531196549566e-07
1875,1.5260077848974367e-07,3.0175646575766483e-06,1.00464560099616e-07,1.5260077848974367e-07
1876,1.5835860470555678e-07,3.0481177353587034e-06,1.07989794376603e-07,1.5835860470555678e-07
1877,1.631222029832965e-07,3.1330233209051324e-06,1.0576615596034702e-07,1.631222029832965e-07
1878,1.5565084611677905e-07,3.133244685419153e-06,1.1238374903704035e-07,1.5565084611677905e-07
1879,1.5722819211662552e-07,3.1694233127512106e-06,1.1242988762205641e-07,1.5722819211662552e-07
1880,1.7335971693098274e-07,3.2121040476340568e-06,1.1016401454558686e-07,1.7335971693098274e-07
1881,1.7780010149895782e-07,3.3418210218120033e-06,1.1354567115111941e-07,1.7780010149895782e-07
1882,2.0636942516765494e-07,3.5522518179017685e-06,1.1363145802079089e-07,2.0636942516765494e-07
1883,2.0001528712652673e-07,3.6142744517876835e-06,1.0839426778375127e-07,2.0001528712652673e-07
1884,1.9551657309031206e-07,3.5702285978394296e-06,1.0649806065592721e-07,1.9551657309031206e-07
1885,1.9692837075321483e-07,3.5869561543222517e-06,9.973203012642834e-08,1.9692837075321483e-07
1886,2.0495278972378272e-07,3.5974214499999235e-06,1.0141971732277203e-07,2.0495278972378272e-07
1887,1.9364481472296446e-07,3.5800477949773527e-06,1.0521334457637619e-07,1.9364481472296446e-07
1888,1.917825613872992e-07,3.55478264931922e-06,1.0121904787346076e-07,1.917825613872992e-07
1889,1.6174069880240234e-07,3.4439549381204415e-06,1.0178023046591989e-07,1.6174069880240234e-07
1890,1.5971181507471295e-07,3.4570150221822715e-06,1.0452051059571334e-07,1.5971181507471295e-07
1891,1.6335465196399517e-07,3.588510740623211e-06,1.0531908145594571e-07,1.6335465196399517e-07
1892,1.7093018454618557e-07,3.635562312151056e-06,1.0349917240708756e-07,1.7093018454618557e-07
1893,1.627793133301176e-07,3.6628569952361952e-06,9.964068478244112e-08,1.627793133301176e-07
1894,1.8305170255773972e-07,3.6739442878440187e-06,9.79786390433089e-08,1.8305170255773972e-07
1895,1.7872550829776757e-07,3.6013243191389066e-06,9.924001480905125e-08,1.7872550829776757e-07
1896,1.9057228582499063e-07,3.5520811577173717e-06,9.446337604198821e-08,1.9057228582499063e-07
1897,1.960914305852514e-07,3.4788669966344188e-06,9.204030756596434e-08,1.960914305852514e-07
1898,1.9284285558894355e-07,3.3670063917920094e-06,9.296880116543044e-08,1.9284285558894355e-07
1899,1.8538286740619826e-07,3.3156863667370218e-06,9.489764859641322e-08,1.8538286740619826e-07
1900,1.9181450535857687e-07,3.263440995786888e-06,1.0044558759351016e-07,1.9181450535857687e-07
1901,1.6579214445755497e-07,3.280340998961557e-06,1.0287926650270102e-07,1.6579214445755497e-07
1902,1.6977773295171312e-07,3.3148296552099055e-06,1.026455923433137e-07,1.6977773295171312e-07
1903,1.825939120538221e-07,3.285991169832414e-06,1.0855219808750657e-07,1.825939120538221e-07
1904,1.7769207667177917e-07,3.296862327520752e-06,1.0718202604818674e-07,1.7769207667177917e-07
1905,1.8269926524031428e-07,3.264086899434915e-06,1.0649965836202163e-07,1.8269926524031428e-07
1906,1.8795206813138066e-07,3.2839516929275954e-06,1.0490109758620747e-07,1.8795206813138066e-07
1907,2.0516693512360818e-07,3.451105320501873e-06,1.0123690990277672e-07,2.0516693512360818e-07
1908,2.2370478802713478e-07,3.4549153886993215e-06,1.0132327941749151e-07,2.2370478802713478e-07
1909,2.2339236441634318e-07,3.4665495149965864e-06,9.80189684339296e-08,2.2339236441634318e-07
1910,2.0552921041274074e-07,3.499538739301248e-06,9.460913271855783e-08,2.0552921041274074e-07
1911,2.3301360028783945e-07,3.5207640394219197e-06,9.269919282977363e-08,2.3301360028783945e-07
1912,2.366498352200454e-07,3.5739455402758073e-06,9.141165183531744e-08,2.366498352200454e-07
1913,2.43750983080255e-07,3.6290495505194746e-06,9.041974229668475e-08,2.43750983080255e-07
1914,2.2725120426717434e-07,3.536062487390674e-06,8.90549805327672e-08,2.2725120426717434e-07
1915,2.125258861594505e-07,3.5179946930189284e-06,8.726872989330201e-08,2.125258861594505e-07
1916,2.2327832839761997e-07,3.537087422955665e-06,8.986947262558585e-08,2.2327832839761997e-07
1917,2.2904277484160828e-07,3.541779376194297e-06,9.420910020350806e-08,2.2904277484160828e-07
1918,2.8141452089260254e-07,3.526841607838703e-06,1.0135753671290462e-07,2.8141452089260254e-07
1919,2.81863307804997e-07,3.5445478131025865e-06,1.024654433682112e-07,2.81863307804997e-07
1920,2.831092871247165e-07,3.5709739937114397e-06,1.0445521171829699e-07,2.831092871247165e-07
1921,2.9552398521965575e-07,3.5723680541975355e-06,1.0600954831423743e-07,2.9552398521965575e-07
1922,3.000068074600547e-07,3.652577593779175e-06,1.0159958005065814e-07,3.000068074600547e-07
1923,3.110116811707745e-07,3.6729177281813463e-06,1.0138147286755026e-07,3.110116811707745e-07
1924,3.453104804001279e-07,3.7193060506979236e-06,9.743665430050896e-08,3.453104804001279e-07
1925,2.8027503974824087e-07,3.775012276361979e-06,9.261165904003324e-08,2.8027503974824087e-07
1926,2.862044051913212e-07,3.823296700440031e-06,8.793347002925397e-08,2.862044051913212e-07
1927,2.8140677800690484e-07,3.889754972468447e-06,9.245886190001329e-08,2.8140677800690484e-07
1928,2.76362894981373e-07,3.913588086236684e-06,8.907800008728373e-08,2.76362894981373e-07
1929,2.7505161678423716e-07,3.926073954322159e-06,9.341641060700567e-08,2.7505161678423716e-07
1930,2.709547897796126e-07,3.9624887254571405e-06,9.20041399256531e-08,2.709547897796126e-07
1931,2.4512330501888104e-07,4.028152294007928e-06,9.232470229595232e-08,2.4512330501888104e-07
1932,2.63000576491582e-07,4.1308067011414096e-06,9.893723833848916e-08,2.63000576491582e-07
1933,2.977564617724836e-07,4.226402714786153e-06,1.0207030344742765e-07,2.977564617724836e-07
1934,3.0905912597388253e-07,4.2394700098416905e-06,9.518121199140036e-08,3.0905912597388253e-07
1935,3.3246271056798703e-07,4.330723186285468e-06,9.551975312303642e-08,3.3246271056798703e-07
1936,3.429519210840226e-07,4.361076727426345e-06,9.081392501489713e-08,3.429519210840226e-07
1937,3.4204977542425953e-07,4.4585566294179964e-06,9.180228691515627e-08,3.4204977542425953e-07
1938,3.509345357802626e-07,4.434035093124424e-06,9.10435866379495e-08,3.509345357802626e-07
1939,3.667948728239675e-07,4.393936965893122e-06,8.527953200752694e-08,3.667948728239675e-07
1940,3.488629382835435e-07,4.351697043603053e-06,9.245693531413832e-08,3.488629382835435e-07
1941,4.3898880822520627e-07,4.404045219936441e-06,1.1145933293781646e-07,4.3898880822520627e-07
1942,4.433590033516209e-07,4.4236323576894525e-06,1.1343463565286324e-07,4.433590033516209e-07
1943,4.586902296718368e-07,4.442700823606824e-06,1.160103591603599e-07,4.586902296718368e-07
1944,4.82416234197964e-07,4.385674661274866e-06,1.3084898548803331e-07,4.82416234197964e-07
1945,4.971020034970155e-07,4.386125640719131e-06,1.3591732945477425e-07,4.971020034970155e-07
1946,5.446562982212657e-07,4.425213449264577e-06,1.3704293369950653e-07,5.446562982212657e-07
1947,5.545763396444922e-07,4.4378330780351206e-06,1.3928985863133546e-07,5.545763396444922e-07
1948,4.853608775842336e-07,4.3829316902182266e-06,1.2747658826940877e-07,4.853608775842336e-07
1949,4.879838724848793e-07,4.35069594979203e-06,1.2974096717601113e-07,4.879838724848793e-07
1950,5.296105882734992e-07,4.4014188590933505e-06,1.3746575535021422e-07,5.296105882734992e-07
1951,5.47377283055539e-07,4.433402799414969e-06,1.3399550320108184e-07,5.47377283055539e-07
1952,5.825264638912943e-07,4.462508643752829e-06,1.3185467346537344e-07,5.825264638912943e-07
1953,5.977052889453002e-07,4.461058194595223e-06,1.352475282244216e-07,5.977052889453002e-07
1954,6.710586595610428e-07,4.466708495393894e-06,3.3000961658607206e-07,6.710586595610428e-07
1955,7.922692191186798e-07,4.484408951351984e-06,3.3637026928902613e-07,7.922692191186798e-07
1956,8.805396224228648e-07,4.532396685265537e-06,3.3978708151900197e-07,8.805396224228648e-07
1957,9.619488017571193e-07,4.534211516979017e-06,3.5600930000815166e-07,9.619488017571193e-07
1958,1.0405291358698117e-06,4.534589022244161e-06,3.567157094153117e-07,1.0405291358698117e-06
1959,1.1138599640097319e-06,4.6105341035789545e-06,3.696706747697525e-07,1.1138599640097319e-06
1960,1.1737918969499463e-06,4.665739002770611e-06,3.8243661444019903e-07,1.1737918969499463e-06
1961,1.2382362066481228e-06,4.6360757031444725e-06,2.0274157869997517e-07,1.2382362066481228e-06
1962,1.2777479209294792e-06,4.608893115281327e-06,2.1271111450005264e-07,1.2777479209294792e-06
1963,1.3444605266548543e-06,4.527944968555987e-06,2.3637959348629271e-07,1.3444605266548543e-06
1964,1.4193249983561275e-06,4.425822096111785e-06,2.396613102259185e-07,1.4193249983561275e-06
1965,1.516520325951985e-06,4.339188210776358e-06,2.610062007793853e-07,1.516520325951985e-06
1966,1.6158804783117375e-06,4.212185850909529e-06,2.764783216337362e-07,1.6158804783117375e-06
1967,1.7376480302898147e-06,4.0834209552745704e-06,2.823305140152245e-07,1.7376480302898147e-06
1968,1.8755809898201342e-06,4.028389054967972e-06,2.8370701394513684e-07,1.8755809898201342e-06
1969,1.9927571689290095e-06,3.961223196061578e-06,2.7703340776952246e-07,1.9927571689290095e-06
1970,2.118455492044242e-06,3.91601162976128e-06,2.5986483568171283e-07,2.118455492044242e-06
1971,2.2241494304710485e-06,3.90857806970806e-06,2.508174767561806e-07,2.2241494304710485e-06
1972,2.3762126245076487e-06,3.931976282599083e-06,3.364395045731986e-07,2.3762126245076487e-06
1973,2.5085840726595573e-06,3.915042920458031e-06,3.937531646767768e-07,2.5085840726595573e-06
1974,2.6354417903868514e-06,3.988594601521202e-06,4.524285576020962e-07,2.6354417903868514e-06
1975,2.9523118882934796e-06,4.010440209510437e-06,5.094018961569548e-07,2.9523118882934796e-06
1976,3.0677751965413336e-06,4.027355771540897e-06,5.438328949074795e-07,3.0677751965413336e-06
1977,3.2233892203034235e-06,4.005489667438919e-06,5.742811980878417e-07,3.2233892203034235e-06
1978,3.3559910467114866e-06,3.994266827638577e-06,6.103636686865295e-07,3.3559910467114866e-06
1979,3.5097394045026576e-06,3.995568379520721e-06,5.433784094423442e-07,3.5097394045026576e-06
1980,3.855186345650249e-06,4.024162503161019e-06,4.82783605093573e-07,3.855186345650249e-06
1981,4.110721582557224e-06,3.944107870016264e-06,4.924832524011435e-07,4.110721582557224e-06
1982,4.093642636299981e-06,3.94169855358736e-06,4.3620428462937913e-07,4.093642636299981e-06
1983,4.2705503346951446e-06,3.911658333371244e-06,4.0573116320631796e-07,4.2705503346951446e-06
1984,4.4396224763789045e-06,3.9610150841846396e-06,3.842899311783705e-07,4.4396224763789045e-06
1985,4.6011772870510214e-06,3.967581960750977e-06,3.5840954889668606e-07,4.6011772870510214e-06
1986,4.792210542551142e-06,4.004784451743555e-06,3.220604765731748e-07,4.792210542551142e-06
1987,4.846335936495702e-06,4.03564789459259e-06,3.1128199395880074e-07,4.846335936495702e-06
1988,5.001989783132947e-06,4.128727141505806e-06,2.4478072394426166e-07,5.001989783132947e-06
1989,5.1987475282138414e-06,4.224226358928718e-06,2.566252277347303e-07,5.1987475282138414e-06
1990,5.460126625881198e-06,4.370583545616162e-06,2.5721759300267877e-07,5.460126625881198e-06
1991,5.6532857602828046e-06,4.493446730131316e-06,2.5522999789830335e-07,5.6532857602828046e-06
1992,5.865076738181025e-06,4.619228093361016e-06,2.463495353107906e-07,5.865076738181025e-06
1993,5.986437632340572e-06,4.696635512248447e-06,2.4809569611404315e-07,5.986437632340572e-06
1994,6.147595610985133e-06,4.783812203511063e-06,2.544346549322134e-07,6.147595610985133e-06
1995,6.2904339626714186e-06,4.866182864913883e-06,2.5053702756849816e-07,6.2904339626714186e-06
1996,6.530213730521999e-06,4.896236987406155e-06,2.261120966652795e-07,6.530213730521999e-06
1997,6.728628315093894e-06,4.917308420512459e-06,2.228729394054036e-07,6.728628315093894e-06
1998,6.921690003634597e-06,4.878084642509098e-06,2.1702904819319103e-07,6.921690003634597e-06
1999,7.117192516099229e-06,4.851482896940849e-06,2.115893096288346e-07,7.117192516099229e-06
2000,7.273553040119753e-06,4.8183876840214775e-06,2.1147024905790852e-07,7.273553040119753e-06
2001,7.548360437275343e-06,4.7409399225476335e-06,2.0939952451369338e-07,7.548360437275343e-06
2002,7.715210553474858e-06,4.624295862803203e-06,2.0372282400720515e-07,7.715210553474858e-06
2003,7.880562212189293e-06,4.514427278731351e-06,2.0775370046521857e-07,7.880562212189293e-06
2004,7.999104062556789e-06,4.374667696538381e-06,2.0393429979646628e-07,7.999104062556789e-06
2005,8.111981385029918e-06,4.268856888042397e-06,1.9943927449211124e-07,8.111981385029918e-06
2006,8.386912343537136e-06,4.165095560892951e-06,1.9553093620418493e-07,8.386912343537136e-06
2007,8.645381707797892e-06,4.105766752867826e-06,1.8903297619285046e-07,8.645381707797892e-06
2008,8.796489185312697e-06,4.111322271325792e-06,1.7927414676575738e-07,8.796489185312697e-06
2009,8.740730533775474e-06,4.078271363791178e-06,1.8064329968378194e-07,8.740730533775474e-06
2010,8.778273435642145e-06,4.130632143122577e-06,1.7938191579755118e-07,8.778273435642145e-06
2011,9.33007504499983e-06,4.211687610222725e-06,1.7665730922544753e-07,9.33007504499983e-06
2012,1.0629373199273167e-05,4.233818344800966e-06,1.715880456133943e-07,1.0629373199273167e-05
2013,1.1246655178963141e-05,4.224303536050554e-06,1.7140082775313203e-07,1.1246655178963141e-05
2014,1.1251668183831498e-05,4.2127764702724694e-06,1.7031152107652554e-07,1.1251668183831498e-05
2015,1.0838682166130248e-05,4.155248981468114e-06,1.686397703386839e-07,1.0838682166130248e-05
2016,1.0830669257952e-05,4.150005939404114e-06,1.6120832770281724e-07,1.0830669257952e-05
2017,1.114597512241744e-05,4.0993499320999644e-06,1.5412706725707417e-07,1.114597512241744e-05
2018,1.090999694497441e-05,4.001712386525469e-06,1.5290415547042358e-07,1.090999694497441e-05
2019,9.317520948570746e-06,3.9840111867306405e-06,1.5964772970278318e-07,9.317520948570746e-06
