ngram,math,mat,mth,math
1590,1.887180880138268e-07,2.947532396189802e-06,0.0,1.887180880138268e-07
1591,1.887180880138268e-07,2.947532396189802e-06,0.0,1.887180880138268e-07
1592,0.0,1.4377876920791875e-06,0.0,0.0
1593,0.0,0.0,0.0,0.0
1594,1.67631583281036e-07,1.67631583281036e-07,1.67631583281036e-07,1.67631583281036e-07
1595,1.67631583281036e-07,3.323211282284839e-06,6.184286738581639e-07,1.67631583281036e-07
1596,1.67631583281036e-07,7.531575793759007e-06,6.184286738581639e-07,1.67631583281036e-07
1597,1.67631583281036e-07,8.984320905775739e-06,6.184286738581639e-07,1.67631583281036e-07
1598,1.67631583281036e-07,9.07278873845436e-06,6.184286738581639e-07,1.67631583281036e-07
1599,1.67631583281036e-07,1.0605633698495304e-05,6.184286738581639e-07,1.67631583281036e-07
1600,1.67631583281036e-07,1.1457682376203593e-05,7.249347585717e-07,1.67631583281036e-07
1601,0.0,1.2852641686679687e-05,5.57303175290664e-07,0.0
1602,2.0880143633153887e-07,1.1576274882177781e-05,2.1090680287930548e-07,2.0880143633153887e-07
1603,1.0330216550106082e-06,8.604240698722216e-06,2.1090680287930548e-07,1.0330216550106082e-06
1604,1.0330216550106082e-06,9.194739358723122e-06,2.1090680287930548e-07,1.0330216550106082e-06
1605,1.0330216550106082e-06,9.780892859063378e-06,4.357805859659233e-07,1.0330216550106082e-06
1606,1.1131017621275013e-06,8.728528557964768e-06,5.158606930828163e-07,1.1131017621275013e-06
1607,1.1131017621275013e-06,9.369474030661098e-06,1.1558516835715897e-06,1.1131017621275013e-06
1608,1.1131017621275013e-06,8.20623833013607e-06,1.1558516835715897e-06,1.1131017621275013e-06
1609,9.043003257959623e-07,6.893047384437523e-06,1.0514509654058202e-06,9.043003257959623e-07
1610,8.008010711689297e-08,6.039061840315948e-06,1.0514509654058202e-06,8.008010711689297e-08
1611,8.008010711689297e-08,5.429589951485728e-06,1.0514509654058202e-06,8.008010711689297e-08
1612,8.008010711689297e-08,6.637973716091697e-06,1.3645786387834441e-06,8.008010711689297e-08
1613,0.0,7.276166473145297e-06,2.243361385418601e-06,0.0
1614,3.296097474958515e-07,8.090440587693593e-06,1.4968643102162917e-06,3.296097474958515e-07
1615,7.105530000574487e-07,8.833915119664328e-06,1.4968643102162917e-06,7.105530000574487e-07
1616,7.105530000574487e-07,1.0430440300167123e-05,1.4968643102162917e-06,7.105530000574487e-07
1617,1.081176995804916e-06,1.1283508813773682e-05,1.991029648706899e-06,1.081176995804916e-06
1618,1.081176995804916e-06,1.0539076876219561e-05,2.0895067872775793e-06,1.081176995804916e-06
1619,1.081176995804916e-06,1.0456623775618417e-05,1.5515053308133377e-06,1.081176995804916e-06
1620,1.081176995804916e-06,1.0647556207134454e-05,5.926424770612877e-07,1.081176995804916e-06
1621,7.515672483090643e-07,1.1194975871019e-05,5.926424770612877e-07,7.515672483090643e-07
1622,4.4097240398904045e-07,1.0474236595265601e-05,5.926424770612877e-07,4.4097240398904045e-07
1623,4.4097240398904045e-07,9.65876038857719e-06,5.926424770612877e-07,4.4097240398904045e-07
1624,7.034840824157332e-08,9.020675861393102e-06,3.9714152373042974e-07,7.034840824157332e-08
1625,7.034840824157332e-08,1.0823276560196454e-05,2.986643851597494e-07,7.034840824157332e-08
1626,7.034840824157332e-08,1.2007808306537169e-05,2.986643851597494e-07,7.034840824157332e-08
1627,7.034840824157332e-08,1.1976373181304162e-05,9.377497462992324e-07,7.034840824157332e-08
1628,5.289297990072685e-07,1.0038848033998096e-05,1.199796250667922e-06,5.289297990072685e-07
1629,4.5858139076569516e-07,9.946874960015911e-06,1.2823255945347358e-06,4.5858139076569516e-07
1630,5.448303893120153e-07,9.376045032435546e-06,1.7135705953868246e-06,5.448303893120153e-07
1631,7.715503329563944e-07,1.0082355954312203e-05,1.9250260671859517e-06,7.715503329563944e-07
1632,1.04642873566263e-06,8.32342438375885e-06,1.9250260671859517e-06,1.04642873566263e-06
1633,1.04642873566263e-06,6.02380464442831e-06,1.9250260671859517e-06,1.04642873566263e-06
1634,1.169846898717099e-06,5.48614288423518e-06,1.2859407060464686e-06,1.169846898717099e-06
1635,9.582246483270346e-07,6.215374436838569e-06,1.2708533420534098e-06,9.582246483270346e-07
1636,1.0450690573244564e-06,6.3194790982379345e-06,1.6225460350532167e-06,1.0450690573244564e-06
1637,1.1783004408373796e-06,6.2016792656192725e-06,1.776582053025777e-06,1.1783004408373796e-06
1638,1.2882556867615286e-06,6.379410381539076e-06,1.670472410556353e-06,1.2882556867615286e-06
1639,1.1691177438219062e-06,6.580844098737414e-06,1.7483426404396596e-06,1.1691177438219062e-06
1640,1.2719257987165683e-06,6.615036487086659e-06,2.056766813244134e-06,1.2719257987165683e-06
1641,1.3873959850181045e-06,6.9495251214643105e-06,2.7734318775531264e-06,1.3873959850181045e-06
1642,1.1404368446424736e-06,6.274679273181911e-06,2.5264727371774953e-06,1.1404368446424736e-06
1643,1.143914882309868e-06,6.2017470229745546e-06,2.1825731469756908e-06,1.143914882309868e-06
1644,1.0160959667311026e-06,6.184936117798705e-06,1.6889535946315197e-06,1.0160959667311026e-06
1645,7.285376081459358e-07,5.34208412058693e-06,1.5305275431793625e-06,7.285376081459358e-07
1646,5.727971483793226e-07,5.918717533859308e-06,1.855610954797677e-06,5.727971483793226e-07
1647,4.6998909348466053e-07,5.61524335093314e-06,2.0674145356939074e-06,4.6998909348466053e-07
1648,3.6864845144789017e-07,5.915722795180045e-06,1.7175433575695415e-06,3.6864845144789017e-07
1649,4.4687622643583123e-07,6.195818709134723e-06,2.0304544575213057e-06,4.4687622643583123e-07
1650,4.883141936521238e-07,6.756851787161265e-06,1.9401320108564894e-06,4.883141936521238e-07
1651,6.116531332216775e-07,6.631222504438483e-06,1.8914706255860177e-06,6.116531332216775e-07
1652,8.408932948051577e-07,7.050460258791905e-06,1.6458864625487228e-06,8.408932948051577e-07
1653,9.9164485131301e-07,6.443893425966962e-06,2.147442192576169e-06,9.9164485131301e-07
1654,1.3649935307772206e-06,7.064790874470159e-06,1.7931471834994487e-06,1.3649935307772206e-06
1655,1.2855488681192843e-06,7.374302185780834e-06,1.716868512500826e-06,1.2855488681192843e-06
1656,1.297935755571546e-06,6.847575085495399e-06,1.5398794062093657e-06,1.297935755571546e-06
1657,1.4442196629715909e-06,6.9818206611671485e-06,1.984750326755602e-06,1.4442196629715909e-06
1658,1.2292192569215591e-06,7.109207282545478e-06,2.102597144520197e-06,1.2292192569215591e-06
1659,9.830294495876451e-07,6.469624135466542e-06,2.1990986981888583e-06,9.830294495876451e-07
1660,8.32277893079793e-07,6.447037549150991e-06,1.374764126792018e-06,8.32277893079793e-07
1661,4.5892921361558236e-07,6.350553608821688e-06,1.4775730180969861e-06,4.5892921361558236e-07
1662,5.226257481386451e-07,5.152763573538063e-06,1.5118566807359457e-06,5.226257481386451e-07
1663,4.977060642983946e-07,6.135915782579104e-06,1.507324644275546e-06,4.977060642983946e-07
1664,2.9826770539135137e-07,5.629589103201786e-06,1.1017567049163648e-06,2.9826770539135137e-07
1665,2.9826770539135137e-07,5.735758967213249e-06,1.2054594995853613e-06,2.9826770539135137e-07
1666,3.459973153699788e-07,6.675831043269552e-06,1.2288031346737886e-06,3.459973153699788e-07
1667,4.4335426504663443e-07,7.027096281880014e-06,1.2135329663059174e-06,4.4335426504663443e-07
1668,5.308606968615745e-07,7.224084194084364e-06,9.447913303769642e-07,5.308606968615745e-07
1669,4.989233925048861e-07,7.485738154043377e-06,7.398088216957279e-07,4.989233925048861e-07
1670,4.7187758208825213e-07,6.975792920067241e-06,9.949105544494939e-07,4.7187758208825213e-07
1671,4.3238181238588626e-07,8.30284047229465e-06,1.0729381553379165e-06,4.3238181238588626e-07
1672,5.307842181017415e-07,8.734111945938952e-06,1.0543944678634683e-06,5.307842181017415e-07
1673,4.7563029324594807e-07,8.217124039739637e-06,1.0087778922037875e-06,4.7563029324594807e-07
1674,4.4333439218137626e-07,8.057443340346384e-06,1.3342395602324229e-06,4.4333439218137626e-07
1675,4.2446495943490194e-07,7.709185216039519e-06,1.4028765593008887e-06,4.2446495943490194e-07
1676,3.3460268460722933e-07,7.77631664407506e-06,1.3689532108531109e-06,3.3460268460722933e-07
1677,3.6312591232347457e-07,7.317088732504219e-06,1.049633916799004e-06,3.6312591232347457e-07
1678,3.2401571965173e-07,6.356053680584799e-06,1.0518147632865293e-06,3.2401571965173e-07
1679,2.4868508319286775e-07,6.167310792599372e-06,8.980958341453515e-07,2.4868508319286775e-07
1680,3.325537859057347e-07,6.538882449344133e-06,1.0048865176161468e-06,3.325537859057347e-07
1681,3.346202796754889e-07,6.22615393045375e-06,7.040236076656064e-07,3.346202796754889e-07
1682,3.4662741248731823e-07,6.202947653426756e-06,8.773190042380261e-07,3.4662741248731823e-07
1683,3.907618690845993e-07,6.622728700936672e-06,1.0120982746489711e-06,3.907618690845993e-07
1684,3.2358947318503593e-07,7.374132954802397e-06,1.0618121970245348e-06,3.2358947318503593e-07
1685,3.4379530485953834e-07,7.42775864637224e-06,1.0635357625687902e-06,3.4379530485953834e-07
1686,3.483527422076804e-07,7.264548782716572e-06,1.1370239251716287e-06,3.483527422076804e-07
1687,2.3974116913905164e-07,7.205322097953675e-06,1.203205158617493e-06,2.3974116913905164e-07
1688,1.7261362675721363e-07,6.8172759191449065e-06,1.160293347116489e-06,1.7261362675721363e-07
1689,1.2354066468235813e-07,6.998291805107978e-06,1.2972149972613676e-06,1.2354066468235813e-07
1690,1.2094678985314594e-07,6.655649550728933e-06,1.2011644473984364e-06,1.2094678985314594e-07
1691,2.432770591959914e-07,6.021660803006463e-06,1.2066083984661548e-06,2.432770591959914e-07
1692,3.650795028826386e-07,5.974834558790982e-06,1.2273816797200458e-06,3.650795028826386e-07
1693,3.6880149017244026e-07,5.710279895408478e-06,1.0929576339841724e-06,3.6880149017244026e-07
1694,4.175725913618018e-07,5.166316116498949e-06,8.457571039701049e-07,4.175725913618018e-07
1695,5.106134121238679e-07,5.398348808479828e-06,8.766995429303799e-07,5.106134121238679e-07
1696,5.577719690563754e-07,4.876354231393114e-06,6.238130631735268e-07,5.577719690563754e-07
1697,6.264375075813535e-07,4.7252863168978365e-06,6.608269639433015e-07,6.264375075813535e-07
1698,6.389337536510149e-07,4.5638495781271815e-06,6.007243180355155e-07,6.389337536510149e-07
1699,5.753427205133579e-07,4.189716589410507e-06,5.894114463801868e-07,5.753427205133579e-07
1700,5.959829374140619e-07,4.5352447354421855e-06,7.920215929451453e-07,5.959829374140619e-07
1701,5.568785955542158e-07,4.495944754775597e-06,9.756900202059375e-07,5.568785955542158e-07
1702,5.717042118443974e-07,4.706170297400344e-06,1.1258740357789065e-06,5.717042118443974e-07
1703,5.592217462435656e-07,4.899337519808407e-06,1.0992773573954245e-06,5.592217462435656e-07
1704,4.750009249424433e-07,4.910856659989804e-06,1.1195388205058926e-06,4.750009249424433e-07
1705,3.5849001887657194e-07,4.774607597417864e-06,1.3045719161449857e-06,3.5849001887657194e-07
1706,3.5760045997384235e-07,4.845908344058054e-06,1.2846303434344009e-06,3.5760045997384235e-07
1707,3.299139552024956e-07,4.458614154957884e-06,1.184345982047879e-06,3.299139552024956e-07
1708,3.3953893055890407e-07,4.495965023514665e-06,1.1935948935258369e-06,3.3953893055890407e-07
1709,2.7977255813636604e-07,4.282224998470545e-06,1.0981520404129697e-06,2.7977255813636604e-07
1710,2.996004115272756e-07,4.748463684986096e-06,1.0848562672955658e-06,2.996004115272756e-07
1711,3.123844274049199e-07,4.518275708116042e-06,1.067728744276662e-06,3.123844274049199e-07
1712,3.5924933935608093e-07,4.698362220421716e-06,1.026873007958784e-06,3.5924933935608093e-07
1713,3.1417570158152686e-07,4.673131603080297e-06,1.1000254370888537e-06,3.1417570158152686e-07
1714,3.5687206840455996e-07,4.830160508260763e-06,1.1482090534238004e-06,3.5687206840455996e-07
1715,3.48902687059243e-07,4.448917902014468e-06,1.079837602446787e-06,3.48902687059243e-07
1716,3.450774132472491e-07,4.334689752535528e-06,1.1246615859558266e-06,3.450774132472491e-07
1717,3.0485073056394996e-07,3.739193256738612e-06,1.0920763112868111e-06,3.0485073056394996e-07
1718,3.0479019638310743e-07,3.726763420023157e-06,1.0124660475087564e-06,3.0479019638310743e-07
1719,2.5277941720755083e-07,3.4028977162441672e-06,8.587400332414421e-07,2.5277941720755083e-07
1720,2.2938649989003223e-07,3.2156576383256052e-06,7.74506182616668e-07,2.2938649989003223e-07
1721,1.7114528511846012e-07,3.219357787591954e-06,6.977662841174086e-07,1.7114528511846012e-07
1722,1.830056918704161e-07,3.611117660641737e-06,6.118583298432765e-07,1.830056918704161e-07
1723,1.5725642908494463e-07,3.5440069560926143e-06,4.779853993243575e-07,1.5725642908494463e-07
1724,1.2902075598373942e-07,3.548114266647774e-06,4.6559199924039216e-07,1.2902075598373942e-07
1725,1.7119445975107998e-07,3.537159175591244e-06,4.098444930735111e-07,1.7119445975107998e-07
1726,2.0273720277178393e-07,3.620537134858231e-06,3.8910301571247275e-07,2.0273720277178393e-07
1727,1.936760745430937e-07,3.657562891541082e-06,3.0995875428223893e-07,1.936760745430937e-07
1728,1.978751364666615e-07,3.492643177846081e-06,2.4371541534102495e-07,1.978751364666615e-07
1729,2.0655225999429865e-07,3.180291124798324e-06,2.7516922581786017e-07,2.0655225999429865e-07
1730,2.453093961613766e-07,3.3823051970622534e-06,2.564927074542668e-07,2.453093961613766e-07
1731,2.5556359568262063e-07,3.418620151153716e-06,2.2932974681160496e-07,2.5556359568262063e-07
1732,3.2488568787617365e-07,3.6195739799690533e-06,2.562446508948467e-07,3.2488568787617365e-07
1733,2.871979723246503e-07,3.851925189987274e-06,2.5240623813260754e-07,2.871979723246503e-07
1734,3.13006630392465e-07,4.387877652334282e-06,2.7317194297081316e-07,3.13006630392465e-07
1735,3.065144364354312e-07,4.328664577509958e-06,2.407615110452558e-07,3.065144364354312e-07
1736,2.9119152752546794e-07,4.634677777305894e-06,2.0374371650128914e-07,2.9119152752546794e-07
1737,2.615953762179808e-07,4.490344086402079e-06,1.9303725855885595e-07,2.615953762179808e-07
1738,2.611875003261892e-07,4.537512560481056e-06,2.1205467705596804e-07,2.611875003261892e-07
1739,1.27137506617763e-07,4.243653393132263e-06,1.6218979378582583e-07,1.27137506617763e-07
1740,2.0247280119178868e-07,3.9548267847879155e-06,1.8650166718917456e-07,2.0247280119178868e-07
1741,2.3607765190344514e-07,3.2652239951858064e-06,1.6897321738643507e-07,2.3607765190344514e-07
1742,2.614975877739718e-07,3.4565642376297286e-06,1.7526103590626008e-07,2.614975877739718e-07
1743,2.7385479281097756e-07,3.316634449999713e-06,1.7108126623302917e-07,2.7385479281097756e-07
1744,2.6402452135698695e-07,3.3166965554950626e-06,1.8848643281087008e-07,2.6402452135698695e-07
1745,2.5550016654766037e-07,3.226047218569355e-06,1.6815868722882703e-07,2.5550016654766037e-07
1746,2.642354693145015e-07,3.4212869520290823e-06,1.9654269424661054e-07,2.642354693145015e-07
1747,1.985120121617001e-07,3.399611841814476e-06,1.5660919773706284e-07,1.985120121617001e-07
1748,1.6457662508985648e-07,3.5670918480588753e-06,1.619616491715143e-07,1.6457662508985648e-07
1749,1.4260032393005012e-07,3.3576198217945475e-06,1.591174653624096e-07,1.4260032393005012e-07
1750,1.4669345814257083e-07,3.4728557238850044e-06,1.4341821140208465e-07,1.4669345814257083e-07
1751,1.5739032578819335e-07,3.5805399615388263e-06,1.2287720453839158e-07,1.5739032578819335e-07
1752,1.65745729775933e-07,3.6715399736359748e-06,1.3754418404232638e-07,1.65745729775933e-07
1753,1.559439013476549e-07,3.7079324946327167e-06,1.1275704890424874e-07,1.559439013476549e-07
1754,1.4767543175610497e-07,3.936388826072548e-06,1.2538400641558057e-07,1.4767543175610497e-07
1755,1.376105411208885e-07,4.148258150442936e-06,1.039727674115706e-07,1.376105411208885e-07
1756,2.0358674035492186e-07,4.48431865152088e-06,1.2441691308952484e-07,2.0358674035492186e-07
1757,1.8887016598309207e-07,4.8015460509174905e-06,1.294927268905407e-07,1.8887016598309207e-07
1758,1.9139290533384416e-07,4.809756059590395e-06,1.436459890718262e-07,1.9139290533384416e-07
1759,2.0584831261771797e-07,4.76849910618122e-06,1.1635585752044011e-07,2.0584831261771797e-07
1760,2.0406709059069987e-07,4.712610721721181e-06,1.355721894112451e-07,2.0406709059069987e-07
1761,2.567614367470534e-07,4.613642431650078e-06,1.409990184291538e-07,2.567614367470534e-07
1762,3.0036500829412815e-07,4.525287230145685e-06,1.4402273101105883e-07,3.0036500829412815e-07
1763,2.500263199018653e-07,4.3045869720767115e-06,1.2218404776831449e-07,2.500263199018653e-07
1764,2.9640121316073677e-07,4.021345570695953e-06,1.2358806600332173e-07,2.9640121316073677e-07
1765,2.977468572648182e-07,3.943593323388736e-06,1.0462220448711637e-07,2.977468572648182e-07
1766,3.4782972591074213e-07,4.020048306431688e-06,1.2162746543253888e-07,3.4782972591074213e-07
1767,3.7280141944912817e-07,4.023164884919035e-06,1.011859355669133e-07,3.7280141944912817e-07
1768,3.1978557351359474e-07,4.154884533948332e-06,8.138354396740916e-08,3.1978557351359474e-07
1769,2.881851070160987e-07,4.017518124653309e-06,9.197703373534491e-08,2.881851070160987e-07
1770,2.9146625126129167e-07,3.985829640181951e-06,9.210977529911751e-08,2.9146625126129167e-07
1771,2.347185496124179e-07,3.841177983434006e-06,8.296559274510531e-08,2.347185496124179e-07
1772,2.3129395693948546e-07,3.965949417761294e-06,9.025118531878564e-08,2.3129395693948546e-07
1773,1.5763188595688655e-07,3.896154924275054e-06,8.103149694095788e-08,1.5763188595688655e-07
1774,1.407330622831588e-07,4.1359901063385355e-06,8.556030550721516e-08,1.407330622831588e-07
1775,1.500185596065811e-07,4.095997090709196e-06,8.638621196155327e-08,1.500185596065811e-07
1776,1.415888105173378e-07,4.033687283871197e-06,7.591187208991609e-08,1.415888105173378e-07
1777,1.4485814757238457e-07,4.1568027232382776e-06,7.309920795656971e-08,1.4485814757238457e-07
1778,1.5920936594479178e-07,4.189243489755816e-06,7.091206403028341e-08,1.5920936594479178e-07
1779,1.3277415180011432e-07,4.171165203713047e-06,8.07868256101431e-08,1.3277415180011432e-07
1780,1.310517972236929e-07,4.183167415508901e-06,7.535039335339531e-08,1.310517972236929e-07
1781,1.3453481072035955e-07,4.158720847564317e-06,7.155066253769096e-08,1.3453481072035955e-07
1782,1.387840105694847e-07,4.089337185827649e-06,7.9419107227149e-08,1.387840105694847e-07
1783,1.4806721080974838e-07,4.2309714314926945e-06,7.07442282532611e-08,1.4806721080974838e-07
1784,1.3427785207552135e-07,4.290564902476035e-06,6.823707186600001e-08,1.3427785207552135e-07
1785,1.298280497711143e-07,4.511388819342496e-06,7.122049768984848e-08,1.298280497711143e-07
1786,3.4972267773777534e-07,4.324431172010788e-06,5.754601544489495e-08,3.4972267773777534e-07
1787,3.7195294412738023e-07,4.347569496790779e-06,6.164258335518622e-08,3.7195294412738023e-07
1788,3.6015574624213643e-07,4.196887857688125e-06,8.866345676697815e-08,3.6015574624213643e-07
1789,3.6765903286907685e-07,4.225289103487739e-06,9.018118214092802e-08,3.6765903286907685e-07
1790,3.8910742310755655e-07,4.346442210589885e-06,9.132112843701634e-08,3.8910742310755655e-07
1791,3.9360352031638156e-07,4.2819335703825345e-06,9.667991410619184e-08,3.9360352031638156e-07
1792,3.986576757597504e-07,4.155057500351436e-06,1.2017744260057433e-07,3.986576757597504e-07
1793,1.9099169382538354e-07,4.322971043230999e-06,1.2558708561982712e-07,1.9099169382538354e-07
1794,1.8125902658182114e-07,4.410094009342304e-06,1.3610713216800313e-07,1.8125902658182114e-07
1795,2.5404108429581485e-07,4.400548147844217e-06,1.1048293911488014e-07,2.5404108429581485e-07
1796,2.837424811933228e-07,4.526533367814929e-06,9.997179008434744e-08,2.837424811933228e-07
1797,2.640712578129621e-07,4.52646099802223e-06,1.0856264103560015e-07,2.640712578129621e-07
1798,2.71934771335834e-07,4.446601971202264e-06,1.1029073172202126e-07,2.71934771335834e-07
1799,2.749143612439704e-07,4.3351343330349275e-06,8.748173740968923e-08,2.749143612439704e-07
1800,2.802955602224496e-07,4.165994239104163e-06,8.627631485426588e-08,2.802955602224496e-07
1801,2.796787482241468e-07,3.981928232730882e-06,7.859736988231297e-08,2.796787482241468e-07
1802,2.2942956791536873e-07,3.819218915980725e-06,8.239841621713952e-08,2.2942956791536873e-07
1803,2.004785467793876e-07,3.5780090651574677e-06,8.635963715570532e-08,2.004785467793876e-07
1804,2.03379968866102e-07,3.536293336635156e-06,8.909796329297543e-08,2.03379968866102e-07
1805,2.1010472599820268e-07,3.4204250433893842e-06,9.244504996429117e-08,2.1010472599820268e-07
1806,2.119364950203817e-07,3.376804313250302e-06,9.93038154563562e-08,2.119364950203817e-07
1807,2.195913871056681e-07,3.4659703942452325e-06,9.785373781109488e-08,2.195913871056681e-07
1808,2.2304064779226402e-07,3.538481483441761e-06,1.1022034231343372e-07,2.2304064779226402e-07
1809,2.0933415255188136e-07,3.547847070097175e-06,1.1481898708000569e-07,2.0933415255188136e-07
1810,2.1829205617710352e-07,3.5529068814607205e-06,1.172091878791954e-07,2.1829205617710352e-07
1811,2.3222046609459669e-07,3.389167789334481e-06,1.2483194008642125e-07,2.3222046609459669e-07
1812,2.4877497090918563e-07,3.3790779525588732e-06,1.2563023688016983e-07,2.4877497090918563e-07
1813,2.519528347225527e-07,3.3555021283453764e-06,1.2402024651692045e-07,2.519528347225527e-07
