ngram,contest,contst,contet,conest
1904,1.821873775043059e-05,1.6004288965516215e-10,1.5480839943293745e-09,1.0779163355551751e-09
1905,1.8266801687007372e-05,1.3642210773743913e-10,1.6075704735639208e-09,1.2537950915587309e-09
1906,1.8432568530053167e-05,1.8026814564896044e-10,1.4328496325940625e-09,1.2814476067570168e-09
1907,1.856907874753233e-05,1.8807745836925604e-10,1.5046169706981312e-09,1.41523607912118e-09
1908,1.844325171467582e-05,1.846652255713518e-10,1.631775857293048e-09,1.422211594524571e-09
1909,1.8432488754375038e-05,1.9157167320736435e-10,1.7041819542841706e-09,1.3740896595163373e-09
1910,1.8250716363711816e-05,2.1911945274106463e-10,1.5260855753699128e-09,1.6757323465351907e-09
1911,1.8183778073372586e-05,2.1911945274106463e-10,1.3608922243081777e-09,1.6513468529108115e-09
1912,1.833768588507415e-05,2.0303983593634404e-10,1.3517319168749558e-09,1.561788476323045e-09
1913,1.8400663196059342e-05,1.4097989145137443e-10,1.5041407643222117e-09,1.6782990870061504e-09
1914,1.8128496646698166e-05,1.554953279232179e-10,1.4305193696273477e-09,1.7653580184985783e-09
1915,1.8024251923114726e-05,1.7364831893835435e-10,1.3061215918343449e-09,1.942459399677838e-09
1916,1.7762702295190786e-05,2.527201910042441e-10,1.2185504986003286e-09,1.9451994776836e-09
1917,1.7506737484446993e-05,2.391381457935081e-10,1.2076542781664606e-09,1.9369890612099182e-09
1918,1.731781776470598e-05,2.9665910204558696e-10,1.3706645818345464e-09,1.9853597654773125e-09
1919,1.7184300824218163e-05,2.8224499424142225e-10,1.4536070918375848e-09,2.0388489626757942e-09
1920,1.7066494235353146e-05,3.0544664912447924e-10,1.517558158502043e-09,2.208019925628183e-09
1921,1.728091176898618e-05,3.0320390741784513e-10,1.806562502767609e-09,2.3767282427858814e-09
1922,1.7410789691244384e-05,3.6793164645950883e-10,1.9292646845160887e-09,2.3313441970580176e-09
1923,1.7696908928753275e-05,2.96623635376303e-10,2.0203292055193903e-09,2.356650985468889e-09
1924,1.7872614989755675e-05,3.3150096160180654e-10,1.9817939035858346e-09,2.0493308240863784e-09
1925,1.8133276431139427e-05,3.1999035564135777e-10,1.7430691096847234e-09,2.2793505099245284e-09
1926,1.8124793444128174e-05,3.4291331877219934e-10,1.5932632673505103e-09,2.38492596306626e-09
1927,1.8089198420057073e-05,3.197116638891424e-10,1.4740120552707887e-09,2.2624318212522657e-09
1928,1.7821078602407526e-05,2.8629793377302603e-10,1.3663686055614172e-09,2.230119953784891e-09
1929,1.7695603414072787e-05,2.1497854686889995e-10,1.3052597257003283e-09,2.1150359717582644e-09
1930,1.7181581564987676e-05,1.6587165767895888e-10,1.3538787075566867e-09,1.975737153246472e-09
1931,1.677516658154283e-05,1.1702859713049107e-10,1.31409304073214e-09,2.2190801735837748e-09
1932,1.6261755782969495e-05,1.655912312032675e-10,1.2693588323310833e-09,2.0426956158305286e-09
1933,1.599579744444262e-05,1.890025854077239e-10,1.3398370984114243e-09,1.8615096607023572e-09
1934,1.5842552524450832e-05,2.1147046019060715e-10,1.3604114501575282e-09,1.6779796124006501e-09
1935,1.5677446234414155e-05,1.8866097374812896e-10,1.2849371566758805e-09,1.4650612627826425e-09
1936,1.5455698563268277e-05,2.2618747153035912e-10,1.1367663477201972e-09,1.7155060467415645e-09
1937,1.554401634556208e-05,2.486298885027795e-10,9.366046430489154e-10,1.8582480316402845e-09
1938,1.546615736255522e-05,2.486298885027795e-10,8.48944097559772e-10,1.7347413981484904e-09
1939,1.5146635113134315e-05,2.0384495480474385e-10,8.265516307107542e-10,1.8244328270355936e-09
1940,1.4636202909709287e-05,2.606836869383551e-10,8.191410823453284e-10,2.002827332552621e-09
1941,1.4121676940703765e-05,2.382158121554718e-10,1.1082337845033256e-09,2.3368557882414667e-09
1942,1.3629192186012265e-05,2.382158121554718e-10,1.1404623535231956e-09,2.321953962436396e-09
1943,1.3298958167849508e-05,1.9685684233510566e-10,1.18594846046768e-09,2.288333395788251e-09
1944,1.2932594342731005e-05,1.7441442536268526e-10,1.2928342067532382e-09,2.2915650964096456e-09
1945,1.2750205964299052e-05,1.931838459042926e-10,2.150261859441243e-09,2.3931227475872318e-09
1946,1.2723027664053785e-05,1.59943899394729e-10,2.290848875676131e-09,2.2513858238022114e-09
1947,1.2801853569856445e-05,5.677084992581984e-11,2.33477300984727e-09,2.294968263047029e-09
1948,1.2819084596620606e-05,7.387084991325058e-11,1.98563730537314e-09,2.1852325504667647e-09
1949,1.3066885133282216e-05,1.0788317461596364e-10,1.8568023626589332e-09,2.2003488079188773e-09
1950,1.3090604625176638e-05,8.642984938855847e-11,1.9435087507600558e-09,2.1447351989627758e-09
1951,1.3223890683938017e-05,8.642984938855847e-11,1.9903273473786953e-09,2.248061308535958e-09
1952,1.3095327631162945e-05,6.766042884695115e-11,1.2305507406702126e-09,2.2426601369624724e-09
1953,1.3018885381045817e-05,8.249079792259956e-11,1.1905835920319623e-09,2.340460650681767e-09
1954,1.289388170075004e-05,1.405546215130623e-10,1.2386711418470903e-09,2.055138852747567e-09
1955,1.2660962316398841e-05,1.2345462152563158e-10,1.2494194171327626e-09,1.9424411444392474e-09
1956,1.2357223697888133e-05,1.0291030230361439e-10,1.227505866793369e-09,2.0035045210166557e-09
1957,1.2253162952090082e-05,1.0291030230361439e-10,1.1180634672060462e-09,1.8942770843973935e-09
1958,1.1857125563048093e-05,1.62419342856054e-10,1.038492371461887e-09,1.7061168033905005e-09
1959,1.1595557355446675e-05,1.8500722085265257e-10,1.1006277318108865e-09,1.607022657802913e-09
1960,1.1368603866555662e-05,1.6421660856532786e-10,1.1445196140031604e-09,1.4469544610104128e-09
1961,1.1137457347233846e-05,1.061527849748651e-10,1.0665818942331588e-09,1.5156507001837634e-09
1962,1.1061424759515961e-05,1.673633216141874e-10,1.0585546962791982e-09,1.4120729982128717e-09
1963,1.0873666854292554e-05,2.9254930918241687e-10,1.2471377502138686e-09,1.2104626983295524e-09
1964,1.059023686268899e-05,3.015426192473239e-10,1.3805064869032435e-09,1.2299033537642246e-09
1965,1.0490637188403135e-05,2.596637418972314e-10,1.4466051214055499e-09,1.175232482759319e-09
1966,1.0487859461656107e-05,2.89834292478895e-10,1.5246924992392712e-09,1.0661644979568864e-09
1967,1.0463928966990871e-05,3.1462514736370547e-10,1.6294717797293856e-09,1.0028948703246142e-09
1968,1.0379087533302872e-05,3.2348168885595486e-10,1.6289125286712241e-09,8.687479386664571e-10
1969,1.0239886510784604e-05,2.8022492362270567e-10,1.6950060561476172e-09,8.605766496242292e-10
1970,1.0083000883501622e-05,1.7664896628799553e-10,1.4372005173259238e-09,9.487955421327854e-10
1971,1.0012403955832789e-05,1.8555745729636238e-10,1.4359706439799019e-09,8.315008364385384e-10
1972,9.859090174099297e-06,1.940136295667091e-10,1.3986764920862323e-09,8.389999171600136e-10
1973,9.672464719707413e-06,2.072879754748997e-10,1.4804784541157444e-09,8.738027047959309e-10
1974,9.465019502385985e-06,1.8820426566407937e-10,1.3448009531355103e-09,9.224691090357697e-10
1975,9.393492421492868e-06,2.0367622370422366e-10,1.4117021678623181e-09,9.562932350754799e-10
1976,9.18905139509921e-06,2.0983174622449648e-10,1.399989045326931e-09,9.341499795922914e-10
1977,9.153143374922884e-06,2.3093858472370395e-10,1.4735652698050217e-09,7.93690169142991e-10
1978,9.12062997875702e-06,2.3751656891279893e-10,1.4587870118225916e-09,8.518508438320233e-10
1979,9.073109010517197e-06,2.6832413969295795e-10,1.5466677779788336e-09,8.212225502798479e-10
1980,8.957497032367559e-06,2.8065963739562095e-10,1.3558977274286121e-09,7.357606983988368e-10
1981,8.903303231428644e-06,3.025136232784728e-10,1.369986140404527e-09,6.80145527200336e-10
1982,8.872820087292763e-06,3.2265409193638865e-10,1.3793899831883648e-09,6.036700028744235e-10
1983,8.96734685998776e-06,3.3555732597318714e-10,1.3802486455359387e-09,6.170025680850091e-10
1984,9.028593012772035e-06,3.087748251529021e-10,1.4115116694516212e-09,5.868409766066459e-10
1985,9.012320333567914e-06,4.2897654476245096e-10,1.362033834923742e-09,5.638673932535048e-10
1986,9.008467973866832e-06,4.757109666504127e-10,1.3404957144302898e-09,5.610227798198103e-10
1987,9.106991975776119e-06,4.842797710466077e-10,1.3553346064501933e-09,5.997895315333426e-10
1988,9.164215693350083e-06,4.5999359876702783e-10,1.3829552899683302e-09,5.49122021663097e-10
1989,9.249549813310815e-06,4.554367002577006e-10,1.311328252333916e-09,5.852366726154048e-10
1990,9.243981756818747e-06,4.650264102361896e-10,1.2668173494339336e-09,4.926813837854585e-10
1991,9.212282878122227e-06,4.4876257372848475e-10,1.1815915468282867e-09,4.5937238735138664e-10
1992,9.24031961143815e-06,5.013138069347762e-10,1.0944314026468354e-09,4.39062379707446e-10
1993,9.334540144274278e-06,5.7804354061267e-10,1.0155347356694782e-09,4.5418169820304096e-10
1994,9.401810400179653e-06,7.447285238889759e-10,9.38838855863671e-10,4.5160096892197087e-10
1995,9.536608948630082e-06,8.713825881095134e-10,8.608163071244235e-10,4.5417814945444436e-10
1996,9.639314547322491e-06,8.503766371625865e-10,8.895292597748445e-10,4.251202980912591e-10
1997,9.773215684357897e-06,8.325370224564794e-10,7.851426453431287e-10,4.3210065882513607e-10
1998,9.933785804605577e-06,8.25176273045696e-10,7.674926448343809e-10,4.396988289341002e-10
1999,1.0069780338588835e-05,6.442132675524689e-10,7.352581757721513e-10,3.9307283618482206e-10
2000,1.0110751775625562e-05,4.742400643813799e-10,7.973019427216193e-10,3.52123528747837e-10
2001,1.0216692576899991e-05,2.2568873456593356e-10,7.628096844656897e-10,3.067162833238411e-10
2002,1.0211724656983279e-05,1.0127751217035654e-10,7.679866623596812e-10,3.039362174637818e-10
2003,1.0245491206920373e-05,8.237139343630112e-11,6.694841546219164e-10,3.0624517604367034e-10
2004,1.0313733452806315e-05,6.87484077602615e-11,9.132350034920681e-10,3.11396420553984e-10
2005,1.0417148197510479e-05,7.290780727158591e-11,1.055932682561941e-09,3.107006556796981e-10
2006,1.0428407871846243e-05,5.663807468660385e-11,1.072645567606096e-09,3.1335717750761004e-10
2007,1.0407204951791624e-05,5.698753820028633e-11,9.182705469028868e-10,3.1458030228367507e-10
2008,1.0213697221063609e-05,5.7207887732557694e-11,9.374490311004585e-10,3.0598128792596365e-10
2009,9.903195599950518e-06,4.110222628520407e-11,9.130515312070844e-10,2.742590192648743e-10
2010,9.6277909895954e-06,4.9290018495311876e-11,8.672033289882006e-10,2.4011747352352993e-10
2011,9.440840715667167e-06,3.41503809358252e-11,6.503986198819994e-10,2.039833530261984e-10
2012,9.183331063208503e-06,2.421319394985133e-11,4.962300610105481e-10,1.6423460508230292e-10
2013,8.943264739562956e-06,2.956421665018765e-11,7.835143605345556e-10,1.2882195211354793e-10
2014,8.727048615193261e-06,2.402564456906374e-11,8.912538286752283e-10,1.1723057346297543e-10
2015,8.689854829364257e-06,1.8734564990622158e-11,9.535038592023426e-10,1.019157030593806e-10
2016,8.849651099548542e-06,1.8734564990622158e-11,9.644075657114622e-10,1.0409644376644219e-10
2017,8.888686807040358e-06,1.2304568243933408e-11,1.0582751897025844e-09,1.0711721440403998e-10
2018,8.837303903419525e-06,1.476548189272009e-11,1.1919379594438339e-09,1.155419454557105e-10
2019,8.768220823185402e-06,1.845685236590011e-11,1.3684406940939198e-09,1.4442743181963813e-10
