ngram,contest,contst,contet,conest
1573,7.427053268267108e-07,0.0,0.0,0.0
1574,7.427053268267108e-07,0.0,0.0,0.0
1575,7.427053268267108e-07,0.0,1.2572796289792417e-06,0.0
1576,1.3520413111629232e-06,0.0,1.2572796289792417e-06,0.0
1577,1.3520413111629232e-06,0.0,1.2572796289792417e-06,0.0
1578,1.59295442309875e-06,0.0,1.2572796289792417e-06,0.0
1579,4.826728318870924e-06,0.0,1.2572796289792417e-06,0.0
1580,4.826728318870924e-06,0.0,1.2572796289792417e-06,0.0
1581,5.4200356934026265e-06,0.0,1.2572796289792417e-06,0.0
1582,6.257998441989392e-06,0.0,4.189813742933828e-07,0.0
1583,5.626891038446047e-06,0.0,4.189813742933828e-07,0.0
1584,5.626891038446047e-06,0.0,4.189813742933828e-07,0.0
1585,5.574696014524047e-06,0.0,4.189813742933828e-07,0.0
1586,2.3409221187518725e-06,0.0,4.189813742933828e-07,0.0
1587,2.3409221187518725e-06,0.0,4.189813742933828e-07,0.0
1588,1.74761474422017e-06,0.0,4.189813742933828e-07,0.0
1589,1.2831049421687827e-06,0.0,0.0,0.0
1590,5.62171034549205e-07,0.0,0.0,0.0
1591,2.161371818536801e-06,0.0,0.0,0.0
1592,1.972653730522974e-06,0.0,0.0,0.0
1593,4.428697658503162e-06,0.0,0.0,0.0
1594,4.763960825065234e-06,0.0,0.0,0.0
1595,5.214757915642362e-06,0.0,0.0,0.0
1596,5.472559645828109e-06,0.0,0.0,0.0
1597,5.714683831164231e-06,0.0,0.0,0.0
1598,4.734757859686007e-06,0.0,0.0,0.0
1599,5.206402452781081e-06,0.0,0.0,0.0
1600,8.501687034367933e-06,0.0,0.0,0.0
1601,8.752395452964784e-06,0.0,0.0,0.0
1602,8.301598362387657e-06,0.0,0.0,0.0
1603,7.670343685666531e-06,0.0,0.0,0.0
1604,7.5984898200788716e-06,0.0,0.0,0.0
1605,7.091651899112808e-06,0.0,0.0,0.0
1606,8.141529316877236e-06,0.0,0.0,0.0
1607,2.390200807310196e-06,0.0,0.0,0.0
1608,1.804229222151272e-06,0.0,0.0,0.0
1609,1.804229222151272e-06,0.0,0.0,0.0
1610,1.804229222151272e-06,0.0,0.0,0.0
1611,2.043608016525208e-06,0.0,0.0,0.0
1612,3.0071740379103825e-06,0.0,0.0,0.0
1613,2.7641358753628864e-06,0.0,0.0,0.0
1614,3.4233553703545894e-06,0.0,0.0,0.0
1615,3.8042986229161864e-06,0.0,0.0,0.0
1616,4.164723155294528e-06,0.0,0.0,0.0
1617,5.770760481027537e-06,0.0,0.0,0.0
1618,6.739791258171733e-06,0.0,0.0,0.0
1619,6.113926344499175e-06,0.0,0.0,0.0
1620,5.13765923772423e-06,0.0,0.0,0.0
1621,5.192111724941892e-06,0.0,0.0,0.0
1622,4.881516880621868e-06,0.0,0.0,0.0
1623,4.790506539263463e-06,0.0,0.0,0.0
1624,3.3338014061103294e-06,0.0,1.493321925798747e-07,0.0
1625,1.955121514843735e-06,0.0,1.493321925798747e-07,0.0
1626,2.1938489648424105e-06,0.0,1.493321925798747e-07,0.0
1627,2.6904889084887273e-06,0.0,1.493321925798747e-07,0.0
1628,2.435398317045058e-06,0.0,1.493321925798747e-07,0.0
1629,3.190343331230646e-06,0.0,1.493321925798747e-07,0.0
1630,3.007178138757029e-06,0.0,1.493321925798747e-07,0.0
1631,2.9712059179993437e-06,0.0,0.0,0.0
1632,3.8874672603534625e-06,0.0,0.0,0.0
1633,3.198601811098862e-06,0.0,0.0,0.0
1634,2.6465814520244228e-06,0.0,0.0,0.0
1635,2.9288774986265968e-06,0.0,0.0,0.0
1636,2.190428485196857e-06,0.0,0.0,0.0
1637,2.3968199960628615e-06,0.0,0.0,0.0
1638,3.158815478140501e-06,0.0,0.0,0.0
1639,2.3204243656696884e-06,0.0,0.0,7.787022988330656e-08
1640,2.4232324205643508e-06,0.0,0.0,7.787022988330656e-08
1641,2.654172793167423e-06,0.0,0.0,7.787022988330656e-08
1642,3.964342202574958e-06,0.0,0.0,7.787022988330656e-08
1643,4.148465141692473e-06,0.0,0.0,7.787022988330656e-08
1644,4.589116364123973e-06,0.0,0.0,7.787022988330656e-08
1645,7.397523160891849e-06,0.0,0.0,7.787022988330656e-08
1646,9.43515956513303e-06,0.0,0.0,0.0
1647,1.0580898171091186e-05,0.0,0.0,0.0
1648,1.1111804626904944e-05,0.0,4.584923577307823e-08,0.0
1649,9.13898555511748e-06,0.0,4.584923577307823e-08,0.0
1650,9.702500774112974e-06,0.0,4.584923577307823e-08,0.0
1651,1.0001210991309303e-05,0.0,4.584923577307823e-08,0.0
1652,7.15251968586017e-06,0.0,4.584923577307823e-08,0.0
1653,5.790770818033966e-06,0.0,4.584923577307823e-08,0.0
1654,5.911169336871223e-06,0.0,4.584923577307823e-08,0.0
1655,6.122650112112231e-06,0.0,0.0,0.0
1656,7.358334901904787e-06,0.0,0.0,0.0
1657,7.135549822123721e-06,0.0,0.0,0.0
1658,6.478857325678941e-06,0.0,0.0,0.0
1659,6.9626410095224855e-06,0.0,0.0,0.0
1660,6.6097572601263114e-06,0.0,8.017480013222666e-08,0.0
1661,6.1814077980670845e-06,0.0,8.017480013222666e-08,0.0
1662,5.7326412193755715e-06,0.0,8.017480013222666e-08,0.0
1663,5.1413733867125955e-06,0.0,8.017480013222666e-08,0.0
1664,5.944583173394287e-06,0.0,8.017480013222666e-08,0.0
1665,7.024297117043586e-06,0.0,8.017480013222666e-08,0.0
1666,6.384565235098957e-06,0.0,8.017480013222666e-08,0.0
1667,6.730094485517059e-06,0.0,0.0,0.0
1668,6.620809862007653e-06,0.0,0.0,0.0
1669,6.777989386007123e-06,0.0,0.0,0.0
1670,8.103750587906688e-06,0.0,0.0,0.0
1671,8.057700012744005e-06,0.0,0.0,0.0
1672,7.463697654332334e-06,0.0,0.0,0.0
1673,7.601089626924866e-06,0.0,0.0,0.0
1674,8.220968408880123e-06,0.0,0.0,0.0
1675,7.904434824013151e-06,0.0,0.0,0.0
1676,7.233537011026263e-06,0.0,0.0,0.0
1677,5.7560964543362e-06,0.0,0.0,0.0
1678,4.925041188081585e-06,0.0,0.0,0.0
1679,4.548527304645436e-06,0.0,0.0,0.0
1680,4.619007102389462e-06,0.0,0.0,0.0
1681,4.461020856589519e-06,0.0,0.0,0.0
1682,4.61155743128724e-06,0.0,0.0,0.0
1683,4.883491848366768e-06,0.0,0.0,0.0
1684,5.130730707086124e-06,0.0,0.0,0.0
1685,5.239515888076442e-06,0.0,0.0,0.0
1686,6.108839800487788e-06,0.0,0.0,0.0
1687,5.510245923038123e-06,0.0,0.0,0.0
1688,5.000823778443321e-06,0.0,0.0,0.0
1689,4.998504242134264e-06,0.0,0.0,0.0
1690,5.029688639167164e-06,0.0,0.0,0.0
1691,4.774203651842461e-06,0.0,0.0,0.0
1692,4.55364183185988e-06,0.0,0.0,0.0
1693,3.6387274836410403e-06,0.0,0.0,0.0
1694,3.91119449107334e-06,0.0,0.0,0.0
1695,3.8015793312037464e-06,0.0,0.0,0.0
1696,3.7684225974641905e-06,0.0,0.0,0.0
1697,4.0011088263522e-06,0.0,0.0,0.0
1698,4.112522187175013e-06,0.0,0.0,0.0
1699,4.339974403982134e-06,0.0,0.0,0.0
1700,4.706924560845696e-06,0.0,0.0,0.0
1701,4.542394045919147e-06,0.0,0.0,0.0
1702,4.540408359129547e-06,0.0,0.0,0.0
1703,4.208683224403233e-06,0.0,0.0,0.0
1704,3.856949206237914e-06,0.0,0.0,0.0
1705,3.732284897393713e-06,0.0,0.0,0.0
1706,3.543973954427721e-06,0.0,1.1075382896511395e-08,0.0
1707,2.9933085962901326e-06,0.0,1.1075382896511395e-08,0.0
1708,2.9924520146908307e-06,0.0,2.072125023947332e-08,0.0
1709,2.7539046771250597e-06,0.0,2.072125023947332e-08,1.2025016157427411e-08
1710,3.0927478422069854e-06,0.0,2.072125023947332e-08,1.2025016157427411e-08
1711,3.125921856345875e-06,0.0,2.072125023947332e-08,1.2025016157427411e-08
1712,2.793721949144258e-06,0.0,2.072125023947332e-08,1.2025016157427411e-08
1713,2.8586386276531684e-06,0.0,9.645867342961928e-09,1.2025016157427411e-08
1714,3.1107324665364492e-06,0.0,9.645867342961928e-09,2.1596626709197153e-08
1715,3.224757831178847e-06,0.0,0.0,2.1596626709197153e-08
1716,3.283360440166559e-06,0.0,0.0,9.571610551769742e-09
1717,3.318848273790666e-06,0.0,0.0,9.571610551769742e-09
1718,3.2155284738369768e-06,0.0,0.0,9.571610551769742e-09
1719,3.367012855700783e-06,0.0,0.0,9.571610551769742e-09
1720,3.090641696092332e-06,0.0,0.0,9.571610551769742e-09
1721,2.95126877907543e-06,0.0,0.0,0.0
1722,2.7817766782131263e-06,0.0,0.0,0.0
1723,2.6585066897106505e-06,0.0,1.2350352359849888e-08,0.0
1724,2.614251457089267e-06,0.0,1.2350352359849888e-08,0.0
1725,2.823530443103144e-06,0.0,1.2350352359849888e-08,0.0
1726,3.13823993889985e-06,0.0,1.873785038242204e-08,0.0
1727,3.1582369826667545e-06,0.0,1.873785038242204e-08,0.0
1728,3.4447500963454203e-06,0.0,1.873785038242204e-08,0.0
1729,3.6590982485254893e-06,0.0,1.873785038242204e-08,0.0
1730,3.718736154821402e-06,0.0,6.3874980225721495e-09,0.0
1731,3.4806851415071705e-06,0.0,6.3874980225721495e-09,0.0
1732,3.281571805148685e-06,0.0,6.3874980225721495e-09,0.0
1733,3.0406700131736997e-06,0.0,0.0,0.0
1734,3.324428364846556e-06,0.0,0.0,0.0
1735,3.16147920135076e-06,0.0,0.0,0.0
1736,3.0425909309477513e-06,0.0,0.0,0.0
1737,3.0242114397489265e-06,0.0,0.0,0.0
1738,3.5621909384125113e-06,0.0,0.0,0.0
1739,4.06569207760705e-06,0.0,0.0,3.2309164867326346e-09
1740,3.952571855084638e-06,0.0,0.0,3.2309164867326346e-09
1741,3.7753513229940187e-06,0.0,0.0,3.2309164867326346e-09
1742,3.5580919432374813e-06,0.0,0.0,3.2309164867326346e-09
1743,3.5175053848693745e-06,0.0,0.0,3.2309164867326346e-09
1744,3.6876995831594935e-06,0.0,0.0,3.2309164867326346e-09
1745,3.415986546834964e-06,0.0,0.0,3.2309164867326346e-09
1746,3.252522154590614e-06,0.0,0.0,0.0
1747,3.729957338042108e-06,0.0,0.0,0.0
1748,4.237805439645724e-06,0.0,0.0,0.0
1749,4.781199679980221e-06,0.0,4.955280376504691e-09,0.0
1750,5.497985057445476e-06,0.0,4.955280376504691e-09,0.0
1751,6.116045629564074e-06,0.0,4.955280376504691e-09,0.0
1752,6.352418885009163e-06,0.0,4.955280376504691e-09,3.898590149122226e-09
1753,6.908067656955349e-06,0.0,4.955280376504691e-09,3.898590149122226e-09
1754,7.691138372527867e-06,0.0,4.955280376504691e-09,3.898590149122226e-09
1755,9.010989288071869e-06,0.0,4.955280376504691e-09,3.898590149122226e-09
1756,9.953940986763752e-06,0.0,0.0,3.898590149122226e-09
1757,1.0577988697540214e-05,0.0,0.0,6.943713413777784e-09
1758,1.0980918757143496e-05,0.0,0.0,6.943713413777784e-09
1759,1.127788943579487e-05,0.0,0.0,3.045123264655558e-09
1760,1.1559995073184837e-05,0.0,0.0,3.045123264655558e-09
1761,1.133285253932367e-05,0.0,0.0,3.045123264655558e-09
1762,9.951142341638583e-06,0.0,0.0,3.045123264655558e-09
1763,9.445263588401889e-06,0.0,0.0,3.045123264655558e-09
1764,9.157043418131902e-06,0.0,0.0,0.0
1765,9.291090723958664e-06,0.0,0.0,0.0
1766,1.014537519949954e-05,0.0,0.0,0.0
1767,1.0549797090269359e-05,0.0,0.0,0.0
1768,1.093847822630778e-05,0.0,2.682212547305036e-09,0.0
1769,1.1943045007813322e-05,0.0,2.682212547305036e-09,0.0
1770,1.3110004926732341e-05,0.0,2.682212547305036e-09,0.0
1771,1.3818640192247195e-05,0.0,2.682212547305036e-09,0.0
1772,1.4962338354962412e-05,0.0,2.682212547305036e-09,2.6360818290121254e-09
1773,1.5785991958442276e-05,0.0,5.277403403169956e-09,2.6360818290121254e-09
1774,1.6577318482242326e-05,0.0,5.277403403169956e-09,2.6360818290121254e-09
1775,1.6949020261693348e-05,0.0,2.5951908558649197e-09,2.6360818290121254e-09
1776,1.809368755597721e-05,0.0,2.5951908558649197e-09,5.3484513326143966e-09
1777,1.8085260957637468e-05,0.0,2.5951908558649197e-09,5.3484513326143966e-09
1778,1.9035663042034556e-05,0.0,2.5951908558649197e-09,5.3484513326143966e-09
1779,1.9294945689450416e-05,0.0,5.156876576555598e-09,2.712369503602271e-09
1780,1.970196145910969e-05,0.0,2.5616857206906776e-09,2.712369503602271e-09
1781,1.956106253991103e-05,0.0,2.5616857206906776e-09,2.712369503602271e-09
1782,2.028445409710652e-05,0.0,2.5616857206906776e-09,2.712369503602271e-09
1783,2.090577150478826e-05,0.0,4.736284761211859e-09,0.0
1784,2.1726613340433687e-05,0.0,4.736284761211859e-09,0.0
1785,2.1649201049253213e-05,0.0,6.354407159189382e-09,0.0
1786,2.0837656068449307e-05,0.0,5.132819756527494e-09,0.0
1787,2.021987529587932e-05,0.0,5.132819756527494e-09,0.0
1788,2.0008214050903916e-05,0.0,5.132819756527494e-09,1.3065520728819786e-09
1789,1.9988660954238314e-05,0.0,6.29620457358117e-09,1.3065520728819786e-09
1790,1.895180789038672e-05,0.0,4.121605533059989e-09,1.3065520728819786e-09
1791,1.9535995826507652e-05,0.0,5.207571770629979e-09,1.3065520728819786e-09
1792,2.1199456438937758e-05,0.0,4.677711424554738e-09,1.3065520728819786e-09
1793,2.2165001999902806e-05,0.0,3.337613106525948e-09,1.3065520728819786e-09
1794,2.330242231047513e-05,0.0,1.2319483338225318e-08,1.3065520728819786e-09
1795,2.4367367326963824e-05,0.0,1.962566033496062e-08,0.0
1796,2.5670534211842876e-05,0.0,1.8462275517906945e-08,0.0
1797,2.671056582974935e-05,0.0,2.0729970121432676e-08,0.0
1798,2.6627537278857615e-05,0.0,1.9644003883862686e-08,5.786566781296187e-10
1799,2.6830021982147757e-05,0.0,1.975728101756756e-08,5.786566781296187e-10
1800,2.7651035062652746e-05,0.0,1.975728101756756e-08,9.903205874398476e-10
1801,2.8631042628798502e-05,0.0,1.1704091727539532e-08,9.903205874398476e-10
1802,2.9881872251280583e-05,0.0,4.397914730804229e-09,1.4244473854420546e-09
1803,3.058073759478118e-05,3.5099995925642295e-10,4.7489146900606525e-09,1.7754473446984775e-09
1804,3.1319585104938596e-05,3.5099995925642295e-10,2.78629763705851e-09,2.0805248952220676e-09
1805,3.1115451097970693e-05,3.5099995925642295e-10,3.5653301580903676e-09,1.7615457188162915e-09
1806,2.9538354023575914e-05,3.5099995925642295e-10,3.1394412466515374e-09,2.0200958207792853e-09
1807,2.8913421764238073e-05,3.5099995925642295e-10,3.3486624742958983e-09,2.236095610262469e-09
1808,2.777872941805981e-05,3.5099995925642295e-10,3.3614342896472392e-09,3.4129115882614816e-09
1809,2.777022122505254e-05,3.5099995925642295e-10,4.085133548897042e-09,3.7024840495090773e-09
1810,2.7559044870680998e-05,0.0,3.7341335896406184e-09,3.5694217423046635e-09
1811,2.840433626261074e-05,2.343839408272938e-10,3.897823920771617e-09,3.4987281326083674e-09
1812,3.0197629322563963e-05,4.730922003355025e-10,3.5962079187561765e-09,3.955175441129808e-09
1813,3.0877183494989625e-05,4.730922003355025e-10,2.8205576445878525e-09,4.666522390728289e-09
1814,3.192960502929054e-05,4.730922003355025e-10,2.8202945534516743e-09,5.0836493586154626e-09
1815,3.273682055545838e-05,4.730922003355025e-10,1.8788417964289904e-09,4.0999740903911535e-09
1816,3.2034504589059255e-05,4.730922003355025e-10,1.3453152560215032e-09,3.3762748311413506e-09
1817,3.199297446242001e-05,4.730922003355025e-10,1.5166628270739985e-09,3.158337179089342e-09
1818,3.007034839746276e-05,2.3870825950820876e-10,2.4801738757978295e-09,3.461057821293626e-09
1819,2.813351472598567e-05,0.0,2.0027573567814117e-09,2.8952304522076945e-09
1820,2.8013411013359602e-05,0.0,2.444948148700681e-09,2.367524192565489e-09
1821,2.7157926264668015e-05,0.0,2.6216527837519266e-09,1.3227335258849037e-09
1822,2.6704781963157336e-05,0.0,2.995959496361016e-09,1.3791306192294834e-09
1823,2.6411620118389173e-05,0.0,3.08671231431999e-09,1.940981692832062e-09
1824,2.5695645880270085e-05,0.0,2.9153647432674947e-09,2.2092217261920108e-09
1825,2.6339916335668283e-05,0.0,1.6097026172318912e-09,1.925350751846062e-09
1826,2.666230518246136e-05,0.0,1.846699103160075e-09,1.775053310686709e-09
1827,2.6502889210990232e-05,0.0,2.136502585958766e-09,1.5420037310523833e-09
1828,2.6567922499712688e-05,0.0,1.861169123580047e-09,2.203979601996967e-09
1829,2.6114823932792725e-05,0.0,1.6274109678907474e-09,2.5166360265568446e-09
1830,2.6166244944241563e-05,0.0,1.441789973125448e-09,2.5266122368908637e-09
1831,2.5936005840776488e-05,0.0,1.813368613997771e-09,2.815740196560057e-09
1832,2.5623479294673806e-05,0.0,1.7719012685673314e-09,3.073403341348678e-09
1833,2.6006932395310806e-05,8.247826231512688e-11,1.7823395695845283e-09,3.4033163906091855e-09
1834,2.607605399264555e-05,8.247826231512688e-11,1.1334054885102164e-09,3.360295565611539e-09
1835,2.591085987140624e-05,1.662616631671808e-10,2.196043807118591e-09,3.0334532980751713e-09
1836,2.581388746745818e-05,1.662616631671808e-10,2.505862327163909e-09,2.5463202498901947e-09
1837,2.5682563708479783e-05,1.662616631671808e-10,2.4879991955550906e-09,2.5165828310136362e-09
1838,2.6117688321392052e-05,1.662616631671808e-10,2.26907204930222e-09,2.1118663326039464e-09
1839,2.6029282058256547e-05,1.662616631671808e-10,2.4112668925039114e-09,1.9040953258553373e-09
1840,2.5299083582857357e-05,8.37834008520539e-11,2.466175969788915e-09,1.876526140825214e-09
1841,2.5043374210196945e-05,2.2373862286682667e-10,2.523070998160039e-09,2.060293808574849e-09
1842,2.5070708683675287e-05,1.3995522201477277e-10,2.2623349939441896e-09,2.0900528292194006e-09
1843,2.516014215611254e-05,1.3995522201477277e-10,1.943116976845159e-09,2.1461407095912932e-09
1844,2.4839071816781404e-05,1.3995522201477277e-10,1.9324584234402055e-09,2.004747970804236e-09
1845,2.4226539868063162e-05,1.3995522201477277e-10,1.913284459436377e-09,2.3192678254093023e-09
1846,2.411775546663973e-05,1.3995522201477277e-10,2.2729246500803005e-09,2.277024077227249e-09
1847,2.4259493199809056e-05,1.3995522201477277e-10,2.4554245065771293e-09,2.6413403369269464e-09
1848,2.3933809903350527e-05,5.4687675023399966e-11,2.6435953188424274e-09,2.8383290479843434e-09
1849,2.4011796475471264e-05,5.4687675023399966e-11,3.5047683564849918e-09,2.7958736437128096e-09
1850,2.379386231560992e-05,5.4687675023399966e-11,3.658438766215458e-09,2.949544053443276e-09
1851,2.4231310037846144e-05,5.4687675023399966e-11,3.823798880705656e-09,2.7345613075522935e-09
1852,2.449288357248796e-05,5.4687675023399966e-11,3.842006062499641e-09,2.5201978123437894e-09
1853,2.4713069381375264e-05,1.0294701599125996e-10,4.220208357378194e-09,2.6453905415430815e-09
1854,2.43796002905583e-05,1.0294701599125996e-10,3.9878739358353445e-09,2.2817415893224992e-09
1855,2.428081201547424e-05,4.825934096786e-11,3.97475839543558e-09,2.102377066088528e-09
1856,2.376820858834045e-05,4.825934096786e-11,2.6486429874747077e-09,1.9290362640589365e-09
1857,2.3806179212572586e-05,4.825934096786e-11,2.5082261981676115e-09,1.7886194747518402e-09
1858,2.3482633228663224e-05,4.825934096786e-11,2.5064972795720207e-09,1.718112120828254e-09
1859,2.3394176553535673e-05,4.825934096786e-11,2.842247675311731e-09,1.830880597924229e-09
1860,2.3189543363904314e-05,6.099520888369625e-11,2.1820369320936705e-09,1.8107771234835264e-09
1861,2.358763984895112e-05,6.099520888369625e-11,2.6638544544813467e-09,1.790199361766704e-09
1862,2.3734638359331128e-05,6.099520888369625e-11,2.571717045667705e-09,1.868433289039676e-09
1863,2.410004786465184e-05,6.099520888369625e-11,2.4108550869935843e-09,1.767074752396474e-09
1864,2.3717351723462343e-05,6.099520888369625e-11,2.5490231354246315e-09,1.669767193560442e-09
1865,2.3135465588503784e-05,6.099520888369625e-11,2.9377807805478338e-09,1.8641460161220434e-09
1866,2.2147051952612984e-05,1.0523482878761164e-10,2.5830645321102607e-09,1.9852054960229584e-09
1867,2.1762543838121928e-05,4.4239619903915386e-11,2.4941507668709205e-09,1.878508987251948e-09
1868,2.0793090308351176e-05,4.4239619903915386e-11,2.0735058194252888e-09,1.9097574513856787e-09
1869,2.0369692460267936e-05,8.382550606026281e-11,2.0881480433665445e-09,2.057799601353137e-09
1870,1.943801700170817e-05,1.2606196642117595e-10,2.0129030585204687e-09,2.3057169348409243e-09
1871,1.9330308922300382e-05,2.0721409112388145e-10,2.095516879066902e-09,2.5832303121983304e-09
1872,1.9094089501387706e-05,2.0721409112388145e-10,1.681103740341123e-09,2.35554788373195e-09
1873,1.9194524481593233e-05,1.6297447121996608e-10,1.938472398472462e-09,2.1419733288650734e-09
1874,1.8976481182367672e-05,2.0271518590726194e-10,1.8813729780425045e-09,2.0019207244307123e-09
1875,1.89022949988222e-05,2.428302162523924e-10,1.8484963242621738e-09,1.9690440706503817e-09
1876,1.8706916567420455e-05,2.4157631450805184e-10,1.9559688630670688e-09,1.6052476490914712e-09
1877,1.9091377648042647e-05,1.993398541471387e-10,1.9894482569274683e-09,1.6591091675114252e-09
1878,1.8917146267735268e-05,1.181877294444332e-10,1.9145465847612643e-09,1.5159274629234736e-09
1879,1.9094082225430092e-05,1.181877294444332e-10,1.954184718806167e-09,1.5736792979836878e-09
1880,1.8964588369791663e-05,1.181877294444332e-10,1.662757249348041e-09,1.497938138607578e-09
1881,1.9132949091726914e-05,7.844701475713732e-11,1.8825815509667822e-09,1.5681095786947351e-09
1882,1.9250189195320543e-05,3.833198441200685e-11,1.6990050636219882e-09,1.6762192903537913e-09
1883,1.9463428283675705e-05,3.212262797028639e-11,1.5146303576431463e-09,1.5425952737402326e-09
1884,1.93838459381368e-05,3.212262797028639e-11,1.3615013719611317e-09,1.4981876215815403e-09
1885,1.9422788422421684e-05,3.212262797028639e-11,1.5065676484127266e-09,1.577970325834193e-09
1886,1.9449895782080212e-05,3.212262797028639e-11,1.427702654512229e-09,1.576258155745945e-09
1887,1.977586206131881e-05,3.212262797028639e-11,1.5224803798627055e-09,1.4618399665370215e-09
1888,1.9517196051310748e-05,3.212262797028639e-11,1.3597159588739162e-09,1.4344634369223286e-09
1889,1.9682824131450616e-05,3.212262797028639e-11,1.419512602700885e-09,1.2025738817454469e-09
1890,1.946425540414306e-05,0.0,1.4106736096713185e-09,1.131501689962836e-09
1891,1.9249860997661017e-05,2.5605051808977717e-11,1.4215610989941142e-09,9.03207766514821e-10
1892,1.920578168730052e-05,4.8076633943746774e-11,1.1210414422154917e-09,8.667140854219063e-10
1893,1.911990459900283e-05,7.113830754626856e-11,1.1169414520268666e-09,9.132643887164806e-10
1894,1.8890436487189227e-05,7.113830754626856e-11,1.078146088279957e-09,9.850048911440113e-10
1895,1.8884418230819782e-05,7.113830754626856e-11,1.1796914794232854e-09,9.288438787954537e-10
1896,1.877793666998124e-05,9.051873338185499e-11,1.1970899430454755e-09,8.8810105698072e-10
1897,1.886529909305474e-05,9.051873338185499e-11,1.138199574273508e-09,9.742658981158415e-10
1898,1.871294599758195e-05,1.1902818809948557e-10,1.144008380090814e-09,1.0417560861572132e-09
1899,1.8459745790875915e-05,1.1477051253816484e-10,1.2459596687719454e-09,9.44537614788743e-10
1900,1.8281583314611843e-05,1.2785004800873268e-10,1.2471634042959018e-09,9.046090622609273e-10
1901,1.8157170156233144e-05,1.4498673491950394e-10,1.2810245562734833e-09,8.527867697719468e-10
1902,1.809359829556862e-05,1.794233154907486e-10,1.0839844577503754e-09,9.879867955499476e-10
1903,1.823416278057266e-05,1.6004288965516215e-10,1.308039232483793e-09,9.832782524707033e-10
