ngram,wine,wne,wne,wie
1810,6.087637406640819e-05,8.340805075184627e-08,8.340805075184627e-08,1.5355687667449403e-07
1811,5.947939176361875e-05,8.111598402495344e-08,8.111598402495344e-08,1.4175901595438389e-07
1812,5.8183236043467855e-05,7.443044783680567e-08,7.443044783680567e-08,1.2847986547675256e-07
1813,5.608743491133542e-05,7.663226751576855e-08,7.663226751576855e-08,1.2978063576188754e-07
1814,5.474555967209328e-05,8.225650966713666e-08,8.225650966713666e-08,1.3435693091423673e-07
1815,5.47363114102544e-05,8.170848226589961e-08,8.170848226589961e-08,1.3470358644391516e-07
1816,5.6299745795383516e-05,8.112753491218427e-08,8.112753491218427e-08,1.4709944297562417e-07
1817,5.676697297271208e-05,7.2910610628339e-08,7.2910610628339e-08,1.6055513693150454e-07
1818,5.742421698024762e-05,6.759430704050828e-08,6.759430704050828e-08,1.5800568117388787e-07
1819,5.8074676157307946e-05,6.744399020216666e-08,6.744399020216666e-08,1.5534449054095084e-07
1820,6.00494521287536e-05,6.234492287506197e-08,6.234492287506197e-08,1.4621706765995312e-07
1821,6.137276120300937e-05,5.105888486614926e-08,5.105888486614926e-08,1.4131013159612849e-07
1822,6.238769700368201e-05,4.925031607935385e-08,4.925031607935385e-08,1.379715024134904e-07
1823,6.243395650277048e-05,4.8634169961100527e-08,4.8634169961100527e-08,1.2771442011886132e-07
1824,6.24980207898521e-05,5.465528474246639e-08,5.465528474246639e-08,1.1395762048290895e-07
1825,6.215237954165787e-05,5.389892874875711e-08,5.389892874875711e-08,1.354721754458816e-07
1826,6.171751374495216e-05,5.126558530069555e-08,5.126558530069555e-08,1.389512576110974e-07
1827,6.0995677943407956e-05,5.082130678195946e-08,5.082130678195946e-08,1.417415904013199e-07
1828,6.020822235898647e-05,4.7540428482761854e-08,4.7540428482761854e-08,1.4231380975258746e-07
1829,5.6547392887296155e-05,4.3732960364195606e-08,4.3732960364195606e-08,1.4053604400844832e-07
1830,5.681222111369217e-05,4.35066382920013e-08,4.35066382920013e-08,1.412315130875998e-07
1831,5.5897885821260775e-05,3.826771534574748e-08,3.826771534574748e-08,1.5248057394501302e-07
1832,5.5132848501671106e-05,3.7218356396806485e-08,3.7218356396806485e-08,1.489782357160558e-07
1833,5.475731502104152e-05,3.6422239954195645e-08,3.6422239954195645e-08,1.6028803985688812e-07
1834,5.445034029045408e-05,3.517165428742633e-08,3.517165428742633e-08,1.892798897935271e-07
1835,5.407938442658633e-05,3.520729308092996e-08,3.520729308092996e-08,1.9219893334008832e-07
1836,5.672054664630975e-05,3.5809112627508255e-08,3.5809112627508255e-08,1.965817355247574e-07
1837,5.562781786596004e-05,3.549387577501355e-08,3.549387577501355e-08,2.0544733558836015e-07
1838,5.60920915242085e-05,3.735340011904295e-08,3.735340011904295e-08,1.9495866305468163e-07
1839,5.678242606726209e-05,3.6668697284929815e-08,3.6668697284929815e-08,1.971923272289392e-07
1840,5.713527415147317e-05,3.885954415393046e-08,3.885954415393046e-08,1.9813980957548794e-07
1841,5.7912592248093074e-05,3.873511797028836e-08,3.873511797028836e-08,1.8222791758099837e-07
1842,5.776198616201457e-05,3.958424394617006e-08,3.958424394617006e-08,1.9793340503123806e-07
1843,5.671589315170422e-05,3.980110717195982e-08,3.980110717195982e-08,2.1719551211520282e-07
1844,5.630185426395785e-05,4.0179658457516e-08,4.0179658457516e-08,2.1604823124172462e-07
1845,5.5329686022430125e-05,3.957456838423111e-08,3.957456838423111e-08,2.1859900251846349e-07
1846,5.362481689579519e-05,3.955087330658509e-08,3.955087330658509e-08,2.13162124396149e-07
1847,5.268625734190989e-05,3.8884268503482285e-08,3.8884268503482285e-08,2.085509192641309e-07
1848,5.1164494444882234e-05,3.826029220428089e-08,3.826029220428089e-08,2.0549154758750125e-07
1849,5.0658736394585245e-05,3.8050509536852976e-08,3.8050509536852976e-08,2.0088971552922885e-07
1850,5.095708339857603e-05,3.683948942726342e-08,3.683948942726342e-08,1.8719156206056402e-07
1851,5.108336128094899e-05,3.5930457593329786e-08,3.5930457593329786e-08,1.9162948206030705e-07
1852,5.153164758147406e-05,3.3764618275914215e-08,3.3764618275914215e-08,1.988363668000862e-07
1853,5.222643345145376e-05,3.2364714590877545e-08,3.2364714590877545e-08,2.0189680835106367e-07
1854,5.222529528379839e-05,3.044532093099406e-08,3.044532093099406e-08,2.0983428328236187e-07
1855,5.178426311301466e-05,3.005606785677628e-08,3.005606785677628e-08,2.3679255483395017e-07
1856,5.180059711814725e-05,2.882852864364135e-08,2.882852864364135e-08,2.4784619613780835e-07
1857,5.285920633468777e-05,3.143610984222635e-08,3.143610984222635e-08,2.5483253450277387e-07
1858,5.281683375609906e-05,3.142215224524339e-08,3.142215224524339e-08,2.592478511230313e-07
1859,5.255279756966047e-05,3.235142338147463e-08,3.235142338147463e-08,2.847404090289274e-07
1860,5.249470008753373e-05,3.313367967296342e-08,3.313367967296342e-08,2.998742892097133e-07
1861,5.222129610566688e-05,3.430227479839232e-08,3.430227479839232e-08,3.364477428086892e-07
1862,5.237511660587708e-05,3.594612049287857e-08,3.594612049287857e-08,3.3189483669307916e-07
1863,5.219399983096602e-05,3.8870638771218835e-08,3.8870638771218835e-08,3.22128296862242e-07
1864,5.117112076342372e-05,3.7173102945026974e-08,3.7173102945026974e-08,3.1562726121592277e-07
1865,5.118175613461062e-05,3.748216061337319e-08,3.748216061337319e-08,3.2073118307250426e-07
1866,5.106441728587795e-05,3.8398168961910935e-08,3.8398168961910935e-08,3.053999161498463e-07
1867,5.085161371555712e-05,3.790577071275233e-08,3.790577071275233e-08,3.0242850357353745e-07
1868,5.103145304019563e-05,3.7077192617727765e-08,3.7077192617727765e-08,2.7365883121482124e-07
1869,5.092290562710592e-05,3.648437564761155e-08,3.648437564761155e-08,2.7112254282915925e-07
1870,5.026367372400793e-05,3.4274587231867115e-08,3.4274587231867115e-08,2.8339097265675915e-07
1871,4.923698673207712e-05,3.322490143326766e-08,3.322490143326766e-08,2.9750328930536594e-07
1872,4.812684970342421e-05,3.3039953757046144e-08,3.3039953757046144e-08,3.0174378399091696e-07
1873,4.6964682821583536e-05,3.3483571471037976e-08,3.3483571471037976e-08,3.0633816956131863e-07
1874,4.56124528552339e-05,3.548996322219214e-08,3.548996322219214e-08,3.0750988295429646e-07
1875,4.406576876395515e-05,3.6103402172622216e-08,3.6103402172622216e-08,3.094097036994624e-07
1876,4.321625341877474e-05,3.651537485081592e-08,3.651537485081592e-08,3.097279415799546e-07
1877,4.2701608825674544e-05,3.624119112747134e-08,3.624119112747134e-08,3.111313974711395e-07
1878,4.223676192590834e-05,3.775240792996166e-08,3.775240792996166e-08,3.1315752429301416e-07
1879,4.143823857053316e-05,3.675931229249077e-08,3.675931229249077e-08,3.236624641950974e-07
1880,4.1138603722044665e-05,3.602607786693365e-08,3.602607786693365e-08,3.3524591458444775e-07
1881,4.102713241341657e-05,3.500668859552596e-08,3.500668859552596e-08,3.39985222451235e-07
1882,4.094911959587729e-05,3.493556479026795e-08,3.493556479026795e-08,3.4292669478678104e-07
1883,4.0041091519274884e-05,3.4227943907743404e-08,3.4227943907743404e-08,3.407821590631751e-07
1884,3.949684417291012e-05,3.374991004128398e-08,3.374991004128398e-08,3.4183414803529946e-07
1885,3.915912176515641e-05,3.2406650315611584e-08,3.2406650315611584e-08,3.486324057381093e-07
1886,3.843795691084649e-05,3.265314672619622e-08,3.265314672619622e-08,3.4430488377828236e-07
1887,3.784659410095108e-05,3.17955835628579e-08,3.17955835628579e-08,3.3549905050936755e-07
1888,3.746981435272444e-05,3.227685547407029e-08,3.227685547407029e-08,3.3825918015801495e-07
1889,3.710360968917874e-05,3.1388372028524307e-08,3.1388372028524307e-08,3.4966746349190156e-07
1890,3.678603908546003e-05,3.141992317117521e-08,3.141992317117521e-08,3.5328197814773634e-07
1891,3.6451617883618125e-05,3.074997221931751e-08,3.074997221931751e-08,3.586869468108489e-07
1892,3.5241471258424486e-05,3.077654118856442e-08,3.077654118856442e-08,3.6240295945130387e-07
1893,3.496135208739101e-05,3.022724293089141e-08,3.022724293089141e-08,3.6253616388291577e-07
1894,3.425454841427771e-05,2.9379210175761727e-08,2.9379210175761727e-08,3.72499694581815e-07
1895,3.357683038172711e-05,2.7666742547743136e-08,2.7666742547743136e-08,3.7491617328149527e-07
1896,3.334137155824075e-05,2.7582250134677063e-08,2.7582250134677063e-08,3.72542156615704e-07
1897,3.312476422122147e-05,2.6062574828448045e-08,2.6062574828448045e-08,3.798584486958134e-07
1898,3.2530603805623415e-05,2.5259796286393665e-08,2.5259796286393665e-08,3.887089487112202e-07
1899,3.2259438220145444e-05,2.512238620308186e-08,2.512238620308186e-08,3.9527240249169283e-07
1900,3.152693248661568e-05,2.5207381071368218e-08,2.5207381071368218e-08,3.9956859966748327e-07
1901,3.102829500026668e-05,2.5572635564685697e-08,2.5572635564685697e-08,3.9694075277501337e-07
1902,3.025955187955073e-05,2.6250165469881333e-08,2.6250165469881333e-08,3.9881406418576913e-07
1903,2.8912129502194667e-05,2.5514998621848202e-08,2.5514998621848202e-08,3.960194630638268e-07
1904,2.7923765498729025e-05,2.6068479692347475e-08,2.6068479692347475e-08,3.89833888090964e-07
1905,2.7116678601097582e-05,2.6059737479044998e-08,2.6059737479044998e-08,3.766498366530868e-07
1906,2.669205319502258e-05,2.5070682038322697e-08,2.5070682038322697e-08,3.613929899464503e-07
1907,2.6075833635072092e-05,2.428010935164236e-08,2.428010935164236e-08,3.5980305515944823e-07
1908,2.522342739601819e-05,2.366332602881422e-08,2.366332602881422e-08,3.567753188755367e-07
1909,2.4371490975941663e-05,2.2435291973416886e-08,2.2435291973416886e-08,3.511226671954708e-07
1910,2.353821920613492e-05,2.2012466769995498e-08,2.2012466769995498e-08,3.450630612990478e-07
1911,2.2696107927393833e-05,2.04588633018992e-08,2.04588633018992e-08,3.4546684446468134e-07
1912,2.1452779297500717e-05,2.0251568295342233e-08,2.0251568295342233e-08,3.4704650277360217e-07
1913,2.0090268143186612e-05,2.0333662626675116e-08,2.0333662626675116e-08,3.479064462551053e-07
1914,1.913937843970156e-05,2.0063491947196e-08,2.0063491947196e-08,3.4351581997985446e-07
1915,1.8158082769202467e-05,1.9964449141493138e-08,1.9964449141493138e-08,3.443135280381934e-07
1916,1.766910541586445e-05,2.0414492445703606e-08,2.0414492445703606e-08,3.394348441686036e-07
1917,1.7279758789559958e-05,2.1111169193740612e-08,2.1111169193740612e-08,3.3304190034349243e-07
1918,1.6666821985771613e-05,2.1926931635464697e-08,2.1926931635464697e-08,3.144249457623768e-07
1919,1.665905308202907e-05,2.201436138144735e-08,2.201436138144735e-08,3.102438565097795e-07
1920,1.722711827564386e-05,2.1776304949737224e-08,2.1776304949737224e-08,3.0982258993260204e-07
1921,1.7644197993961696e-05,2.223088557684605e-08,2.223088557684605e-08,3.0673661350582346e-07
1922,1.853264646862434e-05,2.2206474373628486e-08,2.2206474373628486e-08,3.033417702421762e-07
1923,1.922093828657775e-05,2.2075911892167303e-08,2.2075911892167303e-08,3.123664100712631e-07
1924,2.0066788368110012e-05,2.1856889377756617e-08,2.1856889377756617e-08,3.1674172516561937e-07
1925,2.072183633572422e-05,2.176155002229864e-08,2.176155002229864e-08,3.390609768822677e-07
1926,2.1212629560198237e-05,2.183484555067545e-08,2.183484555067545e-08,3.4928375417361425e-07
1927,2.1189538788998368e-05,2.1983434501342865e-08,2.1983434501342865e-08,3.56123994801497e-07
1928,2.1090650469497113e-05,2.1847387645022665e-08,2.1847387645022665e-08,3.7229295506741824e-07
1929,2.0667192594763556e-05,2.110873533110537e-08,2.110873533110537e-08,3.928040338710811e-07
1930,2.0776663015047753e-05,2.07265569786484e-08,2.07265569786484e-08,4.0252554559369204e-07
1931,2.0580493323255462e-05,1.971735663630625e-08,1.971735663630625e-08,4.185600102703445e-07
1932,2.093806116525749e-05,1.9850144639121936e-08,1.9850144639121936e-08,4.1875335503911107e-07
1933,2.0991935733556083e-05,1.9765810068049306e-08,1.9765810068049306e-08,4.352835552318928e-07
1934,2.1052247965209453e-05,2.0314809390242772e-08,2.0314809390242772e-08,4.5068641644060594e-07
1935,2.1036372605262193e-05,1.9856589769265805e-08,1.9856589769265805e-08,4.602455589974852e-07
1936,2.097973343292584e-05,2.0704089363578404e-08,2.0704089363578404e-08,4.5208947442785886e-07
1937,2.043955542571244e-05,2.1458442134303368e-08,2.1458442134303368e-08,4.512070412537079e-07
1938,1.9840563774258563e-05,2.1903511639363516e-08,2.1903511639363516e-08,4.5834138973077643e-07
1939,1.8943276050517204e-05,2.1949147515394022e-08,2.1949147515394022e-08,4.5935851338591807e-07
1940,1.835473397347544e-05,2.3074375680006857e-08,2.3074375680006857e-08,4.3915048308917903e-07
1941,1.787002682769006e-05,2.389922291813816e-08,2.389922291813816e-08,4.227194827827978e-07
1942,1.75911276788351e-05,2.4844209483327566e-08,2.4844209483327566e-08,4.029002695915551e-07
1943,1.737283985546258e-05,2.4880750412340343e-08,2.4880750412340343e-08,3.9460973003510193e-07
1944,1.7070606710538933e-05,2.4302932999376026e-08,2.4302932999376026e-08,3.903176621276673e-07
1945,1.7159276727137956e-05,2.4668924680781856e-08,2.4668924680781856e-08,3.8276114569920796e-07
1946,1.734343329319797e-05,2.432027379484225e-08,2.432027379484225e-08,3.926137748879098e-07
1947,1.7422126152918542e-05,2.3352244582497406e-08,2.3352244582497406e-08,3.901680137070278e-07
1948,1.7481812392361462e-05,2.2168808756971104e-08,2.2168808756971104e-08,3.87226366780981e-07
1949,1.7626237812302342e-05,2.1924362262179135e-08,2.1924362262179135e-08,4.0636613870706893e-07
1950,1.7609025235287845e-05,2.1641372376685856e-08,2.1641372376685856e-08,4.119893251949439e-07
1951,1.807074763097002e-05,2.234605694135488e-08,2.234605694135488e-08,4.2241241869435597e-07
1952,1.836298075171986e-05,2.2577441884306737e-08,2.2577441884306737e-08,4.153237073621442e-07
1953,1.8292121239937842e-05,2.2426281022701133e-08,2.2426281022701133e-08,4.097735646675054e-07
1954,1.8408141841064207e-05,2.1936646784784638e-08,2.1936646784784638e-08,4.2744986217257974e-07
1955,1.844465805334039e-05,2.093539614682933e-08,2.093539614682933e-08,4.309697325360113e-07
1956,1.812974681212966e-05,2.0194437106673442e-08,2.0194437106673442e-08,4.353437199305128e-07
1957,1.81827817868907e-05,1.954862329154951e-08,1.954862329154951e-08,4.4023555493108037e-07
1958,1.7909709640662186e-05,1.8462630281744297e-08,1.8462630281744297e-08,4.462198960806875e-07
1959,1.732554483169224e-05,1.7543879999542307e-08,1.7543879999542307e-08,4.739555379273952e-07
1960,1.7348389519611374e-05,1.729189743774181e-08,1.729189743774181e-08,4.847638105534965e-07
1961,1.7137265915932532e-05,1.735164164732136e-08,1.735164164732136e-08,4.822765536768461e-07
1962,1.712379214170921e-05,1.7797738394165208e-08,1.7797738394165208e-08,4.967659492649545e-07
1963,1.719162901281379e-05,1.745926806303747e-08,1.745926806303747e-08,5.005557568438235e-07
1964,1.739475763835279e-05,1.7510393389232248e-08,1.7510393389232248e-08,5.085235719499386e-07
1965,1.754172496605731e-05,1.7818157616034114e-08,1.7818157616034114e-08,4.988365235801342e-07
1966,1.7991673303185962e-05,2.177001943794364e-08,2.177001943794364e-08,4.912729707484687e-07
1967,1.8135748697594473e-05,2.3966065703413212e-08,2.3966065703413212e-08,4.980630226977414e-07
1968,1.8293950103855294e-05,2.858411057055881e-08,2.858411057055881e-08,5.053719170129105e-07
1969,1.8250299035571516e-05,2.962850307954211e-08,2.962850307954211e-08,5.199466264522406e-07
1970,1.841110627408073e-05,3.104144497001471e-08,3.104144497001471e-08,5.183188989121845e-07
1971,1.8443115550326183e-05,3.210431463531092e-08,3.210431463531092e-08,5.208812378246616e-07
1972,1.8272211361493517e-05,3.282062038018856e-08,3.282062038018856e-08,5.454202940719759e-07
1973,1.815413868046432e-05,3.179877922881198e-08,3.179877922881198e-08,5.397177622918597e-07
1974,1.8030886557036346e-05,3.049906612976169e-08,3.049906612976169e-08,5.398674797366507e-07
1975,1.830155477884026e-05,2.5989557934329762e-08,2.5989557934329762e-08,5.427905632261952e-07
1976,1.8572294201086542e-05,2.502201442869786e-08,2.502201442869786e-08,5.305313054902529e-07
1977,1.9060217060281764e-05,2.3689073052375013e-08,2.3689073052375013e-08,5.30182197573075e-07
1978,1.920393203493274e-05,2.2535916244237342e-08,2.2535916244237342e-08,5.315825514376879e-07
1979,1.9513496226863936e-05,2.094656219903917e-08,2.094656219903917e-08,5.250111192773537e-07
1980,1.988380582978217e-05,1.782806524630587e-08,1.782806524630587e-08,5.275983231253381e-07
1981,2.059276812360622e-05,1.6459565266302434e-08,1.6459565266302434e-08,5.179754103729855e-07
1982,2.1096719657569857e-05,1.5900325754460354e-08,1.5900325754460354e-08,5.077578464351973e-07
1983,2.1391113997586736e-05,1.5105064627667682e-08,1.5105064627667682e-08,5.056049222470652e-07
1984,2.152992185853821e-05,1.4472013302021684e-08,1.4472013302021684e-08,4.976148488822218e-07
1985,2.1873620166193825e-05,1.4009294296053148e-08,1.4009294296053148e-08,4.881054727385552e-07
1986,2.2276129259678002e-05,1.4124304138972223e-08,1.4124304138972223e-08,4.6966380295998533e-07
1987,2.233772180001584e-05,1.3800916600002568e-08,1.3800916600002568e-08,4.634941116624499e-07
1988,2.2209877767766428e-05,1.3593652552807661e-08,1.3593652552807661e-08,4.65481361646068e-07
1989,2.198466998899156e-05,1.3167189878109703e-08,1.3167189878109703e-08,4.7185536037172173e-07
1990,2.2191760893162738e-05,1.331156695982827e-08,1.331156695982827e-08,4.682203374224108e-07
1991,2.2367466694309508e-05,1.3527899689336209e-08,1.3527899689336209e-08,4.661444360668351e-07
1992,2.2731119835433284e-05,1.3822702347811498e-08,1.3822702347811498e-08,4.6348189844788325e-07
1993,2.298551148019864e-05,1.379605293497629e-08,1.379605293497629e-08,4.770391431715584e-07
1994,2.3642628938042825e-05,1.3533573246198621e-08,1.3533573246198621e-08,4.909200583824713e-07
1995,2.430877897755376e-05,1.3242979792136924e-08,1.3242979792136924e-08,4.905803052679403e-07
1996,2.524420727110867e-05,1.3209055309865952e-08,1.3209055309865952e-08,4.851333455592664e-07
1997,2.6232070013065822e-05,1.281405622880324e-08,1.281405622880324e-08,4.88180376123637e-07
1998,2.7215098920610865e-05,1.217454124814919e-08,1.217454124814919e-08,4.865248074890718e-07
1999,2.785949150815473e-05,1.1286017327043801e-08,1.1286017327043801e-08,4.836726727067539e-07
2000,2.9136705831790876e-05,1.0827531886954084e-08,1.0827531886954084e-08,4.78066855943585e-07
2001,3.0236870380966658e-05,1.0557295989802436e-08,1.0557295989802436e-08,4.6615531346105854e-07
2002,3.1659927117289044e-05,1.0349398671394283e-08,1.0349398671394283e-08,4.72174373758857e-07
2003,3.2811316227058084e-05,9.898405143157366e-09,9.898405143157366e-09,5.052429798979574e-07
2004,3.37776247241501e-05,9.325874739118944e-09,9.325874739118944e-09,5.277721137580167e-07
2005,3.494608478961579e-05,9.609235502543762e-09,9.609235502543762e-09,5.254544857637354e-07
2006,3.654144010007647e-05,9.227066793166777e-09,9.227066793166777e-09,5.430489612276038e-07
2007,3.8014259709078555e-05,8.22220507552223e-09,8.22220507552223e-09,5.625927193315354e-07
2008,3.968367205483706e-05,7.353554400322894e-09,7.353554400322894e-09,5.991331996873279e-07
2009,4.033119954069012e-05,6.466061654362778e-09,6.466061654362778e-09,6.433558366682388e-07
2010,4.081202028568701e-05,5.797160212190582e-09,5.797160212190582e-09,7.091210168904841e-07
2011,4.183223375418622e-05,5.067804049423736e-09,5.067804049423736e-09,7.648233690815687e-07
2012,4.283944040902757e-05,3.665120429374724e-09,3.665120429374724e-09,8.535890450340438e-07
2013,4.294437323031681e-05,3.1479039057964134e-09,3.1479039057964134e-09,9.22736148822878e-07
2014,4.3356146176977616e-05,2.66788023419094e-09,2.66788023419094e-09,1.5583650809146223e-06
2015,4.379379346833697e-05,2.4222838972726937e-09,2.4222838972726937e-09,2.287137809681943e-06
2016,4.4916426954192244e-05,2.0847694998898144e-09,2.0847694998898144e-09,2.2856277398984403e-06
2017,4.585879166067267e-05,1.7683376244785147e-09,1.7683376244785147e-09,2.4748389838199123e-06
2018,4.619039900717325e-05,1.6735496100039882e-09,1.6735496100039882e-09,2.765999977327738e-06
2019,4.6286922952276655e-05,1.7555260023449648e-09,1.7555260023449648e-09,3.1918286964582876e-06
