ngram,wine,wne,wne,wie
1545,3.4327306431285774e-05,0.0,0.0,4.0075626332379344e-05
1546,3.908231155946851e-05,0.0,0.0,4.0075626332379344e-05
1547,4.8913735164595505e-05,0.0,0.0,5.646133234092433e-05
1548,4.9210977100041676e-05,0.0,0.0,2.2342119856537984e-05
1549,5.469028847723426e-05,0.0,0.0,1.9332827183201777e-05
1550,3.457503183718862e-05,0.0,0.0,1.9332827183201777e-05
1551,2.9289044472794296e-05,0.0,0.0,5.23895877060048e-05
1552,2.7516225307928316e-05,0.0,0.0,4.9442466531348017e-05
1553,2.2761220179745578e-05,0.0,0.0,4.9442466531348017e-05
1554,1.2929796574618585e-05,0.0,0.0,3.305676052280303e-05
1555,1.9243389942857902e-05,0.0,0.0,3.546070053874116e-05
1556,1.1795662170957907e-05,0.0,0.0,3.650157681736995e-05
1557,9.093933580775879e-06,0.0,0.0,3.650157681736995e-05
1558,9.093933580775879e-06,0.0,0.0,3.4448162945669277e-06
1559,3.1720837146817106e-05,0.0,0.0,3.4448162945669277e-06
1560,3.66564299838501e-05,0.0,0.0,3.893506540667399e-06
1561,5.9631203709743984e-05,0.0,0.0,3.893506540667399e-06
1562,6.546437011171033e-05,0.0,0.0,1.3933568230381102e-05
1563,6.94243327805972e-05,0.0,0.0,1.2892691951752308e-05
1564,7.578597952877837e-05,6.361646748181167e-06,6.361646748181167e-06,3.833927894447697e-05
1565,7.679778017128618e-05,6.361646748181167e-06,6.361646748181167e-06,3.833927894447697e-05
1566,6.986168877379637e-05,1.0168987760802598e-05,1.0168987760802598e-05,4.595396096971983e-05
1567,6.697328795520921e-05,1.0168987760802598e-05,1.0168987760802598e-05,6.597718986865533e-05
1568,4.399851422931533e-05,1.0168987760802598e-05,1.0168987760802598e-05,6.597718986865533e-05
1569,3.8238860465103895e-05,1.0168987760802598e-05,1.0168987760802598e-05,5.3533188163003486e-05
1570,3.4749033797457484e-05,1.0168987760802598e-05,1.0168987760802598e-05,8.375343324067737e-05
1571,3.083923872639259e-05,3.8073410126214313e-06,3.8073410126214313e-06,5.8306846247952695e-05
1572,3.814681063626527e-05,3.8073410126214313e-06,3.8073410126214313e-06,5.8306846247952695e-05
1573,2.101377646925227e-05,1.2584093513266583e-06,1.2584093513266583e-06,5.446739227668981e-05
1574,2.8771392602980734e-05,1.8031208972908125e-06,1.8031208972908125e-06,6.068633826674029e-05
1575,4.260146839182458e-05,1.8031208972908125e-06,1.8031208972908125e-06,6.44581770237502e-05
1576,5.754978142899095e-05,2.7044817930540636e-06,2.7044817930540636e-06,8.789356044352254e-05
1577,5.6038769149121693e-05,2.7044817930540636e-06,2.7044817930540636e-06,6.022479127360774e-05
1578,5.864609296882658e-05,2.7044817930540636e-06,2.7044817930540636e-06,6.359757493815518e-05
1579,5.873453275333824e-05,2.7044817930540636e-06,2.7044817930540636e-06,7.200538727504733e-05
1580,7.062006313520084e-05,1.4460724417274053e-06,1.4460724417274053e-06,7.318246337360636e-05
1581,6.378179179072114e-05,9.013608957632511e-07,9.013608957632511e-07,5.064474992520575e-05
1582,6.377810184078823e-05,9.013608957632511e-07,9.013608957632511e-07,7.66205890353636e-05
1583,4.454855401750787e-05,0.0,0.0,5.486738466840636e-05
1584,4.724588870885782e-05,0.0,0.0,5.321502034608524e-05
1585,5.7850314728316986e-05,1.887180880138268e-07,1.887180880138268e-07,6.456224731924262e-05
1586,5.016139623746442e-05,1.887180880138268e-07,1.887180880138268e-07,5.687332882839006e-05
1587,4.900433188075632e-05,1.887180880138268e-07,1.887180880138268e-07,5.538182040254469e-05
1588,5.340235929907067e-05,1.887180880138268e-07,1.887180880138268e-07,5.926273849711704e-05
1589,4.947247634845553e-05,1.8692564123869358e-06,1.8692564123869358e-06,3.007524004975234e-05
1590,5.278882768574736e-05,2.3892077121802558e-06,2.3892077121802558e-06,2.839306099693723e-05
1591,5.915363064039931e-05,3.1888081041740534e-06,3.1888081041740534e-06,3.069235097947447e-05
1592,5.2444606288710407e-05,4.194033603458333e-06,4.194033603458333e-06,1.8957199310014922e-05
1593,6.088005829951726e-05,4.4173103300896144e-06,4.4173103300896144e-06,1.8908135643869173e-05
1594,5.3336592307979504e-05,5.255468230253817e-06,5.255468230253817e-06,1.544733991717554e-05
1595,5.859434687798577e-05,1.1566627628261423e-05,1.1566627628261423e-05,8.314864317071624e-06
1596,5.332704521216718e-05,9.886089303888315e-06,9.886089303888315e-06,7.754684897268557e-06
1597,5.898741749531057e-05,1.0455696805625589e-05,1.0455696805625589e-05,9.570616319771424e-06
1598,5.156193479446561e-05,9.700330329971102e-06,9.700330329971102e-06,7.87616792357377e-06
1599,5.097904899490199e-05,8.8601201874943e-06,8.8601201874943e-06,2.493620422683307e-05
1600,4.8108562103672216e-05,1.0127928581888617e-05,1.0127928581888617e-05,2.6716014092796415e-05
1601,5.683831789480921e-05,1.2414952469238674e-05,1.2414952469238674e-05,2.71066618162357e-05
1602,0.00013692383955848136,6.312594507562608e-06,6.312594507562608e-06,3.205150798229235e-05
1603,0.00019782014559106237,7.136814726241677e-06,7.136814726241677e-06,4.894802259514108e-05
1604,0.00019818896076425778,6.047255924711083e-06,6.047255924711083e-06,4.8664524001651444e-05
1605,0.00020644675272965936,6.22789579145839e-06,6.22789579145839e-06,4.839737669369372e-05
1606,0.00022113813195444112,6.274562874101061e-06,6.274562874101061e-06,2.939352283907023e-05
1607,0.00022306574101094157,4.783477753075463e-06,4.783477753075463e-06,2.6943882793213042e-05
1608,0.00023710907199918957,1.6582959655612025e-06,1.6582959655612025e-06,2.7751300616988112e-05
1609,0.0001479860371286382,1.4494945292296637e-06,1.4494945292296637e-06,2.303690416738391e-05
1610,9.928370075483275e-05,8.801708385622728e-07,8.801708385622728e-07,8.561906465079769e-06
1611,9.111947864377206e-05,9.825831170928723e-07,9.825831170928723e-07,9.999429624128555e-06
1612,9.494406913290732e-05,1.2957107904704962e-06,1.2957107904704962e-06,1.1452631042629946e-05
1613,7.955190137311417e-05,6.488677213058379e-06,6.488677213058379e-06,1.1050831549904874e-05
1614,0.00010825672559024367,6.81828696055423e-06,6.81828696055423e-06,1.764302636989409e-05
1615,9.02984471135174e-05,6.81828696055423e-06,6.81828696055423e-06,1.6444960822679733e-05
1616,0.00012599991688538075,8.980834089860374e-06,8.980834089860374e-06,1.603376598982972e-05
1617,0.00012128379707324452,1.5026545781893219e-05,1.5026545781893219e-05,1.398287307503259e-05
1618,0.000121933884137044,1.6007382035760592e-05,1.6007382035760592e-05,1.1012917086970577e-05
1619,0.00012014350379883711,1.5919518578552277e-05,1.5919518578552277e-05,8.322909804649368e-06
1620,0.0001225464927431728,1.0930585111574536e-05,1.0930585111574536e-05,1.3728002841162379e-05
1621,0.00010043889363130023,1.6488769136101056e-05,1.6488769136101056e-05,7.314226016725505e-06
1622,0.00012001566106586583,1.6699814360825777e-05,1.6699814360825777e-05,7.384574424967079e-06
1623,8.827298318335255e-05,1.4806681422539572e-05,1.4806681422539572e-05,7.741382124290144e-06
1624,7.81072506340154e-05,9.551398534313194e-06,9.551398534313194e-06,7.818754690041324e-06
1625,8.67477610881906e-05,1.096009064635187e-05,1.096009064635187e-05,7.818754690041324e-06
1626,7.94115403550677e-05,1.0509952647095946e-05,1.0509952647095946e-05,8.277998322877725e-06
1627,8.435615434011976e-05,1.0704375849205203e-05,1.0704375849205203e-05,6.387718307061212e-06
1628,7.727783304289915e-05,5.340675085920209e-06,5.340675085920209e-06,9.484881599876513e-06
1629,5.473554743470491e-05,6.285040626607952e-06,6.285040626607952e-06,9.414533191634941e-06
1630,5.7369331833407546e-05,6.964365443959e-06,6.964365443959e-06,8.681872421740472e-06
1631,6.393001136270218e-05,6.315800029759495e-06,6.315800029759495e-06,9.934275470056622e-06
1632,5.5178160047424694e-05,5.106625264618612e-06,5.106625264618612e-06,1.0025901604292034e-05
1633,5.853710588001247e-05,5.654996454852933e-06,5.654996454852933e-06,1.6284205068067032e-05
1634,4.870216279024524e-05,6.830830378541057e-06,6.830830378541057e-06,1.2130150123214531e-05
1635,4.8874483452112016e-05,9.68184570280885e-06,9.68184570280885e-06,8.936888548305433e-06
1636,5.2958855771326595e-05,8.873812573386073e-06,8.873812573386073e-06,8.936888548305433e-06
1637,5.1121728444871095e-05,8.510354583839736e-06,8.510354583839736e-06,8.591892554120153e-06
1638,5.016125474607439e-05,1.0268315853474113e-05,1.0268315853474113e-05,7.0934980515500816e-06
1639,5.553824667003937e-05,9.842122478533253e-06,9.842122478533253e-06,7.391223058610714e-06
1640,4.974583368623696e-05,1.0013407680682057e-05,1.0013407680682057e-05,6.736759619993141e-07
1641,4.569699064761933e-05,9.053992568754308e-06,9.053992568754308e-06,7.333980493383154e-07
1642,4.524283680698967e-05,6.9742822168856426e-06,6.9742822168856426e-06,7.590281703479767e-07
1643,3.865320286422502e-05,7.078516806099547e-06,7.078516806099547e-06,8.493506170127927e-07
1644,3.297113081706422e-05,6.768220178595844e-06,6.768220178595844e-06,8.493506170127927e-07
1645,3.10289251501672e-05,5.350251480454712e-06,5.350251480454712e-06,7.946959945976622e-07
1646,2.5961247177162606e-05,4.594417386475211e-06,4.594417386475211e-06,6.068216740524284e-07
1647,3.1085466876642644e-05,4.603079868762247e-06,4.603079868762247e-06,9.189583392656329e-07
1648,3.47649168231458e-05,4.046296729549275e-06,4.046296729549275e-06,1.0884824307920229e-06
1649,3.255763918527269e-05,3.2984931652078686e-06,3.2984931652078686e-06,1.9192658636971567e-06
1650,4.105256474369006e-05,2.9786413538853855e-06,2.9786413538853855e-06,1.91678369024625e-06
1651,4.51453951037755e-05,2.918657368614471e-06,2.918657368614471e-06,2.0457839338762696e-06
1652,4.6003958621960397e-05,2.2932476732811276e-06,2.2932476732811276e-06,1.9541048459359445e-06
1653,4.714927646481166e-05,2.2678850411596485e-06,2.2678850411596485e-06,1.903379581692986e-06
1654,4.928277121507563e-05,1.5810493526454853e-06,1.5810493526454853e-06,1.798658851320007e-06
1655,5.626351932213376e-05,1.1806600395760012e-06,1.1806600395760012e-06,2.4990613870353888e-06
1656,5.62326011796748e-05,6.330656227809024e-07,6.330656227809024e-07,1.6056354508821511e-06
1657,5.658066012464198e-05,5.291096414339336e-07,5.291096414339336e-07,1.6290129078048006e-06
1658,6.58071065637549e-05,3.141092353839018e-07,3.141092353839018e-07,1.5000126641747817e-06
1659,6.758402378181927e-05,2.3493362683828828e-07,2.3493362683828828e-07,1.6695115618858836e-06
1660,7.034439529109347e-05,1.5955784858436216e-07,1.5955784858436216e-07,2.4006827905915477e-06
1661,7.046803979652136e-05,2.5244548039284253e-07,2.5244548039284253e-07,2.327637673715799e-06
1662,6.841708870654526e-05,1.9434243573154424e-07,1.9434243573154424e-07,1.600988257775628e-06
1663,7.634574181533285e-05,3.257323929314485e-07,3.257323929314485e-07,3.460835338436092e-06
1664,7.098708478484436e-05,3.7653392277141915e-07,3.7653392277141915e-07,3.4282235706736434e-06
1665,5.844877159688622e-05,3.7653392277141915e-07,3.7653392277141915e-07,3.5164068045950055e-06
1666,5.440855394616457e-05,3.443667375384913e-07,3.443667375384913e-07,3.810565682929986e-06
1667,5.288536080375447e-05,3.443667375384913e-07,3.443667375384913e-07,2.9935475294808256e-06
1668,4.951423605754306e-05,2.9750235138895474e-07,2.9750235138895474e-07,3.7779942536937076e-06
1669,4.357443919746272e-05,3.2745644367488627e-07,3.2745644367488627e-07,3.6948113241968324e-06
1670,3.395251743703349e-05,1.9606648647498203e-07,1.9606648647498203e-07,1.9442535850495394e-06
1671,3.470522460702341e-05,1.565707167726162e-07,1.565707167726162e-07,1.943868008018918e-06
1672,3.8916865378268994e-05,1.8117131820158e-07,1.8117131820158e-07,1.9294865824446916e-06
1673,3.692439895530697e-05,1.8117131820158e-07,1.8117131820158e-07,1.4596431502208622e-06
1674,3.537935767131525e-05,1.8117131820158e-07,1.8117131820158e-07,1.4923300934047542e-06
1675,3.257336720707826e-05,9.366488638663992e-08,9.366488638663992e-08,6.078310507616282e-07
1676,3.3665099441090464e-05,6.371079410070837e-08,6.371079410070837e-08,5.739077023138504e-07
1677,3.4044024297535156e-05,6.371079410070837e-08,6.371079410070837e-08,8.559315988674956e-07
1678,2.8811691143865964e-05,4.4519172856131006e-08,4.4519172856131006e-08,8.573854992326752e-07
1679,2.4367880281975624e-05,1.991857142716721e-08,1.991857142716721e-08,9.912296141984761e-07
1680,2.4120773299988025e-05,1.991857142716721e-08,1.991857142716721e-08,1.0322535217710538e-06
1681,2.1267419989661513e-05,6.467026634839255e-08,6.467026634839255e-08,9.794136417440313e-07
1682,2.3831550866556688e-05,6.467026634839255e-08,6.467026634839255e-08,1.045900302999923e-06
1683,2.2819481013617144e-05,6.467026634839255e-08,6.467026634839255e-08,1.1365451086930989e-06
1684,2.1524202566070016e-05,6.467026634839255e-08,6.467026634839255e-08,7.583676985437446e-07
1685,2.073808829144192e-05,6.495752659572775e-08,6.495752659572775e-08,6.786934128350757e-07
1686,1.982433637489781e-05,6.495752659572775e-08,6.495752659572775e-08,5.263059027324093e-07
1687,1.9558531740975532e-05,1.0615761628482037e-07,1.0615761628482037e-07,5.593965194553416e-07
1688,2.0776083212175373e-05,1.0799749970504178e-07,1.0799749970504178e-07,6.544195595584565e-07
1689,1.5922159166491057e-05,1.0799749970504178e-07,1.0799749970504178e-07,8.061837572118488e-07
1690,1.39076532182766e-05,1.2876779058907622e-07,1.2876779058907622e-07,7.334973872730188e-07
1691,1.3631207626271394e-05,1.2876779058907622e-07,1.2876779058907622e-07,7.484523832447718e-07
1692,1.4942711784117688e-05,1.0856195891457382e-07,1.0856195891457382e-07,7.957884723249922e-07
1693,1.6599738111316193e-05,1.0856195891457382e-07,1.0856195891457382e-07,8.032324469045957e-07
1694,1.695892069619731e-05,6.736186922548118e-08,6.736186922548118e-08,7.284032830869234e-07
1695,1.4270692645368399e-05,2.0770290884034433e-08,2.0770290884034433e-08,6.196421549832718e-07
1696,1.4929326945483418e-05,2.0770290884034433e-08,2.0770290884034433e-08,4.615484751216822e-07
1697,1.6123730867028435e-05,1.4694149643089207e-08,1.4694149643089207e-08,4.4586191652992315e-07
1698,1.4566929881506699e-05,1.4694149643089207e-08,1.4694149643089207e-08,4.55433926000686e-07
1699,1.301752204848786e-05,2.7763690013671294e-08,2.7763690013671294e-08,4.865150791439581e-07
1700,1.0432046110508963e-05,5.375939541149169e-08,5.375939541149169e-08,6.447761831753139e-07
1701,8.992665633351343e-06,5.375939541149169e-08,5.375939541149169e-08,6.250053599744985e-07
1702,9.221296230472425e-06,6.574455519674822e-08,6.574455519674822e-08,6.059769128390664e-07
1703,8.538157089788001e-06,6.574455519674822e-08,6.574455519674822e-08,5.777484953942544e-07
1704,6.176030118305269e-06,5.971217222265426e-08,5.971217222265426e-08,4.982453642047144e-07
1705,6.480019237642409e-06,6.886997689597202e-08,6.886997689597202e-08,4.3359080897127047e-07
1706,6.734508588124299e-06,6.687581942190133e-08,6.687581942190133e-08,3.7732433254080077e-07
1707,6.038119019129746e-06,4.088011402408094e-08,4.088011402408094e-08,2.0497065276815973e-07
1708,7.435453556224404e-06,6.017184871000478e-08,6.017184871000478e-08,2.434914482104692e-07
1709,6.9824089093474735e-06,6.021170508217568e-08,6.021170508217568e-08,2.4353130458264006e-07
1710,7.60335121542864e-06,7.742672839380507e-08,7.742672839380507e-08,2.4614413669204236e-07
1711,8.181135464318296e-06,6.876496172480984e-08,6.876496172480984e-08,2.5686702745783154e-07
1712,9.575668692767586e-06,5.960715705149206e-08,5.960715705149206e-08,2.82005097622979e-07
1713,1.034762538308444e-05,4.853177415498067e-08,4.853177415498067e-08,2.923083773761651e-07
1714,1.0540685382563555e-05,5.8103384706750405e-08,5.8103384706750405e-08,2.4369856532757694e-07
1715,9.711869747012056e-06,3.881165002082655e-08,3.881165002082655e-08,1.9882219857793514e-07
1716,1.0176933106517286e-05,2.678663386339914e-08,2.678663386339914e-08,2.5763684772885297e-07
1717,1.0799497561362972e-05,9.571610551769742e-09,9.571610551769742e-09,2.3462518632706114e-07
1718,1.0991043901802705e-05,1.731336699403333e-08,1.731336699403333e-08,2.7717458043038536e-07
1719,9.716909127226764e-06,1.731336699403333e-08,1.731336699403333e-08,2.7981499783891195e-07
1720,1.025574939766167e-05,2.6374495222723582e-08,2.6374495222723582e-08,3.1984997812222513e-07
1721,1.055939212944525e-05,2.556294274670888e-08,2.556294274670888e-08,3.6365026850100026e-07
1722,1.8500419693217346e-05,3.329052944422983e-08,3.329052944422983e-08,3.9509866870243317e-07
1723,2.0314990901429803e-05,5.799123416392961e-08,5.799123416392961e-08,4.0453629221052066e-07
1724,1.9772103249644196e-05,6.973307366463035e-08,6.973307366463035e-08,3.93913377852836e-07
1725,2.0962938573835084e-05,7.669722330254964e-08,7.669722330254964e-08,5.084502073974104e-07
1726,2.136795150623324e-05,7.669722330254964e-08,7.669722330254964e-08,4.879061025673894e-07
1727,2.2077938410802744e-05,9.500695849088256e-08,9.500695849088256e-08,4.154170767378673e-07
1728,2.292151436579713e-05,8.624690041512752e-08,8.624690041512752e-08,4.0401458737246034e-07
1729,1.6555655877579867e-05,9.763524388972655e-08,9.763524388972655e-08,3.8178136411001364e-07
1730,1.614860684640007e-05,7.293453917002677e-08,7.293453917002677e-08,3.0150407529358094e-07
1731,1.6509994955932988e-05,6.815943923551718e-08,6.815943923551718e-08,2.8717877650511324e-07
1732,1.7747286359995735e-05,6.59705808711156e-08,6.59705808711156e-08,1.2322494313821153e-07
1733,1.77028858680777e-05,8.704488863031656e-08,8.704488863031656e-08,1.6792264899225172e-07
1734,1.809752731268028e-05,6.483575682685633e-08,6.483575682685633e-08,1.8340784383294055e-07
1735,1.864976638898952e-05,7.776960891143452e-08,7.776960891143452e-08,1.768777469887287e-07
1736,1.8873728160022957e-05,5.865367873931453e-08,5.865367873931453e-08,1.6155483807876537e-07
1737,1.877834945064803e-05,9.326181985410845e-08,9.326181985410845e-08,1.8924135097060052e-07
1738,1.9177187303804593e-05,9.727871283108211e-08,9.727871283108211e-08,2.0678384515804282e-07
1739,1.857043064644261e-05,8.476166511530079e-08,8.476166511530079e-08,2.1688321234185943e-07
1740,1.93989110682326e-05,7.11746359627341e-08,7.11746359627341e-08,2.0653374325060474e-07
1741,1.8720593029034456e-05,7.195425512561218e-08,7.195425512561218e-08,2.0293124996279793e-07
1742,2.5272955099353567e-05,7.815251937667459e-08,7.815251937667459e-08,1.8981829035575564e-07
1743,2.7275729995121116e-05,8.778391296410909e-08,8.778391296410909e-08,2.021754953927614e-07
1744,2.926340260143791e-05,6.210389256823743e-08,6.210389256823743e-08,2.0127334567275413e-07
1745,3.053427670758018e-05,5.112026002507264e-08,5.112026002507264e-08,1.7545378483418972e-07
1746,3.277250574943277e-05,6.107621430828658e-08,6.107621430828658e-08,1.5781534707619877e-07
1747,3.3377822286898405e-05,5.7748087454813554e-08,5.7748087454813554e-08,1.5198609101422074e-07
1748,3.449804665121649e-05,6.636566394848029e-08,6.636566394848029e-08,1.5466231673144648e-07
1749,2.928954277844501e-05,5.7144108365849074e-08,5.7144108365849074e-08,1.7163925442836054e-07
1750,2.931428779057959e-05,6.730510396632131e-08,6.730510396632131e-08,2.25213360595587e-07
1751,2.9710489148523527e-05,6.551526051826581e-08,6.551526051826581e-08,2.9836487617071074e-07
1752,3.178163907640348e-05,7.331244081651026e-08,7.331244081651026e-08,3.2082903495782897e-07
1753,3.69334510261459e-05,6.83858389598819e-08,6.83858389598819e-08,3.2088041024280756e-07
1754,3.951617561272412e-05,6.841075591726817e-08,6.841075591726817e-08,2.8773178075068374e-07
1755,4.4973035723419995e-05,6.155844418336593e-08,6.155844418336593e-08,3.1555923689958423e-07
1756,4.870248345209153e-05,6.378976559671758e-08,6.378976559671758e-08,3.161822610715197e-07
1757,5.506879824679345e-05,5.922299273208864e-08,5.922299273208864e-08,2.519847147449842e-07
1758,5.628019010016162e-05,6.451505463189733e-08,6.451505463189733e-08,1.7690951433938347e-07
1759,5.757385068656211e-05,6.367546413952954e-08,6.367546413952954e-08,1.9400412907901098e-07
1760,5.2826354346637216e-05,7.461431320418147e-08,7.461431320418147e-08,2.102657126507828e-07
1761,5.705511232788142e-05,7.32058119520421e-08,7.32058119520421e-08,2.1154990901907566e-07
1762,5.6901669657755906e-05,8.159468859300237e-08,8.159468859300237e-08,1.772112716886503e-07
1763,5.8319994423072785e-05,1.290649707742984e-07,1.290649707742984e-07,1.6388861163412522e-07
1764,5.721691663243941e-05,1.2508207320698667e-07,1.2508207320698667e-07,1.540499111131664e-07
1765,6.16569808958697e-05,1.15599142448884e-07,1.15599142448884e-07,1.4982109165982494e-07
1766,6.238157116708212e-05,1.2224576119633313e-07,1.2224576119633313e-07,1.1464442703105046e-07
1767,6.61989142827224e-05,1.268890767696413e-07,1.268890767696413e-07,1.286875185460953e-07
1768,6.704149823885277e-05,1.4020678459506337e-07,1.4020678459506337e-07,1.252584656949044e-07
1769,6.750816568715631e-05,1.3325007180193487e-07,1.3325007180193487e-07,1.4158079661033947e-07
1770,6.679015859845094e-05,9.381835854225886e-08,9.381835854225886e-08,1.5626088765787115e-07
1771,6.529471543867007e-05,8.257563978629281e-08,8.257563978629281e-08,1.7152264319975075e-07
1772,6.47540639745005e-05,8.753647660699113e-08,8.753647660699113e-08,1.6934335787612197e-07
1773,6.53703032834788e-05,7.912264976539518e-08,7.912264976539518e-08,1.6531405070249354e-07
1774,6.387602271778243e-05,6.385605898019873e-08,6.385605898019873e-08,1.4601480253466953e-07
1775,6.115069325980065e-05,5.0651472857258084e-08,5.0651472857258084e-08,1.3301669404037447e-07
1776,6.070718206631552e-05,4.964980198402762e-08,4.964980198402762e-08,1.2220846404683732e-07
1777,6.209268134885601e-05,3.2387401205369315e-08,3.2387401205369315e-08,1.0216852786015806e-07
1778,6.183101192748706e-05,4.073083254801142e-08,4.073083254801142e-08,1.0906731314922321e-07
1779,5.844933652302383e-05,4.563101541066317e-08,4.563101541066317e-08,1.2391665344629083e-07
1780,5.6846043402661704e-05,4.5138914320627266e-08,4.5138914320627266e-08,1.2268640148249688e-07
1781,5.849305775232746e-05,4.361902179133332e-08,4.361902179133332e-08,1.123891725082363e-07
1782,5.8556669370903235e-05,5.367913351912128e-08,5.367913351912128e-08,1.152443281122422e-07
1783,6.076425519755243e-05,4.989122308935683e-08,4.989122308935683e-08,1.1255547605060201e-07
1784,6.306837635098159e-05,6.694683766081003e-08,6.694683766081003e-08,1.1586352347389298e-07
1785,6.435257143623727e-05,6.507589591007803e-08,6.507589591007803e-08,9.821592275979388e-08
1786,6.392809414787084e-05,5.360756613218395e-08,5.360756613218395e-08,7.563479544257592e-08
1787,6.575842105251337e-05,5.922241846129899e-08,5.922241846129899e-08,8.322621779046e-08
1788,6.650973435690892e-05,6.062359300277162e-08,6.062359300277162e-08,1.0100660473101795e-07
1789,6.601982282258437e-05,5.8145255467577176e-08,5.8145255467577176e-08,1.086614582439844e-07
1790,6.063696335851481e-05,6.70542387329728e-08,6.70542387329728e-08,1.1546603774702038e-07
1791,5.604299751991805e-05,6.445603365331668e-08,6.445603365331668e-08,1.265489798031792e-07
1792,5.480659508196238e-05,6.886616483419467e-08,6.886616483419467e-08,1.3645750332865907e-07
1793,5.62472284530356e-05,7.54142434849265e-08,7.54142434849265e-08,1.740517997664678e-07
1794,5.558866178034805e-05,7.108902368356342e-08,7.108902368356342e-08,1.9563208297768142e-07
1795,5.379481600747178e-05,7.864862488255702e-08,7.864862488255702e-08,2.2417065841701905e-07
1796,5.5411303557255973e-05,7.765977778311545e-08,7.765977778311545e-08,2.524468669662383e-07
1797,5.902219085588253e-05,7.517314618407259e-08,7.517314618407259e-08,2.67650863504189e-07
1798,6.214902220693017e-05,6.994947656023345e-08,6.994947656023345e-08,2.676272227323092e-07
1799,6.093533790720228e-05,7.168301710943784e-08,7.168301710943784e-08,2.838237439358896e-07
1800,6.017237839322271e-05,7.038146268964088e-08,7.038146268964088e-08,2.5897350448238807e-07
1801,6.103111653439035e-05,7.368035933755631e-08,7.368035933755631e-08,2.654188254577353e-07
1802,6.0678477374105046e-05,7.522073376873908e-08,7.522073376873908e-08,2.420146805499306e-07
1803,6.0580291444369194e-05,7.34611168086628e-08,7.34611168086628e-08,2.2518008181902716e-07
1804,6.0687533862489674e-05,7.76383671003649e-08,7.76383671003649e-08,2.179250243118856e-07
1805,5.9500984207261354e-05,8.028819412483504e-08,8.028819412483504e-08,2.2330645167910136e-07
1806,6.139896608406811e-05,7.749693661399501e-08,7.749693661399501e-08,2.062331857035003e-07
1807,6.363099704945594e-05,8.492813665027046e-08,8.492813665027046e-08,1.9929681879407975e-07
1808,6.294934532239235e-05,8.623267078178287e-08,8.623267078178287e-08,1.7476431984115542e-07
1809,6.168762047309428e-05,7.914347932569399e-08,7.914347932569399e-08,1.6167148584957302e-07
