ngram,breath,breth,brath,breath
1583,1.7248674144606673e-05,0.0,0.0,1.7248674144606673e-05
1584,1.994600883595662e-05,0.0,0.0,1.994600883595662e-05
1585,2.3387138428786004e-05,0.0,0.0,2.3387138428786004e-05
1586,2.367569459238439e-05,0.0,0.0,2.367569459238439e-05
1587,4.458380115985554e-05,0.0,0.0,4.458380115985554e-05
1588,4.666851704574323e-05,0.0,0.0,4.666851704574323e-05
1589,4.691922315812137e-05,0.0,0.0,4.691922315812137e-05
1590,7.155357681248071e-05,0.0,2.599756498966599e-07,7.155357681248071e-05
1591,8.111678159496347e-05,0.0,2.599756498966599e-07,8.111678159496347e-05
1592,8.302715390787594e-05,5.969717936490529e-07,2.599756498966599e-07,8.302715390787594e-05
1593,9.399473544492918e-05,1.266801973542897e-06,2.599756498966599e-07,9.399473544492918e-05
1594,8.151419388013892e-05,1.434433556823933e-06,2.599756498966599e-07,8.151419388013892e-05
1595,9.19092859216367e-05,1.434433556823933e-06,2.599756498966599e-07,9.19092859216367e-05
1596,9.063431467179075e-05,1.434433556823933e-06,2.599756498966599e-07,9.063431467179075e-05
1597,6.904464212961361e-05,1.434433556823933e-06,0.0,6.904464212961361e-05
1598,5.7049506153816765e-05,1.434433556823933e-06,0.0,5.7049506153816765e-05
1599,5.141127383012645e-05,8.374617631748801e-07,0.0,5.141127383012645e-05
1600,4.193486654457956e-05,1.67631583281036e-07,0.0,4.193486654457956e-05
1601,3.502836750612914e-05,0.0,0.0,3.502836750612914e-05
1602,2.4982873014778306e-05,0.0,0.0,2.4982873014778306e-05
1603,2.8376729931421452e-05,0.0,0.0,2.8376729931421452e-05
1604,2.820731549491029e-05,0.0,0.0,2.820731549491029e-05
1605,3.345131959317119e-05,0.0,0.0,3.345131959317119e-05
1606,4.0057650299526616e-05,8.008010711689297e-08,0.0,4.0057650299526616e-05
1607,4.7634853867098824e-05,8.008010711689297e-08,0.0,4.7634853867098824e-05
1608,5.013112110775962e-05,2.797577037329445e-07,0.0,5.013112110775962e-05
1609,5.1443001731448544e-05,2.797577037329445e-07,0.0,5.1443001731448544e-05
1610,5.87197228014702e-05,2.797577037329445e-07,0.0,5.87197228014702e-05
1611,5.579682536855606e-05,2.797577037329445e-07,0.0,5.579682536855606e-05
1612,5.6205433793365955e-05,5.487584319650653e-07,0.0,5.6205433793365955e-05
1613,5.45083634538709e-05,4.686783248481723e-07,0.0,5.45083634538709e-05
1614,4.816777592558148e-05,7.982880723440238e-07,0.0,4.816777592558148e-05
1615,4.651226585597864e-05,5.986104757279723e-07,0.0,4.651226585597864e-05
1616,4.505616068075012e-05,5.986104757279723e-07,0.0,4.505616068075012e-05
1617,3.703177260052014e-05,5.986104757279723e-07,0.0,3.703177260052014e-05
1618,3.73351730169296e-05,5.986104757279723e-07,0.0,3.73351730169296e-05
1619,4.3120744781585275e-05,3.296097474958515e-07,0.0,4.3120744781585275e-05
1620,4.434967481107118e-05,4.3034866134153814e-07,0.0,4.434967481107118e-05
1621,4.4812520822493494e-05,1.0073891384568664e-07,0.0,4.4812520822493494e-05
1622,4.3559522704786756e-05,1.0073891384568664e-07,0.0,4.3559522704786756e-05
1623,4.7680895607170116e-05,1.0073891384568664e-07,0.0,4.7680895607170116e-05
1624,4.27608941078818e-05,1.0073891384568664e-07,0.0,4.27608941078818e-05
1625,4.5916539810215386e-05,1.0073891384568664e-07,0.0,4.5916539810215386e-05
1626,3.6509170188635055e-05,1.0073891384568664e-07,0.0,3.6509170188635055e-05
1627,3.272217665133732e-05,1.5977134028487073e-07,0.0,3.272217665133732e-05
1628,2.8555802081038045e-05,1.5977134028487073e-07,0.0,2.8555802081038045e-05
1629,2.8437003103525577e-05,1.5977134028487073e-07,0.0,2.8437003103525577e-05
1630,2.6779671965674163e-05,1.5977134028487073e-07,0.0,2.6779671965674163e-05
1631,2.8554147060536445e-05,3.864912839292499e-07,0.0,2.8554147060536445e-05
1632,2.8603691134776454e-05,3.864912839292499e-07,0.0,2.8603691134776454e-05
1633,3.04202568648699e-05,5.235840814878299e-07,0.0,3.04202568648699e-05
1634,2.8661858777923044e-05,3.6381274120295917e-07,0.0,2.8661858777923044e-05
1635,3.548791132094006e-05,3.6381274120295917e-07,0.0,3.548791132094006e-05
1636,3.890827766943923e-05,3.6381274120295917e-07,0.0,3.890827766943923e-05
1637,4.4095898244579856e-05,3.6381274120295917e-07,0.0,4.4095898244579856e-05
1638,4.3644221607662204e-05,1.3709279755858006e-07,0.0,4.3644221607662204e-05
1639,4.276384372912746e-05,1.3709279755858006e-07,0.0,4.276384372912746e-05
1640,4.111845321728781e-05,0.0,0.0,4.111845321728781e-05
1641,3.98963059394321e-05,5.972208733900125e-08,0.0,3.98963059394321e-05
1642,3.484071073346838e-05,5.972208733900125e-08,0.0,3.484071073346838e-05
1643,3.125247842815172e-05,5.972208733900125e-08,0.0,3.125247842815172e-05
1644,2.438387855363544e-05,5.972208733900125e-08,0.0,2.438387855363544e-05
1645,2.2824978649233734e-05,5.972208733900125e-08,0.0,2.2824978649233734e-05
1646,1.9654575355941362e-05,5.972208733900125e-08,0.0,1.9654575355941362e-05
1647,2.301373297086684e-05,5.972208733900125e-08,0.0,2.301373297086684e-05
1648,2.5280317978675676e-05,0.0,0.0,2.5280317978675676e-05
1649,2.4973817744466942e-05,7.822777498794104e-08,0.0,2.4973817744466942e-05
1650,2.566012894281552e-05,7.822777498794104e-08,0.0,2.566012894281552e-05
1651,2.698167957402932e-05,1.212278561979474e-07,0.0,2.698167957402932e-05
1652,2.8072463594851017e-05,1.7689925308721805e-07,0.0,2.8072463594851017e-05
1653,2.942495484603569e-05,1.7689925308721805e-07,0.0,2.942495484603569e-05
1654,2.8617869247682393e-05,1.7689925308721805e-07,0.0,2.8617869247682393e-05
1655,3.0494227238315424e-05,2.3500229774851634e-07,0.0,3.0494227238315424e-05
1656,3.0256638897948767e-05,1.567745227605753e-07,0.0,3.0256638897948767e-05
1657,3.053134319738352e-05,2.1238338782885486e-07,0.0,3.053134319738352e-05
1658,2.999343165096694e-05,1.693833066188485e-07,0.0,2.999343165096694e-05
1659,3.1041517494096684e-05,1.1371190972957785e-07,0.0,3.1041517494096684e-05
1660,3.1483600780900035e-05,1.1371190972957785e-07,0.0,3.1483600780900035e-05
1661,3.264519286208919e-05,1.1371190972957785e-07,0.0,3.264519286208919e-05
1662,3.1718781558863285e-05,5.5608865068279556e-08,0.0,3.1718781558863285e-05
1663,3.06948149955133e-05,5.5608865068279556e-08,0.0,3.06948149955133e-05
1664,3.2228733938869224e-05,0.0,0.0,3.2228733938869224e-05
1665,3.108550741412078e-05,4.4091616960681024e-08,0.0,3.108550741412078e-05
1666,3.02308833072727e-05,4.4091616960681024e-08,0.0,3.02308833072727e-05
1667,3.0419938411796466e-05,7.654393284285885e-08,0.0,3.0419938411796466e-05
1668,2.8701709067848113e-05,7.654393284285885e-08,0.0,2.8701709067848113e-05
1669,2.68078097828298e-05,1.0649802512879042e-07,0.0,2.68078097828298e-05
1670,3.034834896555237e-05,1.0649802512879042e-07,0.0,3.034834896555237e-05
1671,2.7110466752284473e-05,1.0649802512879042e-07,0.0,2.7110466752284473e-05
1672,2.670646634734502e-05,6.24064081681094e-08,0.0,2.670646634734502e-05
1673,2.6284137285464177e-05,6.24064081681094e-08,0.0,2.6284137285464177e-05
1674,2.7008959347897742e-05,2.995409228593157e-08,0.0,2.7008959347897742e-05
1675,2.697321776525184e-05,2.995409228593157e-08,0.0,2.697321776525184e-05
1676,2.8623970138141885e-05,8.589302069594851e-08,0.0,2.8623970138141885e-05
1677,2.7213052557531876e-05,8.589302069594851e-08,0.0,2.7213052557531876e-05
1678,2.728967332846618e-05,1.0581159212311572e-07,0.0,2.728967332846618e-05
1679,2.7224630165229818e-05,1.0581159212311572e-07,0.0,2.7224630165229818e-05
1680,2.6291256550134028e-05,1.0581159212311572e-07,0.0,2.6291256550134028e-05
1681,2.519301805088097e-05,1.0581159212311572e-07,2.237584746061267e-08,2.519301805088097e-05
1682,2.4394917480614303e-05,1.259726250931895e-07,2.237584746061267e-08,2.4394917480614303e-05
1683,2.3856446984739576e-05,4.0079604397240994e-08,2.237584746061267e-08,2.3856446984739576e-05
1684,2.251752240616562e-05,4.0079604397240994e-08,2.237584746061267e-08,2.251752240616562e-05
1685,2.163315392473513e-05,2.016103297007378e-08,2.237584746061267e-08,2.163315392473513e-05
1686,2.316074070612168e-05,2.016103297007378e-08,2.237584746061267e-08,2.316074070612168e-05
1687,2.303606067601192e-05,2.016103297007378e-08,2.237584746061267e-08,2.303606067601192e-05
1688,2.217509297354679e-05,2.016103297007378e-08,0.0,2.217509297354679e-05
1689,2.1292798659747598e-05,0.0,0.0,2.1292798659747598e-05
1690,1.8818752453496147e-05,0.0,0.0,1.8818752453496147e-05
1691,1.776077013866078e-05,0.0,0.0,1.776077013866078e-05
1692,1.7861059339858392e-05,0.0,0.0,1.7861059339858392e-05
1693,1.5627526019151056e-05,0.0,0.0,1.5627526019151056e-05
1694,1.4463096834203628e-05,0.0,0.0,1.4463096834203628e-05
1695,1.4691784599563107e-05,0.0,0.0,1.4691784599563107e-05
1696,1.4244001119680303e-05,1.5745945753613862e-08,0.0,1.4244001119680303e-05
1697,1.530278028180224e-05,1.5745945753613862e-08,0.0,1.530278028180224e-05
1698,1.5251684739528823e-05,1.5745945753613862e-08,0.0,1.5251684739528823e-05
1699,1.4816701228223142e-05,1.5745945753613862e-08,0.0,1.4816701228223142e-05
1700,1.4855461423784228e-05,1.5745945753613862e-08,0.0,1.4855461423784228e-05
1701,1.498316630334427e-05,1.5745945753613862e-08,0.0,1.498316630334427e-05
1702,1.3869863973273563e-05,2.7731105538870386e-08,0.0,1.3869863973273563e-05
1703,1.3116725183083742e-05,1.1985159785256525e-08,0.0,1.3116725183083742e-05
1704,1.2102511391276494e-05,1.1985159785256525e-08,8.66176666899524e-09,1.2102511391276494e-05
1705,1.2104424838201209e-05,1.1985159785256525e-08,3.6135181704009615e-08,1.2104424838201209e-05
1706,1.4249862033466343e-05,1.1985159785256525e-08,3.6135181704009615e-08,1.4249862033466343e-05
1707,1.4254509811248031e-05,2.4137612797403563e-08,3.6135181704009615e-08,1.4254509811248031e-05
1708,1.4106541779515932e-05,3.378348014036549e-08,3.6135181704009615e-08,1.4106541779515932e-05
1709,1.3931746382565637e-05,4.584835266996379e-08,3.6135181704009615e-08,1.3931746382565637e-05
1710,1.4675575065276852e-05,6.30633759815932e-08,5.3350205015639015e-08,1.4675575065276852e-05
1711,1.4301399460237008e-05,6.30633759815932e-08,4.468843834664378e-08,1.4301399460237008e-05
1712,1.3743193968756323e-05,6.30633759815932e-08,1.72150233116294e-08,1.3743193968756323e-05
1713,1.2285927498721452e-05,7.388139116366282e-08,1.72150233116294e-08,1.2285927498721452e-05
1714,1.1833528203299335e-05,6.172893815151578e-08,1.72150233116294e-08,1.1833528203299335e-05
1715,1.2467871524027682e-05,5.2083070808553855e-08,1.72150233116294e-08,1.2467871524027682e-05
1716,1.2204438722359815e-05,2.803303849369903e-08,1.72150233116294e-08,1.2204438722359815e-05
1717,1.2673387962942278e-05,1.0818015182069627e-08,0.0,1.2673387962942278e-05
1718,1.4034181731403805e-05,1.8559771624333214e-08,0.0,1.4034181731403805e-05
1719,1.3866779551920314e-05,1.8559771624333214e-08,0.0,1.3866779551920314e-05
1720,1.3272965264020189e-05,7.741756442263587e-09,0.0,1.3272965264020189e-05
1721,1.3337127256818349e-05,7.741756442263587e-09,0.0,1.3337127256818349e-05
1722,1.3002229479752714e-05,7.741756442263587e-09,0.0,1.3002229479752714e-05
1723,1.402882487257427e-05,7.741756442263587e-09,0.0,1.402882487257427e-05
1724,1.252665444034002e-05,7.741756442263587e-09,0.0,1.252665444034002e-05
1725,1.1519494169728464e-05,7.352953040091441e-09,0.0,1.1519494169728464e-05
1726,1.183902947689473e-05,1.3740451062663591e-08,0.0,1.183902947689473e-05
1727,1.139665930947688e-05,2.7425882771175177e-08,0.0,1.139665930947688e-05
1728,1.0665775724711629e-05,3.390544277083661e-08,0.0,1.0665775724711629e-05
1729,1.007348107253035e-05,5.9393349666996594e-08,0.0,1.007348107253035e-05
1730,1.1170502408016805e-05,5.9393349666996594e-08,0.0,1.1170502408016805e-05
1731,1.1042737371878633e-05,5.9393349666996594e-08,0.0,1.1042737371878633e-05
1732,1.1073097994085401e-05,8.959154078931014e-08,0.0,1.1073097994085401e-05
1733,1.052934599751357e-05,1.1832789173890238e-07,0.0,1.052934599751357e-05
1734,1.047127073304312e-05,1.2528938648464256e-07,0.0,1.047127073304312e-05
1735,1.060501686619578e-05,1.2527675252727022e-07,0.0,1.060501686619578e-05
1736,1.0801499943876739e-05,1.1081349577628836e-07,0.0,1.0801499943876739e-05
1737,9.272420551756763e-06,1.1081349577628836e-07,0.0,9.272420551756763e-06
1738,9.115860198757478e-06,1.1081349577628836e-07,0.0,9.115860198757478e-06
1739,8.450825199750917e-06,7.326235161388337e-08,0.0,8.450825199750917e-06
1740,9.149769734254473e-06,3.8138502641718985e-08,0.0,9.149769734254473e-06
1741,1.0576791737548774e-05,1.7491576187467217e-08,0.0,1.0576791737548774e-05
1742,1.2237562714290107e-05,1.1024650145178124e-08,0.0,1.2237562714290107e-05
1743,1.2601552498381352e-05,0.0,9.631393587434495e-09,1.2601552498381352e-05
1744,1.4985858082841982e-05,0.0,9.631393587434495e-09,1.4985858082841982e-05
1745,1.5730555268029483e-05,6.311576023725658e-09,9.631393587434495e-09,1.5730555268029483e-05
1746,1.7351384745519942e-05,2.622348459015354e-08,9.631393587434495e-09,1.7351384745519942e-05
1747,1.8237119028136866e-05,3.038263634331477e-08,9.631393587434495e-09,1.8237119028136866e-05
1748,1.73317240686239e-05,4.494156361342253e-08,9.631393587434495e-09,1.73317240686239e-05
1749,1.7146979449275284e-05,4.989684398992722e-08,9.631393587434495e-09,1.7146979449275284e-05
1750,1.810244534031621e-05,4.989684398992722e-08,0.0,1.810244534031621e-05
1751,1.681417104139525e-05,6.060426014999263e-08,0.0,1.681417104139525e-05
1752,1.770947762582052e-05,5.81912742753892e-08,0.0,1.770947762582052e-05
1753,1.8886630121934494e-05,3.827936570896132e-08,0.0,1.8886630121934494e-05
1754,1.950782175949176e-05,3.8304282666347585e-08,0.0,1.950782175949176e-05
1755,2.0813388670960974e-05,5.071850977295915e-08,0.0,2.0813388670960974e-05
1756,2.0287454650055486e-05,4.8798699938044724e-08,0.0,2.0287454650055486e-05
1757,2.1400566765805706e-05,5.184382320270028e-08,0.0,2.1400566765805706e-05
1758,2.0950156665224184e-05,5.0459161166876195e-08,3.1075847926688637e-09,2.0950156665224184e-05
1759,2.107243407018749e-05,6.047575062950727e-08,3.1075847926688637e-09,2.107243407018749e-05
1760,2.008988849411253e-05,6.845985137512603e-08,3.1075847926688637e-09,2.008988849411253e-05
1761,1.9934660615815248e-05,6.705135012298666e-08,3.1075847926688637e-09,1.9934660615815248e-05
1762,2.1420637754740062e-05,4.007819574626735e-08,3.1075847926688637e-09,2.1420637754740062e-05
1763,2.2420205173797774e-05,4.5558748392896375e-08,3.1075847926688637e-09,2.2420205173797774e-05
1764,2.2812261314746657e-05,4.251362512824082e-08,3.1075847926688637e-09,2.2812261314746657e-05
1765,2.3795613482694273e-05,3.908568782914504e-08,5.8948168251455564e-09,2.3795613482694273e-05
1766,2.4833047583732487e-05,2.5170508217391737e-08,9.295868963477005e-09,2.4833047583732487e-05
1767,2.6167087136335404e-05,2.0130909764556496e-08,9.295868963477005e-09,2.6167087136335404e-05
1768,2.7019501171058175e-05,1.7355342306148358e-08,9.295868963477005e-09,2.7019501171058175e-05
1769,2.583845395877558e-05,2.0401601931650604e-08,9.295868963477005e-09,2.583845395877558e-05
1770,2.6164151547293712e-05,1.4768500327428619e-08,9.295868963477005e-09,2.6164151547293712e-05
1771,2.643373669083563e-05,2.7931719667354367e-08,1.1928512780709103e-08,2.643373669083563e-05
1772,2.603893101747547e-05,4.839772163986059e-08,6.033695955563547e-09,2.603893101747547e-05
1773,2.5363226866050225e-05,5.099291249572551e-08,7.823025528961937e-09,2.5363226866050225e-05
1774,2.418725775247107e-05,4.804841020294199e-08,7.823025528961937e-09,2.418725775247107e-05
1775,2.4134220958720626e-05,5.671447768561068e-08,1.07117146898515e-08,2.4134220958720626e-05
1776,2.7538631911738776e-05,6.451769607451752e-08,1.07117146898515e-08,2.7538631911738776e-05
1777,2.81907292186848e-05,8.789722778195547e-08,8.366297496057281e-08,2.81907292186848e-05
1778,2.7071548954284352e-05,8.307743978467183e-08,8.3811474839633e-08,2.7071548954284352e-05
