ngram,president,president,presdent,presient
1874,3.323557965424178e-05,3.323557965424178e-05,2.451331130145665e-09,3.525336705096598e-09
1875,3.366436742778335e-05,3.366436742778335e-05,2.503381176957983e-09,3.933725361322209e-09
1876,3.3814407028590464e-05,3.3814407028590464e-05,2.2633580565312172e-09,4.179479000982716e-09
1877,3.4048789530061185e-05,3.4048789530061185e-05,1.7972847178780528e-09,4.673142682344787e-09
1878,3.486069752917891e-05,3.486069752917891e-05,2.5292423552362007e-09,5.3091163211758746e-09
1879,3.538824759224164e-05,3.538824759224164e-05,2.9650082468611417e-09,5.358203087573494e-09
1880,3.638119700813799e-05,3.638119700813799e-05,2.9657151734419074e-09,5.4162849760786e-09
1881,3.7131744777850274e-05,3.7131744777850274e-05,2.8383179100683567e-09,5.2679979426325676e-09
1882,3.7764651746588894e-05,3.7764651746588894e-05,2.7118551333098803e-09,4.934842344285682e-09
1883,3.917005389147172e-05,3.917005389147172e-05,3.406134219912411e-09,4.843853730816607e-09
1884,4.059998225004945e-05,4.059998225004945e-05,3.806642354505943e-09,4.915900036246106e-09
1885,4.2627318699877446e-05,4.2627318699877446e-05,3.5742807959403068e-09,5.771948982261474e-09
1886,4.450127796319846e-05,4.450127796319846e-05,4.229558849980616e-09,6.708726241200225e-09
1887,4.601086194660249e-05,4.601086194660249e-05,4.157391244755512e-09,7.1773621966388285e-09
1888,4.915417438106877e-05,4.915417438106877e-05,4.665882474037224e-09,8.287546775826676e-09
1889,5.092370650215473e-05,5.092370650215473e-05,5.256551828734603e-09,8.84078404134974e-09
1890,5.28400056022552e-05,5.28400056022552e-05,5.143296709166277e-09,8.85882218375806e-09
1891,5.406604915541331e-05,5.406604915541331e-05,5.275625079649769e-09,8.68113561988285e-09
1892,5.501718468232346e-05,5.501718468232346e-05,5.211087180815152e-09,8.150387856683698e-09
1893,5.706029488854776e-05,5.706029488854776e-05,4.412298241060089e-09,7.980071904865684e-09
1894,5.899043389945291e-05,5.899043389945291e-05,5.31767591865113e-09,8.244480082757783e-09
1895,5.956993274074713e-05,5.956993274074713e-05,5.412755355038712e-09,8.31369544635712e-09
1896,6.116708339374912e-05,6.116708339374912e-05,5.1702804260145285e-09,8.921977315675837e-09
1897,6.236813922961508e-05,6.236813922961508e-05,5.125625416165949e-09,8.928312438578295e-09
1898,6.546680171075942e-05,6.546680171075942e-05,5.501445362757604e-09,9.116183807833522e-09
1899,6.696823402307928e-05,6.696823402307928e-05,5.3651997447953394e-09,9.322219884921878e-09
1900,6.883797738867412e-05,6.883797738867412e-05,5.962043430380553e-09,9.482609300956061e-09
1901,7.073996779841505e-05,7.073996779841505e-05,5.052360371341333e-09,9.114485927901633e-09
1902,7.298132238377417e-05,7.298132238377417e-05,5.1748288828637865e-09,8.052773495644975e-09
1903,7.548560928885959e-05,7.548560928885959e-05,5.3016210469333404e-09,8.0962538895335e-09
1904,7.781361533229106e-05,7.781361533229106e-05,5.481275116332134e-09,8.472868882693417e-09
1905,7.824344668603902e-05,7.824344668603902e-05,5.170992332738576e-09,8.706101236758253e-09
1906,8.031016477616504e-05,8.031016477616504e-05,5.379411646292251e-09,8.772834776087685e-09
1907,8.106116105669312e-05,8.106116105669312e-05,5.363669635422801e-09,8.149533111837367e-09
1908,8.213244499139754e-05,8.213244499139754e-05,5.858354182716344e-09,8.864186527647786e-09
1909,8.283838438468852e-05,8.283838438468852e-05,6.230792136209727e-09,9.205657062035958e-09
1910,8.414577522281823e-05,8.414577522281823e-05,6.4704248308495545e-09,9.388574362390045e-09
1911,8.601813793315419e-05,8.601813793315419e-05,6.75403853480004e-09,1.002127384249921e-08
1912,8.884970260883815e-05,8.884970260883815e-05,7.228810439130484e-09,1.0576125626065341e-08
1913,9.073331914675822e-05,9.073331914675822e-05,7.309719179155698e-09,1.0838335562368684e-08
1914,9.301288186439447e-05,9.301288186439447e-05,7.46820998693514e-09,1.1566936868640759e-08
1915,9.457277337787673e-05,9.457277337787673e-05,7.285842469022847e-09,1.1841945075324084e-08
1916,9.713430024151291e-05,9.713430024151291e-05,7.329844984939525e-09,1.348652846542921e-08
1917,9.85523802228272e-05,9.85523802228272e-05,8.0268276470008e-09,1.4055940030946853e-08
1918,0.00010024631670343556,0.00010024631670343556,8.819958033764611e-09,1.4700243688992032e-08
1919,0.00010390919071921547,0.00010390919071921547,9.398055222931134e-09,1.4973352589566147e-08
1920,0.00010276575007342867,0.00010276575007342867,1.0289207898393573e-08,1.4962111422838527e-08
1921,0.00010135114799985396,0.00010135114799985396,9.865407094419457e-09,1.464406741900705e-08
1922,9.980450184749705e-05,9.980450184749705e-05,1.0019070525605197e-08,1.3825955110949702e-08
1923,9.749315982584708e-05,9.749315982584708e-05,9.753502703903548e-09,1.227298402588823e-08
1924,9.710768063087016e-05,9.710768063087016e-05,9.246412207326265e-09,1.1318767891209193e-08
1925,9.630021252503087e-05,9.630021252503087e-05,8.343198449572192e-09,9.969734625160851e-09
1926,9.249660173996485e-05,9.249660173996485e-05,7.169934550838824e-09,8.823591254473025e-09
1927,9.411630890099332e-05,9.411630890099332e-05,6.179713693147246e-09,8.586053265194745e-09
1928,9.551289882178285e-05,9.551289882178285e-05,6.452429257564063e-09,8.16658290198851e-09
1929,9.644632310872632e-05,9.644632310872632e-05,6.044933950225381e-09,8.216500939945653e-09
1930,9.697783389128745e-05,9.697783389128745e-05,5.844368734995799e-09,8.46445586637807e-09
1931,9.605128746313442e-05,9.605128746313442e-05,5.532390101592455e-09,9.144836443653048e-09
1932,9.453860028380794e-05,9.453860028380794e-05,5.46461612468566e-09,9.154372815345369e-09
1933,9.289161036057132e-05,9.289161036057132e-05,5.564610613565232e-09,9.603828272324627e-09
1934,9.135214973606967e-05,9.135214973606967e-05,5.959835165063916e-09,9.182635287073384e-09
1935,8.985658392443188e-05,8.985658392443188e-05,5.911778114661306e-09,9.735755439927679e-09
1936,8.982683357317e-05,8.982683357317e-05,6.016791699790604e-09,9.774739113359893e-09
1937,9.106233067411398e-05,9.106233067411398e-05,6.0045944089941776e-09,1.0292265071955496e-08
1938,9.174921953152599e-05,9.174921953152599e-05,6.087694158298161e-09,9.524992350407047e-09
1939,9.213220930957635e-05,9.213220930957635e-05,5.960965562426931e-09,9.688358306090907e-09
1940,9.353723414408575e-05,9.353723414408575e-05,6.4629452900533124e-09,9.838046187228753e-09
1941,9.462645955084424e-05,9.462645955084424e-05,6.618387171641871e-09,1.1083323845996671e-08
1942,9.658478873981429e-05,9.658478873981429e-05,7.007861275403522e-09,1.1739205290390536e-08
1943,9.826831332507677e-05,9.826831332507677e-05,7.690454685769867e-09,1.2582805781440648e-08
1944,9.81454151250156e-05,9.81454151250156e-05,8.019191215830851e-09,1.221002219965937e-08
1945,9.888223680068872e-05,9.888223680068872e-05,8.068802768791881e-09,1.3344911715356439e-08
1946,9.866996593440749e-05,9.866996593440749e-05,8.289974294330347e-09,1.3762935553123562e-08
1947,9.803287477032947e-05,9.803287477032947e-05,7.877830895556111e-09,1.4511354276943881e-08
1948,9.70206321133966e-05,9.70206321133966e-05,7.751059540238105e-09,1.4141390154114625e-08
1949,9.533603692294232e-05,9.533603692294232e-05,7.613462685692899e-09,1.3913092646232274e-08
1950,9.428663179278374e-05,9.428663179278374e-05,7.741794316729056e-09,1.4252890042801677e-08
1951,9.389841995601143e-05,9.389841995601143e-05,7.710288788384138e-09,1.4751345541900004e-08
1952,9.289676693567474e-05,9.289676693567474e-05,8.2805623310581e-09,1.433455043553522e-08
1953,9.299834761934887e-05,9.299834761934887e-05,8.18196253606272e-09,1.4979186906722523e-08
1954,9.299248527635687e-05,9.299248527635687e-05,8.364107628722195e-09,1.5271812513008498e-08
1955,9.292627925918038e-05,9.292627925918038e-05,8.181705281527587e-09,1.582845270726401e-08
1956,9.220081119565293e-05,9.220081119565293e-05,7.83622005379974e-09,1.6475607291153793e-08
1957,8.989533463526251e-05,8.989533463526251e-05,7.078045831982698e-09,1.5937516068780562e-08
1958,8.712012952725803e-05,8.712012952725803e-05,7.0729499717409845e-09,1.5626266249211895e-08
1959,8.450446746012728e-05,8.450446746012728e-05,6.475195998437552e-09,1.550041859945038e-08
1960,8.19158147870829e-05,8.19158147870829e-05,6.6608712831087556e-09,1.5112044060572316e-08
1961,7.887939864303917e-05,7.887939864303917e-05,6.3890962996384e-09,1.4367908133091793e-08
1962,7.542059756815434e-05,7.542059756815434e-05,5.894788244832836e-09,1.3232789213597179e-08
1963,7.27435524043228e-05,7.27435524043228e-05,5.736009730686728e-09,1.1875010308415312e-08
1964,7.175452628871426e-05,7.175452628871426e-05,6.311389347654231e-09,1.1328215064411649e-08
1965,6.952469578079347e-05,6.952469578079347e-05,6.152156974335656e-09,1.0926021484384104e-08
1966,6.848485333778496e-05,6.848485333778496e-05,5.91062313378846e-09,1.0373979643572641e-08
1967,6.685193199830662e-05,6.685193199830662e-05,5.635527124324215e-09,9.763360405859852e-09
1968,6.581704760070092e-05,6.581704760070092e-05,5.5030213719220455e-09,9.05016449083616e-09
1969,6.475681896387999e-05,6.475681896387999e-05,5.4764605231635446e-09,8.455963421535477e-09
1970,6.395245509338565e-05,6.395245509338565e-05,5.439769365115207e-09,8.245148246694661e-09
1971,6.179055968199723e-05,6.179055968199723e-05,4.735280136257205e-09,8.024431658831027e-09
1972,6.0811540606664494e-05,6.0811540606664494e-05,4.332739278467557e-09,7.509051285532159e-09
1973,5.888156946249572e-05,5.888156946249572e-05,4.243330544083181e-09,7.04689969869118e-09
1974,5.7546881310242626e-05,5.7546881310242626e-05,3.86213492932695e-09,6.29845198218959e-09
1975,5.6283689835774044e-05,5.6283689835774044e-05,3.766306377883666e-09,5.933831077291935e-09
1976,5.5338336096610874e-05,5.5338336096610874e-05,3.8029821196922904e-09,5.981962544357852e-09
1977,5.498973977020276e-05,5.498973977020276e-05,3.5779520298920684e-09,5.847604686185345e-09
1978,5.492843151192314e-05,5.492843151192314e-05,3.399394099545816e-09,5.6668837241805446e-09
1979,5.537618926609866e-05,5.537618926609866e-05,3.4853624431008257e-09,5.4755240976232605e-09
1980,5.56354430695397e-05,5.56354430695397e-05,3.3394357120844884e-09,5.2898133492565844e-09
1981,5.6225971223154503e-05,5.6225971223154503e-05,3.4269620791909413e-09,5.505739293048302e-09
1982,5.656349562091886e-05,5.656349562091886e-05,3.126808891172418e-09,5.364882379613586e-09
1983,5.7259611951719436e-05,5.7259611951719436e-05,2.9665297361449105e-09,5.476818871435236e-09
1984,5.728536520369484e-05,5.728536520369484e-05,2.9661127363768612e-09,5.2701683017630785e-09
1985,5.779800059307101e-05,5.779800059307101e-05,2.907030854133146e-09,5.050900206019346e-09
1986,5.768383458156937e-05,5.768383458156937e-05,2.7680476482367614e-09,4.897287464444844e-09
1987,5.8086980841056046e-05,5.8086980841056046e-05,2.7004441064245756e-09,4.888618969951202e-09
1988,5.818839261857127e-05,5.818839261857127e-05,2.459572561492556e-09,4.528952704926528e-09
1989,5.8958526746469685e-05,5.8958526746469685e-05,2.419686625668557e-09,4.412882852784199e-09
1990,5.953093100937882e-05,5.953093100937882e-05,2.4822963843159786e-09,3.907782700604148e-09
1991,6.008206920731547e-05,6.008206920731547e-05,2.218631040789327e-09,3.678238348823827e-09
1992,5.983243162128409e-05,5.983243162128409e-05,2.1452365756806965e-09,3.449701667181314e-09
1993,6.0116962621188054e-05,6.0116962621188054e-05,2.0620357960814725e-09,3.222723421458795e-09
1994,6.0264945724546646e-05,6.0264945724546646e-05,1.9418970399952075e-09,2.839561379681348e-09
1995,6.0110985422008e-05,6.0110985422008e-05,1.895121662772884e-09,2.592719499412104e-09
1996,5.965274665088925e-05,5.965274665088925e-05,1.8457603382212743e-09,2.431326410043003e-09
1997,5.905493838197019e-05,5.905493838197019e-05,1.6718888813065697e-09,2.3727645879846803e-09
1998,5.851316849917306e-05,5.851316849917306e-05,1.7198523399082027e-09,2.1629436178624164e-09
1999,5.787033816367122e-05,5.787033816367122e-05,1.5418002906132854e-09,1.913966635973858e-09
2000,5.730438611603209e-05,5.730438611603209e-05,1.4232892800844103e-09,1.697389609819514e-09
2001,5.6878622022590465e-05,5.6878622022590465e-05,1.3376601731047393e-09,1.5185107695079937e-09
2002,5.6598029394600804e-05,5.6598029394600804e-05,1.2697986471822885e-09,1.4287077632069156e-09
2003,5.571575924737512e-05,5.571575924737512e-05,1.3523923092506607e-09,1.4156269569274927e-09
2004,5.5467006209905124e-05,5.5467006209905124e-05,1.2297854480790095e-09,1.390421135370547e-09
2005,5.5246123208365005e-05,5.5246123208365005e-05,1.1435723637883859e-09,1.2131549733039394e-09
2006,5.5113394150144556e-05,5.5113394150144556e-05,1.1052227783763563e-09,1.1024767170615085e-09
2007,5.423441533431677e-05,5.423441533431677e-05,1.030481501716553e-09,1.0216693562587714e-09
2008,5.2718883775274404e-05,5.2718883775274404e-05,9.41411853234391e-10,9.26647580096989e-10
2009,5.048206938746651e-05,5.048206938746651e-05,1.0470905729777412e-09,7.599806419099155e-10
2010,4.871323939629032e-05,4.871323939629032e-05,8.475624963771062e-10,5.348249402871628e-10
2011,4.6762236057215235e-05,4.6762236057215235e-05,7.345177462290766e-10,3.0025893477907724e-10
2012,4.57266453720097e-05,4.57266453720097e-05,5.953971264429012e-10,2.619952409783315e-10
2013,4.440406649207164e-05,4.440406649207164e-05,5.033721792565718e-10,2.582798241152722e-10
2014,4.2972174144649345e-05,4.2972174144649345e-05,4.275462840906487e-10,1.9370248212952871e-10
2015,4.18093176059691e-05,4.18093176059691e-05,4.017888462413767e-10,1.6195600366760869e-10
2016,4.188889371497291e-05,4.188889371497291e-05,1.6545600405632703e-10,1.3713486249344875e-10
2017,4.2133805739770956e-05,4.2133805739770956e-05,1.3094124627170226e-10,1.2178097592852044e-10
2018,4.209418766549788e-05,4.209418766549788e-05,1.2463271525930963e-10,1.0714103701459087e-10
2019,4.044093566335505e-05,4.044093566335505e-05,1.5579089407413704e-10,9.654729359737102e-11
