ngram,pleasure,pleasur,pleasre,plesure
1547,7.216436694891724e-05,5.358402047152464e-07,0.0,0.0
1548,0.00010664443159060153,5.358402047152464e-07,0.0,0.0
1549,0.00010940643863120516,5.358402047152464e-07,0.0,0.0
1550,0.00011210816722138719,5.358402047152464e-07,0.0,0.0
1551,0.00010874812999515728,5.358402047152464e-07,0.0,0.0
1552,9.287816750916786e-05,0.0,0.0,0.0
1553,7.13407903926314e-05,0.0,0.0,0.0
1554,0.00010779237761328529,0.0,0.0,0.0
1555,9.134186361084826e-05,0.0,0.0,6.0098500398453325e-06
1556,8.614766998757009e-05,0.0,0.0,6.0098500398453325e-06
1557,8.344594139738806e-05,0.0,0.0,6.0098500398453325e-06
1558,7.268900143182171e-05,0.0,0.0,6.0098500398453325e-06
1559,0.00010418902430891259,0.0,0.0,6.0098500398453325e-06
1560,0.00011136806824652012,0.0,0.0,6.0098500398453325e-06
1561,0.00011869286208820995,0.0,0.0,6.0098500398453325e-06
1562,0.0001291067448099576,0.0,0.0,0.0
1563,0.00012702499225270003,0.0,0.0,0.0
1564,0.00016519487378120954,0.0,0.0,0.0
1565,0.0001648200322961202,0.0,0.0,0.0
1566,0.00013043556542210614,0.0,0.0,0.0
1567,0.00013008049453284393,0.0,0.0,0.0
1568,7.647268986537321e-05,0.0,0.0,0.0
1569,6.288336304091249e-05,0.0,0.0,0.0
1570,6.741640001044808e-05,0.0,0.0,0.0
1571,3.415022183617111e-05,0.0,0.0,0.0
1572,4.567372213516917e-05,0.0,0.0,0.0
1573,8.090918501173811e-05,0.0,0.0,0.0
1574,0.00010349963641991573,0.0,0.0,5.447115459641541e-07
1575,0.00012990250875840763,0.0,0.0,5.447115459641541e-07
1576,0.00013217425917641127,0.0,0.0,5.447115459641541e-07
1577,0.00013784712583791197,0.0,0.0,5.447115459641541e-07
1578,0.0001563119939029483,0.0,0.0,5.447115459641541e-07
1579,0.00015598169764936238,0.0,0.0,5.447115459641541e-07
1580,0.00013362222567333708,0.0,0.0,5.447115459641541e-07
1581,0.00012497355887067636,0.0,0.0,2.37322949812681e-06
1582,0.00011323503505471828,0.0,0.0,2.37322949812681e-06
1583,0.00012182248714712582,0.0,0.0,2.37322949812681e-06
1584,0.0001547739385776887,0.0,0.0,2.37322949812681e-06
1585,0.00013838793633372655,0.0,0.0,2.37322949812681e-06
1586,0.00012703490574494936,0.0,0.0,2.37322949812681e-06
1587,0.00013250113209193972,0.0,0.0,2.37322949812681e-06
1588,0.00012847301955584304,0.0,0.0,0.0
1589,0.00014349818073761917,0.0,0.0,0.0
1590,0.00014326248544551033,0.0,0.0,0.0
1591,0.0001184959385552377,0.0,0.0,1.0661338559917307e-06
1592,0.00013419829805830626,0.0,0.0,1.0661338559917307e-06
1593,0.0001462822630336242,0.0,0.0,1.0661338559917307e-06
1594,0.0001589518880272018,5.028947660840848e-07,0.0,1.2337654392727667e-06
1595,0.00015483656170545146,9.536918566612127e-07,0.0,1.2337654392727667e-06
1596,0.00015418476687045768,9.536918566612127e-07,0.0,1.2337654392727667e-06
1597,0.0001507404532666052,9.536918566612127e-07,0.0,1.3548275319408276e-06
1598,0.00013964824133186733,9.536918566612127e-07,0.0,2.886936759490969e-07
1599,0.0001262782929448544,1.0716030049349814e-06,0.0,2.886936759490969e-07
1600,0.00013762575482750044,1.0716030049349814e-06,0.0,5.017058453761689e-07
1601,0.0001226304697671107,5.687082388508966e-07,0.0,3.34074262095133e-07
1602,0.00011742060191214218,1.1791114827376856e-07,0.0,3.34074262095133e-07
1603,0.00010445518117714008,1.1791114827376856e-07,0.0,3.34074262095133e-07
1604,9.19570193218533e-05,1.1791114827376856e-07,0.0,2.1301216942707209e-07
1605,0.00010253588957961515,1.1791114827376856e-07,0.0,2.1301216942707209e-07
1606,0.00011652421952541252,0.0,0.0,2.9309227654396507e-07
1607,0.00010365416476685953,0.0,0.0,8.008010711689297e-08
1608,0.00010121568370128184,0.0,0.0,8.008010711689297e-08
1609,0.00010757643342783143,0.0,0.0,8.008010711689297e-08
1610,0.00010896455205511302,0.0,0.0,2.0752837112273221e-07
1611,0.00010915858001681045,0.0,0.0,2.0752837112273221e-07
1612,0.00013781823820733865,0.0,0.0,2.0752837112273221e-07
1613,0.000130655786571359,0.0,0.0,1.2744826400583926e-07
1614,0.00013798425373222147,0.0,0.0,1.2744826400583926e-07
1615,0.00014421522584078566,0.0,0.0,1.2744826400583926e-07
1616,0.0001607176860228979,0.0,0.0,1.2744826400583926e-07
1617,0.00020169232655981823,0.0,0.0,0.0
1618,0.0002042728031353493,0.0,0.0,0.0
1619,0.00017922976777689264,0.0,0.0,0.0
1620,0.00018394186398446827,0.0,0.0,0.0
1621,0.00018298084718740677,0.0,0.0,0.0
1622,0.00017477928590129262,0.0,0.0,0.0
1623,0.00015420253579837402,0.0,0.0,0.0
1624,0.00010248743118219343,0.0,0.0,0.0
1625,0.00011011331350476081,0.0,0.0,0.0
1626,9.872258358102824e-05,0.0,0.0,0.0
1627,9.081110744903396e-05,0.0,0.0,0.0
1628,8.227470971178263e-05,0.0,0.0,0.0
1629,8.304662437045149e-05,0.0,0.0,0.0
1630,8.283510396722704e-05,0.0,0.0,0.0
1631,8.960499170435858e-05,5.6679985911094784e-08,0.0,0.0
1632,8.762818885900612e-05,5.6679985911094784e-08,0.0,0.0
1633,8.890353118269039e-05,5.6679985911094784e-08,0.0,2.741855951171601e-07
1634,8.793361381062173e-05,5.6679985911094784e-08,0.0,2.741855951171601e-07
1635,9.255331886898992e-05,5.6679985911094784e-08,0.0,2.741855951171601e-07
1636,9.102946829183825e-05,5.6679985911094784e-08,0.0,2.741855951171601e-07
1637,9.785678620184106e-05,5.6679985911094784e-08,0.0,2.741855951171601e-07
1638,9.864197740431077e-05,0.0,0.0,2.741855951171601e-07
1639,8.769157596231838e-05,0.0,0.0,2.741855951171601e-07
1640,9.132285049417987e-05,0.0,0.0,0.0
1641,9.11165407160297e-05,0.0,0.0,0.0
1642,9.088156158603462e-05,0.0,0.0,0.0
1643,9.023244742171041e-05,0.0,0.0,0.0
1644,8.097567219270527e-05,0.0,0.0,0.0
1645,7.893073520140856e-05,0.0,0.0,0.0
1646,8.189551746389563e-05,0.0,0.0,0.0
1647,7.905887105152942e-05,0.0,0.0,0.0
1648,8.178197822417133e-05,0.0,0.0,0.0
1649,7.54383576609793e-05,0.0,0.0,0.0
1650,8.793863162281923e-05,0.0,0.0,0.0
1651,9.300672120714028e-05,0.0,0.0,0.0
1652,9.575223625038884e-05,0.0,0.0,0.0
1653,9.964827664329537e-05,0.0,0.0,0.0
1654,0.0001048564019064153,0.0,0.0,0.0
1655,0.00010425467085691967,0.0,0.0,2.324121786451932e-07
1656,0.00010405233894873942,0.0,0.0,2.324121786451932e-07
1657,9.549808393265786e-05,0.0,0.0,2.324121786451932e-07
1658,9.291564388799347e-05,0.0,0.0,2.324121786451932e-07
1659,9.685434322039197e-05,0.0,0.0,2.324121786451932e-07
1660,9.853911095498396e-05,0.0,0.0,2.324121786451932e-07
1661,9.472910876086514e-05,0.0,0.0,2.324121786451932e-07
1662,0.00010824738585922335,0.0,0.0,0.0
1663,0.000124564568977803,0.0,0.0,0.0
1664,0.0001343869319368553,0.0,0.0,0.0
1665,0.00014212726299384876,0.0,0.0,0.0
1666,0.00013611629089739705,0.0,0.0,0.0
1667,0.00012874036318472854,0.0,0.0,0.0
1668,0.00012903867952575508,0.0,0.0,0.0
1669,0.00011367531936100152,0.0,0.0,0.0
1670,0.00010123748350971644,0.0,0.0,0.0
1671,9.122500393589559e-05,0.0,0.0,3.911019267174457e-08
1672,8.442094622296281e-05,0.0,0.0,2.851161988408941e-07
1673,8.297356180264615e-05,0.0,0.0,2.851161988408941e-07
1674,8.670175053079479e-05,0.0,0.0,9.357266768412436e-07
1675,8.824098767945543e-05,0.0,0.0,9.357266768412436e-07
1676,8.818151919902968e-05,0.0,0.0,9.78673187189218e-07
1677,8.993973876515935e-05,0.0,0.0,9.78673187189218e-07
1678,9.087649128300004e-05,0.0,0.0,9.395629945174733e-07
1679,9.07097159402578e-05,0.0,0.0,6.935569883483237e-07
1680,9.015112820114675e-05,0.0,0.0,6.935569883483237e-07
1681,9.097681322600693e-05,0.0,0.0,8.76982052691996e-08
1682,8.869263963008831e-05,4.032206594014756e-08,0.0,8.76982052691996e-08
1683,8.734696790010535e-05,4.032206594014756e-08,0.0,4.475169492122534e-08
1684,8.119377214045796e-05,4.032206594014756e-08,0.0,4.475169492122534e-08
1685,7.156840261554212e-05,4.032206594014756e-08,0.0,4.475169492122534e-08
1686,7.310825198406487e-05,4.032206594014756e-08,0.0,4.475169492122534e-08
1687,7.148091130407661e-05,4.032206594014756e-08,0.0,4.475169492122534e-08
1688,7.156173783836753e-05,4.032206594014756e-08,0.0,4.659157834144675e-08
1689,6.677169377715992e-05,0.0,0.0,4.659157834144675e-08
1690,6.670736703589293e-05,0.0,0.0,4.659157834144675e-08
1691,6.733992475866606e-05,0.0,0.0,4.659157834144675e-08
1692,6.84802424595026e-05,0.0,0.0,4.659157834144675e-08
1693,6.603267060459725e-05,0.0,0.0,4.659157834144675e-08
1694,6.610231607088021e-05,0.0,0.0,4.659157834144675e-08
1695,6.0360734745959886e-05,0.0,0.0,0.0
1696,6.186716200318187e-05,0.0,0.0,0.0
1697,5.956789079521384e-05,7.347074821544603e-09,0.0,0.0
1698,5.645286676424023e-05,7.347074821544603e-09,0.0,0.0
1699,5.656052754992353e-05,7.347074821544603e-09,0.0,0.0
1700,5.377107663662173e-05,7.347074821544603e-09,0.0,0.0
1701,5.145914526240501e-05,7.347074821544603e-09,0.0,0.0
1702,4.996114200496647e-05,7.347074821544603e-09,0.0,0.0
1703,4.640237446957534e-05,7.347074821544603e-09,0.0,0.0
1704,4.443533440020734e-05,0.0,0.0,0.0
1705,4.611994778055565e-05,0.0,0.0,0.0
1706,4.711843212135136e-05,0.0,0.0,1.1075382896511395e-08
1707,4.3880906949717815e-05,0.0,0.0,4.753274193295251e-08
1708,4.078868654947395e-05,0.0,0.0,5.7178609275914434e-08
1709,4.066291954326776e-05,0.0,0.0,5.7178609275914434e-08
1710,4.037129916209129e-05,0.0,0.0,7.439363258754383e-08
1711,4.128631787482716e-05,0.0,0.0,7.439363258754383e-08
1712,3.694759366875847e-05,0.0,0.0,8.525705246548959e-08
1713,3.657811690313143e-05,0.0,0.0,7.418166956897818e-08
1714,4.119202977952747e-05,0.0,0.0,3.772431053253708e-08
1715,4.1140083339996636e-05,0.0,0.0,2.807844318957515e-08
1716,4.086404650089597e-05,8.854958163543155e-09,0.0,2.807844318957515e-08
1717,4.2193684618853566e-05,8.854958163543155e-09,0.0,1.8504825354576885e-08
1718,4.694939707405865e-05,8.854958163543155e-09,0.0,1.8504825354576885e-08
1719,4.703749021116112e-05,8.854958163543155e-09,0.0,7.641405476631137e-09
1720,4.501538049745639e-05,8.854958163543155e-09,0.0,7.641405476631137e-09
1721,4.2866044428332574e-05,8.854958163543155e-09,0.0,4.268163777965128e-08
1722,4.427587399342363e-05,8.854958163543155e-09,0.0,5.0409224477172236e-08
1723,4.645303800186541e-05,0.0,0.0,5.0409224477172236e-08
1724,4.3817565580996287e-05,0.0,0.0,4.2767819000541097e-08
1725,4.018666991864198e-05,0.0,0.0,5.0120772040632544e-08
1726,4.3069832047746915e-05,0.0,0.0,5.0120772040632544e-08
1727,4.6809393097646534e-05,0.0,0.0,5.0120772040632544e-08
1728,4.684339520671139e-05,0.0,0.0,1.5080539737612397e-08
1729,4.8807679766988645e-05,6.371976724039996e-09,0.0,1.3724929764131438e-08
1730,4.825949093044203e-05,6.371976724039996e-09,0.0,1.3724929764131438e-08
1731,4.976096170139499e-05,6.371976724039996e-09,0.0,1.3724929764131438e-08
1732,4.9163412248682494e-05,6.371976724039996e-09,0.0,6.371976724039996e-09
1733,5.0317315721518495e-05,6.371976724039996e-09,0.0,6.371976724039996e-09
1734,4.9702764954417944e-05,6.371976724039996e-09,0.0,6.371976724039996e-09
1735,4.972364071623555e-05,6.371976724039996e-09,0.0,6.371976724039996e-09
1736,4.719553440476635e-05,0.0,0.0,0.0
1737,4.83205278994449e-05,2.076488466887635e-08,0.0,1.3843256445917568e-08
1738,5.123949501596924e-05,8.666667992786512e-08,0.0,5.7777786618576754e-08
1739,4.979172964730034e-05,9.63594288805325e-08,0.0,6.747053557124413e-08
1740,4.8853219465984565e-05,9.63594288805325e-08,0.0,6.747053557124413e-08
1741,4.91135662222015e-05,9.63594288805325e-08,0.0,8.529458739303664e-08
1742,5.2596844138211706e-05,9.63594288805325e-08,0.0,8.529458739303664e-08
1743,5.311637869453989e-05,9.63594288805325e-08,0.0,8.529458739303664e-08
1744,5.461474574985914e-05,7.559454421165615e-08,4.464060359461135e-09,7.145133094711906e-08
1745,5.6194812454383024e-05,9.69274895266738e-09,4.464060359461135e-09,2.7516800774459886e-08
1746,6.0228806043077e-05,4.977977141606971e-09,4.464060359461135e-09,7.258180037946918e-08
1747,6.467588848733743e-05,4.977977141606971e-09,4.464060359461135e-09,7.258180037946918e-08
1748,6.853338085680402e-05,4.977977141606971e-09,4.464060359461135e-09,5.475774855767668e-08
1749,7.342347401260798e-05,9.933257518111662e-09,4.464060359461135e-09,5.475774855767668e-08
1750,8.288670609804935e-05,1.323198896484103e-08,4.464060359461135e-09,5.805648000440604e-08
1751,8.85605311071101e-05,1.6801127600274413e-08,0.0,6.162561863983943e-08
1752,9.344210307712533e-05,1.6801127600274413e-08,0.0,6.162561863983943e-08
1753,9.917157461001937e-05,1.685250288525302e-08,0.0,6.867870082162751e-09
1754,0.00010440951258975215,2.1036571595800524e-08,0.0,6.867870082162751e-09
1755,0.00010980566626780533,2.1036571595800524e-08,0.0,1.0721177850265512e-08
1756,0.00011034148337785155,1.911676176088609e-08,0.0,1.6792118933446025e-08
1757,0.00011220374705901901,1.5818030314156724e-08,0.0,2.262875728068333e-08
1758,0.00011143225648473682,1.224889167872334e-08,0.0,1.905961864524995e-08
1759,0.00011368357393491481,1.5727686581661667e-08,0.0,1.905961864524995e-08
1760,0.00011435183634083452,1.335970115487076e-08,0.0,1.905961864524995e-08
1761,0.00011509811572198357,9.175632444323258e-09,0.0,1.905961864524995e-08
1762,0.00011280632939555549,1.1858214473850888e-08,0.0,1.788889290667482e-08
1763,0.00011765144777850114,1.1661418497510567e-08,0.0,1.4656626388744241e-08
1764,0.0001227078339849998,1.1661418497510567e-08,0.0,1.676397535074362e-08
1765,0.00012864530227878795,8.239922039925724e-08,0.0,1.676397535074362e-08
1766,0.00013088632009125182,7.892042549631892e-08,0.0,2.0165027489075068e-08
1767,0.00013497782596719584,2.352621843369564e-07,0.0,2.0165027489075068e-08
1768,0.00013364721546947424,2.352621843369564e-07,0.0,3.089387767829521e-08
1769,0.00014064365677768365,2.3867212155843323e-07,0.0,2.821129564876758e-08
1770,0.00014016582593155493,2.415992901611779e-07,0.0,3.113846425151223e-08
1771,0.0001411360811159414,2.494972213591089e-07,0.0,1.989574549554618e-08
1772,0.00013999214882330437,1.8139550128637438e-07,0.0,1.989574549554618e-08
1773,0.00014292613507547815,1.839906921422393e-07,0.0,1.649469335721473e-08
1774,0.0001435785286178413,2.498756630180716e-08,0.0,1.649469335721473e-08
1775,0.00014670265123381147,2.7876255462696723e-08,0.0,1.732059981155284e-08
1776,0.000147271974128671,2.1783736211692225e-08,0.0,2.0032969315155113e-08
1777,0.00014794332258004163,2.7690094280988627e-08,0.0,1.4267126147160525e-08
1778,0.000144323381911298,1.9792163083057598e-08,0.0,1.9829413539745085e-08
1779,0.00014559746029720242,1.971776697473615e-08,0.0,6.593975549711623e-08
1780,0.00014248484304906533,1.94717164297182e-08,0.0,6.828889580796321e-08
1781,0.00014002508500457874,1.94717164297182e-08,0.0,7.402644617928087e-08
1782,0.0001391125697409734,1.658302726882864e-08,0.0,7.542049042440015e-08
1783,0.00013846066264834787,1.658302726882864e-08,0.0,7.705731900184024e-08
1784,0.00014138664534714605,1.323318673688131e-08,0.0,9.703098388261619e-08
1785,0.00014425646388969784,1.8087553803931248e-08,0.0,9.794118608194172e-08
1786,0.0001412332380173861,2.222635967338452e-08,0.0,5.451104076062815e-08
1787,0.00014238609894943823,2.3744644092208285e-08,0.0,5.989674990912266e-08
1788,0.0001431772720284893,5.2488789695611815e-08,0.0,1.1948680318190392e-07
1789,0.00014928023093878956,6.295925304909491e-08,0.0,1.0886477192733374e-07
1790,0.0001469479767755339,6.516894985557948e-08,0.0,1.1887860346908902e-07
1791,0.00014272355162704895,6.010448798982842e-08,0.0,1.0216283742790568e-07
1792,0.00014009113510837778,5.742664502658304e-08,0.0,1.0439644425121384e-07
1793,0.0001448145797309865,5.8614330405199714e-08,0.0,1.0763238021484409e-07
1794,0.000144561000135062,5.973683363842091e-08,0.0,1.0089551632270449e-07
1795,0.00014392142683001502,4.286522578159488e-08,0.0,3.556791267860555e-08
1796,0.0001400750209411074,3.523924720281814e-08,0.0,3.3241143044498197e-08
1797,0.000140557813990329,3.586416877762336e-08,0.0,2.4547350184280148e-08
1798,0.00014513660945730017,3.549955326523754e-08,5.786566781296187e-10,3.0547958194761445e-08
1799,0.00014696165869411613,3.752841643794065e-08,5.786566781296187e-10,3.205494523785189e-08
1800,0.00014417860282784595,3.252188689779294e-08,5.786566781296187e-10,2.9020460066776976e-08
1801,0.0001462979624713106,3.078234226247137e-08,5.786566781296187e-10,3.4523241154715834e-08
1802,0.00014817189782791371,2.759234034905538e-08,5.786566781296187e-10,4.2337523709079505e-08
1803,0.00015210746953796064,3.001285493147472e-08,5.786566781296187e-10,6.655652105637597e-08
1804,0.0001529394669757624,3.11442447704329e-08,5.786566781296187e-10,7.095484352451617e-08
1805,0.00015305900472282832,3.707999697764665e-08,0.0,8.974150717782387e-08
1806,0.00015245311494384493,4.192386374565363e-08,5.171002039259877e-10,9.762693180854448e-08
1807,0.00015435949691371725,4.218053462068383e-08,5.171002039259877e-10,1.0374179686729284e-07
1808,0.00015229207721339271,4.69324997912476e-08,5.171002039259877e-10,1.0194829412414817e-07
1809,0.00014935933203170343,5.380949780991224e-08,5.171002039259877e-10,1.0318025189803848e-07
1810,0.0001432606763306207,5.573644098636318e-08,5.171002039259877e-10,8.440969574101992e-08
1811,0.00014014814847282002,5.9036335185526564e-08,5.171002039259877e-10,8.512379829588618e-08
1812,0.00013574646644493832,5.665242268954833e-08,5.171002039259877e-10,7.06849984258692e-08
1813,0.00013367359809178327,5.6914179527974995e-08,0.0,1.1155623066575312e-07
1814,0.00013169545854907483,5.670127504028447e-08,0.0,1.192763688452812e-07
1815,0.00013000196902014847,5.3334303322977964e-08,0.0,1.1746621554818506e-07
1816,0.00012967246168825244,4.1388051081574824e-08,0.0,1.1374481141095722e-07
1817,0.00013184963401207433,3.813710261876427e-08,1.7134757105249524e-10,1.0898176050488928e-07
1818,0.00013264749889328544,3.4630932280573945e-08,1.7134757105249524e-10,1.3293286090946106e-07
1819,0.0001338699907397053,4.2313768996596734e-08,1.7134757105249524e-10,3.129095953775212e-07
1820,0.00013717101371314908,3.9193429200525184e-08,1.7134757105249524e-10,2.646998310698986e-07
1821,0.00013911211239506623,6.159320393399931e-08,1.7134757105249524e-10,3.190736794778104e-07
1822,0.00014110147354326079,8.191160689412819e-08,1.7134757105249524e-10,3.3638913039218163e-07
1823,0.00014193925224909826,8.166943185220329e-08,1.7134757105249524e-10,3.328903102379448e-07
1824,0.00014120313945958124,1.1487968037166801e-07,0.0,3.505793622388913e-07
1825,0.00013979622911262725,1.159313869030549e-07,0.0,3.216709731595253e-07
1826,0.00013733076671737114,1.0618786205895958e-07,0.0,1.3259080119557405e-07
1827,0.0001346229775143521,1.3126380185976165e-07,0.0,1.5016945997814446e-07
1828,0.000131269681982563,1.1542693404261886e-07,1.103293091807091e-10,9.320111247847405e-08
1829,0.00012262287782505155,9.251110836113899e-08,1.8060358764060425e-10,7.369129370208124e-08
1830,0.00012194140331952699,9.571601543102912e-08,1.8060358764060425e-10,7.396197762180431e-08
1831,0.00012017627055424132,1.1216499043850295e-07,2.7349824785868494e-10,9.423171347983888e-08
1832,0.00012040523246728949,1.1229222022076815e-07,2.7349824785868494e-10,9.445295212628935e-08
1833,0.00011984714676925381,1.2143421988599e-07,2.7349824785868494e-10,1.3984936865694765e-07
1834,0.00011847342102555558,9.847362823580039e-08,2.7349824785868494e-10,1.1383641940199141e-07
1835,0.00011675156149846901,9.81176980932982e-08,1.6316893867797588e-10,1.1136016071182959e-07
1836,0.00012114282539446972,1.0786434907166559e-07,9.289466021808072e-11,1.2124104437865363e-07
1837,0.00011970752426090517,1.073287653038538e-07,9.289466021808072e-11,1.3292891511339023e-07
1838,0.00011737585529252621,6.181907709544379e-08,0.0,9.970386522744385e-08
1839,0.00011498090628135418,6.741402813759123e-08,0.0,9.744732538357376e-08
1840,0.00011379829603746267,7.777275966093709e-08,0.0,8.481185760038962e-08
1841,0.00011198457338780697,7.457510621731802e-08,0.0,9.508214177904912e-08
1842,0.0001104856887000746,6.92740884338556e-08,0.0,9.115980985947253e-08
1843,0.00010852946849939014,1.1847379509179388e-07,0.0,1.1257655353956255e-07
1844,0.00010653165892498302,1.1844382236907742e-07,0.0,1.0360034836358928e-07
1845,0.00010580793189417039,1.2136518888285407e-07,0.0,1.0959354947358082e-07
1846,0.00010486601968295872,1.7096487019736222e-07,6.52204996358969e-11,1.4134964995296935e-07
1847,0.00010392876096635259,1.497463445941451e-07,6.52204996358969e-11,1.092372328465834e-07
1848,0.0001022273105003738,1.4775517622110458e-07,1.1990817465929686e-10,1.0303972126329037e-07
1849,0.0001018462291020634,1.4849166391733043e-07,2.273872479197081e-10,9.913166744622361e-08
1850,0.00010152631252172537,9.272904196880713e-08,2.273872479197081e-10,7.486889254591591e-08
1851,0.0001022801173218925,8.987572920813949e-08,2.738158430152079e-10,7.270695689953754e-08
1852,0.00010177935057851885,8.22514584695812e-08,2.738158430152079e-10,7.459232114521391e-08
1853,0.00010141689771054578,4.1566672643560717e-08,3.05114025315031e-10,4.179793121141172e-08
1854,0.00010035459334695978,4.304118483844377e-08,3.556158859449202e-10,4.0838120948397516e-08
1855,9.951212996384129e-05,4.627669929797256e-08,3.0092821092152025e-10,6.83557921377087e-08
1856,9.891930052877537e-05,4.712600849237398e-08,1.93449137661109e-10,7.085203306595694e-08
1857,9.776801016414538e-05,4.4262895824788625e-08,1.93449137661109e-10,6.662823638846151e-08
1858,9.502409375272691e-05,4.882462231340209e-08,2.0462405579481568e-10,7.181588428701551e-08
1859,9.341513837820717e-05,4.836160779778506e-08,2.655534443134806e-10,6.400183570422411e-08
1860,9.126725802031745e-05,3.787938902226935e-08,1.6903476237776057e-10,6.423981854400804e-08
1861,8.978539179744465e-05,3.8087710509314224e-08,2.315062625728765e-10,6.68265656145195e-08
1862,8.92865240790083e-05,3.418660250125478e-08,3.9866107637287485e-10,3.8705136619552964e-08
1863,8.809092001424037e-05,3.196787089011975e-08,3.9866107637287485e-10,3.606920527334166e-08
1864,8.688194481822263e-05,3.9452174352813274e-08,4.457561978262906e-10,3.8442296964750055e-08
1865,8.659625226365668e-05,3.482916203064893e-08,4.766057865828494e-10,3.706529559467851e-08
1866,8.691135112063162e-05,3.3541417262686734e-08,4.599160179680999e-10,3.680192582424167e-08
1867,8.698820186379765e-05,2.7254293552151206e-08,4.599160179680999e-10,3.7356582081672837e-08
1868,8.724973304197192e-05,2.7834106067611434e-08,4.813777551174578e-10,3.940608525202346e-08
1869,8.564358306882371e-05,2.9816121381389035e-08,4.3298059582141946e-10,3.887630763342388e-08
1870,8.490384997068239e-05,2.9405289631816752e-08,6.441629055561496e-10,3.9804265280655015e-08
1871,8.407681785424106e-05,2.362001540388649e-08,7.593720335081449e-10,3.8948806846406114e-08
1872,8.328628713830508e-05,2.4865038028565323e-08,7.118706417991965e-10,3.597262576704452e-08
1873,8.165778750221111e-05,2.5568697381572747e-08,8.23666032204581e-10,3.5589435652484876e-08
1874,8.041547386840518e-05,3.2943925936430267e-08,8.23666032204581e-10,3.4033049775164925e-08
1875,7.846955538427989e-05,3.4031893747510367e-08,7.694609949204789e-10,3.487286764120816e-08
1876,7.84377968687165e-05,3.216651757652146e-08,7.273673092405326e-10,3.382446310342045e-08
1877,7.771009404677898e-05,3.189543156573953e-08,5.161849995058024e-10,3.362459961258375e-08
1878,7.704003447932857e-05,3.0014946718535743e-08,3.901661097379819e-10,3.360054723344774e-08
1879,7.635600507325892e-05,2.7524497728645007e-08,4.88869655075013e-10,3.9057588274715727e-08
1880,7.604515537553067e-05,2.7979340495270274e-08,3.6572132822154657e-10,3.8068245064185446e-08
1881,7.595783452935783e-05,2.2312557135251154e-08,3.9728692359717957e-10,3.91746376290517e-08
1882,7.578136137453839e-05,1.0594020010452304e-07,3.494664418957072e-10,3.420630407496057e-08
1883,7.446072205701577e-05,1.0545992790156333e-07,3.6917035500001154e-10,3.5418510029623055e-08
1884,7.360843509169561e-05,1.0849639294921839e-07,4.3019216958547647e-10,3.665911713872967e-08
1885,7.29719374378744e-05,1.1041155355075358e-07,3.9390680994788596e-10,3.7021044261921684e-08
