ngram,room,rom,rooom,rmo
1616,1.1754923564564837e-05,2.5931455931121102e-06,0.0,2.6900072823212084e-07
1617,1.0333457989223202e-05,3.0794970565953657e-06,0.0,2.6900072823212084e-07
1618,1.2275454862122257e-05,3.063756496755689e-06,0.0,2.6900072823212084e-07
1619,1.5989093234176316e-05,2.6382895401054285e-06,0.0,0.0
1620,1.4682659964039755e-05,2.5201464057188005e-06,0.0,0.0
1621,1.174339854514983e-05,2.5473726493276317e-06,0.0,0.0
1622,1.3778193111387996e-05,2.307126213249181e-06,0.0,0.0
1623,1.5121647233432409e-05,1.946701680870839e-06,0.0,0.0
1624,1.674392339217385e-05,1.2054536893759047e-06,0.0,0.0
1625,1.4085040577681087e-05,1.6421920382267023e-06,0.0,0.0
1626,1.2667620369809032e-05,2.907388436921922e-06,0.0,0.0
1627,1.2375674909240583e-05,3.6645386834217267e-06,0.0,0.0
1628,1.4377257424972153e-05,3.700772465111056e-06,0.0,0.0
1629,1.159315732885651e-05,4.22031039956242e-06,0.0,0.0
1630,2.2795771266308812e-05,4.5653063937477005e-06,0.0,0.0
1631,2.0895868374282145e-05,5.3021461943509555e-06,0.0,0.0
1632,2.2728391058990383e-05,5.57101290204238e-06,0.0,0.0
1633,2.070635848992554e-05,4.604560379967941e-06,0.0,0.0
1634,2.020504988260135e-05,4.139604957994639e-06,0.0,0.0
1635,1.9986943958169183e-05,5.145970265272938e-06,0.0,0.0
1636,2.0047354934961603e-05,5.0068019845639355e-06,0.0,0.0
1637,8.322176654473878e-06,5.539727518615629e-06,0.0,0.0
1638,9.126792357554742e-06,5.206897932501826e-06,0.0,0.0
1639,1.0642689533467222e-05,4.652475938980517e-06,0.0,0.0
1640,1.242466500376135e-05,5.1664700484772245e-06,0.0,0.0
1641,1.610756459870442e-05,5.568628694163635e-06,0.0,0.0
1642,1.839319520513527e-05,5.032792289836964e-06,0.0,0.0
1643,2.2145107842724038e-05,4.511725819611456e-06,0.0,0.0
1644,2.5834293930009672e-05,4.275434548617341e-06,0.0,0.0
1645,2.6998089457005596e-05,4.7555273080693695e-06,0.0,0.0
1646,2.9593235662364998e-05,4.915604547152595e-06,0.0,0.0
1647,3.1594851212243415e-05,5.446969810561443e-06,0.0,0.0
1648,3.0275061102916618e-05,5.193027780998298e-06,0.0,0.0
1649,2.7726584448828362e-05,4.798795738939329e-06,0.0,0.0
1650,2.921511025176317e-05,5.940719347563572e-06,0.0,0.0
1651,2.891277082588723e-05,5.901090259742757e-06,0.0,0.0
1652,3.094664862146601e-05,5.907729636029606e-06,0.0,0.0
1653,2.877187138697731e-05,6.257821691438689e-06,0.0,0.0
1654,2.940169490882129e-05,5.672330839193559e-06,0.0,0.0
1655,3.037250176670828e-05,5.727678139269951e-06,0.0,0.0
1656,3.316169048568034e-05,5.620770155344092e-06,0.0,0.0
1657,3.3878974136314355e-05,4.9793263445150974e-06,0.0,0.0
1658,3.427322137992762e-05,4.913481526663028e-06,0.0,0.0
1659,3.887332968588453e-05,5.373760944036933e-06,0.0,0.0
1660,4.2801321667086866e-05,5.040073249672007e-06,0.0,0.0
1661,4.577285809708493e-05,4.975151244122701e-06,0.0,0.0
1662,5.5788202319360736e-05,4.562113710042988e-06,0.0,0.0
1663,5.801951972119111e-05,4.790909900163699e-06,0.0,0.0
1664,6.0789630099731896e-05,4.762065860372136e-06,0.0,0.0
1665,6.224921474183378e-05,4.887283791634088e-06,0.0,0.0
1666,6.009796509585742e-05,4.095539614874204e-06,0.0,0.0
1667,5.580867738379831e-05,3.9581080792621445e-06,0.0,0.0
1668,5.694393673495922e-05,3.939441090291698e-06,0.0,0.0
1669,5.0286384066566825e-05,4.134507532528785e-06,0.0,0.0
1670,4.9881471828224934e-05,4.432183589285289e-06,0.0,0.0
1671,4.521769369603135e-05,4.5080905368065165e-06,0.0,3.911019267174457e-08
1672,4.400359674556447e-05,4.264926474206732e-06,0.0,3.911019267174457e-08
1673,4.1987743315985426e-05,4.200506282359129e-06,0.0,3.911019267174457e-08
1674,4.5151415958701235e-05,3.974200353695778e-06,0.0,7.164071697778646e-08
1675,4.308344588415431e-05,3.5641459622378794e-06,0.0,7.164071697778646e-08
1676,4.5094039835800815e-05,3.5572921076111797e-06,0.0,7.164071697778646e-08
1677,4.562049486724261e-05,3.3064989435972947e-06,0.0,1.0522691492756816e-07
1678,4.57385514372228e-05,3.1772462339826494e-06,0.0,6.61167222558236e-08
1679,4.6016112589443636e-05,3.3819737512073644e-06,0.0,6.61167222558236e-08
1680,4.804706363107211e-05,3.5206838739603493e-06,0.0,6.61167222558236e-08
1681,4.6510463497335354e-05,3.65511677305871e-06,0.0,3.35861979497817e-08
1682,4.5509770903403736e-05,3.8018001110426018e-06,0.0,3.35861979497817e-08
1683,4.1751319908403926e-05,4.256212053275833e-06,0.0,3.35861979497817e-08
1684,3.9991688806497094e-05,4.085619593752199e-06,0.0,0.0
1685,4.297917621443048e-05,3.970417083110078e-06,0.0,2.0205831674502406e-08
1686,4.337625068728812e-05,3.900063510237877e-06,0.0,2.0205831674502406e-08
1687,4.27499388544155e-05,3.554896628494524e-06,0.0,2.0205831674502406e-08
1688,4.3166587732100326e-05,3.714910040538858e-06,0.0,2.0205831674502406e-08
1689,4.16082488560018e-05,3.601148396878021e-06,0.0,2.0205831674502406e-08
1690,4.2486097299843095e-05,2.9651089010128217e-06,0.0,2.0205831674502406e-08
1691,4.356292083684821e-05,2.8156223054663443e-06,0.0,2.0205831674502406e-08
1692,4.055014687764924e-05,3.0332318082011104e-06,0.0,0.0
1693,3.958998136762862e-05,2.856861978476185e-06,0.0,0.0
1694,4.1335272076789155e-05,3.0317867835297615e-06,0.0,0.0
1695,4.410266332602727e-05,2.8292020358224235e-06,0.0,0.0
1696,4.643834472517483e-05,2.8124254640715662e-06,0.0,1.5745945753613862e-08
1697,4.600211468641646e-05,2.9551188163168263e-06,0.0,1.5745945753613862e-08
1698,4.4747329541548553e-05,2.927455722913562e-06,0.0,1.5745945753613862e-08
1699,4.385753553443854e-05,3.0471662414908806e-06,0.0,1.5745945753613862e-08
1700,4.450528129902003e-05,3.3858337766495036e-06,0.0,1.5745945753613862e-08
1701,4.155835839420823e-05,3.299511945442646e-06,0.0,1.5745945753613862e-08
1702,3.940424358006567e-05,3.532968711234779e-06,0.0,2.7731105538870386e-08
1703,3.817886629674051e-05,3.6251332988155937e-06,0.0,1.1985159785256525e-08
1704,3.641191012450561e-05,3.564111856186563e-06,0.0,2.0646926454251765e-08
1705,3.838149677903857e-05,3.7499221109880765e-06,0.0,2.0646926454251765e-08
1706,4.0975814304796844e-05,3.6300575954685754e-06,0.0,3.172230935076316e-08
1707,4.0165609919183354e-05,3.2797493076941464e-06,0.0,3.172230935076316e-08
1708,4.0559976696386e-05,3.5007894569259534e-06,0.0,3.172230935076316e-08
1709,3.936561734008137e-05,3.238510933962451e-06,0.0,1.9737149565506636e-08
1710,3.9114705422044995e-05,3.1658582884119824e-06,0.0,1.9737149565506636e-08
1711,4.10143454376209e-05,3.0066335382019005e-06,0.0,1.1075382896511395e-08
1712,3.8525472648741144e-05,3.0627352641334127e-06,0.0,1.1075382896511395e-08
1713,3.705203510305312e-05,3.0830930362364076e-06,0.0,0.0
1714,3.659637409977482e-05,2.9769529419354512e-06,0.0,0.0
1715,3.62620734709448e-05,2.7638691822825682e-06,0.0,0.0
1716,3.718308445448721e-05,2.8565811882279898e-06,8.854958163543155e-09,8.854958163543155e-09
1717,3.664944441490141e-05,2.8102080672657133e-06,8.854958163543155e-09,1.6496363640174294e-08
1718,3.763661620074085e-05,3.0769657541895867e-06,8.854958163543155e-09,1.6496363640174294e-08
1719,3.8809402342719424e-05,2.90024122153097e-06,8.854958163543155e-09,1.6496363640174294e-08
1720,3.813492419015217e-05,2.7127244623313473e-06,8.854958163543155e-09,1.6496363640174294e-08
1721,4.1230402400417787e-05,2.6908125424337674e-06,8.854958163543155e-09,1.6496363640174294e-08
1722,4.2397207185526243e-05,2.576318073416977e-06,8.854958163543155e-09,2.4223950337695247e-08
1723,4.3602539205624324e-05,2.4764673136295253e-06,0.0,1.5368992174152092e-08
1724,4.5344309390722106e-05,2.403225835223566e-06,0.0,1.3598506447871322e-08
1725,4.611896552627773e-05,2.2761786827426737e-06,0.0,1.3598506447871322e-08
1726,4.8316815082216635e-05,2.2208080606235725e-06,0.0,1.3598506447871322e-08
1727,4.8902790045498735e-05,2.113761833503044e-06,0.0,1.3598506447871322e-08
1728,4.773478420767268e-05,2.233616052243243e-06,0.0,1.3598506447871322e-08
1729,4.8672517940368767e-05,2.339097136427881e-06,0.0,5.870919750350367e-09
1730,4.942556967892285e-05,2.1872239455790677e-06,0.0,5.870919750350367e-09
1731,4.908451488258184e-05,2.1862810269470046e-06,0.0,6.966739566191141e-09
1732,4.749603509221093e-05,2.102455791178467e-06,0.0,6.966739566191141e-09
1733,4.6699928913897437e-05,2.0621598488495304e-06,0.0,6.966739566191141e-09
1734,4.85246824350075e-05,2.1100407820995315e-06,0.0,2.2451934406879966e-08
1735,4.8142511721899996e-05,2.0123420329452657e-06,0.0,2.2451934406879966e-08
1736,4.647877722163685e-05,1.840351436450354e-06,0.0,2.2451934406879966e-08
1737,4.5180208482114335e-05,1.8622745951038918e-06,0.0,2.2451934406879966e-08
1738,4.7293414744282405e-05,1.9101641360716063e-06,0.0,2.0977011112271223e-08
1739,4.6916785192609366e-05,1.9447537462318517e-06,0.0,2.4207927599003857e-08
1740,4.734177023887501e-05,2.0367393582481393e-06,0.0,3.169520620563812e-08
1741,4.609761370894765e-05,2.009881427511573e-06,5.9413507764410105e-09,1.6210011364949295e-08
1742,4.8315235679703096e-05,1.9999219083339474e-06,5.9413507764410105e-09,1.6210011364949295e-08
1743,4.9115652862902994e-05,2.171590251366849e-06,5.9413507764410105e-09,1.6210011364949295e-08
1744,4.9124190679451984e-05,2.2226079993613112e-06,5.9413507764410105e-09,2.067407172441043e-08
1745,4.9473649206837376e-05,2.172447904870621e-06,5.9413507764410105e-09,1.518225545282803e-08
1746,5.2536891806604604e-05,2.167420413050942e-06,5.9413507764410105e-09,2.1907293249309338e-08
1747,5.560137339801129e-05,2.048430831434546e-06,5.9413507764410105e-09,1.857916639583631e-08
1748,5.802979960987743e-05,2.0176526212318483e-06,0.0,2.221889821336325e-08
1749,5.751214329003622e-05,1.967146317838342e-06,0.0,2.221889821336325e-08
1750,6.056128768250346e-05,1.8521217433382326e-06,0.0,2.8816361106821986e-08
1751,6.679721887589299e-05,1.777864343109416e-06,0.0,2.7921439382794233e-08
1752,7.009357796050608e-05,1.8111148197671615e-06,0.0,2.7921439382794233e-08
1753,7.212271365070981e-05,1.9701072590448476e-06,0.0,1.7965485099580292e-08
1754,7.325749798578077e-05,2.0635521228281765e-06,0.0,1.799040205696656e-08
1755,7.787687874432387e-05,2.115967634251449e-06,0.0,1.435067023943962e-08
1756,8.138717696835686e-05,2.385218895791955e-06,0.0,1.435067023943962e-08
1757,8.50397243214372e-05,2.553981484457576e-06,0.0,1.3843453875292004e-08
1758,8.594619638253269e-05,2.588654914299176e-06,3.1075847926688637e-09,1.3381900032527483e-08
1759,8.582203736295924e-05,2.5746846858965e-06,3.1075847926688637e-09,1.3381900032527483e-08
1760,8.542187320667185e-05,2.473636771225886e-06,3.1075847926688637e-09,1.3381900032527483e-08
1761,8.385234000992828e-05,2.566390094216331e-06,3.1075847926688637e-09,9.19783132197998e-09
1762,8.191385235737212e-05,2.690509648216123e-06,3.1075847926688637e-09,1.4562995381035243e-08
1763,8.357999260104927e-05,2.52394667248674e-06,3.1075847926688637e-09,1.7401669946285177e-08
1764,8.494153111574374e-05,2.4065697549044022e-06,3.1075847926688637e-09,1.1311423416974061e-08
1765,8.903587357573477e-05,2.3618789230437997e-06,5.8948168251455564e-09,8.203838624305199e-09
1766,9.279487650409075e-05,2.320949290281403e-06,9.295868963477005e-09,1.1604890762636647e-08
1767,9.639853461911636e-05,2.220497825484407e-06,9.295868963477005e-09,1.1604890762636647e-08
1768,0.00010320651407320318,2.1152060136435987e-06,1.197808151078204e-08,1.1604890762636647e-08
1769,0.00010466162348166108,1.8787714322700464e-06,1.197808151078204e-08,6.239726703581385e-09
1770,0.00010494617786857166,1.8863445347960806e-06,1.197808151078204e-08,3.4010521383314493e-09
1771,0.00010558565554674715,1.7691747221501179e-06,1.197808151078204e-08,6.033695955563547e-09
1772,0.00010227187678018319,1.7611645262149977e-06,6.083264685636485e-09,1.1305859613587797e-08
1773,0.00010208296797437859,1.7649764458838035e-06,2.682212547305036e-09,1.3095189186986187e-08
1774,0.00010336076437462387,1.7787235232650086e-06,2.682212547305036e-09,1.3095189186986187e-08
1775,0.00010041437365414043,1.7826604659733545e-06,0.0,1.598387834787575e-08
1776,0.00010403376031068287,1.8745019880433183e-06,0.0,1.598387834787575e-08
1777,0.00011003426126470523,1.7965553524845745e-06,2.9180503093227473e-09,2.1819978966521247e-08
1778,0.0001076476848019021,1.974412953131832e-06,2.9180503093227473e-09,2.196847884558143e-08
1779,0.00010844320994302896,2.003432119376417e-06,5.479736030013425e-09,1.6696315187557176e-08
1780,0.00010696000598337767,1.9611528289585422e-06,5.479736030013425e-09,1.1505933475827338e-08
1781,0.0001089940664574637,1.9245611123811353e-06,7.39225290504107e-09,1.3418450350854982e-08
1782,0.0001096504316332617,1.861465047373453e-06,7.39225290504107e-09,1.2687894671411674e-08
1783,0.0001082646194845438,1.8756383529502533e-06,7.39225290504107e-09,1.2687894671411674e-08
1784,0.00010104626458736934,1.901441091182018e-06,4.474202595718322e-09,6.8517940527661784e-09
1785,0.00010215919714287988,1.8022305182187535e-06,4.474202595718322e-09,5.688772754451423e-09
1786,0.00010008871114613222,1.722325886735884e-06,1.9125168750276445e-09,1.5069461488183477e-08
1787,9.952952054196171e-05,1.733179617856097e-06,1.9125168750276445e-09,1.6358603107034597e-08
1788,9.592028696455859e-05,1.7206598548520041e-06,0.0,2.0978846596416848e-08
1789,9.475108527112752e-05,1.7033306026600518e-06,1.163384817053676e-09,1.8820713114970592e-08
1790,9.240943888601447e-05,1.7189417868784013e-06,2.2682332202959644e-09,1.8820713114970592e-08
1791,9.381259483883955e-05,1.8101222687099444e-06,3.3541994578659538e-09,2.207861195456319e-08
1792,9.518826222379826e-05,1.9436696123063612e-06,4.442461509768236e-09,2.046048955658567e-08
1793,9.587422391632572e-05,2.6611479435294835e-06,5.428483630863314e-09,1.3051845065043771e-08
1794,9.660596593416162e-05,2.7653814770798945e-06,5.428483630863314e-09,1.3758674580596368e-08
1795,9.625677817634173e-05,2.918102479400529e-06,6.341755755455227e-09,9.0524584653703e-09
1796,9.831150444889707e-05,3.005991402460495e-06,6.126532551117439e-09,1.2845104916233855e-08
1797,0.00010695546266755887,3.1238042928245183e-06,5.021684147875151e-09,1.4545875868878153e-08
1798,0.00010767303215938487,3.069674026586914e-06,4.51437458843478e-09,1.3023947127115726e-08
1799,0.00010802120128313877,3.1012257945154228e-06,4.627651722139652e-09,1.5427025498330034e-08
1800,0.00010761052024983136,2.560964276199229e-06,3.6416296010445747e-09,1.4689973047511882e-08
1801,0.00010821226273297466,2.546736011156879e-06,4.570310542715918e-09,1.3158342383943835e-08
1802,0.00010785970412793436,2.5335329415351486e-06,4.091165216126212e-09,1.1765924932762215e-08
1803,0.00010793227764744577,2.5740554779726414e-06,4.898003431413096e-09,8.324278441155083e-09
1804,9.991609736711585e-05,2.539890601838124e-06,5.2030809819366854e-09,7.843817690605143e-09
1805,0.00010120399591479716,2.617331152318262e-06,4.624424303807067e-09,6.627202596222657e-09
1806,0.00010124771922294582,2.5166943617348025e-06,3.6814352201629065e-09,4.7412244289343366e-09
1807,0.00010247297281499154,2.471927181042182e-06,3.890656447807268e-09,4.761560035149159e-09
1808,0.00010275136654464794,2.5240237196807617e-06,3.1973386953915953e-09,5.003309100359843e-09
1809,0.00010247470033521364,2.6699261265353665e-06,2.7632118973893884e-09,5.111956762655317e-09
1810,0.00010314751125406474,2.8226578316597236e-06,1.2261497214386248e-09,5.414769743694592e-09
1811,0.00010416863889466705,2.864935692871638e-06,1.8586079342242101e-09,4.4288434824275265e-09
1812,0.00010335650689999707,2.884165529134667e-06,2.5747327444694943e-09,4.14819673848805e-09
1813,0.00010434654437371396,3.0391421920025356e-06,2.3161826425065003e-09,4.019055342498388e-09
1814,0.000105538460567394,3.1386166483571287e-06,2.1069614148621393e-09,3.808518611592149e-09
1815,0.00010712603709959825,3.2139613982248453e-06,1.871598225606468e-09,4.454414012248062e-09
1816,0.00010995243168768607,3.1508361969047527e-06,1.871598225606468e-09,5.242848599706917e-09
1817,0.0001187372358149982,3.035200669338727e-06,3.881179060678213e-09,5.959816227831181e-09
1818,0.0001277433631392861,3.0121828526067214e-06,2.9436432973690377e-09,6.083502019598492e-09
1819,0.0001298833075062638,2.975933706953323e-06,4.33168269507535e-09,6.29568609942867e-09
1820,0.0001315478324873506,2.8709807793347863e-06,4.33168269507535e-09,6.644711986985336e-09
1821,0.00013412278349278495,2.8049320072958447e-06,5.488670978032977e-09,6.3712468634236075e-09
1822,0.00013567005225922912,2.7354454102481085e-06,5.613439879592619e-09,5.518337532959907e-09
1823,0.00013823590831764574,2.6843745542594533e-06,8.282232558506512e-09,4.748979558805948e-09
1824,0.00013091666707103805,2.631455540072888e-06,7.395914238182501e-09,4.451159123825781e-09
1825,0.00012458519215994914,2.61110176325019e-06,8.028998236106081e-09,4.219706195573991e-09
1826,0.0001240929206168013,2.618010252522903e-06,6.161830514082669e-09,4.361305055195735e-09
1827,0.00012245745165273547,2.620737307422262e-06,7.102965937644257e-09,4.1471733904151014e-09
1828,0.00012140391897576462,2.6232324736546227e-06,6.938941461103505e-09,3.706835782768536e-09
1829,0.0001187377077128206,2.6292850309671067e-06,6.954721116463653e-09,3.48885729036955e-09
1830,0.00011918813522372927,2.604652471356011e-06,5.4295830054229555e-09,3.6894425530548905e-09
1831,0.0001190556857701657,2.6343938251167335e-06,5.110224116882429e-09,3.6383236978743128e-09
1832,0.00012105008707814184,2.5873163654718416e-06,5.584083100680053e-09,4.192902564830498e-09
1833,0.000122038196423091,2.574748447971485e-06,5.924434435097428e-09,4.425194020742294e-09
1834,0.00012435295502655208,2.51764241251554e-06,6.063081497182614e-09,4.5668225391791245e-09
1835,0.00012658621147108664,2.5067632967485613e-06,5.070117690765739e-09,4.738535024679485e-09
1836,0.00013120552466716617,2.399165623501176e-06,5.530058569799426e-09,4.982866183159526e-09
1837,0.00013190481695346534,2.3133435596329425e-06,5.780349405475655e-09,4.8399611302889815e-09
1838,0.00013465122278181037,2.2583728228450388e-06,6.13237156293118e-09,4.276074351748451e-09
1839,0.00013761386383391385,2.227485343350314e-06,5.328554327935617e-09,4.352693063123882e-09
1840,0.0001398176432953083,2.2196326361673916e-06,5.80941006411706e-09,3.9058402226796065e-09
1841,0.00014072614015146558,2.2207658016018935e-06,5.2194708555219904e-09,4.0810900056190545e-09
1842,0.00013977027473239495,2.218592466566146e-06,6.070886999458886e-09,4.1865440003618914e-09
1843,0.00013907273491245827,2.2504560937315025e-06,6.1917173927688344e-09,4.3168610273726566e-09
1844,0.00013878086091218783,2.298452532808629e-06,6.066646264711397e-09,4.498723996501244e-09
1845,0.0001390070330152022,2.2915060721321164e-06,5.426909239452422e-09,4.641418360762373e-09
1846,0.00013660043727473488,2.3636255264136707e-06,5.906429504217872e-09,4.535808998237403e-09
1847,0.00013834254683128426,2.370728030395445e-06,5.5754915605023464e-09,5.369988453907126e-09
1848,0.00013830988193928664,2.399588765911176e-06,6.0700264497321706e-09,5.5693229710535826e-09
1849,0.00014151798053977212,2.444612846375094e-06,5.487308004806632e-09,5.928480246402452e-09
1850,0.00014400766355850334,2.4729345113883028e-06,5.145747447191493e-09,6.032253490368638e-09
1851,0.00014577676068126624,2.5172041659971e-06,4.851873696460578e-09,6.391574063664101e-09
1852,0.0001463124353904277,2.5677008060094e-06,4.724486135643247e-09,7.054964485624688e-09
1853,0.0001477956206404737,2.5771168696207625e-06,4.520952247487133e-09,7.367946253111768e-09
1854,0.00014894054454219128,2.60273308023378e-06,5.056233146457803e-09,7.4183834947965414e-09
1855,0.00015071712550707161,2.5731855462903956e-06,5.016886461817194e-09,7.271847378222316e-09
