ngram,essay,essy,esay
1740,1.4386482933202518e-06,6.466926042289092e-09,0.0
1741,1.252260704274834e-06,6.466926042289092e-09,0.0
1742,1.2884652034829612e-06,6.377372281057043e-09,0.0
1743,1.3169951752648297e-06,1.6008765868491537e-08,0.0
1744,1.2968368585981288e-06,1.6008765868491537e-08,0.0
1745,1.6084831112753558e-06,1.6008765868491537e-08,0.0
1746,2.2150296103973233e-06,1.6008765868491537e-08,0.0
1747,2.8746566158588394e-06,1.6008765868491537e-08,0.0
1748,3.6111126096979466e-06,1.6008765868491537e-08,0.0
1749,4.58074907783157e-06,9.631393587434495e-09,0.0
1750,5.6566877089738095e-06,0.0,0.0
1751,8.049684408563604e-06,0.0,0.0
1752,8.987047554650676e-06,0.0,0.0
1753,9.749310915399942e-06,0.0,0.0
1754,1.023105388802443e-05,0.0,0.0
1755,1.1004580301232636e-05,0.0,0.0
1756,1.1179536159033887e-05,3.035470541590257e-09,0.0
1757,1.0961110092466697e-05,6.080593806245815e-09,0.0
1758,9.452739634850462e-06,9.18817859891468e-09,0.0
1759,9.556824807077646e-06,9.18817859891468e-09,0.0
1760,9.230546051445085e-06,1.4510912598504028e-08,0.0
1761,9.517049485501567e-06,1.4510912598504028e-08,0.0
1762,9.036167934287473e-06,1.4510912598504028e-08,0.0
1763,9.245193463617138e-06,1.147544205691377e-08,0.0
1764,9.850579902246994e-06,1.1240998481249725e-08,0.0
1765,1.025216728781483e-05,8.133413688580861e-09,0.0
1766,1.0864937784000566e-05,8.133413688580861e-09,3.4010521383314493e-09
1767,1.0650786472459523e-05,5.7551819817750325e-09,6.345554431114968e-09
1768,1.031123091317048e-05,8.437394529080069e-09,6.345554431114968e-09
1769,1.086903440799298e-05,8.437394529080069e-09,6.345554431114968e-09
1770,1.1336986192743228e-05,1.1320316113077361e-08,6.345554431114968e-09
1771,1.1485849297189685e-05,1.1142280241317946e-08,6.345554431114968e-09
1772,1.1398724122305534e-05,1.905052547458906e-08,6.345554431114968e-09
1773,1.1690623328572006e-05,1.905052547458906e-08,2.9445022927835194e-09
1774,1.2318654885997862e-05,1.877848632148016e-08,0.0
1775,1.2485025503597821e-05,1.6096273774175122e-08,0.0
1776,1.2410462009678927e-05,1.6096273774175122e-08,0.0
1777,1.1874645939055231e-05,1.321335219017783e-08,0.0
1778,1.1574182410965608e-05,1.6142995765530292e-08,0.0
1779,1.1522241688258614e-05,8.234750532259177e-09,0.0
1780,1.06932650721449e-05,1.058389084310615e-08,0.0
1781,1.0416706572868861e-05,9.823944578459174e-09,0.0
1782,1.0408452518666828e-05,1.1982078059905429e-08,0.0
1783,1.0810728261796093e-05,1.1982078059905429e-08,0.0
1784,1.1270818504272029e-05,1.3646550175597635e-08,0.0
1785,1.1413063865412759e-05,1.1320507578968123e-08,0.0
1786,1.1367600174188347e-05,1.1320507578968123e-08,0.0
1787,1.1568594995229173e-05,1.0260508886972275e-08,0.0
1788,1.1691770331318757e-05,9.654544084826609e-09,1.3065520728819786e-09
1789,1.1942793857347819e-05,8.65979542043403e-09,1.3065520728819786e-09
1790,1.1610625603810019e-05,1.0869492226918607e-08,1.3065520728819786e-09
1791,1.103729573515011e-05,1.029098634879639e-08,1.3065520728819786e-09
1792,1.0947391144457339e-05,7.0547415528413435e-09,2.3948141247842614e-09
1793,1.1418266045179085e-05,9.026785795031498e-09,2.3948141247842614e-09
1794,1.142111263366782e-05,8.735629743382236e-09,2.3948141247842614e-09
1795,1.2245267498656176e-05,7.429077670500257e-09,1.0882620519022827e-09
1796,1.2888626510435383e-05,1.0058339304310136e-08,1.0882620519022827e-09
1797,1.2649379381660505e-05,9.549413450469859e-09,3.355956655428015e-09
1798,1.3149409564253542e-05,9.042103891029489e-09,3.934613333557633e-09
1799,1.312437052547466e-05,9.042103891029489e-09,2.8463512816553507e-09
1800,1.286895258090226e-05,7.481723558149561e-09,2.8463512816553507e-09
1801,1.2824597563719311e-05,7.412418932619045e-09,2.8463512816553507e-09
1802,1.2643070086986491e-05,7.412418932619045e-09,4.148731707382629e-09
1803,1.2433467938015902e-05,3.970772441011913e-09,4.499731666639053e-09
1804,1.3005994982709776e-05,3.1852341399383833e-09,2.2320370631133203e-09
1805,1.2842643107952817e-05,3.1259324652564503e-09,2.692090391879073e-09
1806,1.2705578878272458e-05,4.418683006792077e-09,2.950640493842067e-09
1807,1.2896894596841385e-05,5.053125219843326e-09,3.787525404419512e-09
1808,1.2641795884909307e-05,5.536623350264693e-09,4.493614940465867e-09
1809,1.1649582640010131e-05,5.8984729798895936e-09,4.27678343533395e-09
1810,1.1085623165334774e-05,5.983348324737189e-09,4.7975340842855624e-09
1811,1.060371453474675e-05,6.474419318130182e-09,5.969453788422032e-09
1812,1.0215312613581773e-05,6.193772574190705e-09,5.169452041034869e-09
1813,9.927110373350193e-06,6.064898393022742e-09,5.104881343040038e-09
1814,9.643093237952729e-06,5.018792270661265e-09,4.267996432462593e-09
1815,9.626888121212168e-06,3.799753908343259e-09,4.141328994019691e-09
1816,9.917842882194755e-06,3.818249716402988e-09,3.4361255111089608e-09
1817,9.569328410309805e-06,3.5537219833514655e-09,2.73572247395342e-09
1818,9.11997994990088e-06,2.326453204685005e-09,1.5638027698169514e-09
1819,9.028498815106495e-06,3.290124474451618e-09,1.4753919514680953e-09
1820,9.379938611735789e-06,3.0106296979224923e-09,1.281412547499932e-09
1821,9.20290066070655e-06,3.524846716094844e-09,1.40996680204302e-09
1822,9.159020659613556e-06,3.7060127189292302e-09,1.3296203106781336e-09
1823,9.073568825052852e-06,4.027981107387493e-09,1.5111259465960813e-09
1824,9.26058653151683e-06,4.2589935863749216e-09,1.4738983922235604e-09
1825,9.237259551550128e-06,4.586425937448877e-09,1.4738983922235604e-09
1826,9.377678517401883e-06,3.6210428941022397e-09,1.6790956958168124e-09
1827,9.096306322524989e-06,4.2006498596996215e-09,1.6790956958168124e-09
1828,9.189337756002455e-06,4.2380793795006505e-09,1.6608707504544335e-09
1829,8.764819540374447e-06,4.496241157170289e-09,1.3726179795955522e-09
1830,8.725774413116077e-06,4.175145499171354e-09,1.573203242280893e-09
1831,8.704813548579945e-06,4.423048086518325e-09,1.62487254603708e-09
1832,9.203961521312262e-06,4.682926015218771e-09,1.96547038168658e-09
1833,9.084154044103343e-06,4.61088605392084e-09,1.7749321615642292e-09
1834,9.267097734014637e-06,3.6452586663468114e-09,1.9410525488515263e-09
1835,9.215865637608139e-06,3.5963125493460827e-09,1.9145066405228714e-09
1836,9.45198189583607e-06,3.33914994067795e-09,2.0039285231199244e-09
1837,9.413659686937795e-06,3.2676974142426776e-09,1.241492186832005e-09
1838,9.271949888248596e-06,2.9227377660946884e-09,1.361005855634748e-09
1839,8.86769898248271e-06,2.4595183667486253e-09,1.0961894566666582e-09
1840,8.933593432759932e-06,2.5969057063487557e-09,1.309162746464056e-09
1841,8.841953656103993e-06,3.4281192170685213e-09,1.2829975811915313e-09
1842,8.759373356172415e-06,3.2294960039536136e-09,1.6249222523079254e-09
1843,8.763715413806494e-06,2.919764652276058e-09,1.4558265941972642e-09
1844,8.816096202021331e-06,2.8771304386562437e-09,1.5226094512194826e-09
1845,8.846475923616839e-06,3.3726926013904243e-09,1.4175227499738492e-09
1846,8.83104348758934e-06,3.5261103560811436e-09,1.341741313292439e-09
1847,8.880574309192265e-06,4.07224301898371e-09,1.2668388163891313e-09
1848,8.744575097807683e-06,3.508295780869324e-09,1.4003219774215226e-09
1849,8.768094370939902e-06,4.440227963087295e-09,1.2433116044644317e-09
1850,8.804435440522087e-06,5.181641877476701e-09,1.349512081448369e-09
1851,8.856993450275955e-06,6.353796853732417e-09,1.979158170684059e-09
1852,8.862990918195074e-06,6.513601531159858e-09,1.8800650242971936e-09
1853,8.934547232846463e-06,6.636170153078475e-09,2.2661397520400736e-09
1854,8.954019384483608e-06,6.9492363609567425e-09,2.1651198770352866e-09
1855,9.057046424589186e-06,6.866131663230135e-09,2.311695485828531e-09
1856,9.32128516849064e-06,6.723495918744707e-09,2.589684609612318e-09
1857,9.479584410395806e-06,6.734789297675141e-09,2.6411404333411983e-09
1858,9.642011458968877e-06,5.986745067941359e-09,2.463143102181066e-09
1859,9.864916786942299e-06,5.452580958171487e-09,2.666666903167985e-09
1860,1.0010481024177612e-05,5.239440088138687e-09,2.6465634287272823e-09
1861,1.0001483263165159e-05,4.98168423972751e-09,2.557529347032731e-09
1862,1.0177183867199346e-05,5.3578086411931736e-09,2.5275432381986563e-09
1863,1.006801747800117e-05,5.0759789704812874e-09,2.2195458169806314e-09
1864,1.0166499643154176e-05,5.43507521528446e-09,2.354596549482478e-09
1865,1.0192666325435442e-05,5.407231329357387e-09,2.23420390125081e-09
1866,1.0302540171583782e-05,5.378882196792136e-09,2.194994678080978e-09
1867,1.0491426759732089e-05,5.401823052356544e-09,2.1747230841536893e-09
1868,1.0902382720295073e-05,4.856529749781251e-09,2.7339251814798413e-09
1869,1.112464009825739e-05,4.233327371189992e-09,2.7001702778457162e-09
1870,1.1517421366339217e-05,3.8441480157810506e-09,2.63042671771225e-09
1871,1.1793246942813442e-05,3.072530579168691e-09,2.6934833569874125e-09
1872,1.197593974211486e-05,3.146263091327991e-09,2.500202949435553e-09
1873,1.2125376088079065e-05,3.450264074444931e-09,3.0149402656982308e-09
1874,1.210844779312278e-05,3.935647712489348e-09,2.7487220356979337e-09
1875,1.2014418514029654e-05,3.938189393640609e-09,3.079422328244874e-09
1876,1.2120729479647707e-05,3.771068536804835e-09,8.549610947777048e-09
1877,1.2006816827384423e-05,3.8380273245256345e-09,8.730181839349577e-09
1878,1.191846617335354e-05,3.6862642145101584e-09,8.49726662842189e-09
1879,1.181444245698263e-05,3.4379268003854283e-09,8.886042877710918e-09
1880,1.170720692503632e-05,3.1961828104800004e-09,8.599168099809873e-09
1881,1.176193330008703e-05,3.0163301697630882e-09,9.087867410987168e-09
1882,1.1744390706423604e-05,3.1414386013141537e-09,8.70077368883163e-09
1883,1.1570138277810266e-05,3.387076746059441e-09,3.099170491666874e-09
1884,1.159889403165185e-05,3.3249060330372717e-09,2.9632301057347377e-09
1885,1.1461949725344311e-05,3.5352809568678367e-09,3.3477446846420987e-09
1886,1.1434824305719563e-05,3.4603167950056755e-09,3.1680391008949626e-09
1887,1.15221611330136e-05,3.6354845166032744e-09,3.0063464733538173e-09
1888,1.1498545583370806e-05,3.4810982350665297e-09,2.8162055227503355e-09
1889,1.1551360980125277e-05,3.335176166986896e-09,2.5406451228552183e-09
1890,1.1504591644292564e-05,3.225945161793626e-09,4.870651485308233e-09
1891,1.1339341004453932e-05,3.080448023646503e-09,5.348411523188799e-09
1892,1.1249286866846628e-05,3.065507213152939e-09,4.912143660083603e-09
1893,1.1246304763647328e-05,3.6202682756376295e-09,4.798116205938032e-09
1894,1.1099253632502431e-05,3.4486142195890223e-09,5.085078215648155e-09
1895,1.0929142782905338e-05,3.3319815478145235e-09,5.257489792726793e-09
1896,1.0649381043289655e-05,3.3018467325364652e-09,5.207974543682983e-09
1897,1.043228959523341e-05,3.1943437736206957e-09,3.6191010664511835e-09
1898,1.0280104886208261e-05,3.309527921554637e-09,3.306566211312502e-09
1899,1.0307043729491333e-05,3.2972300445521796e-09,3.413958385830743e-09
1900,1.0255958581443078e-05,2.7623342660884222e-09,3.5297805313559495e-09
1901,1.0076193705442296e-05,2.966737807800054e-09,3.2710813105804195e-09
1902,9.869718399256402e-06,2.801588009201542e-09,3.0133408784089558e-09
1903,9.634422895032912e-06,2.650892648249835e-09,2.9139042290182715e-09
1904,9.478869417632399e-06,2.5597631791995923e-09,2.2966952149618335e-09
1905,9.267679810623772e-06,2.4526138738981527e-09,2.512521333843308e-09
1906,8.975469557169293e-06,2.480929699772665e-09,2.528699630640777e-09
1907,8.625115957069543e-06,2.3109383137257365e-09,2.552580940269016e-09
1908,8.418049609255312e-06,1.91709659258521e-09,2.5495463200948213e-09
1909,8.199313404994818e-06,2.1825005770890827e-09,2.5600175947358495e-09
1910,8.030330328827923e-06,2.532743047036133e-09,2.644225663824987e-09
1911,7.856647373825712e-06,2.6341589227334747e-09,2.4771565116615032e-09
1912,7.697846545592516e-06,2.6183365634377e-09,2.1852251119724997e-09
1913,7.4418530208017075e-06,2.6390162119075254e-09,2.0738791953586346e-09
1914,7.233345968415961e-06,2.799191291456639e-09,1.8974707836706882e-09
1915,6.991292918558299e-06,2.9869251833807606e-09,1.811593256359093e-09
1916,6.808414452409904e-06,3.0653213618186167e-09,1.6890333893420412e-09
1917,6.723225656709733e-06,3.4774259345076483e-09,1.6789045392024654e-09
1918,6.651869820676179e-06,3.701980277881489e-09,1.7704159725541656e-09
1919,6.616691475106304e-06,4.010547862063975e-09,1.7660403932901708e-09
1920,6.809652859374182e-06,3.965250064804796e-09,1.922798079486857e-09
1921,6.9280310006953575e-06,3.878711161777102e-09,1.968928956383057e-09
1922,7.220318431271673e-06,3.8753628242968065e-09,1.8428784530146102e-09
1923,7.591871963086305e-06,3.666143420590272e-09,1.956897437744536e-09
1924,7.86518441080781e-06,3.013041752605464e-09,1.8624992024842057e-09
1925,8.064363490640452e-06,2.8720609065605427e-09,1.8653367422112002e-09
1926,8.335265387618815e-06,2.9543912395878026e-09,1.7733227426169102e-09
1927,8.376328553692605e-06,2.718205216467595e-09,1.7204335575219228e-09
1928,8.578834240324795e-06,2.768627200515945e-09,1.5936817579894784e-09
1929,8.594464036702578e-06,2.7901827197902254e-09,1.7016319623205538e-09
1930,8.508974263220028e-06,2.587919355003164e-09,1.6792645528086935e-09
1931,8.818977091453104e-06,2.791476716446084e-09,1.7181779174027918e-09
1932,8.949687721074692e-06,2.565891451692234e-09,1.5603320540386839e-09
1933,9.011542975453527e-06,2.3413015177402893e-09,1.4930283358844625e-09
1934,9.008028687925876e-06,2.361334857806493e-09,1.376901909948864e-09
1935,8.873162706939703e-06,2.3291309040171117e-09,1.394427018297506e-09
1936,8.760241923612608e-06,2.3093242714925364e-09,1.2671936357376369e-09
1937,8.826428061833472e-06,2.6349081012304917e-09,1.129574227804702e-09
1938,8.384402268088057e-06,2.4672454238380428e-09,1.0719759048681355e-09
1939,8.183824775187531e-06,2.6004710131287213e-09,1.1031238303768225e-09
1940,7.878002374387247e-06,2.4182276181505813e-09,1.11888044860921e-09
1941,7.691364901672517e-06,2.717541715467421e-09,1.247612410207718e-09
1942,7.538462991111114e-06,2.4865246131941123e-09,1.1970596894680545e-09
1943,7.556770080035287e-06,2.562234242236323e-09,1.3074216788565097e-09
1944,7.357858976320131e-06,2.5013703885967686e-09,1.3435090659033984e-09
1945,7.5092142911411685e-06,2.5534578657853454e-09,1.6417093874819345e-09
1946,7.578222851277262e-06,2.50295112413923e-09,1.8398554108805293e-09
1947,7.918636323925707e-06,2.7913987074182754e-09,1.933450479084188e-09
1948,8.139281102817872e-06,2.712005865910884e-09,1.859007646233733e-09
1949,8.344928508969523e-06,2.978607360759611e-09,1.896627156914933e-09
1950,8.50118996303146e-06,2.848353648181907e-09,1.948280172113316e-09
1951,8.741234004056813e-06,2.6412784023425016e-09,2.389854885415892e-09
1952,8.757343493925873e-06,2.723810002943797e-09,2.2844356882347127e-09
1953,8.858176313099517e-06,2.867819347075949e-09,2.2036425382866908e-09
1954,8.849049014055968e-06,2.7278858854324587e-09,2.216575113931997e-09
1955,8.906991102516518e-06,2.6166536873769732e-09,2.3224314217783005e-09
1956,9.004507644151869e-06,2.710360158530989e-09,2.4855317803940125e-09
1957,9.143844960947587e-06,2.8650046462226034e-09,2.5164853375717453e-09
1958,9.33015001334882e-06,3.0809386787820715e-09,2.1779102965524544e-09
1959,9.613896639036415e-06,3.127427459860753e-09,2.284620968597194e-09
1960,9.876211801643617e-06,3.158710975321404e-09,2.3143640337508486e-09
1961,1.0104441831312475e-05,3.1124424307701506e-09,2.4470217281041026e-09
1962,1.044673483972604e-05,3.197346609695728e-09,2.492735668673569e-09
1963,1.0861974390406561e-05,3.118556524128735e-09,2.380260084271819e-09
1964,1.1137099396104791e-05,2.9895114954976113e-09,2.3224729282590927e-09
1965,1.1477942799891544e-05,3.0366157207798292e-09,2.577636247304481e-09
1966,1.1669000741676427e-05,3.07856064450464e-09,2.688635266804137e-09
1967,1.1960404922969506e-05,3.079590804588861e-09,2.931700612432816e-09
1968,1.2169020140260858e-05,3.1976658463962947e-09,2.9363000760998912e-09
1969,1.2298310788797348e-05,3.183353707620589e-09,2.9232127988062675e-09
1970,1.229095570514411e-05,3.2420795572006357e-09,3.115226156401109e-09
1971,1.2302363367260633e-05,3.1057803947679272e-09,3.588393994645246e-09
1972,1.2129334338948996e-05,3.1510141480189144e-09,3.2942661297243247e-09
1973,1.2098588090988674e-05,3.118675666919606e-09,2.995640656168673e-09
1974,1.1962247949018742e-05,3.16668624655847e-09,2.8553428510491585e-09
1975,1.1906112117035913e-05,3.199331498139811e-09,2.8298354770583956e-09
1976,1.1888576019763214e-05,3.2614846696381913e-09,2.892929070899949e-09
