ngram,office,ofice,offce,ofice
1688,2.412689108106341e-05,7.422078494658178e-08,2.016103297007378e-08,7.422078494658178e-08
1689,2.1821914223047706e-05,7.422078494658178e-08,0.0,7.422078494658178e-08
1690,1.9851542674587108e-05,9.499107583061622e-08,0.0,9.499107583061622e-08
1691,1.8215261012041344e-05,9.499107583061622e-08,0.0,9.499107583061622e-08
1692,1.8756616295182278e-05,1.186591203707264e-07,0.0,1.186591203707264e-07
1693,1.8914793015158337e-05,9.102991376559138e-08,0.0,9.102991376559138e-08
1694,2.4958362441144084e-05,9.102991376559138e-08,0.0,9.102991376559138e-08
1695,2.3976167410312754e-05,5.994513888448897e-08,0.0,5.994513888448897e-08
1696,2.674063606329063e-05,5.994513888448897e-08,0.0,5.994513888448897e-08
1697,3.156449500758234e-05,4.652192282199914e-08,0.0,4.652192282199914e-08
1698,4.82946423809543e-05,4.652192282199914e-08,0.0,4.652192282199914e-08
1699,4.779184005851026e-05,2.2853878281888943e-08,0.0,2.2853878281888943e-08
1700,4.574764183676702e-05,4.8849583679709344e-08,0.0,4.8849583679709344e-08
1701,3.818287340046871e-05,7.784986166825547e-08,0.0,7.784986166825547e-08
1702,3.6592208419148976e-05,6.234305820791114e-08,0.0,6.234305820791114e-08
1703,3.3133160611344336e-05,9.54666887764688e-08,0.0,9.54666887764688e-08
1704,2.7098269778694623e-05,1.1410491294684886e-07,8.66176666899524e-09,1.1410491294684886e-07
1705,1.1551693725258311e-05,1.2326271762016665e-07,8.66176666899524e-09,1.2326271762016665e-07
1706,1.2393119374922077e-05,1.2326271762016665e-07,8.66176666899524e-09,1.2326271762016665e-07
1707,1.1282594381814956e-05,9.726701222234624e-08,8.66176666899524e-09,9.726701222234624e-08
1708,1.1975843335676473e-05,6.826673423380011e-08,8.66176666899524e-09,6.826673423380011e-08
1709,1.1678127456044812e-05,6.826673423380011e-08,8.66176666899524e-09,6.826673423380011e-08
1710,1.1998829190166102e-05,5.235812697687184e-08,8.66176666899524e-09,5.235812697687184e-08
1711,1.2154690531523166e-05,2.6372827984947174e-08,0.0,2.6372827984947174e-08
1712,1.0203239331271366e-05,3.89418630675209e-08,0.0,3.89418630675209e-08
1713,1.031455940392334e-05,1.6875804525235643e-07,1.0818015182069627e-08,1.6875804525235643e-07
1714,1.0958787372926184e-05,1.6875804525235643e-07,1.0818015182069627e-08,1.6875804525235643e-07
1715,1.8494323740014806e-05,1.6875804525235643e-07,1.0818015182069627e-08,1.6875804525235643e-07
1716,1.893544309236209e-05,1.6875804525235643e-07,1.0818015182069627e-08,1.6875804525235643e-07
1717,1.870322791676569e-05,1.5918442741735817e-07,1.0818015182069627e-08,1.5918442741735817e-07
1718,1.974709383440703e-05,1.9015145318641252e-07,1.0818015182069627e-08,1.9015145318641252e-07
1719,1.9760791734110432e-05,1.8159435555276104e-07,1.0818015182069627e-08,1.8159435555276104e-07
1720,2.084235945533562e-05,1.695728413559599e-07,9.061128228690255e-09,1.695728413559599e-07
1721,2.2087339077968083e-05,4.7617487400738613e-07,9.061128228690255e-09,4.7617487400738613e-07
1722,1.844057611119102e-05,4.839024607049071e-07,1.678871492621121e-08,4.839024607049071e-07
1723,2.2121565182585202e-05,5.024279887371514e-07,2.9139067286061097e-08,5.024279887371514e-07
1724,2.269554767865754e-05,5.006575030108706e-07,2.9139067286061097e-08,5.006575030108706e-07
1725,2.4183119811433634e-05,4.770434302819077e-07,2.9139067286061097e-08,4.770434302819077e-07
1726,2.6397445253678598e-05,4.7026118618223987e-07,2.9139067286061097e-08,4.7026118618223987e-07
1727,2.6535769003593096e-05,3.593092340484613e-07,2.0077939057370842e-08,3.593092340484613e-07
1728,2.6955390109963317e-05,5.9186761396696445e-08,2.0077939057370842e-08,5.9186761396696445e-08
1729,2.381327885814244e-05,6.420312814725548e-08,1.2350352359849888e-08,6.420312814725548e-08
1730,2.2068118596507702e-05,5.386083807528459e-08,8.18323796027341e-09,5.386083807528459e-08
1731,2.1725932648613317e-05,4.798991832493422e-08,8.18323796027341e-09,4.798991832493422e-08
1732,1.997626259253593e-05,5.3154013000624086e-08,8.18323796027341e-09,5.3154013000624086e-08
1733,2.15752441883004e-05,6.081605416089328e-08,8.18323796027341e-09,6.081605416089328e-08
1734,2.324319848412415e-05,7.462026476088925e-08,8.18323796027341e-09,7.462026476088925e-08
1735,2.3443292515626774e-05,8.1074556845806e-08,1.4650164002562503e-08,8.1074556845806e-08
1736,2.5210343145382857e-05,6.833060339772601e-08,1.4650164002562503e-08,6.833060339772601e-08
1737,2.820187286748218e-05,7.399062188337016e-08,6.466926042289092e-09,7.399062188337016e-08
1738,3.5433283691028396e-05,9.046607069811736e-08,6.466926042289092e-09,9.046607069811736e-08
1739,3.8719275055752534e-05,9.087268892926659e-08,6.466926042289092e-09,9.087268892926659e-08
1740,3.737458168221305e-05,7.682314974642526e-08,6.466926042289092e-09,7.682314974642526e-08
1741,3.5317782541304564e-05,7.994162639793753e-08,6.466926042289092e-09,7.994162639793753e-08
1742,3.6886231360507994e-05,8.613989064899994e-08,0.0,8.613989064899994e-08
1743,3.8656578128991115e-05,8.613989064899994e-08,0.0,8.613989064899994e-08
1744,3.8554354562490645e-05,8.122475492200465e-08,0.0,8.122475492200465e-08
1745,3.459942204894365e-05,7.737245815470877e-08,0.0,7.737245815470877e-08
1746,3.666178495872633e-05,8.436070077420612e-08,4.977977141606971e-09,8.436070077420612e-08
1747,3.82460106525936e-05,8.436070077420612e-08,4.977977141606971e-09,8.436070077420612e-08
1748,4.204876677249558e-05,6.423502948596901e-08,8.617708959133909e-09,6.423502948596901e-08
1749,4.416653609951027e-05,5.996875427984247e-08,1.35729893356386e-08,5.996875427984247e-08
1750,4.691542770680306e-05,6.656621717330122e-08,1.35729893356386e-08,6.656621717330122e-08
1751,5.010546270308883e-05,5.763809645437894e-08,1.35729893356386e-08,5.763809645437894e-08
1752,5.429311464208045e-05,4.501494440692763e-08,1.35729893356386e-08,4.501494440692763e-08
1753,5.603452830525514e-05,4.019109312025648e-08,8.59501219403163e-09,4.019109312025648e-08
1754,5.989950295770541e-05,4.437516183080399e-08,8.59501219403163e-09,4.437516183080399e-08
1755,6.570542765465299e-05,7.156189215809913e-08,4.955280376504691e-09,7.156189215809913e-08
1756,6.965378270251676e-05,5.669605102858506e-08,0.0,5.669605102858506e-08
1757,7.228870474916351e-05,5.618883466443744e-08,0.0,5.618883466443744e-08
1758,7.953274377671602e-05,6.86191738351129e-08,0.0,6.86191738351129e-08
1759,8.562588222308218e-05,7.905555854392787e-08,0.0,7.905555854392787e-08
1760,9.237345823618983e-05,7.727433651690977e-08,0.0,7.727433651690977e-08
1761,0.00010685350051582125,8.141696992782141e-08,2.7755674584081393e-09,8.141696992782141e-08
1762,0.00011733156134141609,6.93685809746317e-08,2.7755674584081393e-09,6.93685809746317e-08
1763,0.0001259947894141078,8.923930242385073e-08,2.7755674584081393e-09,8.923930242385073e-08
1764,0.00012744032678061297,1.0563449340647172e-07,2.7755674584081393e-09,1.0563449340647172e-07
1765,0.00012675753532676026,1.0499378788608738e-07,2.7755674584081393e-09,1.0499378788608738e-07
1766,0.00012743617012997026,1.1836476890688833e-07,2.7755674584081393e-09,1.1836476890688833e-07
1767,0.00012503821406945853,1.1094693823971674e-07,8.664572043975177e-09,1.1094693823971674e-07
1768,0.00011759294700043808,1.0798466121286765e-07,5.889004585567039e-09,1.0798466121286765e-07
1769,0.00010545411662730788,1.1357666502525327e-07,5.889004585567039e-09,1.1357666502525327e-07
1770,0.00010273894648500053,9.947178674402884e-08,8.771926169564331e-09,9.947178674402884e-08
1771,0.00010273360489268921,1.3490451473379445e-07,8.771926169564331e-09,1.3490451473379445e-07
1772,0.00010467935499036685,1.6002002821226468e-07,8.771926169564331e-09,1.6002002821226468e-07
1773,0.00010026109625219501,1.543789989812337e-07,8.771926169564331e-09,1.543789989812337e-07
1774,0.00010661183166251118,1.5650738406845578e-07,2.8829215839972935e-09,1.5650738406845578e-07
1775,0.00010677487236015233,1.8291853974363092e-07,1.1548989066665984e-08,1.8291853974363092e-07
1776,0.00010749997454695404,1.9380926780903402e-07,1.1548989066665984e-08,1.9380926780903402e-07
1777,0.0001059015204581166,2.1722392874932795e-07,8.66606748266869e-09,2.1722392874932795e-07
1778,0.00011046292430754485,1.871171997030225e-07,8.66606748266869e-09,1.871171997030225e-07
1779,0.00011814991739811376,1.6814385312662645e-07,8.66606748266869e-09,1.6814385312662645e-07
1780,0.000133589149170023,1.6407235798559278e-07,8.66606748266869e-09,1.6407235798559278e-07
1781,0.00013454845715646764,1.7326762044181772e-07,8.66606748266869e-09,1.7326762044181772e-07
1782,0.00013238056271802634,1.5444084056071006e-07,0.0,1.5444084056071006e-07
1783,0.00013442465050112723,1.3222763024194656e-07,0.0,1.3222763024194656e-07
1784,0.0001391698408821997,1.2135632029445072e-07,1.664472115692206e-09,1.2135632029445072e-07
1785,0.00014036950181304877,1.1943484220669882e-07,4.900716911647253e-09,1.1943484220669882e-07
1786,0.00013193077237312018,1.1356392600906215e-07,6.2408152296760426e-09,1.1356392600906215e-07
1787,0.00012411108244642883,1.1622792531592755e-07,7.529956848527166e-09,1.1622792531592755e-07
1788,0.00011837036644075332,1.1208079391573327e-07,7.529956848527166e-09,1.1208079391573327e-07
1789,0.00012320226856640408,1.2588984280422926e-07,7.529956848527166e-09,1.2588984280422926e-07
1790,0.00013185561173096566,1.2831012595272894e-07,8.634805251769454e-09,1.2831012595272894e-07
1791,0.00012906986791806827,1.2737639159305608e-07,6.9703331360772475e-09,1.2737639159305608e-07
1792,0.00012812963749248802,1.134573161769887e-07,5.910612443926766e-09,1.134573161769887e-07
1793,0.00012818707390189438,1.122426748370994e-07,6.5425583680881314e-09,1.122426748370994e-07
1794,0.00012902045792933286,1.2043347246455077e-07,7.249387883640728e-09,1.2043347246455077e-07
1795,0.00013681838442737768,1.2563339473509976e-07,9.989204130533835e-09,1.2563339473509976e-07
1796,0.00013362460075378685,1.1594245462122541e-07,9.989204130533835e-09,1.1594245462122541e-07
1797,0.00012759054204382534,1.1237997300993032e-07,1.0585126679935847e-08,1.1237997300993032e-07
1798,0.00012747514327721938,1.1467884064586542e-07,1.2899753392454322e-08,1.1467884064586542e-07
1799,0.00013009898248128593,1.1592488898973638e-07,1.5529386031078374e-08,1.1592488898973638e-07
1800,0.0001302680986035349,1.1084194083212293e-07,1.4380669607508675e-08,1.1084194083212293e-07
1801,0.0001272575297792043,9.610779270831569e-08,1.5170741361560302e-08,9.610779270831569e-08
1802,0.00012562706251628697,8.739313932843678e-08,1.460155907295757e-08,8.739313932843678e-08
1803,0.0001305175412978445,7.910122842450359e-08,1.6707558765054794e-08,7.910122842450359e-08
1804,0.00013228225517585606,7.939893466511552e-08,1.7142330602634307e-08,7.939893466511552e-08
1805,0.00013424145851916234,7.42665474514784e-08,1.7684156488379747e-08,7.42665474514784e-08
1806,0.0001329659145475099,7.268437077608983e-08,1.4946400561655082e-08,7.268437077608983e-08
1807,0.0001354065108379083,7.884668613249752e-08,1.6842948623109677e-08,7.884668613249752e-08
1808,0.00013892835496725247,8.039935498313103e-08,1.6175174469676027e-08,8.039935498313103e-08
1809,0.00014463695489601896,8.477977583457427e-08,1.5994713490182936e-08,8.477977583457427e-08
1810,0.00014604472380597144,9.387566381389791e-08,2.0862718663750002e-08,9.387566381389791e-08
1811,0.00015062171067776426,9.362614252138104e-08,2.8571300880742e-08,9.362614252138104e-08
1812,0.0001509025875878121,9.674861343812933e-08,3.025030499108945e-08,9.674861343812933e-08
1813,0.00015709944584939097,1.0237802529543063e-07,3.361332735961144e-08,1.0237802529543063e-07
1814,0.00015951080630267306,1.0257198722131631e-07,3.507261414625873e-08,1.0257198722131631e-07
1815,0.00015965196195923324,1.0181284843773547e-07,3.488575257242539e-08,1.0181284843773547e-07
1816,0.00015597373255461986,9.872148305183665e-08,3.65088612040511e-08,9.872148305183665e-08
1817,0.00015377214835357985,9.541513991605046e-08,3.3304502774659083e-08,9.541513991605046e-08
1818,0.00015465919152900045,9.617303423478266e-08,2.471362187910537e-08,9.617303423478266e-08
1819,0.00015630121509145414,8.51217103153041e-08,2.3033816631823356e-08,8.51217103153041e-08
1820,0.0001538179162058181,7.964929896583531e-08,1.937115661527449e-08,7.964929896583531e-08
1821,0.00015083501888771674,7.691418752691398e-08,1.583476524505808e-08,7.691418752691398e-08
1822,0.00015008756807739182,8.000405366764036e-08,1.4152895886989012e-08,8.000405366764036e-08
1823,0.00014883096446283162,8.264863485659849e-08,1.1944241928851795e-08,8.264863485659849e-08
1824,0.00015040300370726203,7.760661243797326e-08,9.784035692739224e-09,7.760661243797326e-08
1825,0.00014974192682919757,7.768343428844154e-08,1.0176810013743217e-08,7.768343428844154e-08
1826,0.00015068280793327306,8.185368674925744e-08,8.861635758528053e-09,8.185368674925744e-08
1827,0.00015181667861595218,8.250583403780962e-08,7.92943743999075e-09,8.250583403780962e-08
1828,0.00015799825113000615,9.353229606696395e-08,8.16930061693049e-09,9.353229606696395e-08
1829,0.00016734092579489307,8.751495172987234e-08,9.746894022047821e-09,8.751495172987234e-08
1830,0.000168582281081139,8.337037016303839e-08,9.200007232225614e-09,8.337037016303839e-08
1831,0.0001734558692468064,9.289125506890222e-08,8.333724313810568e-09,9.289125506890222e-08
1832,0.00017490185148614858,9.074664017053432e-08,8.90159184458688e-09,9.074664017053432e-08
1833,0.00017740961629897356,8.821112678398485e-08,8.43333200098836e-09,8.821112678398485e-08
1834,0.00017842187870493426,9.213008261050553e-08,8.925730250146963e-09,9.213008261050553e-08
1835,0.0001784910460368597,8.654882220428459e-08,8.545796197673944e-09,8.654882220428459e-08
1836,0.0001740754835606952,9.227853681181841e-08,7.39421558902466e-09,9.227853681181841e-08
1837,0.00017634830354446812,9.447746255172465e-08,8.007861548467839e-09,9.447746255172465e-08
1838,0.00017476626921312084,9.443916835851138e-08,8.256939005540126e-09,9.443916835851138e-08
1839,0.0001742440737351509,9.251035137936015e-08,7.255556029000283e-09,9.251035137936015e-08
1840,0.00017446686771498726,9.461780235499515e-08,6.561268480912272e-09,9.461780235499515e-08
1841,0.00017434679154705788,8.896151878648847e-08,6.0020591036951436e-09,8.896151878648847e-08
1842,0.00017316038221386925,8.884919314563636e-08,6.1075130984379806e-09,8.884919314563636e-08
1843,0.0001744386473936694,9.064467475030011e-08,6.5467294442709905e-09,9.064467475030011e-08
1844,0.00017347065607152347,9.486665878252357e-08,5.8099540416784686e-09,9.486665878252357e-08
1845,0.00017243061821708188,8.940951598138522e-08,5.284890652086054e-09,8.940951598138522e-08
1846,0.00017291400789482786,9.902161021305541e-08,5.24635665069947e-09,9.902161021305541e-08
1847,0.00017153938409007554,1.2533264026615143e-07,6.141141595250588e-09,1.2533264026615143e-07
1848,0.0001722113395641957,1.556418201939128e-07,6.3557660404508655e-09,1.556418201939128e-07
1849,0.00017243162645692273,1.8010060642836834e-07,7.09109999290953e-09,1.8010060642836834e-07
1850,0.00016937305294309875,2.070743759320846e-07,6.830791392837503e-09,2.070743759320846e-07
