ngram,series,seres,seies,seires
1878,9.542855072400666e-05,2.504542427418853e-08,2.6151618648384556e-09,9.401813890911166e-10
1879,9.632664192135312e-05,2.5050655898845823e-08,2.4789173888198744e-09,1.0798366447049646e-09
1880,9.741581743583083e-05,2.4696989596252805e-08,2.514080420036789e-09,1.0553483682189985e-09
1881,9.817754679326234e-05,2.4867090228245355e-08,2.433464112756261e-09,9.66556949556972e-10
1882,9.929446553412293e-05,2.4844674127523702e-08,2.1959494698821557e-09,1.1208993852144085e-09
1883,9.968798881995358e-05,2.416355090620722e-08,2.230223767567858e-09,1.070148691884043e-09
1884,0.00010028017069479185,2.2430703389935454e-08,2.129235073969734e-09,8.776272803728042e-10
1885,0.00010139623503034403,2.2444601352081658e-08,2.005804728660061e-09,8.413419207352137e-10
1886,0.00010335303211052503,2.078967195221334e-08,1.995055168687746e-09,7.29275281036961e-10
1887,0.00010534527661677982,2.221978892943558e-08,2.0964560087932682e-09,6.253625157397786e-10
1888,0.00010746385773277975,2.21826181550406e-08,2.2896649814236572e-09,5.169774608404509e-10
1889,0.00010870110522124119,2.2174531671177126e-08,3.7975318286801294e-09,3.7486178447057993e-10
1890,0.00011166946101833933,2.2327817055562653e-08,3.58230320010985e-09,3.612079088214212e-10
1891,0.00011385560563732204,2.1893347325528467e-08,3.778407681969449e-09,3.9279459446943983e-10
1892,0.00011590523873954745,2.113243193134297e-08,3.5424862487865028e-09,4.152661766042089e-10
1893,0.00011718468678217115,2.0509252201301413e-08,3.584936577752781e-09,4.799242550987007e-10
1894,0.00011819092261638226,1.908113717823718e-08,3.407971357497327e-09,5.627491508500679e-10
1895,0.0001190232318809389,1.817241861752044e-08,3.3745025424763195e-09,5.240830408537178e-10
1896,0.00011790161079261452,1.8675577528881604e-08,1.8526267107711801e-09,5.105021028921947e-10
1897,0.00011648701079788484,1.813253991400643e-08,1.8917590113457348e-09,4.970642330277236e-10
1898,0.00011596545768302999,1.8396460355063482e-08,1.6624598602505663e-09,3.6147208639013076e-10
1899,0.00011606442733734314,1.9193866178974465e-08,1.9143800830282285e-09,3.5721441082881e-10
1900,0.00011675792276426884,2.009308059618726e-08,1.911796467167294e-09,3.3725013456490215e-10
1901,0.0001178844561634053,2.164654601598061e-08,2.048477720784092e-09,3.810214544668662e-10
1902,0.00011918622580456681,2.2199399905632944e-08,2.058057105688452e-09,5.452985226060494e-10
1903,0.00012076579254686035,2.191631917217559e-08,1.8754834510811438e-09,5.384159606253952e-10
1904,0.00012281278031878173,2.9230575801112276e-08,1.887645468506045e-09,6.122386308244592e-10
1905,0.00012441834509705326,2.866757447301487e-08,1.8902261343457992e-09,7.161753610786446e-10
1906,0.00012414187741731958,2.8210762995481024e-08,1.681097864089257e-09,8.375963295963779e-10
1907,0.00012380462222998695,2.879788318921328e-08,1.5868093347240882e-09,9.997166943482532e-10
1908,0.00012324035092855671,2.7475234531948445e-08,1.913086118093028e-09,1.02390440967096e-09
1909,0.00012177986562684444,2.7338572294866026e-08,1.7650917235759574e-09,9.275329988194564e-10
1910,0.00012283240565531223,2.7311278064498116e-08,1.954378040355412e-09,1.1022630586055016e-09
1911,0.0001226844875158609,2.021431174828844e-08,2.0501665127475074e-09,1.0751544733876374e-09
1912,0.0001229202327002505,2.0608306680206364e-08,2.0834157890955598e-09,1.2414617350004725e-09
1913,0.0001235761436484089,2.863973718498463e-08,2.099840951912719e-09,1.1590185359075127e-09
1914,0.0001229888148372993,2.716963340024644e-08,1.93848693446392e-09,9.392322425757653e-10
1915,0.00012195075500390626,2.808314799754693e-08,1.384641377745664e-09,7.926917882015796e-10
1916,0.00012166703631269879,2.8434659833059025e-08,1.3560068861424262e-09,7.727548868653931e-10
1917,0.00012058342170868335,3.007985581250848e-08,1.1230018185212236e-09,6.080437413489927e-10
1918,0.00012008150328516162,3.023975964871235e-08,1.032397818028536e-09,6.535983014731097e-10
1919,0.00012052565268407176,3.0655588290073865e-08,1.0150666497819672e-09,4.3634487194101265e-10
1920,0.00012151748420105182,2.3581308588355957e-08,1.121911484349068e-09,4.023548508258479e-10
1921,0.00012244275837604488,2.522550904667956e-08,1.3996634565646308e-09,5.282964026560271e-10
1922,0.000124319083365013,2.8940284327713276e-08,1.6257241029572965e-09,5.688728416901917e-10
1923,0.00012606713322124312,3.073928134256221e-08,2.0890415667170916e-09,5.522220022527843e-10
1924,0.00012777763393907144,2.982533382172343e-08,2.2983055300177367e-09,6.812755121947995e-10
1925,0.00012968328415549228,4.070352715197194e-08,2.4305492063447787e-09,6.668792343741562e-10
1926,0.00013029986127678837,4.164111595222104e-08,3.2632020894953128e-09,7.792342089046095e-10
1927,0.0001304442370643041,4.139994734332829e-08,3.303119523932553e-09,8.697244511880951e-10
1928,0.00013208686764950732,4.128941277770082e-08,3.1429539923014514e-09,7.519758962340869e-10
1929,0.0001332404457830957,3.944091707199147e-08,3.3335685957678963e-09,7.806652011340834e-10
1930,0.0001345905288222379,3.9685203187137374e-08,3.2915077647593146e-09,8.431418281805238e-10
1931,0.00013567287740962847,4.0157731869986235e-08,3.680507676406819e-09,6.984241240903799e-10
1932,0.00013555637685515518,3.17631871281167e-08,3.6204251342906802e-09,6.543279846520684e-10
1933,0.00013562496418931654,3.2037837018249e-08,2.7973962194291093e-09,6.099472316112298e-10
1934,0.0001363248738925904,3.205925506019217e-08,2.9958200364887944e-09,6.310625791769045e-10
1935,0.00013716211417756443,3.316296799076619e-08,3.0794250007102976e-09,6.971424251370603e-10
1936,0.00013631724037363062,3.214384212770126e-08,2.9339937780901793e-09,6.378741007617705e-10
1937,0.0001363070186926052,3.2770013496425624e-08,2.8110668396205287e-09,6.588340646849846e-10
1938,0.0001360398018732667,3.3498353551359676e-08,2.825080582167873e-09,7.631145596384162e-10
1939,0.0001358234419188063,3.4993332422215776e-08,2.7679094254701955e-09,7.917609226978531e-10
1940,0.00013469029051650847,3.486274938576831e-08,2.739957847909734e-09,7.301377558111e-10
1941,0.00013348795723036995,3.359577124431975e-08,2.3886681521645414e-09,6.229090814586463e-10
1942,0.0001304698286860782,3.298567032215617e-08,2.398674370240883e-09,7.083760720862285e-10
1943,0.00012936589960840398,3.1803926857167294e-08,2.3425686787196096e-09,7.523145083089742e-10
1944,0.0001282201088283078,3.13917039664245e-08,2.197261515592329e-09,8.228734479523833e-10
1945,0.0001285449948876963,3.0290980898176456e-08,1.6513448545093671e-09,8.800541525680724e-10
1946,0.00012984094895987904,2.7665321716036876e-08,1.625732136213896e-09,8.301223637057526e-10
1947,0.0001328641384524027,2.7659171207363087e-08,1.6604199761159423e-09,8.520844307913222e-10
1948,0.00013447541381797886,3.039150721560548e-08,1.8540485496083242e-09,1.1152058641629635e-09
1949,0.0001367393706459552,8.714123594139827e-08,1.9462937134966704e-09,1.1109111567161482e-09
1950,0.00013950538414064795,9.117551919806439e-08,1.8196802636134229e-09,1.092777757172314e-09
1951,0.0001416676864859515,8.969931489640917e-08,1.7643755821440875e-09,1.0306128807511884e-09
1952,0.00014162477288794304,8.950851615452393e-08,1.7240078650385522e-09,9.997581651433052e-10
1953,0.00014224759070202708,9.221543300392504e-08,1.7425033241710457e-09,1.2011416385325292e-09
1954,0.00014134200007122542,9.17156118670651e-08,1.8901615272959305e-09,1.2324433933714423e-09
1955,0.00014212029678414443,8.95955299792409e-08,1.6904983048325407e-09,1.014214648772541e-09
1956,0.00014369306570318128,3.142624674775821e-08,1.6764607400711539e-09,1.180853161285102e-09
1957,0.00014497596462855915,3.025373551679422e-08,2.1231360717141203e-09,1.3298165981088873e-09
1958,0.00014576455786092474,3.0991664853477885e-08,2.184346600423278e-09,1.2238346526670186e-09
1959,0.0001475501963536122,3.0466326096854705e-08,2.447258951043807e-09,1.2138163648803664e-09
1960,0.00014859917324169407,2.96389533868283e-08,2.551117047769732e-09,1.0580793305007115e-09
1961,0.0001504618620466707,3.0502410755925014e-08,2.5371407990399622e-09,1.175058233255604e-09
1962,0.0001505721323025812,3.098363166031959e-08,2.755169013570123e-09,1.4086396493695474e-09
1963,0.0001505347026977688,3.2140264798791966e-08,2.76431525289159e-09,1.37895907391185e-09
1964,0.00014848934785862054,2.814252044101652e-08,2.480126009325139e-09,1.2972153827308018e-09
1965,0.00014708538739276783,2.8054738468849142e-08,2.5585425841459906e-09,1.4228230577855478e-09
1966,0.00014548601549384848,2.917442110117463e-08,2.555151582380891e-09,1.5222078597609823e-09
1967,0.0001437730950004022,2.779674217785149e-08,2.4410721380771096e-09,1.683412790117903e-09
1968,0.00014222736977639476,2.687421688360051e-08,2.481837338815954e-09,1.6040645637157728e-09
1969,0.000141852766059206,2.930994443975773e-08,2.418563349593228e-09,1.5044802546628132e-09
1970,0.0001405012548535264,2.935493321436817e-08,2.4707883992748846e-09,1.381620389524179e-09
1971,0.00014105888632392244,3.718256280649257e-08,2.5230094521536526e-09,1.497345961506572e-09
1972,0.00014097387611400336,3.7883076992833205e-08,2.4307909970592132e-09,1.4600518096129024e-09
1973,0.00014099749595126404,3.7981820863056525e-08,2.3173590031027355e-09,1.3459113506237535e-09
1974,0.00014085918207586343,3.7955428768197767e-08,2.403058450641181e-09,1.3664307780507962e-09
1975,0.00014087865669612905,3.929686468292662e-08,2.3864076112037733e-09,1.433331992777604e-09
1976,0.000140607772794153,3.790526521234889e-08,2.5865482137074227e-09,1.3956286761183735e-09
1977,0.00014145913675227867,3.893744222287816e-08,2.6136046025828007e-09,1.42818208053492e-09
1978,0.00014089220868689672,3.251192280475022e-08,2.679093899108206e-09,1.406034859969501e-09
1979,0.00014005044067744166,3.135967143107012e-08,3.025537122423673e-09,1.502043315123761e-09
1980,0.00013930589817131737,3.203576375605215e-08,3.490648214921066e-09,1.526714310529087e-09
1981,0.00013848845056989894,3.167058666113982e-08,3.8198753683969605e-09,1.5701507395858373e-09
1982,0.00013757086084556898,3.054001318503197e-08,4.061992456679978e-09,1.5350856141793656e-09
1983,0.00013690775293590768,2.983161654209912e-08,4.191678845292099e-09,1.5365781980136717e-09
1984,0.00013504998059943318,3.1229474879117854e-08,4.380349797169661e-09,1.525681723814541e-09
1985,0.0001336415215129299,3.132044896452564e-08,4.526599603086165e-09,1.5503963509847348e-09
1986,0.00013265657097300782,3.254489351028107e-08,4.478646977089186e-09,1.3963765461382544e-09
1987,0.0001316312949971429,3.276759485970615e-08,4.112094664776578e-09,1.4202016309004607e-09
1988,0.00012997712474316359,3.2745311224451664e-08,3.717928758512861e-09,1.2661039280484739e-09
1989,0.00012820705679977045,3.321152724262382e-08,3.508547389127362e-09,1.2455978708787135e-09
1990,0.00012661592752140547,3.4175425917786536e-08,3.2373473108598158e-09,1.2084894751573927e-09
1991,0.00012503726507670114,3.1571977540271034e-08,2.898469400999407e-09,1.1143504214621608e-09
1992,0.00012358041151726087,3.077710251732567e-08,2.555150186671946e-09,9.75680028833129e-10
1993,0.00012251483713043854,2.9866138514681295e-08,2.276641066144082e-09,1.0791096032620423e-09
1994,0.00012094651278208144,2.8478547266429033e-08,2.234355525995316e-09,1.0806356048093895e-09
1995,0.00011972593867020416,2.8452175219026036e-08,2.270068577558959e-09,1.0292501374996122e-09
1996,0.00011820524377981201,2.7728582097097387e-08,2.26132433413438e-09,9.882906794521163e-10
1997,0.00011595164895490078,2.646040618360855e-08,2.1473700278258026e-09,9.759444522369369e-10
1998,0.0001142355301583718,2.5460055397275028e-08,2.132490089274646e-09,9.798226357255707e-10
1999,0.00011259106811069484,2.496054689921883e-08,2.2116314494066305e-09,1.027997734556355e-09
2000,0.00011024013032770849,2.6004809734152852e-08,2.1452414448016756e-09,9.593752459124971e-10
2001,0.00010865886932671336,2.7106395350529056e-08,2.061274056203948e-09,8.330656442456785e-10
2002,0.0001072774882361825,2.7005705354505542e-08,1.9415725693860963e-09,7.771513670690971e-10
2003,0.00010637899478232222,2.6719326433927952e-08,1.7199207613671774e-09,6.900878836622683e-10
2004,0.00010562310074289729,2.7385114366649888e-08,1.5771277220696538e-09,6.550761520531166e-10
2005,0.00010369467262145398,2.8621658186369003e-08,1.395929031097357e-09,6.090807144357565e-10
2006,0.00010187049338128418,3.125644048347047e-08,1.2100451672404843e-09,5.184353898560598e-10
2007,9.9673645828651e-05,3.141502093382899e-08,1.0252145005955932e-09,4.850588264382338e-10
2008,9.731341560836881e-05,3.2373042151740654e-08,8.816889202860929e-10,4.769005151101474e-10
2009,9.632312659440296e-05,3.682530699425765e-08,7.879892770036787e-10,5.008200045151869e-10
2010,9.529522503726184e-05,3.814627090394294e-08,7.477111786867243e-10,5.188348639606488e-10
2011,9.31196627789177e-05,3.85219008437941e-08,7.012765764916448e-10,5.723154965815119e-10
2012,9.243951561594648e-05,4.6169012993654435e-08,7.208666203644449e-10,5.347943318348822e-10
2013,9.233019851048343e-05,4.607305165953741e-08,7.473819816995939e-10,4.948484598278822e-10
2014,9.152500777937738e-05,5.070817061485806e-08,8.284570569243905e-10,4.5036847267405326e-10
2015,9.052585249134739e-05,5.868995752881087e-08,9.393039520791798e-10,4.78778152044969e-10
2016,8.881322303620567e-05,5.7033916890856876e-08,9.64905369890293e-10,4.3961397220927875e-10
2017,8.723138550218816e-05,6.117110729064734e-08,9.681079364091498e-10,4.316873617830434e-10
2018,8.693512936588376e-05,6.670449295143044e-08,1.064239185666338e-09,3.230441580903687e-10
2019,8.617154526291415e-05,6.285954334828148e-08,1.0873354716611772e-09,3.477366936066595e-10
