ngram,atmosphere,atmophere,atmophere,atmoshpere
1913,2.526978953808014e-05,1.539046612375472e-09,1.539046612375472e-09,5.96263660469974e-10
1914,2.490301189287233e-05,1.5094094149173794e-09,1.5094094149173794e-09,5.372587484025232e-10
1915,2.4572170722032232e-05,1.5036643438318516e-09,1.5036643438318516e-09,7.285234191705442e-10
1916,2.4514385846227276e-05,1.3221678910443506e-09,1.3221678910443506e-09,7.963559920625458e-10
1917,2.4577804132215014e-05,1.2008886980068618e-09,1.2008886980068618e-09,7.288294600774467e-10
1918,2.4563655772778604e-05,1.2204989162180523e-09,1.2204989162180523e-09,8.30698060933737e-10
1919,2.489747956652926e-05,1.2470351576762288e-09,1.2470351576762288e-09,8.866876033012236e-10
1920,2.526881378019295e-05,1.275371284771763e-09,1.275371284771763e-09,1.2668178252438013e-09
1921,2.5564460884197615e-05,1.7476617772008547e-09,1.7476617772008547e-09,1.4006476454854676e-09
1922,2.6036248267960866e-05,1.8066090686933274e-09,1.8066090686933274e-09,1.330139458894613e-09
1923,2.6283459062272285e-05,1.7939095288608898e-09,1.7939095288608898e-09,1.2778346079679791e-09
1924,2.6294489933726644e-05,1.96471218659257e-09,1.96471218659257e-09,1.2777605878128944e-09
1925,2.6487892163069254e-05,2.223492358486924e-09,2.223492358486924e-09,1.225978889835793e-09
1926,2.650598071340937e-05,2.2735358199251922e-09,2.2735358199251922e-09,1.1581788425133306e-09
1927,2.658856932872108e-05,2.292567992588447e-09,2.292567992588447e-09,8.092274588517817e-10
1928,2.678693973783603e-05,1.9022074709036066e-09,1.9022074709036066e-09,5.912377135494243e-10
1929,2.67492845783376e-05,1.9928133746357648e-09,1.9928133746357648e-09,7.739107965587522e-10
1930,2.6639097216372776e-05,2.1423200673759926e-09,2.1423200673759926e-09,9.207435567949927e-10
1931,2.6803690291542027e-05,1.9333951899775617e-09,1.9333951899775617e-09,8.492904455100917e-10
1932,2.6807074911110768e-05,1.8279403704976209e-09,1.8279403704976209e-09,8.754859753823396e-10
1933,2.669188065088487e-05,1.8533052870139954e-09,1.8533052870139954e-09,1.0613116357971464e-09
1934,2.665628484724688e-05,1.8059350047140909e-09,1.8059350047140909e-09,1.083238500882671e-09
1935,2.661061755913709e-05,2.088953803586995e-09,2.088953803586995e-09,1.1031122225985917e-09
1936,2.6553969811564976e-05,1.9356302275294215e-09,1.9356302275294215e-09,8.834323847858475e-10
1937,2.6468530320146654e-05,1.8204532326038247e-09,1.8204532326038247e-09,8.179251819490879e-10
1938,2.6039966542157345e-05,1.9675866808859563e-09,1.9675866808859563e-09,9.004534261082751e-10
1939,2.59431944868993e-05,2.210394613376211e-09,2.210394613376211e-09,1.0062834216688949e-09
1940,2.578697499952146e-05,2.2366556543370766e-09,2.2366556543370766e-09,9.293714052306865e-10
1941,2.582864336935537e-05,2.4930590766406422e-09,2.4930590766406422e-09,9.17124923624105e-10
1942,2.563151844827059e-05,2.2808419756056455e-09,2.2808419756056455e-09,9.803695791684878e-10
1943,2.6052203143730628e-05,2.4801126390678566e-09,2.4801126390678566e-09,1.2613263687479203e-09
1944,2.6631635981695062e-05,2.6644995099189828e-09,2.6644995099189828e-09,1.4422421590332135e-09
1945,2.7503419395153677e-05,2.6790481579195914e-09,2.6790481579195914e-09,1.6525610641820216e-09
1946,2.8277237496305524e-05,2.528390354226774e-09,2.528390354226774e-09,1.5774477676469952e-09
1947,2.916453533024261e-05,2.601597255085559e-09,2.601597255085559e-09,1.7041567918723339e-09
1948,2.973513385638528e-05,2.478618707105592e-09,2.478618707105592e-09,1.9225996509116985e-09
1949,3.064040174649563e-05,2.4858330632022377e-09,2.4858330632022377e-09,2.4795082812342375e-09
1950,3.098578781646211e-05,2.559832441256e-09,2.559832441256e-09,2.3178414743085796e-09
1951,3.177323014824651e-05,2.996156243741309e-09,2.996156243741309e-09,2.25527012937781e-09
1952,3.224188393297871e-05,3.2573821735175964e-09,3.2573821735175964e-09,2.249868957804324e-09
1953,3.2807784009492025e-05,3.218503495462853e-09,3.218503495462853e-09,2.6186808277373075e-09
1954,3.3765102541240465e-05,3.4244543391435757e-09,3.4244543391435757e-09,2.845270685725154e-09
1955,3.528861478636307e-05,3.7280186556846016e-09,3.7280186556846016e-09,3.1079580179290846e-09
1956,3.70260386262089e-05,4.12224403818178e-09,4.12224403818178e-09,3.225177394991111e-09
1957,3.849642598652281e-05,4.28588602703022e-09,4.28588602703022e-09,3.621092790697032e-09
1958,3.959686936078859e-05,3.9603471296041044e-09,3.9603471296041044e-09,3.763575895376903e-09
1959,4.158288304876935e-05,3.876974360598037e-09,3.876974360598037e-09,3.890360541650548e-09
1960,4.2876915228719425e-05,4.136089470918591e-09,4.136089470918591e-09,3.711427292480656e-09
1961,4.35323355694501e-05,4.150521989590825e-09,4.150521989590825e-09,3.833680706222253e-09
1962,4.4131113619576876e-05,4.464213982607086e-09,4.464213982607086e-09,4.439989994712132e-09
1963,4.4058837894616385e-05,4.3383013689382975e-09,4.3383013689382975e-09,4.205544769573879e-09
1964,4.397915316595962e-05,4.090812355528328e-09,4.090812355528328e-09,4.1192083395052185e-09
1965,4.368206802090364e-05,3.999962012406806e-09,3.999962012406806e-09,4.181301114871059e-09
1966,4.25278781871644e-05,4.021819892991678e-09,4.021819892991678e-09,4.4706623799787135e-09
1967,4.211955196556768e-05,3.96506751241889e-09,3.96506751241889e-09,4.768667714673467e-09
1968,4.18111147674998e-05,4.033502547835204e-09,4.033502547835204e-09,4.864592252827395e-09
1969,4.0962480852613226e-05,3.789835746813099e-09,3.789835746813099e-09,4.48503091808407e-09
1970,4.039335388889802e-05,3.908203284806535e-09,3.908203284806535e-09,4.669017141166267e-09
1971,3.998491696880332e-05,3.977732429153288e-09,3.977732429153288e-09,4.639747094462418e-09
1972,3.95611537637056e-05,4.068477205925498e-09,4.068477205925498e-09,4.87640026771073e-09
1973,3.902798458251969e-05,4.201759638635037e-09,4.201759638635037e-09,5.062780131634018e-09
1974,3.823964756780437e-05,4.284014539937939e-09,4.284014539937939e-09,5.126648534264129e-09
1975,3.721684333868325e-05,4.037093611789341e-09,4.037093611789341e-09,5.3978806503961e-09
1976,3.63288854714483e-05,3.8630264066950664e-09,3.8630264066950664e-09,5.534925628936094e-09
1977,3.5520745898663464e-05,3.6197141791863683e-09,3.6197141791863683e-09,5.868624221503995e-09
1978,3.480719221572924e-05,3.4848695675192077e-09,3.4848695675192077e-09,6.503185799390719e-09
1979,3.4121724768608275e-05,3.3659421599147824e-09,3.3659421599147824e-09,6.617481546860355e-09
1980,3.384022680360691e-05,3.1135467220317584e-09,3.1135467220317584e-09,6.665206545416627e-09
1981,3.341625623371718e-05,3.100061001554926e-09,3.100061001554926e-09,6.834318317621475e-09
1982,3.3283898249335054e-05,3.08277574896059e-09,3.08277574896059e-09,6.666937224508729e-09
1983,3.3032511834919986e-05,3.0885213117163144e-09,3.0885213117163144e-09,6.51451001080058e-09
1984,3.268488061231827e-05,3.080077907010751e-09,3.080077907010751e-09,6.26485726787759e-09
1985,3.2294656973265645e-05,3.2834471966732994e-09,3.2834471966732994e-09,6.058440479453761e-09
1986,3.221164453342291e-05,3.537438627735209e-09,3.537438627735209e-09,6.0616927350614395e-09
1987,3.198450732660214e-05,3.5323210071222124e-09,3.5323210071222124e-09,5.70632252561154e-09
1988,3.1815985754032484e-05,3.2137022566912167e-09,3.2137022566912167e-09,5.696020290356176e-09
1989,3.1834904283251877e-05,3.203855117713975e-09,3.203855117713975e-09,5.4513098796909225e-09
1990,3.143686288759844e-05,3.1006775242608295e-09,3.1006775242608295e-09,5.163021724438213e-09
1991,3.1033540445995254e-05,3.11949072922297e-09,3.11949072922297e-09,4.75393787827524e-09
1992,3.067778873498485e-05,2.9288678149441694e-09,2.9288678149441694e-09,4.395968605004035e-09
1993,2.9994559684252765e-05,2.6765913295280696e-09,2.6765913295280696e-09,4.260740014773643e-09
1994,2.9345041964136597e-05,2.646206016214998e-09,2.646206016214998e-09,4.081387037859128e-09
1995,2.8870066671515815e-05,2.566806481648801e-09,2.566806481648801e-09,3.509313125807775e-09
1996,2.8121995066093014e-05,2.4351712075392537e-09,2.4351712075392537e-09,3.3083605061839147e-09
1997,2.7729289545927065e-05,2.3069970537089748e-09,2.3069970537089748e-09,3.171136972060903e-09
1998,2.7382555604812558e-05,2.0204818770456055e-09,2.0204818770456055e-09,2.9003721963809833e-09
1999,2.711240319643236e-05,1.8330388001126202e-09,1.8330388001126202e-09,2.6017405214367226e-09
2000,2.6943998818751425e-05,1.721362592148929e-09,1.721362592148929e-09,2.1243524558503933e-09
2001,2.673271904183951e-05,1.5346628888325752e-09,1.5346628888325752e-09,1.8421970457030819e-09
2002,2.6501559789591867e-05,1.4039486240235988e-09,1.4039486240235988e-09,1.7050956361127793e-09
2003,2.6458391792922547e-05,1.3598978292656788e-09,1.3598978292656788e-09,1.511522320006366e-09
2004,2.652300073740272e-05,1.27191081476598e-09,1.27191081476598e-09,1.2903118811508867e-09
2005,2.6526629101551536e-05,1.188011879347885e-09,1.188011879347885e-09,1.2222413478138856e-09
2006,2.6527041232579256e-05,1.095429865863703e-09,1.095429865863703e-09,1.0805734640406683e-09
2007,2.6571943505717043e-05,1.0009672693886022e-09,1.0009672693886022e-09,8.955680562218658e-10
2008,2.6511325683843878e-05,9.240222238154112e-10,9.240222238154112e-10,8.649206430431735e-10
2009,2.6730791692638638e-05,8.857170552545313e-10,8.857170552545313e-10,8.05872083350526e-10
2010,2.6928692022920586e-05,8.383154012240165e-10,8.383154012240165e-10,7.255561944902971e-10
2011,2.6679948859964497e-05,7.173950560585801e-10,7.173950560585801e-10,6.896188302946931e-10
2012,2.645931531982829e-05,6.920386644690016e-10,6.920386644690016e-10,6.302248167777691e-10
2013,2.6310804449687047e-05,6.107157636746154e-10,6.107157636746154e-10,5.972655703345708e-10
2014,2.600799676396751e-05,5.494486453118595e-10,5.494486453118595e-10,5.953800468511921e-10
2015,2.581972174604224e-05,4.597794754051294e-10,4.597794754051294e-10,5.278523372366704e-10
2016,2.5657302882921484e-05,3.7279908426152934e-10,3.7279908426152934e-10,5.054247377765466e-10
2017,2.5284546306162763e-05,2.9164590071665647e-10,2.9164590071665647e-10,4.6070446994376607e-10
2018,2.529768244130537e-05,2.7198281266072046e-10,2.7198281266072046e-10,4.618543825163357e-10
2019,2.5412955437786877e-05,2.2784150781329782e-10,2.2784150781329782e-10,4.464914618584892e-10
