ngram,gear,ger,gear,ggear
1851,2.734380424434286e-06,7.243158393066551e-07,2.734380424434286e-06,4.642859509549981e-11
1852,2.9209276622818185e-06,7.164204427161687e-07,2.9209276622818185e-06,4.642859509549981e-11
1853,3.1967110771802254e-06,7.223362022809202e-07,3.1967110771802254e-06,4.642859509549981e-11
1854,3.5354785593101823e-06,7.163111734241414e-07,3.5354785593101823e-06,4.642859509549981e-11
1855,3.787813869036784e-06,7.081176574631951e-07,3.787813869036784e-06,4.642859509549981e-11
1856,3.904935445981599e-06,7.035490382025143e-07,3.904935445981599e-06,4.642859509549981e-11
1857,4.111091064779819e-06,7.13550410377398e-07,4.111091064779819e-06,4.642859509549981e-11
1858,4.272424673347684e-06,7.090612744572614e-07,4.272424673347684e-06,0.0
1859,4.311388238420477e-06,7.088445711035872e-07,4.311388238420477e-06,0.0
1860,4.443501438800013e-06,6.841770933923337e-07,4.443501438800013e-06,0.0
1861,4.557511991671552e-06,6.928305781782131e-07,4.557511991671552e-06,0.0
1862,4.653530790424806e-06,7.014890327029986e-07,4.653530790424806e-06,0.0
1863,4.870201986964925e-06,7.089335310541043e-07,4.870201986964925e-06,0.0
1864,5.247797551939064e-06,7.06850463367508e-07,5.247797551939064e-06,0.0
1865,5.654176935162728e-06,7.251990642284259e-07,5.654176935162728e-06,0.0
1866,5.965203009899207e-06,7.06066145994555e-07,5.965203009899207e-06,0.0
1867,6.201442569623136e-06,7.747026903156698e-07,6.201442569623136e-06,0.0
1868,6.2420146735218755e-06,7.680504674161577e-07,6.2420146735218755e-06,0.0
1869,6.651885866761274e-06,7.563733431327689e-07,6.651885866761274e-06,3.958588615634742e-11
1870,6.788071979307071e-06,7.436474902533519e-07,6.788071979307071e-06,3.958588615634742e-11
1871,6.90656445710504e-06,7.369719453111299e-07,6.90656445710504e-06,3.958588615634742e-11
1872,6.746105490102698e-06,7.23305423174939e-07,6.746105490102698e-06,3.958588615634742e-11
1873,6.875528729973926e-06,7.256542500856864e-07,6.875528729973926e-06,3.958588615634742e-11
1874,6.8883992493543445e-06,6.65651936872434e-07,6.8883992493543445e-06,3.958588615634742e-11
1875,7.0361419862560326e-06,6.752562740075518e-07,7.0361419862560326e-06,7.970091650147789e-11
1876,7.006929146362901e-06,6.740689286743873e-07,7.006929146362901e-06,7.844701475713732e-11
1877,7.184149840863288e-06,6.693631056415532e-07,7.184149840863288e-06,7.844701475713732e-11
1878,7.039314433703632e-06,6.749496200037746e-07,7.039314433703632e-06,7.844701475713732e-11
1879,7.333200041362683e-06,6.779848961611736e-07,7.333200041362683e-06,7.844701475713732e-11
1880,7.464525619330484e-06,6.744721434058322e-07,7.464525619330484e-06,7.844701475713732e-11
1881,7.897547805311791e-06,6.67877998239419e-07,7.897547805311791e-06,7.844701475713732e-11
1882,8.39888194345154e-06,6.559598091371299e-07,8.39888194345154e-06,3.833198441200685e-11
1883,8.445840584110037e-06,6.469888457364245e-07,8.445840584110037e-06,0.0
1884,8.751016853888619e-06,6.4179910655834e-07,8.751016853888619e-06,0.0
1885,9.262742683599104e-06,6.362682013007413e-07,9.262742683599104e-06,2.90232778286738e-11
1886,9.529952097052177e-06,6.32071078143781e-07,9.529952097052177e-06,2.90232778286738e-11
1887,1.014547368478296e-05,6.366885259012633e-07,1.014547368478296e-05,2.90232778286738e-11
1888,1.0232356934076442e-05,6.435963980168578e-07,1.0232356934076442e-05,5.6026120251065745e-11
1889,1.0443578893110888e-05,6.537370040859969e-07,1.0443578893110888e-05,5.6026120251065745e-11
1890,1.1578780166538699e-05,6.626632885594777e-07,1.1578780166538699e-05,8.132181039677278e-11
1891,1.1930594934840752e-05,6.663169805116402e-07,1.1930594934840752e-05,8.132181039677278e-11
1892,1.2369854370522912e-05,6.735344137658623e-07,1.2369854370522912e-05,5.2298532568098974e-11
1893,1.2856573318588613e-05,6.732637497667124e-07,1.2856573318588613e-05,5.2298532568098974e-11
1894,1.3335139686075439e-05,6.807220448276244e-07,1.3335139686075439e-05,5.2298532568098974e-11
1895,1.3946137836943048e-05,6.752857026575449e-07,1.3946137836943048e-05,4.646689778984938e-11
1896,1.4469470573073653e-05,6.735208444297314e-07,1.4469470573073653e-05,6.584732362543581e-11
1897,1.4379447748069651e-05,6.631028830789936e-07,1.4379447748069651e-05,4.055163347972877e-11
1898,1.4922222102800983e-05,6.677846126227191e-07,1.4922222102800983e-05,4.055163347972877e-11
1899,1.5601528892667765e-05,6.612456299340661e-07,1.5601528892667765e-05,4.055163347972877e-11
1900,1.6721742472977246e-05,6.620961049260846e-07,1.6721742472977246e-05,5.862223801627359e-11
1901,1.7718094958192004e-05,6.761455405726988e-07,1.7718094958192004e-05,7.575892492704485e-11
1902,1.9139538250913445e-05,6.824717421035789e-07,1.9139538250913445e-05,7.180600756852483e-11
1903,1.994567095867491e-05,6.701925404481049e-07,1.994567095867491e-05,6.836472657819773e-11
1904,2.108845624856518e-05,6.707553796201995e-07,2.108845624856518e-05,8.421846652601722e-11
1905,2.2113962716373082e-05,6.590592533939343e-07,2.2113962716373082e-05,9.946532883045985e-11
1906,2.259270227763669e-05,6.550753580216094e-07,2.259270227763669e-05,1.1498031495170226e-10
1907,2.282966904333859e-05,6.485370980564247e-07,2.282966904333859e-05,1.1155988434628585e-10
1908,2.266034113875191e-05,6.378882387382743e-07,2.266034113875191e-05,9.442319743551459e-11
1909,2.230428539665549e-05,6.313802519538772e-07,2.230428539665549e-05,7.720490714989227e-11
1910,2.235973235136563e-05,6.292049761214003e-07,2.235973235136563e-05,6.126576230463293e-11
1911,2.214985137730504e-05,6.281164896141231e-07,2.214985137730504e-05,4.5412022356813455e-11
1912,2.2044520457192058e-05,6.306528998071112e-07,2.2044520457192058e-05,3.0165160052370816e-11
1913,2.210747490088189e-05,6.278291786137353e-07,2.210747490088189e-05,2.8948092930683853e-11
1914,2.2216143406694755e-05,6.246622124958126e-07,2.2216143406694755e-05,1.4297918999555443e-11
1915,2.2516524300694334e-05,6.12136773270322e-07,2.2516524300694334e-05,3.023664156355719e-11
1916,2.2490419464052786e-05,6.09759183589631e-07,2.2490419464052786e-05,9.044409170013066e-11
1917,2.2645486491715667e-05,6.122309790563512e-07,2.2645486491715667e-05,1.0440982602309492e-10
1918,2.2685326777199017e-05,6.084372005586504e-07,2.2685326777199017e-05,1.3317030414913437e-10
1919,2.2644185134725247e-05,6.020537333435121e-07,2.2644185134725247e-05,2.0419903466541355e-10
1920,2.255745571996418e-05,6.117134034866467e-07,2.255745571996418e-05,1.899011156658581e-10
1921,2.2063235779309514e-05,5.915921040663566e-07,2.2063235779309514e-05,1.899011156658581e-10
1922,2.144742055471787e-05,5.751683837778338e-07,2.144742055471787e-05,1.7396239310185635e-10
1923,2.060104556481487e-05,5.610699653451385e-07,2.060104556481487e-05,1.1375494296528288e-10
1924,1.9699740473047962e-05,5.49647556421665e-07,1.9699740473047962e-05,9.978920864231863e-11
1925,1.8972335185805734e-05,5.334978254722955e-07,1.8972335185805734e-05,7.102873051627917e-11
1926,1.8225954460961346e-05,5.14314089221963e-07,1.8225954460961346e-05,2.292296313084157e-11
1927,1.7813053481014712e-05,4.960072439124425e-07,1.7813053481014712e-05,2.292296313084157e-11
1928,1.7525419804899555e-05,4.932463874800825e-07,1.7525419804899555e-05,2.292296313084157e-11
1929,1.722622982924804e-05,4.812845507525967e-07,1.722622982924804e-05,2.292296313084157e-11
1930,1.7375384101926882e-05,4.667397450118317e-07,1.7375384101926882e-05,2.292296313084157e-11
1931,1.74123948194652e-05,4.5007270240863105e-07,1.74123948194652e-05,2.292296313084157e-11
1932,1.745538273618357e-05,4.4285431093677677e-07,1.745538273618357e-05,4.656620922194321e-11
1933,1.722964043437969e-05,4.3769801192995927e-07,1.722964043437969e-05,6.997756342639962e-11
1934,1.7104679760190527e-05,4.258616002061899e-07,1.7104679760190527e-05,9.244543820928288e-11
1935,1.6857324226293713e-05,4.280950918200688e-07,1.6857324226293713e-05,9.244543820928288e-11
1936,1.67742494211e-05,4.310229014338672e-07,1.67742494211e-05,9.244543820928288e-11
1937,1.703520138107706e-05,4.3723435640328846e-07,1.703520138107706e-05,9.244543820928288e-11
1938,1.7276123409309158e-05,4.415845751282177e-07,1.7276123409309158e-05,9.244543820928288e-11
1939,1.787993252427051e-05,4.5040248762364043e-07,1.787993252427051e-05,6.880219211818123e-11
1940,1.9133346410983775e-05,4.7003572538934737e-07,1.9133346410983775e-05,2.2467874782883257e-11
1941,2.0354750761595953e-05,4.829034878639504e-07,2.0354750761595953e-05,2.7578570379763587e-11
1942,2.146767526158198e-05,4.960578101937634e-07,2.146767526158198e-05,2.7578570379763587e-11
1943,2.2277587569468388e-05,5.084209776993833e-07,2.2277587569468388e-05,2.7578570379763587e-11
1944,2.2492964490083978e-05,5.15630257983243e-07,2.2492964490083978e-05,2.7578570379763587e-11
1945,2.30444911721861e-05,5.198304100823796e-07,2.30444911721861e-05,2.7578570379763587e-11
1946,2.315815150463355e-05,5.189288328568052e-07,2.315815150463355e-05,2.7578570379763587e-11
1947,2.2918745993852747e-05,5.066536102406514e-07,2.2918745993852747e-05,2.7578570379763587e-11
1948,2.2673025471574094e-05,5.124380371463693e-07,2.2673025471574094e-05,1.709999998743074e-11
1949,2.2543024377747705e-05,5.212253232197586e-07,2.2543024377747705e-05,1.709999998743074e-11
1950,2.2696446519278523e-05,5.190404002470521e-07,2.2696446519278523e-05,1.709999998743074e-11
1951,2.3251531924220865e-05,5.134815767503044e-07,2.3251531924220865e-05,1.709999998743074e-11
1952,2.347946532868913e-05,5.189032127158757e-07,2.347946532868913e-05,1.709999998743074e-11
1953,2.380393431979298e-05,5.25347957136546e-07,2.380393431979298e-05,1.709999998743074e-11
1954,2.38320192563281e-05,5.248587707943184e-07,2.38320192563281e-05,1.709999998743074e-11
1955,2.360226582303377e-05,5.153474213719684e-07,2.360226582303377e-05,2.898850405750965e-11
1956,2.3609700032726062e-05,4.966196018228532e-07,2.3609700032726062e-05,2.898850405750965e-11
1957,2.3300113753066398e-05,4.887084230631444e-07,2.3300113753066398e-05,2.898850405750965e-11
1958,2.260508283922848e-05,4.892766461190539e-07,2.260508283922848e-05,2.898850405750965e-11
1959,2.2103727782710587e-05,4.831506471094014e-07,2.2103727782710587e-05,5.1576382054108194e-11
1960,2.117446248511052e-05,4.738390454609284e-07,2.117446248511052e-05,5.1576382054108194e-11
1961,2.0652990964923186e-05,4.6671673966816994e-07,2.0652990964923186e-05,5.1576382054108194e-11
1962,1.9884638407217737e-05,4.766874894812645e-07,1.9884638407217737e-05,2.2587877996598545e-11
1963,1.8996995485005236e-05,4.719369672199848e-07,1.8996995485005236e-05,2.2587877996598545e-11
1964,1.8200966743669206e-05,4.6256035294131183e-07,1.8200966743669206e-05,2.2587877996598545e-11
1965,1.7571285102998706e-05,4.673915806766412e-07,1.7571285102998706e-05,2.2587877996598545e-11
1966,1.669468383624917e-05,4.6235739757451354e-07,1.669468383624917e-05,0.0
1967,1.5947735976494316e-05,4.620182210146595e-07,1.5947735976494316e-05,0.0
1968,1.5396406784670296e-05,4.5973800411047705e-07,1.5396406784670296e-05,0.0
1969,1.495994378534046e-05,4.3922547173938907e-07,1.495994378534046e-05,0.0
1970,1.4387947755624606e-05,4.401557548914882e-07,1.4387947755624606e-05,0.0
1971,1.4116150331184535e-05,4.4698235309884436e-07,1.4116150331184535e-05,0.0
1972,1.380100742868048e-05,4.2812692819487505e-07,1.380100742868048e-05,8.695445157564612e-12
1973,1.3587240443614843e-05,4.594802476276527e-07,1.3587240443614843e-05,8.695445157564612e-12
1974,1.3576739157932544e-05,4.683223957207312e-07,1.3576739157932544e-05,8.695445157564612e-12
1975,1.3249272342363838e-05,4.69779219461738e-07,1.3249272342363838e-05,8.695445157564612e-12
1976,1.2969367162440903e-05,4.785252778154765e-07,1.2969367162440903e-05,1.6731876301134818e-11
1977,1.3019346754715246e-05,4.874856074366107e-07,1.3019346754715246e-05,3.2784698071410186e-11
1978,1.3001218706319508e-05,4.853857262787642e-07,1.3001218706319508e-05,3.2784698071410186e-11
1979,1.299064648005047e-05,4.906336203345875e-07,1.299064648005047e-05,2.4089252913845575e-11
1980,1.3286052048247906e-05,4.7180282487196177e-07,1.3286052048247906e-05,2.4089252913845575e-11
1981,1.3422799643844233e-05,4.723565772175269e-07,1.3422799643844233e-05,3.171905149249429e-11
1982,1.346876420679369e-05,4.838134941564931e-07,1.346876420679369e-05,3.913054652130274e-11
1983,1.3541194935636927e-05,4.948918542270673e-07,1.3541194935636927e-05,4.5899126761244395e-11
1984,1.3572593940937492e-05,4.89912837662944e-07,1.3572593940937492e-05,3.719689833925344e-11
1985,1.3376044729998934e-05,4.869682917225353e-07,1.3376044729998934e-05,3.719689833925344e-11
1986,1.3460604610112828e-05,4.922574784619169e-07,1.3460604610112828e-05,4.410545341647167e-11
1987,1.305253941349552e-05,4.75081390862085e-07,1.305253941349552e-05,4.410545341647167e-11
1988,1.2818016849840725e-05,4.5544581033547207e-07,1.2818016849840725e-05,6.420129408260929e-11
1989,1.2642514645579337e-05,4.4285390491235634e-07,1.2642514645579337e-05,8.339784616863609e-11
1990,1.2336640013797609e-05,4.1321226668904796e-07,1.2336640013797609e-05,7.525029706499455e-11
1991,1.2013567097060981e-05,4.036906204873958e-07,1.2013567097060981e-05,8.103824060214291e-11
1992,1.17854208708325e-05,3.9251795718493146e-07,1.17854208708325e-05,8.740058676792728e-11
1993,1.1465812219414926e-05,3.8533183247376914e-07,1.1465812219414926e-05,8.69333910413772e-11
1994,1.1292503196662957e-05,3.9013878806924497e-07,1.1292503196662957e-05,9.343652092121322e-11
1995,1.1109121909872296e-05,3.928916458205224e-07,1.1109121909872296e-05,7.209801307560073e-11
1996,1.0990996997861657e-05,3.953748424529684e-07,1.0990996997861657e-05,4.548996596076549e-11
1997,1.1702227571471927e-05,4.1164262094233503e-07,1.1702227571471927e-05,3.883250368089516e-11
1998,1.1749908740707074e-05,4.2724610287742895e-07,1.1749908740707074e-05,3.724954174476127e-11
1999,1.1843848629463796e-05,4.4259287587270333e-07,1.1843848629463796e-05,3.08871955789769e-11
2000,1.1895499483216554e-05,4.534102881085086e-07,1.1895499483216554e-05,2.4445836228308745e-11
2001,1.1990915222018625e-05,4.5397426414898033e-07,1.1990915222018625e-05,1.7942706348472726e-11
2002,1.205088899171512e-05,4.559401775493045e-07,1.205088899171512e-05,1.1555574949298882e-11
2003,1.1914295620434651e-05,4.5778214387480277e-07,1.1914295620434651e-05,1.1555574949298882e-11
2004,1.1266805553792178e-05,4.4307341389477575e-07,1.1266805553792178e-05,1.660212096767287e-11
2005,1.1218070929836748e-05,4.3910900769463167e-07,1.1218070929836748e-05,1.001513951136092e-11
2006,1.1371805677689345e-05,4.3869381524278393e-07,1.1371805677689345e-05,1.001513951136092e-11
2007,1.174962692727734e-05,4.431016082305307e-07,1.174962692727734e-05,1.001513951136092e-11
2008,1.2167434241356595e-05,4.4240046496010367e-07,1.2167434241356595e-05,4.176161797328096e-11
2009,1.248082077966371e-05,4.3557824369599984e-07,1.248082077966371e-05,4.591029714134149e-11
2010,1.2859627012013724e-05,4.3440376121647463e-07,1.2859627012013724e-05,5.0004193246395396e-11
2011,1.3259942144421594e-05,4.39596915059935e-07,1.3259942144421594e-05,4.495764722802141e-11
2012,1.3620738042975842e-05,4.215678513576547e-07,1.3620738042975842e-05,3.9989053735034474e-11
2013,1.3653830527411109e-05,4.0188948397761645e-07,1.3653830527411109e-05,3.9989053735034474e-11
2014,1.3421098628896289e-05,3.764044436138647e-07,1.3421098628896289e-05,3.9989053735034474e-11
2015,1.3041129672533966e-05,3.680101769987232e-07,1.3041129672533966e-05,8.242575273114434e-12
2016,1.2660424545174465e-05,3.5648975784040105e-07,1.2660424545174465e-05,4.093896105053904e-12
2017,1.2611542388185626e-05,3.436167475001639e-07,1.2611542388185626e-05,0.0
2018,1.2340330249571707e-05,3.2988926932375764e-07,1.2340330249571707e-05,0.0
2019,1.1984600860159844e-05,3.238948309558509e-07,1.1984600860159844e-05,0.0
