ngram,bench,bnch,bnch
1580,1.956096002686536e-05,0.0,0.0
1581,1.9609555855432908e-05,0.0,0.0
1582,2.007640270156636e-06,0.0,0.0
1583,1.5569598222750107e-06,0.0,0.0
1584,1.5569598222750107e-06,0.0,0.0
1585,1.3481797265870097e-06,0.0,0.0
1586,1.3481797265870097e-06,0.0,0.0
1587,1.3481797265870097e-06,0.0,0.0
1588,7.548723520553072e-07,0.0,0.0
1589,1.1283252985906853e-06,0.0,0.0
1590,3.2081304977639647e-06,0.0,0.0
1591,3.2081304977639647e-06,0.0,0.0
1592,2.4532581457086574e-06,0.0,0.0
1593,2.4532581457086574e-06,0.0,0.0
1594,2.4532581457086574e-06,0.0,0.0
1595,3.354852326862913e-06,0.0,0.0
1596,4.875163410490911e-06,0.0,0.0
1597,3.1585444893218143e-06,0.0,0.0
1598,3.2912462383397463e-06,0.0,0.0
1599,3.762890831434821e-06,0.0,0.0
1600,5.893012525705542e-06,0.0,0.0
1601,7.455603419462672e-06,0.0,0.0
1602,7.389214983634572e-06,0.0,0.0
1603,7.143891390829335e-06,0.0,0.0
1604,8.653678613817256e-06,0.0,0.0
1605,8.858287531308764e-06,0.0,0.0
1606,8.466723045330582e-06,0.0,0.0
1607,7.829595501464479e-06,0.0,0.0
1608,7.0657149941715554e-06,0.0,0.0
1609,6.985205158928563e-06,0.0,0.0
1610,5.464212985576264e-06,0.0,0.0
1611,4.820186794469399e-06,0.0,0.0
1612,4.4828761279599604e-06,0.0,0.0
1613,5.04203794499907e-06,0.0,0.0
1614,4.2082632895861546e-06,0.0,0.0
1615,3.4095529031219485e-06,0.0,0.0
1616,2.654856993038785e-06,0.0,0.0
1617,3.26865672052788e-06,0.0,0.0
1618,2.5320950953755528e-06,0.0,0.0
1619,2.644629595189534e-06,0.0,0.0
1620,2.710560100435292e-06,0.0,0.0
1621,2.051340605443589e-06,0.0,0.0
1622,2.051340605443589e-06,0.0,0.0
1623,2.590168987483464e-06,0.0,0.0
1624,2.1475853811482793e-06,0.0,0.0
1625,2.9011700186336905e-06,0.0,0.0
1626,2.788635518819709e-06,0.0,0.0
1627,2.4030057699876906e-06,0.0,0.0
1628,2.7960755427817015e-06,0.0,0.0
1629,2.7960755427817015e-06,0.0,0.0
1630,2.602243154927107e-06,0.0,0.0
1631,2.3602587556784523e-06,0.0,0.0
1632,1.2975407019309517e-06,0.0,0.0
1633,1.5717262970481118e-06,0.0,0.0
1634,1.6224380975212886e-06,0.0,0.0
1635,1.3940077516443644e-06,0.0,0.0
1636,1.567696569639208e-06,0.0,0.0
1637,1.6616613395724147e-06,0.0,0.0
1638,2.3456667577193002e-06,0.0,0.0
1639,2.7075061065521107e-06,0.0,0.0
1640,2.4333205114349506e-06,0.0,0.0
1641,2.5408427291040425e-06,0.0,0.0
1642,2.48415313665516e-06,0.0,0.0
1643,2.491109211989949e-06,0.0,0.0
1644,2.3271328391924077e-06,0.0,0.0
1645,1.7829147590678725e-06,0.0,0.0
1646,1.3385615521396436e-06,0.0,0.0
1647,1.650698217352848e-06,0.0,0.0
1648,1.6314138763716204e-06,0.0,0.0
1649,1.6016918168913565e-06,0.0,0.0
1650,2.035928811697626e-06,0.0,0.0
1651,2.233945329927727e-06,0.0,0.0
1652,2.0374780059942817e-06,0.0,0.0
1653,2.38899428138341e-06,0.0,0.0
1654,2.4087231054181757e-06,0.0,0.0
1655,2.1245398897917767e-06,0.0,0.0
1656,2.544692766345439e-06,0.0,0.0
1657,2.930770473800034e-06,0.0,0.0
1658,2.77946336219819e-06,0.0,0.0
1659,2.9081321031299012e-06,0.0,0.0
1660,2.776576617894274e-06,0.0,0.0
1661,2.5790819466107806e-06,0.0,0.0
1662,2.851371277756698e-06,0.0,0.0
1663,2.878550455014712e-06,0.0,0.0
1664,1.956196821798325e-06,0.0,0.0
1665,2.207694064639197e-06,0.0,0.0
1666,2.4785093078857505e-06,0.0,0.0
1667,2.2227147391211995e-06,0.0,0.0
1668,2.175850352971663e-06,0.0,0.0
1669,1.938930523692761e-06,0.0,0.0
1670,1.6066165398699792e-06,0.0,0.0
1671,1.5671207701676134e-06,0.0,0.0
1672,1.2399357355466885e-06,0.0,0.0
1673,9.641661011171112e-07,0.0,0.0
1674,9.317919936587973e-07,0.0,0.0
1675,1.0158780595150217e-06,0.0,0.0
1676,1.106824996099931e-06,0.0,0.0
1677,1.3837859305405281e-06,0.0,0.0
1678,1.384512880723118e-06,0.0,0.0
1679,1.3000092593529189e-06,0.0,0.0
1680,1.9003720958770437e-06,0.0,0.0
1681,2.0692241946562717e-06,0.0,0.0
1682,2.220208224506288e-06,0.0,0.0
1683,1.963717100547261e-06,0.0,0.0
1684,1.698061380141423e-06,0.0,0.0
1685,1.678430068961591e-06,0.0,0.0
1686,1.8208489486986373e-06,0.0,0.0
1687,1.1791719418040105e-06,0.0,0.0
1688,1.0243808970601873e-06,0.0,0.0
1689,7.018043695390068e-07,0.0,0.0
1690,9.484539812579637e-07,0.0,0.0
1691,1.9182734039954345e-06,0.0,0.0
1692,1.9217356168610422e-06,0.0,0.0
1693,1.7118679360399774e-06,0.0,0.0
1694,1.7270099590405152e-06,0.0,0.0
1695,1.7579523980007901e-06,0.0,0.0
1696,1.946903755164645e-06,0.0,0.0
1697,1.8251024057138108e-06,0.0,0.0
1698,6.922170062547853e-07,0.0,0.0
1699,7.338966635675856e-07,0.0,0.0
1700,1.0687722148564456e-06,0.0,0.0
1701,9.905635311367535e-07,0.0,0.0
1702,9.489849942058624e-07,0.0,0.0
1703,7.931572676105654e-07,0.0,0.0
1704,6.501598477370862e-07,0.0,0.0
1705,1.606875473823623e-06,0.0,0.0
1706,1.785186193663841e-06,0.0,0.0
1707,1.4048668707086369e-06,0.0,0.0
1708,1.40482508673553e-06,0.0,0.0
1709,1.3929196386795541e-06,0.0,0.0
1710,1.4114410800760067e-06,0.0,0.0
1711,1.4048404385188666e-06,0.0,0.0
1712,4.283665698981817e-07,0.0,0.0
1713,2.279802089333316e-07,0.0,0.0
1714,3.325161657130593e-07,0.0,0.0
1715,3.58513844389563e-07,0.0,0.0
1716,3.344638120747082e-07,0.0,0.0
1717,3.43949983922747e-07,0.0,0.0
1718,4.79400449242868e-07,0.0,0.0
1719,5.366920601902945e-07,0.0,0.0
1720,6.83703685159084e-07,0.0,0.0
1721,1.3540033754517417e-06,0.0,0.0
1722,1.331896722181877e-06,0.0,0.0
1723,1.8444363547587272e-06,0.0,0.0
1724,1.941819951818096e-06,0.0,0.0
1725,1.845808453383922e-06,0.0,0.0
1726,1.856214972966492e-06,0.0,0.0
1727,2.2680902540222244e-06,0.0,0.0
1728,1.6066337918476035e-06,0.0,0.0
1729,1.742750457976529e-06,0.0,0.0
1730,1.369325868186674e-06,0.0,0.0
1731,1.252611464711403e-06,0.0,0.0
1732,1.3126997901378803e-06,0.0,0.0
1733,2.2699654981092214e-06,0.0,0.0
1734,1.9826721679042488e-06,0.0,0.0
1735,2.066426365640187e-06,0.0,0.0
1736,2.353625270805943e-06,0.0,0.0
1737,2.588278152058722e-06,0.0,0.0
1738,3.7601691604192766e-06,0.0,0.0
1739,3.974041614388365e-06,0.0,0.0
1740,3.1295074580027304e-06,0.0,0.0
1741,2.9691169467176744e-06,0.0,0.0
1742,3.0231102365568015e-06,0.0,0.0
1743,2.894447886449468e-06,0.0,0.0
1744,2.7617392268959e-06,4.464060359461135e-09,4.464060359461135e-09
1745,1.7500182138974196e-06,4.464060359461135e-09,4.464060359461135e-09
1746,2.148996421575638e-06,4.464060359461135e-09,4.464060359461135e-09
1747,2.312845253982232e-06,4.464060359461135e-09,4.464060359461135e-09
1748,2.671572328186552e-06,4.464060359461135e-09,4.464060359461135e-09
1749,2.9268272458336597e-06,4.464060359461135e-09,4.464060359461135e-09
1750,3.3413096421749548e-06,4.464060359461135e-09,4.464060359461135e-09
1751,3.831923793638582e-06,0.0,0.0
1752,4.3550911479022555e-06,0.0,0.0
1753,4.277144333692766e-06,0.0,0.0
1754,5.810706235414338e-06,0.0,0.0
1755,6.6307485602529984e-06,0.0,0.0
1756,6.919617979812236e-06,0.0,0.0
1757,6.796324279483608e-06,0.0,0.0
1758,7.270393715381422e-06,0.0,0.0
1759,8.57339338316316e-06,0.0,0.0
1760,1.0077946236768704e-05,0.0,0.0
1761,9.666083120204608e-06,0.0,0.0
1762,1.0430617749079829e-05,0.0,0.0
1763,1.1068545063608326e-05,0.0,0.0
1764,1.1201539824209508e-05,0.0,0.0
1765,1.2468672529004315e-05,0.0,0.0
1766,1.2447155833277585e-05,0.0,0.0
1767,1.2111434054012144e-05,2.9445022927835194e-09,2.9445022927835194e-09
1768,1.2729266797707948e-05,2.9445022927835194e-09,2.9445022927835194e-09
1769,1.175251119483229e-05,2.9445022927835194e-09,2.9445022927835194e-09
1770,1.1939934665861074e-05,2.9445022927835194e-09,2.9445022927835194e-09
1771,1.2353645875659172e-05,2.9445022927835194e-09,2.9445022927835194e-09
1772,1.2097715106002787e-05,2.9445022927835194e-09,2.9445022927835194e-09
1773,1.1232978327565693e-05,2.9445022927835194e-09,2.9445022927835194e-09
1774,1.0604922473638518e-05,0.0,0.0
1775,1.0044834328125165e-05,0.0,0.0
1776,9.878564859328825e-06,0.0,0.0
1777,1.0208217710377149e-05,0.0,0.0
1778,1.0028668514548502e-05,0.0,0.0
1779,9.061826403922169e-06,0.0,0.0
1780,9.698241683508968e-06,0.0,0.0
1781,1.0104427344361153e-05,0.0,0.0
1782,9.953132900721226e-06,0.0,0.0
1783,1.0194408267644966e-05,0.0,0.0
1784,1.0948580633599444e-05,0.0,0.0
1785,1.1380165623060229e-05,0.0,0.0
1786,1.1102974310363476e-05,0.0,0.0
1787,1.1478830661612197e-05,0.0,0.0
1788,1.1620994428085396e-05,0.0,0.0
1789,1.3070152622926148e-05,1.163384817053676e-09,1.163384817053676e-09
1790,1.3883842452092462e-05,1.163384817053676e-09,1.163384817053676e-09
1791,1.3124639670942478e-05,1.163384817053676e-09,1.163384817053676e-09
1792,1.3451562998462968e-05,1.163384817053676e-09,1.163384817053676e-09
1793,1.4171651595721155e-05,1.163384817053676e-09,1.163384817053676e-09
1794,1.4463558597656498e-05,2.1613703842555357e-09,2.1613703842555357e-09
1795,1.4213818108796009e-05,2.1613703842555357e-09,2.1613703842555357e-09
1796,1.2969106137461495e-05,9.979855672018596e-10,9.979855672018596e-10
1797,1.2651653897981824e-05,1.5649092180832928e-09,1.5649092180832928e-09
1798,1.188746526687672e-05,1.5649092180832928e-09,1.5649092180832928e-09
1799,1.1582607190315944e-05,1.5649092180832928e-09,1.5649092180832928e-09
1800,1.1311906096774951e-05,1.5649092180832928e-09,1.5649092180832928e-09
1801,1.0241219959945219e-05,5.66923650881433e-10,5.66923650881433e-10
1802,1.0206686056335457e-05,5.66923650881433e-10,5.66923650881433e-10
1803,1.0280951365919983e-05,5.66923650881433e-10,5.66923650881433e-10
1804,1.02986440262092e-05,0.0,0.0
1805,1.063874905022593e-05,0.0,0.0
1806,1.063999219955544e-05,0.0,0.0
1807,1.0976616197565039e-05,2.092212276443612e-10,2.092212276443612e-10
1808,1.1342456543518762e-05,2.092212276443612e-10,2.092212276443612e-10
1809,1.2258428666557717e-05,2.092212276443612e-10,2.092212276443612e-10
1810,1.311603695545013e-05,2.092212276443612e-10,2.092212276443612e-10
1811,1.3614442650577985e-05,2.092212276443612e-10,2.092212276443612e-10
1812,1.3482432093171934e-05,2.092212276443612e-10,2.092212276443612e-10
1813,1.5303809829804648e-05,2.092212276443612e-10,2.092212276443612e-10
1814,1.5397509741887916e-05,0.0,0.0
1815,1.529760265839286e-05,1.9314070977470366e-10,1.9314070977470366e-10
1816,1.4602569925565539e-05,1.9314070977470366e-10,1.9314070977470366e-10
1817,1.3925562468232653e-05,1.9314070977470366e-10,1.9314070977470366e-10
1818,1.3287690957700501e-05,1.9314070977470366e-10,1.9314070977470366e-10
1819,1.3329479120979418e-05,3.434381509340564e-10,3.434381509340564e-10
1820,1.1561903322996972e-05,3.434381509340564e-10,3.434381509340564e-10
1821,1.1224935146206658e-05,3.434381509340564e-10,3.434381509340564e-10
1822,1.112551944970619e-05,1.5029744115935273e-10,1.5029744115935273e-10
1823,1.1589797265644717e-05,2.9076020955999734e-10,2.9076020955999734e-10
1824,1.1208431975059544e-05,2.9076020955999734e-10,2.9076020955999734e-10
1825,1.1139106910767233e-05,2.9076020955999734e-10,2.9076020955999734e-10
1826,1.1291418169483742e-05,1.4046276840064464e-10,1.4046276840064464e-10
1827,1.1288306918036792e-05,1.4046276840064464e-10,1.4046276840064464e-10
1828,1.1263421973645954e-05,1.4046276840064464e-10,1.4046276840064464e-10
1829,1.1070091334529155e-05,2.1073704686053977e-10,2.1073704686053977e-10
1830,1.022320754730442e-05,1.6557882049588509e-10,1.6557882049588509e-10
1831,1.0213453866266978e-05,2.584734807139658e-10,2.584734807139658e-10
1832,1.0048705787214982e-05,2.584734807139658e-10,2.584734807139658e-10
1833,9.813388455118652e-06,3.409517430290927e-10,3.409517430290927e-10
1834,9.714492080092896e-06,3.409517430290927e-10,3.409517430290927e-10
1835,9.697723856204124e-06,3.409517430290927e-10,3.409517430290927e-10
1836,9.953818334906828e-06,2.7067746456919753e-10,2.7067746456919753e-10
1837,1.0072215575616741e-05,3.3025574338755147e-10,3.3025574338755147e-10
1838,1.0126765768550935e-05,3.1368683047919687e-10,3.1368683047919687e-10
1839,1.0147590598665244e-05,3.894682671606071e-10,3.894682671606071e-10
1840,1.0240263301446767e-05,3.069900048454802e-10,3.069900048454802e-10
1841,1.0201664086447895e-05,3.769676158528666e-10,3.769676158528666e-10
1842,1.0160535176899949e-05,4.3778305583838263e-10,4.3778305583838263e-10
1843,1.011163307599158e-05,5.6893211570446e-10,5.6893211570446e-10
1844,1.0058139196189586e-05,4.808321518723346e-10,4.808321518723346e-10
1845,9.909319227777555e-06,4.0450640456260855e-10,4.0450640456260855e-10
1846,9.995468514846704e-06,3.939454675170952e-10,3.939454675170952e-10
1847,9.865048403818427e-06,5.151563976988984e-10,5.151563976988984e-10
1848,1.007199430854858e-05,5.545541367383119e-10,5.545541367383119e-10
1849,1.0038176826908187e-05,6.012177700132071e-10,6.012177700132071e-10
1850,9.955080063913816e-06,4.700687101471296e-10,4.700687101471296e-10
1851,9.863417160106889e-06,4.961430433159109e-10,4.961430433159109e-10
1852,9.827333217669678e-06,6.983893265287224e-10,6.983893265287224e-10
1853,9.899426394050742e-06,6.331688268928254e-10,6.331688268928254e-10
1854,1.0175649549637455e-05,5.624597573409115e-10,5.624597573409115e-10
1855,1.004933112978636e-05,5.580879052542137e-10,5.580879052542137e-10
1856,9.998455555302956e-06,4.506088319938024e-10,4.506088319938024e-10
1857,9.846551620285027e-06,4.987430587569516e-10,4.987430587569516e-10
1858,9.894856053246518e-06,4.6348938179515843e-10,4.6348938179515843e-10
1859,9.851823311432131e-06,3.2217248710101186e-10,3.2217248710101186e-10
1860,9.680791663413402e-06,5.661533226357968e-10,5.661533226357968e-10
1861,9.387352552689013e-06,5.721381424184102e-10,5.721381424184102e-10
1862,9.153488852981745e-06,5.785711869916404e-10,5.785711869916404e-10
1863,9.052175041038676e-06,8.172605885687594e-10,8.172605885687594e-10
1864,9.07890561003504e-06,8.162214832590259e-10,8.162214832590259e-10
1865,9.111216968449298e-06,1.0239772759871153e-09,1.0239772759871153e-09
1866,9.340338302925894e-06,1.140006367084112e-09,1.140006367084112e-09
1867,9.491292205763915e-06,1.1120878107284682e-09,1.1120878107284682e-09
1868,9.53481841341792e-06,1.1452245263221528e-09,1.1452245263221528e-09
1869,9.875916865504613e-06,1.1525456382927806e-09,1.1525456382927806e-09
1870,1.0187112041291715e-05,1.1250385464503916e-09,1.1250385464503916e-09
1871,1.0532581394987314e-05,1.199671608085952e-09,1.199671608085952e-09
1872,1.071770150571995e-05,1.0981191432359238e-09,1.0981191432359238e-09
1873,1.071479696942593e-05,9.211606636202621e-10,9.211606636202621e-10
1874,1.0683951196759673e-05,1.023024101939488e-09,1.023024101939488e-09
1875,1.0788217098576882e-05,1.0136307666235617e-09,1.0136307666235617e-09
1876,1.0729949670868727e-05,9.332050965316085e-10,9.332050965316085e-10
1877,1.0694278898881748e-05,8.967811533049692e-10,8.967811533049692e-10
1878,1.0536122057861316e-05,9.564797644388635e-10,9.564797644388635e-10
1879,1.0472042829081016e-05,8.6250055113852e-10,8.6250055113852e-10
1880,1.0430451376513311e-05,1.0598206479084382e-09,1.0598206479084382e-09
1881,1.0526174264668953e-05,8.365917205020525e-10,8.365917205020525e-10
1882,1.052558997928697e-05,8.211808177893687e-10,8.211808177893687e-10
1883,1.0493452983999824e-05,9.755845972339979e-10,9.755845972339979e-10
1884,1.0420178503928973e-05,8.923589486390224e-10,8.923589486390224e-10
1885,1.0350272272522229e-05,1.059211496290402e-09,1.059211496290402e-09
1886,1.036369160699126e-05,1.127326954009078e-09,1.127326954009078e-09
1887,1.0400743511646787e-05,1.4826862198320206e-09,1.4826862198320206e-09
1888,1.036622467966351e-05,2.0360576320171172e-09,2.0360576320171172e-09
1889,1.0455537059377612e-05,2.2852892276960445e-09,2.2852892276960445e-09
1890,1.0551559561073581e-05,2.244327612643815e-09,2.244327612643815e-09
1891,1.0651933735061903e-05,2.434450450751667e-09,2.434450450751667e-09
1892,1.0788861150753551e-05,2.2210006056511133e-09,2.2210006056511133e-09
1893,1.091368825914937e-05,2.267550908945688e-09,2.267550908945688e-09
1894,1.1074270332755987e-05,1.8695139563413524e-09,1.8695139563413524e-09
1895,1.133031297026069e-05,1.3908154152174136e-09,1.3908154152174136e-09
1896,1.1591029630965619e-05,1.1349059390676685e-09,1.1349059390676685e-09
1897,1.1965607752374905e-05,1.0760155702957012e-09,1.0760155702957012e-09
1898,1.2151840694839069e-05,8.66512687000157e-10,8.66512687000157e-10
1899,1.2200438115022344e-05,1.0413196019750818e-09,1.0413196019750818e-09
1900,1.2425943168636877e-05,9.471792398027139e-10,9.471792398027139e-10
1901,1.2535070189707248e-05,8.439468885639607e-10,8.439468885639607e-10
1902,1.2584424179554585e-05,8.123235496958005e-10,8.123235496958005e-10
1903,1.2688148282385165e-05,8.657562841233154e-10,8.657562841233154e-10
1904,1.2567641273822769e-05,8.521412068037851e-10,8.521412068037851e-10
1905,1.2673236337182711e-05,8.257291200004196e-10,8.257291200004196e-10
1906,1.2734975825878792e-05,5.316076943730406e-10,5.316076943730406e-10
1907,1.2701167309257602e-05,4.4125466772523426e-10,4.4125466772523426e-10
1908,1.2854787460777775e-05,4.0356906308832864e-10,4.0356906308832864e-10
1909,1.2812989812768397e-05,3.071657690106073e-10,3.071657690106073e-10
1910,1.2636186511372216e-05,2.782350936948928e-10,2.782350936948928e-10
1911,1.26662907860009e-05,2.9681191631476215e-10,2.9681191631476215e-10
1912,1.2587299482090333e-05,2.943136528139283e-10,2.943136528139283e-10
1913,1.2683901461839144e-05,3.073945046917968e-10,3.073945046917968e-10
1914,1.2464939962748239e-05,3.22010994258104e-10,3.22010994258104e-10
1915,1.2114914690235829e-05,3.879801569303279e-10,3.879801569303279e-10
1916,1.1906037798325997e-05,4.2189644337632867e-10,4.2189644337632867e-10
1917,1.1596556630268293e-05,3.9511604404962597e-10,3.9511604404962597e-10
1918,1.1289502903569623e-05,4.554531444449823e-10,4.554531444449823e-10
1919,1.1136602292286365e-05,4.264165687217769e-10,4.264165687217769e-10
1920,1.090117153320794e-05,4.21022385605723e-10,4.21022385605723e-10
1921,1.0917731482810008e-05,4.626291125980104e-10,4.626291125980104e-10
1922,1.108195647248067e-05,3.829354958129194e-10,3.829354958129194e-10
1923,1.1160787575395911e-05,4.795502992720785e-10,4.795502992720785e-10
1924,1.1240031718833571e-05,5.4579501136885e-10,5.4579501136885e-10
1925,1.1236852904923061e-05,5.486486176090441e-10,5.486486176090441e-10
1926,1.1197351990891288e-05,6.032117583210095e-10,6.032117583210095e-10
1927,1.1147382143203036e-05,6.027484820782445e-10,6.027484820782445e-10
1928,1.0973856400856416e-05,5.693347519621281e-10,5.693347519621281e-10
1929,1.1030209861928597e-05,6.199063464932106e-10,6.199063464932106e-10
1930,1.0722483109150613e-05,5.024870142993671e-10,5.024870142993671e-10
1931,1.0652064962154587e-05,6.951754905853186e-10,6.951754905853186e-10
1932,1.0537096646398173e-05,5.814257507991932e-10,5.814257507991932e-10
1933,1.0425266347218504e-05,5.358240220568586e-10,5.358240220568586e-10
1934,1.0465942458332783e-05,5.130856434165665e-10,5.130856434165665e-10
1935,1.0539504338729394e-05,5.347208231754053e-10,5.347208231754053e-10
1936,1.014371667094695e-05,5.050866609877604e-10,5.050866609877604e-10
1937,1.0238131445865812e-05,4.955167090140275e-10,4.955167090140275e-10
1938,1.0131955215391436e-05,2.2422508492793624e-10,2.2422508492793624e-10
1939,1.0226681297353934e-05,2.2672664341210387e-10,2.2672664341210387e-10
1940,1.0215047041128855e-05,2.5514600947890946e-10,2.5514600947890946e-10
1941,1.0179583114222623e-05,3.1030315023843665e-10,3.1030315023843665e-10
1942,1.0021158102192982e-05,2.9076652990107325e-10,2.9076652990107325e-10
1943,1.0039607332146261e-05,2.9128242278504095e-10,2.9128242278504095e-10
1944,9.96023469010002e-06,3.033115544440587e-10,3.033115544440587e-10
1945,1.007944164095014e-05,2.7857647339717724e-10,2.7857647339717724e-10
1946,1.0270370304559557e-05,2.61884631044421e-10,2.61884631044421e-10
1947,1.035374134517042e-05,2.102981063099664e-10,2.102981063099664e-10
1948,1.0230842885253619e-05,1.8934096552530073e-10,1.8934096552530073e-10
1949,1.0321712579752784e-05,1.8143908201270368e-10,1.8143908201270368e-10
1950,1.026119038475112e-05,1.599857567852985e-10,1.599857567852985e-10
1951,1.024012739695276e-05,1.1962088958261674e-10,1.1962088958261674e-10
1952,1.0024060169858526e-05,1.0085146904100942e-10,1.0085146904100942e-10
1953,9.585554705284136e-06,9.91337339598505e-11,9.91337339598505e-11
1954,9.311222778965852e-06,1.2816564575508187e-10,1.2816564575508187e-10
1955,9.194974544308415e-06,1.2295414983773004e-10,1.2295414983773004e-10
1956,9.011001046539085e-06,1.3288399844776525e-10,1.3288399844776525e-10
1957,8.865380810415705e-06,1.7111517460913613e-10,1.7111517460913613e-10
1958,8.691194515059969e-06,2.0217330785689469e-10,2.0217330785689469e-10
1959,8.632188967437418e-06,2.3605512584306306e-10,2.3605512584306306e-10
1960,8.590322977397591e-06,2.36440236437271e-10,2.36440236437271e-10
1961,8.51962964329037e-06,2.186638935395914e-10,2.186638935395914e-10
1962,8.380780985005134e-06,3.427017271153053e-10,3.427017271153053e-10
1963,8.27272989616696e-06,3.6528499768635163e-10,3.6528499768635163e-10
1964,8.19387618581199e-06,4.709467825634941e-10,4.709467825634941e-10
1965,8.210990537398694e-06,4.58599877319253e-10,4.58599877319253e-10
1966,8.161596140001035e-06,4.950626307707675e-10,4.950626307707675e-10
1967,8.08333996766513e-06,4.809884048590745e-10,4.809884048590745e-10
1968,7.973354838343636e-06,4.785893774537721e-10,4.785893774537721e-10
1969,7.898920427708487e-06,3.255630398205486e-10,3.255630398205486e-10
1970,7.811656619846222e-06,2.848132672166643e-10,2.848132672166643e-10
1971,7.72021654224123e-06,1.6777300877933244e-10,1.6777300877933244e-10
1972,7.5920369064468626e-06,1.9338079847759053e-10,1.9338079847759053e-10
1973,7.518691940536623e-06,2.7160996765188527e-10,2.7160996765188527e-10
1974,7.455068693421449e-06,2.5392060973691445e-10,2.5392060973691445e-10
1975,7.415019873795765e-06,2.8561157010870934e-10,2.8561157010870934e-10
1976,7.4192253123328555e-06,3.1775729468299016e-10,3.1775729468299016e-10
1977,7.444373295584228e-06,3.170141966395741e-10,3.170141966395741e-10
1978,7.4650420174293686e-06,3.0648135121039543e-10,3.0648135121039543e-10
1979,7.443675323364525e-06,2.781240386805019e-10,2.781240386805019e-10
1980,7.419721636584395e-06,1.4522395290285572e-10,1.4522395290285572e-10
1981,7.715278505721862e-06,1.910027463572891e-10,1.910027463572891e-10
1982,7.753801972804858e-06,1.5786673952205328e-10,1.5786673952205328e-10
1983,7.734472416944169e-06,1.4792853251867554e-10,1.4792853251867554e-10
1984,7.735062743969528e-06,1.4725271498182225e-10,1.4725271498182225e-10
1985,7.711727773442232e-06,1.5986915759467835e-10,1.5986915759467835e-10
1986,7.778658852787754e-06,1.6190112742516964e-10,1.6190112742516964e-10
1987,7.807942893123254e-06,1.796648088240157e-10,1.796648088240157e-10
