ngram,freedom,fedom,fredom,freddom
1587,1.9099129856061025e-05,0.0,2.403113025398592e-07,0.0
1588,1.917532829663417e-05,0.0,2.403113025398592e-07,0.0
1589,1.9735507716437235e-05,0.0,2.403113025398592e-07,0.0
1590,1.902989885950644e-05,0.0,0.0,0.0
1591,7.87451511184502e-06,0.0,0.0,0.0
1592,1.729898024547895e-05,0.0,0.0,0.0
1593,1.747319330596448e-05,0.0,0.0,0.0
1594,1.761919208677552e-05,0.0,0.0,0.0
1595,1.8302077608365964e-05,0.0,0.0,0.0
1596,1.984608044429998e-05,0.0,0.0,0.0
1597,1.695064546376151e-05,0.0,0.0,0.0
1598,1.8761976012423736e-05,0.0,0.0,0.0
1599,8.488128839547113e-06,0.0,0.0,0.0
1600,1.0577192175073183e-05,0.0,0.0,0.0
1601,1.0715653583507187e-05,0.0,0.0,0.0
1602,1.1868879612718177e-05,0.0,0.0,0.0
1603,1.0176807466320628e-05,0.0,0.0,0.0
1604,1.8716885668774402e-05,0.0,0.0,0.0
1605,1.6709798858625747e-05,0.0,0.0,0.0
1606,2.040231993305497e-05,0.0,0.0,0.0
1607,1.8913143841408392e-05,0.0,0.0,0.0
1608,1.7936524532810188e-05,0.0,0.0,0.0
1609,1.5996929115707254e-05,0.0,0.0,0.0
1610,1.634950857416178e-05,0.0,0.0,0.0
1611,1.2957857312098245e-05,0.0,0.0,0.0
1612,1.315854810205305e-05,0.0,0.0,0.0
1613,9.953245288280804e-06,0.0,0.0,0.0
1614,1.0108299842873489e-05,0.0,0.0,0.0
1615,1.2013016138163429e-05,0.0,0.0,0.0
1616,1.3969966013454333e-05,0.0,0.0,0.0
1617,1.382298309441207e-05,0.0,0.0,0.0
1618,1.5477615891411135e-05,0.0,9.847713857068032e-08,0.0
1619,2.0116201540076872e-05,0.0,2.1101163838466164e-07,0.0
1620,2.0164727824781687e-05,0.0,2.1101163838466164e-07,0.0
1621,1.8695097115336728e-05,0.0,2.1101163838466164e-07,0.0
1622,2.276999561802638e-05,0.0,2.1101163838466164e-07,0.0
1623,2.3749408374637176e-05,0.0,2.1101163838466164e-07,0.0
1624,2.8656992737653907e-05,0.0,2.1101163838466164e-07,0.0
1625,2.1369684629592355e-05,0.0,1.1253449981398132e-07,0.0
1626,1.757082842297158e-05,0.0,0.0,0.0
1627,1.6723210624799583e-05,0.0,1.5977134028487073e-07,0.0
1628,1.7134397255956302e-05,0.0,1.5977134028487073e-07,0.0
1629,1.255778132807401e-05,0.0,1.5977134028487073e-07,0.0
1630,9.659139729072714e-06,0.0,1.5977134028487073e-07,0.0
1631,4.303888675037472e-06,0.0,1.5977134028487073e-07,0.0
1632,7.235924970570652e-06,0.0,1.5977134028487073e-07,0.0
1633,7.229122080129205e-06,0.0,1.5977134028487073e-07,0.0
1634,1.0154804759362637e-05,0.0,0.0,0.0
1635,1.0059118413404836e-05,0.0,0.0,0.0
1636,8.91665277842029e-06,0.0,0.0,0.0
1637,9.044511102729302e-06,0.0,0.0,0.0
1638,9.884496713701602e-06,0.0,0.0,0.0
1639,7.809032922523329e-06,0.0,0.0,0.0
1640,7.87741769922182e-06,0.0,0.0,0.0
1641,9.86834109945838e-06,0.0,0.0,0.0
1642,1.250496802640555e-05,0.0,0.0,0.0
1643,1.341862662229687e-05,0.0,0.0,0.0
1644,1.4428593203774653e-05,0.0,0.0,0.0
1645,1.66602785611758e-05,0.0,0.0,0.0
1646,1.7818474329292906e-05,0.0,0.0,0.0
1647,1.856411810357323e-05,0.0,0.0,0.0
1648,1.692643335055826e-05,0.0,0.0,0.0
1649,1.7629049190353336e-05,0.0,0.0,0.0
1650,1.9046145488183746e-05,0.0,4.392013660695479e-08,0.0
1651,2.0744584097493706e-05,0.0,4.392013660695479e-08,0.0
1652,1.967405764194804e-05,0.0,4.392013660695479e-08,0.0
1653,2.1277326855592298e-05,0.0,4.392013660695479e-08,0.0
1654,2.203767663948903e-05,0.0,4.392013660695479e-08,0.0
1655,2.435118559722988e-05,0.0,4.392013660695479e-08,0.0
1656,2.341769374782286e-05,0.0,4.392013660695479e-08,0.0
1657,2.866725558955555e-05,0.0,2.7804432534139778e-08,0.0
1658,2.7157411880450256e-05,0.0,2.7804432534139778e-08,0.0
1659,2.9360964487880536e-05,0.0,2.7804432534139778e-08,0.0
1660,3.14353379248392e-05,0.0,2.7804432534139778e-08,0.0
1661,3.0236852191072622e-05,0.0,2.7804432534139778e-08,0.0
1662,2.870703584838858e-05,0.0,2.7804432534139778e-08,0.0
1663,2.8106690868818468e-05,0.0,2.7804432534139778e-08,0.0
1664,2.568965205032977e-05,0.0,0.0,0.0
1665,2.7375001731603072e-05,0.0,0.0,0.0
1666,2.6715465537563432e-05,0.0,3.9948397605777634e-08,0.0
1667,2.4527904705402242e-05,0.0,7.240071348795546e-08,0.0
1668,2.658761383957296e-05,0.0,1.1615392939542549e-07,0.0
1669,2.527077543033686e-05,0.0,1.1615392939542549e-07,0.0
1670,2.7184210661549253e-05,0.0,1.1615392939542549e-07,0.0
1671,2.766603860696445e-05,0.0,1.1615392939542549e-07,0.0
1672,2.887224400183186e-05,0.0,1.4075453082438928e-07,0.0
1673,2.928910258300935e-05,0.0,1.0080613321861165e-07,0.0
1674,3.0468648089611505e-05,0.0,1.008843416424757e-07,0.0
1675,3.054010890731921e-05,0.0,5.713112573500569e-08,0.0
1676,3.231573178449513e-05,0.0,5.713112573500569e-08,0.0
1677,3.438359142039969e-05,0.0,5.713112573500569e-08,0.0
1678,3.351735072750931e-05,0.0,5.713112573500569e-08,0.0
1679,3.365606322144491e-05,0.0,3.2530524306041893e-08,0.0
1680,3.347022435004224e-05,0.0,3.2530524306041893e-08,0.0
1681,3.1717064692721965e-05,0.0,0.0,0.0
1682,3.090355104567217e-05,0.0,0.0,0.0
1683,2.9620734494528733e-05,0.0,0.0,0.0
1684,2.7957124724967537e-05,0.0,0.0,0.0
1685,2.5645513492885845e-05,0.0,0.0,0.0
1686,2.7067429982707836e-05,0.0,2.762920660513503e-08,0.0
1687,2.5758015129083234e-05,0.0,2.762920660513503e-08,0.0
1688,2.711320433133681e-05,0.0,2.762920660513503e-08,0.0
1689,2.7047988623962738e-05,0.0,2.762920660513503e-08,0.0
1690,2.732597697883778e-05,0.0,2.762920660513503e-08,0.0
1691,2.6550137980458593e-05,0.0,2.762920660513503e-08,0.0
1692,2.588147071946878e-05,0.0,2.762920660513503e-08,0.0
1693,2.19131657753938e-05,0.0,0.0,0.0
1694,2.13003607184094e-05,0.0,0.0,0.0
1695,2.0766581915917675e-05,0.0,0.0,0.0
1696,2.017645030199284e-05,0.0,0.0,0.0
1697,2.079814761860429e-05,0.0,0.0,0.0
1698,1.9632765023353776e-05,0.0,1.0371270572509924e-08,0.0
1699,1.9991510011355524e-05,0.0,2.3440810943092013e-08,0.0
1700,1.9891085945086422e-05,0.0,2.3440810943092013e-08,0.0
1701,1.9549101385304573e-05,0.0,2.3440810943092013e-08,0.0
1702,1.739048132419287e-05,0.0,5.939629131392264e-08,0.0
1703,1.6262132053920402e-05,0.0,7.043750116508818e-08,0.0
1704,1.5913858728059233e-05,0.0,7.043750116508818e-08,0.0
1705,1.5600784666146084e-05,0.0,6.006623059257826e-08,0.0
1706,1.5209714807237365e-05,0.0,4.6996690221996166e-08,0.0
1707,1.4159952115733176e-05,1.2152453012147037e-08,4.6996690221996166e-08,0.0
1708,1.3432876845139877e-05,1.2152453012147037e-08,4.6996690221996166e-08,0.0
1709,1.4592579386122192e-05,1.2152453012147037e-08,1.104120985116554e-08,0.0
1710,1.5704687419721658e-05,1.2152453012147037e-08,0.0,0.0
1711,1.3189386533797784e-05,1.2152453012147037e-08,0.0,0.0
1712,1.2075966099343662e-05,1.2152453012147037e-08,0.0,0.0
1713,1.146633102117838e-05,1.2152453012147037e-08,0.0,0.0
1714,1.3322820970123367e-05,0.0,0.0,0.0
1715,1.406623310426117e-05,0.0,1.132235334060689e-08,0.0
1716,1.2676167898462154e-05,0.0,1.132235334060689e-08,0.0
1717,1.1842126306354267e-05,0.0,1.132235334060689e-08,0.0
1718,1.2722446756794983e-05,0.0,1.132235334060689e-08,0.0
1719,1.225016831085668e-05,0.0,1.132235334060689e-08,0.0
1720,1.2020016129099531e-05,0.0,1.132235334060689e-08,0.0
1721,1.2219733110084365e-05,0.0,3.7602527567872e-08,0.0
1722,1.1997349182430689e-05,0.0,1.8855949487520514e-07,0.0
1723,1.3171683024536054e-05,0.0,1.947346710551301e-07,0.0
1724,1.3244951917710881e-05,0.0,2.1234742979865067e-07,0.0
1725,1.2702228494682849e-05,0.0,2.1234742979865067e-07,0.0
1726,1.3847850563511851e-05,0.0,2.1234742979865067e-07,0.0
1727,1.4665758499177173e-05,0.0,2.1234742979865067e-07,0.0
1728,1.3561705990079126e-05,0.0,1.8606725557138555e-07,0.0
1729,1.4500716133625247e-05,0.0,2.378793492344552e-08,0.0
1730,1.3812130418955348e-05,0.0,1.7612758743520577e-08,0.0
1731,1.3594262912062862e-05,0.0,0.0,0.0
1732,1.3524519740063365e-05,0.0,0.0,0.0
1733,1.3653115664575516e-05,0.0,0.0,0.0
1734,1.3919361793211595e-05,0.0,5.161731613562941e-09,0.0
1735,1.3792169348952094e-05,0.0,5.161731613562941e-09,0.0
1736,1.3532509261234996e-05,0.0,5.161731613562941e-09,0.0
1737,1.3413504607992113e-05,0.0,5.161731613562941e-09,0.0
1738,1.6694759324309416e-05,0.0,5.161731613562941e-09,0.0
1739,1.7115152981464883e-05,0.0,1.162356458702821e-08,0.0
1740,1.662876145149182e-05,0.0,1.162356458702821e-08,0.0
1741,1.6318245408391313e-05,0.0,1.240318374990628e-08,0.0
1742,1.7073736281807733e-05,0.0,1.240318374990628e-08,0.0
1743,1.747073656588327e-05,0.0,1.240318374990628e-08,0.0
1744,1.8414301588823685e-05,0.0,1.240318374990628e-08,0.0
1745,1.7076557274517006e-05,0.0,1.240318374990628e-08,0.0
1746,1.8378693442043315e-05,0.0,5.9413507764410105e-09,0.0
1747,2.049054221840509e-05,0.0,5.9413507764410105e-09,0.0
1748,2.2522682099536594e-05,0.0,0.0,0.0
1749,2.3865586107214248e-05,0.0,0.0,0.0
1750,2.6581340664831388e-05,0.0,0.0,0.0
1751,2.9136156496991005e-05,0.0,3.569138635433384e-09,0.0
1752,3.122082983151943e-05,0.0,7.46772878455561e-09,0.0
1753,3.30466253737021e-05,0.0,2.2555786064312348e-08,0.0
1754,3.523181580281484e-05,4.184068710547503e-09,2.2555786064312348e-08,0.0
1755,3.8494808904943056e-05,4.184068710547503e-09,3.026240160051787e-08,0.0
1756,3.9130959651499453e-05,4.184068710547503e-09,3.026240160051787e-08,0.0
1757,3.9389784173441254e-05,4.184068710547503e-09,3.026240160051787e-08,0.0
1758,3.944389027310535e-05,4.184068710547503e-09,2.9800847757753346e-08,0.0
1759,3.981104600825347e-05,4.184068710547503e-09,3.2859847414507774e-08,0.0
1760,4.0564445953350514e-05,6.8454357103421765e-09,2.043315713454571e-08,0.0
1761,4.1241802266865436e-05,2.661366999794674e-09,2.043315713454571e-08,0.0
1762,4.08748939142762e-05,2.661366999794674e-09,2.6139451745978348e-08,0.0
1763,4.3190797441639006e-05,2.661366999794674e-09,2.6139451745978348e-08,2.8386745652499356e-09
1764,4.539888946705365e-05,2.661366999794674e-09,2.6139451745978348e-08,2.8386745652499356e-09
1765,4.998097158802141e-05,2.661366999794674e-09,2.597927536588226e-08,2.8386745652499356e-09
1766,5.409225299704953e-05,2.661366999794674e-09,1.9021685560005608e-08,2.8386745652499356e-09
1767,5.5652635637670755e-05,2.9445022927835194e-09,1.9304820852994453e-08,2.8386745652499356e-09
1768,5.735583805030079e-05,2.9445022927835194e-09,2.735145849490956e-08,2.8386745652499356e-09
1769,5.78419619289759e-05,2.9445022927835194e-09,1.3938548347271405e-08,2.8386745652499356e-09
1770,5.6756830807509164e-05,2.9445022927835194e-09,1.68214699312687e-08,0.0
1771,5.777274886245972e-05,2.9445022927835194e-09,3.2617332327130755e-08,0.0
1772,5.582392623182386e-05,2.9445022927835194e-09,5.866682377992609e-08,0.0
1773,5.4960273181287835e-05,2.9445022927835194e-09,6.645239634752085e-08,0.0
1774,5.477451746368648e-05,0.0,6.885282033408657e-08,0.0
1775,5.3817352246759196e-05,0.0,6.369487185306103e-08,0.0
1776,5.5542357586091384e-05,0.0,6.369487185306103e-08,0.0
1777,5.7842600654112175e-05,0.0,6.956610068950145e-08,0.0
1778,5.673427481919394e-05,0.0,6.211366963628149e-08,0.0
1779,5.7868557113189513e-05,0.0,4.080182693298541e-08,2.5616857206906776e-09
1780,5.712494852819613e-05,0.0,4.2412815608778535e-08,2.5616857206906776e-09
1781,5.7878299620434905e-05,0.0,3.8980406204456945e-08,2.5616857206906776e-09
1782,5.9005430167807e-05,0.0,4.0407984006459885e-08,4.719819202136932e-09
1783,5.833852576740485e-05,0.0,4.910638016854461e-08,4.719819202136932e-09
1784,5.9003921446024575e-05,0.0,7.364167256948154e-08,4.719819202136932e-09
1785,6.029175658893239e-05,0.0,6.529824122683944e-08,4.719819202136932e-09
1786,6.10910434001458e-05,0.0,5.761318406476741e-08,2.1581334814462546e-09
1787,6.127287945543815e-05,0.0,5.724061402645475e-08,2.1581334814462546e-09
1788,6.260160132244761e-05,0.0,8.145913860906668e-08,2.1581334814462546e-09
1789,6.573928164600926e-05,2.326769634107352e-09,8.412318054849623e-08,0.0
1790,6.74950985869925e-05,2.326769634107352e-09,8.426357161234981e-08,0.0
1791,6.763219218035894e-05,2.326769634107352e-09,6.400572414934556e-08,0.0
1792,6.82077432949362e-05,3.415031686009635e-09,6.944703453573961e-08,0.0
1793,6.624422582847598e-05,3.415031686009635e-09,7.437714495089104e-08,0.0
1794,6.552508576922784e-05,3.415031686009635e-09,6.635113931301767e-08,0.0
1795,6.276958603328759e-05,3.415031686009635e-09,5.2092635601955605e-08,0.0
1796,5.8021612598427706e-05,1.0882620519022827e-09,4.511232669963354e-08,0.0
1797,5.4700413394519796e-05,1.0882620519022827e-09,3.7407386775458103e-08,0.0
1798,5.307129062462731e-05,1.0882620519022827e-09,2.900504484212466e-08,0.0
1799,5.115123920924296e-05,0.0,2.656758229286587e-08,0.0
1800,4.97228055402437e-05,0.0,2.3284127514955344e-08,0.0
1801,4.955332769895904e-05,0.0,3.435899387227437e-08,0.0
1802,5.021261053376033e-05,0.0,2.378883655142415e-08,0.0
1803,5.089522216751773e-05,0.0,2.9053835908549834e-08,0.0
1804,5.1703870537624296e-05,0.0,3.036060901097569e-08,0.0
1805,5.1938405834204915e-05,0.0,3.0405550839012515e-08,0.0
1806,5.099981145966532e-05,0.0,3.4124005716356417e-08,0.0
1807,5.145868427851903e-05,0.0,4.900582669823247e-08,0.0
1808,5.138018553095337e-05,0.0,4.2817054283058753e-08,0.0
1809,5.1007497989173445e-05,0.0,4.4409470894330686e-08,0.0
1810,5.080494364457471e-05,0.0,4.263147397003715e-08,0.0
1811,5.088786253639098e-05,0.0,4.628483602735807e-08,0.0
1812,5.0187766256775444e-05,0.0,4.2088057293300703e-08,0.0
1813,5.0998175408624646e-05,0.0,3.905136334937863e-08,0.0
1814,5.202570173423737e-05,0.0,2.6702049396984e-08,0.0
1815,5.2498421739853385e-05,0.0,2.4487643468518172e-08,0.0
1816,5.2732955477300235e-05,3.803454376846308e-10,2.786854613745504e-08,0.0
1817,5.33178676310594e-05,3.803454376846308e-10,2.8836580678870405e-08,0.0
1818,5.246145571748327e-05,3.803454376846308e-10,2.79346091020776e-08,0.0
1819,5.2641654682312424e-05,3.803454376846308e-10,3.3168495505719875e-08,0.0
1820,5.299389626348524e-05,3.803454376846308e-10,3.228342850190659e-08,0.0
1821,5.314003075389857e-05,3.803454376846308e-10,3.247511060067154e-08,0.0
1822,5.2706342622903844e-05,3.803454376846308e-10,3.1799890720662916e-08,0.0
1823,5.3270455932111614e-05,0.0,2.7350207051516203e-08,0.0
1824,5.332584467916084e-05,0.0,2.4772850310788338e-08,0.0
1825,5.366013959116701e-05,0.0,2.2239792356921432e-08,0.0
1826,5.3854943481772875e-05,0.0,2.3045892940030755e-08,0.0
1827,5.368061049791452e-05,0.0,2.5683022565812863e-08,0.0
1828,5.334667626552151e-05,0.0,2.5394362295522958e-08,0.0
1829,5.262663242839543e-05,0.0,2.577307396072521e-08,0.0
1830,5.323543051157945e-05,0.0,2.575784423847998e-08,0.0
1831,5.253496315812559e-05,0.0,3.224068339286694e-08,0.0
1832,5.332032638502174e-05,0.0,3.256196163497245e-08,0.0
1833,5.3719894432496016e-05,0.0,3.0250949554856884e-08,0.0
1834,5.343524649755896e-05,0.0,2.9215468520606336e-08,0.0
1835,5.281755667445915e-05,0.0,2.8987320353581125e-08,0.0
1836,5.288044901265364e-05,0.0,2.8766724494541255e-08,0.0
1837,5.218782410208535e-05,0.0,3.384822352562164e-08,0.0
1838,5.256038639345206e-05,0.0,3.2891301618828295e-08,0.0
1839,5.115956602302114e-05,7.578143668141024e-11,3.2942327976570596e-08,0.0
1840,5.031201882437537e-05,1.513674027390063e-10,3.1910547093616515e-08,0.0
1841,5.020020970342947e-05,1.513674027390063e-10,3.338647580619636e-08,0.0
1842,5.006102063427014e-05,1.513674027390063e-10,3.451930550925551e-08,0.0
1843,5.04716850368173e-05,1.513674027390063e-10,3.6547123930371784e-08,0.0
1844,4.969274544107195e-05,1.513674027390063e-10,3.3862158537496205e-08,0.0
1845,5.013719887106812e-05,1.513674027390063e-10,2.9395066698206003e-08,0.0
1846,5.112568136870063e-05,7.558596605759606e-11,2.818998317317372e-08,0.0
1847,5.190518537087233e-05,1.2121093018180318e-10,2.9500177285106995e-08,0.0
1848,5.197397019531179e-05,1.7589860520520314e-10,2.876269990435633e-08,0.0
1849,5.2992900496714613e-05,1.7589860520520314e-10,2.5871675849284007e-08,0.0
1850,5.3352280312018206e-05,1.7589860520520314e-10,2.3444542561281067e-08,0.0
1851,5.410111095573354e-05,1.7589860520520314e-10,2.1605080898926384e-08,0.0
1852,5.3622261475538835e-05,1.7589860520520314e-10,2.07921612625585e-08,0.0
1853,5.431147292256355e-05,2.2415794617306314e-10,2.832829932535625e-08,0.0
1854,5.357312537463648e-05,1.0294701599125996e-10,2.6469591344177194e-08,0.0
1855,5.27029213636914e-05,4.825934096786e-11,2.379653185613506e-08,0.0
1856,5.132828508586889e-05,4.825934096786e-11,2.498081094362955e-08,0.0
1857,5.094402721234863e-05,4.825934096786e-11,2.9832764195500006e-08,0.0
1858,5.02706815106129e-05,4.825934096786e-11,3.022987460354898e-08,0.0
1859,5.000887904316187e-05,4.825934096786e-11,3.060439343219709e-08,0.0
1860,4.928654795678865e-05,0.0,2.4901793896755668e-08,0.0
1861,4.980342574916514e-05,0.0,2.4535164503244492e-08,5.648668041250257e-11
1862,5.030971754292425e-05,5.571827126666611e-11,2.5187805365232763e-08,5.648668041250257e-11
1863,5.0776488933479413e-05,1.5119403348354662e-10,2.6872424032019027e-08,5.648668041250257e-11
1864,4.983626474443424e-05,1.5119403348354662e-10,2.30348258562734e-08,5.648668041250257e-11
1865,4.908328888372385e-05,1.5119403348354662e-10,2.3056129957613588e-08,5.648668041250257e-11
1866,4.7836858617042056e-05,4.6087136488078985e-10,2.5999498427203046e-08,5.648668041250257e-11
1867,4.639375453864757e-05,4.6087136488078985e-10,2.6012844703667985e-08,5.648668041250257e-11
1868,4.504804850772156e-05,4.6087136488078985e-10,2.8772287409749098e-08,0.0
1869,4.4041558014993954e-05,4.0515309361412374e-10,3.281710979154338e-08,7.917177231269485e-11
1870,4.276330686739779e-05,3.0967733139724325e-10,3.0766685707054164e-08,7.917177231269485e-11
1871,4.226408366646085e-05,3.0967733139724325e-10,3.020458499187433e-08,1.197478346640476e-10
1872,4.203416548469769e-05,3.0967733139724325e-10,3.00801732728522e-08,1.197478346640476e-10
1873,4.2167028628422744e-05,0.0,2.6472111360119144e-08,1.197478346640476e-10
1874,4.184434822361384e-05,3.974071468729587e-11,2.5501421165228877e-08,1.197478346640476e-10
1875,4.142808185341502e-05,3.974071468729587e-11,2.3451023472326986e-08,1.197478346640476e-10
1876,4.11152744033773e-05,3.974071468729587e-11,2.1767451841014918e-08,4.057606235135276e-11
1877,4.143722357444598e-05,3.974071468729587e-11,2.8359990927080096e-08,4.057606235135276e-11
1878,4.1500960443434974e-05,3.974071468729587e-11,2.7331603393219795e-08,0.0
1879,4.115211933302427e-05,3.974071468729587e-11,2.7846899389568795e-08,0.0
1880,4.078066662519372e-05,3.974071468729587e-11,2.7855142319716767e-08,0.0
1881,4.0911668682903315e-05,0.0,2.78989805226258e-08,0.0
1882,4.065709383991946e-05,0.0,2.742600572044499e-08,3.240957898878857e-11
1883,4.0434204752922854e-05,0.0,2.531740772582225e-08,3.240957898878857e-11
1884,3.9555407316324166e-05,0.0,1.837346922225639e-08,1.2394229690190376e-10
1885,3.924819715653679e-05,0.0,1.901160562312043e-08,1.5296557473057756e-10
1886,3.908564966487964e-05,0.0,2.0358981675120243e-08,1.5296557473057756e-10
1887,3.8871608662053146e-05,0.0,2.0645142991985007e-08,1.8059954325672882e-10
1888,3.833396788520206e-05,0.0,2.151731694409266e-08,2.0760238567912078e-10
1889,3.840337376459502e-05,0.0,2.053969134457085e-08,2.0136370150668015e-10
1890,3.841440255720434e-05,0.0,2.0202298246983575e-08,2.0136370150668015e-10
1891,3.8708990489664886e-05,0.0,2.3835804441318942e-08,1.0983098359356497e-10
1892,3.815746198857336e-05,0.0,2.4323869141085197e-08,8.080770576489118e-11
1893,3.783746225443403e-05,2.3061673602521792e-11,2.2105503459459086e-08,8.080770576489118e-11
1894,3.749933499161021e-05,2.3061673602521792e-11,2.2208956959194178e-08,5.3173737238739907e-11
1895,3.753738305281981e-05,2.3061673602521792e-11,2.0326615184680056e-08,2.6170894816347966e-11
1896,3.765113589387121e-05,6.182252527369464e-11,2.1366919535280105e-08,1.9380425835586427e-11
1897,3.799944689879859e-05,9.897603570063751e-11,2.0523493888496043e-08,1.9380425835586427e-11
1898,3.762159758480266e-05,9.897603570063751e-11,1.6293231779635723e-08,1.9380425835586427e-11
1899,3.795814492540168e-05,1.1718994227408582e-10,1.4993438998292926e-08,1.9380425835586427e-11
1900,3.782414881113384e-05,9.412826867156404e-11,1.6192968870549455e-08,5.5521634908676074e-11
1901,3.776080224529973e-05,1.455383274213367e-10,1.7269080261022348e-08,5.5521634908676074e-11
1902,3.736315349150183e-05,1.455383274213367e-10,1.8098566455039744e-08,7.27399251942984e-11
1903,3.6492266060252276e-05,1.0677747575016383e-10,1.876005738056717e-08,5.3359499358711964e-11
1904,3.5796659566195945e-05,8.547770527104045e-11,1.9009476151917885e-08,5.3359499358711964e-11
