ngram,hour,hur,hou,houur
1533,4.058249292678998e-06,0.0,2.1868454496143386e-06,0.0
1534,8.271661239892378e-06,0.0,2.1868454496143386e-06,0.0
1535,1.8060910276420016e-05,0.0,2.1868454496143386e-06,0.0
1536,1.940270340128336e-05,0.0,2.1868454496143386e-06,0.0
1537,1.940270340128336e-05,0.0,3.557199878352029e-05,0.0
1538,2.257914197148888e-05,0.0,3.557199878352029e-05,0.0
1539,3.097256012551952e-05,0.0,3.557199878352029e-05,0.0
1540,3.097256012551952e-05,0.0,3.557199878352029e-05,0.0
1541,2.675914817830614e-05,0.0,3.557199878352029e-05,0.0
1542,1.997919181511471e-05,0.0,3.557199878352029e-05,0.0
1543,1.8637398690251367e-05,0.0,4.6980491398634126e-05,0.0
1544,3.240878660497921e-05,0.0,1.1408492615113833e-05,0.0
1545,3.4054909909692856e-05,5.358402047152464e-07,1.1408492615113833e-05,0.0
1546,2.188294865845819e-05,5.358402047152464e-07,1.1408492615113833e-05,0.0
1547,2.188294865845819e-05,5.358402047152464e-07,1.1408492615113833e-05,0.0
1548,5.071541707885834e-05,8.33082140161423e-07,1.170573455056001e-05,0.0
1549,4.891878214558736e-05,8.33082140161423e-07,1.170573455056001e-05,0.0
1550,5.540293055413973e-05,8.33082140161423e-07,2.972419354461765e-07,0.0
1551,4.163154263941189e-05,8.33082140161423e-07,2.972419354461765e-07,0.0
1552,7.719119828055097e-05,2.972419354461765e-07,1.018352934676971e-06,0.0
1553,7.6911492085076e-05,2.972419354461765e-07,1.018352934676971e-06,0.0
1554,7.6911492085076e-05,2.972419354461765e-07,1.018352934676971e-06,0.0
1555,4.8079023664675855e-05,0.0,7.211109992307943e-07,0.0
1556,5.1029871039125805e-05,0.0,7.211109992307943e-07,0.0
1557,4.454572263057344e-05,0.0,1.0066119167666849e-05,0.0
1558,5.477645286841185e-05,0.0,1.0066119167666849e-05,0.0
1559,3.3305692340945825e-05,0.0,9.345008168436055e-06,0.0
1560,4.631770934793167e-05,0.0,9.345008168436055e-06,0.0
1561,4.631770934793167e-05,0.0,9.345008168436055e-06,0.0
1562,4.809542393299385e-05,0.0,9.345008168436055e-06,0.0
1563,4.3931918818478675e-05,0.0,9.345008168436055e-06,0.0
1564,5.665521231484101e-05,0.0,0.0,0.0
1565,5.755428888473294e-05,0.0,0.0,0.0
1566,3.8642831896140706e-05,0.0,0.0,0.0
1567,2.5630814889154863e-05,0.0,0.0,0.0
1568,2.5630814889154863e-05,0.0,0.0,0.0
1569,2.4595805630919392e-05,0.0,0.0,0.0
1570,2.4595805630919392e-05,0.0,1.5110122798692567e-06,0.0
1571,1.432436381167333e-05,0.0,1.5110122798692567e-06,0.0
1572,8.39416471925298e-06,0.0,1.5110122798692567e-06,0.0
1573,8.39416471925298e-06,0.0,1.5110122798692567e-06,0.0
1574,8.938876265217135e-06,5.447115459641541e-07,2.600435371797565e-06,0.0
1575,1.1453435523175618e-05,5.447115459641541e-07,2.600435371797565e-06,0.0
1576,1.1161410644230532e-05,5.447115459641541e-07,3.0511158196791906e-06,0.0
1577,1.1161410644230532e-05,5.447115459641541e-07,1.5401035398099339e-06,0.0
1578,1.400964765707613e-05,7.856246578999812e-07,2.021929763681588e-06,0.0
1579,1.1397059162326123e-05,7.856246578999812e-07,2.021929763681588e-06,0.0
1580,1.1397059162326123e-05,1.7760855014005626e-06,2.021929763681588e-06,0.0
1581,1.1445654990893672e-05,1.2313739554364084e-06,9.325066717532796e-07,0.0
1582,9.769058481521955e-06,1.2313739554364084e-06,1.7704694203400453e-06,0.0
1583,1.508584929459695e-05,1.2313739554364084e-06,1.8004115775381382e-06,0.0
1584,1.508584929459695e-05,1.2313739554364084e-06,1.8004115775381382e-06,0.0
1585,1.0918069165199995e-05,9.904608435005815e-07,1.6960215296941378e-06,0.0
1586,1.1206625328798378e-05,9.904608435005815e-07,1.6960215296941378e-06,0.0
1587,1.2244864007828124e-05,0.0,1.6960215296941378e-06,0.0
1588,1.1651556633296423e-05,0.0,4.374044790113528e-06,0.0
1589,1.2120679132619574e-05,0.0,3.536082041526762e-06,0.0
1590,1.2332648046659805e-05,0.0,3.3154350863437036e-06,0.0
1591,1.7396783667728804e-05,0.0,4.914635870331299e-06,0.0
1592,1.626447510716389e-05,0.0,6.9250868688998575e-06,0.0
1593,1.4058729902899358e-05,0.0,6.9250868688998575e-06,0.0
1594,1.6205491257486366e-05,1.67631583281036e-07,7.763244769064062e-06,0.0
1595,1.7557882594181657e-05,1.67631583281036e-07,5.986815689798927e-06,0.0
1596,1.6882052022992866e-05,1.67631583281036e-07,5.986815689798927e-06,0.0
1597,1.5866157874760184e-05,1.67631583281036e-07,6.816398841432861e-06,0.0
1598,3.526337806241437e-05,1.67631583281036e-07,5.217198057445265e-06,0.0
1599,4.009773530404865e-05,1.67631583281036e-07,3.536777772491665e-06,0.0
1600,4.2410075366206e-05,1.67631583281036e-07,3.856296026632273e-06,0.0
1601,4.488946758231448e-05,0.0,3.4087858499073524e-06,0.0
1602,4.792190663595518e-05,0.0,2.611592386918866e-06,0.0
1603,4.770276206857359e-05,4.121101093395347e-07,5.496363022367794e-06,0.0
1604,4.8868947357862324e-05,4.121101093395347e-07,4.917615163841609e-06,0.0
1605,2.856775647939815e-05,4.121101093395347e-07,5.030052055384918e-06,0.0
1606,3.1341009551917e-05,4.121101093395347e-07,4.6429055942098785e-06,0.0
1607,2.8358839309865808e-05,4.121101093395347e-07,5.069884415271579e-06,0.0
1608,2.2694447060140582e-05,4.121101093395347e-07,4.878914288448348e-06,0.0
1609,1.9630334463727195e-05,4.121101093395347e-07,5.906557467889277e-06,0.0
1610,1.9473120882399337e-05,0.0,3.531579888463706e-06,0.0
1611,1.4367512367893401e-05,0.0,3.1231812239898967e-06,0.0
1612,1.0745348894098633e-05,0.0,3.5487457889108294e-06,0.0
1613,5.215274849693482e-06,0.0,3.388235841482258e-06,0.0
1614,7.192933399632498e-06,0.0,2.641738766279949e-06,0.0
1615,8.335763124835336e-06,0.0,2.8230044222254946e-06,0.0
1616,7.015045330912731e-06,0.0,2.772234089271868e-06,0.0
1617,7.624938137139127e-06,1.2354133462265183e-07,5.721598370200809e-06,0.0
1618,9.25969815008492e-06,1.2354133462265183e-07,5.914617515502739e-06,0.0
1619,1.986261180978285e-05,1.2354133462265183e-07,5.939288533746938e-06,0.0
1620,1.9799853816948598e-05,1.2354133462265183e-07,6.585389363473431e-06,0.0
1621,1.8535867249218946e-05,3.01959330174993e-07,7.120643366371431e-06,0.0
1622,2.203603240299604e-05,3.723077384165663e-07,6.88039693029298e-06,0.0
1623,2.499958840676949e-05,6.417219294365038e-07,6.068537556659846e-06,0.0
1624,2.712144298909282e-05,6.675127873937267e-07,3.3560411988478985e-06,0.0
1625,2.5708530496818378e-05,1.082836238960486e-06,3.0606097750153694e-06,0.0
1626,1.5945346279165407e-05,1.082836238960486e-06,2.727559116725128e-06,0.0
1627,1.6646680900781314e-05,1.2426075792453567e-06,1.921647805959635e-06,0.0
1628,1.8881032052117268e-05,1.0641895836930156e-06,1.779463575855646e-06,0.0
1629,1.5558506675006356e-05,1.0763705193182562e-06,2.2990015103070097e-06,0.0
1630,1.3371191666270274e-05,8.932053268446387e-07,2.547081294324016e-06,0.0
1631,1.146146749826065e-05,1.0272730475792611e-06,2.253860202472424e-06,0.0
1632,1.0765253981454797e-05,8.868279987187375e-07,2.6203647394140717e-06,0.0
1633,9.661708678062756e-06,8.868279987187375e-07,3.350392489664955e-06,0.0
1634,7.686104741618952e-06,8.504748214883355e-07,4.8314104138366276e-06,0.0
1635,5.561278775141025e-06,9.327945349468791e-07,4.767619494876791e-06,0.0
1636,4.935564545251379e-06,8.502651910800653e-07,4.5416067808089015e-06,0.0
1637,4.671444425444601e-06,8.371763198868263e-07,4.682553968190664e-06,0.0
1638,4.873890345282104e-06,7.557815138170554e-07,4.700459352794237e-06,0.0
1639,6.037278548579447e-06,5.587733409941263e-07,4.879046433156223e-06,0.0
1640,8.127678094232188e-06,8.67197513798601e-07,4.125012976276464e-06,0.0
1641,8.999665429395723e-06,8.035014380831334e-07,2.823161318182039e-06,0.0
1642,1.0335464984174386e-05,9.370813935609996e-07,3.0336316448093773e-06,0.0
1643,1.1627803490098034e-05,9.370813935609996e-07,2.7800545012723887e-06,0.0
1644,1.2948911976958957e-05,8.639212662079185e-07,2.488259204775594e-06,0.0
1645,1.4076270937429009e-05,9.566171286223835e-07,2.6554327437874496e-06,0.0
1646,1.5586755060732166e-05,8.787468987390769e-07,2.6140331946018184e-06,0.0
1647,1.61354454186429e-05,5.703227259346022e-07,2.9286448385131995e-06,0.0
1648,1.7869943414033124e-05,5.10600638595601e-07,3.391367840777093e-06,0.0
1649,1.9231196607246863e-05,3.729287446471322e-07,3.1645297602673442e-06,0.0
1650,3.0288383511236005e-05,4.6076901786104176e-07,3.1156452808188206e-06,0.0
1651,3.49481662332047e-05,6.327693427010672e-07,3.136000129545989e-06,0.0
1652,3.755186714572899e-05,3.380683730418761e-07,2.9428524937559686e-06,0.0
1653,4.0433675946717684e-05,4.1344415129580217e-07,2.816039308787107e-06,0.0
1654,4.5817037711718255e-05,4.1344415129580217e-07,2.8765761531498616e-06,0.0
1655,5.118549987465875e-05,4.1344415129580217e-07,2.5833051690174865e-06,0.0
1656,5.885616025937322e-05,4.258310387480638e-07,2.4516233939461278e-06,0.0
1657,5.3180054237600416e-05,4.214040651666957e-07,2.6535161785951848e-06,0.0
1658,5.660593420283736e-05,7.319444372504742e-07,2.4809780013258987e-06,0.0
1659,5.9894642618019134e-05,7.319444372504742e-07,2.292944308075156e-06,0.0
1660,6.421192873468888e-05,7.367434591287747e-07,2.0764150251904667e-06,0.0
1661,6.747118147489215e-05,7.367434591287747e-07,1.7643920630559608e-06,0.0
1662,7.832485789549537e-05,8.179431785850153e-07,1.7405726566721569e-06,0.0
1663,7.35720553036247e-05,7.273285161448127e-07,1.9535132033914645e-06,0.0
1664,7.937037974313301e-05,6.439152165122713e-07,1.8163749148568189e-06,0.0
1665,7.655023780119206e-05,2.0546613654914836e-07,2.0428285552043235e-06,0.0
1666,8.143407467287034e-05,2.0546613654914836e-07,2.145026639612167e-06,0.0
1667,8.074704549341862e-05,1.5774365229909953e-07,2.276747880257192e-06,0.0
1668,8.428601514814156e-05,2.0149686820656954e-07,2.4017851956159575e-06,0.0
1669,7.427223733559783e-05,1.8020533332219202e-07,2.316619056078447e-06,0.0
1670,7.668478948679487e-05,1.8020533332219202e-07,2.0770458572120073e-06,0.0
1671,7.153588012442924e-05,2.584257186656812e-07,2.115192111367443e-06,0.0
1672,7.08086855801022e-05,2.389347031339639e-07,1.797278936724719e-06,0.0
1673,6.556817606906407e-05,3.131633162313717e-07,1.4624862408092149e-06,0.0
1674,6.624224884684995e-05,2.8071100034919384e-07,1.3330680193998238e-06,0.0
1675,6.024179154857328e-05,2.3695778444172382e-07,1.213837064385968e-06,0.0
1676,5.961931050738453e-05,1.7704959986986069e-07,1.1459903674904126e-06,0.0
1677,6.0139199506790775e-05,9.159459628855464e-07,1.0921522926667291e-06,0.0
1678,5.807726276023979e-05,8.576441489692246e-07,1.056676834666957e-06,0.0
1679,6.29647308544788e-05,9.253306245682325e-07,1.1182479856383258e-06,0.0
1680,6.159326949273236e-05,8.873058691603677e-07,1.2021166883511926e-06,0.0
1681,5.8836041716858745e-05,1.066312648845269e-06,1.2632225353367436e-06,0.0
1682,5.782621363843126e-05,1.1671178096353936e-06,1.7346327386543895e-06,0.0
1683,5.639619744865091e-05,1.1671178096353936e-06,2.2248635381012198e-06,0.0
1684,6.6720992305948e-05,4.2822144661970795e-07,2.2409912584667576e-06,0.0
1685,6.646338390835029e-05,4.083028751925407e-07,2.1226288790135835e-06,0.0
1686,6.421148126329561e-05,4.817910377953792e-07,2.0762007661038036e-06,0.0
1687,6.27080922380888e-05,6.103875388622068e-07,2.1323895517915455e-06,0.0
1688,6.0646541637002625e-05,4.779723375187521e-07,2.0484058203302472e-06,0.0
1689,5.780278141693478e-05,4.0873834653406706e-07,1.8075863376257724e-06,0.0
1690,5.794339085696265e-05,4.918195100702048e-07,1.332502116773477e-06,0.0
1691,4.531873647855329e-05,5.162855631267251e-07,1.4847423780598286e-06,0.0
1692,4.674477323922994e-05,5.872897008072999e-07,1.4985912295222597e-06,0.0
1693,4.438410542206839e-05,4.842168489663631e-07,1.5485523558059607e-06,0.0
1694,4.2998712680335825e-05,3.4380204080467334e-07,1.5300653006176747e-06,0.0
1695,4.288162485214083e-05,3.437308728442596e-07,1.6228926174984996e-06,0.0
1696,4.362427041217286e-05,3.4365159454604767e-07,1.3224511933783236e-06,0.0
1697,4.1931933602817093e-05,3.0465287993917756e-07,1.2530717705366051e-06,0.0
1698,4.505620277736203e-05,3.631569914627367e-07,1.0980291693028578e-06,0.0
1699,4.293775522715545e-05,3.4443101526449027e-07,1.1340523948482378e-06,0.0
1700,4.134746684160616e-05,3.7271360042723245e-07,1.0889216111666298e-06,0.0
1701,4.314630132284947e-05,3.676615684915825e-07,1.1069432162003068e-06,0.0
1702,4.018928354655925e-05,3.451114776810625e-07,1.114044355940028e-06,0.0
1703,3.761755786919301e-05,3.136195861738348e-07,1.0528827861630167e-06,0.0
1704,3.727059031786796e-05,3.5615480596464165e-07,1.0392707849860017e-06,0.0
1705,3.2616103583547685e-05,4.105517165596341e-07,1.0717116814313549e-06,0.0
1706,3.533001186692023e-05,4.136504705749238e-07,1.2622023827394254e-06,0.0
1707,3.2850166982305904e-05,3.348179506344552e-07,1.3136652471855217e-06,0.0
1708,2.925970433612487e-05,4.0229723603195975e-07,1.3518935507558387e-06,0.0
1709,3.0302225370957914e-05,4.264269810911563e-07,1.2324405166249823e-06,0.0
1710,3.0299066046219586e-05,4.264269810911563e-07,1.2438400095301664e-06,0.0
1711,2.6914446477478903e-05,3.688862985232585e-07,1.2368221047966342e-06,0.0
1712,2.3264209760652322e-05,3.184265823717526e-07,1.1446143283982174e-06,0.0
1713,1.8973978512804024e-05,2.8468569723827386e-07,1.2236947952715127e-06,0.0
1714,2.0188016476043102e-05,3.203912980000366e-07,1.1441148696381527e-06,0.0
1715,2.0573219444486313e-05,2.3357849394350133e-07,1.0774199016136014e-06,0.0
1716,2.0449538559270358e-05,1.3720427663851557e-06,1.3999176441562407e-06,0.0
1717,2.016629878198728e-05,1.5401536858559796e-06,1.4054519356575059e-06,0.0
1718,2.230536431722742e-05,1.52656021258833e-06,1.5330395878468802e-06,0.0
1719,2.264740058827946e-05,1.4857469504850736e-06,1.6235896477415475e-06,0.0
1720,2.3032824693863014e-05,2.478957265493266e-06,1.259567588769122e-06,0.0
1721,2.1686523073835167e-05,2.4661394440223764e-06,1.2410689050414346e-06,0.0
1722,2.33749820576382e-05,2.6747842848554422e-06,1.2674799815418477e-06,0.0
1723,2.582420139723191e-05,1.5499717105983888e-06,9.976370124929547e-07,0.0
1724,2.562258461174289e-05,1.4992791881646944e-06,9.252313028745058e-07,0.0
1725,2.4638981163401956e-05,1.5426192996008986e-06,7.816028439070319e-07,0.0
1726,2.5772921227534035e-05,1.617887664094399e-06,7.580981470515066e-07,0.0
1727,2.584484900580719e-05,6.304121821390904e-07,9.066069586489383e-07,0.0
1728,2.7165417122887447e-05,9.517477366216553e-07,9.463170808235841e-07,0.0
1729,2.833697830543055e-05,8.386825466491896e-07,9.242212481045239e-07,0.0
1730,3.0046079960551913e-05,8.833128768109029e-07,8.331486956844206e-07,0.0
1731,3.020862745220906e-05,9.191627542902227e-07,8.844196811099079e-07,0.0
1732,3.2316088826129476e-05,9.792510797167e-07,8.78639484978651e-07,0.0
1733,3.197755307025675e-05,8.859876966685729e-07,8.766981035738095e-07,0.0
1734,3.1538927162598285e-05,9.515280022956826e-07,8.571201906956308e-07,0.0
1735,3.161565681304117e-05,9.508331483435281e-07,8.180533167693024e-07,0.0
1736,3.063062441859594e-05,9.269137219039944e-07,8.046533090626846e-07,0.0
1737,2.764638416660351e-05,1.3534970183367738e-06,7.989588409275581e-07,0.0
1738,2.9052424257055725e-05,1.23867145670634e-06,9.671657608123496e-07,0.0
1739,2.73598223949583e-05,1.135914089900325e-06,9.566818042523145e-07,0.0
1740,2.8165633401450968e-05,1.1826877986160461e-06,9.121335113247499e-07,0.0
1741,2.8472530175349675e-05,1.8502695289563626e-06,8.182543069779058e-07,0.0
1742,3.4439574457272624e-05,1.577494438314326e-06,9.954774295043274e-07,0.0
1743,3.352494189000156e-05,1.6791993004972028e-06,9.84270668271035e-07,0.0
1744,3.661564135524843e-05,1.1819463939640888e-06,1.0197342703577306e-06,0.0
1745,3.8119332852407494e-05,1.1939962892678783e-06,8.447356663054961e-07,0.0
1746,4.183127956431625e-05,1.2475333863091822e-06,8.746989042914979e-07,0.0
1747,4.472730064922611e-05,1.2600027860441645e-06,8.580542417543516e-07,0.0
1748,4.6151705516552154e-05,6.81496479566184e-07,8.449937435476126e-07,0.0
1749,4.205674563958642e-05,6.976962449048838e-07,6.351853788341291e-07,0.0
1750,4.636479622734312e-05,6.595791514233237e-07,6.51557915684212e-07,0.0
1751,4.704462948471441e-05,6.524197776311016e-07,7.255516111724449e-07,0.0
1752,4.919278736841599e-05,6.21420119679377e-07,6.748789027304676e-07,0.0
1753,5.1644063725169485e-05,5.919632591095641e-07,7.211192049843313e-07,0.0
1754,5.393540777731687e-05,6.426953445627857e-07,7.507565271680505e-07,0.0
1755,5.958001046175403e-05,5.069484448735498e-07,7.96560125796272e-07,0.0
1756,6.180432735293704e-05,4.6551677915626246e-07,8.565957695541979e-07,0.0
1757,6.51159934932366e-05,3.789907582683684e-07,8.281807026833121e-07,0.0
1758,6.458541559238386e-05,3.628679883555768e-07,7.420282080212408e-07,0.0
1759,6.533306077471934e-05,3.955569636916932e-07,7.436488950978466e-07,0.0
1760,6.394957433388169e-05,8.290454849608458e-07,7.704931509319327e-07,0.0
1761,6.499293002499533e-05,7.409314254199931e-07,8.35283921268066e-07,0.0
1762,6.49932075508072e-05,7.188349714835698e-07,9.056124505540148e-07,0.0
1763,6.776577096648648e-05,7.150958479331036e-07,9.51478633786402e-07,0.0
1764,7.021004265490254e-05,7.253981491674364e-07,9.631823120668872e-07,0.0
1765,7.506950818684086e-05,7.542315277727798e-07,1.005215202504977e-06,0.0
1766,7.826504744506175e-05,7.598674877889218e-07,1.0407609514524147e-06,0.0
1767,8.147639995773457e-05,3.5975670747185564e-07,1.0792099861386565e-06,0.0
1768,8.446652126232428e-05,4.600003892716943e-07,1.01774899771304e-06,0.0
1769,8.472154877381399e-05,4.724122675270337e-07,9.286764322626238e-07,0.0
1770,8.749753760639578e-05,4.73252961390764e-07,8.679069846298912e-07,0.0
1771,8.801088344106185e-05,4.905753598904994e-07,8.685054483846346e-07,0.0
1772,8.91516319825314e-05,5.02033279709784e-07,8.482896061780463e-07,0.0
1773,8.95731126157833e-05,5.324518822037914e-07,8.667978883230327e-07,0.0
1774,8.859158177593989e-05,5.603929236843084e-07,8.424102264013657e-07,0.0
1775,8.789506474775928e-05,4.448532990863896e-07,8.985381490284843e-07,0.0
1776,9.251230117765122e-05,4.327095065751304e-07,9.678479468025865e-07,0.0
1777,9.433116792934015e-05,4.4796719781256146e-07,9.2541208118746e-07,0.0
1778,9.175628760463692e-05,4.133376795120317e-07,8.624174816824442e-07,0.0
1779,8.873968285375408e-05,3.887945853518561e-07,8.513102045526466e-07,0.0
1780,8.732115384191275e-05,3.451917649499592e-07,7.81890163027908e-07,0.0
1781,9.173962774054547e-05,2.81888501620285e-07,7.015260580698981e-07,0.0
1782,9.439810881823567e-05,2.860706343556428e-07,6.858490491725076e-07,0.0
1783,9.341931269903268e-05,3.029766913544206e-07,6.508469263215895e-07,0.0
1784,9.190928332308041e-05,2.645684580621881e-07,6.919224558389812e-07,0.0
1785,9.399753720832191e-05,2.503593857941918e-07,7.442586788134317e-07,0.0
1786,9.88888818288355e-05,2.5166300637075825e-07,7.024512050130787e-07,0.0
1787,0.00010107803869427048,2.379687365256749e-07,7.258551915713594e-07,0.0
1788,9.94704948555279e-05,1.1521948449301687e-06,7.316290699626344e-07,0.0
1789,9.896975409771715e-05,1.1563936815101833e-06,7.244651020040951e-07,0.0
1790,9.688932394575594e-05,1.1879962958768634e-06,6.954597243488284e-07,0.0
1791,9.575111575291626e-05,1.1965520749462094e-06,6.850060003671388e-07,0.0
1792,9.728665463626385e-05,1.208221427922191e-06,7.713621731194767e-07,0.0
1793,9.481802304175549e-05,1.2359285465533633e-06,7.996473284168002e-07,0.0
1794,9.651833845834647e-05,1.2479025274712643e-06,8.30870500781852e-07,0.0
1795,9.573032626316749e-05,3.383498697725632e-07,8.296727937054779e-07,0.0
1796,9.752505034807005e-05,4.195138022363868e-07,7.734582579489922e-07,0.0
1797,0.00010264951249285202,4.276638898253233e-07,7.610961542273539e-07,0.0
1798,0.00010582577981819798,4.210452289044042e-07,7.87191717271136e-07,0.0
1799,0.00010684172489813395,4.19716278494369e-07,6.869745691671727e-07,0.0
1800,0.00010757068957900628,3.9669509988016216e-07,6.977886804244398e-07,0.0
1801,0.00010852059079167833,4.192537273541218e-07,7.050517833054723e-07,0.0
1802,0.00011088704403456566,4.40580704110159e-07,7.514907289467893e-07,0.0
1803,0.00011094389628851786,3.86220522484239e-07,9.131280681426038e-07,0.0
1804,0.0001083073127249788,3.4908160679541264e-07,1.0136680462632545e-06,0.0
1805,0.00010858917500757213,3.755050223779628e-07,1.0204532990038778e-06,0.0
1806,0.00010793555806490726,3.7281935354777876e-07,1.1209805035962615e-06,0.0
1807,0.00010928935703954526,4.696237405304211e-07,1.2913820179554541e-06,0.0
1808,0.00010944229455032785,4.4792928731242553e-07,1.2583363237743988e-06,0.0
1809,0.00010735643757340898,4.285478740127603e-07,1.526065237352928e-06,0.0
1810,0.0001055944012477994,4.5066857166732787e-07,1.3909631369252956e-06,0.0
1811,0.00010491880155833704,4.4447321962642103e-07,1.2787527339241933e-06,0.0
1812,0.000104998897378599,4.1408753962254454e-07,1.2369344273923031e-06,0.0
1813,0.00010454570604321946,4.2160019323286437e-07,1.1502270841187316e-06,0.0
1814,0.00010511087332685878,3.5352410066025186e-07,9.691289132466148e-07,2.0895813650818289e-10
1815,0.00010406466130267031,3.489541130972741e-07,9.795455103553e-07,2.0895813650818289e-10
1816,0.00010614492410760639,3.417389576400508e-07,7.208947181425174e-07,2.0895813650818289e-10
1817,0.00010995935320222219,2.9346290172530385e-07,7.321559840940089e-07,2.0895813650818289e-10
1818,0.00011442914754817528,3.509736339018283e-07,7.773087012148088e-07,2.0895813650818289e-10
1819,0.00011614838876994327,3.658618530672746e-07,7.586981333978266e-07,2.0895813650818289e-10
1820,0.00011921380272334707,3.930525329971195e-07,7.442104106303304e-07,2.0895813650818289e-10
1821,0.00012080088241158851,3.813207294050309e-07,7.247238938491916e-07,1.2855425454308796e-10
1822,0.00012470578492086913,5.624550486312987e-07,6.946943845572864e-07,1.2855425454308796e-10
1823,0.00012744408949012204,5.731200433599173e-07,6.097899602406999e-07,1.2855425454308796e-10
1824,0.00012801059762880738,7.214862754218692e-07,5.746753036614141e-07,1.2855425454308796e-10
1825,0.00012679039874845848,6.70049140743296e-07,5.215811264796295e-07,1.2855425454308796e-10
1826,0.00012619475039952834,6.705904281391537e-07,5.177512361699752e-07,1.2855425454308796e-10
1827,0.0001265514178417756,6.540552866291754e-07,4.827336803308364e-07,1.2855425454308796e-10
1828,0.00012709971945566525,6.394096934465259e-07,4.962735959322475e-07,1.103293091807091e-10
1829,0.00012379600022021414,4.58561954376689e-07,4.872937487172229e-07,1.103293091807091e-10
1830,0.00012495961085992998,4.476974473683575e-07,5.017573779956105e-07,1.103293091807091e-10
1831,0.00012471322198897333,2.9298123698546466e-07,5.022438845766633e-07,3.8901330569528017e-10
1832,0.00012613482769146294,2.8306130721895375e-07,5.08248742140235e-07,3.8901330569528017e-10
1833,0.0001275091926800087,2.6599210757792336e-07,5.077898574005044e-07,3.8901330569528017e-10
1834,0.00012793942005373538,2.404862645529907e-07,5.036556152455367e-07,3.8901330569528017e-10
1835,0.00012942239534043307,2.2717526551982052e-07,4.659732724121568e-07,2.786839965145711e-10
1836,0.00013279406578346555,2.189816318117924e-07,4.4841281367423237e-07,2.786839965145711e-10
1837,0.0001320012317072334,2.6539599267445216e-07,4.054106495589492e-07,2.786839965145711e-10
1838,0.0001325861251513873,3.681864058080464e-07,3.9137161625798657e-07,0.0
1839,0.0001335297357789906,3.862072048832488e-07,4.1048166313625447e-07,0.0
1840,0.00013360415843115852,4.4305453172910347e-07,4.29540161154104e-07,0.0
1841,0.00013384999017164643,4.922747182588085e-07,4.336750407674117e-07,0.0
1842,0.00013251052587293088,5.143742173783851e-07,4.5171043033016236e-07,0.0
1843,0.0001323067450097629,5.380251601699066e-07,4.46533886945742e-07,0.0
1844,0.00013249595109040717,4.854104917382886e-07,4.3631930728744397e-07,0.0
1845,0.00013163923410632248,4.234942606119928e-07,4.181647414368074e-07,0.0
1846,0.0001293404950826828,4.388915349246807e-07,3.815154587170712e-07,6.52204996358969e-11
1847,0.00012952009897812137,3.873564773065092e-07,3.758287781303287e-07,6.52204996358969e-11
1848,0.00012810924921983054,3.3617839635878356e-07,3.870796051939708e-07,1.1990817465929686e-10
1849,0.00012897545197379908,3.375168111980591e-07,3.710623031695702e-07,1.7364771128950248e-10
1850,0.00012846213940065354,3.3060490319972556e-07,3.7882607882368446e-07,2.211176202455383e-10
1851,0.0001286251229300563,3.3579697498810545e-07,3.9149486497080943e-07,2.675462153410381e-10
1852,0.00012831598827947995,3.1446090734529465e-07,4.157578043110074e-07,3.1810778614424097e-10
1853,0.0001290718334660466,2.833478569235532e-07,4.263385164904321e-07,2.528872865083441e-10
1854,0.00012878961985864277,2.866893059457912e-07,4.0893134821219845e-07,2.528872865083441e-10
