ngram,court,crt,cout,curt
1815,0.0002922039566328749,2.879253686265721e-08,5.80650757951519e-08,1.0659132243517888e-07
1816,0.00029499778299525915,2.632432468832998e-08,5.436216708533591e-08,1.0580977313371217e-07
1817,0.00028903318577379523,2.483189057552896e-08,5.4258629335533574e-08,1.1041078806783844e-07
1818,0.00028878325455090296,2.466244491167962e-08,5.53390293589473e-08,1.1545592976907365e-07
1819,0.0002934171726727592,2.277045510875756e-08,5.3977485338561696e-08,1.1419162555219892e-07
1820,0.0002849229162425867,2.0054058350435104e-08,4.832776312468923e-08,1.1169843564370499e-07
1821,0.00028131292700501423,1.9298169919222474e-08,4.7683152664441357e-08,1.0555502732196536e-07
1822,0.00027827293212924687,1.8373412251954894e-08,5.0103205901612976e-08,9.142639864226762e-08
1823,0.0002713007228781602,1.9991921388192883e-08,5.1421162692934427e-08,8.6864043323333e-08
1824,0.00027187418059578964,1.9053585249244927e-08,4.785345250216519e-08,8.365482630421996e-08
1825,0.00026678634042452486,1.8131840790707495e-08,4.491397374652349e-08,8.230822601262844e-08
1826,0.00026485080265307,1.8452541209309662e-08,4.015336533110972e-08,7.90734071236849e-08
1827,0.0002577657557724576,1.7068171257303026e-08,3.936252974361716e-08,7.914989400400632e-08
1828,0.00025449556207084764,1.883539952578823e-08,3.872661581892446e-08,9.534654818058438e-08
1829,0.00031413527280424854,1.869063202621289e-08,3.70646228629669e-08,9.82811911853787e-08
1830,0.00031132470758166164,1.7551700156762503e-08,3.575975680649078e-08,1.0392331465222274e-07
1831,0.0003070086989152644,1.7542357027317782e-08,3.408985474858842e-08,1.1784158004957135e-07
1832,0.0003040566911555028,1.8119083503417447e-08,3.247262826887111e-08,1.1905261690766825e-07
1833,0.0003022730608271169,1.8940189226514448e-08,3.140820048486148e-08,1.2273428698758186e-07
1834,0.00030263543054128865,2.0958765770525848e-08,3.091708248145356e-08,1.2162064726745874e-07
1835,0.0003009307880087623,1.99948216713811e-08,2.9616333258835377e-08,1.0876179804394529e-07
1836,0.00024429363630978126,1.942132511954599e-08,2.997056368160754e-08,1.106854006544771e-07
1837,0.0002494979416951537,1.9624015428527334e-08,2.951830729054044e-08,1.121758929554874e-07
1838,0.00025447356789040247,2.0235165162521947e-08,3.147371404769014e-08,1.12201973934134e-07
