ngram,event,evnt,evnt,eventt
1908,4.2215778064149034e-05,8.154102948410014e-10,8.154102948410014e-10,7.81321670060921e-10
1909,4.23915875476918e-05,9.222210852120685e-10,9.222210852120685e-10,7.090431139048345e-10
1910,4.272924083384818e-05,7.455076080274483e-10,7.455076080274483e-10,5.844775655524817e-10
1911,4.295334656490013e-05,6.587356771170505e-10,6.587356771170505e-10,4.837277047174484e-10
1912,4.33644927397836e-05,6.079985641933255e-10,6.079985641933255e-10,4.939780370464117e-10
1913,4.3627736886264756e-05,6.460240517139734e-10,6.460240517139734e-10,5.320035245670596e-10
1914,4.387597125189911e-05,6.604721214387155e-10,6.604721214387155e-10,5.612028183435821e-10
1915,4.4053216177936907e-05,6.122171063755693e-10,6.122171063755693e-10,4.5362145785686284e-10
1916,4.4392746661157745e-05,5.634473403721379e-10,5.634473403721379e-10,4.311428515789219e-10
1917,4.472336409630121e-05,4.811876908832652e-10,4.811876908832652e-10,5.300540641327091e-10
1918,4.527800358898405e-05,5.115573976326765e-10,5.115573976326765e-10,6.175424219608975e-10
1919,4.571675942445706e-05,4.961014833065087e-10,4.961014833065087e-10,6.30498003013307e-10
1920,4.5983685205490997e-05,4.1921770618394815e-10,4.1921770618394815e-10,7.392274728853668e-10
1921,4.6291953497399974e-05,4.1585359560653805e-10,4.1585359560653805e-10,7.234896134570132e-10
1922,4.6900407531731094e-05,3.921887239569496e-10,3.921887239569496e-10,7.075508908930114e-10
1923,4.713009132371683e-05,3.6603629849363273e-10,3.6603629849363273e-10,7.946641043611789e-10
1924,4.7387133755754416e-05,3.381048298477042e-10,3.381048298477042e-10,6.375310854630659e-10
1925,4.71223626975968e-05,2.518233954695859e-10,2.518233954695859e-10,6.461399768406143e-10
1926,4.7091705450189435e-05,2.495635523632903e-10,2.495635523632903e-10,6.383916034691239e-10
1927,4.7315849639874485e-05,3.1731541204140154e-10,3.1731541204140154e-10,4.523150802317387e-10
1928,4.763500068552925e-05,2.785995600884661e-10,2.785995600884661e-10,4.698224448373978e-10
1929,4.785563682422175e-05,3.3030565584267283e-10,3.3030565584267283e-10,5.709656338995625e-10
1930,4.8752426144866536e-05,2.8119876665273173e-10,2.8119876665273173e-10,4.236449702948215e-10
1931,4.949121232909549e-05,3.0743177646476635e-10,3.0743177646476635e-10,4.779224714392325e-10
1932,5.0859984704792236e-05,3.31075022555868e-10,3.31075022555868e-10,3.6353467062052603e-10
1933,5.189982506895571e-05,3.086404524811824e-10,3.086404524811824e-10,3.1817713543245777e-10
1934,5.278311696851493e-05,2.850905602861228e-10,2.850905602861228e-10,3.1790663157504895e-10
1935,5.3527500962705486e-05,2.3947158740116643e-10,2.3947158740116643e-10,2.7228765869009257e-10
1936,5.4969471031134685e-05,1.8455162794798038e-10,1.8455162794798038e-10,2.5489419900167777e-10
1937,5.520749099170124e-05,2.2943646189282115e-10,2.2943646189282115e-10,3.446638668913593e-10
1938,5.569292677267056e-05,2.6846020446351966e-10,2.6846020446351966e-10,3.529738386496918e-10
1939,5.537921918273371e-05,2.6971098370560346e-10,2.6971098370560346e-10,4.040126705406877e-10
1940,5.5387368255261595e-05,2.233766663703055e-10,2.233766663703055e-10,4.608514026742989e-10
1941,5.5274001559675e-05,2.387087511784054e-10,2.387087511784054e-10,5.4869780941047e-10
1942,5.560939877925973e-05,4.1306507420862156e-10,4.1306507420862156e-10,6.732380367476967e-10
1943,5.5411293163030806e-05,4.350342923199944e-10,4.350342923199944e-10,6.323949578287572e-10
1944,5.578758646151982e-05,4.280921034327534e-10,4.280921034327534e-10,6.374819045656161e-10
1945,5.602175328281841e-05,4.191436106923011e-10,4.191436106923011e-10,5.880117424718532e-10
1946,5.684538960589894e-05,4.1079768951592296e-10,4.1079768951592296e-10,6.126182894305998e-10
1947,5.707193382217416e-05,4.1079768951592296e-10,4.1079768951592296e-10,5.922301220857256e-10
1948,5.7982998571657974e-05,3.6226198231657595e-10,3.6226198231657595e-10,5.845158404912557e-10
1949,5.80284748658804e-05,2.389241463404293e-10,2.389241463404293e-10,4.939879378567419e-10
1950,5.814922302046658e-05,2.636973972514056e-10,2.636973972514056e-10,4.84921238084825e-10
1951,5.8599854777899706e-05,2.9195114579851275e-10,2.9195114579851275e-10,4.5626101706299135e-10
1952,5.878894548264465e-05,3.7679843372424264e-10,3.7679843372424264e-10,4.657740225257254e-10
1953,5.868852895218879e-05,3.916288027998911e-10,3.916288027998911e-10,4.135531084248356e-10
1954,5.928326312901585e-05,4.496926263903538e-10,4.496926263903538e-10,4.1786396168649477e-10
1955,5.887261899520776e-05,4.734696345305117e-10,4.734696345305117e-10,3.587467188394454e-10
1956,5.913058963155241e-05,4.493871584378338e-10,4.493871584378338e-10,4.055424290034486e-10
1957,5.87148658399071e-05,4.0719470850714146e-10,4.0719470850714146e-10,4.609085573521148e-10
1958,5.8453957795531354e-05,4.2431097326188297e-10,4.2431097326188297e-10,4.1851577957187555e-10
1959,5.83161178967982e-05,2.944493646921715e-10,2.944493646921715e-10,4.61815445012321e-10
1960,5.8339067826247106e-05,3.371859151018215e-10,3.371859151018215e-10,5.10038485652358e-10
1961,5.7850940460671806e-05,4.4795562596590596e-10,4.4795562596590596e-10,4.904761656345156e-10
1962,5.819941621406802e-05,4.3078564227710155e-10,4.3078564227710155e-10,5.082039451963029e-10
1963,5.821270523093907e-05,4.2365734432519327e-10,4.2365734432519327e-10,5.066267623675204e-10
1964,5.87980513435988e-05,4.4313644321463437e-10,4.4313644321463437e-10,5.073537839850317e-10
1965,5.8949544576794975e-05,3.8626902965870665e-10,3.8626902965870665e-10,5.540708209699525e-10
1966,5.940013059963738e-05,4.629058009924287e-10,4.629058009924287e-10,5.604430966929133e-10
1967,5.9761198437107464e-05,4.241694931802645e-10,4.241694931802645e-10,4.828417031278929e-10
1968,6.0539445777456944e-05,3.3504483314723236e-10,3.3504483314723236e-10,5.215867817019517e-10
1969,6.105357897467911e-05,3.929835504631488e-10,3.929835504631488e-10,5.680988695339855e-10
1970,6.185072145724137e-05,4.257928910249882e-10,4.257928910249882e-10,5.853326157101435e-10
1971,6.234017720479252e-05,4.6138444850399706e-10,4.6138444850399706e-10,5.670067193541684e-10
1972,6.335069649919336e-05,4.958073198034287e-10,4.958073198034287e-10,6.964813091338482e-10
1973,6.400361910761734e-05,4.57401192318788e-10,4.57401192318788e-10,6.5753620009141e-10
1974,6.476445767995236e-05,4.709074955374806e-10,4.709074955374806e-10,7.620593838504013e-10
1975,6.512728577945381e-05,4.804031220447972e-10,4.804031220447972e-10,7.61204393168973e-10
1976,6.583889210430373e-05,4.780945560080494e-10,4.780945560080494e-10,7.258096504766545e-10
1977,6.614449271832459e-05,4.896887895178281e-10,4.896887895178281e-10,6.775035175733888e-10
1978,6.695135795910443e-05,4.5809025223902163e-10,4.5809025223902163e-10,7.609349618663077e-10
1979,6.72197067095632e-05,4.297329397091281e-10,4.297329397091281e-10,6.340890312817038e-10
1980,6.753054913133383e-05,4.742502898328179e-10,4.742502898328179e-10,6.938627648635429e-10
1981,6.77566952487853e-05,4.864036594133734e-10,4.864036594133734e-10,6.78467405273204e-10
1982,6.833541764145983e-05,4.416681266748514e-10,4.416681266748514e-10,6.249243662231103e-10
1983,6.875738784271692e-05,4.3406102125308013e-10,4.3406102125308013e-10,6.56231561154844e-10
1984,6.954768364916422e-05,3.9190151520810245e-10,3.9190151520810245e-10,6.74228434987307e-10
1985,7.01302259195862e-05,4.442189949216413e-10,4.442189949216413e-10,5.915305388372514e-10
1986,7.05311935494787e-05,4.946108522752013e-10,4.946108522752013e-10,5.736496674505328e-10
1987,7.14480785453426e-05,4.3400625553730825e-10,4.3400625553730825e-10,4.895345914349544e-10
1988,7.23090280579137e-05,4.6307619247113307e-10,4.6307619247113307e-10,4.589629192570348e-10
1989,7.327391462500341e-05,5.050833759171322e-10,5.050833759171322e-10,4.669505615506608e-10
1990,7.373014211355309e-05,6.559219397786872e-10,6.559219397786872e-10,4.3654757190100414e-10
1991,7.423869932868652e-05,6.535779635750773e-10,6.535779635750773e-10,4.163771113610945e-10
1992,7.480758150839912e-05,5.968373355060206e-10,5.968373355060206e-10,4.2674685610652064e-10
1993,7.583334081573412e-05,5.654655493847471e-10,5.654655493847471e-10,4.6165744639812903e-10
1994,7.709714139179726e-05,5.840532521902578e-10,5.840532521902578e-10,4.5423262968429563e-10
1995,7.858472859619983e-05,5.897519000930274e-10,5.897519000930274e-10,4.546326985512193e-10
1996,7.990530139068142e-05,1.0074388724039857e-09,1.0074388724039857e-09,4.514829442842887e-10
1997,8.132117467799358e-05,8.137904338496276e-10,8.137904338496276e-10,4.415286251692661e-10
1998,8.277586519917739e-05,1.4123058793875337e-09,1.4123058793875337e-09,4.5909940730012467e-10
1999,8.449499832100369e-05,1.590122466239257e-09,1.590122466239257e-09,4.035051320849803e-10
2000,8.600926750139999e-05,1.6943644780870975e-09,1.6943644780870975e-09,5.88524853850636e-10
2001,8.694718625130398e-05,1.7538954970903425e-09,1.7538954970903425e-09,6.284318264184106e-10
2002,8.761384067059095e-05,1.7815652603963323e-09,1.7815652603963323e-09,6.108403386281428e-10
2003,8.829252952377178e-05,1.5920485088979523e-09,1.5920485088979523e-09,6.005452206953826e-10
2004,8.921578306139313e-05,2.37366183058236e-09,2.37366183058236e-09,5.826863674102916e-10
2005,8.97167545710025e-05,2.7491572748442448e-09,2.7491572748442448e-09,5.588794546199491e-10
2006,8.948572836483695e-05,2.8973574729894226e-09,2.8973574729894226e-09,6.655741156626403e-10
2007,8.964439205426191e-05,3.0421456227130203e-09,3.0421456227130203e-09,4.494141368573322e-10
2008,8.905751227367935e-05,2.98879144052958e-09,2.98879144052958e-09,4.0465896308397985e-10
2009,8.815940444557262e-05,2.9690316832071365e-09,2.9690316832071365e-09,3.6634826719847014e-10
2010,8.71582524268888e-05,2.7239815442963486e-09,2.7239815442963486e-09,3.608639954315913e-10
2011,8.571386466168665e-05,2.0124079505975547e-09,2.0124079505975547e-09,3.6651145015767893e-10
2012,8.428336669957e-05,1.3230611487343884e-09,1.3230611487343884e-09,3.588018473602414e-10
2013,8.317940020268517e-05,1.064879418770965e-09,1.064879418770965e-09,2.67799145954e-10
2014,8.0758539427604e-05,8.006886344423338e-10,8.006886344423338e-10,2.763051196571656e-10
2015,7.860359723313845e-05,8.239468274329198e-10,8.239468274329198e-10,3.311701984071951e-10
2016,7.70230679855948e-05,8.516580496387149e-10,8.516580496387149e-10,4.1682106179306647e-10
2017,7.600520984851755e-05,9.124054521173856e-10,9.124054521173856e-10,4.385291157982252e-10
2018,7.523773092543706e-05,9.324026495338699e-10,9.324026495338699e-10,4.547420218159459e-10
2019,7.422643284371588e-05,6.328524995713458e-10,6.328524995713458e-10,5.12359023263631e-10
