ngram,mouth,muth,moouth,mooth
1639,0.00010315330291632563,3.35958467141089e-07,0.0,0.0
1640,9.513247433850276e-05,5.415745769304132e-07,0.0,0.0
1641,9.723511798906006e-05,4.778785012149456e-07,0.0,0.0
1642,0.00010072624406477968,4.778785012149456e-07,0.0,0.0
1643,9.661378758859687e-05,4.778785012149456e-07,0.0,9.032244666481607e-08
1644,7.744930813454889e-05,4.778785012149456e-07,0.0,9.032244666481607e-08
1645,7.458832572280829e-05,4.414420889783547e-07,0.0,9.032244666481607e-08
1646,7.133709108789585e-05,3.635718590950481e-07,0.0,9.032244666481607e-08
1647,7.528330128739722e-05,2.620013016699626e-07,0.0,9.032244666481607e-08
1648,7.6920392790011e-05,2.939776858771178e-07,0.0,9.032244666481607e-08
1649,7.71134312214729e-05,2.939776858771178e-07,0.0,9.032244666481607e-08
1650,8.820081399919997e-05,5.574985136393349e-07,0.0,4.392013660695479e-08
1651,9.346571044131582e-05,6.86498757269354e-07,0.0,8.692021781696115e-08
1652,9.685281007218041e-05,6.996078890811727e-07,0.0,1.4259161470623179e-07
1653,9.416508328286e-05,6.996078890811727e-07,0.0,2.1796739296015793e-07
1654,9.821235445477734e-05,6.370455228729302e-07,0.0,2.1796739296015793e-07
1655,9.975562975991384e-05,6.03450095988072e-07,0.0,2.1796739296015793e-07
1656,9.60337155057849e-05,1.1018307475296751e-06,0.0,2.1796739296015793e-07
1657,8.812090475527969e-05,9.217232193999994e-07,0.0,1.7404725635320313e-07
1658,8.703324887652084e-05,8.999542444598774e-07,0.0,2.3827844383309378e-07
1659,8.743469879846089e-05,9.494473707556088e-07,0.0,2.1477423217675096e-07
1660,9.209328917287556e-05,1.189971771152289e-06,0.0,1.3939845392282484e-07
1661,8.736792785514678e-05,1.1484885849962926e-06,0.0,1.3939845392282484e-07
1662,8.698644108205502e-05,1.171585259791235e-06,0.0,1.7999831365094516e-07
1663,8.528959110013343e-05,6.732046082496319e-07,0.0,1.7999831365094516e-07
1664,8.118823981411489e-05,7.077002481180119e-07,0.0,1.7999831365094516e-07
1665,7.859277268705358e-05,7.327438262499137e-07,0.0,7.276704496104815e-08
1666,7.67407483570943e-05,6.917530949327297e-07,0.0,4.059985972812033e-08
1667,7.708268406401788e-05,4.836810104182275e-07,0.0,4.059985972812033e-08
1668,7.914026666964804e-05,5.274342263256975e-07,0.0,8.435307563559036e-08
1669,7.571086981832715e-05,5.0614269144132e-07,0.0,4.3753215907470026e-08
1670,7.678264747872683e-05,5.447918596246382e-07,0.0,8.240238409078821e-08
1671,7.673579966649413e-05,5.051033054672059e-07,0.0,1.215125767625328e-07
1672,7.432310563412361e-05,4.2202966150333463e-07,0.0,1.215125767625328e-07
1673,7.399220755490075e-05,3.7641308584365364e-07,0.0,1.7099831747405654e-07
1674,7.177818146634049e-05,3.764912942675177e-07,0.0,1.7099831747405654e-07
1675,7.034196979865166e-05,5.04330576031212e-07,0.0,1.2724510156658653e-07
1676,7.149797186554809e-05,5.732619225032717e-07,0.0,1.7019161191456078e-07
1677,6.999341712798923e-05,6.689575461190803e-07,0.0,1.3154244373124258e-07
1678,6.857658029600446e-05,5.907371607755911e-07,0.0,1.1235082248666523e-07
1679,6.827220723997536e-05,6.338230349456353e-07,0.0,1.1235082248666523e-07
1680,6.497605032304168e-05,6.501040701323291e-07,0.0,8.096701061991293e-08
1681,6.228801586465644e-05,6.175735458262872e-07,0.0,8.096701061991293e-08
1682,5.83834267412645e-05,5.26625180035418e-07,0.0,8.096701061991293e-08
1683,5.5252361822307906e-05,3.9778564899149516e-07,0.0,3.8020500271938677e-08
1684,5.5729112708442176e-05,2.634408571923684e-07,0.0,3.8020500271938677e-08
1685,5.150148665831823e-05,3.038525205413732e-07,0.0,3.830776051927387e-08
1686,5.3031646530143917e-05,2.391946501185365e-07,0.0,3.830776051927387e-08
1687,5.0302322571431955e-05,1.898850915235276e-07,0.0,2.0205831674502406e-08
1688,4.656899519821829e-05,4.2284298323076133e-07,0.0,6.679741001594916e-08
1689,4.393216373240908e-05,3.4219885135046623e-07,0.0,6.679741001594916e-08
1690,4.317440496898988e-05,3.6296914223450063e-07,0.0,1.0833799178401802e-07
1691,4.006641003278284e-05,4.608333544605817e-07,0.0,2.796003591194156e-07
1692,4.091703704034444e-05,4.6775778019179726e-07,0.0,2.830625719850234e-07
1693,3.4717778492319796e-05,4.7147976748159894e-07,0.0,2.830625719850234e-07
1694,3.521764405637181e-05,5.034363295765485e-07,0.0,3.3183367317438493e-07
1695,3.473074139037635e-05,3.014920447900035e-07,0.0,2.8524209483293816e-07
1696,3.616589128796477e-05,3.329839362972312e-07,0.0,3.0098804058655203e-07
1697,3.733473645947275e-05,3.636431671338869e-07,0.0,2.667945336400278e-07
1698,3.426445255172439e-05,2.968927666253356e-07,0.0,9.553216630463015e-08
1699,3.121434318537857e-05,3.541130005097719e-07,0.0,7.186412176451995e-08
1700,3.43364880401558e-05,3.357596593137454e-07,0.0,7.186412176451995e-08
1701,3.1937175533260286e-05,2.7226976685921856e-07,0.0,2.3093020575158463e-08
1702,3.0647791131091905e-05,2.6522647950904296e-07,0.0,5.9048500945989094e-08
1703,2.9344065296754707e-05,2.6685821857037287e-07,0.0,1.757970774666059e-07
1704,2.538938900085798e-05,4.49296391837249e-07,0.0,1.684500026450613e-07
1705,2.7840985759602127e-05,4.4565599515473356e-07,0.0,1.8676561199169684e-07
1706,2.93597890309424e-05,3.7432581986455003e-07,0.0,1.9784099488820823e-07
1707,2.572408603945015e-05,4.22090232226375e-07,0.0,1.9784099488820823e-07
1708,2.42992074553123e-05,4.510069422687073e-07,0.0,2.5571619894597983e-07
1709,2.532890643383975e-05,4.510866550130491e-07,0.0,2.43810750890004e-07
1710,2.434071965191314e-05,4.5239307106775026e-07,0.0,1.1131622861577333e-07
1711,2.3707645855860653e-05,2.5729469094975297e-07,0.0,1.307008860505578e-07
1712,2.203922200091516e-05,2.4068469579268434e-07,0.0,1.1238527670392224e-07
1713,2.473476914539268e-05,2.399125936644201e-07,0.0,1.0130989380741084e-07
1714,2.3736486322637313e-05,2.3657998988418122e-07,0.0,1.0130989380741084e-07
1715,2.408060325771138e-05,2.3196358154921525e-07,0.0,4.343468974963928e-08
1716,2.4023493486830766e-05,2.2562346556144674e-07,0.0,2.8239615598327613e-08
1717,2.3005279867252932e-05,2.141176348605508e-07,0.0,3.588102107495875e-08
1718,2.3948032191713408e-05,1.753483199909819e-07,0.0,3.972163245943453e-08
1719,2.182036470393151e-05,1.8423951278886568e-07,0.0,3.972163245943453e-08
1720,1.873701005804053e-05,1.970911094011691e-07,0.0,4.8782760688124786e-08
1721,2.061545897699294e-05,1.6594162234793786e-07,0.0,4.8782760688124786e-08
1722,2.3223867174237967e-05,1.55157321403619e-07,0.0,4.8782760688124786e-08
1723,2.3802706761801217e-05,1.5597293310877701e-07,0.0,4.610297870450657e-08
1724,2.2835080017102882e-05,1.389196369367645e-07,0.0,3.846157322787544e-08
1725,2.35665102081839e-05,2.0509621328252641e-07,0.0,1.5236304408615198e-08
1726,2.615500618828394e-05,2.172790917346187e-07,0.0,4.0786296498903796e-08
1727,2.6942919118612607e-05,2.061870283398548e-07,0.0,3.1725168270213544e-08
1728,2.6470932945293108e-05,2.187842120804362e-07,0.0,3.820472826987498e-08
1729,2.4709635389237e-05,2.210893588840333e-07,0.0,5.7320658441994965e-08
1730,2.6404711856490133e-05,2.3529678269288263e-07,0.0,5.9328720222343434e-08
1731,2.6590277879482267e-05,2.363926025087234e-07,0.0,5.9328720222343434e-08
1732,2.7317337558737824e-05,2.2654274240656897e-07,0.0,7.184576793812475e-08
1733,2.552768351701421e-05,2.3675386679704908e-07,0.0,4.6295775847836144e-08
1734,2.7379084973030592e-05,2.335106777146783e-07,0.0,4.6295775847836144e-08
1735,2.739806716687911e-05,2.0756717183141e-07,0.0,4.62831418904638e-08
1736,2.7448620520382455e-05,1.9310391508042812e-07,0.0,3.267953679093287e-08
1737,2.5524181702556753e-05,1.6729259146229326e-07,0.0,3.141792705361825e-08
1738,2.5494126280786338e-05,1.7680130071084932e-07,0.0,3.690974332520065e-08
1739,2.4395045849295066e-05,1.2370550095397448e-07,0.0,2.4392695609419335e-08
1740,2.577688792371191e-05,9.653144264884109e-08,0.0,3.18799742160536e-08
1741,2.3174829038907774e-05,8.338510478925595e-08,0.0,3.7821324992494606e-08
1742,2.929896046615405e-05,8.958336904031836e-08,0.0,3.773177123126256e-08
1743,3.2494574302940494e-05,1.0745289864238267e-07,0.0,3.221944615867349e-08
1744,3.539053536120004e-05,1.1838751185726843e-07,0.0,2.5297817935714713e-08
1745,3.8182665645893265e-05,1.1453521508997255e-07,0.0,1.9806001664132315e-08
1746,4.026985386319991e-05,1.1628227574484689e-07,0.0,2.4783978805739285e-08
1747,4.096152432404259e-05,1.262626290505458e-07,0.0,2.145585195226626e-08
1748,4.2490200420226234e-05,1.3755643176896877e-07,0.0,1.9154232993352186e-08
1749,3.893549754658514e-05,1.3329015656284226e-07,0.0,1.2776860712295144e-08
1750,3.81433292204747e-05,1.2418836600350654e-07,0.0,1.2776860712295144e-08
1751,3.8304564960916263e-05,1.3488523364912908e-07,0.0,1.6345999347728528e-08
1752,4.121049875850856e-05,1.3785644219816667e-07,0.0,1.6345999347728528e-08
1753,4.613316949481876e-05,1.6305457961607317e-07,0.0,1.1368022206121558e-08
1754,4.9026366208896176e-05,1.7994035569505025e-07,0.0,1.5577007874055327e-08
1755,5.3027431671840274e-05,1.7008903999534857e-07,0.0,1.193727605652839e-08
1756,5.493951591363709e-05,1.7040055208131628e-07,0.0,1.8008217139708904e-08
1757,6.162330464576371e-05,1.719240267610595e-07,0.0,1.8008217139708904e-08
1758,6.157358646825222e-05,1.6201642592607512e-07,0.0,2.6869417674950976e-08
1759,6.0800162048378426e-05,1.568584500384012e-07,0.0,3.03482125778893e-08
1760,5.685285733696739e-05,1.453119052387462e-07,0.0,4.0993680577067996e-08
1761,5.7034007373398966e-05,1.451047312782196e-07,0.0,3.540111061438113e-08
1762,5.770307169379001e-05,1.4461626562933816e-07,0.0,4.3448856702964026e-08
1763,5.6194490753114223e-05,1.4930963386307538e-07,0.0,4.3055264750283384e-08
1764,5.341525684343651e-05,1.6172192626332356e-07,0.0,4.3055264750283384e-08
1765,5.811184278822371e-05,1.578134600777048e-07,0.0,3.062492557960793e-08
1766,6.026821626749422e-05,1.7798654385257707e-07,0.0,3.734928683789869e-08
1767,6.238766010418268e-05,2.0646901077725488e-07,0.0,2.6703818838719988e-08
1768,6.70029517745466e-05,1.836109849559112e-07,0.0,2.6610463927616886e-08
1769,6.878723797854036e-05,1.8006420938425955e-07,0.0,1.8562717839033993e-08
1770,7.322771437299837e-05,1.9478854694300806e-07,0.0,1.5768290292531414e-08
1771,7.402386108879e-05,1.9265211546683402e-07,0.0,1.5768290292531414e-08
1772,7.181503211281129e-05,1.9109548280279602e-07,0.0,3.158478075907364e-08
1773,7.221158947296706e-05,1.7865235081769371e-07,0.0,2.1381624597844555e-08
1774,7.114906163354005e-05,1.422301666918559e-07,0.0,2.6726550877193793e-08
1775,6.922666528095891e-05,1.3789812568022951e-07,0.0,3.848778413433658e-08
1776,6.809322491920154e-05,1.4165341509299522e-07,0.0,4.1200153637938845e-08
1777,6.693995965179056e-05,1.2456665692590313e-07,0.0,3.831723205394155e-08
1778,6.666591902363248e-05,1.1522408170451723e-07,0.0,4.109837575023383e-08
1779,6.470573134720325e-05,1.481540142630625e-07,0.0,2.7843571004382284e-08
1780,6.27889390411188e-05,1.4408251912202884e-07,0.0,3.489099168315793e-08
1781,6.443886741180904e-05,1.5634286804860104e-07,0.0,3.145858227883634e-08
1782,6.479254027778682e-05,1.6132262357716952e-07,0.0,2.133140343728103e-08
1783,6.361313873120318e-05,1.9887561109044327e-07,0.0,2.2968232014721124e-08
1784,6.296390815155714e-05,1.9301861544006117e-07,0.0,2.7961648234915108e-08
1785,6.195704658499121e-05,1.7724195546163302e-07,0.0,2.6798626936600352e-08
1786,6.083309303254022e-05,1.5659348205433942e-07,0.0,2.5577039533938465e-08
1787,6.193729599804751e-05,1.5281177364759708e-07,0.0,1.9818760474013937e-08
1788,6.291588007505717e-05,1.4554019703691017e-07,0.0,2.051934774475025e-08
1789,6.0871875445757594e-05,1.4240438314264532e-07,0.0,2.4346774501233474e-08
1790,6.041462932314191e-05,1.024375347721421e-07,0.0,2.3312121756800608e-08
1791,5.963594802389187e-05,1.0381782494001917e-07,0.0,2.266257048688658e-08
1792,6.003775238890999e-05,1.201988380574091e-07,0.0,2.64857584753031e-08
1793,6.322502511985866e-05,1.1347138898340095e-07,0.0,2.9089748641654622e-08
1794,6.339782599492796e-05,1.1812803941373723e-07,0.0,3.578449156041838e-08
1795,6.416724396071263e-05,1.3076084976708963e-07,0.0,3.7737748164496613e-08
1796,6.602908771518352e-05,1.2585140142716356e-07,0.0,3.3386700895984434e-08
1797,6.811949320503377e-05,1.1948330122127766e-07,0.0,4.084370530677006e-08
1798,6.980728150145816e-05,1.1686752644988831e-07,0.0,3.881446706900858e-08
1799,6.998384300719149e-05,1.0663018506258076e-07,0.0,3.637700451974979e-08
1800,6.987659123426835e-05,9.777569991748741e-08,0.0,3.490289961811348e-08
1801,7.040945222667818e-05,1.0277255719464457e-07,0.0,2.831203652472628e-08
1802,6.909367324884183e-05,8.965555967474107e-08,0.0,2.8521070584629016e-08
1803,6.909342170859288e-05,8.95096192721212e-08,0.0,2.7887423798793927e-08
1804,6.971896384909217e-05,9.913503313490374e-08,0.0,1.925141684162262e-08
1805,7.040911857205044e-05,1.009240548910384e-07,0.0,2.109163015668563e-08
1806,7.244147439320971e-05,1.0149394873743794e-07,0.0,2.2224583950958277e-08
1807,7.422454863054944e-05,1.0793326968691222e-07,0.0,2.2892918671857387e-08
1808,7.379178090819291e-05,9.879333617845987e-08,0.0,2.3382802741675083e-08
1809,7.283390108828566e-05,9.59017855604673e-08,0.0,2.0597580910727435e-08
1810,7.211096505800794e-05,9.534873157690527e-08,0.0,2.005383300688176e-08
1811,7.075764837541751e-05,8.325336153802709e-08,0.0,2.0262129624930888e-08
1812,7.047690139318417e-05,7.988072476499447e-08,0.0,1.753953921783997e-08
1813,6.808093790563621e-05,7.406588713771661e-08,0.0,1.5924469742856218e-08
1814,6.665658812770354e-05,6.276162726034532e-08,0.0,1.4875732772574274e-08
1815,6.690027761838533e-05,6.081939320422083e-08,0.0,1.4924234419717257e-08
1816,6.951010228866445e-05,6.12580782290349e-08,0.0,1.806872492896413e-08
1817,6.98643208514633e-05,6.531502450002336e-08,0.0,1.8195034304621264e-08
1818,7.120699176864167e-05,6.384657526479844e-08,0.0,1.8894787702704108e-08
1819,7.198149458937613e-05,6.087596966202519e-08,0.0,2.016789199136123e-08
1820,7.359171078340816e-05,6.190637742114242e-08,0.0,1.8088350626856353e-08
1821,7.446360229680846e-05,6.357620309570069e-08,0.0,1.8312745859410436e-08
1822,7.517232734244317e-05,6.043109936269633e-08,0.0,1.8627179037317935e-08
1823,7.350850605039991e-05,5.372942624148891e-08,0.0,1.4897143201559565e-08
1824,7.411567016138829e-05,4.435833592505592e-08,0.0,1.4167382314919256e-08
1825,7.433125782491905e-05,4.4296338533708224e-08,0.0,1.264319112895659e-08
1826,7.363600785278582e-05,4.388565752070203e-08,0.0,1.1715310880130606e-08
1827,7.344848979430805e-05,4.175826871590159e-08,0.0,1.2737108637647258e-08
1828,7.432571562406207e-05,4.103123022300029e-08,0.0,1.2298730288153235e-08
1829,7.318749287930717e-05,4.105435179115245e-08,0.0,1.1598924106895732e-08
1830,7.410156727668696e-05,4.216229346606529e-08,0.0,1.2195691821505404e-08
1831,7.411950459105096e-05,4.079196307722148e-08,0.0,1.501441383920467e-08
1832,7.368285254675097e-05,3.8504615115389895e-08,0.0,1.494255297274094e-08
1833,7.418969159646492e-05,3.8414783227429846e-08,0.0,1.4649688065812176e-08
1834,7.456716308037617e-05,3.828700125195285e-08,0.0,1.3933241227448434e-08
1835,7.417626329697669e-05,3.710487231752982e-08,0.0,1.440357826660537e-08
1836,7.59266539327135e-05,3.74973979485763e-08,0.0,1.5034318425120674e-08
1837,7.543440005974844e-05,3.53832490925957e-08,0.0,1.5123841100108037e-08
1838,7.533661118941382e-05,3.6273626642063e-08,0.0,1.1285553571026088e-08
1839,7.587022368430294e-05,3.773723327477845e-08,0.0,1.2793488934903507e-08
1840,7.528556618906026e-05,3.6306616379988554e-08,3.0234386423038424e-10,1.3274115267287406e-08
1841,7.535120987865542e-05,3.54084827490299e-08,3.0234386423038424e-10,1.490581220358373e-08
1842,7.555174358588244e-05,3.62278496725464e-08,3.0234386423038424e-10,1.5235756275647612e-08
1843,7.519845426681318e-05,3.564666834725878e-08,3.0234386423038424e-10,1.5222941383642918e-08
1844,7.5484521013485e-05,3.488707938410178e-08,3.0234386423038424e-10,1.4734811846852023e-08
1845,7.561535000734563e-05,3.614219780599472e-08,3.0234386423038424e-10,1.48771360944774e-08
1846,7.446849381917023e-05,3.774030941729377e-08,3.0234386423038424e-10,1.335651094486983e-08
1847,7.488506110218753e-05,3.993099133887361e-08,0.0,1.2845807084715943e-08
1848,7.414887035598181e-05,4.04795638278951e-08,0.0,1.1669697335443224e-08
1849,7.404161338594608e-05,4.262303678258052e-08,0.0,1.1573315766051045e-08
1850,7.354611547530762e-05,4.269812084852934e-08,0.0,1.1403092565436573e-08
1851,7.405135173550142e-05,4.7338308511208586e-08,0.0,1.2632448484087685e-08
1852,7.4440218408459e-05,4.711404599788693e-08,0.0,1.5138322722358614e-08
1853,7.584862136614643e-05,5.002861718545708e-08,0.0,1.7322922398120355e-08
1854,7.560795451614208e-05,4.936166624653586e-08,5.05018606298892e-11,1.8696495399491856e-08
1855,7.596040398181816e-05,5.233256469442235e-08,5.05018606298892e-11,1.9645938209578162e-08
1856,7.606284011022321e-05,5.055792787597316e-08,5.05018606298892e-11,1.9501681793242043e-08
1857,7.64413395830031e-05,5.068511604073527e-08,5.05018606298892e-11,1.9337046249948538e-08
1858,7.611099447655891e-05,4.920167892156055e-08,5.05018606298892e-11,1.9154663379237846e-08
1859,7.52528285374865e-05,5.047564296692794e-08,5.05018606298892e-11,1.8499770096777216e-08
1860,7.407651927288888e-05,4.906081230160453e-08,5.05018606298892e-11,1.835704642262824e-08
1861,7.320787907311959e-05,4.970717272710447e-08,1.6946003330734324e-10,1.970895649857799e-08
1862,7.264530410923596e-05,4.5842588645785195e-08,1.6946003330734324e-10,2.039801673601817e-08
1863,7.174753721171458e-05,4.4891209479861316e-08,5.513630821748653e-10,2.0540620886728382e-08
1864,7.132748162673254e-05,4.4766516335162776e-08,5.513630821748653e-10,2.205527392464189e-08
1865,7.085904923899631e-05,4.6844371175731274e-08,5.513630821748653e-10,2.2236011635154033e-08
1866,7.084350155699732e-05,4.7971751777302936e-08,5.513630821748653e-10,2.0577660337599875e-08
1867,7.079427554604731e-05,5.0944719427142056e-08,5.513630821748653e-10,1.900228152607042e-08
1868,7.128619784322967e-05,5.102817216392655e-08,6.955849229939304e-10,1.616661813942853e-08
1869,7.203056260810367e-05,5.558599117502386e-08,7.351708091502778e-10,1.566055336204337e-08
