ngram,warning,warng,warng,warng
1912,1.5025783146224317e-05,2.402003417596126e-10,2.402003417596126e-10,2.402003417596126e-10
1913,1.5324045177424394e-05,2.973920177578344e-10,2.973920177578344e-10,2.973920177578344e-10
1914,1.5552884698471254e-05,2.3879132203332073e-10,2.3879132203332073e-10,2.3879132203332073e-10
1915,1.5761912176718136e-05,2.1577095070985612e-10,2.1577095070985612e-10,2.1577095070985612e-10
1916,1.571614458433552e-05,2.4587467577814286e-10,2.4587467577814286e-10,2.4587467577814286e-10
1917,1.5725390507473742e-05,2.462583648903711e-10,2.462583648903711e-10,2.462583648903711e-10
1918,1.5593382028912727e-05,2.0472687632468378e-10,2.0472687632468378e-10,2.0472687632468378e-10
1919,1.5436539927447613e-05,2.325132844197394e-10,2.325132844197394e-10,2.325132844197394e-10
1920,1.5047634795856929e-05,1.9852326330457463e-10,1.9852326330457463e-10,1.9852326330457463e-10
1921,1.4594064201186743e-05,1.9852326330457463e-10,1.9852326330457463e-10,1.9852326330457463e-10
1922,1.4335679354969346e-05,1.9079711421898793e-10,1.9079711421898793e-10,1.9079711421898793e-10
1923,1.4182569559904681e-05,1.8524683374567174e-10,1.8524683374567174e-10,1.8524683374567174e-10
1924,1.411238892095363e-05,2.550014861966789e-10,2.550014861966789e-10,2.550014861966789e-10
1925,1.4114717487245798e-05,2.866315974252893e-10,2.866315974252893e-10,2.866315974252893e-10
1926,1.4020937539628773e-05,2.385258300398517e-10,2.385258300398517e-10,2.385258300398517e-10
1927,1.4010287746454456e-05,2.3806255379708677e-10,2.3806255379708677e-10,2.3806255379708677e-10
1928,1.4134434422885533e-05,4.433479297968493e-10,4.433479297968493e-10,4.433479297968493e-10
1929,1.4201042826503649e-05,4.1919663375443253e-10,4.1919663375443253e-10,4.1919663375443253e-10
1930,1.4215504311973096e-05,4.218705821187488e-10,4.218705821187488e-10,4.218705821187488e-10
1931,1.418586686798205e-05,3.504174708338478e-10,3.504174708338478e-10,3.504174708338478e-10
1932,1.4210909804595368e-05,3.753368588155226e-10,3.753368588155226e-10,3.753368588155226e-10
1933,1.4305850917090928e-05,4.45082530355277e-10,4.45082530355277e-10,4.45082530355277e-10
1934,1.4420891472712225e-05,6.020871499780509e-10,6.020871499780509e-10,6.020871499780509e-10
1935,1.4547074507780572e-05,4.412464401796054e-10,4.412464401796054e-10,4.412464401796054e-10
1936,1.4662443001205766e-05,5.040587352273767e-10,5.040587352273767e-10,5.040587352273767e-10
1937,1.4968023606343195e-05,5.666010101577714e-10,5.666010101577714e-10,5.666010101577714e-10
1938,1.5162494881743832e-05,6.056247527284699e-10,6.056247527284699e-10,6.056247527284699e-10
1939,1.557200851363762e-05,6.840591704193599e-10,6.840591704193599e-10,6.840591704193599e-10
1940,1.5743078620289452e-05,6.687703208679047e-10,6.687703208679047e-10,6.687703208679047e-10
1941,1.5966943725028875e-05,5.717630297790472e-10,5.717630297790472e-10,5.717630297790472e-10
1942,1.6014622555563358e-05,6.76766642726534e-10,6.76766642726534e-10,6.76766642726534e-10
1943,1.7037082475975956e-05,8.070342806730326e-10,8.070342806730326e-10,8.070342806730326e-10
1944,1.711231405871721e-05,7.741785783872096e-10,7.741785783872096e-10,7.741785783872096e-10
1945,1.7192172890645452e-05,8.215383452890381e-10,8.215383452890381e-10,8.215383452890381e-10
1946,1.6905063083478516e-05,7.383666059520725e-10,7.383666059520725e-10,7.383666059520725e-10
1947,1.682537913438864e-05,7.603286730376421e-10,7.603286730376421e-10,7.603286730376421e-10
1948,1.678468808157569e-05,7.80192965788018e-10,7.80192965788018e-10,7.80192965788018e-10
1949,1.678768941409154e-05,6.477508489905708e-10,6.477508489905708e-10,6.477508489905708e-10
1950,1.5912647930755547e-05,5.05430844003182e-10,5.05430844003182e-10,5.05430844003182e-10
1951,1.5942522233152495e-05,4.81615075201677e-10,4.81615075201677e-10,4.81615075201677e-10
1952,1.6046349108884378e-05,4.787862031444387e-10,4.787862031444387e-10,4.787862031444387e-10
1953,1.6367722959590276e-05,5.381076794470324e-10,5.381076794470324e-10,5.381076794470324e-10
1954,1.665625989387211e-05,5.113456106954826e-10,5.113456106954826e-10,5.113456106954826e-10
1955,1.6878108518929885e-05,4.957111249259682e-10,4.957111249259682e-10,4.957111249259682e-10
1956,1.7043098653500367e-05,5.729810019307533e-10,5.729810019307533e-10,5.729810019307533e-10
1957,1.7251315512112342e-05,6.496583330818848e-10,6.496583330818848e-10,6.496583330818848e-10
1958,1.7336937941893537e-05,7.117745995774019e-10,7.117745995774019e-10,7.117745995774019e-10
1959,1.7414313593430313e-05,7.826899763228669e-10,7.826899763228669e-10,7.826899763228669e-10
1960,1.7224044963118752e-05,6.889396672197076e-10,6.889396672197076e-10,6.889396672197076e-10
1961,1.7023942356380367e-05,7.514267145022505e-10,7.514267145022505e-10,7.514267145022505e-10
1962,1.694613560435495e-05,7.256717369865027e-10,7.256717369865027e-10,7.256717369865027e-10
1963,1.691277014158134e-05,6.908188386413525e-10,6.908188386413525e-10,6.908188386413525e-10
1964,1.68080044074616e-05,6.623079862322356e-10,6.623079862322356e-10,6.623079862322356e-10
1965,1.6784238791193013e-05,6.287990921600389e-10,6.287990921600389e-10,6.287990921600389e-10
1966,1.6826829648510155e-05,5.360267785192718e-10,5.360267785192718e-10,5.360267785192718e-10
1967,1.6952332641397205e-05,5.750206263524912e-10,5.750206263524912e-10,5.750206263524912e-10
1968,1.708673101217885e-05,5.108061275547828e-10,5.108061275547828e-10,5.108061275547828e-10
1969,1.7117454003060368e-05,6.022026448932699e-10,6.022026448932699e-10,6.022026448932699e-10
1970,1.7072097502282952e-05,6.48013611024924e-10,6.48013611024924e-10,6.48013611024924e-10
1971,1.7121462795850156e-05,5.848908064225761e-10,5.848908064225761e-10,5.848908064225761e-10
1972,1.7122079433257958e-05,6.014442396499017e-10,6.014442396499017e-10,6.014442396499017e-10
1973,1.7096238869791186e-05,5.795463038043331e-10,5.795463038043331e-10,5.795463038043331e-10
1974,1.7184224166807587e-05,5.902639052138678e-10,5.902639052138678e-10,5.902639052138678e-10
1975,1.724683144337697e-05,5.842875746723105e-10,5.842875746723105e-10,5.842875746723105e-10
1976,1.7425692411572008e-05,5.361541250652785e-10,5.361541250652785e-10,5.361541250652785e-10
1977,1.7576380092318038e-05,5.031577178714133e-10,5.031577178714133e-10,5.031577178714133e-10
1978,1.7602423862886747e-05,5.326335444128765e-10,5.326335444128765e-10,5.326335444128765e-10
1979,1.7749609729175324e-05,4.787576446396713e-10,4.787576446396713e-10,4.787576446396713e-10
1980,1.7799448739554335e-05,4.754194894905441e-10,4.754194894905441e-10,4.754194894905441e-10
1981,1.7828459541695857e-05,4.0920405357842375e-10,4.0920405357842375e-10,4.0920405357842375e-10
1982,1.7884194416443018e-05,3.813855283172986e-10,3.813855283172986e-10,3.813855283172986e-10
1983,1.7799283211518612e-05,3.287294623019069e-10,3.287294623019069e-10,3.287294623019069e-10
1984,1.7894507566649865e-05,3.152965091394019e-10,3.152965091394019e-10,3.152965091394019e-10
1985,1.8039011722846355e-05,2.9342153111994966e-10,2.9342153111994966e-10,2.9342153111994966e-10
1986,1.799517511764342e-05,2.9667264874902854e-10,2.9667264874902854e-10,2.9667264874902854e-10
1987,1.8003405784838833e-05,2.540404315481177e-10,2.540404315481177e-10,2.540404315481177e-10
1988,1.8029173588729464e-05,3.011635207090484e-10,3.011635207090484e-10,3.011635207090484e-10
1989,1.79963384912948e-05,2.7075805635244446e-10,2.7075805635244446e-10,2.7075805635244446e-10
1990,1.7953556899945916e-05,2.3225544255679941e-10,2.3225544255679941e-10,2.3225544255679941e-10
1991,1.7812584961315485e-05,2.2600484331225523e-10,2.2600484331225523e-10,2.2600484331225523e-10
1992,1.7666000660808224e-05,2.2713681481291636e-10,2.2713681481291636e-10,2.2713681481291636e-10
1993,1.763321987320004e-05,2.317093912573842e-10,2.317093912573842e-10,2.317093912573842e-10
1994,1.7588248998176175e-05,2.2465324888064154e-10,2.2465324888064154e-10,2.2465324888064154e-10
1995,1.758897139682501e-05,1.7504482536076108e-10,1.7504482536076108e-10,1.7504482536076108e-10
1996,1.785592654154503e-05,1.8729893231610768e-10,1.8729893231610768e-10,1.8729893231610768e-10
1997,1.813345287311157e-05,1.7398400775636702e-10,1.7398400775636702e-10,1.7398400775636702e-10
1998,1.8519410202445995e-05,1.5031879709224783e-10,1.5031879709224783e-10,1.5031879709224783e-10
1999,1.883758652963609e-05,1.4916832848298e-10,1.4916832848298e-10,1.4916832848298e-10
2000,1.916766606362736e-05,1.3253881920543316e-10,1.3253881920543316e-10,1.3253881920543316e-10
2001,1.965020133606491e-05,1.3981547963044198e-10,1.3981547963044198e-10,1.3981547963044198e-10
2002,1.9995078088998396e-05,1.4314687827944794e-10,1.4314687827944794e-10,1.4314687827944794e-10
2003,2.018655374870702e-05,1.551895824149417e-10,1.551895824149417e-10,1.551895824149417e-10
2004,2.0444595845349666e-05,1.6528267445168965e-10,1.6528267445168965e-10,1.6528267445168965e-10
2005,2.076658815245277e-05,1.4136233106706467e-10,1.4136233106706467e-10,1.4136233106706467e-10
2006,2.1349675599984558e-05,1.1341609447236754e-10,1.1341609447236754e-10,1.1341609447236754e-10
2007,2.2025871658115648e-05,1.2467461239982847e-10,1.2467461239982847e-10,1.2467461239982847e-10
2008,2.2722460666305517e-05,1.1497385137203077e-10,1.1497385137203077e-10,1.1497385137203077e-10
2009,2.3199180889475558e-05,1.0301686909273768e-10,1.0301686909273768e-10,1.0301686909273768e-10
2010,2.3572739467324156e-05,8.434973478616786e-11,8.434973478616786e-11,8.434973478616786e-11
2011,2.43627156513477e-05,9.282623107675914e-11,9.282623107675914e-11,9.282623107675914e-11
2012,2.4952252975448834e-05,9.319749510818185e-11,9.319749510818185e-11,9.319749510818185e-11
2013,2.50701073777496e-05,9.916186894427209e-11,9.916186894427209e-11,9.916186894427209e-11
2014,2.5164359353116845e-05,8.271756370137329e-11,8.271756370137329e-11,8.271756370137329e-11
2015,2.4984669705320683e-05,7.213540454449013e-11,7.213540454449013e-11,7.213540454449013e-11
2016,2.5089995428321083e-05,6.79867253764296e-11,6.79867253764296e-11,6.79867253764296e-11
2017,2.5346321914791286e-05,6.498920961569195e-11,6.498920961569195e-11,6.498920961569195e-11
2018,2.5042380366357973e-05,5.198962788055539e-11,5.198962788055539e-11,5.198962788055539e-11
2019,2.4740110347920563e-05,5.564228418297734e-11,5.564228418297734e-11,5.564228418297734e-11
