ngram,sex,sx,seex,sx
1858,1.608919826269682e-05,2.89938257529749e-08,1.8284941537073861e-09,2.89938257529749e-08
1859,1.5932339530471446e-05,2.8663037657647043e-08,2.1642445494470965e-09,2.8663037657647043e-08
1860,1.5538316932049512e-05,2.8434531681601324e-08,2.5201640655289228e-09,2.8434531681601324e-08
1861,1.5216532379521855e-05,2.8155789319076315e-08,2.5261488853115364e-09,2.8155789319076315e-08
1862,1.4998363440099638e-05,2.805950240412715e-08,1.95184616881759e-09,2.805950240412715e-08
1863,1.4685213630270613e-05,2.6822981169516424e-08,1.8027497510659479e-09,2.6822981169516424e-08
1864,1.4541729407418253e-05,2.6927194188682994e-08,1.4155977263412873e-09,2.6927194188682994e-08
1865,1.4598071954554013e-05,2.7955337854125772e-08,1.2427871826885856e-09,2.7955337854125772e-08
1866,1.4756448243653203e-05,2.869678589994302e-08,7.553520745392664e-10,2.869678589994302e-08
1867,1.5025933992416998e-05,2.8176469411635352e-08,3.7924502427344464e-10,2.8176469411635352e-08
1868,1.5398729764066437e-05,2.8228327865674274e-08,5.468168299113277e-10,2.8228327865674274e-08
1869,1.5555178963820383e-05,2.9308549492108275e-08,5.702703309573565e-10,2.9308549492108275e-08
1870,1.58171787916217e-05,3.1061005450234395e-08,1.1615807601498114e-09,3.1061005450234395e-08
1871,1.6108488775249237e-05,3.119667851032253e-08,1.432575066509908e-09,3.119667851032253e-08
1872,1.6119842647250543e-05,3.253511517341069e-08,1.473526776786725e-09,3.253511517341069e-08
1873,1.5924137577323044e-05,3.2704169784990104e-08,2.292710608666125e-09,3.2704169784990104e-08
1874,1.5599887904370136e-05,3.354072194586674e-08,2.318564356380242e-09,3.354072194586674e-08
1875,1.5182433344307356e-05,3.394419247269655e-08,2.4956561579208322e-09,3.394419247269655e-08
1876,1.4936102031372553e-05,3.436494238379899e-08,2.6464762841500136e-09,3.436494238379899e-08
1877,1.4529317923006602e-05,3.4894646918002895e-08,2.509537601534463e-09,3.4894646918002895e-08
1878,1.4259181755603225e-05,3.558184147323118e-08,2.470921285040768e-09,3.558184147323118e-08
1879,1.3977439266454894e-05,3.3728759721693025e-08,2.5347110125092544e-09,3.3728759721693025e-08
1880,1.4110431298571971e-05,3.4512314276266154e-08,1.978620648276522e-09,3.4512314276266154e-08
1881,1.4053431446622458e-05,3.548836703868931e-08,1.8430482616262266e-09,3.548836703868931e-08
1882,1.3884143299947027e-05,3.488939676848142e-08,1.7011746059455594e-09,3.488939676848142e-08
1883,1.382378507384731e-05,3.56065140546694e-08,1.6960411091433108e-09,3.56065140546694e-08
1884,1.3679401100879269e-05,3.417203739023275e-08,1.4857566209082661e-09,3.417203739023275e-08
1885,1.3443370335153304e-05,3.43961349561336e-08,1.2752814994497287e-09,3.43961349561336e-08
1886,1.34061470557104e-05,3.5580644208721424e-08,1.308483147230025e-09,3.5580644208721424e-08
1887,1.3011674127483275e-05,3.553223087188988e-08,1.2940954022663424e-09,3.553223087188988e-08
1888,1.2988137703879537e-05,3.4728812587608056e-08,1.5549983126536153e-09,3.4728812587608056e-08
1889,1.321701048644692e-05,3.498576767973256e-08,1.6882850910932795e-09,3.498576767973256e-08
1890,1.347733931262545e-05,3.590985540670642e-08,1.8934534337259177e-09,3.590985540670642e-08
1891,1.3683828651015314e-05,3.7364048109468836e-08,1.931021731405025e-09,3.7364048109468836e-08
1892,1.3984504351226081e-05,3.687572862937876e-08,2.1295307739421787e-09,3.687572862937876e-08
1893,1.4270484046262157e-05,3.605720623665677e-08,2.29138945912715e-09,3.605720623665677e-08
1894,1.4395191750996414e-05,3.6120169966125104e-08,2.3740603134163915e-09,3.6120169966125104e-08
1895,1.4504838093541497e-05,3.56246034576608e-08,2.6851624733227807e-09,3.56246034576608e-08
1896,1.4372243250753464e-05,3.484905976490284e-08,2.757729283026882e-09,3.484905976490284e-08
1897,1.4279930577946029e-05,3.189346640754463e-08,2.68066089960582e-09,3.189346640754463e-08
1898,1.4119083321669937e-05,3.0345694211421555e-08,2.8860358864639987e-09,3.0345694211421555e-08
1899,1.4091791074731321e-05,3.1229920998449804e-08,3.0267813969483572e-09,3.1229920998449804e-08
1900,1.3790741572198126e-05,3.2435117195258756e-08,3.341380156689817e-09,3.2435117195258756e-08
1901,1.3562472304329276e-05,3.26915703396935e-08,3.832564519713953e-09,3.26915703396935e-08
1902,1.3274940231765089e-05,3.3548849793468046e-08,3.834504999237051e-09,3.3548849793468046e-08
1903,1.3185895243493309e-05,3.30234262792471e-08,4.309784307210407e-09,3.30234262792471e-08
1904,1.3060026633736146e-05,3.2757775666628474e-08,4.432438130815999e-09,3.2757775666628474e-08
1905,1.2987279270808877e-05,3.248299026584586e-08,4.463800916200609e-09,3.248299026584586e-08
1906,1.2721212312629047e-05,3.470143562976448e-08,4.4583878493804315e-09,3.470143562976448e-08
1907,1.2912444617541041e-05,3.324993613773586e-08,4.2834925447924175e-09,3.324993613773586e-08
1908,1.4486108869147887e-05,3.247323070760493e-08,3.845216335816661e-09,3.247323070760493e-08
1909,1.5137846535903268e-05,3.1566139670400976e-08,3.5251028128259675e-09,3.1566139670400976e-08
1910,1.5887633968044872e-05,3.1788522036890754e-08,3.2733877830537494e-09,3.1788522036890754e-08
1911,1.66724062832405e-05,3.155925197363883e-08,3.091312158634959e-09,3.155925197363883e-08
1912,1.7205564030778726e-05,3.127066529527513e-08,2.96209974009238e-09,3.127066529527513e-08
1913,1.7694016085962566e-05,2.7538189887163104e-08,3.3128485986212907e-09,2.7538189887163104e-08
1914,1.788526164351164e-05,2.6505368312866395e-08,3.3703040041339297e-09,2.6505368312866395e-08
1915,1.6691210475983098e-05,2.5046706803826576e-08,3.320732450922443e-09,2.5046706803826576e-08
1916,1.6620624852034132e-05,2.5226330992365675e-08,3.4402732408876447e-09,2.5226330992365675e-08
1917,1.658881410548929e-05,2.5569107466237384e-08,3.3381395742842254e-09,2.5569107466237384e-08
1918,1.6512298576084765e-05,2.5597380722989068e-08,3.519150907190952e-09,2.5597380722989068e-08
1919,1.6921406443413745e-05,2.702164638078232e-08,3.4567021626027585e-09,2.702164638078232e-08
1920,1.73386051756097e-05,2.7335621512390518e-08,3.0968501414057367e-09,2.7335621512390518e-08
1921,1.790046657593588e-05,2.7705905886981393e-08,2.9091172011013508e-09,2.7705905886981393e-08
1922,1.8636795565336278e-05,2.9191895377169075e-08,3.154035096589577e-09,2.9191895377169075e-08
1923,1.9425720113628942e-05,2.7808076857078438e-08,3.233153427523965e-09,2.7808076857078438e-08
1924,2.012314975477888e-05,2.899131499946504e-08,3.5257676778144287e-09,2.899131499946504e-08
1925,2.0556921559286172e-05,2.8542225091346803e-08,3.327281878589312e-09,2.8542225091346803e-08
1926,2.14563832352204e-05,2.846249103072296e-08,3.50485491423009e-09,2.846249103072296e-08
1927,2.2216701576586013e-05,2.915081611019689e-08,3.3368840072053476e-09,2.915081611019689e-08
1928,2.310882233099879e-05,3.126550599371772e-08,3.506655537372743e-09,3.126550599371772e-08
1929,2.384427898505237e-05,3.050772130157904e-08,3.205168226066186e-09,3.050772130157904e-08
1930,2.4451449072720216e-05,3.238006840433627e-08,3.125184174937853e-09,3.238006840433627e-08
1931,2.4598270881272454e-05,3.139273983622713e-08,2.7182032815074665e-09,3.139273983622713e-08
1932,2.4762560964778197e-05,3.618260890903002e-08,2.7495033868721717e-09,3.618260890903002e-08
1933,2.47419086788016e-05,3.683843376377029e-08,2.569538423305825e-09,3.683843376377029e-08
1934,2.4780897677244085e-05,3.7790788910894794e-08,2.6112281543382618e-09,3.7790788910894794e-08
1935,2.477584608381481e-05,3.877851386034438e-08,2.532230932875531e-09,3.877851386034438e-08
1936,2.474387448663557e-05,4.1808507640033506e-08,2.505336351075828e-09,4.1808507640033506e-08
1937,2.4563370971009135e-05,4.48010405916323e-08,2.3614494804036212e-09,4.48010405916323e-08
1938,2.4573044616512823e-05,4.573346095477453e-08,2.1937868030111727e-09,4.573346095477453e-08
1939,2.47389203390672e-05,4.291249666721342e-08,2.23494096245653e-09,4.291249666721342e-08
1940,2.415005058407717e-05,4.304002690754974e-08,2.37487943596396e-09,4.304002690754974e-08
1941,2.36211801945631e-05,4.2531265112951844e-08,2.5567434518742563e-09,4.2531265112951844e-08
1942,2.288427172710986e-05,4.0943120893643936e-08,3.103247183032311e-09,4.0943120893643936e-08
1943,2.243951114776012e-05,4.0354760549072514e-08,3.6243177348183053e-09,4.0354760549072514e-08
1944,2.2223096103906365e-05,3.829287058871549e-08,3.806849375414296e-09,3.829287058871549e-08
1945,2.2689772647156913e-05,3.9612164722971754e-08,3.9715533718874346e-09,3.9612164722971754e-08
1946,2.2945067809944574e-05,4.351954783844901e-08,3.93745100016726e-09,4.351954783844901e-08
1947,2.35698095951063e-05,4.7948274937782894e-08,3.572514141657125e-09,4.7948274937782894e-08
1948,2.400857920292765e-05,5.1257253679588237e-08,3.2128998667906625e-09,5.1257253679588237e-08
1949,2.493458591093908e-05,5.473801424825199e-08,2.4364557514390738e-09,5.473801424825199e-08
1950,2.5622111934353597e-05,5.7766349925714167e-08,1.8671757314895186e-09,5.7766349925714167e-08
1951,2.5847201478817234e-05,5.926815355954724e-08,1.5914818510661836e-09,5.926815355954724e-08
1952,2.5652779316130492e-05,6.057785688946232e-08,1.3575055841335321e-09,6.057785688946232e-08
1953,2.5621850519590745e-05,6.224780487887724e-08,1.309808626638796e-09,6.224780487887724e-08
1954,2.5515008798850302e-05,6.271385290444544e-08,1.5007859082467284e-09,6.271385290444544e-08
1955,2.5663144177607527e-05,6.633267243419791e-08,1.4654456695747546e-09,6.633267243419791e-08
1956,2.5460901399908054e-05,6.755988226002176e-08,1.4165961023263458e-09,6.755988226002176e-08
1957,2.555760901097009e-05,6.715211802494586e-08,1.3919685483619405e-09,6.715211802494586e-08
1958,2.6023907724135953e-05,7.293779447081761e-08,1.3719064852400565e-09,7.293779447081761e-08
1959,2.6561143126205673e-05,7.56292755405801e-08,1.3512320865391052e-09,7.56292755405801e-08
1960,2.7509154408887427e-05,7.592884847846498e-08,1.3386237277376471e-09,7.592884847846498e-08
1961,2.8511953652403982e-05,7.819700442723843e-08,1.2509048320983952e-09,7.819700442723843e-08
1962,2.9584073542667155e-05,8.466261647299689e-08,1.2412608797949888e-09,8.466261647299689e-08
1963,3.0470355341094546e-05,8.86151545793317e-08,1.2190873945248727e-09,8.86151545793317e-08
1964,3.1173705273041765e-05,9.207466129217729e-08,1.211548123729906e-09,9.207466129217729e-08
1965,3.18026257965747e-05,8.956427320429481e-08,1.209322649956387e-09,8.956427320429481e-08
1966,3.2784868380986154e-05,9.058846574459625e-08,1.1618061671444683e-09,9.058846574459625e-08
1967,3.384913205601541e-05,9.180902387535233e-08,1.0669017177658953e-09,9.180902387535233e-08
1968,3.575501614250243e-05,9.049781673249007e-08,1.08571501789001e-09,9.049781673249007e-08
1969,3.755687274471191e-05,8.199614244728894e-08,1.2003675751794317e-09,8.199614244728894e-08
1970,3.9444365289195306e-05,7.792576082822831e-08,1.3293362442569544e-09,7.792576082822831e-08
1971,4.165901399184284e-05,7.62755019780213e-08,1.3553831707773562e-09,7.62755019780213e-08
1972,4.4546327054766675e-05,7.678146423424031e-08,1.379076773412789e-09,7.678146423424031e-08
1973,4.683493846511867e-05,7.645600520943065e-08,1.41836084147481e-09,7.645600520943065e-08
1974,4.878256004303694e-05,7.639640183957194e-08,1.3487791518583337e-09,7.639640183957194e-08
1975,5.013284057245723e-05,7.472398826686393e-08,1.3057746154184917e-09,7.472398826686393e-08
1976,5.14977821564701e-05,7.491786391256028e-08,1.3082534579465589e-09,7.491786391256028e-08
1977,5.281305857351981e-05,7.522415350942018e-08,1.3691970255992813e-09,7.522415350942018e-08
1978,5.340545352997391e-05,7.53463506189941e-08,1.3436357106298503e-09,7.53463506189941e-08
1979,5.3470680411140036e-05,7.460998676021648e-08,1.4118545856232701e-09,7.460998676021648e-08
1980,5.3898739549497676e-05,7.317395552978009e-08,1.3387282235147575e-09,7.317395552978009e-08
1981,5.363541536748276e-05,7.18731497175083e-08,1.3406632788053636e-09,7.18731497175083e-08
1982,5.321384690302823e-05,7.297795130105961e-08,1.3475416496941e-09,7.297795130105961e-08
1983,5.2446211546859036e-05,7.498033787507146e-08,1.3162545815197696e-09,7.498033787507146e-08
1984,5.1876470804147955e-05,8.130915217309718e-08,1.211068610475406e-09,8.130915217309718e-08
1985,5.1526014950858166e-05,8.2823876011519e-08,1.2133279143305182e-09,8.2823876011519e-08
1986,5.09053970745299e-05,8.585755852306778e-08,1.069467784172876e-09,8.585755852306778e-08
1987,4.9980103150509035e-05,8.986529158911643e-08,1.150240680480863e-09,8.986529158911643e-08
1988,4.9733239263462436e-05,9.117416104637804e-08,1.3636651331948103e-09,9.117416104637804e-08
1989,4.9814911367970384e-05,9.416222163898575e-08,1.331374026897996e-09,9.416222163898575e-08
1990,5.0802208404223036e-05,9.529759787645681e-08,2.5251510723681545e-09,9.529759787645681e-08
1991,5.134103724101026e-05,9.155676699330278e-08,2.5056179512158596e-09,9.155676699330278e-08
1992,5.170780475184854e-05,9.235412181039595e-08,2.4274353400371193e-09,9.235412181039595e-08
1993,5.258958013395646e-05,9.066955998702855e-08,2.399701746837378e-09,9.066955998702855e-08
1994,5.349696792628882e-05,8.964393519558403e-08,2.3287716437765074e-09,8.964393519558403e-08
1995,5.4695926207516876e-05,8.920677276234659e-08,2.151532230154629e-09,8.920677276234659e-08
1996,5.532187164395249e-05,8.551057512866983e-08,2.174993066602785e-09,8.551057512866983e-08
1997,5.526198063827386e-05,8.231569584690338e-08,1.0509144269096486e-09,8.231569584690338e-08
1998,5.5411550420103595e-05,8.09260924938826e-08,1.100460857360121e-09,8.09260924938826e-08
1999,5.641156946824465e-05,8.250801235882526e-08,1.1948392116981461e-09,8.250801235882526e-08
2000,5.691263504559174e-05,8.128770596320984e-08,1.264376555834953e-09,8.128770596320984e-08
2001,5.80005778049651e-05,8.006115288188604e-08,1.4052685840379046e-09,8.006115288188604e-08
2002,5.871019675396383e-05,8.120632648862219e-08,1.4493196801420742e-09,8.120632648862219e-08
2003,5.9506240047215086e-05,8.630127926575629e-08,1.4276066995222436e-09,8.630127926575629e-08
2004,6.046669191813895e-05,8.995464030801616e-08,1.3366910752868728e-09,8.995464030801616e-08
2005,6.143034780896934e-05,9.410677798931439e-08,1.4210285329393661e-09,9.410677798931439e-08
2006,6.245823845217404e-05,9.314814418205839e-08,1.4833970242632078e-09,9.314814418205839e-08
2007,6.36687213305517e-05,1.124210931331098e-07,1.5641286995763233e-09,1.124210931331098e-07
2008,6.398027159905593e-05,1.3528028931984538e-07,1.4706466837972292e-09,1.3528028931984538e-07
2009,6.41941702009977e-05,1.451454027444145e-07,1.439908049936735e-09,1.451454027444145e-07
2010,6.559367258367794e-05,1.4624308265963138e-07,1.4652953612375492e-09,1.4624308265963138e-07
2011,6.689613240139027e-05,1.525449592674834e-07,1.4434819530149768e-09,1.525449592674834e-07
2012,6.796273789534877e-05,1.570579024295122e-07,1.390999807401475e-09,1.570579024295122e-07
2013,6.876118693201403e-05,1.6635359705625368e-07,1.310050496654875e-09,1.6635359705625368e-07
2014,6.853903739413778e-05,1.5838303316481221e-07,1.556757326223338e-09,1.5838303316481221e-07
2015,6.802923702967487e-05,1.4493264797822902e-07,1.702980074418698e-09,1.4493264797822902e-07
2016,6.775966591833691e-05,1.4358263505138374e-07,1.9311756479670603e-09,1.4358263505138374e-07
2017,6.707001011818647e-05,1.4817896717052767e-07,2.0428849167863916e-09,1.4817896717052767e-07
2018,6.613386940443889e-05,1.4930858469597296e-07,2.2629805807028447e-09,1.4930858469597296e-07
2019,6.529057645821013e-05,1.519573622488224e-07,2.398867188224685e-09,1.519573622488224e-07
