ngram,presence,presnce,presence,presece
1873,9.001439736623849e-05,1.0264355159479116e-09,9.001439736623849e-05,3.7147784055185136e-10
1874,9.089477576448448e-05,1.0592327412009946e-09,9.089477576448448e-05,3.24793640395425e-10
1875,9.045562286961026e-05,1.0899544362301989e-09,9.045562286961026e-05,3.24793640395425e-10
1876,9.091746012148048e-05,1.3532627161718024e-09,9.091746012148048e-05,1.664500957700353e-10
1877,9.077502077811264e-05,1.2891718882888726e-09,9.077502077811264e-05,3.974071468729587e-11
1878,9.104911857450913e-05,1.2357237217613154e-09,9.104911857450913e-05,3.974071468729587e-11
1879,9.060772780295727e-05,1.1706204180609144e-09,9.060772780295727e-05,3.974071468729587e-11
1880,9.10648689438988e-05,1.1790188270133228e-09,9.10648689438988e-05,1.7128744851062956e-10
1881,8.989740308606997e-05,1.1229278776677835e-09,8.989740308606997e-05,1.315467338233337e-10
1882,9.016903641168028e-05,1.1322211025875463e-09,9.016903641168028e-05,1.315467338233337e-10
1883,8.919924792800365e-05,8.069371599488712e-10,8.919924792800365e-05,1.315467338233337e-10
1884,8.887104299252055e-05,9.156584934721934e-10,8.887104299252055e-05,1.315467338233337e-10
1885,8.797964983386919e-05,8.648489662516872e-10,8.797964983386919e-05,1.315467338233337e-10
1886,8.761262974335946e-05,8.079595603671663e-10,8.761262974335946e-05,1.5913534973892903e-10
1887,8.7018045763086e-05,7.540620152100632e-10,8.7018045763086e-05,5.5222584441746594e-11
1888,8.668994476985452e-05,7.449365093035811e-10,8.668994476985452e-05,8.222542686413853e-11
1889,8.663524308108858e-05,6.414690881647747e-10,8.663524308108858e-05,1.869090061295304e-10
1890,8.688625530339777e-05,7.727624135827377e-10,8.688625530339777e-05,2.1220469627523742e-10
1891,8.74540866269464e-05,8.664466961365897e-10,8.74540866269464e-05,2.3780974808421517e-10
1892,8.780973959281775e-05,1.0780591340266353e-09,8.780973959281775e-05,2.3780974808421517e-10
1893,8.833219284757174e-05,1.0644783070874147e-09,8.833219284757174e-05,2.563444793736634e-10
1894,8.801006957323157e-05,1.19695193439335e-09,8.801006957323157e-05,4.717200122580526e-10
1895,8.836343061245446e-05,1.3546583259899896e-09,8.836343061245446e-05,4.4471716983566067e-10
1896,8.812712621875107e-05,1.4447699861871603e-09,8.812712621875107e-05,3.787944422414416e-10
1897,8.814981473343713e-05,1.6443741447856398e-09,8.814981473343713e-05,3.534987520957346e-10
1898,8.782536731035049e-05,1.535533367125197e-09,8.782536731035049e-05,3.459318684681126e-10
1899,8.796277169104931e-05,1.5937246918998734e-09,8.796277169104931e-05,3.459318684681126e-10
1900,8.736180149883564e-05,1.77752812469123e-09,8.736180149883564e-05,3.901615479108754e-10
1901,8.738975157029927e-05,1.688748807460172e-09,8.738975157029927e-05,1.6428873341110617e-10
1902,8.712330184477781e-05,1.6492196338749717e-09,8.712330184477781e-05,1.6428873341110617e-10
1903,8.653482343236516e-05,1.8517199836968042e-09,8.653482343236516e-05,2.052236079487711e-10
1904,8.603507636248e-05,1.5195770594215015e-09,8.603507636248e-05,2.3693108784441005e-10
1905,8.556161005149729e-05,1.4278852465489577e-09,8.556161005149729e-05,2.1889291966305435e-10
1906,8.481815893901512e-05,1.4413646228942208e-09,8.481815893901512e-05,2.344079057842967e-10
1907,8.458873864063727e-05,1.46672947596928e-09,8.458873864063727e-05,3.6380749206849876e-10
1908,8.408520287568016e-05,1.4497438249883032e-09,8.408520287568016e-05,4.290175298349297e-10
1909,8.365057666586446e-05,1.4980570672840088e-09,8.365057666586446e-05,5.943896426639585e-10
1910,8.339449725878824e-05,1.3170130620997001e-09,8.339449725878824e-05,5.42241695988821e-10
1911,8.255180520271617e-05,1.3337140756876563e-09,8.255180520271617e-05,5.10534216093182e-10
1912,8.141892093200502e-05,1.5296822856011465e-09,8.141892093200502e-05,5.681906473098408e-10
1913,8.062223683477246e-05,1.431417206987362e-09,8.062223683477246e-05,5.526756611885984e-10
1914,7.947439839231915e-05,1.3284617691614438e-09,7.947439839231915e-05,4.060054931143142e-10
1915,7.827896271399888e-05,1.318727016474952e-09,7.827896271399888e-05,3.87413658693119e-10
1916,7.643871400172689e-05,1.4293718589694242e-09,7.643871400172689e-05,2.370934083982336e-10
1917,7.545807290755744e-05,1.5709476576729132e-09,7.545807290755744e-05,3.9110017803688027e-10
1918,7.491163601766207e-05,1.5885463579477589e-09,7.491163601766207e-05,4.198606561629197e-10
1919,7.507028411574928e-05,1.5273478037869381e-09,7.507028411574928e-05,5.468789290466855e-10
1920,7.48189413570799e-05,1.6323080030490799e-09,7.48189413570799e-05,5.468789290466855e-10
1921,7.41696816736034e-05,1.5974681736149625e-09,7.41696816736034e-05,5.581313090268531e-10
1922,7.386793523827302e-05,1.6631687614422829e-09,7.386793523827302e-05,4.943764187708461e-10
1923,7.429136582816551e-05,1.454794998753276e-09,7.429136582816551e-05,6.266452198414438e-10
1924,7.400474714813754e-05,1.3464310143009227e-09,7.400474714813754e-05,4.939337312175646e-10
1925,7.387193805438333e-05,1.4010502599351833e-09,7.387193805438333e-05,5.111836033831554e-10
1926,7.306371324895216e-05,1.4117051654644846e-09,7.306371324895216e-05,3.7235482554441393e-10
1927,7.235560977798221e-05,1.2910641444818793e-09,7.235560977798221e-05,4.4056995750020786e-10
1928,7.251954230014235e-05,1.2417440488553056e-09,7.251954230014235e-05,4.474730784322288e-10
1929,7.269838949598904e-05,1.225534253444595e-09,7.269838949598904e-05,5.233304702288524e-10
1930,7.257169532489829e-05,1.238903987336012e-09,7.257169532489829e-05,4.0323719958339817e-10
1931,7.248625687290249e-05,1.3827493991084135e-09,7.248625687290249e-05,4.855591861125624e-10
1932,7.239798599454974e-05,1.411497212761808e-09,7.239798599454974e-05,4.868353280031355e-10
1933,7.210548938019201e-05,1.391016199051417e-09,7.210548938019201e-05,4.409894017414524e-10
1934,7.217155715417383e-05,1.2984396494505494e-09,7.217155715417383e-05,4.401778921517671e-10
1935,7.192398957808368e-05,1.4072027035691041e-09,7.192398957808368e-05,3.4893994638185433e-10
1936,7.123760172232454e-05,1.6489507854393943e-09,7.123760172232454e-05,3.5683228395898073e-10
1937,7.083451367049878e-05,1.7147955753772847e-09,7.083451367049878e-05,4.1937455888937537e-10
1938,6.959569665403771e-05,1.769787713204859e-09,6.959569665403771e-05,3.534662641944765e-10
1939,6.853246512556714e-05,1.756150701050428e-09,6.853246512556714e-05,3.061797720122732e-10
1940,6.781370965265004e-05,2.0145510973687155e-09,6.781370965265004e-05,3.577662967467278e-10
1941,6.694418490431937e-05,2.0452152669849154e-09,6.694418490431937e-05,3.1794124476038274e-10
1942,6.569858669536188e-05,2.0942947217709016e-09,6.569858669536188e-05,3.1794124476038274e-10
1943,6.55674864122245e-05,1.932985977631014e-09,6.55674864122245e-05,2.7709816584144317e-10
1944,6.507896094782544e-05,2.091459354908969e-09,6.507896094782544e-05,2.6321378806696115e-10
1945,6.601530809088476e-05,1.928134715381954e-09,6.601530809088476e-05,2.167264562258353e-10
1946,6.709063537917765e-05,2.0433964996259745e-09,6.709063537917765e-05,2.4982266453945e-10
1947,6.893127803258332e-05,1.8844640451273367e-09,6.893127803258332e-05,3.1413497002054566e-10
1948,6.97072277294605e-05,1.9583926226727856e-09,6.97072277294605e-05,3.207563996156436e-10
1949,7.12458006871332e-05,2.0324292566391885e-09,7.12458006871332e-05,3.547687243183566e-10
1950,7.205662924596774e-05,2.062628940662543e-09,7.205662924596774e-05,3.2878204920499295e-10
1951,7.329586826797043e-05,1.900762991446925e-09,7.329586826797043e-05,3.0254405330205307e-10
1952,7.381917904630037e-05,1.8825067536555805e-09,7.381917904630037e-05,2.9945858193951887e-10
1953,7.394752485976954e-05,1.8818775109658806e-09,7.394752485976954e-05,2.9774084685835993e-10
1954,7.384296415174114e-05,1.8846049800101484e-09,7.384296415174114e-05,2.689377520285038e-10
1955,7.498669895410006e-05,2.051044033026171e-09,7.498669895410006e-05,2.9271476016866163e-10
1956,7.594650274508499e-05,2.1184990904389777e-09,7.594650274508499e-05,3.2604246584323956e-10
1957,7.758194364474289e-05,2.034759107237351e-09,7.758194364474289e-05,3.855848428245347e-10
1958,7.850699642273997e-05,2.074206092598071e-09,7.850699642273997e-05,3.9544658916471475e-10
1959,8.00461826396973e-05,2.157053250303623e-09,8.00461826396973e-05,6.056414159865448e-10
1960,8.16059993147584e-05,2.1820800563280127e-09,8.16059993147584e-05,6.377901104074165e-10
1961,8.299091859953478e-05,2.298435806759512e-09,8.299091859953478e-05,5.957166506119296e-10
1962,8.394508248394621e-05,2.2190529572593422e-09,8.394508248394621e-05,6.601607157755548e-10
1963,8.470728477862264e-05,2.145404219357415e-09,8.470728477862264e-05,6.423399669307019e-10
1964,8.463589827962486e-05,2.1933172896940587e-09,8.463589827962486e-05,6.198374749974026e-10
1965,8.530151327639552e-05,2.2285486630683036e-09,8.530151327639552e-05,6.308490872543513e-10
1966,8.594680548412725e-05,2.300423898990037e-09,8.594680548412725e-05,6.863485970041796e-10
1967,8.625434046345097e-05,2.3065548360179378e-09,8.625434046345097e-05,7.466469347556475e-10
1968,8.647248614579439e-05,2.1220283308309718e-09,8.647248614579439e-05,7.813335335869555e-10
1969,8.735512632743589e-05,2.2533933132150098e-09,8.735512632743589e-05,7.12773772543989e-10
1970,8.751590524168153e-05,2.138168610420012e-09,8.751590524168153e-05,8.474141785111808e-10
1971,8.822867156205965e-05,2.2175392633272395e-09,8.822867156205965e-05,8.740124259252826e-10
1972,8.885233858433952e-05,2.2486123122230796e-09,8.885233858433952e-05,8.817507755688934e-10
1973,8.892801581948464e-05,2.2358463969140985e-09,8.892801581948464e-05,6.333888770613884e-10
1974,8.916004922606849e-05,2.3716065936493382e-09,8.916004922606849e-05,7.213984449488159e-10
1975,8.947903656267695e-05,2.641137388158045e-09,8.947903656267695e-05,7.308940714561324e-10
1976,8.961436313776565e-05,2.6735385175565997e-09,8.961436313776565e-05,7.815063635912318e-10
1977,9.056138203179996e-05,2.93737164750293e-09,9.056138203179996e-05,6.936636067132542e-10
1978,9.126290699766417e-05,2.9325854443231135e-09,9.126290699766417e-05,6.78384927597721e-10
1979,9.198864946873593e-05,2.9533528955738575e-09,9.198864946873593e-05,7.057860407222449e-10
1980,9.283972342797955e-05,2.905314814124641e-09,9.283972342797955e-05,8.138325450054598e-10
1981,9.37871414602601e-05,2.6611358830816047e-09,9.37871414602601e-05,7.164444474191559e-10
1982,9.480877945731794e-05,2.489072091295595e-09,9.480877945731794e-05,7.087663908159466e-10
1983,9.55830847877743e-05,2.4948176540513192e-09,9.55830847877743e-05,7.375378839404232e-10
1984,9.638444420748524e-05,2.3968154762497663e-09,9.638444420748524e-05,8.102846052856652e-10
1985,9.691016124894045e-05,2.439356177370249e-09,9.691016124894045e-05,8.17345929033613e-10
1986,9.685478809322896e-05,2.4320416791567823e-09,9.685478809322896e-05,8.222226946915815e-10
1987,9.700436411159379e-05,2.5377890265433832e-09,9.700436411159379e-05,8.61721432305578e-10
1988,9.724026313051581e-05,2.5577274425409816e-09,9.724026313051581e-05,8.165885507465426e-10
1989,9.69403491970817e-05,2.4539926598724347e-09,9.69403491970817e-05,8.148862457828849e-10
1990,9.637767029094643e-05,2.2043508922970592e-09,9.637767029094643e-05,8.281053224098603e-10
1991,9.547215969567853e-05,2.027330018147414e-09,9.547215969567853e-05,7.641499655264283e-10
1992,9.468757135826828e-05,1.919248379270552e-09,9.468757135826828e-05,7.363456352596895e-10
1993,9.449141465925745e-05,1.7882542589577254e-09,9.449141465925745e-05,7.224291482493023e-10
1994,9.405619701802996e-05,1.6019781533062526e-09,9.405619701802996e-05,5.743831680124093e-10
1995,9.357422199432872e-05,1.4796457392662887e-09,9.357422199432872e-05,5.178433366638733e-10
1996,9.335345904608923e-05,1.4155804940939122e-09,9.335345904608923e-05,4.82133473026344e-10
1997,9.345994996173041e-05,1.3705927504048532e-09,9.345994996173041e-05,3.75936969054802e-10
1998,9.369628345926426e-05,1.3880843141578225e-09,9.369628345926426e-05,3.4593990866360613e-10
1999,9.392481505139065e-05,1.3604276276930299e-09,9.392481505139065e-05,3.827521523931081e-10
2000,9.410715470689215e-05,1.3709405198371526e-09,9.410715470689215e-05,3.3805605239737146e-10
2001,9.468155622016639e-05,1.2961117496728442e-09,9.468155622016639e-05,3.359647847621185e-10
2002,9.51787452712389e-05,1.3284071699791257e-09,9.51787452712389e-05,3.876131677531853e-10
2003,9.596023716897304e-05,1.2207322850978285e-09,9.596023716897304e-05,3.8992212633307387e-10
2004,9.667853841425053e-05,1.160697212946157e-09,9.667853841425053e-05,4.0011991735739676e-10
2005,9.739033703226596e-05,1.0669745166756529e-09,9.739033703226596e-05,3.945689925582181e-10
2006,9.789661583324363e-05,9.109735902132091e-10,9.789661583324363e-05,3.3895318694656037e-10
2007,9.775193341608559e-05,7.619657286081097e-10,9.775193341608559e-05,3.192318592010983e-10
2008,9.745980683614366e-05,6.510707132153673e-10,9.745980683614366e-05,3.258450334949917e-10
2009,9.945621838726635e-05,5.261323281808522e-10,9.945621838726635e-05,2.6971974604169825e-10
2010,0.0001002039373686005,4.54819579815651e-10,0.0001002039373686005,2.478598888633332e-10
2011,9.974554476294932e-05,3.4137067478345884e-10,9.974554476294932e-05,2.020368247701576e-10
2012,9.959716408047825e-05,2.59132169095582e-10,9.959716408047825e-05,1.645156600235279e-10
2013,0.00010006074444390833,2.0333767903573426e-10,0.00010006074444390833,1.869420025525846e-10
2014,0.00010087004713048893,1.654247314527727e-10,0.00010087004713048893,4.5609254964043954e-10
2015,0.00010141965737732659,1.6584350559512018e-10,0.00010141965737732659,4.299163366575495e-10
2016,9.966734900704719e-05,1.2435671540142072e-10,9.966734900704719e-05,4.654283788731371e-10
2017,9.884765434738559e-05,1.259779861447393e-10,9.884765434738559e-05,5.143425020383748e-10
2018,9.940590825863183e-05,1.1217744927405348e-10,9.940590825863183e-05,6.10711646531481e-10
2019,9.97473380266456e-05,8.415330758626549e-11,9.97473380266456e-05,7.073210541580499e-10
