ngram,republic,repubic
1680,1.8101928844771464e-08,0.0
1681,1.8101928844771464e-08,0.0
1682,1.8101928844771464e-08,0.0
1683,3.2704311690525044e-07,0.0
1684,3.2704311690525044e-07,0.0
1685,3.8766061395887975e-07,0.0
1686,6.915818784948767e-07,0.0
1687,7.146800393391979e-07,0.0
1688,8.078631960220914e-07,0.0
1689,8.078631960220914e-07,0.0
1690,6.650843350338878e-07,0.0
1691,6.650843350338878e-07,0.0
1692,6.518029270604789e-07,0.0
1693,3.792328564194187e-07,0.0
1694,5.087316208930912e-07,0.0
1695,5.706164988136411e-07,0.0
1696,6.021083903208689e-07,0.0
1697,5.314580379587954e-07,0.0
1698,5.522005791038152e-07,0.0
1699,5.31003570764759e-07,0.0
1700,4.996523768698223e-07,0.0
1701,3.3862028203657246e-07,0.0
1702,1.955374072183856e-07,0.0
1703,2.413339856843777e-07,0.0
1704,1.4582201097417575e-07,0.0
1705,2.2581532225071248e-07,0.0
1706,2.3290238918402144e-07,0.0
1707,2.3290238918402144e-07,0.0
1708,2.521732318833918e-07,0.0
1709,2.5221308825556274e-07,0.0
1710,2.782147622123635e-07,0.0
1711,2.782147622123635e-07,0.0
1712,1.7747890979080694e-07,0.0
1713,1.442527621163338e-07,0.0
1714,1.442527621163338e-07,0.0
1715,1.7192692577542141e-07,0.0
1716,1.6875686778153716e-07,0.0
1717,6.546672385151656e-08,0.0
1718,1.8159306997793984e-07,0.0
1719,1.0376263089386027e-06,0.0
1720,1.082931951097115e-06,0.0
1721,1.082931951097115e-06,0.0
1722,1.0572305321992253e-06,0.0
1723,1.0669011020679266e-06,0.0
1724,1.090384781069328e-06,0.0
1725,9.889643410230877e-07,0.0
1726,1.3931860008499696e-07,0.0
1727,5.524749125486648e-07,0.0
1728,6.367091935593245e-07,0.0
1729,6.121708234932807e-07,0.0
1730,6.2637824730213e-07,0.0
1731,6.307615265654931e-07,0.0
1732,6.223141443432009e-07,0.0
1733,8.758431140977661e-07,0.0
1734,7.632171694638146e-07,0.0
1735,8.277221879333345e-07,0.0
1736,1.0418432181731013e-06,0.0
1737,1.417486315245599e-06,0.0
1738,1.6587183593636773e-06,5.491816271582398e-09
1739,1.940011397242155e-06,5.491816271582398e-09
1740,3.0352923171709075e-06,5.491816271582398e-09
1741,3.117233567146676e-06,5.491816271582398e-09
1742,3.3064950132809045e-06,5.491816271582398e-09
1743,4.164718071868785e-06,5.491816271582398e-09
1744,8.385572868974123e-06,5.491816271582398e-09
1745,1.1284884976703324e-05,0.0
1746,1.1888391294892894e-05,0.0
1747,1.3398849562560957e-05,0.0
1748,1.525682400175096e-05,0.0
1749,1.681669560379565e-05,0.0
1750,1.810976735734065e-05,0.0
1751,1.5893274199437917e-05,0.0
1752,1.4685853979504568e-05,0.0
1753,1.5519863934189614e-05,0.0
1754,1.4737874542853596e-05,0.0
1755,1.45174957911617e-05,0.0
1756,1.5315121215410598e-05,0.0
1757,1.681977521781976e-05,0.0
1758,3.006615705609355e-05,0.0
1759,3.718482119958415e-05,3.4787949029383267e-09
1760,3.761812201576374e-05,3.4787949029383267e-09
1761,3.749400639208034e-05,3.4787949029383267e-09
1762,3.76042075263935e-05,3.4787949029383267e-09
1763,3.713990788258213e-05,3.4787949029383267e-09
1764,3.576216035331267e-05,3.4787949029383267e-09
1765,2.2652549107858378e-05,3.4787949029383267e-09
1766,1.545707696745272e-05,0.0
1767,1.549530692760267e-05,0.0
1768,1.486613369447046e-05,0.0
1769,1.4426927659120078e-05,0.0
1770,1.668155541015689e-05,0.0
1771,1.6644383062417285e-05,0.0
1772,1.660969675348107e-05,0.0
1773,1.7546486300748905e-05,0.0
1774,1.951625771263415e-05,0.0
1775,2.3541510017821565e-05,0.0
1776,2.5095246071162235e-05,0.0
1777,2.506528315799577e-05,0.0
1778,2.7131463346969603e-05,0.0
1779,3.302921738525454e-05,0.0
1780,4.023672538876001e-05,2.349140310846971e-09
1781,3.9149507626591783e-05,2.349140310846971e-09
1782,3.6189406143551294e-05,2.349140310846971e-09
1783,3.875549737131223e-05,2.349140310846971e-09
1784,4.029506297748802e-05,2.349140310846971e-09
1785,4.007803883203971e-05,2.349140310846971e-09
1786,3.666536940727383e-05,2.349140310846971e-09
1787,3.0352195088718353e-05,0.0
1788,3.095490657350248e-05,0.0
1789,3.2934868483737644e-05,0.0
1790,3.2072587990634407e-05,0.0
1791,3.0412336595223417e-05,0.0
1792,3.365963857504539e-05,0.0
1793,3.3287133971628335e-05,0.0
1794,3.61106290906069e-05,0.0
1795,3.84673205969323e-05,9.132721245919129e-10
1796,4.303963162653547e-05,9.132721245919129e-10
1797,4.3925281975784204e-05,9.132721245919129e-10
1798,4.435765731614083e-05,9.132721245919129e-10
1799,4.424501509804811e-05,2.7155809030026442e-09
1800,4.460780317978268e-05,5.185564485746649e-09
1801,4.3216215999564156e-05,5.649904956582321e-09
1802,4.3362230956388104e-05,4.736632831990408e-09
1803,3.9043768213429886e-05,5.438632750503254e-09
1804,3.8362114407521274e-05,6.353865402074023e-09
1805,3.611992568559279e-05,6.613542903797866e-09
1806,3.086062913228359e-05,5.3283343293131225e-09
1807,2.8457877955848483e-05,3.067571974213479e-09
1808,2.6085831320545238e-05,4.015410575470517e-09
1809,2.1762615558275555e-05,6.005583554267803e-09
1810,1.9888880810218063e-05,7.047084852171029e-09
1811,1.7811088452747625e-05,6.366236141427553e-09
1812,1.7897192914720756e-05,7.300099905524096e-09
1813,1.8452662646138507e-05,6.976979105566272e-09
1814,1.9366526300603126e-05,7.185674150938277e-09
1815,2.0396617141419222e-05,5.773495078845567e-09
1816,2.2046041132333422e-05,5.4948765537687905e-09
1817,2.296155928758838e-05,3.922722908405214e-09
1818,2.254952154804154e-05,4.046408700172524e-09
1819,2.2371218489882138e-05,2.8528674343521386e-09
1820,2.266829531955799e-05,2.9536819022370408e-09
1821,2.1363599444157444e-05,2.921428400780103e-09
1822,2.1647517184776787e-05,3.7948107196277596e-09
1823,2.1056116955670795e-05,2.7855700920501445e-09
1824,2.0943467461620457e-05,2.8824625543575978e-09
1825,2.1228860662501704e-05,4.423644878975048e-09
1826,2.1669988720012562e-05,5.845623857985467e-09
1827,2.1899441500344047e-05,6.8056772598420625e-09
1828,2.2470776457339525e-05,7.0819903592272175e-09
1829,2.0988846569837604e-05,6.841076530658288e-09
1830,2.0917454094160348e-05,6.710589988451992e-09
1831,1.9705129359083783e-05,6.5352446153101235e-09
1832,1.949663835278313e-05,5.232038754624366e-09
1833,1.9880483835420038e-05,4.717320645220013e-09
1834,1.9707182998120387e-05,3.877774339728595e-09
1835,1.9742885342566296e-05,3.4671486792703377e-09
1836,1.985052689893304e-05,3.6603531792879706e-09
1837,1.96432933340215e-05,4.017822788756778e-09
1838,1.992901005516095e-05,4.382882628257383e-09
1839,1.9697330571943894e-05,4.165743623068303e-09
1840,1.8789764258794355e-05,4.014342382317539e-09
1841,1.859601642146507e-05,4.438772746187933e-09
1842,1.870987164563433e-05,5.6469930319126755e-09
1843,1.899941214235566e-05,4.952469101482393e-09
1844,1.954694042589316e-05,4.557435064254735e-09
1845,2.0680210322357846e-05,5.033823262985087e-09
1846,2.1361843079960507e-05,5.3723415557474905e-09
1847,2.1626699370764462e-05,4.737692857073991e-09
1848,2.135514556097665e-05,4.444838291079683e-09
1849,2.12805753108114e-05,3.4689236404007927e-09
1850,2.0554133048530536e-05,3.337774580534715e-09
1851,2.0257518242163185e-05,3.639226459866458e-09
1852,1.8577644368633628e-05,3.1093763278430433e-09
1853,1.8233490274204606e-05,3.067581633153793e-09
1854,1.7540313820063602e-05,3.148378145491547e-09
1855,1.6748174467855798e-05,2.6015013793972183e-09
1856,1.5842852787630234e-05,2.416038369368323e-09
1857,1.563632330154568e-05,2.7048437299472182e-09
1858,1.4690792340843473e-05,2.099543047354554e-09
1859,1.481105404569202e-05,1.9387680350035907e-09
1860,1.398075047680842e-05,1.5071180811280068e-09
1861,1.400971762320426e-05,1.8699774585938046e-09
1862,1.403591652758353e-05,2.4271602029811235e-09
1863,1.5312166526980165e-05,3.1792007280730316e-09
1864,1.683251360061279e-05,3.267156339121462e-09
1865,1.7575618585397024e-05,3.213648490176167e-09
1866,1.756637240240317e-05,4.120161069463637e-09
1867,1.730569212148631e-05,4.3947297229911845e-09
1868,1.7315746325558784e-05,4.053921389056216e-09
1869,1.71774807833052e-05,3.694668079415716e-09
1870,1.620958950557646e-05,3.109035774860404e-09
1871,1.4475358122061671e-05,3.0568833020439e-09
1872,1.379557787523871e-05,2.9618805186260033e-09
1873,1.3315960131876636e-05,1.889667890418524e-09
1874,1.3250843559425058e-05,1.4903405414529963e-09
1875,1.2847918567006542e-05,1.6674323429935863e-09
1876,1.2687819694942196e-05,1.6228308458947944e-09
1877,1.2204151971673127e-05,1.2980364798893212e-09
1878,1.1969660330838191e-05,1.082284063956353e-09
1879,1.1652508354537921e-05,1.2098635188933266e-09
1880,1.1416079879771651e-05,1.1976193806503436e-09
1881,1.1015612212109513e-05,1.1415284313048041e-09
1882,1.0927426956186537e-05,9.348356097163953e-10
1883,1.0769907281168603e-05,1.006366073807996e-09
1884,1.0379959089082799e-05,9.88603012944519e-10
1885,1.0320014293288945e-05,1.2280262719409153e-09
1886,1.0258028461456498e-05,1.2668409377081247e-09
1887,1.0367995465847863e-05,1.5050412107063339e-09
1888,1.0576777380525268e-05,1.5769242261194044e-09
1889,1.049000755821388e-05,1.6703466070617473e-09
1890,1.0461692129735769e-05,1.6225580403071506e-09
1891,1.0383139721982713e-05,1.5517245147541762e-09
1892,1.0159063094761223e-05,1.4506325704147623e-09
1893,9.79872480196978e-06,1.3176433951870133e-09
1894,9.497936584271624e-06,1.3229545752541888e-09
1895,9.686130917024066e-06,1.2302827843781371e-09
1896,1.0011199395064199e-05,1.1362071957890914e-09
1897,1.038324353430653e-05,1.1077514025118314e-09
1898,1.0568160827720671e-05,1.1467321378181135e-09
1899,1.0634177150287932e-05,9.90614273150519e-10
1900,1.0647224761279566e-05,9.475883252666302e-10
1901,1.0713533941140798e-05,7.582603116824365e-10
1902,1.0177619645089311e-05,8.536642186791304e-10
1903,9.566679312099171e-06,8.033122579829768e-10
1904,8.982822302121868e-06,7.656743969012122e-10
1905,8.555622441365682e-06,7.059772825858599e-10
1906,8.207164163260522e-06,6.614527080823456e-10
1907,8.156080964129484e-06,6.917215114191474e-10
1908,7.978991951469133e-06,6.403869716255426e-10
1909,7.816670988956633e-06,5.853267057550785e-10
1910,7.745744824205758e-06,5.382916394371305e-10
1911,7.4984967406115695e-06,4.692492565151949e-10
1912,7.323921571306917e-06,4.819978543275332e-10
1913,7.2269379286028975e-06,5.498362479602495e-10
1914,6.973622605853182e-06,5.203674713349926e-10
1915,6.883799999611386e-06,5.155000949917467e-10
1916,7.1128678687922986e-06,6.435401100901572e-10
1917,7.245372411749226e-06,6.029858160402516e-10
1918,7.354213916447147e-06,6.18572974588259e-10
1919,7.506267268451795e-06,6.463593826833147e-10
1920,7.552193567659872e-06,6.247826502190992e-10
1921,7.577764011200218e-06,6.079234219199695e-10
1922,7.396612025851417e-06,5.924711237487961e-10
1923,7.254814915670847e-06,4.308519414258123e-10
1924,7.0950927043408484e-06,4.726751252308909e-10
1925,6.957993718970101e-06,5.071748695620723e-10
1926,6.89330071119392e-06,4.819920653074763e-10
1927,6.78765776943432e-06,4.5740057773104223e-10
1928,6.640133636080593e-06,4.696058224824234e-10
1929,6.674881270945272e-06,4.718748249286721e-10
1930,6.27452001416324e-06,5.044501126340504e-10
1931,6.129551301065865e-06,4.329970013491494e-10
1932,6.0919912487276766e-06,3.4097630076588917e-10
1933,5.977439221689045e-06,3.8779900917480196e-10
1934,6.057616051943374e-06,3.1958387721900804e-10
1935,6.063586105093626e-06,2.5115541590903234e-10
1936,5.8874735649234414e-06,2.0058382137794998e-10
1937,6.043491144477489e-06,1.4134406145505096e-10
1938,6.116554491849716e-06,1.8036780402574948e-10
1939,6.1038267631374765e-06,2.0526182935893493e-10
1940,6.20992523181485e-06,1.8997297980747974e-10
1941,6.077900187457479e-06,2.451301205670069e-10
1942,6.102077480006431e-06,4.942105752414605e-10
1943,6.164315761582527e-06,6.229305305709737e-10
1944,6.162555759406782e-06,6.384307586561531e-10
1945,6.024938037236487e-06,6.294822659157009e-10
1946,5.9533784094258276e-06,6.211363447393228e-10
1947,5.9927052851500255e-06,5.437565596201819e-10
1948,6.050423702877847e-06,5.911994187852392e-10
1949,6.157488769531483e-06,3.4211896411078564e-10
1950,6.176889006123279e-06,2.4723895946416567e-10
1951,6.198866945591622e-06,3.416891016159797e-10
1952,6.2195272870927254e-06,3.9516848920102225e-10
1953,6.266474818923078e-06,3.943096216604428e-10
1954,6.0178133155984274e-06,4.3785748935328984e-10
1955,5.9792029268075046e-06,4.222230035837755e-10
1956,5.911546915220762e-06,5.703710688277828e-10
1957,6.051461956043827e-06,6.002497477238958e-10
1958,6.164218120829901e-06,5.154641921634173e-10
1959,6.296679137968957e-06,4.621462389363197e-10
1960,6.4433699792841385e-06,5.523356097888613e-10
1961,6.604011754721536e-06,5.312988798911178e-10
1962,6.790380666643614e-06,5.667544390146923e-10
1963,6.79530616512888e-06,5.572603668196103e-10
1964,6.775215622058438e-06,5.295149775002323e-10
1965,6.791799673270102e-06,5.700585658281148e-10
1966,6.859235392247294e-06,5.487611575467304e-10
1967,6.9937527769070584e-06,5.843974133977272e-10
1968,7.083269792929059e-06,6.238820650570988e-10
1969,6.940572932632806e-06,6.002067335205855e-10
1970,7.030674234036789e-06,5.58017338685752e-10
1971,6.955729661837852e-06,5.847004031738529e-10
1972,6.7090007697905615e-06,5.487222541424228e-10
1973,6.50102746086694e-06,5.21804065234388e-10
1974,6.162420764407475e-06,4.2917422096325607e-10
1975,5.824671136776617e-06,4.4827343523686936e-10
1976,5.686195826066458e-06,4.379284326045634e-10
1977,5.465817204302377e-06,3.7356947793102234e-10
1978,5.328317131768147e-06,4.006723891162142e-10
1979,5.334212866208483e-06,4.866706373214085e-10
1980,5.286029785825771e-06,5.411111598479274e-10
1981,5.214968301256054e-06,5.303751327012662e-10
1982,5.211023108131485e-06,5.530410573939548e-10
1983,5.163036738459985e-06,5.460678813890801e-10
1984,5.128982008630244e-06,5.801175769918185e-10
1985,5.219858719231395e-06,6.422739364163123e-10
1986,5.512391518485467e-06,7.044511204526824e-10
1987,6.202923356925437e-06,1.190128832785829e-09
1988,7.138062496129091e-06,1.4500304726780148e-09
1989,8.065107782126038e-06,1.512569835255511e-09
1990,8.715812977503187e-06,1.5642915098178024e-09
1991,9.09547290055863e-06,1.6163830036346788e-09
1992,9.349669198854826e-06,1.5599026197727589e-09
1993,9.217115478220097e-06,1.3982026726898157e-09
1994,8.681147067233854e-06,8.823459899228883e-10
1995,7.951209681777982e-06,6.290052764360407e-10
1996,7.252570412674686e-06,5.320274141875001e-10
1997,6.735881405412718e-06,4.2188827431566267e-10
1998,6.413894750169545e-06,3.4986374115269266e-10
1999,6.21215667706565e-06,3.0866099358967906e-10
2000,6.138085934383396e-06,3.37514421173373e-10
2001,6.109287174435199e-06,3.40493883088655e-10
2002,6.071819695664869e-06,3.6020661057075843e-10
2003,6.058445186291854e-06,3.4246555591366246e-10
2004,6.107910589240159e-06,3.547812797512405e-10
2005,6.183424764978034e-06,3.4333913490058876e-10
2006,6.137301755058745e-06,2.9425326312464735e-10
2007,6.102576207922539e-06,2.3748600159824637e-10
2008,5.984762537991628e-06,2.0728197035786115e-10
2009,5.777734843702222e-06,1.5115668290456774e-10
2010,5.698463285495693e-06,1.0776310102203875e-10
2011,5.5635027170605355e-06,7.707967647089094e-11
2012,5.5112905751489705e-06,5.831909409757609e-11
2013,5.595408830621247e-06,5.3172521941036166e-11
2014,5.543101126802087e-06,4.763394985991225e-11
2015,5.6333688657364945e-06,5.320421286076587e-11
2016,5.838219359637671e-06,5.742382611084729e-11
2017,5.888730584047153e-06,5.7442039550862724e-11
2018,5.984405470371712e-06,6.243109154646653e-11
2019,5.9968500636387034e-06,5.000461242993248e-11
