ngram,awareness,awarness
1660,4.1483186155996266e-08,0.0
1661,0.0,0.0
1662,0.0,0.0
1663,6.569497859995213e-08,0.0
1664,6.569497859995213e-08,0.0
1665,6.569497859995213e-08,0.0
1666,6.569497859995213e-08,0.0
1667,6.569497859995213e-08,0.0
1668,6.569497859995213e-08,0.0
1669,6.569497859995213e-08,0.0
1670,0.0,0.0
1671,0.0,0.0
1672,7.380180834713559e-08,0.0
1673,7.380180834713559e-08,0.0
1674,7.380180834713559e-08,0.0
1675,7.380180834713559e-08,0.0
1676,7.380180834713559e-08,0.0
1677,7.380180834713559e-08,0.0
1678,7.380180834713559e-08,0.0
1679,0.0,0.0
1680,0.0,0.0
1681,2.237584746061267e-08,0.0
1682,2.237584746061267e-08,0.0
1683,2.237584746061267e-08,0.0
1684,2.237584746061267e-08,0.0
1685,6.278751080961748e-08,0.0
1686,6.278751080961748e-08,0.0
1687,6.278751080961748e-08,0.0
1688,4.041166334900481e-08,0.0
1689,4.041166334900481e-08,0.0
1690,1.4426311979929907e-07,0.0
1691,1.4426311979929907e-07,0.0
1692,1.0385145645029428e-07,0.0
1693,1.6655384424016768e-07,0.0
1694,1.6655384424016768e-07,0.0
1695,1.6655384424016768e-07,0.0
1696,1.6655384424016768e-07,0.0
1697,6.270238778987342e-08,0.0
1698,6.270238778987342e-08,0.0
1699,6.270238778987342e-08,0.0
1700,1.29978526989102e-08,0.0
1701,1.29978526989102e-08,0.0
1702,1.29978526989102e-08,0.0
1703,1.29978526989102e-08,0.0
1704,1.29978526989102e-08,0.0
1705,3.131346204554575e-08,0.0
1706,3.131346204554575e-08,0.0
1707,1.831560934663555e-08,0.0
1708,1.831560934663555e-08,0.0
1709,1.831560934663555e-08,0.0
1710,1.831560934663555e-08,0.0
1711,1.831560934663555e-08,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,7.657288441415793e-08,0.0
1715,7.657288441415793e-08,0.0
1716,7.657288441415793e-08,0.0
1717,7.657288441415793e-08,0.0
1718,7.657288441415793e-08,0.0
1719,7.657288441415793e-08,0.0
1720,7.657288441415793e-08,0.0
1721,2.6280174227265107e-08,0.0
1722,2.0401466827024706e-07,0.0
1723,2.0401466827024706e-07,0.0
1724,2.0401466827024706e-07,0.0
1725,2.0401466827024706e-07,0.0
1726,2.104021662928192e-07,0.0
1727,2.104021662928192e-07,0.0
1728,1.8412199206555409e-07,0.0
1729,6.3874980225721495e-09,0.0
1730,6.3874980225721495e-09,0.0
1731,2.0320977154954434e-08,0.0
1732,2.0320977154954434e-08,0.0
1733,1.3933479132382282e-08,0.0
1734,1.3933479132382282e-08,0.0
1735,1.3933479132382282e-08,0.0
1736,1.3933479132382282e-08,0.0
1737,1.3933479132382282e-08,0.0
1738,5.491816271582398e-09,0.0
1739,1.1953649245047667e-08,0.0
1740,1.944092785168193e-08,0.0
1741,2.5382278628122938e-08,0.0
1742,2.5382278628122938e-08,0.0
1743,4.4645065802991924e-08,0.0
1744,4.4645065802991924e-08,0.0
1745,3.915324953140953e-08,0.0
1746,3.269141655794426e-08,0.0
1747,2.9363289704471233e-08,0.0
1748,2.3421938928030224e-08,0.0
1749,2.3421938928030224e-08,0.0
1750,2.7250272134032068e-08,0.0
1751,2.7250272134032068e-08,0.0
1752,3.5047452432276516e-08,0.0
1753,3.5047452432276516e-08,5.029352426585579e-09
1754,3.0888300679115284e-08,5.029352426585579e-09
1755,3.0888300679115284e-08,5.029352426585579e-09
1756,3.999471179635553e-08,5.029352426585579e-09
1757,1.6903591415484698e-08,5.029352426585579e-09
1758,1.6903591415484698e-08,5.029352426585579e-09
1759,1.482582072347733e-07,5.029352426585579e-09
1760,1.482582072347733e-07,0.0
1761,1.5658490935623247e-07,0.0
1762,1.67315237474343e-07,0.0
1763,1.6956352461810248e-07,0.0
1764,1.6956352461810248e-07,0.0
1765,1.6956352461810248e-07,0.0
1766,5.4219094230185353e-08,0.0
1767,5.4219094230185353e-08,0.0
1768,8.880779286560678e-08,0.0
1769,8.11237243729985e-08,0.0
1770,1.1012992828796087e-07,0.0
1771,1.1539521592242505e-07,0.0
1772,1.2066737958044931e-07,0.0
1773,9.686001385083337e-08,0.0
1774,1.1556725608232097e-07,0.0
1775,7.26518553254404e-08,0.0
1776,8.045507371434724e-08,0.0
1777,1.0137322854169334e-07,0.0
1778,9.610794090722915e-08,0.0
1779,9.595914869058625e-08,0.0
1780,1.006574293122802e-07,0.0
1781,8.19501870807926e-08,0.0
1782,8.19501870807926e-08,0.0
1783,7.544990714742588e-08,0.0
1784,1.4170850144117658e-08,0.0
1785,1.578897254209518e-08,0.0
1786,1.7032097752484837e-06,0.0
1787,1.7023789193564603e-06,0.0
1788,1.7023789193564603e-06,0.0
1789,1.7047056889905678e-06,0.0
1790,1.7003564909095253e-06,0.0
1791,1.7014424571470954e-06,0.0
1792,1.6998243347491178e-06,0.0
1793,8.266182722443155e-09,0.0
1794,4.398757992772419e-09,0.0
1795,1.627129573934992e-08,0.0
1796,1.3944526105242566e-08,0.0
1797,2.244838074158143e-08,0.0
1798,2.136241450401144e-08,0.0
1799,2.917241908357531e-08,0.0
1800,4.218297025967591e-08,0.0
1801,4.357599170390358e-08,0.0
1802,3.213758075532829e-08,0.0
1803,3.213758075532829e-08,0.0
1804,2.9735277383226488e-08,0.0
1805,2.999495488495033e-08,0.0
1806,2.218495030538646e-08,0.0
1807,1.4883456292810341e-08,0.0
1808,1.4196524384629022e-08,0.0
1809,1.4847946507222178e-08,0.0
1810,1.5937634719901235e-08,0.0
1811,1.007046739649147e-08,0.0
1812,1.0049498154275836e-08,0.0
1813,1.1407353950332322e-08,0.0
1814,5.5481072117454946e-09,0.0
1815,4.8420176756991395e-09,0.0
1816,4.707332333455026e-09,0.0
1817,3.960339262880958e-09,0.0
1818,3.904990188350967e-09,0.0
1819,4.117174268181145e-09,0.0
1820,3.3489062158307904e-09,0.0
1821,2.513073669798059e-09,0.0
1822,4.259838307493372e-09,0.0
1823,5.556379023552438e-09,0.0
1824,5.884283964847319e-09,0.0
1825,7.351267531216113e-09,0.0
1826,7.492866390837856e-09,0.0
1827,7.216990465559141e-09,0.0
1828,8.43061281103579e-09,0.0
1829,9.579163218198516e-08,0.0
1830,9.363953242961084e-08,0.0
1831,9.343340563144104e-08,0.0
1832,9.391612362400334e-08,0.0
1833,9.456080634390978e-08,0.0
1834,9.466239549370061e-08,0.0
1835,9.487309095477872e-08,0.0
1836,6.440857545721355e-09,0.0
1837,6.887642868745405e-09,0.0
1838,7.568055801091385e-09,0.0
1839,5.439319375862997e-09,0.0
1840,4.202145456996423e-09,0.0
1841,6.795881825537111e-09,2.0993283302215915e-10
1842,5.979718434697848e-09,2.0993283302215915e-10
1843,5.894338604507863e-09,2.0993283302215915e-10
1844,7.622865957504895e-09,2.0993283302215915e-10
1845,7.212106150384605e-09,2.0993283302215915e-10
1846,9.168721083950361e-09,2.0993283302215915e-10
1847,9.471748401474705e-09,2.0993283302215915e-10
1848,8.486155080232396e-09,0.0
1849,8.092958811037728e-09,0.0
1850,7.930017214314539e-09,0.0
1851,5.798685785509048e-09,0.0
1852,5.3173672290692966e-09,0.0
1853,3.505530326337285e-09,0.0
1854,4.111536492220783e-09,0.0
1855,2.8756187114049273e-09,0.0
1856,4.400118666251071e-09,0.0
1857,4.069157947103211e-09,0.0
1858,4.333096754421157e-09,0.0
1859,4.567724008554462e-09,0.0
1860,4.971902857673984e-09,0.0
1861,4.4017894408808294e-09,0.0
1862,6.0658670784720565e-09,0.0
1863,4.612836271685897e-09,0.0
1864,4.893328789786924e-09,0.0
1865,6.259166296374019e-09,0.0
1866,1.2938549438195374e-08,0.0
1867,1.6149076457036164e-08,0.0
1868,1.697526059401306e-08,0.0
1869,1.4682000266346457e-08,0.0
1870,1.4817937591235112e-08,0.0
1871,2.1785443782285085e-08,0.0
1872,2.1777305276542743e-08,0.0
1873,1.5858767109046468e-08,0.0
1874,2.8234013587408972e-08,0.0
1875,2.7750864891754442e-08,0.0
1876,3.399396275582944e-08,0.0
1877,4.0142512615558094e-08,0.0
1878,3.682592040833908e-08,0.0
1879,3.635680791345765e-08,0.0
1880,4.053483053973699e-08,0.0
1881,2.8913980225959383e-08,0.0
1882,3.150539207297243e-08,0.0
1883,4.171134929517198e-08,0.0
1884,4.00221801096937e-08,3.051090729273247e-11
1885,3.907097248908745e-08,3.051090729273247e-11
1886,4.2551992152084495e-08,3.051090729273247e-11
1887,6.13883141146029e-08,3.051090729273247e-11
1888,6.78105850836021e-08,3.051090729273247e-11
1889,1.10074573963662e-07,3.051090729273247e-11
1890,1.0750628374824243e-07,3.051090729273247e-11
1891,1.3578308103287133e-07,0.0
1892,1.535827125158968e-07,0.0
1893,1.5681228252414518e-07,0.0
1894,1.4087825610837562e-07,0.0
1895,1.4605339363324026e-07,0.0
1896,1.1059385889617651e-07,0.0
1897,1.3194346948353086e-07,1.857675521347143e-11
1898,1.1103284336400066e-07,1.857675521347143e-11
1899,1.0751459709825082e-07,1.857675521347143e-11
1900,1.1929950817700175e-07,1.857675521347143e-11
1901,1.3004404308958328e-07,1.857675521347143e-11
1902,1.3829663560370265e-07,1.857675521347143e-11
1903,1.6789134653955834e-07,1.857675521347143e-11
1904,2.1608354217050874e-07,3.1707479895638964e-11
1905,2.5032331052443624e-07,3.1707479895638964e-11
1906,2.7563166936163596e-07,3.1707479895638964e-11
1907,2.908143232259265e-07,3.1707479895638964e-11
1908,3.136145007179688e-07,3.1707479895638964e-11
1909,3.37787335118784e-07,3.1707479895638964e-11
1910,3.5029029683235944e-07,3.1707479895638964e-11
1911,3.199233690663407e-07,0.0
1912,3.3429204547376556e-07,0.0
1913,3.685629386447025e-07,0.0
1914,4.2440522309204554e-07,0.0
1915,4.580017665440599e-07,1.593872256400175e-11
1916,5.03930538440857e-07,6.109430818389074e-11
1917,5.72474850254626e-07,7.506004250685499e-11
1918,6.26221078294163e-07,8.944028156987471e-11
1919,6.764678589986164e-07,1.0364602826789288e-10
1920,7.121283829292224e-07,1.0364602826789288e-10
1921,7.244857361651416e-07,1.0364602826789288e-10
1922,8.13510358251993e-07,8.770730570389113e-11
1923,8.559303198905712e-07,4.2551720084002145e-11
1924,9.144645462453939e-07,2.8585985761037894e-11
1925,9.915917433188172e-07,3.7210921843833233e-11
1926,1.0928240093172853e-06,2.3005175145815062e-11
1927,1.1868500320945583e-06,2.3005175145815062e-11
1928,1.3157213386096243e-06,4.581466158829325e-11
1929,1.4181690305901742e-06,1.4695785065045796e-10
1930,1.5547010759421807e-06,2.0141263656903163e-10
1931,1.7092358543128024e-06,3.3257768364666363e-10
1932,1.8501012196533599e-06,3.805022467741535e-10
1933,2.069277294529976e-06,4.731708814447494e-10
1934,2.253909201499482e-06,5.630423805762825e-10
1935,2.4494481911980463e-06,5.402328941338044e-10
1936,2.627824285030199e-06,4.390897050716396e-10
1937,2.866183682012239e-06,4.295197530979067e-10
1938,3.0853588149121995e-06,3.636114584030078e-10
1939,3.3202975373569643e-06,4.171518448130891e-10
1940,3.479245411394264e-06,4.0186299526163387e-10
1941,3.745435378732509e-06,3.3957006650986443e-10
1942,3.980857822430803e-06,3.3957006650986443e-10
1943,4.2433491346725664e-06,5.326499995041343e-10
1944,4.641057460373434e-06,8.102776584615969e-10
1945,4.9374098125554156e-06,1.1767175844834554e-09
1946,5.272125365861159e-06,1.283920917995372e-09
1947,5.6671703662557e-06,1.4383387933073318e-09
1948,6.051525230889508e-06,1.5646602267795272e-09
1949,6.4507277914214815e-06,1.938795806439535e-09
1950,6.9268088996718035e-06,2.050275425626223e-09
1951,7.229015539321283e-06,2.1249412864219964e-09
1952,7.678722340642707e-06,2.1794470196821537e-09
1953,8.138159176139328e-06,2.449829133206143e-09
1954,8.504133802489378e-06,2.6825420614987448e-09
1955,8.92981844507241e-06,3.25335466503215e-09
1956,9.446844939832641e-06,3.3775352990618656e-09
1957,9.928062224519505e-06,4.181679859525746e-09
1958,1.0409343043907679e-05,4.4986099607362866e-09
1959,1.0891351588985085e-05,5.141801397355396e-09
1960,1.1364899494635341e-05,5.846762026909655e-09
1961,1.2010270958333941e-05,6.699152946662171e-09
1962,1.249464717797569e-05,7.351677457277463e-09
1963,1.3059660107371332e-05,8.190381896509637e-09
1964,1.3576311175711453e-05,9.096179238403984e-09
1965,1.4092309876494774e-05,9.933525113581254e-09
1966,1.46593887880694e-05,1.0685848523499836e-08
1967,1.5501784478796514e-05,1.139812764807045e-08
1968,1.6162259531224015e-05,1.2056234867584083e-08
1969,1.706229198004751e-05,1.2582097522592254e-08
1970,1.7837794335459227e-05,1.3516379761467436e-08
1971,1.8623008145368658e-05,1.338156747315062e-08
1972,1.946481643244624e-05,1.443005118570032e-08
1973,2.020836862876812e-05,1.4677890902703439e-08
1974,2.0723794088033693e-05,1.493397900580768e-08
1975,2.1319400080496314e-05,1.535127276091381e-08
1976,2.170776315324474e-05,1.575462871272748e-08
1977,2.2137108576966318e-05,1.5658483145029678e-08
1978,2.2350875951815397e-05,1.6145173325250132e-08
1979,2.2596992494072765e-05,1.5837246942445356e-08
1980,2.2731461545585523e-05,1.6372211269250718e-08
1981,2.2822619939688593e-05,1.6516286497189218e-08
1982,2.2877127516299618e-05,1.7021878509889835e-08
1983,2.308849616383668e-05,1.738032473497242e-08
1984,2.315473232426614e-05,1.8020444565130285e-08
1985,2.3455159212712067e-05,1.794003295125484e-08
1986,2.3662627687112297e-05,1.7962387133252378e-08
1987,2.4027030771581588e-05,1.7384355669288913e-08
1988,2.445152728926457e-05,1.713738852414183e-08
1989,2.4882279311506344e-05,1.6188533434404106e-08
1990,2.521544125296974e-05,1.5334461192903096e-08
1991,2.555644693659685e-05,1.4207485981338713e-08
1992,2.584527542889451e-05,1.3079465256891711e-08
1993,2.6335706674477217e-05,1.2349673791537238e-08
1994,2.691663706043203e-05,1.1557306857566476e-08
1995,2.7484376654943583e-05,1.0596176253890072e-08
1996,2.814694978172026e-05,9.775201854316556e-09
1997,2.8841480473472204e-05,8.994073993509995e-09
1998,2.9505471632416758e-05,8.28799594034178e-09
1999,3.0492062640925205e-05,7.921842610463564e-09
2000,3.114383668746866e-05,7.027861340499644e-09
2001,3.176648273698187e-05,6.509560129026275e-09
2002,3.2408157234645584e-05,6.251799268751159e-09
2003,3.286115367830332e-05,5.825240924549137e-09
2004,3.323766265696447e-05,5.441496967303497e-09
2005,3.35658821443628e-05,5.130033223618316e-09
2006,3.380163512442128e-05,4.89921589011796e-09
2007,3.421619060515825e-05,4.670198640509073e-09
2008,3.43793180945795e-05,4.264752519387928e-09
2009,3.428552736295387e-05,3.93388604231453e-09
2010,3.470825010611277e-05,3.6540506810821073e-09
2011,3.4987842809641734e-05,3.3284181759946866e-09
2012,3.5462725333802935e-05,2.9833893450919344e-09
2013,3.5890158220094494e-05,2.8183886653059584e-09
2014,3.5787971033382095e-05,2.678949316349742e-09
2015,3.54047967578351e-05,2.6724287227608556e-09
2016,3.548678484678801e-05,2.6441155297009443e-09
2017,3.524535168253351e-05,2.5928516000917057e-09
2018,3.510483438731171e-05,2.6629663807398175e-09
2019,3.474004552117549e-05,2.7586781747857003e-09
