ngram,corner,cornr,cornr,cornerr
1604,1.2989803443425834e-05,0.0,0.0,0.0
1605,1.4401801178922011e-05,0.0,0.0,0.0
1606,1.6058906372303943e-05,0.0,0.0,0.0
1607,1.3503714723940772e-05,0.0,0.0,0.0
1608,1.6529354914902278e-05,0.0,0.0,0.0
1609,1.664128240008722e-05,0.0,0.0,0.0
1610,1.5638470163789213e-05,0.0,0.0,0.0
1611,1.6631790003884817e-05,0.0,0.0,0.0
1612,1.550318191740579e-05,0.0,0.0,0.0
1613,1.4299182566901436e-05,0.0,0.0,0.0
1614,1.7178392616707633e-05,0.0,0.0,0.0
1615,1.5071144844114315e-05,0.0,0.0,0.0
1616,1.5707376925482614e-05,0.0,0.0,0.0
1617,1.860204416256498e-05,0.0,0.0,0.0
1618,1.703437887304712e-05,0.0,0.0,0.0
1619,1.7602461736844687e-05,0.0,0.0,0.0
1620,2.4282352244751693e-05,0.0,0.0,0.0
1621,2.3511333048580646e-05,0.0,0.0,0.0
1622,2.1507067231141264e-05,0.0,0.0,0.0
1623,2.2486479987752057e-05,0.0,0.0,0.0
1624,1.8641733796747368e-05,0.0,0.0,0.0
1625,1.9515210494448964e-05,0.0,0.0,0.0
1626,1.9439098520836395e-05,0.0,0.0,0.0
1627,1.3717522961087525e-05,0.0,0.0,0.0
1628,1.3548811693908647e-05,0.0,0.0,0.0
1629,1.4505358194583096e-05,0.0,0.0,0.0
1630,1.246920653232207e-05,0.0,0.0,0.0
1631,1.3222376375259565e-05,0.0,0.0,0.0
1632,1.4218240461819473e-05,0.0,0.0,0.0
1633,1.292963712070819e-05,0.0,0.0,0.0
1634,1.3037783316706606e-05,0.0,0.0,0.0
1635,1.3315316404519503e-05,0.0,0.0,0.0
1636,1.7635418446713758e-05,0.0,0.0,0.0
1637,1.9241910779653282e-05,0.0,0.0,0.0
1638,1.842411692060913e-05,0.0,0.0,0.0
1639,1.802519565379563e-05,0.0,0.0,0.0
1640,1.9224561453613986e-05,0.0,0.0,0.0
1641,1.8671279056954e-05,0.0,0.0,0.0
1642,1.74349666589738e-05,0.0,0.0,0.0
1643,1.2418859179368675e-05,0.0,0.0,0.0
1644,1.1912654956956561e-05,0.0,0.0,0.0
1645,1.2597962592865639e-05,0.0,0.0,0.0
1646,1.1246371676471817e-05,0.0,0.0,0.0
1647,1.1891682333953213e-05,0.0,0.0,0.0
1648,1.0879456762527947e-05,0.0,0.0,0.0
1649,1.0795042661421966e-05,0.0,0.0,0.0
1650,1.4118080019086068e-05,0.0,0.0,0.0
1651,1.3443562628318822e-05,0.0,0.0,0.0
1652,1.8604828125847105e-05,0.0,0.0,0.0
1653,1.928107375143944e-05,0.0,0.0,0.0
1654,1.8588836675397552e-05,0.0,0.0,0.0
1655,1.9494388003035317e-05,0.0,0.0,0.0
1656,1.9890434616952136e-05,0.0,0.0,0.0
1657,1.7109835425799247e-05,0.0,0.0,0.0
1658,1.6075681937114234e-05,0.0,0.0,0.0
1659,9.979093062741282e-06,0.0,0.0,0.0
1660,1.1202319780880185e-05,0.0,0.0,0.0
1661,1.178581299297678e-05,0.0,0.0,0.0
1662,1.2130817594879773e-05,0.0,0.0,0.0
1663,1.1340192291494791e-05,0.0,0.0,0.0
1664,1.1710029736734992e-05,0.0,0.0,0.0
1665,1.2395386160538432e-05,0.0,0.0,0.0
1666,1.2924023784372756e-05,0.0,0.0,0.0
1667,1.2000140096850892e-05,3.245231588217783e-08,3.245231588217783e-08,0.0
1668,1.1553471397616835e-05,3.245231588217783e-08,3.245231588217783e-08,0.0
1669,1.1410586271917314e-05,3.245231588217783e-08,3.245231588217783e-08,0.0
1670,1.1978892611555888e-05,3.245231588217783e-08,3.245231588217783e-08,0.0
1671,1.2167310420149338e-05,3.245231588217783e-08,3.245231588217783e-08,0.0
1672,1.1829533312785706e-05,3.245231588217783e-08,3.245231588217783e-08,0.0
1673,1.1558175044358774e-05,3.245231588217783e-08,3.245231588217783e-08,0.0
1674,1.1400058480960848e-05,0.0,0.0,0.0
1675,1.0832207928095678e-05,0.0,0.0,0.0
1676,1.0748853518245077e-05,0.0,0.0,0.0
1677,1.027579050319868e-05,0.0,0.0,0.0
1678,9.72868383541936e-06,0.0,0.0,0.0
1679,9.561484018507014e-06,0.0,0.0,0.0
1680,1.2818438725454534e-05,0.0,0.0,0.0
1681,1.3376657339644485e-05,0.0,0.0,0.0
1682,1.339717891823966e-05,2.016103297007378e-08,2.016103297007378e-08,0.0
1683,1.318226596984979e-05,2.016103297007378e-08,2.016103297007378e-08,0.0
1684,1.4176544547288878e-05,2.016103297007378e-08,2.016103297007378e-08,0.0
1685,1.4515637173774718e-05,2.016103297007378e-08,2.016103297007378e-08,0.0
1686,1.4527317359482237e-05,2.016103297007378e-08,2.016103297007378e-08,0.0
1687,1.0601734694708803e-05,2.016103297007378e-08,2.016103297007378e-08,0.0
1688,9.437596158282499e-06,2.016103297007378e-08,2.016103297007378e-08,0.0
1689,8.873426980114476e-06,0.0,0.0,0.0
1690,8.40618226253095e-06,0.0,0.0,0.0
1691,8.050206036257026e-06,0.0,0.0,0.0
1692,7.846330325784428e-06,0.0,0.0,0.0
1693,8.269926638604375e-06,0.0,0.0,0.0
1694,8.676118471027752e-06,0.0,0.0,0.0
1695,8.519342372892424e-06,0.0,0.0,0.0
1696,8.958405487646814e-06,0.0,0.0,0.0
1697,1.0716862951604916e-05,0.0,0.0,0.0
1698,9.834467424038199e-06,0.0,0.0,0.0
1699,9.51859686080882e-06,0.0,0.0,0.0
1700,9.292884572330098e-06,0.0,0.0,0.0
1701,9.090365957880359e-06,0.0,0.0,0.0
1702,9.14768276873344e-06,1.1985159785256525e-08,1.1985159785256525e-08,0.0
1703,8.578708080416878e-06,1.1985159785256525e-08,1.1985159785256525e-08,0.0
1704,6.530184431799821e-06,1.1985159785256525e-08,1.1985159785256525e-08,0.0
1705,6.309979003812519e-06,1.1985159785256525e-08,1.1985159785256525e-08,0.0
1706,6.812760212986697e-06,1.1985159785256525e-08,1.1985159785256525e-08,0.0
1707,6.0632169152086135e-06,1.1985159785256525e-08,1.1985159785256525e-08,0.0
1708,5.781710959646651e-06,1.1985159785256525e-08,1.1985159785256525e-08,0.0
1709,5.2439729967902944e-06,0.0,0.0,0.0
1710,5.818369183024126e-06,0.0,0.0,0.0
1711,5.63622565355867e-06,0.0,0.0,0.0
1712,5.3980181421918265e-06,0.0,0.0,0.0
1713,4.748448191094212e-06,0.0,0.0,0.0
1714,4.709634920020887e-06,0.0,0.0,0.0
1715,4.758228702225356e-06,0.0,0.0,0.0
1716,4.8970751517377465e-06,0.0,0.0,0.0
1717,4.398897285032685e-06,0.0,0.0,0.0
1718,4.918516489332043e-06,0.0,0.0,0.0
1719,4.837288737949816e-06,0.0,0.0,0.0
1720,4.67630525236018e-06,0.0,0.0,0.0
1721,4.926432666252367e-06,0.0,0.0,0.0
1722,4.932694472310166e-06,0.0,0.0,0.0
1723,5.1773720640215156e-06,0.0,0.0,0.0
1724,4.939376432438232e-06,0.0,0.0,0.0
1725,4.785078707365236e-06,0.0,0.0,0.0
1726,4.876889469025107e-06,0.0,0.0,0.0
1727,5.0977625310874175e-06,0.0,0.0,0.0
1728,5.068551640111504e-06,6.479559999661433e-09,6.479559999661433e-09,0.0
1729,5.23816467128719e-06,6.479559999661433e-09,6.479559999661433e-09,0.0
1730,4.913733716551048e-06,6.479559999661433e-09,6.479559999661433e-09,0.0
1731,5.134159209774225e-06,6.479559999661433e-09,6.479559999661433e-09,0.0
1732,4.958093898364625e-06,6.479559999661433e-09,6.479559999661433e-09,0.0
1733,4.749129597517562e-06,6.479559999661433e-09,6.479559999661433e-09,0.0
1734,4.834787432628218e-06,6.479559999661433e-09,6.479559999661433e-09,0.0
1735,4.7429239202756435e-06,6.466926042289092e-09,6.466926042289092e-09,0.0
1736,4.524006921461218e-06,6.466926042289092e-09,6.466926042289092e-09,0.0
1737,4.8560383285283545e-06,6.466926042289092e-09,6.466926042289092e-09,0.0
1738,5.29952801896018e-06,1.195874231387149e-08,1.195874231387149e-08,0.0
1739,4.92290688011313e-06,1.5189658800604126e-08,1.5189658800604126e-08,0.0
1740,5.311434344028905e-06,1.5189658800604126e-08,1.5189658800604126e-08,0.0
1741,4.9503535137773724e-06,2.1131009577045135e-08,2.1131009577045135e-08,0.0
1742,8.762250120396078e-06,1.4664083534756043e-08,1.4664083534756043e-08,0.0
1743,8.861833293849486e-06,1.4664083534756043e-08,1.4664083534756043e-08,0.0
1744,8.837879607069357e-06,1.4664083534756043e-08,1.4664083534756043e-08,0.0
1745,8.421166610008055e-06,9.172267263173645e-09,9.172267263173645e-09,0.0
1746,9.173771949073334e-06,5.9413507764410105e-09,5.9413507764410105e-09,0.0
1747,9.278493117952686e-06,5.9413507764410105e-09,5.9413507764410105e-09,0.0
1748,9.846984929546515e-06,0.0,0.0,0.0
1749,6.412877675237334e-06,0.0,0.0,0.0
1750,7.087066868345053e-06,6.597462893458734e-09,6.597462893458734e-09,0.0
1751,8.041310463470705e-06,1.0166601528892118e-08,1.0166601528892118e-08,0.0
1752,9.039952601597179e-06,1.0166601528892118e-08,1.0166601528892118e-08,0.0
1753,9.344190662626975e-06,1.0166601528892118e-08,1.0166601528892118e-08,0.0
1754,9.918830333585252e-06,1.435067023943962e-08,1.435067023943962e-08,0.0
1755,1.0023144698477284e-05,1.435067023943962e-08,1.435067023943962e-08,0.0
1756,1.051692639261351e-05,1.435067023943962e-08,1.435067023943962e-08,0.0
1757,1.1094545568214795e-05,1.0798330610636445e-08,1.0798330610636445e-08,0.0
1758,1.1514053637386365e-05,7.229191975203061e-09,7.229191975203061e-09,0.0
1759,1.1013072772974347e-05,7.229191975203061e-09,7.229191975203061e-09,0.0
1760,1.0957960122531013e-05,1.2551925974792409e-08,1.2551925974792409e-08,0.0
1761,1.1348775063067609e-05,8.367857264244906e-09,8.367857264244906e-09,0.0
1762,1.1791989241568704e-05,1.3733021323300169e-08,1.3733021323300169e-08,0.0
1763,1.3406212539328927e-05,1.3733021323300169e-08,1.3733021323300169e-08,0.0
1764,1.3771698052421146e-05,1.3498577747636124e-08,1.3498577747636124e-08,0.0
1765,1.4335075970198627e-05,1.6445986160208903e-08,1.6445986160208903e-08,0.0
1766,1.5859601002635566e-05,1.6445986160208903e-08,1.6445986160208903e-08,0.0
1767,1.6875120049267673e-05,1.4067754453403073e-08,1.4067754453403073e-08,0.0
1768,1.724569041730969e-05,1.4067754453403073e-08,1.4067754453403073e-08,0.0
1769,1.7426204067305662e-05,2.0887628896356806e-08,2.0887628896356806e-08,0.0
1770,1.6401676605580307e-05,2.0887628896356806e-08,2.0887628896356806e-08,0.0
1771,1.665588687111657e-05,1.8076949207365293e-08,1.8076949207365293e-08,0.0
1772,1.6237787219454602e-05,2.0401704452816764e-08,2.0401704452816764e-08,0.0
1773,1.618883093864757e-05,2.2996895308681686e-08,2.2996895308681686e-08,0.0
1774,1.6280469545953175e-05,2.2724856155572785e-08,2.2724856155572785e-08,0.0
1775,1.641202483629708e-05,2.2724856155572785e-08,2.2724856155572785e-08,0.0
1776,1.7343123935071552e-05,1.5964556660768333e-08,1.5964556660768333e-08,0.0
1777,1.8167646235919426e-05,1.5964556660768333e-08,1.5964556660768333e-08,0.0
1778,1.7558703283222193e-05,1.5964556660768333e-08,1.5964556660768333e-08,0.0
1779,1.781722975075744e-05,1.3254078723434759e-08,1.3254078723434759e-08,0.0
1780,1.726483008366943e-05,1.535716848926378e-08,1.535716848926378e-08,0.0
1781,1.7704222045722418e-05,1.650973909964445e-08,1.650973909964445e-08,0.0
1782,1.7372640806050705e-05,1.8667872581090705e-08,1.8667872581090705e-08,0.0
1783,1.7447710498735042e-05,1.3243133573886162e-08,1.3243133573886162e-08,0.0
1784,1.6833784164711168e-05,1.3243133573886162e-08,1.3243133573886162e-08,0.0
1785,1.7123329728617265e-05,1.3243133573886162e-08,1.3243133573886162e-08,0.0
1786,1.6446104902050657e-05,1.3361644489253064e-08,1.3361644489253064e-08,0.0
1787,1.6560947967393857e-05,8.663363867559123e-09,8.663363867559123e-09,0.0
1788,1.598605948467074e-05,4.8383301175038335e-09,4.8383301175038335e-09,0.0
1789,1.6702884749975055e-05,3.8435814531112555e-09,3.8435814531112555e-09,0.0
1790,1.6550095616756672e-05,4.948429856353544e-09,4.948429856353544e-09,0.0
1791,1.6990540513818685e-05,4.948429856353544e-09,4.948429856353544e-09,0.0
1792,1.740604758586934e-05,4.948429856353544e-09,4.948429856353544e-09,0.0
1793,1.9729978313469993e-05,5.226299520139881e-09,5.226299520139881e-09,0.0
1794,2.0161308254630838e-05,8.220256094862829e-09,8.220256094862829e-09,0.0
1795,2.0207255667108776e-05,1.0960072341755937e-08,1.0960072341755937e-08,0.0
1796,2.033990806791865e-05,1.1693010750134038e-08,1.1693010750134038e-08,0.0
1797,2.134909794092112e-05,1.1155085997773182e-08,1.1155085997773182e-08,5.66923650881433e-10
1798,2.1817023870036273e-05,1.2891056095603354e-08,1.2891056095603354e-08,5.66923650881433e-10
1799,2.2305279344436713e-05,1.5294134466817662e-08,1.5294134466817662e-08,5.66923650881433e-10
1800,2.0630444851121865e-05,1.3571059958345749e-08,1.3571059958345749e-08,5.66923650881433e-10
1801,2.0598814184527976e-05,1.05771033836228e-08,1.05771033836228e-08,5.66923650881433e-10
1802,2.0783860496261957e-05,8.2714139347319e-09,8.2714139347319e-09,1.0010504488836398e-09
1803,2.0803252222581898e-05,7.428090555348734e-09,7.428090555348734e-09,1.0010504488836398e-09
1804,1.9888248841328148e-05,8.08147710656166e-09,8.08147710656166e-09,4.341267980022069e-10
1805,1.989719852904922e-05,6.864862012179174e-09,6.864862012179174e-09,4.341267980022069e-10
1806,1.9312752556288615e-05,5.237433915133189e-09,5.237433915133189e-09,4.341267980022069e-10
1807,1.9369752148382497e-05,4.6301058225545995e-09,4.6301058225545995e-09,4.341267980022069e-10
1808,1.9379617827196072e-05,5.571558579577283e-09,5.571558579577283e-09,4.341267980022069e-10
1809,1.931418617979424e-05,5.318356596387527e-09,5.318356596387527e-09,0.0
1810,1.9505926632388893e-05,4.919169690634614e-09,4.919169690634614e-09,0.0
1811,1.920757936854248e-05,4.402011311022136e-09,4.402011311022136e-09,0.0
1812,1.8876024374289307e-05,4.360072826590868e-09,4.360072826590868e-09,0.0
1813,1.8746990203258713e-05,3.778401956390707e-09,3.778401956390707e-09,0.0
1814,1.8988760140408495e-05,3.5686545306136607e-09,3.5686545306136607e-09,0.0
1815,1.9107752970220255e-05,3.3997646126897915e-09,3.3997646126897915e-09,0.0
1816,1.9456927215547432e-05,3.2188397978773408e-09,3.2188397978773408e-09,0.0
1817,1.932154970875542e-05,2.907721999686633e-09,2.907721999686633e-09,0.0
1818,2.0080611648154445e-05,2.383605043502054e-09,2.383605043502054e-09,0.0
1819,2.0375559220805633e-05,2.657675714422071e-09,2.657675714422071e-09,0.0
1820,2.1346453130328363e-05,2.6110932463804406e-09,2.6110932463804406e-09,0.0
1821,2.1883254313641893e-05,2.4502854824502508e-09,2.4502854824502508e-09,0.0
1822,2.2317357953787515e-05,1.8024915449110779e-09,1.8024915449110779e-09,0.0
1823,2.2506130075531212e-05,2.2238798659733406e-09,2.2238798659733406e-09,0.0
1824,2.2793688913225196e-05,2.149424757228299e-09,2.149424757228299e-09,0.0
1825,2.275834620896993e-05,2.350240296029276e-09,2.350240296029276e-09,0.0
1826,2.3357439983686034e-05,2.072746077949209e-09,2.072746077949209e-09,0.0
1827,2.344811504631902e-05,2.3436315665925633e-09,2.3436315665925633e-09,0.0
1828,2.341705970008791e-05,2.96915753095206e-09,2.96915753095206e-09,0.0
1829,2.433610305680694e-05,2.9849371863122087e-09,2.9849371863122087e-09,0.0
1830,2.4798549670127352e-05,2.563548865249946e-09,2.563548865249946e-09,0.0
1831,2.5239769456675276e-05,2.3882034921080778e-09,2.3882034921080778e-09,0.0
1832,2.554404610626599e-05,2.0935025459221735e-09,2.0935025459221735e-09,0.0
1833,2.525667358505806e-05,1.8669443610111867e-09,1.8669443610111867e-09,0.0
1834,2.546563207163542e-05,1.7809027110158938e-09,1.7809027110158938e-09,0.0
1835,2.577151930641516e-05,9.82051638422275e-10,9.82051638422275e-10,0.0
1836,2.5582052330719307e-05,8.415030815024847e-10,8.415030815024847e-10,0.0
1837,2.5541827458904925e-05,8.415030815024847e-10,8.415030815024847e-10,0.0
1838,2.590004649911342e-05,7.48608421284404e-10,7.48608421284404e-10,0.0
1839,2.6629182944556567e-05,7.392403990534393e-10,7.392403990534393e-10,0.0
1840,2.7189481053418213e-05,7.941494763384429e-10,7.941494763384429e-10,0.0
1841,2.7482196985926877e-05,5.318863127712348e-10,5.318863127712348e-10,0.0
1842,2.754000888671726e-05,5.089183519046969e-10,5.089183519046969e-10,0.0
1843,2.7552460129040162e-05,6.400674117707744e-10,6.400674117707744e-10,0.0
1844,2.7764949014194178e-05,7.736331258152112e-10,7.736331258152112e-10,0.0
1845,2.784107190174317e-05,9.738494138084824e-10,9.738494138084824e-10,0.0
1846,2.7759752941035132e-05,9.63288476762969e-10,9.63288476762969e-10,0.0
1847,2.8091473203468403e-05,8.42761015735454e-10,8.42761015735454e-10,1.8181640320286922e-10
1848,2.8378066417644732e-05,8.274710797514676e-10,8.274710797514676e-10,2.9119175324966914e-10
1849,2.9005406239385983e-05,8.203951763961572e-10,8.203951763961572e-10,2.9119175324966914e-10
1850,2.965075847376803e-05,7.367160254861155e-10,7.367160254861155e-10,2.9119175324966914e-10
1851,3.0339378749236596e-05,1.0674362544665123e-09,1.0674362544665123e-09,2.9119175324966914e-10
1852,3.052736116972353e-05,9.683431080796468e-10,9.683431080796468e-10,2.9119175324966914e-10
1853,3.100163719084646e-05,1.0479006392774944e-09,1.0479006392774944e-09,2.9119175324966914e-10
1854,3.136128153918045e-05,1.017589821929375e-09,1.017589821929375e-09,1.0937535004679993e-10
1855,3.1665783483601573e-05,1.0154038958860261e-09,1.0154038958860261e-09,0.0
1856,3.206041375441211e-05,1.1604595776379005e-09,1.1604595776379005e-09,4.969880459551998e-11
1857,3.218979431299626e-05,1.40179502926076e-09,1.40179502926076e-09,4.969880459551998e-11
1858,3.2259498506651395e-05,9.951125994651327e-10,9.951125994651327e-10,4.969880459551998e-11
1859,3.2756947413352986e-05,1.0767776234147215e-09,1.0767776234147215e-09,4.969880459551998e-11
1860,3.283007650419937e-05,9.929948014646734e-10,9.929948014646734e-10,4.969880459551998e-11
1861,3.298189923433321e-05,1.293382658909944e-09,1.293382658909944e-09,1.0618548500802255e-10
1862,3.3732880962946054e-05,1.3523174524632253e-09,1.3523174524632253e-09,1.0618548500802255e-10
1863,3.416494811452659e-05,1.3922116356582644e-09,1.3922116356582644e-09,5.648668041250257e-11
1864,3.500663608844791e-05,1.1975965179862008e-09,1.1975965179862008e-09,5.648668041250257e-11
1865,3.592104673901174e-05,1.2726726577356423e-09,1.2726726577356423e-09,5.648668041250257e-11
1866,3.6547851258157084e-05,1.3553222116031399e-09,1.3553222116031399e-09,5.648668041250257e-11
1867,3.746867098795649e-05,1.467176832406888e-09,1.467176832406888e-09,5.648668041250257e-11
1868,3.8158024835865945e-05,1.2841535850555935e-09,1.2841535850555935e-09,0.0
1869,3.854178638513466e-05,1.331060587147651e-09,1.331060587147651e-09,0.0
1870,3.918672155123204e-05,1.2190805666532712e-09,1.2190805666532712e-09,0.0
1871,3.9653869732449364e-05,1.3277706394682858e-09,1.3277706394682858e-09,0.0
1872,4.0007493225857615e-05,1.3998495458038868e-09,1.3998495458038868e-09,0.0
1873,4.0900115501634513e-05,1.485490611471566e-09,1.485490611471566e-09,0.0
1874,4.095389470291723e-05,1.471603640533305e-09,1.471603640533305e-09,0.0
1875,4.144902985509751e-05,1.3230785356199704e-09,1.3230785356199704e-09,0.0
1876,4.176216472322787e-05,1.2413989598185943e-09,1.2413989598185943e-09,0.0
1877,4.2273018022699815e-05,1.2894479452439457e-09,1.2894479452439457e-09,6.990334501720343e-11
1878,4.294430514814199e-05,3.082262413554661e-09,3.082262413554661e-09,1.7875942789505724e-10
1879,4.360902624154862e-05,3.0869867297310195e-09,3.0869867297310195e-09,2.485870557019812e-10
1880,4.388086849108471e-05,2.9661147347783056e-09,2.9661147347783056e-09,2.485870557019812e-10
1881,4.5038590282534384e-05,2.964979848942205e-09,2.964979848942205e-09,2.485870557019812e-10
1882,4.54454223342639e-05,2.9418634909080967e-09,2.9418634909080967e-09,2.809966346907698e-10
1883,4.623441574429827e-05,3.1221805458463744e-09,3.1221805458463744e-09,2.809966346907698e-10
1884,4.634631061760176e-05,3.0084439939237484e-09,3.0084439939237484e-09,2.1109328967356637e-10
1885,4.605749407866304e-05,1.1868888808283122e-09,1.1868888808283122e-09,1.0223720679571256e-10
1886,4.59809265781327e-05,1.2532921763889045e-09,1.2532921763889045e-09,3.240957898878857e-11
1887,4.590279422700405e-05,1.1059872938114422e-09,1.1059872938114422e-09,3.240957898878857e-11
1888,4.5856481197656e-05,1.164182060277495e-09,1.164182060277495e-09,1.1341810427342328e-10
1889,4.631674736239282e-05,1.302491376658261e-09,1.302491376658261e-09,1.0717942010098267e-10
1890,4.614480089263192e-05,1.1972845017003765e-09,1.1972845017003765e-09,1.324751102466897e-10
1891,4.629878146390963e-05,1.2642879441772591e-09,1.2642879441772591e-09,1.5808016205566743e-10
1892,4.6402140079797914e-05,1.2249777700138305e-09,1.2249777700138305e-09,1.5808016205566743e-10
1893,4.6808518423599056e-05,1.2258316901230565e-09,1.2258316901230565e-09,1.811418356581892e-10
1894,4.787555995530316e-05,1.4080310568281057e-09,1.4080310568281057e-09,2.0323360851369288e-10
1895,4.7935763307447943e-05,1.4884052244669631e-09,1.4884052244669631e-09,1.6456749851734287e-10
1896,4.823269253912648e-05,1.5435735546885455e-09,1.5435735546885455e-09,1.5777702953658134e-10
1897,4.8878101681891296e-05,1.558990206770464e-09,1.558990206770464e-09,1.5105809460434572e-10
1898,4.87333579388048e-05,1.521155788632354e-09,1.521155788632354e-09,1.4349121097672375e-10
1899,4.8814253074981805e-05,1.4956097312993473e-09,1.4956097312993473e-09,1.9813293069706869e-10
