ngram,milk,mlk,miilk,miilk
1620,6.168417062976264e-06,0.0,0.0,0.0
1621,5.0283960685452e-06,0.0,0.0,0.0
1622,4.336857971663578e-06,0.0,0.0,0.0
1623,4.245847630305174e-06,0.0,0.0,0.0
1624,4.621884613698057e-06,0.0,0.0,0.0
1625,4.031021766032998e-06,0.0,0.0,0.0
1626,2.3566626785915493e-06,0.0,0.0,0.0
1627,2.2732497037785445e-06,0.0,0.0,0.0
1628,2.684436334935266e-06,0.0,0.0,0.0
1629,3.109264006135553e-06,0.0,0.0,0.0
1630,4.5648298185239715e-06,0.0,0.0,0.0
1631,3.93152881120581e-06,0.0,0.0,0.0
1632,4.756164019324517e-06,0.0,0.0,0.0
1633,4.067298570069917e-06,0.0,0.0,0.0
1634,3.8711740525546446e-06,0.0,0.0,0.0
1635,5.092603089451586e-06,0.0,0.0,0.0
1636,6.508003959230077e-06,0.0,0.0,0.0
1637,6.099906280659135e-06,0.0,0.0,0.0
1638,6.7272317128949255e-06,0.0,0.0,0.0
1639,6.6812987873683075e-06,0.0,0.0,0.0
1640,7.5037632265256045e-06,0.0,0.0,0.0
1641,7.440067150810137e-06,0.0,0.0,0.0
1642,7.35623083869541e-06,0.0,0.0,0.0
1643,5.716621237589996e-06,0.0,0.0,0.0
1644,5.408015068399306e-06,0.0,0.0,0.0
1645,5.5023157666970036e-06,4.9116830983361326e-08,0.0,0.0
1646,6.738381756576928e-06,4.9116830983361326e-08,0.0,0.0
1647,7.164463978272449e-06,1.5316238334760003e-07,0.0,0.0
1648,8.70946512675021e-06,1.5316238334760003e-07,0.0,0.0
1649,7.842773324487748e-06,1.5316238334760003e-07,0.0,0.0
1650,1.1392857751551283e-05,1.5316238334760003e-07,0.0,0.0
1651,1.3007586663401785e-05,1.5316238334760003e-07,0.0,0.0
1652,1.3898413921456917e-05,1.040455523642387e-07,0.0,0.0
1653,1.5200179924639607e-05,1.040455523642387e-07,0.0,0.0
1654,1.660655717777055e-05,0.0,0.0,0.0
1655,2.0347314213203e-05,0.0,0.0,0.0
1656,2.0574184613256614e-05,0.0,0.0,0.0
1657,1.8643834209797205e-05,0.0,0.0,0.0
1658,2.1489623902328147e-05,0.0,0.0,0.0
1659,2.0857494811415173e-05,0.0,0.0,0.0
1660,1.9064281786995707e-05,0.0,0.0,0.0
1661,1.9768628265280442e-05,0.0,0.0,0.0
1662,1.677793995570807e-05,0.0,0.0,0.0
1663,1.6741683664024875e-05,0.0,0.0,0.0
1664,1.6030071752278934e-05,0.0,0.0,0.0
1665,1.1663567420328036e-05,0.0,0.0,0.0
1666,1.232761262924344e-05,0.0,0.0,0.0
1667,1.2654073413744169e-05,0.0,0.0,0.0
1668,1.0869918826626548e-05,0.0,0.0,0.0
1669,9.293933284685149e-06,0.0,0.0,0.0
1670,1.0059324527641625e-05,0.0,0.0,0.0
1671,1.0092651012070877e-05,0.0,0.0,0.0
1672,9.67917744024557e-06,0.0,0.0,0.0
1673,8.540019734937232e-06,0.0,0.0,0.0
1674,8.251702898373228e-06,0.0,0.0,0.0
1675,7.603186596887619e-06,0.0,0.0,0.0
1676,8.02688249937741e-06,0.0,0.0,0.0
1677,6.814923186279234e-06,0.0,0.0,0.0
1678,6.2996572134060055e-06,0.0,0.0,0.0
1679,7.410438294235584e-06,0.0,0.0,0.0
1680,7.334924378353337e-06,0.0,0.0,0.0
1681,7.518775224265742e-06,0.0,0.0,0.0
1682,7.277650833462498e-06,0.0,0.0,0.0
1683,6.7371653520759926e-06,0.0,0.0,0.0
1684,6.512494305102986e-06,0.0,0.0,0.0
1685,6.219460958943403e-06,0.0,0.0,0.0
1686,5.082963980385102e-06,0.0,0.0,0.0
1687,4.8283067631668275e-06,0.0,0.0,0.0
1688,3.502314939396456e-06,0.0,0.0,0.0
1689,3.2904073837666407e-06,0.0,0.0,0.0
1690,2.877634025415838e-06,0.0,0.0,0.0
1691,3.2562011256231926e-06,0.0,0.0,0.0
1692,3.3491134477766797e-06,0.0,0.0,0.0
1693,3.218982783437241e-06,0.0,0.0,0.0
1694,3.1744376493796674e-06,0.0,0.0,0.0
1695,2.8791678557484246e-06,0.0,0.0,0.0
1696,2.846486787737896e-06,0.0,0.0,0.0
1697,3.464198146372967e-06,0.0,0.0,0.0
1698,5.620077640092599e-06,0.0,0.0,0.0
1699,5.462856734084198e-06,0.0,0.0,0.0
1700,5.527787672170754e-06,0.0,0.0,0.0
1701,5.622268742756985e-06,0.0,0.0,0.0
1702,5.821813634351461e-06,0.0,0.0,0.0
1703,5.612792555049444e-06,0.0,0.0,0.0
1704,4.9623818735459025e-06,0.0,0.0,0.0
1705,2.71657446709079e-06,0.0,0.0,0.0
1706,2.8751586406932413e-06,0.0,0.0,0.0
1707,2.581068721545827e-06,0.0,0.0,0.0
1708,2.4838788346772034e-06,0.0,0.0,0.0
1709,2.3526797739188102e-06,0.0,0.0,0.0
1710,2.3790397075832255e-06,0.0,0.0,0.0
1711,2.4629577442932974e-06,9.692328717392229e-09,0.0,0.0
1712,2.42451639158909e-06,9.692328717392229e-09,0.0,0.0
1713,2.2182105762372624e-06,9.692328717392229e-09,0.0,0.0
1714,2.239834007663636e-06,9.692328717392229e-09,0.0,0.0
1715,2.3949696859355233e-06,9.692328717392229e-09,0.0,0.0
1716,3.459973527242255e-06,9.692328717392229e-09,0.0,0.0
1717,3.904757509839588e-06,9.692328717392229e-09,0.0,0.0
1718,4.115251223473544e-06,0.0,0.0,0.0
1719,3.735397951589091e-06,0.0,0.0,0.0
1720,4.113835026536046e-06,0.0,0.0,0.0
1721,4.7432466122440275e-06,0.0,0.0,0.0
1722,6.835247160909473e-06,0.0,0.0,0.0
1723,6.306513845239741e-06,0.0,0.0,0.0
1724,6.448916938747321e-06,0.0,0.0,0.0
1725,6.89384489760414e-06,0.0,0.0,0.0
1726,7.0779696475905695e-06,0.0,0.0,0.0
1727,7.3791118536194385e-06,0.0,0.0,0.0
1728,6.981507665061924e-06,0.0,0.0,0.0
1729,5.652924560958386e-06,0.0,0.0,0.0
1730,5.947158505088217e-06,0.0,0.0,0.0
1731,5.484916755449376e-06,0.0,0.0,0.0
1732,5.786996195768422e-06,0.0,0.0,0.0
1733,5.703884815894915e-06,0.0,0.0,0.0
1734,5.8884470165919216e-06,0.0,0.0,0.0
1735,5.8614928093447816e-06,0.0,0.0,0.0
1736,5.95860306670407e-06,0.0,0.0,0.0
1737,5.60709629228638e-06,0.0,0.0,0.0
1738,5.795074522601291e-06,0.0,0.0,0.0
1739,5.318993024567524e-06,0.0,0.0,0.0
1740,5.986024429408385e-06,0.0,0.0,0.0
1741,6.059656210969219e-06,5.9413507764410105e-09,0.0,0.0
1742,7.710429599683266e-06,5.9413507764410105e-09,0.0,0.0
1743,8.331741290541167e-06,5.9413507764410105e-09,0.0,0.0
1744,8.762966250027862e-06,5.9413507764410105e-09,0.0,0.0
1745,9.454132590950134e-06,1.2252926800166669e-08,0.0,0.0
1746,1.0837670872985785e-05,1.2252926800166669e-08,0.0,0.0
1747,1.1162807043417291e-05,1.2252926800166669e-08,0.0,0.0
1748,1.1618143227159245e-05,6.311576023725658e-09,0.0,0.0
1749,1.0874113156335494e-05,6.311576023725658e-09,0.0,0.0
1750,1.0414445958823698e-05,6.311576023725658e-09,0.0,0.0
1751,1.1260572786600928e-05,6.311576023725658e-09,0.0,0.0
1752,1.2122989184198169e-05,0.0,0.0,0.0
1753,1.3020444774675915e-05,0.0,0.0,0.0
1754,1.6513821979710235e-05,0.0,0.0,0.0
1755,2.0130777556914836e-05,0.0,0.0,0.0
1756,2.120711594346046e-05,0.0,0.0,0.0
1757,2.2979950439808556e-05,0.0,0.0,0.0
1758,2.2873998464742078e-05,3.1075847926688637e-09,0.0,0.0
1759,2.2457355173953276e-05,3.1075847926688637e-09,0.0,0.0
1760,2.104186569340527e-05,5.768951792463537e-09,0.0,0.0
1761,2.058770353739549e-05,8.544519250871677e-09,0.0,0.0
1762,1.8166645272036215e-05,8.544519250871677e-09,0.0,0.0
1763,1.814279312384315e-05,8.544519250871677e-09,0.0,0.0
1764,1.9347406902982455e-05,8.544519250871677e-09,0.0,0.0
1765,2.1734140188657746e-05,5.436934458202813e-09,0.0,0.0
1766,2.3287660951609723e-05,5.436934458202813e-09,0.0,0.0
1767,2.532090262060852e-05,2.7755674584081393e-09,0.0,0.0
1768,2.6812326853230062e-05,2.682212547305036e-09,0.0,0.0
1769,2.879915648788613e-05,5.7284721728072844e-09,0.0,0.0
1770,3.126249820135334e-05,5.7284721728072844e-09,0.0,0.0
1771,3.176068042064019e-05,5.7284721728072844e-09,0.0,0.0
1772,3.6253943627733474e-05,5.7284721728072844e-09,0.0,0.0
1773,3.814378838537128e-05,5.7284721728072844e-09,0.0,0.0
1774,3.811107282152599e-05,5.7284721728072844e-09,0.0,0.0
1775,3.520659993228037e-05,3.046259625502249e-09,2.8886891608895635e-09,2.8886891608895635e-09
1776,3.336025682593962e-05,0.0,2.8886891608895635e-09,2.8886891608895635e-09
1777,3.488546956629891e-05,0.0,2.8886891608895635e-09,2.8886891608895635e-09
1778,3.703880273470921e-05,0.0,2.8886891608895635e-09,2.8886891608895635e-09
1779,3.002209112829795e-05,2.5616857206906776e-09,2.8886891608895635e-09,2.8886891608895635e-09
1780,2.9181309790666482e-05,2.5616857206906776e-09,2.8886891608895635e-09,2.8886891608895635e-09
1781,3.0159775633364916e-05,2.5616857206906776e-09,2.8886891608895635e-09,2.8886891608895635e-09
1782,3.338620444992557e-05,6.8779526835831865e-09,0.0,0.0
1783,3.584243963164876e-05,6.8779526835831865e-09,0.0,0.0
1784,3.341569286671334e-05,6.8779526835831865e-09,0.0,0.0
1785,3.0287367085942867e-05,6.8779526835831865e-09,0.0,0.0
1786,3.246354935981799e-05,6.9964635989500886e-09,0.0,0.0
1787,3.335843056057846e-05,6.9964635989500886e-09,0.0,0.0
1788,3.3476143081705754e-05,6.9964635989500886e-09,0.0,0.0
1789,3.130894349721659e-05,3.8435814531112555e-09,0.0,0.0
1790,2.9871559360929367e-05,3.8435814531112555e-09,0.0,0.0
1791,3.0709254133398645e-05,3.8435814531112555e-09,0.0,0.0
1792,3.047175232495647e-05,4.931843505013538e-09,0.0,0.0
1793,3.100390858890023e-05,2.2516468689559588e-09,0.0,0.0
1794,3.0211447145640185e-05,5.245603443678906e-09,0.0,0.0
1795,3.2044742121278045e-05,6.158875568270819e-09,0.0,0.0
1796,3.266288045519364e-05,4.995490751217144e-09,0.0,0.0
1797,3.36652356054401e-05,4.995490751217144e-09,0.0,0.0
1798,3.3796062520455704e-05,4.995490751217144e-09,0.0,0.0
1799,3.4882780060537956e-05,5.1087678849220146e-09,0.0,0.0
1800,3.4778479987705525e-05,5.520431794232244e-09,0.0,0.0
1801,3.482259203987529e-05,2.9908156903449677e-09,0.0,0.0
1802,3.230298950386766e-05,2.5116703637552617e-09,0.0,0.0
1803,3.1208169145559494e-05,2.8626703230116846e-09,0.0,0.0
1804,3.1119842658102114e-05,3.1677478735352746e-09,0.0,0.0
1805,3.0069426169835163e-05,3.4274253752591174e-09,0.0,0.0
1806,2.9666477920337847e-05,5.328487286325258e-09,0.0,0.0
1807,2.9649785574292764e-05,5.544487075808442e-09,0.0,0.0
1808,2.885577383234964e-05,5.08014660497277e-09,2.35363189255671e-10,2.35363189255671e-10
1809,2.7331119002025973e-05,4.646019806970563e-09,2.35363189255671e-10,2.35363189255671e-10
1810,2.763431647118913e-05,4.512957499766149e-09,2.35363189255671e-10,2.35363189255671e-10
1811,2.5920214933908676e-05,5.379799653379028e-09,2.35363189255671e-10,2.35363189255671e-10
1812,2.5575808259808192e-05,5.120122151655185e-09,2.35363189255671e-10,2.35363189255671e-10
1813,2.3907343867384562e-05,2.5994592351657228e-09,4.293425932238344e-10,4.293425932238344e-10
1814,2.2920886684525093e-05,1.9717955363723102e-09,4.293425932238344e-10,4.293425932238344e-10
1815,2.2535485186381266e-05,2.1649362461470136e-09,1.9397940396816337e-10,1.9397940396816337e-10
1816,2.3850691962122384e-05,2.5452816838316447e-09,1.9397940396816337e-10,1.9397940396816337e-10
1817,2.3009207195303005e-05,2.3273440317796356e-09,1.9397940396816337e-10,1.9397940396816337e-10
1818,2.2903570684970225e-05,1.1554243276431668e-09,5.52049136562768e-10,5.52049136562768e-10
1819,2.252452083796795e-05,1.3057217688025195e-09,5.52049136562768e-10,5.52049136562768e-10
1820,2.3435460077182923e-05,1.1659743805379564e-09,3.580697325946046e-10,3.580697325946046e-10
1821,2.34480165610356e-05,1.5516371520973848e-09,3.580697325946046e-10,3.580697325946046e-10
1822,2.335457741407611e-05,1.3584964423226813e-09,4.828386341542463e-10,4.828386341542463e-10
1823,2.2971739651568767e-05,1.118613773038695e-09,4.828386341542463e-10,4.828386341542463e-10
1824,2.320535531907808e-05,1.2527337897186693e-09,4.828386341542463e-10,4.828386341542463e-10
1825,2.3273532601056752e-05,1.379350594061484e-09,1.2476890155964171e-10,1.2476890155964171e-10
1826,2.347882010716213e-05,1.7030461247584989e-09,1.2476890155964171e-10,1.2476890155964171e-10
1827,2.3391563965040924e-05,1.3654259389817014e-09,1.2476890155964171e-10,1.2476890155964171e-10
1828,2.331593818131036e-05,1.0900924766029822e-09,1.2476890155964171e-10,1.2476890155964171e-10
1829,2.4326890395189237e-05,1.0900924766029822e-09,7.027427845989515e-11,7.027427845989515e-11
1830,2.388883720933726e-05,1.0449342502383274e-09,7.027427845989515e-11,7.027427845989515e-11
1831,2.4308498853185612e-05,9.108142335583531e-10,7.027427845989515e-11,7.027427845989515e-11
1832,2.4911951446223872e-05,7.841974292155385e-10,7.027427845989515e-11,7.027427845989515e-11
1833,2.4640227171143385e-05,3.926827196742977e-10,7.027427845989515e-11,7.027427845989515e-11
1834,2.449970010534993e-05,2.8811211353182587e-10,7.027427845989515e-11,7.027427845989515e-11
1835,2.460637967617783e-05,5.966998006812219e-10,7.027427845989515e-11,7.027427845989515e-11
1836,2.3560192338274127e-05,1.497433954611438e-09,0.0,0.0
1837,2.3747496015857905e-05,1.6344536359267993e-09,0.0,0.0
1838,2.3183791199699044e-05,1.7871051305462515e-09,7.632574730972611e-11,7.632574730972611e-11
1839,2.3267225385227774e-05,1.7871051305462515e-09,1.5210718399113635e-10,1.5210718399113635e-10
1840,2.3678853072591926e-05,2.006970732461509e-09,1.5210718399113635e-10,1.5210718399113635e-10
1841,2.4157926808194524e-05,2.006970732461509e-09,2.2208479499852274e-10,2.2208479499852274e-10
1842,2.4605330119291985e-05,1.831315496073468e-09,2.2208479499852274e-10,2.2208479499852274e-10
1843,2.506884525895917e-05,9.961558720762908e-10,2.2208479499852274e-10,2.2208479499852274e-10
1844,2.5931524890308667e-05,9.641802118614302e-10,2.2208479499852274e-10,2.2208479499852274e-10
1845,2.6658524802769534e-05,8.782674825497899e-10,1.4575904768879663e-10,1.4575904768879663e-10
1846,2.6660055352424805e-05,1.1391494810933774e-09,6.997761100738638e-11,6.997761100738638e-11
1847,2.723854647358946e-05,1.0792274772265996e-09,6.997761100738638e-11,6.997761100738638e-11
1848,2.7521465589026256e-05,1.2979781773201994e-09,0.0,0.0
1849,2.7912477370201877e-05,1.4308931579292456e-09,0.0,0.0
1850,2.814267697561133e-05,1.6026681648462215e-09,0.0,0.0
1851,2.783761945985524e-05,1.6344625732221475e-09,2.321429715124168e-10,2.321429715124168e-10
1852,2.822394864259487e-05,1.7194085203239444e-09,2.321429715124168e-10,2.321429715124168e-10
1853,2.8709658571252866e-05,1.796341916485541e-09,2.321429715124168e-10,2.321429715124168e-10
1854,2.8781300508334035e-05,1.7559274986414915e-09,2.82644832142306e-10,2.82644832142306e-10
1855,2.8830890836876017e-05,1.852187292428198e-09,2.82644832142306e-10,2.82644832142306e-10
1856,2.898353185238583e-05,1.8736009886412474e-09,2.82644832142306e-10,2.82644832142306e-10
1857,2.950108345040852e-05,2.598935987054217e-09,2.82644832142306e-10,2.82644832142306e-10
1858,2.9916085622971877e-05,2.654810593583079e-09,5.05018606298892e-11,5.05018606298892e-11
1859,3.0145308431071627e-05,2.74684343524813e-09,5.05018606298892e-11,5.05018606298892e-11
1860,3.0112910150949445e-05,2.6530088760777305e-09,5.05018606298892e-11,5.05018606298892e-11
1861,3.02344739923553e-05,2.563974794383179e-09,0.0,0.0
1862,3.099513508329567e-05,2.2489643005028726e-09,0.0,0.0
1863,3.127490578793056e-05,2.233276912606235e-09,0.0,0.0
1864,3.1517034585704096e-05,1.5060679846103297e-09,4.709512145341575e-11,4.709512145341575e-11
1865,3.1893842658194315e-05,1.4834097125263464e-09,4.709512145341575e-11,4.709512145341575e-11
1866,3.2130649612684336e-05,1.5493694898489301e-09,4.709512145341575e-11,4.709512145341575e-11
1867,3.245283785093177e-05,1.4782384840015895e-09,4.709512145341575e-11,4.709512145341575e-11
1868,3.359164267229582e-05,1.6341353191253104e-09,4.709512145341575e-11,4.709512145341575e-11
1869,3.380356325318904e-05,1.9904082984975193e-09,4.709512145341575e-11,4.709512145341575e-11
1870,3.418257152329066e-05,2.453234488568918e-09,4.709512145341575e-11,4.709512145341575e-11
1871,3.505141700900692e-05,2.6640955632016373e-09,0.0,0.0
1872,3.639964000155617e-05,2.6034948165585904e-09,8.190342055363381e-11,8.190342055363381e-11
1873,3.668772270819838e-05,2.605887505779947e-09,8.190342055363381e-11,8.190342055363381e-11
1874,3.76092066289857e-05,2.7509633935908694e-09,8.190342055363381e-11,8.190342055363381e-11
1875,3.787856881639787e-05,2.803013440403187e-09,8.190342055363381e-11,8.190342055363381e-11
1876,3.8785333994642966e-05,2.6384003870560946e-09,1.2023540496564067e-10,1.2023540496564067e-10
1877,3.9743792772891796e-05,2.2480428946940786e-09,1.9013874998284408e-10,1.9013874998284408e-10
1878,4.070172924132619e-05,2.055703734222496e-09,2.2642410962043462e-10,2.2642410962043462e-10
1879,4.059668052442638e-05,2.3048247437580064e-09,1.4452068906680082e-10,1.4452068906680082e-10
1880,4.2224843387625045e-05,2.6504884001862396e-09,1.7740737252263424e-10,1.7740737252263424e-10
1881,4.339817834469224e-05,2.7429154186060192e-09,1.7740737252263424e-10,1.7740737252263424e-10
1882,4.469149800050738e-05,2.7136813748488262e-09,1.7740737252263424e-10,1.7740737252263424e-10
1883,4.567721511453523e-05,3.517822921850211e-09,2.0332064405120017e-10,2.0332064405120017e-10
1884,4.731174132237876e-05,3.4295820469257674e-09,1.3341729903399672e-10,1.3341729903399672e-10
1885,4.9602316721575335e-05,3.5528871273576054e-09,9.71319393964062e-11,9.71319393964062e-11
1886,5.252099331950636e-05,3.347305099765663e-09,1.798977891257333e-10,1.798977891257333e-10
1887,5.3701416098712275e-05,3.297518702538582e-09,2.851809463181151e-10,2.851809463181151e-10
1888,5.5986489834530016e-05,3.50823132449258e-09,4.742008412923176e-10,4.742008412923176e-10
1889,5.873808497978773e-05,3.6091085358387024e-09,5.265426309250135e-10,5.265426309250135e-10
1890,6.127844504330174e-05,2.9421510307413102e-09,5.887758217478936e-10,5.887758217478936e-10
1891,6.378608252686848e-05,2.7808605735606714e-09,7.936162362197154e-10,7.936162362197154e-10
1892,6.489042945239427e-05,2.8529896064658342e-09,1.0183320536023238e-09,1.0183320536023238e-09
1893,6.680925227036434e-05,2.858370476818298e-09,1.143121272243316e-09,1.143121272243316e-09
1894,7.014180508641792e-05,2.8248093229622994e-09,1.2479609330056413e-09,1.2479609330056413e-09
1895,7.127381104510278e-05,2.5001408721081475e-09,1.2706531144728623e-09,1.2706531144728623e-09
1896,7.125343212724797e-05,2.4370447088933086e-09,1.5477785719753001e-09,1.5477785719753001e-09
1897,7.197752607420885e-05,2.4425823427368496e-09,1.6999514494488365e-09,1.6999514494488365e-09
1898,7.236939771766109e-05,2.5624289674246778e-09,1.7476453934810771e-09,1.7476453934810771e-09
1899,7.411119440803304e-05,2.7140562178625973e-09,1.8325659878470901e-09,1.8325659878470901e-09
1900,7.430104181236987e-05,3.2193432047173634e-09,1.950281809064742e-09,1.950281809064742e-09
1901,7.318810821743682e-05,2.953417447112575e-09,1.8957758696203086e-09,1.8957758696203086e-09
1902,7.429183356829785e-05,3.018604636092651e-09,2.0284295988913316e-09,2.0284295988913316e-09
1903,7.519296507650455e-05,3.103555158899342e-09,1.8742929430715094e-09,1.8742929430715094e-09
1904,7.660305709578097e-05,3.339908191283111e-09,1.9444238917389255e-09,1.9444238917389255e-09
1905,7.901502976892516e-05,3.4573801599435683e-09,1.9358393301059452e-09,1.9358393301059452e-09
1906,8.05635707885293e-05,3.3528008306201886e-09,1.9054726685396872e-09,1.9054726685396872e-09
1907,8.213907546762909e-05,3.8830507698150996e-09,1.7560038661252569e-09,1.7560038661252569e-09
1908,8.479558995791845e-05,4.178466398282613e-09,1.745918203661339e-09,1.745918203661339e-09
1909,8.69768243449341e-05,4.285436608749851e-09,1.4980194624441318e-09,1.4980194624441318e-09
1910,9.009859059005976e-05,4.449522179277616e-09,1.4879755443659398e-09,1.4879755443659398e-09
1911,9.234034327424265e-05,4.340059296075489e-09,1.2929505164928555e-09,1.2929505164928555e-09
1912,9.303936427126505e-05,4.24383886762517e-09,1.2940405493187613e-09,1.2940405493187613e-09
1913,9.445053832938097e-05,4.2477864717735005e-09,1.2864312710319276e-09,1.2864312710319276e-09
1914,9.661246128546606e-05,3.5139977594411675e-09,1.2860270546889906e-09,1.2860270546889906e-09
1915,9.759827454607668e-05,3.4679770483896685e-09,1.2988738259548223e-09,1.2988738259548223e-09
1916,9.736848421328302e-05,3.6617047172171624e-09,1.4281846974891925e-09,1.4281846974891925e-09
