ngram,milk,mlk,miilk,miilk
1917,9.64910484201807e-05,3.6697622083993663e-09,1.5561784400779694e-09,1.5561784400779694e-09
1918,9.546803110944373e-05,3.783700051686521e-09,1.589364306830987e-09,1.589364306830987e-09
1919,9.5272263154454e-05,4.261694774854163e-09,1.4721761984074329e-09,1.4721761984074329e-09
1920,9.516931043305834e-05,4.5269222021764625e-09,1.3397256558102454e-09,1.3397256558102454e-09
1921,9.52993837667496e-05,4.477504525876189e-09,1.1924393932589388e-09,1.1924393932589388e-09
1922,9.434835166237982e-05,4.306069976779879e-09,1.146082490815254e-09,1.146082490815254e-09
1923,9.329584905312263e-05,4.404944789878787e-09,1.0676252183903857e-09,1.0676252183903857e-09
1924,9.393756460797573e-05,4.209128442614737e-09,8.964524519531178e-10,8.964524519531178e-10
1925,9.432090051372402e-05,3.9789964656478105e-09,7.785248636236832e-10,7.785248636236832e-10
1926,9.412063081981614e-05,3.7052142623902486e-09,6.965190686119322e-10,6.965190686119322e-10
1927,9.303743926076484e-05,3.3715888811006576e-09,6.255242712693843e-10,6.255242712693843e-10
1928,9.176265718581687e-05,3.1621032459128173e-09,6.886506087599997e-10,6.886506087599997e-10
1929,9.377397821351354e-05,3.1802552654828074e-09,6.196002322322869e-10,6.196002322322869e-10
1930,9.849449166462623e-05,3.0997833189161383e-09,5.267343545461195e-10,5.267343545461195e-10
1931,0.00010020924050227873,3.1812330230402655e-09,4.570927247815604e-10,4.570927247815604e-10
1932,0.00010236024120656242,3.450879804134388e-09,4.353636935088596e-10,4.353636935088596e-10
1933,0.00010345209427344213,3.850582234018621e-09,4.358520845824744e-10,4.358520845824744e-10
1934,0.00010534503339191101,3.8903784003809145e-09,4.575084517582135e-10,4.575084517582135e-10
1935,0.00010628675123111211,4.193858054486148e-09,3.8849283908895925e-10,3.8849283908895925e-10
1936,0.00010879923294331613,4.1242842157324895e-09,3.7544774234010703e-10,3.7544774234010703e-10
1937,0.00010713055546927665,4.004659778392547e-09,3.883202113038767e-10,3.883202113038767e-10
1938,0.0001063137554280859,4.098024110531031e-09,3.3585419167980746e-10,3.3585419167980746e-10
1939,0.00010585460092573027,4.1056503276491546e-09,3.6324977747970166e-10,3.6324977747970166e-10
1940,0.00010815619836128982,4.393873360391305e-09,3.9429524526354443e-10,3.9429524526354443e-10
1941,0.00010833811081413711,4.942455111844879e-09,3.595808868915386e-10,3.595808868915386e-10
1942,0.00010729129072777661,4.965153272656104e-09,5.117148768210963e-10,5.117148768210963e-10
1943,0.00010288681473217107,4.951954243484888e-09,4.703559070007302e-10,4.703559070007302e-10
1944,9.981912860114659e-05,5.358431317706699e-09,4.409712971759865e-10,4.409712971759865e-10
1945,9.700233723768699e-05,5.224569475460937e-09,4.5974071771759384e-10,4.5974071771759384e-10
1946,9.512005947596793e-05,5.082113872591419e-09,4.0160674389230367e-10,4.0160674389230367e-10
1947,9.086559397733904e-05,4.340746587569047e-09,3.738978848755181e-10,3.738978848755181e-10
1948,8.770717353659816e-05,3.9872394592371e-09,3.7004074407828314e-10,3.7004074407828314e-10
1949,8.647023371720155e-05,4.180834123346244e-09,2.1269058339942352e-10,2.1269058339942352e-10
1950,8.658004454835983e-05,4.569673211258467e-09,2.2507720885491167e-10,2.2507720885491167e-10
1951,8.523722707260666e-05,4.0820595792467884e-09,2.2023276059966535e-10,2.2023276059966535e-10
1952,8.596187503176875e-05,4.936446775159555e-09,2.0146334005805803e-10,2.0146334005805803e-10
1953,8.530974134503464e-05,4.989985821371842e-09,3.4180760801115287e-10,3.4180760801115287e-10
1954,8.306798346373918e-05,5.059398804669562e-09,3.9374836922702524e-10,3.9374836922702524e-10
1955,8.18820990389213e-05,5.175188404799818e-09,3.714368733222427e-10,3.714368733222427e-10
1956,8.024343489004033e-05,5.032292868126628e-09,3.813667219322779e-10,3.813667219322779e-10
1957,7.724429139800902e-05,5.086277430978368e-09,3.985016741195732e-10,3.985016741195732e-10
1958,7.608751184307039e-05,5.6061054211552025e-09,4.725197455535124e-10,4.725197455535124e-10
1959,7.266889276382114e-05,7.425854851663059e-09,5.402833815258492e-10,5.402833815258492e-10
1960,6.95410614883128e-05,7.591219589439139e-09,3.8339100941594696e-10,3.8339100941594696e-10
1961,6.800109518475697e-05,8.263209925831104e-09,3.493127374655712e-10,3.493127374655712e-10
1962,6.484165143254878e-05,9.031187226631637e-09,4.73350571041285e-10,4.73350571041285e-10
1963,6.265137666819751e-05,9.209518608039552e-09,4.464145600798933e-10,4.464145600798933e-10
1964,6.022667158893975e-05,1.0522349721700915e-08,4.853727578587755e-10,4.853727578587755e-10
1965,5.765895860219773e-05,1.0650928329779065e-08,4.399620588481566e-10,4.399620588481566e-10
1966,5.544887088555177e-05,8.802504185873822e-09,3.985776371649509e-10,3.985776371649509e-10
1967,5.291426454537681e-05,9.226979561357699e-09,4.5164571090986326e-10,4.5164571090986326e-10
1968,5.059090835857205e-05,8.97194306150238e-09,4.99247331967442e-10,4.99247331967442e-10
1969,4.918355365849233e-05,8.588271300473999e-09,4.718973921941888e-10,4.718973921941888e-10
1970,4.7925270337145776e-05,8.780111241232395e-09,5.94670517193942e-10,5.94670517193942e-10
1971,4.7536882318256956e-05,8.322769648064617e-09,5.852955243484154e-10,5.852955243484154e-10
1972,4.747972863177503e-05,9.159609832514498e-09,5.757626260681294e-10,5.757626260681294e-10
1973,4.6909139720290636e-05,8.892692296821484e-09,6.731948649323677e-10,6.731948649323677e-10
1974,4.682004198132615e-05,9.78999890678876e-09,8.156668673819922e-10,8.156668673819922e-10
1975,4.794177740612733e-05,1.012877134546183e-08,7.572983311871744e-10,7.572983311871744e-10
1976,4.806503732522417e-05,1.0737827516038578e-08,7.682412682198856e-10,7.682412682198856e-10
1977,4.7155066567938775e-05,1.1307564535505726e-08,6.85600199628362e-10,6.85600199628362e-10
1978,4.640178355787482e-05,1.1303117299275657e-08,7.437608743173943e-10,7.437608743173943e-10
1979,4.5622939069289714e-05,1.2215152698859453e-08,1.1711225521095413e-09,1.1711225521095413e-09
1980,4.5795341845535275e-05,1.254908494579305e-08,1.995567239232443e-09,1.995567239232443e-09
1981,4.764348757037494e-05,1.2748775622485807e-08,1.8839549483943128e-09,1.8839549483943128e-09
1982,4.667376612945061e-05,1.2886991664272176e-08,1.9013034004343255e-09,1.9013034004343255e-09
1983,4.5840708480682224e-05,1.2702479068593675e-08,2.4235070934202393e-09,2.4235070934202393e-09
1984,4.794697971582147e-05,1.3882395931221124e-08,2.6920999556574135e-09,2.6920999556574135e-09
1985,4.754515404264177e-05,1.5088019214967322e-08,3.088702738018867e-09,3.088702738018867e-09
1986,4.659926448117143e-05,1.377214659774901e-08,2.6437111626848822e-09,2.6437111626848822e-09
1987,4.5761738874716684e-05,1.4112902085068008e-08,1.8492667793904412e-09,1.8492667793904412e-09
1988,4.2519166787055186e-05,1.3833425325872537e-08,2.0772524414855045e-09,2.0772524414855045e-09
1989,4.1282446285809525e-05,1.4914429310611662e-08,2.222653878407905e-09,2.222653878407905e-09
1990,4.078391118257839e-05,1.6172284463980953e-08,1.716952477018704e-09,1.716952477018704e-09
1991,3.797962511141252e-05,1.627610643087759e-08,1.7629680493236322e-09,1.7629680493236322e-09
1992,3.739991474763623e-05,1.6400583621337513e-08,1.278545253795877e-09,1.278545253795877e-09
1993,3.722091995379222e-05,1.8130784873449102e-08,1.533863663067641e-09,1.533863663067641e-09
1994,3.7174604845599136e-05,1.8949801220255073e-08,1.5296238958002156e-09,1.5296238958002156e-09
1995,3.664361793198623e-05,1.86952091902575e-08,1.3710016058940004e-09,1.3710016058940004e-09
1996,3.642175527472448e-05,1.9109796919484064e-08,1.2712239594314667e-09,1.2712239594314667e-09
1997,3.579235271899961e-05,1.8325559355706185e-08,1.6415820686915034e-09,1.6415820686915034e-09
1998,3.491904863039963e-05,1.821918324143975e-08,1.4139528992096473e-09,1.4139528992096473e-09
1999,3.3827880542958155e-05,1.709562700926069e-08,1.569137407310604e-09,1.569137407310604e-09
2000,3.3028743928298354e-05,1.6187417374778435e-08,1.647938721990475e-09,1.647938721990475e-09
2001,3.193047918362676e-05,1.643127437286499e-08,1.6910544710567267e-09,1.6910544710567267e-09
2002,3.177849846127044e-05,1.6586485708712318e-08,1.7202941452306879e-09,1.7202941452306879e-09
2003,3.1309401882546286e-05,1.5116372915307304e-08,1.7965646272242809e-09,1.7965646272242809e-09
2004,3.1136033482783076e-05,1.5781397902766718e-08,1.565784565496894e-09,1.565784565496894e-09
2005,3.132678050730776e-05,1.4386901321066553e-08,1.5181707399162088e-09,1.5181707399162088e-09
2006,3.2100488169817254e-05,1.3799868549467322e-08,1.3841394697067244e-09,1.3841394697067244e-09
2007,3.3231487967506314e-05,1.2650990604307871e-08,1.0852500644174613e-09,1.0852500644174613e-09
2008,3.427628481793883e-05,1.189121956457484e-08,8.978534052152463e-10,8.978534052152463e-10
2009,3.476677427118245e-05,1.1812994265320803e-08,7.609580450881495e-10,7.609580450881495e-10
2010,3.53424610303981e-05,1.2104201704435776e-08,5.976999892044952e-10,5.976999892044952e-10
2011,3.568312604329549e-05,1.0548546924837865e-08,3.0500031518245127e-10,3.0500031518245127e-10
2012,3.616461565668162e-05,1.0743649779344975e-08,2.3618253434347965e-10,2.3618253434347965e-10
2013,3.597564240668102e-05,1.1739848965979555e-08,1.7483257252640501e-10,1.7483257252640501e-10
2014,3.532424151282092e-05,1.205893112350103e-08,1.1025523054066154e-10,1.1025523054066154e-10
2015,3.4405522455926985e-05,1.2219472544927612e-08,1.0496415096221995e-10,1.0496415096221995e-10
2016,3.411686235007697e-05,1.2596685980018459e-08,5.93286793701012e-11,5.93286793701012e-11
2017,3.392091457499191e-05,1.2623257550359313e-08,3.100709561794831e-11,3.100709561794831e-11
2018,3.3939046988962215e-05,1.3503571949513571e-08,3.7208514741537965e-11,3.7208514741537965e-11
2019,3.3342878850817215e-05,1.4094729161584496e-08,2.782114209148867e-11,2.782114209148867e-11
