ngram,teacher,techer,techer,teachr
1617,6.511506756266629e-06,0.0,0.0,0.0
1618,6.093987378465369e-06,0.0,0.0,0.0
1619,5.649259735816616e-06,0.0,0.0,0.0
1620,5.41297346704336e-06,0.0,0.0,0.0
1621,5.261781715099849e-06,0.0,0.0,0.0
1622,3.7380087048534605e-06,0.0,0.0,0.0
1623,2.56572476636003e-06,0.0,0.0,0.0
1624,2.246682502767986e-06,0.0,0.0,0.0
1625,2.4650516771933847e-06,0.0,0.0,0.0
1626,2.942506577190735e-06,0.0,0.0,0.0
1627,3.1786362829474716e-06,0.0,0.0,0.0
1628,3.982892686898205e-06,0.0,0.0,0.0
1629,4.478068766340064e-06,0.0,0.0,0.0
1630,4.81239755702388e-06,0.0,0.0,0.0
1631,5.817372864060287e-06,0.0,0.0,0.0
1632,5.951806217905999e-06,0.0,0.0,0.0
1633,4.848260914513958e-06,0.0,0.0,0.0
1634,4.4560118794834125e-06,0.0,0.0,0.0
1635,4.296534647047727e-06,0.0,0.0,0.0
1636,4.582958240462176e-06,0.0,0.0,0.0
1637,4.4913361339890145e-06,0.0,0.0,0.0
1638,3.7263767386061123e-06,0.0,0.0,0.0
1639,4.734024498377819e-06,0.0,0.0,0.0
1640,4.4598389032606585e-06,0.0,0.0,0.0
1641,5.586610606249971e-06,0.0,0.0,0.0
1642,5.195212777055401e-06,0.0,0.0,0.0
1643,5.0458702389732935e-06,0.0,0.0,0.0
1644,5.633686929026485e-06,0.0,0.0,0.0
1645,5.635291764909718e-06,0.0,0.0,0.0
1646,4.682317629496018e-06,0.0,0.0,0.0
1647,5.202545383196723e-06,0.0,0.0,0.0
1648,4.470826622439615e-06,0.0,0.0,0.0
1649,5.21244396622933e-06,0.0,0.0,0.0
1650,4.975468073098455e-06,0.0,0.0,0.0
1651,4.692532067045769e-06,0.0,0.0,0.0
1652,4.597618109463448e-06,0.0,0.0,0.0
1653,5.123824329140396e-06,0.0,0.0,0.0
1654,6.096991293296534e-06,0.0,0.0,0.0
1655,5.9199263822457785e-06,0.0,0.0,0.0
1656,6.105729653427261e-06,0.0,0.0,0.0
1657,7.017256783521069e-06,0.0,0.0,0.0
1658,6.843642820188377e-06,0.0,0.0,0.0
1659,6.848612234274956e-06,0.0,0.0,0.0
1660,7.722345604374173e-06,0.0,0.0,0.0
1661,6.497692522446284e-06,0.0,0.0,0.0
1662,6.276467323524619e-06,0.0,0.0,0.0
1663,5.1800272850804115e-06,0.0,0.0,0.0
1664,4.069733823338798e-06,0.0,0.0,0.0
1665,3.6027126952831168e-06,0.0,0.0,0.0
1666,4.75030804279543e-06,0.0,0.0,0.0
1667,3.58969821588419e-06,0.0,0.0,0.0
1668,3.7147355312429553e-06,0.0,0.0,0.0
1669,3.560998647701906e-06,0.0,0.0,0.0
1670,3.5687629065250803e-06,0.0,0.0,0.0
1671,3.4113581892013045e-06,0.0,0.0,0.0
1672,3.923808577610544e-06,0.0,0.0,0.0
1673,2.721758566589675e-06,0.0,0.0,0.0
1674,3.211749876592356e-06,0.0,0.0,0.0
1675,2.955244923441569e-06,0.0,0.0,0.0
1676,3.294847735852662e-06,0.0,0.0,0.0
1677,3.125062160539268e-06,0.0,0.0,0.0
1678,3.2453005392848614e-06,0.0,0.0,0.0
1679,2.671842529317863e-06,0.0,0.0,0.0
1680,2.5112816826679463e-06,0.0,0.0,0.0
1681,1.378912803115132e-06,0.0,0.0,0.0
1682,1.3222829368584956e-06,0.0,0.0,0.0
1683,9.81086762814292e-07,0.0,0.0,0.0
1684,9.972144831798296e-07,0.0,0.0,0.0
1685,4.697179869188923e-06,0.0,0.0,0.0
1686,4.692337849324499e-06,0.0,0.0,0.0
1687,4.580613035289259e-06,0.0,0.0,0.0
1688,4.519005147228329e-06,0.0,0.0,0.0
1689,5.290782585884049e-06,0.0,0.0,0.0
1690,5.493297741005725e-06,0.0,0.0,0.0
1691,9.46224231159119e-06,0.0,0.0,0.0
1692,5.792272710485642e-06,0.0,0.0,0.0
1693,6.183374986384089e-06,0.0,0.0,0.0
1694,6.1085458225664165e-06,0.0,0.0,0.0
1695,6.1703595325265525e-06,0.0,0.0,0.0
1696,5.443905528019448e-06,0.0,0.0,0.0
1697,7.482144058355646e-06,0.0,0.0,0.0
1698,3.7074512744896182e-06,0.0,0.0,0.0
1699,3.5181069181687363e-06,0.0,0.0,0.0
1700,3.315438431984928e-06,0.0,0.0,0.0
1701,3.305334368113628e-06,0.0,0.0,0.0
1702,3.1876420426410083e-06,0.0,0.0,0.0
1703,3.138962946585317e-06,0.0,0.0,0.0
1704,8.359256469248066e-07,0.0,0.0,0.0
1705,6.987858317383402e-07,0.0,0.0,0.0
1706,7.984642747617597e-07,0.0,0.0,0.0
1707,7.304102617971304e-07,0.0,0.0,0.0
1708,8.750147060254676e-07,0.0,0.0,0.0
1709,1.428444465188607e-06,0.0,0.0,0.0
1710,1.6954564533274867e-06,0.0,0.0,0.0
1711,1.6985481404877386e-06,0.0,0.0,0.0
1712,1.5897303719774364e-06,0.0,0.0,0.0
1713,1.6198681111388526e-06,0.0,0.0,0.0
1714,1.5899753265102845e-06,0.0,0.0,0.0
1715,1.6331509077157795e-06,0.0,0.0,1.132235334060689e-08
1716,1.1463593137607729e-06,0.0,0.0,1.132235334060689e-08
1717,9.39604159303339e-07,0.0,0.0,1.896375881723803e-08
1718,1.080845809805656e-06,0.0,0.0,1.896375881723803e-08
1719,1.1210232254857796e-06,0.0,0.0,1.896375881723803e-08
1720,1.2086741126690218e-06,0.0,0.0,1.896375881723803e-08
1721,1.1916315137178962e-06,0.0,0.0,1.896375881723803e-08
1722,1.1892844651941102e-06,0.0,0.0,7.641405476631137e-09
1723,1.3228082756151188e-06,0.0,0.0,7.641405476631137e-09
1724,1.3144232054531e-06,0.0,0.0,0.0
1725,1.3941049782520816e-06,0.0,0.0,0.0
1726,1.5953469301166479e-06,0.0,0.0,0.0
1727,1.5010487491703576e-06,0.0,0.0,0.0
1728,2.1205529492362984e-06,6.479559999661433e-09,6.479559999661433e-09,0.0
1729,2.0238924694889908e-06,6.479559999661433e-09,6.479559999661433e-09,6.371976724039996e-09
1730,1.8953158879802295e-06,6.479559999661433e-09,6.479559999661433e-09,6.371976724039996e-09
1731,2.100559153664757e-06,6.479559999661433e-09,6.479559999661433e-09,6.371976724039996e-09
1732,1.94443660055705e-06,6.479559999661433e-09,6.479559999661433e-09,6.371976724039996e-09
1733,1.8345302562140984e-06,6.479559999661433e-09,6.479559999661433e-09,6.371976724039996e-09
1734,2.0571973777805397e-06,6.479559999661433e-09,6.479559999661433e-09,6.371976724039996e-09
1735,1.5253428549450682e-06,0.0,0.0,6.371976724039996e-09
1736,1.6680072495286628e-06,0.0,0.0,0.0
1737,1.6786448132474367e-06,0.0,0.0,0.0
1738,1.6133403164531046e-06,0.0,0.0,0.0
1739,1.6713155283858733e-06,0.0,0.0,0.0
1740,1.6692912205534022e-06,0.0,0.0,0.0
1741,1.5967573615073758e-06,1.1882701552882021e-08,1.1882701552882021e-08,0.0
1742,1.573863983139745e-06,1.1882701552882021e-08,1.1882701552882021e-08,0.0
1743,1.7275413841032008e-06,1.1882701552882021e-08,1.1882701552882021e-08,0.0
1744,2.065861134984256e-06,1.1882701552882021e-08,1.1882701552882021e-08,0.0
1745,2.326934528744979e-06,1.1882701552882021e-08,1.1882701552882021e-08,0.0
1746,2.5832755779577255e-06,1.1882701552882021e-08,1.1882701552882021e-08,0.0
1747,2.5383358044044665e-06,1.1882701552882021e-08,1.1882701552882021e-08,0.0
1748,2.5744108467863825e-06,0.0,0.0,0.0
1749,2.6477865568657374e-06,0.0,0.0,0.0
1750,3.2202221323781747e-06,0.0,0.0,0.0
1751,3.454595019190622e-06,0.0,0.0,0.0
1752,3.840591326869409e-06,0.0,0.0,0.0
1753,4.106330444691204e-06,0.0,0.0,0.0
1754,4.408480403331591e-06,0.0,0.0,0.0
1755,4.565353460098517e-06,0.0,0.0,0.0
1756,4.601445750397813e-06,0.0,0.0,0.0
1757,4.217298640339452e-06,0.0,0.0,0.0
1758,3.932194301471879e-06,0.0,0.0,0.0
1759,3.652645058796874e-06,0.0,0.0,0.0
1760,3.4524351641656333e-06,0.0,0.0,0.0
1761,3.808245894885788e-06,0.0,0.0,2.7755674584081393e-09
1762,4.420393647056439e-06,0.0,0.0,2.7755674584081393e-09
1763,4.837166280984613e-06,0.0,0.0,2.7755674584081393e-09
1764,4.9137129930646295e-06,0.0,0.0,2.7755674584081393e-09
1765,5.1467517485954365e-06,0.0,0.0,2.7755674584081393e-09
1766,5.11551957060874e-06,0.0,0.0,6.176619596739588e-09
1767,5.2513082014879075e-06,0.0,0.0,6.176619596739588e-09
1768,4.974696139470325e-06,0.0,0.0,3.4010521383314493e-09
1769,4.947257723740352e-06,0.0,0.0,6.447311763833698e-09
1770,5.066005249838261e-06,0.0,0.0,6.447311763833698e-09
1771,5.3725280914867265e-06,0.0,0.0,9.079955581065796e-09
1772,5.273628208409978e-06,0.0,0.0,9.079955581065796e-09
1773,5.695936481840493e-06,0.0,0.0,5.678903442734346e-09
1774,5.6636765748407925e-06,0.0,0.0,5.678903442734346e-09
1775,5.9414314819150604e-06,0.0,0.0,5.678903442734346e-09
1776,5.492617934318592e-06,0.0,0.0,2.6326438172320975e-09
1777,5.631902045674256e-06,0.0,0.0,5.550694126554845e-09
1778,5.351516652548785e-06,0.0,0.0,2.9180503093227473e-09
1779,5.555231317495262e-06,0.0,0.0,5.479736030013425e-09
1780,5.302752080232105e-06,0.0,0.0,5.479736030013425e-09
1781,5.6932335610326845e-06,0.0,0.0,7.39225290504107e-09
1782,5.734705155191477e-06,0.0,0.0,7.39225290504107e-09
1783,6.0176209574690025e-06,0.0,0.0,7.39225290504107e-09
1784,5.87845267676e-06,1.664472115692206e-09,1.664472115692206e-09,6.138674711410528e-09
1785,6.097355318550919e-06,1.664472115692206e-09,1.664472115692206e-09,6.138674711410528e-09
1786,6.477040382638474e-06,1.664472115692206e-09,1.664472115692206e-09,4.91708730874864e-09
1787,6.711221950744013e-06,1.664472115692206e-09,1.664472115692206e-09,4.91708730874864e-09
1788,6.723402488465321e-06,1.664472115692206e-09,1.664472115692206e-09,3.0045704337209956e-09
1789,6.8677919184015735e-06,1.664472115692206e-09,1.664472115692206e-09,3.0045704337209956e-09
1790,6.797003347206296e-06,1.664472115692206e-09,1.664472115692206e-09,4.109418836963284e-09
1791,7.059735837953797e-06,0.0,0.0,2.444946721271078e-09
1792,7.098985536556159e-06,0.0,0.0,3.5332087731733607e-09
1793,6.801355149426465e-06,0.0,0.0,2.193110455144571e-09
1794,6.747029471755793e-06,0.0,0.0,2.193110455144571e-09
1795,6.620111564968413e-06,9.132721245919129e-10,9.132721245919129e-10,4.019654704328397e-09
1796,7.423131916896507e-06,9.132721245919129e-10,9.132721245919129e-10,4.019654704328397e-09
1797,9.269431302527664e-06,9.132721245919129e-10,9.132721245919129e-10,2.9148063010861083e-09
1798,9.700132522993954e-06,2.6492422224220847e-09,2.6492422224220847e-09,2.9148063010861083e-09
1799,9.878300781045774e-06,2.6492422224220847e-09,2.6492422224220847e-09,1.8265442491838257e-09
1800,9.884822637624374e-06,2.6492422224220847e-09,2.6492422224220847e-09,1.8265442491838257e-09
1801,1.009942401911498e-05,2.6492422224220847e-09,2.6492422224220847e-09,1.8265442491838257e-09
1802,1.0403809873033814e-05,1.7359700978301719e-09,1.7359700978301719e-09,0.0
1803,9.662956407347728e-06,2.0869700570865948e-09,2.0869700570865948e-09,3.5099995925642295e-10
1804,8.23459198987361e-06,2.0869700570865948e-09,2.0869700570865948e-09,6.560775097800128e-10
1805,7.995063047668996e-06,3.5099995925642295e-10,3.5099995925642295e-10,9.157550115038557e-10
1806,8.114762295008404e-06,3.5099995925642295e-10,3.5099995925642295e-10,1.1743051134668496e-09
1807,8.614438879054173e-06,1.606327356843248e-09,1.606327356843248e-09,1.1743051134668496e-09
1808,8.831760559197782e-06,3.0185064289359585e-09,3.0185064289359585e-09,1.1743051134668496e-09
1809,8.814747681234231e-06,3.0185064289359585e-09,3.0185064289359585e-09,1.1743051134668496e-09
1810,9.177096736883478e-06,2.6675064696795356e-09,2.6675064696795356e-09,8.233051542104266e-10
1811,9.192983010767161e-06,2.6675064696795356e-09,2.6675064696795356e-09,5.182276036868367e-10
1812,9.298990075227006e-06,2.6675064696795356e-09,2.6675064696795356e-09,7.359666209794113e-10
1813,9.414975076132187e-06,2.6675064696795356e-09,2.6675064696795356e-09,6.713959229845809e-10
1814,9.532555070888651e-06,1.4121790720927103e-09,1.4121790720927103e-09,6.713959229845809e-10
1815,9.673882232164033e-06,0.0,0.0,6.713959229845809e-10
1816,1.0149981140524947e-05,0.0,0.0,6.713959229845809e-10
1817,1.023623099172255e-05,2.056170852629943e-09,2.056170852629943e-09,1.0140910650895713e-09
1818,1.0536250946253339e-05,2.056170852629943e-09,2.056170852629943e-09,1.0140910650895713e-09
1819,1.0541905794525519e-05,2.056170852629943e-09,2.056170852629943e-09,5.366745460731539e-10
1820,1.0821174588012841e-05,4.119727923880743e-09,4.119727923880743e-09,3.426951421049905e-10
1821,1.1013883392609256e-05,4.633944942053095e-09,4.633944942053095e-09,5.998036511911664e-10
1822,1.1274871732374387e-05,4.758713843612737e-09,4.758713843612737e-09,7.245725527508081e-10
1823,1.161111712073242e-05,4.758713843612737e-09,4.758713843612737e-09,8.650353211514528e-10
1824,1.2208927468496508e-05,2.702542990982794e-09,2.702542990982794e-09,5.223401790464623e-10
1825,1.2918010725115892e-05,2.702542990982794e-09,2.702542990982794e-09,5.223401790464623e-10
1826,1.3516226057877897e-05,2.702542990982794e-09,2.702542990982794e-09,6.408384220105542e-10
1827,1.4075565429396062e-05,7.435565258744654e-10,7.435565258744654e-10,6.408384220105542e-10
1828,1.5130014617170673e-05,2.2933950770211353e-10,2.2933950770211353e-10,4.940592221050874e-10
1829,1.5429887883198846e-05,2.451191630622621e-10,2.451191630622621e-10,3.6929032054544564e-10
1830,1.6059736870894475e-05,2.451191630622621e-10,2.451191630622621e-10,2.28827552144801e-10
1831,1.6886828754130484e-05,4.309084834984235e-10,4.309084834984235e-10,2.28827552144801e-10
1832,1.7720726776003304e-05,4.309084834984235e-10,4.309084834984235e-10,2.28827552144801e-10
1833,1.8476621724922942e-05,4.309084834984235e-10,4.309084834984235e-10,1.103293091807091e-10
1834,1.9110767945156632e-05,3.2633787735595176e-10,3.2633787735595176e-10,1.103293091807091e-10
1835,1.9705403376844644e-05,4.1012127820800563e-10,4.1012127820800563e-10,8.37834008520539e-11
1836,2.102189526859937e-05,3.446339007824e-10,3.446339007824e-10,8.37834008520539e-11
1837,2.13603452721145e-05,4.2207531120957194e-10,4.2207531120957194e-10,8.37834008520539e-11
1838,2.153972309315577e-05,1.9154523840063983e-09,1.9154523840063983e-09,8.37834008520539e-11
1839,2.1864778838270077e-05,1.9154523840063983e-09,1.9154523840063983e-09,1.5956483753346414e-10
1840,2.221840804850217e-05,2.217796248236782e-09,2.217796248236782e-09,1.5956483753346414e-10
1841,2.287729928087044e-05,2.217796248236782e-09,2.217796248236782e-09,2.2954244854085053e-10
1842,2.2725570618474323e-05,2.4380900552424733e-09,2.4380900552424733e-09,2.0657448767431267e-10
1843,2.2853837175976617e-05,2.6253269954804435e-09,2.6253269954804435e-09,2.0657448767431267e-10
1844,2.383494704970092e-05,2.5478855850532713e-09,2.5478855850532713e-09,2.0657448767431267e-10
1845,2.4270904240048757e-05,9.354579571280957e-10,9.354579571280957e-10,2.7331325298212457e-10
1846,2.466715185229467e-05,1.1311194600008685e-09,1.1311194600008685e-09,1.9753181630071433e-10
1847,2.533307737654208e-05,1.0711974561340908e-09,1.0711974561340908e-09,2.581372813916159e-10
1848,2.5792873202590272e-05,1.6180742222284194e-09,1.6180742222284194e-09,3.5222268752426496e-10
1849,2.6461709889450242e-05,1.3139970143706746e-09,1.3139970143706746e-09,2.914072475387489e-10
1850,2.6552712110320238e-05,1.241578530462663e-09,1.241578530462663e-09,3.388771564947847e-10
1851,2.7383984810772484e-05,1.3808643197142446e-09,1.3808643197142446e-09,4.3173434668578436e-10
1852,2.8030853302750203e-05,1.4152486960128385e-09,1.4152486960128385e-09,3.6499558137797246e-10
1853,2.8692481074748294e-05,1.653921253920641e-09,1.653921253920641e-09,5.097736122117169e-10
1854,2.9474186833665173e-05,2.2700310520207267e-09,2.2700310520207267e-09,4.491681471208153e-10
1855,3.0305251649614157e-05,1.880659532866551e-09,1.880659532866551e-09,2.8510512998077987e-10
1856,3.1160104429415825e-05,1.9303583374620713e-09,1.9303583374620713e-09,3.3480393457629987e-10
1857,3.2419339601931695e-05,3.4733108651112995e-09,3.4733108651112995e-09,2.8733402562026404e-10
1858,3.309019120933954e-05,3.8524566909574935e-09,3.8524566909574935e-09,2.520803486584709e-10
1859,3.404140651192782e-05,3.934121714907082e-09,3.934121714907082e-09,2.520803486584709e-10
1860,3.443522447404186e-05,3.5607828630102034e-09,3.5607828630102034e-09,1.682975267084227e-10
1861,3.5026447481608815e-05,3.0976579595038648e-09,3.0976579595038648e-09,2.2478420712092528e-10
1862,3.5483450379355676e-05,3.2744623401637085e-09,3.2744623401637085e-09,2.8050247838759136e-10
1863,3.5410084819886833e-05,3.2725014166766287e-09,3.2725014166766287e-09,2.785415549005117e-10
1864,3.576057497411966e-05,1.5867643746566733e-09,1.5867643746566733e-09,2.785415549005117e-10
1865,3.57786359797631e-05,1.1567858615446625e-09,1.1567858615446625e-09,4.862973476286011e-10
1866,3.552457201294601e-05,3.805333369839252e-09,3.805333369839252e-09,5.747765874364319e-10
1867,3.638185912028088e-05,3.7875506183774175e-09,3.7875506183774175e-09,6.002062933964578e-10
1868,3.6439907229838096e-05,3.571390655432438e-09,3.571390655432438e-09,5.885313109870489e-10
1869,3.715482931251505e-05,3.3558386823364016e-09,3.3558386823364016e-09,7.307424744672022e-10
1870,3.82930515375587e-05,4.744140405918021e-09,4.744140405918021e-09,7.25241053719675e-10
1871,3.8902632825608763e-05,5.2245340989972735e-09,5.2245340989972735e-09,1.009273502074391e-09
1872,3.877349757073846e-05,5.668453238540292e-09,5.668453238540292e-09,8.667693269475458e-10
1873,3.928403540547671e-05,2.954143826386765e-09,2.954143826386765e-09,8.56307592294365e-10
1874,3.8550178162820104e-05,2.910931368964904e-09,2.910931368964904e-09,8.096233921379386e-10
1875,3.8789087869060624e-05,3.0927198421285394e-09,3.0927198421285394e-09,8.049267244799755e-10
1876,3.851349850135323e-05,3.242286090403874e-09,3.242286090403874e-09,8.369891882750327e-10
1877,3.812714619146261e-05,3.0994583724971594e-09,3.0994583724971594e-09,8.996077414748425e-10
1878,3.849258999772636e-05,6.4545029638501154e-09,6.4545029638501154e-09,7.97002087342997e-10
1879,3.893327811965719e-05,6.026872160066635e-09,6.026872160066635e-09,7.7888839425785e-10
1880,3.90694965192649e-05,1.1336148607123318e-08,1.1336148607123318e-08,7.995309374881592e-10
1881,4.0349990220940004e-05,1.2819731641324137e-08,1.2819731641324137e-08,8.229214135521293e-10
1882,4.091483684273304e-05,1.2588334692103281e-08,1.2588334692103281e-08,9.124446991621532e-10
1883,4.143819907247754e-05,1.260911445096927e-08,1.260911445096927e-08,7.145754285905629e-10
1884,4.212573964780729e-05,1.1926120725900903e-08,1.1926120725900903e-08,7.317640442007698e-10
1885,4.2170415586692146e-05,8.566006316966325e-09,8.566006316966325e-09,6.37407085446462e-10
1886,4.2746126772336925e-05,8.681973806545784e-09,8.681973806545784e-09,6.981973471598124e-10
1887,4.346595648842465e-05,3.421474912914034e-09,3.421474912914034e-09,6.824392063358481e-10
1888,4.3698713852791116e-05,1.9378918787132146e-09,1.9378918787132146e-09,6.733137004293661e-10
1889,4.401078954937735e-05,1.834424457574408e-09,1.834424457574408e-09,6.22188072888338e-10
1890,4.43753254200731e-05,1.8235733914969847e-09,1.8235733914969847e-09,6.912482055008797e-10
1891,4.520056297354001e-05,1.2645653333999617e-09,1.2645653333999617e-09,5.692045763299497e-10
1892,4.5906315270778055e-05,8.9944741337484e-10,8.9944741337484e-10,5.720210694004635e-10
1893,4.66955648984627e-05,8.171085316302903e-10,8.171085316302903e-10,6.140444383121288e-10
1894,4.7425829377191674e-05,1.225690842472054e-09,1.225690842472054e-09,6.857849407396596e-10
1895,4.802039049016977e-05,1.7126286341476567e-09,1.7126286341476567e-09,6.741216711831604e-10
1896,4.830948819289915e-05,2.0740662560430375e-09,2.0740662560430375e-09,6.7313068611138e-10
1897,4.8856429722426196e-05,1.9258509430043956e-09,1.9258509430043956e-09,6.462549463824376e-10
1898,4.9114069302699394e-05,2.379709556394565e-09,2.379709556394565e-09,6.823312827451491e-10
1899,4.947187491260203e-05,2.532044891217262e-09,2.532044891217262e-09,7.563701133671077e-10
1900,4.9653609624199036e-05,2.899651756799975e-09,2.899651756799975e-09,6.030268586064227e-10
1901,4.979201392935855e-05,2.4623591261223918e-09,2.4623591261223918e-09,5.169311962609819e-10
1902,5.014477937947959e-05,2.1648225275886344e-09,2.1648225275886344e-09,5.262436518295641e-10
1903,5.090873673907481e-05,2.7973192809735028e-09,2.7973192809735028e-09,5.124785278682558e-10
1904,5.068789895241415e-05,2.8416731348964876e-09,2.8416731348964876e-09,5.808551655534749e-10
1905,5.0757403057234895e-05,2.6567885193427644e-09,2.6567885193427644e-09,6.05766278408534e-10
