ngram,peace,pece,pce,peece
1830,0.00017015125402914627,2.153232363204844e-07,3.198752437530824e-09,1.8703423368801202e-07
1831,0.00016692313822984164,1.9671520209588573e-07,3.6736696859155214e-09,1.8002757380080376e-07
1832,0.0001645348155372111,1.7272285062525888e-07,4.442229584178392e-09,1.3924047235848646e-07
1833,0.00016382611231944923,2.550687770203857e-07,5.066035717910771e-09,1.384718356486506e-07
1834,0.00016237451511967395,2.3324121275639493e-07,5.518394566702714e-09,1.2996179726038853e-07
1835,0.0001596057242880176,2.1442290863506385e-07,5.2487898472008965e-09,1.2503669566399367e-07
1836,0.00016495794573399638,2.4392175390630655e-07,5.432420481708635e-09,1.42439188571026e-07
1837,0.00016589713050052524,2.425237874652859e-07,5.1524957316624005e-09,1.3699114071690538e-07
1838,0.0001674984357253249,2.3329951557928196e-07,5.477898928114249e-09,1.7123315743106104e-07
1839,0.00016539706224908253,2.635420120863533e-07,5.365482629622014e-09,2.4797149222877124e-07
1840,0.0001627514887201999,1.76314486566298e-07,5.4546238954194286e-09,2.909387950873159e-07
1841,0.00016254025311874493,1.99360883357258e-07,4.864684686824359e-09,3.266864335874483e-07
1842,0.00016347899509128183,2.1177943665406929e-07,5.456662138010009e-09,3.627634908655507e-07
1843,0.000162045714595089,2.084862395739557e-07,5.436856837753063e-09,3.7396359532847e-07
1844,0.00016037104692908803,2.1397260801287693e-07,6.719221179452006e-09,4.0055751274589315e-07
1845,0.00015997918464043842,2.1914425474278687e-07,6.384787111711278e-09,3.7539796591902685e-07
1846,0.00016093912459577301,2.2123112687820269e-07,5.7362919017986005e-09,3.376541997113236e-07
1847,0.000159051751584879,2.1853406500278133e-07,5.7533227864376664e-09,3.3002393706738076e-07
1848,0.00015668965144348995,1.925298929807338e-07,5.700980909573161e-09,3.1537287067554385e-07
1849,0.00015423337754327804,1.8090844276587502e-07,5.4123960710076145e-09,2.800645708995424e-07
1850,0.00015252020966727287,1.799767892813569e-07,5.800988784570344e-09,3.1051032830678847e-07
1851,0.00015151858679018915,1.6832939207591024e-07,4.967132118314867e-09,2.986293919450743e-07
1852,0.0001507673129838492,1.9027411671653942e-07,4.789182970834003e-09,2.951599153025849e-07
1853,0.00015016677207313478,1.5635990889352668e-07,4.721338336161856e-09,2.967357163795116e-07
1854,0.00014909946392955526,1.69569913412358e-07,4.327378550732825e-09,3.098224924867411e-07
1855,0.00014648967563906417,2.18232793867758e-07,4.729905134226442e-09,3.086707067723182e-07
1856,0.00014541543662614589,2.1990673510734788e-07,4.868089391913648e-09,3.380297134266844e-07
1857,0.00014323388417584023,2.4013795548886006e-07,4.593899007230919e-09,3.395065054486882e-07
1858,0.00014131058248624737,2.4135817255910297e-07,4.2190123775550805e-09,3.529006745241402e-07
1859,0.0001379266634882827,2.009434087061176e-07,4.393987776804156e-09,3.527318881424435e-07
1860,0.00013524299096648714,2.1689747750234085e-07,4.688912084002286e-09,3.515380585992846e-07
1861,0.00013539755933119783,1.8855199915687342e-07,4.799262162283721e-09,3.145762832446053e-07
1862,0.00013469572669626878,1.4516044747178318e-07,4.683571720929893e-09,3.1645058535494694e-07
1863,0.00013362852873147598,1.355027150801951e-07,4.932741421675197e-09,3.0014273834564976e-07
1864,0.00013230317563284189,1.1438654011288105e-07,4.7277352509057985e-09,2.649765329059457e-07
1865,0.000128683441809179,1.092863506357844e-07,4.97453196095827e-09,2.4624131965213435e-07
1866,0.00012660517677431926,1.4215949103605192e-07,4.464577406184032e-09,2.612862662739904e-07
1867,0.00012460672795506461,1.2525281789521614e-07,4.408740293472744e-09,2.478249042172008e-07
1868,0.0001220842178944232,1.3626912728373748e-07,4.202367057512138e-09,2.453100173787399e-07
1869,0.00012036335933121986,1.2801336422642506e-07,4.032231913443849e-09,2.3339155217984497e-07
1870,0.00011637733093396361,1.283308397960679e-07,4.866135018742414e-09,2.588191218170063e-07
1871,0.00011297401631184454,1.2344265495504e-07,5.153090874644915e-09,2.57114990631635e-07
1872,0.00011189294621414904,1.2474526250067746e-07,7.107327139520083e-09,2.5035244683684663e-07
1873,0.0001102183190856262,1.0003033068528566e-07,9.772776651420908e-09,2.72667268827068e-07
1874,0.00010929131842983355,1.2320589501005737e-07,1.1764835613651111e-08,2.9757563676672104e-07
1875,0.00010642044591285022,1.1810725147094153e-07,1.204818251514845e-08,3.053099878310864e-07
1876,0.00010484332805000511,1.1897562148176024e-07,1.1992295918210921e-08,3.259331009530797e-07
1877,0.00010463928213409548,1.2130786127987188e-07,1.1153302662389057e-08,3.1291229975392655e-07
1878,0.00010443298690786053,1.0811973538693564e-07,1.091805649064018e-08,3.076100613595502e-07
1879,0.00010288382951070421,1.055712358168291e-07,8.989385489956346e-09,3.2579216378638064e-07
1880,0.00010131727425946988,1.1141895786944847e-07,6.596038128390904e-09,3.4417846401473593e-07
1881,9.799862787726202e-05,1.1075733498598441e-07,5.055691294180471e-09,3.389617201524483e-07
1882,9.642382272951571e-05,1.0379030105208845e-07,4.802765740663517e-09,3.4919511092214505e-07
1883,9.428130371296512e-05,1.0799495190180356e-07,5.236006168323521e-09,3.5366113187202633e-07
1884,9.321739240216889e-05,1.1190098803126602e-07,4.627356593139049e-09,3.6783970764580385e-07
1885,9.223804538903226e-05,1.2071514886104394e-07,4.9682736020477995e-09,3.97119533447819e-07
1886,9.181618744540694e-05,1.2469743942184713e-07,4.648912746826486e-09,3.8714385043801614e-07
1887,9.089882431518552e-05,1.5613120650316758e-07,4.570122026846337e-09,3.472157946557023e-07
1888,8.975111476112423e-05,1.3541925929822745e-07,4.577379142389759e-09,3.19319931512447e-07
1889,8.825390042537557e-05,1.3953000177480135e-07,4.764223904274445e-09,3.0635164957207704e-07
1890,8.683368027310021e-05,1.408164272171624e-07,4.667425461996848e-09,2.9180652307201983e-07
1891,8.524499987418364e-05,1.3686248325127182e-07,4.5230040665192715e-09,2.838714294739475e-07
1892,8.40926357860943e-05,1.294887204445721e-07,4.059610711085579e-09,2.674374124061225e-07
1893,8.27921716596133e-05,1.249257439082742e-07,4.107014950349708e-09,2.708356500339245e-07
1894,8.264667433520247e-05,8.442727558336368e-08,4.156432658370639e-09,2.6742726585585584e-07
1895,8.37154989962333e-05,1.0400124190417565e-07,4.006331139854475e-09,2.620375657410737e-07
1896,8.5930158093106e-05,1.0246102074721161e-07,3.915082099784481e-09,2.691019846322108e-07
1897,8.743325244202944e-05,9.425501344497076e-08,3.934855044970423e-09,2.661558288049751e-07
1898,8.792832003174616e-05,9.49648334572625e-08,3.716027200236941e-09,2.433240443419241e-07
1899,8.764291747606226e-05,1.0407160999648113e-07,3.804497415517614e-09,2.503645240332324e-07
1900,8.68348402686284e-05,1.1121873301687759e-07,3.9215232965667775e-09,2.331469508882427e-07
1901,8.657603549571442e-05,1.120355729459074e-07,4.280156990737234e-09,2.508697584906778e-07
1902,8.591117823795815e-05,1.0493877157711853e-07,3.866312222758747e-09,2.919085732498518e-07
1903,8.306230509853256e-05,1.1624965472784815e-07,3.796219338880746e-09,2.9274115880590603e-07
1904,8.191745187754609e-05,1.246215047347375e-07,3.3855933294952526e-09,3.1393952935689284e-07
1905,8.026317352362509e-05,1.271701545338796e-07,4.160181342273615e-09,3.2284080272607494e-07
1906,7.89843054787655e-05,1.1217384963759156e-07,3.918666026590602e-09,2.9766367098155957e-07
1907,7.848683058650099e-05,1.023558045939613e-07,4.1608164532850165e-09,3.056131561152142e-07
1908,7.650724104938231e-05,1.0109483688276149e-07,3.914682609819562e-09,2.6543021545778955e-07
1909,7.416658419450479e-05,8.466869059832658e-08,4.235242505907471e-09,2.3571223652295104e-07
1910,7.302709231485746e-05,6.996398990314187e-08,4.247815305851483e-09,2.0304073038752384e-07
1911,7.285506684898532e-05,7.274222621081858e-08,4.027557493862284e-09,1.744490225925282e-07
1912,7.580626697745174e-05,6.540006326970018e-08,3.295965389504829e-09,1.5083712513939774e-07
1913,7.922365330159664e-05,6.430848006492137e-08,3.340679494938976e-09,1.4328660061632297e-07
1914,8.517226940187226e-05,6.119317776308111e-08,2.7395170735086285e-09,1.3633085822155927e-07
1915,9.448342253952953e-05,5.93726952047291e-08,2.657190388357021e-09,1.2899743292596862e-07
1916,0.0001034287259764304,5.833327370347823e-08,2.5362981714849298e-09,1.1585477567775473e-07
1917,0.00010699755304293441,5.520541357384445e-08,2.8215600808171158e-09,1.1692807484158558e-07
1918,0.00010722175855854792,4.431944766736251e-08,2.9861796368990667e-09,1.0511929307962678e-07
1919,0.00010451546404510736,4.007559820503762e-08,3.1102808582618634e-09,1.049101945633473e-07
1920,0.0001012492981057481,4.064102197633344e-08,3.4434883833256436e-09,1.1038385545296997e-07
1921,9.515415357392547e-05,4.642907442636053e-08,3.5334687239644123e-09,1.1235534153846466e-07
1922,8.580308245395177e-05,4.0526306120471286e-08,3.498242933425948e-09,1.367356402072671e-07
1923,7.770984146710751e-05,4.0434702950977094e-08,3.266069065992789e-09,1.4153181788450248e-07
1924,7.5034040492028e-05,4.6742952873403606e-08,2.700345772385252e-09,1.537227579514625e-07
1925,7.39193388393947e-05,4.922666160414987e-08,2.5191258761531846e-09,1.7790232017692427e-07
1926,7.443480301714902e-05,5.196289874577685e-08,2.502338130356512e-09,2.0632004041739753e-07
1927,7.396111842743787e-05,6.114750255343487e-08,2.2378543938574224e-09,2.1186282391941598e-07
1928,7.450459192373923e-05,6.190424680799619e-08,2.270768985544537e-09,2.061950437694447e-07
1929,7.467395958623715e-05,6.45412394005364e-08,2.0900381266944888e-09,2.0164814478513498e-07
1930,7.40612844570673e-05,6.484409859857416e-08,2.5305364311937038e-09,2.0286008910781155e-07
1931,7.448828546330333e-05,8.391375010725304e-08,3.092298512490694e-09,1.9977639250815367e-07
1932,7.494250790581905e-05,8.56649182066706e-08,3.712765555314539e-09,1.8434032865245952e-07
1933,7.490117734830295e-05,8.465151830299484e-08,5.153036473716708e-09,1.642374180781709e-07
1934,7.615157041332818e-05,7.878021130685348e-08,5.7991947117435365e-09,1.6263483360035025e-07
1935,7.734191084247348e-05,7.437265635092314e-08,6.057055396928896e-09,1.645988204147995e-07
1936,7.987803006212093e-05,7.808443364914247e-08,6.867658124727021e-09,1.5366323172624368e-07
1937,8.320355534254174e-05,7.88583375107724e-08,6.9404454881651284e-09,1.5322311546534755e-07
1938,8.496769753816937e-05,5.5429172363119505e-08,6.51493348158283e-09,1.4037287294448625e-07
1939,8.895777032843657e-05,4.815903916924721e-08,6.2350884455497635e-09,1.317675122030388e-07
1940,9.518600563751534e-05,4.415270460356169e-08,4.866535587209699e-09,1.2751771245283245e-07
1941,0.00010172712375476425,3.901209108140133e-08,4.289602609627455e-09,1.1522854797314202e-07
1942,0.00010805631297573979,3.5034247756828204e-08,5.1591743258480196e-09,1.0161560380441057e-07
1943,0.000110353045913923,4.8271671104771485e-08,4.4136810396975895e-09,9.687023399302624e-08
1944,0.00011128085004332076,4.36801317655571e-08,4.307692995959249e-09,8.492099315812343e-08
1945,0.00011114803887072153,4.319384799040498e-08,4.287685619251493e-09,8.121172052304765e-08
1946,0.00010785414321747209,4.493083314928624e-08,4.4184893045949386e-09,8.014073975865748e-08
1947,0.0001034385318884493,4.8480187229772905e-08,4.2614724289029886e-09,8.382503478644918e-08
1948,9.849454259632953e-05,4.8300573191844317e-08,4.130779575538059e-09,8.80208992677061e-08
1949,9.144932534711967e-05,5.08977035756126e-08,2.984321980013606e-09,9.383545014023704e-08
1950,8.694907903970619e-05,3.016994654103655e-08,3.0979081046465596e-09,1.032561982583502e-07
1951,8.331840945174918e-05,3.1671410129417513e-08,3.008285763352246e-09,1.0267349637160805e-07
1952,8.130114812437179e-05,3.0346729066163136e-08,3.2160323610546423e-09,1.035244910748848e-07
1953,7.950935625038775e-05,2.728928397540845e-08,2.8984125258598883e-09,1.027158873512235e-07
1954,7.576551745712225e-05,3.144570673693384e-08,3.1685502475755e-09,9.708606743937967e-08
1955,7.208274369726755e-05,3.356642126155813e-08,3.1810892967395634e-09,9.978636025412665e-08
1956,6.995710906007194e-05,3.1934980120646676e-08,3.194672336194669e-09,9.713480255056441e-08
1957,6.918680862457092e-05,3.5392124025130604e-08,3.15837594173323e-09,9.098376807514796e-08
1958,6.844286066812597e-05,3.487322760723341e-08,2.9745244045642494e-09,9.119499618951263e-08
1959,6.712305704630645e-05,3.433479380175543e-08,3.057408960925402e-09,1.0298661326909756e-07
1960,6.731533046279634e-05,3.978244628959666e-08,3.088307387599798e-09,1.1046235113911149e-07
1961,6.820662383688614e-05,3.5933637779602834e-08,3.4596577031769424e-09,1.1986138507121984e-07
1962,6.977616015189727e-05,3.8902252340124373e-08,3.716932793297799e-09,1.2424167599484853e-07
1963,7.100234818478514e-05,4.036435896637158e-08,3.944752461190351e-09,1.3485732962083473e-07
1964,7.169441856344097e-05,4.065780093550789e-08,4.03682820504514e-09,1.5435932608300262e-07
1965,7.26071240413668e-05,4.7395563283560346e-08,4.075562458944708e-09,1.730322277840709e-07
1966,7.436321383076055e-05,4.745942737218099e-08,4.392673494787605e-09,1.6807276738615785e-07
1967,7.491942233173177e-05,4.446264740514445e-08,5.141886281835793e-09,1.6700289100819126e-07
1968,7.492925734758111e-05,4.292620633553465e-08,4.785748305583379e-09,1.5667317805017384e-07
1969,7.345610668250759e-05,3.830050283275861e-08,4.652270441900847e-09,1.490995162255006e-07
1970,7.198380626505241e-05,3.764004904586013e-08,4.675307759985767e-09,1.357247429366128e-07
1971,6.961221463695568e-05,3.511582009301557e-08,5.227846187695815e-09,1.1239759446977717e-07
1972,6.653716523682565e-05,2.6892033996464955e-08,8.430124788714823e-09,9.05179474232552e-08
1973,6.31479088042397e-05,2.5359730950112536e-08,8.69867606516956e-09,8.153978064180073e-08
1974,5.930486076977104e-05,2.3334588991222712e-08,8.771690421635218e-09,7.186168714058892e-08
1975,5.636550901856806e-05,2.313510284933175e-08,1.0199808807089182e-08,6.52120567070012e-08
1976,5.429250086308457e-05,2.5727870500702466e-08,1.0883673581422012e-08,5.75668965195421e-08
1977,5.208398163501572e-05,2.4230242066737773e-08,1.1516130906029178e-08,5.366154555628912e-08
1978,5.141009231530396e-05,2.1610429128721923e-08,1.1887121255581081e-08,4.88153076056668e-08
1979,5.150554924122324e-05,2.0666091821957318e-08,1.0192674640815572e-08,4.454608288589108e-08
1980,5.199576168836627e-05,2.2247109678273447e-08,1.0863916369682362e-08,4.112114103195706e-08
1981,5.327345154780362e-05,2.2963937672061874e-08,1.1709983966617138e-08,4.2128004449994346e-08
1982,5.411947443332922e-05,2.1640272684919637e-08,1.3880307062460621e-08,4.1261579296149516e-08
1983,5.4520845359158034e-05,1.805279100811471e-08,1.499859538154981e-08,4.2703689219690336e-08
1984,5.5159379761399964e-05,1.7405547733265588e-08,1.6498300503542396e-08,4.1652281116252455e-08
1985,5.5586971679336526e-05,1.7219982899925005e-08,1.6870671843654302e-08,4.378161224037415e-08
1986,5.4951478107666064e-05,1.7378475420619973e-08,1.9572732260339113e-08,4.642678140344612e-08
1987,5.402403881557153e-05,1.6223237991092835e-08,1.960816626527568e-08,4.6238307912663656e-08
1988,5.397125642048195e-05,1.6950438639997045e-08,1.8386821271881056e-08,4.563353555348775e-08
1989,5.333540788602217e-05,1.5839080523351512e-08,1.5279231023259043e-08,4.526950725391998e-08
1990,5.312712424451352e-05,1.6592820324084253e-08,1.4432055740952267e-08,4.3187542431155634e-08
1991,5.330254446432393e-05,1.63000500715985e-08,1.4123257674469869e-08,4.385239346252742e-08
1992,5.357973973981903e-05,1.6566254907551022e-08,1.394986190054023e-08,4.1674874852658054e-08
1993,5.469679360560674e-05,2.0282064789561057e-08,1.1134322987414537e-08,3.9176513969404625e-08
1994,5.5025925186263134e-05,1.916016843596578e-08,1.1506149239742009e-08,3.995344017531417e-08
1995,5.467596617693614e-05,3.898328961225518e-08,1.4205919488371625e-08,3.801815827232856e-08
1996,5.529607577565392e-05,3.923785905714437e-08,1.5240526681939822e-08,3.987385634372588e-08
1997,5.577338587110197e-05,3.8619539693180675e-08,1.536661946894518e-08,3.874489326197558e-08
1998,5.603014402108134e-05,3.903965531800882e-08,1.3943699655223035e-08,4.072532660310506e-08
1999,5.597708306075739e-05,3.823015504167415e-08,1.326306759657265e-08,4.0203932373726407e-08
2000,5.605997076989817e-05,3.4879755337970305e-08,1.2751546358507376e-08,4.207970200858264e-08
2001,5.7169422819112826e-05,3.748084128777204e-08,1.2410149098838831e-08,4.3038594148876134e-08
2002,5.8261366835462726e-05,1.563554758681513e-08,9.521273230157184e-09,4.3004798198710755e-08
2003,5.9093239022851253e-05,1.5782442400588285e-08,9.4509859620879e-09,4.454834926345289e-08
2004,6.0151415319913735e-05,1.5548189148871317e-08,9.29368436177112e-09,4.6418514492480815e-08
2005,6.174862470028788e-05,1.586201164067396e-08,1.1252058523021041e-08,4.6743135076862275e-08
2006,6.311095317609475e-05,1.6349892614389968e-08,1.0971768509599705e-08,4.841026322667728e-08
2007,6.422181572166405e-05,1.671013613194613e-08,1.089375408927903e-08,4.873452397191613e-08
2008,6.460923240021137e-05,1.402504614032653e-08,9.567856285030985e-09,4.5893735288262046e-08
2009,6.410948792888251e-05,1.3863099874405244e-08,9.909795650742126e-09,4.279161862947538e-08
2010,6.398405353788153e-05,1.3018109384128301e-08,8.342228304972617e-09,4.152670791362263e-08
2011,6.415887089263248e-05,1.3925413584152985e-08,7.766236098660784e-09,3.965433289668649e-08
2012,6.417224929983994e-05,1.2663114747267303e-08,5.716956305182716e-09,3.6814534151322475e-08
2013,6.412256074587017e-05,1.2002294142681486e-08,5.583208625584543e-09,3.521655652808217e-08
2014,6.455274550327366e-05,1.5545397223450308e-08,5.059379455068276e-09,3.839295408576098e-08
2015,6.573298274556041e-05,1.865822962798802e-08,5.030451610821274e-09,4.287877659286161e-08
2016,6.723153637722135e-05,1.9008493953468327e-08,5.177961678474016e-09,4.6544001414921306e-08
2017,6.820842948703405e-05,2.065296467179678e-08,5.510795745659418e-09,4.642536133303565e-08
2018,6.873677484691143e-05,2.070846143453764e-08,5.384576606815017e-09,4.791770606971113e-08
2019,6.883793321321718e-05,2.4016626687384246e-08,5.1608026740979085e-09,5.2337229661247875e-08
