ngram,peace,pece,pce,peece
1617,0.0002532005580308448,0.0,1.0241227853059951e-07,2.2877448567929344e-05
1618,0.00023002193899758692,0.0,0.0,2.242057780676987e-05
1619,0.00022649831329804977,0.0,0.0,2.247533016738349e-05
1620,0.00023838345077820122,1.0073891384568664e-07,0.0,2.3124603623208323e-05
1621,0.00023912841736871217,1.0073891384568664e-07,0.0,2.5453308678282027e-05
1622,0.00023560568765138408,1.0073891384568664e-07,7.034840824157332e-08,2.387113331029208e-05
1623,0.00024401657408036823,1.0073891384568664e-07,7.034840824157332e-08,3.292935441225252e-05
1624,0.00022091689295068915,1.0073891384568664e-07,7.034840824157332e-08,3.081418675979616e-05
1625,0.00021160080255607942,1.0073891384568664e-07,7.034840824157332e-08,4.5414752159038994e-05
1626,0.00021191425288894346,1.0073891384568664e-07,7.034840824157332e-08,4.615369867419109e-05
1627,0.00021759942423419228,0.0,7.034840824157332e-08,4.358646473130128e-05
1628,0.0002094307086995936,0.0,1.3586003433374572e-07,3.6303355500422185e-05
1629,0.0002399636889874403,0.0,6.55116260921724e-08,3.7250458262860775e-05
1630,0.0002108626701686132,0.0,6.55116260921724e-08,2.7002963698968025e-05
1631,0.00023532215709565207,0.0,1.2219161200326717e-07,2.9229813143112032e-05
1632,0.00022186420496187305,1.8325226847082376e-07,1.2219161200326717e-07,1.66544367467785e-05
1633,0.00022631752550036514,1.8325226847082376e-07,1.2219161200326717e-07,2.3036226723758902e-05
1634,0.00022143399629775167,1.8325226847082376e-07,1.2219161200326717e-07,2.55333071826109e-05
1635,0.0002177095105123174,1.8325226847082376e-07,5.6679985911094784e-08,2.702366561736978e-05
1636,0.0001957868506516596,1.8325226847082376e-07,5.6679985911094784e-08,2.8325788662186824e-05
1637,0.0002097717411483505,1.8325226847082376e-07,5.6679985911094784e-08,2.773981993543982e-05
1638,0.00021962269342371395,1.8325226847082376e-07,0.0,2.6054361894369193e-05
1639,0.00022752430023891584,0.0,7.787022988330656e-08,2.4638462491566315e-05
1640,0.00023423690748001848,0.0,7.787022988330656e-08,1.6378471757759273e-05
1641,0.00021674819228272618,0.0,7.787022988330656e-08,1.3938038721659853e-05
1642,0.00022577454365091398,0.0,7.787022988330656e-08,1.3292735859847329e-05
1643,0.0002216244683950208,0.0,7.787022988330656e-08,1.1423895362635708e-05
1644,0.00021575259181970199,0.0,7.787022988330656e-08,1.179476729313527e-05
1645,0.00022181930190916837,0.0,7.787022988330656e-08,1.0989956470958922e-05
1646,0.00022620229719905183,0.0,0.0,1.0508540526643628e-05
1647,0.00022725217214818777,0.0,0.0,1.031653697022453e-05
1648,0.00025175435543392917,0.0,0.0,1.0539190822912912e-05
1649,0.00024811656580173543,1.5645554997588208e-07,0.0,9.073305656264502e-06
1650,0.00025235874636564404,1.5645554997588208e-07,0.0,9.131359872428999e-06
1651,0.0002582624666891726,1.5645554997588208e-07,0.0,8.178487080710641e-06
1652,0.0002446212539715426,1.5645554997588208e-07,0.0,9.99282935611388e-06
1653,0.00023067919911617146,6.840860058738534e-07,0.0,9.587739376521703e-06
1654,0.00021159595053177327,7.255691920298497e-07,0.0,9.314385157007824e-06
1655,0.00019630839025402174,7.83672236691148e-07,0.0,9.180413599096937e-06
1656,0.00019481221014367684,6.725240179353673e-07,0.0,9.522672501459186e-06
1657,0.00022804024878756275,6.725240179353673e-07,0.0,9.075859712278803e-06
1658,0.00022783809773890034,6.725240179353673e-07,0.0,8.418629347163784e-06
1659,0.00023234183442712362,6.725240179353673e-07,0.0,5.748887100967945e-06
1660,0.0002259252464032865,2.2506836216962256e-07,0.0,4.924552529571104e-06
1661,0.00022011239447497895,1.835851760136263e-07,0.0,4.187776450440392e-06
1662,0.00021604062723261968,1.25482131352328e-07,0.0,3.3274178170878647e-06
1663,0.00022021991234006627,8.017480013222666e-08,0.0,2.7565376074432735e-06
1664,0.00018530371016822755,8.017480013222666e-08,0.0,2.4937595769967757e-06
1665,0.00018448771567948694,8.017480013222666e-08,0.0,1.9039876032625865e-06
1666,0.00016597439909154282,8.017480013222666e-08,0.0,1.8386108990853245e-06
1667,0.00016273911127687564,3.245231588217783e-08,0.0,3.7380273251333814e-06
1668,0.00016975423620481576,3.245231588217783e-08,0.0,3.778669370798785e-06
1669,0.0001679790875641629,3.245231588217783e-08,0.0,3.594978397001926e-06
1670,0.00015853353917399154,3.245231588217783e-08,0.0,2.883936990169137e-06
1671,0.00015082065614738634,7.15625085539224e-08,0.0,2.451604201171774e-06
1672,0.0001414860099820154,7.15625085539224e-08,2.4600601428963794e-08,2.771412031929036e-06
1673,0.00014910577946076437,7.15625085539224e-08,4.9343471784725675e-08,2.80956140435202e-06
1674,0.00015393117376204048,3.911019267174457e-08,4.9343471784725675e-08,8.950312267838203e-07
1675,0.0001476947114237451,3.911019267174457e-08,4.9343471784725675e-08,9.602478598935704e-07
1676,0.00015580052526534667,3.911019267174457e-08,4.9343471784725675e-08,1.0721257167136043e-06
1677,0.00014859855686414188,3.911019267174457e-08,4.9343471784725675e-08,1.0619997762465313e-06
1678,0.00015289456912017028,0.0,4.9343471784725675e-08,1.0819183476736986e-06
1679,0.000148067443140982,0.0,2.4742870355761885e-08,7.621105169164366e-07
1680,0.00013555987139365504,0.0,0.0,5.641675540703415e-07
1681,0.0001277600126091524,0.0,0.0,4.991065054582577e-07
1682,0.00012279326516103798,2.016103297007378e-08,0.0,3.798432065390703e-07
1683,0.00010455690841938901,2.016103297007378e-08,0.0,1.4879564470707659e-06
1684,9.954069173545577e-05,2.016103297007378e-08,2.9221579568781764e-08,1.4207840511712026e-06
1685,8.634270956723153e-05,2.016103297007378e-08,4.942741124328417e-08,1.4614829767976647e-06
1686,9.538973504926876e-05,4.779023957520881e-08,4.942741124328417e-08,1.5167413900079346e-06
1687,9.146605952992104e-05,4.779023957520881e-08,4.942741124328417e-08,1.5167413900079346e-06
1688,8.765806030299115e-05,4.779023957520881e-08,4.942741124328417e-08,1.5633329683493815e-06
1689,8.046730727073736e-05,2.762920660513503e-08,4.942741124328417e-08,1.4423667705289387e-06
1690,8.036902935210881e-05,6.91697883732039e-08,4.942741124328417e-08,1.6246748860534614e-07
1691,9.356024487975187e-05,9.363584142972416e-08,2.0205831674502406e-08,1.6246748860534614e-07
1692,9.339336871302553e-05,9.363584142972416e-08,0.0,1.728541292322916e-07
1693,7.46404257370159e-05,6.600663482458913e-08,0.0,1.1759571602202154e-07
1694,7.850594452715345e-05,6.600663482458913e-08,0.0,2.3952346899542523e-07
1695,7.299938442884013e-05,6.600663482458913e-08,0.0,2.394523010350115e-07
1696,7.793731804537986e-05,6.600663482458913e-08,0.0,2.394523010350115e-07
1697,8.213439390861563e-05,3.1813127878064865e-08,0.0,2.394523010350115e-07
1698,6.483278255992835e-05,7.347074821544603e-09,0.0,2.8093738332505123e-07
1699,6.028894001376882e-05,7.347074821544603e-09,0.0,2.2300278601505852e-07
1700,6.301952791026062e-05,7.347074821544603e-09,0.0,2.2300278601505852e-07
1701,5.235355976245566e-05,7.347074821544603e-09,0.0,1.010750330416548e-07
1702,5.105407321285124e-05,7.347074821544603e-09,1.1985159785256525e-08,5.455462266062179e-08
1703,4.1214819378053236e-05,7.347074821544603e-09,1.1985159785256525e-08,6.559583251178733e-08
1704,3.380670464788896e-05,0.0,2.9308693123247006e-08,6.559583251178733e-08
1705,3.509995933979683e-05,9.157804673317775e-09,2.9308693123247006e-08,3.32685548950654e-08
1706,3.9533464587293565e-05,9.157804673317775e-09,2.9308693123247006e-08,3.127439742099471e-08
1707,3.60383068514888e-05,7.261525608117024e-07,2.9308693123247006e-08,3.127439742099471e-08
1708,3.5305611423349804e-05,7.550901628405882e-07,2.9308693123247006e-08,3.127439742099471e-08
1709,3.559689399220848e-05,7.550901628405882e-07,1.732353333799048e-08,3.127439742099471e-08
1710,3.805655770910172e-05,7.550901628405882e-07,1.732353333799048e-08,2.023318756982917e-08
1711,4.0295258908632346e-05,7.647824915579804e-07,9.692328717392229e-09,2.023318756982917e-08
1712,3.8660817933435154e-05,7.556246868846626e-07,9.692328717392229e-09,6.539248127117909e-08
1713,4.0492570925770064e-05,7.556246868846626e-07,2.0510343899461858e-08,5.4317098374667694e-08
1714,4.181815919374847e-05,3.862993074627801e-08,2.0510343899461858e-08,5.4317098374667694e-08
1715,4.227659311644467e-05,9.692328717392229e-09,3.183269724006875e-08,6.563945171527458e-08
1716,4.1441258092943046e-05,9.692328717392229e-09,3.183269724006875e-08,6.563945171527458e-08
1717,4.402364928474916e-05,1.7333734194023365e-08,3.183269724006875e-08,2.1082615120349146e-07
1718,4.3083486941343707e-05,7.641405476631137e-09,2.214036852267652e-08,2.1856790764575506e-07
1719,4.139960297574622e-05,7.641405476631137e-09,2.214036852267652e-08,2.3009952089734854e-07
1720,3.8475961056454775e-05,1.670253370532139e-08,1.132235334060689e-08,2.663440338121096e-07
1721,4.233194158587139e-05,5.1742766008341535e-08,1.132235334060689e-08,2.663440338121096e-07
1722,4.285219438315835e-05,2.2174967335380253e-07,0.0,3.7866306763183797e-07
1723,4.7711597030034424e-05,2.526255547609578e-07,0.0,4.1571412369632655e-07
1724,4.531079814894058e-05,3.565316280936973e-07,0.0,2.9401110320951117e-07
1725,4.7796873332117684e-05,3.6388458113378874e-07,7.352953040091441e-09,3.303870670379183e-07
1726,5.073470570745745e-05,3.6388458113378874e-07,2.012794908523574e-08,2.6453835541165714e-07
1727,5.161054442786346e-05,3.548234529050985e-07,2.012794908523574e-08,2.419792742054077e-07
1728,4.826978744988862e-05,3.1978322060207833e-07,2.6607509084897174e-08,2.419792742054077e-07
1729,4.95016886686374e-05,1.5614828998065734e-07,2.6607509084897174e-08,1.565697473893124e-07
1730,5.055096698924899e-05,1.4163888449404893e-07,2.6607509084897174e-08,1.358851672453706e-07
1731,4.8688028203157175e-05,3.009140568467826e-08,3.357424865108831e-08,1.1240148824396914e-07
1732,4.6784538946147745e-05,2.2738452644586815e-08,3.247981946888753e-08,6.828376797329838e-08
1733,4.852967945875467e-05,3.6787991827428157e-08,2.67295930151639e-08,8.233330715613971e-08
1734,4.8403236308201614e-05,3.6787991827428157e-08,3.1891324628726836e-08,9.961826512900579e-08
1735,5.1962138968519866e-05,4.3254917869717247e-08,2.5411764629065407e-08,1.0608519117129487e-07
1736,5.647133314466503e-05,3.688294114567725e-08,2.5411764629065407e-08,6.785333082705489e-08
1737,7.078528921868253e-05,1.520274014613473e-07,2.5411764629065407e-08,1.6223290647384862e-07
1738,9.300845600332e-05,6.517826892807729e-07,1.8445025062874265e-08,3.544464749641715e-07
1739,0.00011317503750823172,6.647063552277035e-07,1.218650120498361e-08,6.161507169874117e-07
1740,0.00011397547911786075,6.506568160448621e-07,5.161731613562941e-09,6.095884564112046e-07
1741,0.00011404863263513627,6.565981668213031e-07,0.0,6.083248211195626e-07
1742,0.00011921558117527249,6.50131240779014e-07,0.0,6.528768733257298e-07
1743,0.00012536764552351087,6.50131240779014e-07,0.0,6.721396605005989e-07
1744,0.00012193960096088372,5.186203045427971e-07,4.464060359461135e-09,6.596029337962201e-07
1745,0.00010906803903968207,1.886501672337155e-08,4.464060359461135e-09,4.6738936530589724e-07
1746,9.890760598604434e-05,3.580921362608283e-08,9.442037501068107e-09,2.05685123282657e-07
1747,0.00010387260616490883,3.580921362608283e-08,9.442037501068107e-09,2.273119069481514e-07
1748,0.0001074334078501644,2.9867862849641824e-08,9.442037501068107e-09,2.4492166720132704e-07
1749,0.00011693344068979579,3.482314322614652e-08,9.442037501068107e-09,1.939026889528707e-07
1750,0.00011966105064077835,3.812187467287588e-08,9.442037501068107e-09,2.0762721573776487e-07
1751,0.00012629903566058992,4.1691013308309266e-08,4.977977141606971e-09,1.0941789087480305e-07
1752,0.00013194644270697609,4.1691013308309266e-08,4.977977141606971e-09,1.0941789087480305e-07
1753,0.00014023940145437206,2.18818553118386e-08,0.0,1.2953530058114537e-07
1754,0.00015650194628895924,2.18818553118386e-08,0.0,1.004212383090167e-07
1755,0.00018395105975547006,2.958847084804412e-08,0.0,8.778449560915241e-08
1756,0.00019376837216051563,3.677507263790046e-08,3.035470541590257e-09,9.081996615074267e-08
1757,0.00020944326700243567,4.565683424979332e-08,3.035470541590257e-09,6.392289872029064e-08
1758,0.00022656135635250912,5.141044973860127e-08,3.035470541590257e-09,6.70304835129595e-08
1759,0.00024405513249803334,7.228321915623123e-08,6.514265444528584e-09,8.790325293058946e-08
1760,0.0002618853177409619,6.488588130285475e-08,6.514265444528584e-09,7.044721022404182e-08
1761,0.000267465877446479,7.043701621967102e-08,6.514265444528584e-09,7.322277768244995e-08
1762,0.0002689619640087975,6.541298271299314e-08,9.196847474056215e-09,5.7321078931035374e-08
1763,0.00027003371464421174,5.3271100546632104e-08,6.161376932465958e-09,2.075740379581248e-07
1764,0.00026424119382032326,1.0854692002380619e-07,6.161376932465958e-09,2.0991583049578821e-07
1765,0.0002523426020551207,1.3164565843786541e-07,9.108785345038735e-09,2.274401045911288e-07
1766,0.00024839030187909624,1.5158551366515178e-07,5.6299904421004095e-09,2.26973647495957e-07
1767,0.0002380896289001352,9.40995286770528e-07,5.6299904421004095e-09,2.3903479196007993e-07
1768,0.00023201205892421837,9.408085769483218e-07,5.6299904421004095e-09,2.577169248801121e-07
1769,0.00022088582669052163,9.564035536868687e-07,9.039927663577276e-09,2.389388516884797e-07
1770,0.0002152539694049795,1.037125358038793e-06,9.039927663577276e-09,1.3466008701763193e-07
1771,0.00021340450829094543,9.775669767009276e-07,9.039927663577276e-09,2.4206437895405284e-07
1772,0.00021268092470044003,9.952310406902143e-07,6.092519251004498e-09,2.715180765936306e-07
1773,0.00020277589750808796,9.596087977570278e-07,6.092519251004498e-09,3.7308573094411e-07
1774,0.00020070578362460116,1.782275102105554e-07,8.764982390679116e-09,3.5836321948019237e-07
1775,0.00020097107959112952,1.7864046343772445e-07,1.7431049873347807e-08,3.426828974235312e-07
1776,0.0002056732399588717,1.6850001318045672e-07,1.1338530622343309e-08,3.8065607148902405e-07
1777,0.00020105185103602707,1.1404066211996775e-07,1.4256580931666057e-08,6.32205594034271e-07
1778,0.00020107216966737594,1.1448616226467883e-07,1.7037724627958336e-08,5.274938378160446e-07
1779,0.00020778015147828097,1.617446600781542e-07,2.2161096069339692e-08,5.183952528195082e-07
1780,0.00022701269855523215,1.612525589881183e-07,2.2161096069339692e-08,4.0111956676826465e-07
1781,0.00022471961606892625,1.677753585584339e-07,1.9488632929665073e-08,4.068571171395823e-07
1782,0.00022045493824407458,1.7278864764388606e-07,1.0822565446996383e-08,4.075541392621419e-07
1783,0.00021415489650930146,1.7117533650840805e-07,1.0822565446996383e-08,6.566280497111165e-07
1784,0.00021926313222918128,2.1814965986014352e-07,1.2897931357867622e-08,3.827004161191131e-07
1785,0.0002181076810562185,2.195149626516013e-07,1.335303245753039e-08,4.104107778703435e-07
1786,0.00020582784158510288,1.2887139990068265e-07,1.2249955970235403e-08,3.8282478951958054e-07
1787,0.00019328504069043056,1.2675140251669097e-07,1.2249955970235403e-08,4.16800757209655e-07
1788,0.00019341949207176055,1.8662532065759153e-07,2.2702372553291232e-08,4.920694312967758e-07
1789,0.00019714808149728924,1.8397834696973599e-07,2.5029142187398586e-08,5.728488911164018e-07
1790,0.00019989037121246968,1.9513212404628382e-07,2.7238838993883163e-08,3.4877816748998415e-07
1791,0.00020053671531578793,1.4687257099410544e-07,2.3331389011259163e-08,3.37350141218654e-07
1792,0.0002133266077310379,1.447816710964389e-07,2.2271668319108684e-08,3.1048608763382746e-07
1793,0.00021913327717421844,1.5582957679782794e-07,2.120943966486623e-08,3.375120099592875e-07
1794,0.0002264310439516391,1.752069767998624e-07,2.120943966486623e-08,3.257833713275561e-07
1795,0.0002323739671347929,1.346512925286853e-07,1.1670295206402313e-08,2.548231401127461e-07
1796,0.00022993100407932485,1.2840392203474137e-07,9.34352557229496e-09,1.9696228901823686e-07
1797,0.00022883505568773086,1.1299404218639048e-07,8.26767606757325e-09,1.600644158169676e-07
1798,0.00022847922602003173,1.250508459956937e-07,1.0074993157210038e-08,1.969399881269445e-07
1799,0.00023340728200439896,1.2884763414941096e-07,8.49923864620905e-09,2.0058911433449923e-07
1800,0.0002349560464998441,1.193325147903173e-07,7.599491829474964e-09,1.807454036598496e-07
1801,0.00023002478285759156,1.2616594029830302e-07,8.063832300310634e-09,1.9187571252489632e-07
1802,0.00022860344324726611,1.0396123822126973e-07,8.452940601446e-09,2.3566144388301575e-07
1803,0.00023378762749156782,1.2909191227095107e-07,9.505940447494611e-09,2.4207042973297834e-07
1804,0.00023764044661740108,1.4848472318362838e-07,1.0507635935955558e-08,2.95922258633904e-07
1805,0.00024354151017697795,1.3248457366086897e-07,8.393385129780638e-09,3.5524480982270947e-07
1806,0.0002259869049469541,2.389687970045478e-07,9.60246621899736e-09,4.820859069403533e-07
1807,0.00022237985935394784,2.6128181827646456e-07,9.636358980610486e-09,6.073299070002187e-07
1808,0.00022032019582444003,2.536753973864896e-07,1.0819560802843853e-08,6.62693176017066e-07
1809,0.00021956089143973907,2.89284463812172e-07,1.0964578895616178e-08,6.948007345337308e-07
1810,0.00021924211718474647,2.810001039473978e-07,1.0565391989863265e-08,7.126114017605037e-07
1811,0.0002262766148695456,2.9285650222326307e-07,9.836152844603215e-09,6.849487022009271e-07
1812,0.00022750529127993753,2.851902871319518e-07,9.295828583079567e-09,6.356111969450597e-07
1813,0.0002375874132017738,1.7931816488823772e-07,8.843833697115753e-09,5.098323195998741e-07
1814,0.0002402502848001729,1.9035453594337275e-07,8.005370303162555e-09,3.84274064759081e-07
1815,0.0002418174158914813,1.7767003918882957e-07,7.709812946795784e-09,3.0937638432046046e-07
1816,0.00023961507083315934,1.357220428742169e-07,7.213278006647426e-09,2.7478373709755033e-07
1817,0.00023848134982732257,1.2708891209253386e-07,8.27294077687668e-09,2.514995947373271e-07
1818,0.0002227498106159536,1.2042723897463604e-07,7.224706864507522e-09,2.866009946192857e-07
1819,0.00021233366818965545,1.6823063475612798e-07,7.587188369636725e-09,2.5850407021315344e-07
1820,0.0002019006060436368,1.797874215217884e-07,6.966317269073232e-09,3.3040739668064945e-07
1821,0.00019351037086120674,1.4733210308902146e-07,6.098231189862904e-09,3.2800749798817766e-07
1822,0.0001860395007367645,1.7564073624092608e-07,5.869166422708563e-09,3.4826911944816986e-07
1823,0.00018353403720539063,1.7537893423228264e-07,5.480153917959894e-09,3.26841052762055e-07
1824,0.0001771962083044595,2.146255937418573e-07,4.034918240794891e-09,3.229341761620422e-07
1825,0.00017812760363865112,2.2410938628679234e-07,3.930082116885915e-09,2.841860111045337e-07
1826,0.00017768432527580963,1.9457735841602437e-07,3.447390595212596e-09,2.7771038243632316e-07
1827,0.00017714635967942222,2.0644328405491512e-07,3.337829536574434e-09,2.1192121835156286e-07
1828,0.0001778007114938061,2.3339361782908391e-07,3.724471905489476e-09,2.1556639191138466e-07
1829,0.00017262296543257044,1.998896847408917e-07,3.0934717010211443e-09,1.8540699946762678e-07
