ngram,marriage,mariage,marige,marriag
1867,6.704875080946035e-05,2.963145594289277e-07,6.885119379391418e-10,1.0975422856266244e-08
1868,6.682724051643163e-05,2.905577807561193e-07,6.885119379391418e-10,1.1049940391265928e-08
1869,6.624606404719608e-05,2.799881489831283e-07,7.676837102518367e-10,1.0948675616922238e-08
1870,6.716013428688581e-05,2.721569834258324e-07,7.566808687567825e-10,1.0937849483281882e-08
1871,6.636872214065599e-05,2.892583381708391e-07,4.270150185828722e-10,1.0683606253637988e-08
1872,6.58852285206584e-05,2.918612835856038e-07,4.6469188814362335e-10,1.0110347226088834e-08
1873,6.411994867708668e-05,2.7328090774452516e-07,3.3197302843187716e-10,1.0288807393367603e-08
1874,6.258101815806835e-05,2.882594084699771e-07,4.045109723373384e-10,1.0542321555411555e-08
1875,6.247831801634416e-05,2.8865840054744953e-07,5.248560633727298e-10,9.943911218255965e-09
1876,6.282339485811203e-05,2.917890315399875e-07,6.373442170851515e-10,1.0331707679865434e-08
1877,6.232222897649211e-05,2.9782740844958813e-07,6.227746413805286e-10,1.1106380450241562e-08
1878,6.259213997899289e-05,2.767723320370611e-07,9.493428741537612e-10,1.1047899103492194e-08
1879,6.205791110655159e-05,2.4521340589801965e-07,8.674394536001273e-10,1.0352503616266923e-08
1880,6.302186894962298e-05,2.5992963108884784e-07,8.674394536001273e-10,9.963829888144054e-09
1881,6.323194663439478e-05,2.5930188485290273e-07,1.1819605135901919e-09,9.802828263413436e-09
1882,6.323749507178686e-05,2.6281598763944203e-07,1.0616154225548006e-09,9.880349617828545e-09
1883,6.273431167106278e-05,2.3919358227431076e-07,9.342007524702568e-10,9.291045203038299e-09
1884,6.205858205378587e-05,2.2361717607769345e-07,9.558301253661687e-10,9.225427850217166e-09
1885,6.147248807662566e-05,2.3043273651118007e-07,8.904713910684592e-10,9.210653129088087e-09
1886,6.148089388651507e-05,2.48529488544591e-07,1.1939461601923845e-09,9.868119845078484e-09
1887,6.066631665037546e-05,2.9344841680410484e-07,1.8571614206803438e-09,9.806686573909928e-09
1888,6.068127082211764e-05,2.761490926721828e-07,1.4376831867858796e-09,9.740939673922152e-09
1889,5.98708372438393e-05,2.625653264333648e-07,1.4376831867858796e-09,9.191035107595065e-09
1890,5.921427613689697e-05,2.644111378101245e-07,1.3987336209910138e-09,9.740282802539468e-09
1891,5.829606639703603e-05,2.780908943122995e-07,1.3328059548868764e-09,9.154464170839966e-09
1892,5.764180345327726e-05,2.889617718437876e-07,1.1839543651026574e-09,8.409287552016816e-09
1893,5.6694827695277385e-05,2.803435015558924e-07,1.0649729847989065e-09,8.123663202448078e-09
1894,5.525486163345964e-05,2.418823186189911e-07,4.459412700219545e-10,7.686522846788485e-09
1895,5.451879301939958e-05,2.8134426648713476e-07,7.518460992672615e-10,7.866539229541201e-09
1896,5.437618684871788e-05,2.867032285231679e-07,8.681286542807801e-10,8.004882344282902e-09
1897,5.4415748828822484e-05,2.9107460112040175e-07,1.140061047550616e-09,7.851543034779037e-09
1898,5.5182531858528296e-05,2.9140796747079936e-07,1.3128758477190923e-09,7.808357135477958e-09
1899,5.4520324088766105e-05,2.790970329767463e-07,1.2369457521746848e-09,7.863949110945408e-09
1900,5.400973584203582e-05,2.711732715202483e-07,1.2873702262946755e-09,7.74209369629781e-09
1901,5.449409582070075e-05,2.7307751793159696e-07,1.414553553656463e-09,8.121994759286671e-09
1902,5.3999955915579836e-05,2.331043041132424e-07,1.2268259424225952e-09,7.927429125840848e-09
1903,5.385055607933152e-05,2.3230916212924058e-07,1.971257236808656e-09,8.141345883164571e-09
1904,5.355850329838826e-05,2.3021161967205573e-07,1.737444113184391e-09,8.542769158736974e-09
1905,5.2216065211853546e-05,2.570167915954309e-07,1.5695179858158222e-09,8.652315054900685e-09
1906,5.234211805925172e-05,2.461402317521788e-07,1.6572100616388648e-09,9.22903797828667e-09
1907,5.275331048843717e-05,2.416538222860254e-07,1.6273946416646622e-09,9.589296467993336e-09
1908,5.231660335474382e-05,2.2027795409940154e-07,1.5520989513470189e-09,1.0050311820870256e-08
1909,5.236709642174121e-05,2.1776773248153143e-07,1.3799160484907956e-09,1.0629719961384256e-08
1910,5.1257128818958465e-05,2.0639778495836124e-07,5.329760888580662e-10,1.0471656303983373e-08
1911,5.001383397029713e-05,1.962175854178635e-07,5.39450786620131e-10,9.645689580395356e-09
1912,4.885549528158403e-05,1.4839445684953846e-07,5.666134932279045e-10,9.051833758734671e-09
1913,4.7050294857139564e-05,1.422478470252437e-07,4.5679152325752067e-10,8.499062279351425e-09
1914,4.511268083920835e-05,1.285950251680593e-07,3.5400450626443813e-10,8.173928962256533e-09
1915,4.282992293675696e-05,1.1762458232819231e-07,4.491979942773077e-10,7.251318593201209e-09
1916,4.014103563219708e-05,1.0860070480995481e-07,5.094054444138812e-10,6.146017218964874e-09
1917,3.883430274852019e-05,1.0603681183900854e-07,5.654602292356639e-10,6.327610625943083e-09
1918,3.796962690622812e-05,1.086745027935519e-07,5.243310498083607e-10,6.409270003615575e-09
1919,3.7945342877979525e-05,1.1052122061983027e-07,5.519090967972698e-10,6.625310458982117e-09
1920,3.831463774466621e-05,1.0905745893653927e-07,5.840144875638284e-10,6.431379555899801e-09
1921,3.8380328208274606e-05,1.2461234279369039e-07,5.660338864288406e-10,6.356170383676434e-09
1922,3.9624705095775425e-05,1.2247136384400748e-07,3.989205117032364e-10,6.652795901475526e-09
1923,4.095846504372146e-05,1.3077800734403615e-07,3.387130615666629e-10,6.557595545940233e-09
1924,4.223430732963607e-05,1.424026001879091e-07,3.177274475264978e-10,6.029889476621975e-09
1925,4.294499428527031e-05,1.479959824532021e-07,3.3497731969208845e-10,6.052766351619507e-09
1926,4.3979444723975447e-05,1.6212593071226626e-07,2.7266580461736215e-10,5.975282617904603e-09
1927,4.4373736662756915e-05,1.7066493488268213e-07,2.2626249485124816e-10,6.598985485035363e-09
1928,4.5363010680635595e-05,1.8200893440020342e-07,2.787845926333077e-10,6.564074363422736e-09
1929,4.53452932041338e-05,1.8672336312062855e-07,3.5577648565305557e-10,6.3565963921113115e-09
1930,4.471045550807113e-05,1.8596619051030367e-07,4.919134445018664e-10,6.485921704475166e-09
1931,4.3999345507472754e-05,1.7458528438802595e-07,5.217694153720436e-10,6.456132644367634e-09
1932,4.357973947272902e-05,1.6568740030769342e-07,5.466888033537184e-10,6.080358375523279e-09
1933,4.2783475821904305e-05,1.5882013672450868e-07,5.701001575581748e-10,6.113293363593389e-09
1934,4.2239653599348716e-05,1.5610957656722997e-07,7.947789093520896e-10,5.7611270674686105e-09
1935,4.1434892149741896e-05,1.4494700297161346e-07,1.013479316342674e-09,5.754578908628056e-09
1936,4.08723031536543e-05,1.494383862369172e-07,9.751484223282807e-10,5.854439726655463e-09
1937,4.070128280935543e-05,1.4697575271124412e-07,9.512235443764894e-10,6.002641875621098e-09
1938,3.987486914931131e-05,1.5030321723738131e-07,8.942767637520888e-10,6.591175668749624e-09
1939,3.9044772815291905e-05,1.47639815801475e-07,8.980291034608814e-10,6.8701346199264074e-09
1940,3.7275408560942325e-05,1.3270923407812267e-07,9.290745712447241e-10,7.2615307417882895e-09
1941,3.581304658187686e-05,1.2723670295144984e-07,8.974458081440722e-10,7.498647861378264e-09
1942,3.4724646996307585e-05,1.0837244498621398e-07,5.917045702614437e-10,7.184588670026772e-09
1943,3.416763190346371e-05,9.734885253465109e-08,5.288922752136724e-10,7.31300689845885e-09
1944,3.432841809366697e-05,9.24446155181613e-08,4.735941599205112e-10,7.448319675315165e-09
1945,3.530821205848562e-05,8.653952119987349e-08,4.706113296678741e-10,7.243742367839851e-09
1946,3.5666380946557706e-05,8.35816251765209e-08,3.9592925168577663e-10,7.274395054577911e-09
1947,3.712215298686975e-05,9.188968671683792e-08,3.68220392668991e-10,6.992791869363048e-09
1948,3.840152723049479e-05,8.818457989231579e-08,2.606704078779641e-10,6.4329918534968195e-09
1949,3.954540079575963e-05,1.0375207791314876e-07,3.469036149609092e-10,6.350193196677115e-09
1950,4.058486644810598e-05,1.1892037373887174e-07,4.145835163266958e-10,6.260098915435362e-09
1951,4.073541848421363e-05,1.1719210846194983e-07,3.9076774752519073e-10,6.020315293905501e-09
1952,4.0455681820666154e-05,1.209219959719121e-07,4.033662253417296e-10,5.618440569930629e-09
1953,4.075400751649535e-05,1.2451811366125704e-07,4.347446985741854e-10,6.059286913487735e-09
1954,4.074051425309985e-05,1.4099857383241344e-07,4.4313759606229297e-10,5.97220952057244e-09
1955,4.0597031329525635e-05,1.4714378388751876e-07,4.301088513125606e-10,6.054939407005934e-09
1956,3.995739098172635e-05,1.4423567863884402e-07,3.613995828789994e-10,6.323845003208817e-09
1957,4.005147586992409e-05,1.3030498787916907e-07,3.4469458438340135e-10,6.293659688643467e-09
1958,3.9833477785578e-05,1.3203341759598125e-07,4.068108508789184e-10,6.480465687884264e-09
1959,4.014754345657171e-05,1.389341578926308e-07,3.9803083051737076e-10,6.840070414832715e-09
1960,4.042959075637295e-05,1.4792492919468714e-07,3.984159411115787e-10,6.95153579144403e-09
1961,4.036561430049395e-05,1.3583297788142902e-07,3.628632553162195e-10,7.239590450934332e-09
1962,4.1151058082635116e-05,1.54120936965033e-07,4.434183337969395e-10,7.75196605319804e-09
1963,4.1549177694832906e-05,1.5479243842264623e-07,4.652130109710535e-10,7.491783193813717e-09
1964,4.126234541347783e-05,1.7637567850670166e-07,4.771912785552144e-10,7.452594351166551e-09
1965,4.210774412578238e-05,1.8730909394954714e-07,4.789427108877118e-10,8.50322472751535e-09
1966,4.240887938067317e-05,1.8579780812290535e-07,4.915271186099548e-10,8.47280461664062e-09
1967,4.2499242096840006e-05,1.8153633212542835e-07,5.924337191455718e-10,7.927911216398797e-09
1968,4.253363139079218e-05,1.7869409418835858e-07,6.939141602594187e-10,7.659220115284273e-09
1969,4.2448517758332726e-05,1.5700489492636344e-07,6.396335643683265e-10,7.0939966282220925e-09
1970,4.2431886998071733e-05,1.4992920479731504e-07,6.206549282453519e-10,7.151501359357683e-09
1971,4.25301212609546e-05,1.3036135320427483e-07,5.845544603921837e-10,7.228157818315952e-09
1972,4.2230049335297993e-05,1.208241968697621e-07,5.310657905496388e-10,6.564916800653821e-09
1973,4.201849878882058e-05,1.117398978424587e-07,5.454180876781781e-10,6.4824842636669794e-09
1974,4.190128207223357e-05,1.0895798295353285e-07,5.675504550455607e-10,6.640896784862857e-09
1975,4.203639764455147e-05,1.0266080810846948e-07,5.40872874266185e-10,6.4599141908721384e-09
1976,4.212767609195518e-05,1.016318539167774e-07,4.983821490421394e-10,6.795903966556287e-09
1977,4.257944081993108e-05,1.0190460894169259e-07,4.76384542924535e-10,6.761873917936003e-09
1978,4.2707201438523566e-05,1.0020438269618483e-07,4.658516974953564e-10,6.461667645396574e-09
1979,4.288959306515088e-05,9.630242812720877e-08,5.117791775683627e-10,5.807178484116906e-09
1980,4.339209980181684e-05,9.565347016047911e-08,5.092755612065173e-10,5.5600249483843206e-09
1981,4.3760252862869364e-05,9.338957949824232e-08,4.078816005186654e-10,5.051230481508842e-09
1982,4.382603895334926e-05,9.188255083764879e-08,3.77271054674555e-10,4.862845998892291e-09
1983,4.345909474068321e-05,8.813680604394644e-08,3.2841854384822536e-10,4.63132230978301e-09
1984,4.338317843835934e-05,8.269063097746507e-08,3.317142329666607e-10,4.436160581734936e-09
1985,4.365875481328528e-05,7.794504495807684e-08,3.443306755795168e-10,4.461690382230797e-09
1986,4.3534548499987326e-05,7.731678814642301e-08,3.2401151652578745e-10,4.158121402753068e-09
1987,4.31831379371163e-05,7.736293688204959e-08,2.836780175842689e-10,3.941409421059916e-09
1988,4.307755911473318e-05,7.504639703321508e-08,2.372008363536539e-10,3.78855102844966e-09
1989,4.3679495969887027e-05,7.679480010632947e-08,1.8380140762560718e-10,3.5185420926049052e-09
1990,4.46267487339875e-05,7.836249693582431e-08,2.895757587091057e-10,3.2983186340881534e-09
1991,4.5277057194782954e-05,8.043439184543136e-08,2.7753721394487204e-10,3.128041698679291e-09
1992,4.578393886082007e-05,8.17570752685372e-08,3.440361056555081e-10,2.905867356263668e-09
1993,4.683982479036786e-05,8.396457522914196e-08,3.651295897577622e-10,2.9187203764990954e-09
1994,4.771888675999695e-05,8.369404014274551e-08,3.909577711172904e-10,2.9598694923598553e-09
1995,4.928555322944054e-05,8.5350209693453e-08,4.2873627961340487e-10,2.9554827157036404e-09
1996,5.0188351971363386e-05,8.335625421653146e-08,4.53244493524098e-10,2.9873504939611652e-09
1997,5.1100295032873487e-05,8.44704826720642e-08,3.745827814594094e-10,2.8946601623606026e-09
1998,5.210840910357157e-05,8.617872383963134e-08,3.813894715915771e-10,2.9238654989224446e-09
1999,5.3024615876243585e-05,8.755423408501883e-08,3.2391698846976983e-10,2.7119121392971124e-09
2000,5.371817626707655e-05,8.758337648779551e-08,2.545076748556545e-10,2.5391070040165734e-09
2001,5.5280969328513106e-05,8.866944511964903e-08,2.5748713677093653e-10,2.569904463837044e-09
2002,5.585074697072352e-05,8.910831894581861e-08,2.8793696990206795e-10,2.520545502474444e-09
2003,5.6425063771062666e-05,9.009846430834451e-08,2.913898309150501e-10,2.440451222060095e-09
2004,5.674891040793487e-05,9.374032572395663e-08,3.0229360086548544e-10,2.424240633632938e-09
2005,5.7302196572501476e-05,9.341582085653499e-08,3.0078864200953706e-10,2.356850667010032e-09
2006,5.817937406910849e-05,9.211960921058043e-08,3.0399851088816886e-10,2.4343821878959814e-09
2007,5.896265481299322e-05,8.977782174822226e-08,2.8859595467358087e-10,2.4021035319573716e-09
2008,5.887596177802022e-05,9.137039670901816e-08,2.689740830857141e-10,2.13665740655955e-09
2009,5.843405961059034e-05,9.121938912163127e-08,1.9796301081533218e-10,1.9128925982896713e-09
2010,5.8703538213324335e-05,1.0132305610406028e-07,1.8944908117467041e-10,1.7805061155610043e-09
2011,5.968204329422276e-05,9.790233893422087e-08,1.4867256359550408e-10,1.571763108554336e-09
2012,6.004581934705909e-05,1.0012218406732895e-07,1.5201393839140272e-10,1.314367892302215e-09
2013,6.044671681593172e-05,1.0975875751130713e-07,1.375964751364002e-10,1.1325669608502104e-09
2014,6.042600216460414e-05,1.2179375476404986e-07,1.4781656380064804e-10,9.780011800408772e-10
2015,6.059212267116111e-05,1.4297939543439497e-07,2.0254204984820097e-10,8.855535828443197e-10
2016,6.131221692027924e-05,1.4805924714827207e-07,2.359442854387479e-10,8.319044897397987e-10
2017,6.163139369164128e-05,1.4613228671578327e-07,2.370586360313694e-10,7.699543317733296e-10
2018,6.116700460552238e-05,1.5735552807427667e-07,2.7797100732307456e-10,6.509722427772147e-10
2019,6.110076083132299e-05,1.689591897502396e-07,2.633610066138381e-10,6.64199292788048e-10
