ngram,role,roe,rol,role
1592,4.601965689029644e-06,4.770944022831307e-06,1.1939435872981058e-06,4.601965689029644e-06
1593,5.048519142292207e-06,5.21749747609387e-06,1.1939435872981058e-06,5.048519142292207e-06
1594,4.177912046543497e-06,5.888023809218014e-06,1.3615751705791418e-06,4.177912046543497e-06
1595,5.981100408852009e-06,5.013188911107136e-06,1.8123722611562698e-06,5.981100408852009e-06
1596,7.688137965747696e-06,5.013188911107136e-06,2.6540451634511034e-06,7.688137965747696e-06
1597,9.468366329201672e-06,4.058645507549434e-06,2.7751072561191644e-06,9.468366329201672e-06
1598,1.0171589191746275e-05,3.56981249589288e-06,2.7751072561191644e-06,1.0171589191746275e-05
1599,8.970229584649911e-06,3.6877236441666483e-06,1.5811636688210586e-06,8.970229584649911e-06
1600,9.58873697852271e-06,3.347676275617622e-06,1.5811636688210586e-06,9.58873697852271e-06
1601,9.616429256961315e-06,2.8724738042131193e-06,1.9995036706989467e-06,9.616429256961315e-06
1602,8.439645236129373e-06,1.0692854419046074e-06,1.5487065801218186e-06,8.439645236129373e-06
1603,7.370101424645067e-06,1.0692854419046074e-06,7.070336778269848e-07,7.370101424645067e-06
1604,5.410462400894696e-06,4.639750110462566e-07,5.85971585158924e-07,5.410462400894696e-06
1605,3.7535425739016707e-06,4.197410947069459e-07,5.85971585158924e-07,3.7535425739016707e-06
1606,3.644467458993209e-06,6.221503749007493e-07,5.85971585158924e-07,3.644467458993209e-06
1607,2.5794066118578485e-06,5.156442901872132e-07,5.85971585158924e-07,2.5794066118578485e-06
1608,2.9831155237453847e-06,1.7180635885389556e-06,0.0,2.9831155237453847e-06
1609,2.3567111822688147e-06,1.7180635885389556e-06,0.0,2.3567111822688147e-06
1610,2.042284019613102e-06,1.8455118525447948e-06,0.0,2.042284019613102e-06
1611,4.159637999886659e-06,1.9479241310753944e-06,0.0,4.159637999886659e-06
1612,4.854203293039713e-06,2.7549263157717566e-06,0.0,4.854203293039713e-06
1613,4.373722634097378e-06,2.5944163683431853e-06,1.598104810390006e-07,4.373722634097378e-06
1614,4.373722634097378e-06,2.924026115839037e-06,1.598104810390006e-07,4.373722634097378e-06
1615,3.7746898604902005e-06,1.5262829557676533e-06,1.598104810390006e-07,3.7746898604902005e-06
1616,4.495538925246885e-06,1.8867074881459952e-06,1.598104810390006e-07,4.495538925246885e-06
1617,3.985745869223527e-06,2.0063418933854597e-06,1.598104810390006e-07,3.985745869223527e-06
1618,1.6263283880237265e-06,1.9039296148548601e-06,1.598104810390006e-07,1.6263283880237265e-06
1619,1.1569296946488196e-06,1.7721344128014088e-06,2.7234498085298195e-07,1.1569296946488196e-06
1620,1.7613631777229394e-06,1.7130628456080949e-06,2.1327341365966796e-07,1.7613631777229394e-06
1621,2.475035159932304e-06,1.7402890892169256e-06,2.1327341365966796e-07,2.475035159932304e-06
1622,2.8267772011401704e-06,1.8106374974584988e-06,2.1327341365966796e-07,2.8267772011401704e-06
1623,2.3753423274034243e-06,1.450212965080157e-06,4.826876046796055e-07,2.3753423274034243e-06
1624,1.103660952951811e-05,1.8004590661543522e-06,4.826876046796055e-07,1.103660952951811e-05
1625,1.093813239094743e-05,1.8004590661543522e-06,4.826876046796055e-07,1.093813239094743e-05
1626,1.1748637981716975e-05,1.125252083511441e-06,3.7015310486562416e-07,1.1748637981716975e-05
1627,1.1144204498642856e-05,1.3440558502354958e-06,2.6941419101993755e-07,1.1144204498642856e-05
1628,1.0954625525170871e-05,1.1182431113151585e-06,3.349258171121099e-07,1.0954625525170871e-05
1629,1.0933000859430259e-05,1.2129533908072126e-06,3.349258171121099e-07,1.0933000859430259e-05
1630,1.2474815613521579e-05,1.4717003783256847e-06,6.55116260921724e-08,1.2474815613521579e-05
1631,4.153628326873461e-06,9.310515939172806e-07,1.7887159791436196e-07,4.153628326873461e-06
1632,4.336880595344285e-06,9.310515939172806e-07,1.7887159791436196e-07,4.336880595344285e-06
1633,3.4629571083704443e-06,9.310515939172806e-07,1.7887159791436196e-07,3.4629571083704443e-06
1634,5.561065888416904e-06,8.58345239456477e-07,1.7887159791436196e-07,5.561065888416904e-06
1635,5.2839320200551554e-06,1.3858796949404808e-06,1.1335997182218957e-07,5.2839320200551554e-06
1636,5.388036681454521e-06,1.5681986431965406e-06,1.1335997182218957e-07,5.388036681454521e-06
1637,3.796288118402507e-06,1.6020921650903932e-06,1.8652009917527072e-07,3.796288118402507e-06
1638,3.4562082029359383e-06,1.6800822533826119e-06,1.4049516445473792e-07,3.4562082029359383e-06
1639,4.207398725546747e-06,1.6800822533826119e-06,1.4049516445473792e-07,4.207398725546747e-06
1640,4.0360211853242485e-06,1.6800822533826119e-06,1.4049516445473792e-07,4.0360211853242485e-06
1641,1.9976344926167907e-06,1.6721342766296793e-06,1.4049516445473792e-07,1.9976344926167907e-06
1642,2.0745248475252865e-06,1.5533257494228434e-06,3.5639483339114773e-07,2.0745248475252865e-06
1643,1.6403028106586653e-06,1.3865930067627881e-06,3.5639483339114773e-07,1.6403028106586653e-06
1644,1.604145361560378e-06,1.1856139638309417e-06,3.7489617251854466e-07,1.604145361560378e-06
1645,1.997080009427269e-06,1.3456448592868192e-06,4.5491162024648345e-07,1.997080009427269e-06
1646,2.8759286375848854e-06,1.7485985007884404e-06,4.5491162024648345e-07,2.8759286375848854e-06
1647,2.7731205826902235e-06,2.268826254489146e-06,4.5491162024648345e-07,2.7731205826902235e-06
1648,2.896795438443535e-06,2.167485612452375e-06,5.466100917926399e-07,2.896795438443535e-06
1649,3.5899069936411772e-06,1.7841919819667446e-06,3.307104228562301e-07,3.5899069936411772e-06
1650,3.6777472668550866e-06,2.3501894231360765e-06,3.307104228562301e-07,3.6777472668550866e-06
1651,4.182425633254232e-06,2.9895293209847296e-06,2.3904895637575206e-07,4.182425633254232e-06
1652,4.179190755491748e-06,2.8061711451040798e-06,1.473698684354271e-07,4.179190755491748e-06
1653,2.667402449268203e-06,3.0062237296338675e-06,2.2274564668935325e-07,2.667402449268203e-06
1654,2.874818384108429e-06,2.9008278456136135e-06,2.642288328453495e-07,2.874818384108429e-06
1655,3.388658009433649e-06,3.053795353480382e-06,3.4683950340357636e-07,3.388658009433649e-06
1656,2.5076189526121847e-06,3.033261797164804e-06,4.3745416584377903e-07,2.5076189526121847e-06
1657,2.6144097010468873e-06,2.703685960828547e-06,4.3745416584377903e-07,2.6144097010468873e-06
1658,2.3553334764463737e-06,2.026300230844364e-06,5.44685434533676e-07,2.3553334764463737e-06
1659,2.5124758410908854e-06,2.011458990734484e-06,4.890140376444054e-07,2.5124758410908854e-06
1660,2.291147528207408e-06,1.7291519652319818e-06,4.1363825939047925e-07,2.291147528207408e-06
1661,2.083731593367182e-06,1.3143200955515307e-06,3.7215507323448295e-07,2.083731593367182e-06
1662,1.4676947444058897e-06,1.2268041790061294e-06,1.9784593113009968e-07,1.4676947444058897e-06
1663,1.7916376009452506e-06,1.1565771639457774e-06,1.7292624728984913e-07,1.7916376009452506e-06
1664,1.7542185040448594e-06,1.0146315462731894e-06,1.7292624728984913e-07,1.7542185040448594e-06
1665,1.3252934292852712e-06,1.0932907587500397e-06,1.0978659556063316e-07,1.3252934292852712e-06
1666,8.583480897479083e-07,1.5161183780167318e-06,1.0978659556063316e-07,8.583480897479083e-07
1667,1.1351487582292715e-06,1.3252284410165366e-06,1.4223891144281099e-07,1.1351487582292715e-06
1668,1.3101616218591516e-06,1.3252284410165366e-06,1.4223891144281099e-07,1.3101616218591516e-06
1669,1.3487782715466373e-06,1.3319077863473337e-06,1.7219300372874257e-07,1.3487782715466373e-06
1670,1.1208084223263931e-06,1.4594586527242167e-06,1.8379636149542682e-07,1.1208084223263931e-06
1671,1.0418168829216614e-06,1.4972193136080541e-06,2.2290655416717137e-07,1.0418168829216614e-06
1672,1.5830301224793532e-06,1.6601517001747977e-06,1.7881493720649034e-07,1.5830301224793532e-06
1673,1.6268476770164852e-06,1.6356799262341935e-06,2.777864186295379e-07,1.6268476770164852e-06
1674,1.4325248279029829e-06,1.7986453875502256e-06,2.4533410274736003e-07,1.4325248279029829e-06
1675,1.3261489633415685e-06,1.9702378852213897e-06,3.139711018158258e-07,1.3261489633415685e-06
1676,1.2922256148937907e-06,1.8893987722939137e-06,2.8401700952989426e-07,1.2922256148937907e-06
1677,1.1946754057134967e-06,1.9312563170257946e-06,2.7389106906282124e-07,1.1946754057134967e-06
1678,1.2160478734455995e-06,1.7578047797022528e-06,2.546994478182439e-07,1.2160478734455995e-06
1679,7.901934801728723e-07,1.5548846233416822e-06,3.0084298633222974e-07,7.901934801728723e-07
1680,7.93192628277341e-07,1.367760018768292e-06,2.1997343375395368e-07,7.93192628277341e-07
1681,8.319226318625234e-07,1.567253946177516e-06,2.6472512867517904e-07,8.319226318625234e-07
1682,1.4285997167462483e-06,1.5771107411767713e-06,2.96893290396838e-07,1.4285997167462483e-06
1683,1.4751100658421429e-06,1.4924056667301296e-06,3.4102774699411906e-07,1.4751100658421429e-06
1684,1.4868731779772913e-06,1.461853336033008e-06,2.7385535109455563e-07,1.4868731779772913e-06
1685,2.0742785815335604e-06,1.5042758231434812e-06,3.1455427672101776e-07,2.0742785815335604e-06
1686,2.0141781484588658e-06,1.7159100106515065e-06,3.2366915141730193e-07,2.0141781484588658e-06
1687,1.928664740294802e-06,1.5317774812371811e-06,3.4676731226162314e-07,1.928664740294802e-06
1688,1.9136484305753195e-06,1.0861004073246607e-06,3.0201561734039775e-07,1.9136484305753195e-06
1689,1.311476686234008e-06,1.1887916489935639e-06,2.0121045655027307e-07,1.311476686234008e-06
1690,1.6152494351574984e-06,1.3108195194685583e-06,1.57075999952992e-07,1.6152494351574984e-06
1691,1.640403898558621e-06,1.3509289991426549e-06,1.8154205300951227e-07,1.640403898558621e-06
1692,1.024409779607335e-06,1.6424373825429939e-06,1.4459260049599315e-07,1.024409779607335e-06
1693,1.1572585338269294e-06,1.5893256691664907e-06,2.1473896286546994e-07,1.1572585338269294e-06
1694,1.1648295453271982e-06,1.6120387077275415e-06,2.4669552496041955e-07,1.1648295453271982e-06
1695,1.0870108561838215e-06,1.6429811466878164e-06,2.777091318811082e-07,1.0870108561838215e-06
1696,1.05536040808017e-06,1.4848081783774042e-06,3.092010233883359e-07,1.05536040808017e-06
1697,9.791909414096672e-07,1.6566112890359364e-06,3.3858932267451435e-07,9.791909414096672e-07
1698,1.0464677911516316e-06,1.6504899674276073e-06,3.348658107630139e-07,1.0464677911516316e-06
1699,1.1453676742283797e-06,1.4515894528293366e-06,3.242673065934858e-07,1.1453676742283797e-06
1700,1.1132347391854376e-06,1.681700463710253e-06,1.9886253101373897e-07,1.1132347391854376e-06
1701,1.132130953302684e-06,1.9897248486293913e-06,1.450393978887275e-07,1.132130953302684e-06
1702,1.1074794485921302e-06,2.391597214617442e-06,1.4998127133886946e-07,1.1074794485921302e-06
1703,1.1753584447303313e-06,2.6410307977390142e-06,1.2953058968280728e-07,1.1753584447303313e-06
1704,9.279547563372554e-07,2.6148889641522795e-06,1.0014229039662886e-07,9.279547563372554e-07
1705,8.725716286660048e-07,2.5961370673550325e-06,1.2518877160313684e-07,8.725716286660048e-07
1706,7.912706710807729e-07,3.0969535081177516e-06,1.4534537890702787e-07,7.912706710807729e-07
1707,6.717537977302917e-07,2.956301614176482e-06,1.4534537890702787e-07,6.717537977302917e-07
1708,7.198368905392272e-07,3.0324866397027757e-06,1.7424119493268465e-07,7.198368905392272e-07
1709,6.960658497843854e-07,2.91383074519607e-06,1.5031073071928143e-07,6.960658497843854e-07
1710,7.172001273504845e-07,3.2442455579127582e-06,2.081296141146335e-07,7.172001273504845e-07
1711,6.433664785682984e-07,3.3976537322035128e-06,2.1782194283202573e-07,6.433664785682984e-07
1712,5.688445859115226e-07,3.731900830773936e-06,1.937597602363894e-07,5.688445859115226e-07
1713,5.451496138318492e-07,3.4001626383022606e-06,1.8216964292605553e-07,5.451496138318492e-07
1714,2.6240181593298724e-06,3.404471954127075e-06,2.300276966999653e-07,2.6240181593298724e-06
1715,2.6214912825902762e-06,3.236264547012979e-06,1.9312071535588465e-07,2.6214912825902762e-06
1716,2.6322058691416065e-06,3.123452886809121e-06,1.899506573620004e-07,2.6322058691416065e-06
1717,2.5957561636654906e-06,2.7920657917742834e-06,1.5165618602200732e-07,2.5957561636654906e-06
1718,2.603437386434442e-06,2.5900537333914793e-06,2.038979088427238e-07,2.603437386434442e-06
1719,2.560651901311368e-06,2.279659546340034e-06,1.9534081120907233e-07,2.560651901311368e-06
1720,2.5591717068047207e-06,2.107954791037108e-06,2.190104230034454e-07,2.5591717068047207e-06
1721,6.365670799368672e-07,1.947338026704009e-06,1.7991242730529068e-07,6.365670799368672e-07
1722,6.701676958138185e-07,1.801395147335175e-06,2.2268318084733047e-07,6.701676958138185e-07
1723,6.549046166323283e-07,1.7510619565135649e-06,2.385289274034871e-07,6.549046166323283e-07
1724,6.647838729025222e-07,1.5175351596293955e-06,2.255760642404831e-07,6.647838729025222e-07
1725,6.992158197200686e-07,1.4896099368602985e-06,2.5923040120850213e-07,6.992158197200686e-07
1726,8.186045436429725e-07,1.4312071406103705e-06,2.5244815710883426e-07,8.186045436429725e-07
1727,8.236038045846986e-07,1.262014028010786e-06,2.208279466588335e-07,8.236038045846986e-07
1728,6.697598848859343e-07,1.2270826914573263e-06,2.639043685803699e-07,6.697598848859343e-07
1729,6.376313186657561e-07,1.1827536273553311e-06,2.2892719186984323e-07,6.376313186657561e-07
1730,7.70269204102598e-07,1.287927805801051e-06,2.2059296307069027e-07,7.70269204102598e-07
1731,7.529686253552168e-07,1.314227485441474e-06,2.3084716259193427e-07,7.529686253552168e-07
1732,1.0726316678041518e-06,1.4794785150635498e-06,1.7280991824821156e-07,1.0726316678041518e-06
1733,9.295428477733887e-07,1.6033309374766499e-06,2.0154626919780379e-07,9.295428477733887e-07
1734,9.746737857442765e-07,1.6607038690251232e-06,2.1883122717066987e-07,9.746737857442765e-07
1735,1.0198664637885355e-06,1.718615619340978e-06,1.669947471733784e-07,1.0198664637885355e-06
1736,9.823434327570015e-07,1.739503626855107e-06,1.6441579171149507e-07,9.823434327570015e-07
1737,9.464047820983978e-07,1.5682347468880055e-06,1.688142004598246e-07,9.464047820983978e-07
1738,9.741151529851777e-07,1.6536565518825746e-06,1.7938995508107576e-07,9.741151529851777e-07
1739,6.608043707144264e-07,1.4663515100567435e-06,1.6768614281253186e-07,6.608043707144264e-07
1740,7.459394899862153e-07,1.3519308887615416e-06,1.5502412915273972e-07,7.459394899862153e-07
1741,1.0185691832832942e-06,1.334509631435919e-06,1.6564319439891862e-07,1.0185691832832942e-06
1742,1.0492918493452765e-06,1.382662893385194e-06,1.9753005631173437e-07,1.0492918493452765e-06
1743,1.097327412935556e-06,1.2860454603469407e-06,1.809930816014977e-07,1.097327412935556e-06
1744,1.0164765577818408e-06,1.4491625068200977e-06,1.780844383704659e-07,1.0164765577818408e-06
1745,1.0068056894851907e-06,1.3290820512728324e-06,2.2800378880154832e-07,1.0068056894851907e-06
1746,1.0191304876830794e-06,1.2950487432915127e-06,2.270463426157221e-07,1.0191304876830794e-06
1747,9.833480914624358e-07,1.3166553977888334e-06,2.2538026606915601e-07,9.833480914624358e-07
1748,7.391098506559501e-07,1.3560495761209625e-06,1.8379081114159946e-07,7.391098506559501e-07
1749,6.788252327234139e-07,1.323942301821392e-06,1.7172507073480248e-07,6.788252327234139e-07
1750,1.4871581462167732e-06,1.3991623940715466e-06,2.0471238469456564e-07,1.4871581462167732e-06
1751,1.637019770279429e-06,1.2901296193896478e-06,2.1897839173691735e-07,1.637019770279429e-06
1752,1.706086911618903e-06,1.3252258993036646e-06,1.423120993747164e-07,1.706086911618903e-06
1753,1.817760176793724e-06,1.4075450443280196e-06,1.4256897478454838e-07,1.817760176793724e-06
1754,1.809940211420066e-06,1.4297610765165051e-06,1.4269355931771444e-07,1.809940211420066e-06
1755,1.7720299711397404e-06,1.4019067943341464e-06,1.966398680711531e-07,1.7720299711397404e-06
1756,1.7934086469852315e-06,1.3367636354035182e-06,2.466345725744239e-07,1.7934086469852315e-06
1757,9.816725504866293e-07,1.4727870620845351e-06,2.501887377905275e-07,9.816725504866293e-07
1758,8.691514251170572e-07,1.5171531231317203e-06,2.3981958260524803e-07,8.691514251170572e-07
1759,8.44562440046762e-07,1.6730416681249544e-06,2.629117606797341e-07,8.44562440046762e-07
1760,7.663979805069435e-07,1.669667946251658e-06,2.883309723042008e-07,7.663979805069435e-07
1761,1.0712960423526447e-06,1.680977090602807e-06,2.92390735369606e-07,1.0712960423526447e-06
1762,1.3374530405079504e-06,1.929232098518696e-06,2.733179940150876e-07,1.3374530405079504e-06
1763,1.4773055535702691e-06,1.9871269094957304e-06,2.5743698626813837e-07,1.4773055535702691e-06
1764,1.5831656777923593e-06,1.9915549143791267e-06,2.518129836711783e-07,1.5831656777923593e-06
1765,1.615875817151391e-06,2.041597440438636e-06,2.4184952402655266e-07,1.615875817151391e-06
1766,1.830433429209474e-06,2.024164213513099e-06,2.308689407267853e-07,1.830433429209474e-06
1767,1.8828687221425104e-06,1.9956827860109376e-06,2.0974799091228696e-07,1.8828687221425104e-06
1768,2.1702068449615453e-06,2.1777179231971137e-06,2.2231885818005788e-07,2.1702068449615453e-06
1769,1.9736473372436843e-06,2.064725257306626e-06,2.483704812610605e-07,1.9736473372436843e-06
1770,2.187463386300286e-06,2.2410633034399197e-06,2.3479656517468227e-07,2.187463386300286e-06
1771,2.075634662495369e-06,2.2923826788558344e-06,3.302459877626721e-07,2.075634662495369e-06
1772,2.1714064197502533e-06,2.2918035581044805e-06,3.5799758230885867e-07,2.1714064197502533e-06
1773,1.9500517477614006e-06,2.421700937052914e-06,3.5235655307782767e-07,1.9500517477614006e-06
1774,2.0264494976020486e-06,2.477983311369566e-06,3.6299847546875495e-07,2.0264494976020486e-06
1775,1.5382967311390011e-06,2.395678490886764e-06,3.658891500890604e-07,1.5382967311390011e-06
1776,1.6250474053387215e-06,2.480590832679549e-06,3.429371336746304e-07,1.6250474053387215e-06
1777,1.4201819534978962e-06,2.727566522610557e-06,3.4634698766110107e-07,1.4201819534978962e-06
1778,1.4322782330314761e-06,2.611783478252099e-06,2.53353813864773e-07,1.4322782330314761e-06
1779,1.4614461828646848e-06,2.5603488406237114e-06,2.778547281780318e-07,1.4614461828646848e-06
1780,1.5757511846459238e-06,2.3451759553998793e-06,2.9022721597422265e-07,1.5757511846459238e-06
1781,1.5070139949914716e-06,2.393912853092063e-06,3.0751577639875904e-07,1.5070139949914716e-06
1782,1.5177974838869496e-06,2.4436361627522274e-06,3.4260879999692406e-07,1.5177974838869496e-06
1783,1.411806546717084e-06,2.3324556488140454e-06,3.285562156309295e-07,1.411806546717084e-06
1784,1.326932338737866e-06,1.9863497462730654e-06,3.230683164799432e-07,1.326932338737866e-06
1785,1.321977029939652e-06,1.9022583208944916e-06,3.204389165440651e-07,1.321977029939652e-06
1786,2.484106476328764e-06,1.872602833178202e-06,3.167011978380937e-07,2.484106476328764e-06
1787,2.4321071236954594e-06,1.9044554002383457e-06,3.403063228038913e-07,2.4321071236954594e-06
1788,2.4022619251289664e-06,1.8833374529744366e-06,3.4695187066193155e-07,2.4022619251289664e-06
1789,2.3305225909098226e-06,1.8749800736778916e-06,3.354033627342038e-07,2.3305225909098226e-06
1790,2.3009739282185493e-06,1.8792269104648897e-06,3.943464049273514e-07,2.3009739282185493e-06
1791,2.321881262495091e-06,1.8773187580986165e-06,4.1470572398338845e-07,2.321881262495091e-06
1792,2.3556136982603803e-06,2.0251313474415966e-06,4.274918816398505e-07,2.3556136982603803e-06
1793,1.0611679499561433e-06,2.224163706289671e-06,1.829458227575742e-06,1.0611679499561433e-06
1794,1.0022336027759593e-06,2.3756761038384866e-06,1.8471692401687636e-06,1.0022336027759593e-06
1795,1.0416610101466567e-06,2.3424781504997682e-06,1.8342914245295106e-06,1.0416610101466567e-06
1796,1.154736959766264e-06,2.2483554208260363e-06,1.8480545114536134e-06,1.154736959766264e-06
1797,1.2192415803318518e-06,2.3188686100183986e-06,1.855898667762241e-06,1.2192415803318518e-06
1798,1.1788791718052899e-06,2.2870678516743022e-06,1.8429703711067954e-06,1.1788791718052899e-06
1799,1.1903849131808135e-06,2.2317527412139626e-06,1.8757376259210495e-06,1.1903849131808135e-06
1800,1.1559085675928924e-06,2.1077306655570283e-06,4.760397709040782e-07,1.1559085675928924e-06
1801,1.0916909656901095e-06,1.986329851076464e-06,4.6826379421612986e-07,1.0916909656901095e-06
1802,1.0113683158254259e-06,2.0667146632799164e-06,4.900538621248935e-07,1.0113683158254259e-06
1803,8.859094090699468e-07,2.0461770385996455e-06,4.793456054942778e-07,8.859094090699468e-07
1804,7.716059907839476e-07,2.057909390324702e-06,4.700935270258404e-07,7.716059907839476e-07
1805,7.065567087595679e-07,2.085614823954529e-06,4.955312858458325e-07,7.065567087595679e-07
1806,5.939295013896688e-07,2.08254898227876e-06,4.7249486913512685e-07,5.939295013896688e-07
1807,5.390801821444516e-07,2.1337062727460373e-06,4.936104492766649e-07,5.390801821444516e-07
1808,5.257064523383243e-07,2.0829910291857753e-06,4.991989693995233e-07,5.257064523383243e-07
