ngram,south,soth,soth,soouth
1652,8.154208070923882e-06,0.0,0.0,0.0
1653,6.0097783359326836e-06,0.0,0.0,0.0
1654,5.134580354544076e-06,0.0,0.0,0.0
1655,6.670177185696957e-06,0.0,0.0,0.0
1656,7.1027169659438575e-06,0.0,0.0,0.0
1657,6.1260277886633825e-06,0.0,0.0,0.0
1658,5.8462583427042e-06,0.0,0.0,0.0
1659,1.051298508920289e-05,0.0,0.0,0.0
1660,9.49131733867554e-06,0.0,0.0,0.0
1661,9.655451931069234e-06,0.0,0.0,0.0
1662,7.887818575064947e-06,0.0,0.0,0.0
1663,1.0452182217639866e-05,0.0,0.0,0.0
1664,1.1708838030699553e-05,0.0,0.0,0.0
1665,1.1733881608831456e-05,0.0,0.0,0.0
1666,9.281321565270315e-06,0.0,0.0,0.0
1667,9.012168821495184e-06,0.0,0.0,0.0
1668,8.780958052869079e-06,0.0,0.0,0.0
1669,9.93726843846941e-06,0.0,0.0,0.0
1670,6.977155310648543e-06,3.864916818331819e-08,3.864916818331819e-08,0.0
1671,5.9126974585004584e-06,3.864916818331819e-08,3.864916818331819e-08,0.0
1672,5.9772274231103694e-06,3.864916818331819e-08,3.864916818331819e-08,0.0
1673,3.639346614038784e-06,3.864916818331819e-08,3.864916818331819e-08,0.0
1674,3.835233647870544e-06,3.864916818331819e-08,3.864916818331819e-08,0.0
1675,4.489879131597263e-06,3.864916818331819e-08,3.864916818331819e-08,0.0
1676,3.1610759297758965e-06,3.864916818331819e-08,3.864916818331819e-08,0.0
1677,3.001416282748843e-06,0.0,0.0,0.0
1678,2.5755658360334825e-06,0.0,0.0,0.0
1679,3.232416519592464e-06,2.3071769256992932e-08,2.3071769256992932e-08,0.0
1680,3.31446433473762e-06,4.1173698101764396e-08,4.1173698101764396e-08,0.0
1681,4.527070818280013e-06,4.1173698101764396e-08,4.1173698101764396e-08,0.0
1682,3.949212445572162e-06,6.133473107183818e-08,6.133473107183818e-08,0.0
1683,3.4791767323635473e-06,6.133473107183818e-08,6.133473107183818e-08,0.0
1684,3.6793631709640195e-06,6.133473107183818e-08,6.133473107183818e-08,0.0
1685,3.5413694701804033e-06,6.133473107183818e-08,6.133473107183818e-08,0.0
1686,3.157410495597495e-06,3.8262961814845246e-08,3.8262961814845246e-08,0.0
1687,3.0999914640363258e-06,2.016103297007378e-08,2.016103297007378e-08,0.0
1688,2.2846670779992043e-06,2.016103297007378e-08,2.016103297007378e-08,0.0
1689,2.0594633107456114e-06,3.157116980543963e-08,3.157116980543963e-08,0.0
1690,3.965142257454447e-06,5.2341460689474065e-08,5.2341460689474065e-08,0.0
1691,5.541857587689135e-06,5.2341460689474065e-08,5.2341460689474065e-08,0.0
1692,5.724844982069044e-06,5.2341460689474065e-08,5.2341460689474065e-08,0.0
1693,6.44649388245203e-06,5.2341460689474065e-08,5.2341460689474065e-08,0.0
1694,6.9325323985529915e-06,7.67270112841548e-08,7.67270112841548e-08,0.0
1695,6.82263263180565e-06,1.0774061820484349e-07,1.0774061820484349e-07,0.0
1696,7.121409225874231e-06,7.616944839940385e-08,7.616944839940385e-08,0.0
1697,6.3103404305106125e-06,5.539915751536942e-08,5.539915751536942e-08,0.0
1698,1.2444245547677773e-05,6.577042808787934e-08,6.577042808787934e-08,0.0
1699,1.2290924400661294e-05,9.190950882904352e-08,9.190950882904352e-08,0.0
1700,1.1320542471691755e-05,1.1790521422686392e-07,1.1790521422686392e-07,0.0
1701,1.098157295181019e-05,1.0318642296169855e-07,1.0318642296169855e-07,0.0
1702,1.063769849452001e-05,1.2011345518203598e-07,1.2011345518203598e-07,0.0
1703,1.0501261134062848e-05,1.5323708575059364e-07,1.5323708575059364e-07,0.0
1704,9.534926229142521e-06,1.5323708575059364e-07,1.5323708575059364e-07,0.0
1705,2.140001445890708e-06,1.8865483752961154e-07,1.8865483752961154e-07,0.0
1706,2.474472109627511e-06,1.8466652258147015e-07,1.8466652258147015e-07,0.0
1707,2.435795408928243e-06,1.708232701957968e-07,1.708232701957968e-07,0.0
1708,2.5798984454792972e-06,1.8044824555220528e-07,1.8044824555220528e-07,0.0
1709,2.3648829840437557e-06,1.445326225686066e-07,1.445326225686066e-07,0.0
1710,3.146449395379542e-06,1.1140899200004892e-07,1.1140899200004892e-07,0.0
1711,4.3546775389456475e-06,1.5017830686961782e-07,1.5017830686961782e-07,0.0
1712,5.326087976495078e-06,1.369795451669883e-07,1.369795451669883e-07,0.0
1713,5.434276723852756e-06,1.2564679455603516e-07,1.2564679455603516e-07,0.0
1714,6.046433619693354e-06,1.2306595209565785e-07,1.2306595209565785e-07,0.0
1715,6.129844872962817e-06,1.03774217409734e-07,1.03774217409734e-07,0.0
1716,6.49782184934468e-06,1.0060415941584974e-07,1.0060415941584974e-07,0.0
1717,5.992089979502323e-06,1.1588697036911202e-07,1.1588697036911202e-07,0.0
1718,4.89247145196714e-06,8.485941194180668e-08,8.485941194180668e-08,0.0
1719,3.6349875602224657e-06,5.226915129290839e-08,5.226915129290839e-08,0.0
1720,4.429863062276647e-06,5.957339256821927e-08,5.957339256821927e-08,0.0
1721,4.029621988723063e-06,9.38020723952247e-08,9.38020723952247e-08,0.0
1722,5.030590256995181e-06,8.201952219621944e-07,8.201952219621944e-07,0.0
1723,4.971052979791628e-06,8.175154399785762e-07,8.175154399785762e-07,0.0
1724,4.580505544384193e-06,8.022326290253139e-07,8.022326290253139e-07,0.0
1725,5.3730005739842975e-06,8.165497327183857e-07,8.165497327183857e-07,0.0
1726,6.450980354851968e-06,8.165497327183857e-07,8.165497327183857e-07,0.0
1727,6.752372736887732e-06,8.05270192115261e-07,8.05270192115261e-07,0.0
1728,6.740464170564207e-06,7.679494617361473e-07,7.679494617361473e-07,0.0
1729,5.6618628312727585e-06,5.430026561725754e-08,5.430026561725754e-08,0.0
1730,6.028945806844734e-06,7.267480382568334e-08,7.267480382568334e-08,0.0
1731,6.757006726080103e-06,7.964154339187449e-08,7.964154339187449e-08,0.0
1732,6.390380771595769e-06,7.009973097232042e-08,7.009973097232042e-08,0.0
1733,5.58288862911078e-06,7.71245005637411e-08,7.71245005637411e-08,0.0
1734,8.533015683756925e-06,7.544351632304824e-08,7.544351632304824e-08,0.0
1735,9.15956206881674e-06,7.543088236567591e-08,7.543088236567591e-08,0.0
1736,9.91313676682434e-06,6.268692891759591e-08,6.268692891759591e-08,0.0
1737,9.900210573375392e-06,4.505884275220394e-08,4.505884275220394e-08,0.0
1738,1.001560440272442e-05,5.456755200075999e-08,5.456755200075999e-08,0.0
1739,1.128713522900528e-05,4.528142077171131e-08,4.528142077171131e-08,0.0
1740,1.2632559706357174e-05,4.5743929786924905e-08,4.5743929786924905e-08,0.0
1741,8.725772074415414e-06,4.0582198173361965e-08,4.0582198173361965e-08,0.0
1742,2.1504809995219277e-05,4.049264441212992e-08,4.049264441212992e-08,0.0
1743,2.3566833013839122e-05,4.049264441212992e-08,4.049264441212992e-08,0.0
1744,2.5946550197529306e-05,3.8035076548632267e-08,3.8035076548632267e-08,0.0
1745,2.8217502274076522e-05,4.049435529753152e-08,4.049435529753152e-08,0.0
1746,2.9803982085598235e-05,4.2241415952405855e-08,4.2241415952405855e-08,0.0
1747,3.083608148049929e-05,8.466395838370642e-08,8.466395838370642e-08,0.0
1748,3.1710042484129577e-05,9.19434220187603e-08,9.19434220187603e-08,0.0
1749,1.907674439800238e-05,9.547661049071263e-08,9.547661049071263e-08,0.0
1750,1.9700112066597546e-05,1.0207407338417137e-07,1.0207407338417137e-07,0.0
1751,1.793681726017634e-05,9.761001302471023e-08,9.761001302471023e-08,0.0
1752,1.876892669575422e-05,7.867528546106379e-08,7.867528546106379e-08,0.0
1753,2.018924559316864e-05,7.87266607460424e-08,7.87266607460424e-08,0.0
1754,2.040752250260474e-05,4.9737183007079825e-08,4.9737183007079825e-08,0.0
1755,2.4496521941078493e-05,4.6311027140128706e-08,4.6311027140128706e-08,0.0
1756,3.360183187136759e-05,6.371970176896216e-08,6.371970176896216e-08,0.0
1757,4.245875035329456e-05,7.843810274315339e-08,7.843810274315339e-08,0.0
1758,4.601310657952646e-05,7.843810274315339e-08,7.843810274315339e-08,0.0
1759,4.7190621834098625e-05,9.931087216078335e-08,9.931087216078335e-08,0.0
1760,4.542942822029415e-05,1.0226562047981653e-07,1.0226562047981653e-07,0.0
1761,4.831717498226291e-05,8.689641209766055e-08,8.689641209766055e-08,0.0
1762,4.9554266557346894e-05,1.0718634361036753e-07,1.0718634361036753e-07,0.0
1763,4.5022821463395045e-05,8.838313141674397e-08,8.838313141674397e-08,0.0
1764,4.2006043128951986e-05,8.112066599405157e-08,8.112066599405157e-08,0.0
1765,4.132427706541161e-05,8.701548281919713e-08,8.701548281919713e-08,0.0
1766,4.812971773000234e-05,6.954376553989863e-08,6.954376553989863e-08,0.0
1767,5.0302999235490074e-05,7.922667855098098e-08,7.922667855098098e-08,0.0
1768,5.5373835493810475e-05,8.440439382338485e-08,8.440439382338485e-08,0.0
1769,5.103491067919614e-05,6.026115454257511e-08,6.026115454257511e-08,0.0
1770,5.8193125109288045e-05,6.61597392743423e-08,6.61597392743423e-08,0.0
1771,5.3606063634755886e-05,6.526956016931048e-08,6.526956016931048e-08,0.0
1772,5.396186315920204e-05,2.2017572907730353e-07,2.2017572907730353e-07,0.0
1773,5.010816260307495e-05,2.2975063071076614e-07,2.2975063071076614e-07,0.0
1774,5.101916706605282e-05,2.1475608009373965e-07,2.1475608009373965e-07,0.0
1775,4.484744983658727e-05,2.1558198654807776e-07,2.1558198654807776e-07,0.0
1776,4.850638548045286e-05,2.210067255552823e-07,2.210067255552823e-07,0.0
1777,4.203943639627791e-05,2.211823696894401e-07,2.211823696894401e-07,0.0
1778,4.3203883251408115e-05,2.66423168732948e-07,2.66423168732948e-07,0.0
1779,4.2781094764775063e-05,1.3636241164809754e-07,1.3636241164809754e-07,0.0
1780,4.169995606519349e-05,1.3278301911969136e-07,1.3278301911969136e-07,0.0
1781,4.265141329337244e-05,1.3011055598001674e-07,1.3011055598001674e-07,0.0
1782,4.404740450679258e-05,1.2934646674368976e-07,1.2934646674368976e-07,0.0
1783,4.318998851106569e-05,1.4349311986247164e-07,1.4349311986247164e-07,0.0
1784,4.25459961011906e-05,1.3389628402852134e-07,1.3389628402852134e-07,0.0
1785,4.2684809938821543e-05,8.520099977918757e-08,8.520099977918757e-08,0.0
1786,4.3689188584851634e-05,7.590234421936007e-08,7.590234421936007e-08,0.0
1787,4.3578063403921465e-05,8.455376538612264e-08,8.455376538612264e-08,0.0
1788,4.4152670203142664e-05,8.977997367765056e-08,8.977997367765056e-08,0.0
1789,4.6214174030215614e-05,8.247946072158032e-08,8.247946072158032e-08,0.0
1790,4.9761320302163116e-05,1.0047291608218854e-07,1.0047291608218854e-07,0.0
1791,5.02494554634073e-05,1.1068302744173966e-07,1.1068302744173966e-07,0.0
1792,5.1163044970183235e-05,1.2818084473207948e-07,1.2818084473207948e-07,0.0
1793,5.223913103691302e-05,1.1758551465845812e-07,1.1758551465845812e-07,0.0
1794,5.395337211666629e-05,1.0851940248000704e-07,1.0851940248000704e-07,0.0
1795,5.760401109000668e-05,1.8731423117352669e-07,1.8731423117352669e-07,0.0
1796,5.924444953312299e-05,1.9899466252581988e-07,1.9899466252581988e-07,0.0
1797,5.973432728621576e-05,1.7163444100885628e-07,1.7163444100885628e-07,0.0
1798,6.49440782061512e-05,1.680040467379383e-07,1.680040467379383e-07,0.0
1799,6.887966394840208e-05,1.5761904441952928e-07,1.5761904441952928e-07,0.0
1800,7.08207382038901e-05,1.5706439882023915e-07,1.5706439882023915e-07,0.0
1801,7.196553737490572e-05,1.615484025917015e-07,1.615484025917015e-07,0.0
1802,7.162296865966969e-05,9.44583108873433e-08,9.44583108873433e-08,0.0
1803,7.246561705999608e-05,9.613572262066685e-08,9.613572262066685e-08,0.0
1804,7.521734161335709e-05,9.660881110968538e-08,9.660881110968538e-08,0.0
1805,7.390284112521581e-05,1.0347277980469829e-07,1.0347277980469829e-07,0.0
1806,7.348941705588783e-05,1.0009583612762591e-07,1.0009583612762591e-07,0.0
1807,7.663778004436088e-05,2.3751442869622353e-07,2.3751442869622353e-07,0.0
1808,7.684755421775793e-05,2.386410723634721e-07,2.386410723634721e-07,0.0
1809,7.523298388280506e-05,2.398026077392907e-07,2.398026077392907e-07,0.0
1810,7.775460939488507e-05,2.340694302509811e-07,2.340694302509811e-07,0.0
1811,7.951453257451899e-05,2.3628283279159795e-07,2.3628283279159795e-07,0.0
1812,8.372972453279155e-05,2.319295181304629e-07,2.319295181304629e-07,0.0
1813,8.108887829751308e-05,2.285718413272012e-07,2.285718413272012e-07,0.0
1814,8.07486877809944e-05,8.692143741281403e-08,8.692143741281403e-08,0.0
1815,8.298935842633779e-05,8.198595478704971e-08,8.198595478704971e-08,0.0
1816,8.834990148898214e-05,7.454314651259405e-08,7.454314651259405e-08,0.0
1817,8.616031326320288e-05,7.525130893018936e-08,7.525130893018936e-08,0.0
1818,8.290991224514852e-05,7.704105137967027e-08,7.704105137967027e-08,0.0
1819,8.391254751976314e-05,1.444184794609425e-07,1.444184794609425e-07,0.0
1820,8.620647193830726e-05,1.4523892387176473e-07,1.4523892387176473e-07,0.0
1821,8.652678869631407e-05,1.5203456322459325e-07,1.5203456322459325e-07,0.0
1822,8.44016602578839e-05,1.4961412426422222e-07,1.4961412426422222e-07,0.0
1823,8.03087605163455e-05,1.4556620188597792e-07,1.4556620188597792e-07,0.0
1824,8.2290312483175e-05,1.4192454043739288e-07,1.4192454043739288e-07,0.0
1825,8.388015703530982e-05,1.3610685708645827e-07,1.3610685708645827e-07,0.0
1826,8.46840422517354e-05,6.720645576560205e-08,6.720645576560205e-08,0.0
1827,8.63738584614891e-05,8.641541628305407e-08,8.641541628305407e-08,0.0
1828,8.652013535278716e-05,8.183468886662532e-08,8.183468886662532e-08,0.0
1829,9.066250329072188e-05,7.930646920125842e-08,7.930646920125842e-08,0.0
1830,9.16522414107541e-05,8.318821898001261e-08,8.318821898001261e-08,0.0
1831,9.109020590715642e-05,7.983742023043305e-08,7.983742023043305e-08,0.0
1832,9.164862733866488e-05,7.523171698307709e-08,7.523171698307709e-08,0.0
1833,8.841351726524798e-05,7.240333767453779e-08,7.240333767453779e-08,0.0
1834,8.98891459136004e-05,4.918100035159309e-08,4.918100035159309e-08,0.0
1835,9.229214421273875e-05,6.009270211596426e-08,6.009270211596426e-08,0.0
1836,9.200181791259508e-05,6.82197868988916e-08,6.82197868988916e-08,0.0
1837,9.331756466833343e-05,6.85006431260555e-08,6.85006431260555e-08,0.0
1838,9.575459262123331e-05,6.916557460101558e-08,6.916557460101558e-08,0.0
1839,9.981245862685942e-05,6.983389511105997e-08,6.983389511105997e-08,0.0
1840,0.00010040911209736285,7.846884995745183e-08,7.846884995745183e-08,0.0
1841,0.00010011492330314857,9.130853990362603e-08,9.130853990362603e-08,0.0
1842,0.00010009991092374548,1.0228659773149826e-07,1.0228659773149826e-07,0.0
1843,9.98001913623219e-05,1.0997596535032374e-07,1.0997596535032374e-07,0.0
1844,9.992060118487902e-05,1.3053276960915484e-07,1.3053276960915484e-07,0.0
1845,9.787072797605236e-05,1.4265634971723428e-07,1.4265634971723428e-07,0.0
1846,9.392707163767357e-05,1.4242643229879703e-07,1.4242643229879703e-07,0.0
1847,9.414294098470626e-05,1.3011958900831034e-07,1.3011958900831034e-07,0.0
1848,9.409887154885967e-05,1.228546925144006e-07,1.228546925144006e-07,0.0
1849,9.23608583564471e-05,1.0913453353720928e-07,1.0913453353720928e-07,0.0
1850,9.167604730464518e-05,1.0028730201838698e-07,1.0028730201838698e-07,0.0
1851,9.310101865724261e-05,7.653400250059608e-08,7.653400250059608e-08,0.0
1852,9.485525307744476e-05,6.993739073582869e-08,6.993739073582869e-08,0.0
1853,9.669807955755719e-05,7.204608211606813e-08,7.204608211606813e-08,0.0
1854,9.618972087212439e-05,9.254951497236366e-08,9.254951497236366e-08,0.0
1855,9.547202457075141e-05,8.816599463200094e-08,8.816599463200094e-08,0.0
1856,9.692569230017918e-05,7.748675758177472e-08,7.748675758177472e-08,0.0
1857,9.745408897288144e-05,7.456958986803589e-08,7.456958986803589e-08,0.0
1858,9.61349588968525e-05,8.66445267279557e-08,8.66445267279557e-08,0.0
1859,9.471446849472289e-05,8.403036032080178e-08,8.403036032080178e-08,6.09293885186649e-11
1860,9.271884586529009e-05,8.503317973561155e-08,8.503317973561155e-08,1.8291980628605741e-10
1861,9.11629613256082e-05,6.920166941069641e-08,6.920166941069641e-08,1.8291980628605741e-10
1862,9.186116325768776e-05,7.526884106466372e-08,7.526884106466372e-08,1.8291980628605741e-10
1863,9.247072323757623e-05,9.618925541790954e-08,9.618925541790954e-08,2.7839556850293793e-10
1864,9.186998795485124e-05,9.642399437633945e-08,9.642399437633945e-08,2.7839556850293793e-10
1865,9.111723089258053e-05,8.947421648031195e-08,8.947421648031195e-08,2.7839556850293793e-10
1866,9.080776570564402e-05,9.128531327665509e-08,9.128531327665509e-08,2.1746617998427301e-10
1867,9.151915479118802e-05,9.436746596845427e-08,9.436746596845427e-08,9.547576221688051e-11
1868,9.345375084584313e-05,9.004306988913413e-08,9.004306988913413e-08,9.547576221688051e-11
1869,9.266729882386114e-05,8.578710059785927e-08,8.578710059785927e-08,9.547576221688051e-11
1870,9.292652768116178e-05,6.742220749954089e-08,6.742220749954089e-08,0.0
1871,9.456654723700402e-05,7.007236847909684e-08,7.007236847909684e-08,0.0
1872,9.728474105941132e-05,6.638872512049992e-08,6.638872512049992e-08,0.0
1873,0.0001006500148962784,6.186465029145438e-08,6.186465029145438e-08,0.0
1874,0.00010250821651425213,5.908221670633143e-08,5.908221670633143e-08,0.0
1875,0.00010534765689434218,5.9493699110037464e-08,5.9493699110037464e-08,0.0
1876,0.00010785013104655914,6.772825601940116e-08,6.772825601940116e-08,0.0
1877,0.00010939496964316017,8.195150107732324e-08,8.195150107732324e-08,1.0485501356072291e-10
1878,0.0001116852872655727,7.476927064788339e-08,7.476927064788339e-08,1.0485501356072291e-10
1879,0.0001123314130901625,7.211420844604228e-08,7.211420844604228e-08,1.0485501356072291e-10
1880,0.00011216145815394287,7.49036951828787e-08,7.49036951828787e-08,1.0485501356072291e-10
1881,0.00011343791577798714,7.307814290210704e-08,7.307814290210704e-08,1.0485501356072291e-10
