ngram,desk,dsk,desk,dek
1856,6.585601698004341e-06,4.3980743253640194e-10,6.585601698004341e-06,9.934216497039675e-09
1857,6.702293506220615e-06,4.404717503435153e-10,6.702293506220615e-06,9.998958613469507e-09
1858,6.735459854618446e-06,4.6282158661092865e-10,6.735459854618446e-06,9.568998799685297e-09
1859,6.928881313277608e-06,5.846803636482584e-10,6.928881313277608e-06,1.2042387912255696e-08
1860,7.043740034922459e-06,5.008975416982103e-10,7.043740034922459e-06,1.272675577622197e-08
1861,7.1638929252263295e-06,7.833309516908876e-10,7.1638929252263295e-06,1.2801935131026961e-08
1862,7.3248221659533944e-06,7.340457249974516e-10,7.3248221659533944e-06,1.496643989692562e-08
1863,7.447683466515238e-06,7.320848015103718e-10,7.447683466515238e-06,1.4722543438340705e-08
1864,7.5836869655177e-06,6.839505747472227e-10,7.5836869655177e-06,1.5684524409412655e-08
1865,7.7068481394755e-06,6.129700992816924e-10,7.7068481394755e-06,1.5619555299955275e-08
1866,7.776583905589568e-06,5.35350942148278e-10,7.776583905589568e-06,1.3152431905487966e-08
1867,7.840182531383886e-06,6.039931055301651e-10,7.840182531383886e-06,1.2730804093458964e-08
1868,7.809217679875604e-06,4.1118309154367493e-10,7.809217679875604e-06,1.495027276579971e-08
1869,7.973812314178628e-06,4.3463659258970363e-10,7.973812314178628e-06,1.276831922731552e-08
1870,8.087256056959241e-06,5.136080925640028e-10,8.087256056959241e-06,1.2472840728504155e-08
1871,8.222328623170533e-06,5.947602172667083e-10,8.222328623170533e-06,1.2328749132706207e-08
1872,8.204351420967474e-06,5.914853765506426e-10,8.204351420967474e-06,1.2214129707643906e-08
1873,8.221753692591197e-06,6.252632618013771e-10,8.221753692591197e-06,1.2208007874444808e-08
1874,8.163141631354978e-06,6.148480296325992e-10,8.163141631354978e-06,1.2725819953374184e-08
1875,8.210992811135448e-06,5.653396639715424e-10,8.210992811135448e-06,1.1486342607217433e-08
1876,8.233631433540722e-06,4.861678916588476e-10,8.233631433540722e-06,1.2545306190706436e-08
1877,8.248454508118033e-06,4.99265200610515e-10,8.248454508118033e-06,1.3839913849876341e-08
1878,8.01611525145875e-06,4.906837951829906e-10,8.01611525145875e-06,1.365737339093747e-08
1879,8.211393118732044e-06,5.195597127130977e-10,8.211393118732044e-06,1.4283978571378547e-08
1880,8.041724023704383e-06,4.415422075584477e-10,8.041724023704383e-06,1.4398573000562465e-08
1881,8.187392268155236e-06,6.064104377375859e-10,8.187392268155236e-06,1.3611029890471725e-08
1882,8.18301110224898e-06,5.662954073924555e-10,8.18301110224898e-06,1.3389393086323968e-08
1883,8.209009138226975e-06,6.947859192736011e-10,8.209009138226975e-06,1.2113340552843965e-08
1884,8.130732177440742e-06,6.77022858410124e-10,8.130732177440742e-06,1.1785872722214208e-08
1885,8.350048379465339e-06,6.334754169636168e-10,8.350048379465339e-06,1.1872616921339483e-08
1886,8.413038423376357e-06,6.740022528190742e-10,8.413038423376357e-06,1.1743905023057063e-08
1887,8.455828135213648e-06,7.292701898713766e-10,8.455828135213648e-06,1.2198381987056045e-08
1888,8.449819363574664e-06,4.721826620178251e-10,8.449819363574664e-06,1.226802304188368e-08
1889,8.671982933654882e-06,5.24524451650521e-10,8.671982933654882e-06,1.186753108482565e-08
1890,8.787367668056894e-06,5.983994609350316e-10,8.787367668056894e-06,1.1889162924002709e-08
1891,8.994594996433339e-06,5.531709891735761e-10,8.994594996433339e-06,1.142538800077578e-08
1892,9.051591080476231e-06,5.690908756144403e-10,9.051591080476231e-06,1.133941791258459e-08
1893,9.029412792317868e-06,5.048597591571027e-10,9.029412792317868e-06,1.1137840237397865e-08
1894,9.237518237828876e-06,5.158671406713111e-10,9.237518237828876e-06,1.1434731637751026e-08
1895,9.331070811770457e-06,5.735491288254885e-10,9.331070811770457e-06,1.1774609858556623e-08
1896,9.420439580156068e-06,6.181094683707247e-10,9.420439580156068e-06,1.164529805919301e-08
1897,9.557652707111888e-06,7.129720306206114e-10,9.557652707111888e-06,1.1887209439009894e-08
1898,9.655390126031957e-06,6.722332095738486e-10,9.655390126031957e-06,1.2313016003620954e-08
1899,9.697133724070487e-06,6.637178584512071e-10,9.697133724070487e-06,1.252000243161839e-08
1900,9.763055069405319e-06,7.260181384654324e-10,9.763055069405319e-06,1.3193767475375547e-08
1901,9.937729763415909e-06,8.311096929717162e-10,9.937729763415909e-06,1.3413044516344793e-08
1902,1.003320565879611e-05,7.980797332520138e-10,1.003320565879611e-05,1.3198714121642752e-08
1903,1.0022644736246938e-05,8.605690564917573e-10,1.0022644736246938e-05,1.5147102746685244e-08
1904,9.934406599703444e-06,5.950484529718533e-10,9.934406599703444e-06,1.5292928828054235e-08
1905,9.91634936196663e-06,6.80947015044683e-10,9.91634936196663e-06,1.5070704049792638e-08
1906,1.002992978880814e-05,8.462140214739376e-10,1.002992978880814e-05,1.4667238217620188e-08
1907,1.0109633097142381e-05,8.110412599452285e-10,1.0109633097142381e-05,1.4519974429154964e-08
1908,1.0140325295131853e-05,7.082966534716866e-10,1.0140325295131853e-05,1.4581003452259926e-08
1909,1.0391784469123064e-05,8.082328873631234e-10,1.0391784469123064e-05,1.5281035357718664e-08
1910,1.0631869762229534e-05,7.039369940128485e-10,1.0631869762229534e-05,1.3006013028465141e-08
1911,1.0852371035850541e-05,7.70075039449988e-10,1.0852371035850541e-05,1.296825669072632e-08
1912,1.1072011537700227e-05,6.913424634356704e-10,1.1072011537700227e-05,1.4673163382740638e-08
1913,1.1283316260752535e-05,5.754351558743106e-10,1.1283316260752535e-05,1.4254544719197578e-08
1914,1.1568314351149769e-05,7.068151421295101e-10,1.1568314351149769e-05,1.2992339267928595e-08
1915,1.1812746769075083e-05,7.975801091004391e-10,1.1812746769075083e-05,1.1692106965150678e-08
1916,1.190991510416747e-05,7.061964544887087e-10,1.190991510416747e-05,1.0846698142838055e-08
1917,1.1944253336488536e-05,8.047239779302678e-10,1.1944253336488536e-05,1.0708230746558911e-08
1918,1.2116059094426288e-05,8.363006081297491e-10,1.2116059094426288e-05,1.1105656457946874e-08
1919,1.22952156483994e-05,9.7773298980895e-10,1.22952156483994e-05,1.040572745430219e-08
1920,1.229491252680808e-05,1.1007603796718358e-09,1.229491252680808e-05,1.2311839294097484e-08
1921,1.228008802302481e-05,9.242411360053739e-10,1.228008802302481e-05,1.2442382362516063e-08
1922,1.2339919651692202e-05,1.0063668707895245e-09,1.2339919651692202e-05,1.3211445778641258e-08
1923,1.2322929121312751e-05,1.1425869774127152e-09,1.2322929121312751e-05,1.3312580752053042e-08
1924,1.2322692522762477e-05,1.0866500160006914e-09,1.2322692522762477e-05,1.3632830356665896e-08
1925,1.2243436425965878e-05,1.072253738180048e-09,1.2243436425965878e-05,1.2660552860056993e-08
1926,1.2275402436249091e-05,1.1397316344665042e-09,1.2275402436249091e-05,1.2117510550524457e-08
1927,1.2399987359198608e-05,1.2492540256227512e-09,1.2399987359198608e-05,1.0234971473518532e-08
1928,1.23812956839434e-05,1.3579993399634053e-09,1.23812956839434e-05,1.0752790150344741e-08
1929,1.2310814392029507e-05,1.2934869445376966e-09,1.2310814392029507e-05,1.0592961301776021e-08
1930,1.2283413265582307e-05,1.287651136510399e-09,1.2283413265582307e-05,1.0631118842395284e-08
1931,1.2255120834327369e-05,1.3735960781500823e-09,1.2255120834327369e-05,1.1276209045872422e-08
1932,1.2275643582272875e-05,1.6132188918049906e-09,1.2275643582272875e-05,1.1736243342243467e-08
1933,1.2137450539739802e-05,2.0329138848497662e-09,1.2137450539739802e-05,1.210475148687757e-08
1934,1.224954017483729e-05,2.276273439579971e-09,1.224954017483729e-05,1.1932057627664757e-08
1935,1.2439660427584645e-05,2.406084506237757e-09,1.2439660427584645e-05,1.2045338948496465e-08
1936,1.2767981908317389e-05,2.77345717820359e-09,1.2767981908317389e-05,1.2318504692489439e-08
1937,1.3069364155983618e-05,3.0317137530592018e-09,1.3069364155983618e-05,1.2298895108691405e-08
1938,1.3585556838994048e-05,3.6529159697096247e-09,1.3585556838994048e-05,1.1819533923025055e-08
1939,1.3785223278059025e-05,3.870829847128578e-09,1.3785223278059025e-05,1.176022593593221e-08
1940,1.4048814071949372e-05,3.895400351489846e-09,1.4048814071949372e-05,1.1406424122688869e-08
1941,1.4164003914629575e-05,3.968010650215856e-09,1.4164003914629575e-05,1.270994471574178e-08
1942,1.417109875287029e-05,4.348951865296158e-09,1.417109875287029e-05,1.3270828626486621e-08
1943,1.4183957188963956e-05,3.997658553395971e-09,1.4183957188963956e-05,1.3494044484981974e-08
1944,1.4120927257213875e-05,4.023093287080266e-09,1.4120927257213875e-05,1.4458529611666954e-08
1945,1.3847576155967545e-05,4.006575642685155e-09,1.3847576155967545e-05,1.5218903217016433e-08
1946,1.3744353574501084e-05,3.86426376611634e-09,1.3744353574501084e-05,1.498248636266908e-08
1947,1.3638070543363159e-05,3.3830863507436757e-09,1.3638070543363159e-05,1.5165369150947428e-08
1948,1.3578960533777718e-05,3.552479231418358e-09,1.3578960533777718e-05,1.475625488467358e-08
1949,1.3606257328189844e-05,3.142956307909474e-09,1.3606257328189844e-05,1.8119864973544153e-08
1950,1.3484499374629064e-05,3.3728757564688294e-09,1.3484499374629064e-05,1.7630263217581288e-08
1951,1.3591804677811784e-05,3.2792219733274966e-09,1.3591804677811784e-05,1.7233035189333024e-08
1952,1.3507776592242798e-05,2.9927927120659045e-09,1.3507776592242798e-05,1.7969911653941447e-08
1953,1.3562359786841885e-05,2.939083706568876e-09,1.3562359786841885e-05,1.855585577256339e-08
1954,1.3546709072085963e-05,2.8399706713295406e-09,1.3546709072085963e-05,1.898524791345478e-08
1955,1.3387253862414841e-05,2.3551441749195388e-09,1.3387253862414841e-05,2.2185378867334293e-08
1956,1.3172945078362577e-05,2.346013986250942e-09,1.3172945078362577e-05,1.905077365701605e-08
1957,1.2923331918760336e-05,2.2416077565574302e-09,1.2923331918760336e-05,2.0613247489872525e-08
1958,1.2569025264903238e-05,2.3489526197144936e-09,1.2569025264903238e-05,2.1902392915202588e-08
1959,1.2370668628136627e-05,2.118120789873501e-09,1.2370668628136627e-05,2.1510630610066528e-08
1960,1.227695442399376e-05,2.048627077501562e-09,1.227695442399376e-05,2.188977837087285e-08
1961,1.2027489122244464e-05,2.213888659698325e-09,1.2027489122244464e-05,2.174513623133732e-08
1962,1.1980014278378803e-05,2.0378397065050943e-09,1.1980014278378803e-05,1.8791995007713273e-08
1963,1.1694440997546605e-05,2.0861916004223856e-09,1.1694440997546605e-05,1.937616061249108e-08
1964,1.1540866970400593e-05,2.010417816349681e-09,1.1540866970400593e-05,1.8279623656017715e-08
1965,1.1353098151240764e-05,1.8045262902991306e-09,1.1353098151240764e-05,1.891523940652665e-08
1966,1.1205057619788152e-05,1.6917470281794878e-09,1.1205057619788152e-05,1.828219962720011e-08
1967,1.0902997928496916e-05,1.7031074963012672e-09,1.0902997928496916e-05,1.8625835350251563e-08
1968,1.075702428871799e-05,1.7759799345437192e-09,1.075702428871799e-05,1.931619359701082e-08
1969,1.0450495600317871e-05,2.0999534175051136e-09,1.0450495600317871e-05,1.9376417169171744e-08
1970,1.049935183670771e-05,2.085730699263877e-09,1.049935183670771e-05,1.9868605554458034e-08
1971,1.0387898068334575e-05,2.1293401486488506e-09,1.0387898068334575e-05,2.0135268944240385e-08
1972,1.0301482819029064e-05,2.1168163254005533e-09,1.0301482819029064e-05,1.9700268591041744e-08
1973,1.0252046974658566e-05,2.1483852633405067e-09,1.0252046974658566e-05,2.0491261766762492e-08
1974,1.0246271033663237e-05,2.5469570738171197e-09,1.0246271033663237e-05,1.989429611524786e-08
1975,1.0241428624015367e-05,2.4846374005857032e-09,1.0241428624015367e-05,1.954800143977309e-08
1976,1.0332470862652241e-05,2.467879472207406e-09,1.0332470862652241e-05,1.984286474814618e-08
1977,1.0385734900150315e-05,2.822827828628606e-09,1.0385734900150315e-05,1.8845693894320448e-08
1978,1.0614352504489943e-05,3.287112471106468e-09,1.0614352504489943e-05,1.891323326524181e-08
1979,1.0949888486980594e-05,3.4564495234233407e-09,1.0949888486980594e-05,1.797430433064002e-08
1980,1.1244124704847178e-05,3.846530554391896e-09,1.1244124704847178e-05,1.7516547323737086e-08
1981,1.1605650407935692e-05,5.799979766304578e-09,1.1605650407935692e-05,1.8244111491380214e-08
1982,1.1949585573997215e-05,7.961242649250672e-09,1.1949585573997215e-05,1.80477687397992e-08
1983,1.2307400798558124e-05,2.706862334278526e-08,1.2307400798558124e-05,1.8840447170630015e-08
1984,1.2640930825520108e-05,2.8633716033153534e-08,1.2640930825520108e-05,2.09275410968855e-08
1985,1.2938204235979356e-05,2.895364570321135e-08,1.2938204235979356e-05,2.2242615114821873e-08
1986,1.3154711268725805e-05,2.9882643724578525e-08,1.3154711268725805e-05,2.2753851628262315e-08
1987,1.3380179422841007e-05,3.058002473466104e-08,1.3380179422841007e-05,2.3849565116457986e-08
1988,1.3548977481799998e-05,4.491234393912334e-08,1.3548977481799998e-05,2.4268344032764488e-08
1989,1.3763812343573331e-05,4.4022361882818066e-08,1.3763812343573331e-05,2.508604321097404e-08
1990,1.390812927378907e-05,2.5383670847795818e-08,1.390812927378907e-05,2.4735920740275626e-08
1991,1.406233007271242e-05,2.459979870599633e-08,1.406233007271242e-05,2.3177439396298334e-08
1992,1.4219654336297286e-05,2.601047053931081e-08,1.4219654336297286e-05,2.2358780477864977e-08
1993,1.4400442263909749e-05,2.6388185033913e-08,1.4400442263909749e-05,2.5943536842630366e-08
1994,1.4699186587157393e-05,2.6918748817296645e-08,1.4699186587157393e-05,2.639131224668745e-08
1995,1.4908845124799492e-05,1.2055689208827808e-08,1.4908845124799492e-05,2.7706191626667272e-08
1996,1.5276273838285954e-05,1.2509118883587332e-08,1.5276273838285954e-05,2.714818363764542e-08
1997,1.6117514340814004e-05,1.3379424171741254e-08,1.6117514340814004e-05,2.6559336571300004e-08
1998,1.7015014236676507e-05,1.3245505517797288e-08,1.7015014236676507e-05,2.73869833478102e-08
1999,1.79393459153029e-05,1.2629786613363843e-08,1.79393459153029e-05,2.645948526946995e-08
2000,1.8975985377827393e-05,1.2794992240320165e-08,1.8975985377827393e-05,2.4071898760017315e-08
2001,1.9915336971670123e-05,1.2067187756973193e-08,1.9915336971670123e-05,2.3872083230815277e-08
2002,2.105878385399202e-05,1.1543433383768128e-08,2.105878385399202e-05,2.2878703883780612e-08
2003,2.2038624852679538e-05,1.1455924209258228e-08,2.2038624852679538e-05,2.2483167581656615e-08
2004,2.281552458173662e-05,1.0534895051555232e-08,2.281552458173662e-05,2.3113207855577197e-08
2005,2.3829818798861068e-05,9.965162599862815e-09,2.3829818798861068e-05,2.292334906022526e-08
2006,2.5491263711176414e-05,9.12373440290334e-09,2.5491263711176414e-05,2.3063478745858187e-08
2007,2.730673311037078e-05,8.012627450426635e-09,2.730673311037078e-05,2.2356650626014537e-08
2008,3.0021561282670257e-05,7.85850083419502e-09,3.0021561282670257e-05,2.310503864423806e-08
2009,3.213632745817969e-05,6.902206108248623e-09,3.213632745817969e-05,2.331903483008903e-08
2010,3.4035420477656384e-05,6.037475725711212e-09,3.4035420477656384e-05,2.457479680068835e-08
2011,3.7116816851526634e-05,5.717272687024076e-09,3.7116816851526634e-05,2.8216573966233227e-08
2012,3.922100118610875e-05,5.614393775285212e-09,3.922100118610875e-05,2.799256191922593e-08
2013,4.004905297603857e-05,5.157434289161853e-09,4.004905297603857e-05,3.084115921378075e-08
2014,4.0734343201620504e-05,5.308549536461474e-09,4.0734343201620504e-05,8.636063851343221e-08
2015,4.000380171679093e-05,4.903955019841533e-09,4.000380171679093e-05,1.5328308476471519e-07
2016,3.981124609708786e-05,4.7575108931750626e-09,3.981124609708786e-05,1.5505294673598007e-07
2017,4.0321195532063335e-05,4.308614280172189e-09,4.0321195532063335e-05,1.765535276495219e-07
2018,3.8928358117118476e-05,4.4034131008174885e-09,3.8928358117118476e-05,2.0242066902653733e-07
2019,3.8009842683095485e-05,4.466999103946989e-09,3.8009842683095485e-05,2.467835429342813e-07
