ngram,context,conext,cotext
1739,1.0428042368662967e-06,0.0,0.0
1740,8.834599530668388e-07,0.0,0.0
1741,1.0176909443414064e-06,0.0,0.0
1742,9.32008942657246e-07,0.0,0.0
1743,1.1478365747409823e-06,0.0,0.0
1744,1.483294356928257e-06,0.0,0.0
1745,2.0345339878856194e-06,0.0,0.0
1746,2.114803399828296e-06,0.0,0.0
1747,2.0815140747540032e-06,0.0,0.0
1748,2.1742724324472614e-06,0.0,0.0
1749,2.668979228863983e-06,0.0,0.0
1750,3.0081204158705077e-06,0.0,0.0
1751,3.113183229938191e-06,0.0,0.0
1752,3.1609385229915332e-06,0.0,0.0
1753,3.4744537710399267e-06,0.0,0.0
1754,3.600673510715881e-06,0.0,0.0
1755,3.3779823362627733e-06,0.0,0.0
1756,3.062923464572772e-06,0.0,0.0
1757,2.5937518687767025e-06,0.0,0.0
1758,2.3533866624347866e-06,0.0,0.0
1759,1.975588182696291e-06,0.0,0.0
1760,1.8491001420833136e-06,0.0,0.0
1761,2.019983704875423e-06,0.0,0.0
1762,2.5915130663634045e-06,0.0,0.0
1763,2.864807356672827e-06,0.0,0.0
1764,3.0371807529913246e-06,0.0,0.0
1765,3.103946677843591e-06,0.0,0.0
1766,3.362076378315188e-06,0.0,0.0
1767,3.455395764311626e-06,0.0,0.0
1768,3.5970542090321293e-06,0.0,0.0
1769,3.3828002869995544e-06,0.0,0.0
1770,3.5732737485107336e-06,0.0,0.0
1771,3.4228719901615738e-06,0.0,0.0
1772,3.4396455735726964e-06,0.0,0.0
1773,3.224793463881984e-06,0.0,0.0
1774,3.146301082779246e-06,0.0,0.0
1775,3.0041656405696164e-06,0.0,0.0
1776,2.8498002555871996e-06,0.0,0.0
1777,2.578906284205524e-06,0.0,0.0
1778,2.825441827423804e-06,0.0,0.0
1779,3.102976734226104e-06,0.0,0.0
1780,3.092021058494408e-06,0.0,0.0
1781,2.9553956275257017e-06,0.0,0.0
1782,3.053790708561012e-06,0.0,0.0
1783,3.0660480985846206e-06,0.0,0.0
1784,3.1080358309866696e-06,0.0,0.0
1785,3.3266347665111037e-06,0.0,0.0
1786,3.0573385499467676e-06,0.0,0.0
1787,3.4320433509752287e-06,0.0,0.0
1788,3.6389297162843704e-06,0.0,0.0
1789,3.413644760387667e-06,0.0,0.0
1790,3.586934878642621e-06,0.0,0.0
1791,3.506136798543074e-06,0.0,0.0
1792,3.302768488668205e-06,0.0,0.0
1793,3.5096257501468893e-06,0.0,0.0
1794,3.101905284503508e-06,0.0,0.0
1795,3.0408717261057712e-06,0.0,0.0
1796,3.206952149931957e-06,0.0,0.0
1797,3.102381664835515e-06,0.0,0.0
1798,3.084398161133452e-06,0.0,0.0
1799,3.036359170697064e-06,6.00769592803577e-10,0.0
1800,2.911895762736094e-06,6.00769592803577e-10,0.0
1801,3.153927991661476e-06,6.00769592803577e-10,0.0
1802,3.335991940340526e-06,6.00769592803577e-10,0.0
1803,3.3035147940349167e-06,6.00769592803577e-10,0.0
1804,3.262692741502958e-06,6.00769592803577e-10,0.0
1805,3.313354584731444e-06,6.00769592803577e-10,0.0
1806,3.460598691162886e-06,0.0,0.0
1807,3.5658942384283624e-06,0.0,0.0
1808,3.6807050816735554e-06,0.0,0.0
1809,3.634037057054229e-06,1.809248148124506e-10,0.0
1810,3.696319189267732e-06,1.809248148124506e-10,0.0
1811,3.810191076679205e-06,1.809248148124506e-10,0.0
1812,3.878276369765185e-06,1.809248148124506e-10,0.0
1813,3.744504640833059e-06,1.809248148124506e-10,0.0
1814,3.831185072808044e-06,1.809248148124506e-10,0.0
1815,3.723592889010823e-06,1.809248148124506e-10,0.0
1816,3.653282159835466e-06,0.0,0.0
1817,3.6273313201361035e-06,0.0,0.0
1818,3.710983427091768e-06,0.0,0.0
1819,3.7146599944597777e-06,0.0,0.0
1820,3.836953380544271e-06,0.0,0.0
1821,3.7375725696620066e-06,1.2855425454308796e-10,0.0
1822,3.8042895279691687e-06,1.2855425454308796e-10,0.0
1823,3.959411645025414e-06,1.2855425454308796e-10,0.0
1824,4.073428564359867e-06,1.2855425454308796e-10,0.0
1825,4.012085225570315e-06,1.2855425454308796e-10,0.0
1826,4.008498828105596e-06,1.2855425454308796e-10,0.0
1827,3.972582752404767e-06,1.2855425454308796e-10,0.0
1828,3.9342726917571525e-06,0.0,0.0
1829,4.61448390914094e-06,7.027427845989515e-11,0.0
1830,4.612383171271566e-06,1.6557882049588509e-10,0.0
1831,4.54414885098231e-06,1.6557882049588509e-10,0.0
1832,4.5833986145485795e-06,1.6557882049588509e-10,0.0
1833,4.6070997216572455e-06,1.6557882049588509e-10,0.0
1834,4.6496419210078396e-06,1.6557882049588509e-10,0.0
1835,4.6604487319460275e-06,1.6557882049588509e-10,0.0
1836,3.8154728047499835e-06,9.530454203598993e-11,0.0
1837,3.7682056504958642e-06,0.0,0.0
1838,3.718449534062529e-06,0.0,0.0
1839,3.6800975067308173e-06,0.0,0.0
1840,3.64105338641301e-06,0.0,0.0
1841,3.6029792746765973e-06,0.0,0.0
1842,3.678441934036008e-06,0.0,0.0
1843,3.794250882752489e-06,6.557452993303871e-11,0.0
1844,3.817514068162252e-06,6.557452993303871e-11,0.0
1845,3.896801120260664e-06,1.323132952408506e-10,0.0
1846,3.900682583792202e-06,1.323132952408506e-10,1.304409992717938e-10
1847,3.855450813716743e-06,1.323132952408506e-10,1.304409992717938e-10
1848,3.900141174589018e-06,1.323132952408506e-10,1.304409992717938e-10
1849,3.850718940157094e-06,1.323132952408506e-10,1.304409992717938e-10
1850,3.8198443235160084e-06,1.142086742638477e-10,1.7791090822782962e-10
1851,3.823826481103814e-06,1.142086742638477e-10,1.7791090822782962e-10
1852,3.859888758077952e-06,4.746990895603582e-11,1.7791090822782962e-10
1853,3.8290932674759204e-06,4.746990895603582e-11,4.746990895603582e-11
1854,3.83699599686744e-06,4.746990895603582e-11,4.746990895603582e-11
1855,3.7943364727003167e-06,4.746990895603582e-11,4.746990895603582e-11
1856,3.7625534007799743e-06,4.746990895603582e-11,4.746990895603582e-11
1857,3.754202290500481e-06,0.0,0.0
1858,3.6934339797361256e-06,5.7603513229206473e-11,0.0
1859,3.6044703262762468e-06,1.1853290174787138e-10,0.0
1860,3.6117623299755256e-06,1.7952811063156763e-10,0.0
1861,3.6387645455501376e-06,1.7952811063156763e-10,0.0
1862,3.5587408677071963e-06,1.7952811063156763e-10,5.571827126666611e-11
1863,3.618294483333427e-06,1.7952811063156763e-10,1.0345615237510636e-10
1864,3.5123869435795186e-06,2.2662323208498337e-10,1.0345615237510636e-10
1865,3.5017312386896393e-06,2.1324626984865957e-10,1.0345615237510636e-10
1866,3.5223474696977064e-06,1.5231688132999466e-10,1.0345615237510636e-10
1867,3.5110596984720488e-06,1.3453412986815953e-10,1.0345615237510636e-10
1868,3.5470249518506795e-06,1.793458278712531e-10,1.0345615237510636e-10
1869,3.613806971510972e-06,1.793458278712531e-10,4.7737881108440257e-11
1870,3.587578995783198e-06,1.793458278712531e-10,0.0
1871,3.6900640095284743e-06,1.3225070641783735e-10,0.0
1872,3.7141550624905254e-06,8.802415542495469e-11,0.0
1873,3.708616174792821e-06,8.802415542495469e-11,0.0
1874,3.768587183523258e-06,4.4811698003093574e-11,0.0
1875,3.73083045295581e-06,0.0,4.011503034513047e-11
1876,3.6947670391132955e-06,3.833198441200685e-11,4.011503034513047e-11
1877,3.764648941536767e-06,7.328365692060856e-11,4.011503034513047e-11
1878,3.8869112423916315e-06,7.328365692060856e-11,4.011503034513047e-11
1879,3.922917033248398e-06,1.4311128472753254e-10,4.011503034513047e-11
1880,3.941510385629954e-06,1.75997968183366e-10,4.011503034513047e-11
1881,3.9711146980282915e-06,1.75997968183366e-10,4.011503034513047e-11
1882,3.9548400049430455e-06,1.75997968183366e-10,0.0
1883,3.9875903244787225e-06,1.3766598377135912e-10,0.0
1884,3.894243036484113e-06,1.0271431126275741e-10,0.0
1885,3.7582555835667464e-06,1.0271431126275741e-10,0.0
1886,3.7428943479816164e-06,3.2886683455833425e-11,0.0
1887,3.844628119103228e-06,2.7633968526151266e-11,0.0
1888,3.7022130722367104e-06,2.7633968526151266e-11,0.0
1889,3.741966468494086e-06,2.7633968526151266e-11,0.0
1890,3.6836743220192147e-06,2.7633968526151266e-11,0.0
1891,3.6854537808851873e-06,2.7633968526151266e-11,0.0
1892,3.6735420313302062e-06,2.7633968526151266e-11,0.0
1893,3.5905149746083353e-06,2.7633968526151266e-11,0.0
1894,3.4320813548609815e-06,2.2091772855503677e-11,0.0
1895,3.448379077651355e-06,4.3262980499646024e-11,0.0
1896,3.372785353609028e-06,4.3262980499646024e-11,0.0
1897,3.3956675581846085e-06,4.3262980499646024e-11,0.0
1898,3.3786845961003564e-06,7.933931686235748e-11,0.0
1899,3.3621768449977807e-06,7.933931686235748e-11,0.0
1900,3.3926476135093253e-06,7.933931686235748e-11,0.0
1901,3.4830093876995046e-06,5.7247544006853805e-11,0.0
1902,3.476527938671227e-06,5.329462664833378e-11,0.0
1903,3.5795992516796105e-06,5.329462664833378e-11,0.0
1904,3.6201752858947396e-06,6.914836659615326e-11,0.0
1905,3.6481225639103547e-06,3.3072030233441805e-11,0.0
1906,3.624626775230614e-06,6.410200247592662e-11,0.0
1907,3.663800758399053e-06,7.875217640705503e-11,0.0
1908,3.6495042812540694e-06,9.247663051992205e-11,1.372445411286703e-11
1909,3.6743652214811718e-06,7.525834023429973e-11,1.372445411286703e-11
1910,3.588075027697154e-06,7.525834023429973e-11,1.372445411286703e-11
1911,3.6295234622230055e-06,5.940460028648026e-11,1.372445411286703e-11
1912,3.6863073091808474e-06,7.381870809064495e-11,1.372445411286703e-11
1913,3.7449581213877536e-06,5.708665484771558e-11,2.8022373112422473e-11
1914,3.691170864580532e-06,4.243648091658717e-11,2.8022373112422473e-11
1915,3.6506832787251497e-06,4.465074936772189e-11,1.4297918999555443e-11
1916,3.590273276391339e-06,7.475447443600863e-11,1.4297918999555443e-11
1917,3.6316153974829442e-06,7.475447443600863e-11,1.4297918999555443e-11
1918,3.5511033534671048e-06,1.0351495256204807e-10,4.3058397125594894e-11
1919,3.5134242872507978e-06,1.175123381539197e-10,4.3058397125594894e-11
1920,3.496179747993925e-06,1.9602103868659222e-10,2.876047812603945e-11
1921,3.4916561812029353e-06,1.9602103868659222e-10,2.876047812603945e-11
1922,3.5789192744622208e-06,1.8008231612259047e-10,2.876047812603945e-11
1923,3.6564528857395217e-06,1.4997859105430374e-10,2.876047812603945e-11
1924,3.7352522213041084e-06,1.4997859105430374e-10,2.876047812603945e-11
1925,3.8241638386742645e-06,1.4422328807407935e-10,0.0
1926,3.958789063420097e-06,1.15811794678043e-10,6.87688874099836e-11
1927,4.058765658295929e-06,4.5743553786107125e-11,6.87688874099836e-11
1928,4.236948468262978e-06,6.855304022858531e-11,9.157837385246178e-11
1929,4.327356204417551e-06,1.949820265562912e-10,9.157837385246178e-11
1930,4.521773137509756e-06,2.766642034516106e-10,1.1880576681174863e-10
1931,4.660952202227366e-06,2.766642034516106e-10,1.1880576681174863e-10
1932,4.939736494894273e-06,2.5365902830579555e-10,1.1880576681174863e-10
1933,5.1480736016986024e-06,2.999933456410935e-10,5.0036879401765027e-11
1934,5.3108309917401386e-06,3.446585893669101e-10,5.0036879401765027e-11
1935,5.516194440653115e-06,3.440714360250904e-10,2.7227392959286842e-11
1936,5.738093087919489e-06,2.8045474474515583e-10,4.816482530272432e-11
1937,5.844684827544759e-06,1.9877256784983643e-10,4.337984931585786e-11
1938,6.313904123089742e-06,2.6402932023256957e-10,8.688435090434662e-11
1939,6.386049400524436e-06,2.88923345565755e-10,8.688435090434662e-11
1940,6.468829074687424e-06,2.6838229059768434e-10,8.688435090434662e-11
1941,6.626487707503007e-06,3.1129294975063004e-10,8.688435090434662e-11
1942,6.84959000604327e-06,3.3888670837787874e-10,8.688435090434662e-11
1943,7.064036188759408e-06,2.975277385575126e-10,6.594691856090914e-11
1944,7.880341204976763e-06,3.354703836151123e-10,6.247582411728863e-11
1945,8.125405851647624e-06,3.4529131339880847e-10,1.8971322528799864e-11
1946,8.5965678928395e-06,3.534934963792377e-10,3.551942668560721e-11
1947,9.209272060875914e-06,4.1048511613604536e-10,3.551942668560721e-11
1948,9.882386101318324e-06,4.0277083454157546e-10,1.3811942661019165e-10
1949,1.043663827918603e-05,5.400225326436723e-10,1.3811942661019165e-10
1950,1.1193459483495514e-05,6.200890634300293e-10,3.07319176059576e-10
1951,1.1577753606876026e-05,6.979901101544783e-10,3.876424419552953e-10
1952,1.2246180761264571e-05,8.11119814171844e-10,3.876424419552953e-10
1953,1.3086303494804139e-05,8.878482631630951e-10,4.4954052385343905e-10
1954,1.3925815827471005e-05,9.502229479453815e-10,4.4954052385343905e-10
1955,1.4821170485187654e-05,1.1085194904860073e-09,3.6143477595760945e-10
1956,1.5887688147943534e-05,1.0022597355227196e-09,3.883707869190012e-10
1957,1.6901945725424283e-05,1.3085391024704661e-09,2.7014594033980543e-10
1958,1.8093502798624934e-05,1.4307315728981758e-09,1.7085135191528623e-10
1959,1.936946656704614e-05,1.5474605485898962e-09,2.2732104591551205e-10
1960,2.0807365477334576e-05,1.6917445618983403e-09,1.5946272080569202e-10
1961,2.2383963369065896e-05,1.7266740973528476e-09,2.720184077986687e-10
1962,2.3822013255474822e-05,1.7412249657995054e-09,3.5954171683545104e-10
1963,2.5556137708398247e-05,1.8089747794951855e-09,3.920288468850508e-10
1964,2.7347618275338652e-05,1.626008312121436e-09,3.950138044043047e-10
1965,2.9053029720671475e-05,1.6700547611492311e-09,5.536852771905108e-10
1966,3.0707125915796496e-05,1.7168412406018012e-09,6.027324403468093e-10
1967,3.250354555867878e-05,1.7015389097707612e-09,7.690381585513859e-10
1968,3.424293546621422e-05,1.857998374202704e-09,8.424698399218349e-10
1969,3.6470194962540905e-05,2.0583259065430427e-09,1.0456663868119165e-09
1970,3.844399959364507e-05,2.286856957768789e-09,1.20548096901477e-09
1971,4.058203765972783e-05,2.625930964736004e-09,1.366342729434779e-09
1972,4.2709261573950895e-05,2.5873208179102593e-09,1.3728847186073828e-09
1973,4.484529927140102e-05,2.6152864160014897e-09,1.4654661928403812e-09
1974,4.680195550983106e-05,2.938657809156301e-09,1.5574402085454559e-09
1975,4.87388351757545e-05,2.9264892572758836e-09,1.6633948345707544e-09
1976,5.0464461050328934e-05,2.8203901595144234e-09,1.7358930007712762e-09
1977,5.211275648824605e-05,2.916859499966863e-09,1.9661342712648124e-09
1978,5.363631862564944e-05,2.956787433941851e-09,2.404106913544979e-09
1979,5.5182934115042114e-05,3.119700022123441e-09,2.7509386197570915e-09
1980,5.661249815602787e-05,3.069158324312379e-09,2.9525184836692073e-09
1981,5.7799059764615125e-05,2.8274321296960026e-09,3.492409536168647e-09
1982,5.913522909395397e-05,2.8810383602616086e-09,3.6748032236236637e-09
1983,6.057582920350667e-05,2.9036953159382914e-09,4.1113665805170285e-09
1984,6.213196112574744e-05,2.658005466520714e-09,4.654217677924066e-09
1985,6.365534864016809e-05,2.444810829972864e-09,4.912916835258281e-09
1986,6.51644570877709e-05,2.328585102517877e-09,5.43024634781984e-09
1987,6.702684549964033e-05,2.3271242710620754e-09,6.1139378639195135e-09
1988,6.910232332302257e-05,2.283929109328905e-09,6.525107375056547e-09
1989,7.12100206458542e-05,2.2185874090244593e-09,1.0713831726556172e-08
1990,7.321719749597833e-05,2.045950869040374e-09,1.1051297020360705e-08
1991,7.519762896533524e-05,2.080853219891107e-09,1.107720353538915e-08
1992,7.700069441593118e-05,1.8365471207307645e-09,1.1209134890119036e-08
1993,7.942873448233254e-05,1.8620143998100097e-09,1.170636241911081e-08
1994,8.190239896066487e-05,1.8074599436194001e-09,1.2125215688639303e-08
1995,8.437202528252133e-05,1.7537531585684211e-09,1.2265746577152673e-08
1996,8.699447166041605e-05,1.7247003666501622e-09,9.260122890708544e-09
1997,8.940181994278516e-05,1.7178475150306634e-09,9.178351475672538e-09
1998,9.164110399849181e-05,1.7670772940141838e-09,1.0973897346389094e-08
1999,9.499078857645924e-05,1.8268266106196457e-09,1.1302553305979148e-08
2000,9.76201523112e-05,1.6877425964726252e-09,1.12402161229446e-08
2001,9.979428952127429e-05,1.6275817994935794e-09,1.2567460596000859e-08
2002,0.00010232760645781777,1.6026686961672404e-09,1.2747776548646276e-08
2003,0.00010395876909439852,1.4789791930829616e-09,1.2519144197499697e-08
2004,0.00010565939945601193,1.4175321710092297e-09,1.288239381835865e-08
2005,0.0001064909270748363,1.2297464871810097e-09,1.2776494782786228e-08
2006,0.00010594090937437224,1.1368877981889268e-09,1.3051317106414575e-08
2007,0.00010531302957263376,1.212601772961262e-09,1.3481659978862938e-08
2008,0.00010376804961457051,1.052541910771611e-09,1.2583436515001267e-08
2009,0.00010182262485614046,9.908118294075864e-10,1.1918032846328482e-08
2010,0.00010196842569192606,9.005058127747085e-10,1.1602768587185404e-08
2011,0.00010090261847446007,8.094605858615417e-10,1.1302294401969805e-08
2012,0.00010125813319713675,7.653436138811896e-10,9.982773909099154e-09
2013,0.000104088377806225,7.270333462245609e-10,9.491691813475915e-09
2014,0.00010448455577716231,5.42321528954456e-10,8.41281666552618e-09
2015,0.00010487506577711818,5.165640911051841e-10,7.784933776987048e-09
2016,0.00010596026653989352,4.359840563969034e-10,1.0633361619787657e-08
2017,0.00010553938166898054,4.2745246000193876e-10,1.1106458863707758e-08
